frame,observed_mask,rendered_mask,iou,coverage,render_false_coverage,observed_area_px,rendered_area_px
1,samples_known_object/01_basketball/results/segmentation/masks/00001_mask.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/evaluation/render_masks/00001_mask.pgm,0.9157754010695187,0.9974114220999838,0.08204288266825491,6181.0,6716.0
2,samples_known_object/01_basketball/results/segmentation/masks/00002_mask.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/evaluation/render_masks/00002_mask.pgm,0.8818155452436195,0.985735127249149,0.106786133960047,6169.0,6808.0
3,samples_known_object/01_basketball/results/segmentation/masks/00003_mask.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/evaluation/render_masks/00003_mask.pgm,0.8637017846862406,0.9768842585056161,0.11827799000881575,6143.0,6806.0
4,samples_known_object/01_basketball/results/segmentation/masks/00004_mask.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/evaluation/render_masks/00004_mask.pgm,0.8714710252600297,0.9659090909090909,0.10087383105932853,6072.0,6523.0
5,samples_known_object/01_basketball/results/segmentation/masks/00005_mask.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/evaluation/render_masks/00005_mask.pgm,0.8738470271037321,0.9927454457520555,0.12053698943159097,6203.0,7002.0
6,samples_known_object/01_basketball/results/segmentation/masks/00006_mask.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/evaluation/render_masks/00006_mask.pgm,0.853849265201564,0.9853742025828536,0.13519049569848424,6427.0,7323.0
7,samples_known_object/01_basketball/results/segmentation/masks/00007_mask.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/evaluation/render_masks/00007_mask.pgm,0.7450772314585544,0.9729022324865281,0.2391330523780855,6495.0,8305.0
8,samples_known_object/01_basketball/results/segmentation/masks/00008_mask.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/evaluation/render_masks/00008_mask.pgm,0.8425185185185186,0.9741349777321,0.1382027579936354,5838.0,6599.0
9,samples_known_object/01_basketball/results/segmentation/masks/00009_mask.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/evaluation/render_masks/00009_mask.pgm,0.8582078198691617,0.9964670552905847,0.1391728979093545,5661.0,6553.0
10,samples_known_object/01_basketball/results/segmentation/masks/00010_mask.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/evaluation/render_masks/00010_mask.pgm,0.8367195610262494,0.9941850220264317,0.15916542473919523,5675.0,6710.0
