gate_impact_status,gate_timeline_source,gate_event_count,gate_active_count,gate_reject_unclear_count,gate_source_counts,stage_audit_gate_count,stage_residual_reweight_count,optimizer_reoptimized_frames,optimizer_reweighted_frames,residual_enabled_total,anchor_update_allowed_count,anchor_update_blocked_count,pose_anchor_allowed_count,anchor_residual_enabled_frames,freeze_interpolation_frames,pose_delta_translation_mean_m,pose_delta_translation_max_m,pose_delta_rotation_mean_rad,pose_delta_rotation_max_rad,pose_delta_frame_count,gate_trace_source,pose_delta_source,source_gate_timeline,source_optimizer_decisions
ok,frame_timeline,36,36,16,pass:20;reject:5;unclear:11,36,1,192,192,1723,15,177,15,0,192,0.1327296177937732,0.3238334896285435,0.0,0.0,192,samples_known_object/01_basketball/results/clean_ablation_no_audio,gate_trace_pre_smooth_to_gate_trace_final,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm_trace/04_gating/gate_timeline.csv,samples_known_object/01_basketball/results/clean_ablation_no_audio/optimizer_decisions.csv
