object_jerk,accel_at_events,accel_in_flight,contact_ratio_audio_windows,audio_events,source
0.004882,0.03135,0.04948,0.875,16.0,samples_known_object/01_basketball/results/hoi_eval/hoi_interaction_metrics.json
