frame,time,proposal_score,anchor_score,floor_score,anchor_contact_state,human_contact_state,floor_contact_state,transition_contact_state,multi_contact_state,confidence_level,contact_part,contact_label,contact_side,anchor_type,min_object_boundary_gap_px,active_part_distance_px,contact_depth_offset_m,object_acceleration,support_surface_type,support_source,signed_support_gap_px,support_conf,active_object_point_id,active_object_u,active_object_v,state_active_part_u,state_active_part_v
1,0.000000,0.161281,0.161281,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,28.194815,28.194815,0.013022,,unknown_plane,generic_floor_candidates,-588.050411,0.000000,left,548.489,57.283,552.557,85.183
2,0.041667,0.141154,0.141154,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,29.687083,29.687083,0.013072,,unknown_plane,generic_floor_candidates,-588.084011,0.000000,left,548.798,57.155,553.764,86.424
3,0.083333,0.159670,0.159670,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,28.309926,28.309926,0.029345,,unknown_plane,generic_floor_candidates,-589.068431,0.000000,bottom,583.266,87.942,555.030,89.982
4,0.125000,0.179456,0.179456,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,26.939792,26.939792,0.035993,,unknown_plane,generic_floor_candidates,-589.774625,0.000000,bottom,582.106,87.969,556.530,96.432
5,0.166667,0.219705,0.219705,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,24.384967,24.384967,0.028168,,unknown_plane,generic_floor_candidates,-589.007460,0.000000,bottom,580.945,92.359,560.995,106.381
6,0.208333,0.255104,0.255104,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,22.311955,22.311955,-0.028961,,unknown_plane,generic_floor_candidates,-586.091146,0.000000,bottom,580.501,100.364,564.461,115.873
7,0.250000,0.299194,0.299194,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,19.862519,19.862519,0.004056,,unknown_plane,generic_floor_candidates,-580.698425,0.000000,bottom,579.563,111.470,566.792,126.683
8,0.291667,0.405717,0.405717,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,14.041465,14.041465,-0.026871,,unknown_plane,generic_floor_candidates,-572.349721,0.000000,bottom,577.793,126.511,566.548,134.921
9,0.333333,0.396427,0.396427,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,14.566109,14.566109,-0.009059,,unknown_plane,generic_floor_candidates,-560.940628,0.000000,bottom,575.911,145.020,562.965,138.343
10,0.375000,0.960305,0.252591,0.029604,1,1,0,1,0,proposal,hand,right_hand,right,hand,22.455255,22.455255,-0.083975,,unknown_plane,generic_floor_candidates,-547.958363,0.029604,bottom,575.761,160.002,597.463,154.234
11,0.416667,0.948512,0.137139,0.000000,1,1,0,1,0,none,hand,right_hand,right,hand,30.000358,30.000358,-0.051818,,unknown_plane,generic_floor_candidates,-549.742477,0.000000,right,605.834,121.958,588.762,146.627
12,0.458333,0.242247,0.110365,0.000000,1,1,0,1,0,none,hand,right_hand,right,hand,32.260955,32.260955,-0.024284,,unknown_plane,generic_floor_candidates,-556.785557,0.000000,right,590.762,102.699,580.207,133.185
13,0.500000,0.186710,0.067836,0.000000,1,1,0,1,0,none,hand,right_hand,right,hand,36.825935,36.825935,-0.049130,,unknown_plane,generic_floor_candidates,-568.687113,0.000000,right,575.339,79.575,575.812,116.398
14,0.541667,1.000000,0.013454,0.000000,1,1,0,1,0,none,hand,right_hand,right,hand,49.035475,49.035475,0.045828,,unknown_plane,generic_floor_candidates,-584.783702,0.000000,right,567.422,53.832,576.845,101.954
15,0.583333,1.000000,0.001485,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,61.909240,61.909240,0.597181,,unknown_plane,generic_floor_candidates,-603.248015,0.000000,right,567.000,27.841,522.373,70.750
28,1.125000,1.000000,0.007321,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,52.904219,52.904219,0.744119,,unknown_plane,generic_floor_candidates,-615.643234,0.000000,grid_08_01,556.046,20.834,567.137,147.603
29,1.166667,1.000000,0.001657,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,61.330559,61.330559,0.889123,,unknown_plane,generic_floor_candidates,-625.189887,0.000000,right,603.434,26.707,567.457,151.349
30,1.208333,0.306675,0.306675,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,19.455507,19.455507,0.827733,,unknown_plane,generic_floor_candidates,-622.850644,0.000000,left,551.888,56.064,567.734,156.910
31,1.250000,0.493603,0.493603,0.000000,0,0,0,0,0,soft,hand,left_hand,left,hand,8.372866,8.372866,0.591448,,unknown_plane,generic_floor_candidates,-601.986474,0.000000,left,552.531,90.341,567.717,161.033
32,1.291667,1.000000,0.385551,0.049639,1,1,0,1,0,proposal,hand,right_hand,right,hand,15.172295,15.172295,-0.027764,,unknown_plane,generic_floor_candidates,-575.716955,0.049639,right,610.182,128.889,564.251,160.998
33,1.333333,1.000000,0.220661,0.146663,1,1,0,1,0,none,hand,right_hand,right,hand,24.327219,24.327219,0.033061,,unknown_plane,generic_floor_candidates,-552.613792,0.146663,top,588.928,119.446,559.097,155.115
34,1.375000,0.918660,0.549814,0.043199,1,1,0,1,0,soft,hand,right_hand,right,hand,0.468717,0.468717,-0.028388,,unknown_plane,generic_floor_candidates,-541.468977,0.043199,right,614.960,135.075,549.817,142.489
35,1.416667,0.375840,0.375840,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,15.707617,15.707617,-0.029550,,unknown_plane,generic_floor_candidates,-541.631707,0.000000,bottom,572.295,136.304,595.330,142.717
36,1.458333,0.229144,0.229144,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,23.819499,23.819499,-0.261586,,unknown_plane,generic_floor_candidates,-550.505618,0.000000,bottom,563.846,106.970,535.552,104.009
37,1.500000,0.124609,0.001978,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,60.388288,60.388288,-0.051401,,unknown_plane,generic_floor_candidates,-565.796856,0.000000,bottom,558.275,76.607,530.004,82.856
38,1.541667,0.503096,0.000002,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,89.932242,89.932242,0.153833,,unknown_plane,generic_floor_candidates,-583.381822,0.000000,bottom,554.983,51.898,527.385,67.365
39,1.583333,0.829255,0.000000,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,111.344161,111.344161,0.028938,,unknown_plane,generic_floor_candidates,-600.628999,0.000000,bottom,552.072,34.225,529.605,58.572
