frame,se3_velocity_spike,se3_accel_spike,raw_se3_velocity_spike,raw_se3_accel_spike,raw_velocity_score,raw_accel_score,final_velocity_score,final_accel_score,se3_smoothed,delta_translation_m,delta_rotation_rad,trust_weight,anchor_residual_enabled,anchor_residual_count,anchor_residual_m
1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,0.019621,0.000000,0.800000,0,0,0.000000
2,0,0,0,0,0.001312,0.024506,0.002644,0.000058,1,0.020082,0.000000,0.800000,0,0,0.000000
3,0,0,0,0,0.025789,0.005491,0.002701,0.000120,1,0.013779,0.000000,0.700000,0,0,0.000000
4,0,0,0,0,0.024192,0.026749,0.002818,0.000151,1,0.031323,0.000000,0.700000,0,0,0.000000
5,0,0,0,0,0.008622,0.008172,0.002959,0.000193,1,0.026839,0.000000,0.800000,0,0,0.000000
6,0,0,0,0,0.016183,0.007907,0.003141,0.000241,1,0.026238,0.000000,0.700000,0,0,0.000000
7,0,0,0,0,0.023589,0.009661,0.003367,0.000557,1,0.038751,0.000000,0.700000,0,0,0.000000
8,0,0,0,0,0.033180,0.063333,0.003884,0.001102,1,0.067694,0.000000,0.700000,0,0,0.000000
9,0,0,0,0,0.077477,0.045255,0.004897,0.036592,1,0.118714,0.000000,0.700000,0,0,0.000000
10,0,0,0,0,0.117583,0.122163,0.039431,0.059572,1,0.252928,0.000000,0.896059,0,0,0.000000
11,0,0,0,0,0.017607,0.035022,0.080232,0.003621,1,0.321798,0.000000,0.941664,0,0,0.000000
12,0,0,0,0,0.048141,0.005914,0.083667,0.001264,1,0.375218,0.000000,0.880000,0,0,0.000000
13,0,0,0,0,0.053374,0.191875,0.084899,0.001263,1,0.433088,0.000000,0.880000,0,0,0.000000
14,0,1,0,0,0.209853,0.168349,0.086115,0.117102,1,0.310873,0.000000,0.880000,0,0,0.000000
15,1,0,1,0,0.375636,0.128850,0.197281,0.002782,1,0.129289,0.000000,0.780000,0,0,0.000000
16,1,0,0,0,0.248591,0.377562,0.200031,0.038469,1,0.087264,0.000000,0.780000,0,0,0.000000
17,1,0,1,1,0.623040,0.622476,0.194098,0.003461,1,0.378056,0.000000,0.780000,0,0,0.000000
18,1,1,0,0,0.009035,0.007431,0.190771,0.184888,1,0.240237,0.000000,0.800000,0,0,0.000000
19,0,0,0,0,0.013257,0.004334,0.006248,0.000850,1,0.239507,0.000000,0.700000,0,0,0.000000
20,0,0,0,0,0.009481,0.008640,0.005486,0.001144,1,0.240414,0.000000,0.800000,0,0,0.000000
21,0,0,0,0,0.007971,0.005522,0.004491,0.000752,1,0.245334,0.000000,0.800000,0,0,0.000000
22,0,0,0,0,0.008755,0.010480,0.003928,0.000686,1,0.249776,0.000000,0.800000,0,0,0.000000
23,0,0,0,0,0.004240,0.010200,0.003513,0.000792,1,0.245923,0.000000,0.800000,0,0,0.000000
