frame,time,correspondence_id,u,v,track_confidence,visible_fraction,occlusion_state,source
69,2.833333,center,550.124,60.368,1.000000,1.000000,visible,cotracker_sam2_mask_points
70,2.875000,center,549.195,30.566,1.000000,1.000000,visible,cotracker_sam2_mask_points
71,2.916667,center,550.399,8.500,1.000000,1.000000,visible,cotracker_sam2_mask_points
72,2.958333,center,557.564,-0.900,1.000000,1.000000,visible,cotracker_sam2_mask_points
73,3.000000,center,557.071,45.200,1.000000,1.000000,visible,cotracker_sam2_mask_points
74,3.041667,center,561.589,49.983,1.000000,1.000000,visible,cotracker_sam2_mask_points
75,3.083333,center,565.842,57.407,1.000000,1.000000,visible,cotracker_sam2_mask_points
76,3.125000,center,568.984,64.831,1.000000,1.000000,visible,cotracker_sam2_mask_points
77,3.166667,center,570.454,69.742,1.000000,1.000000,visible,cotracker_sam2_mask_points
78,3.208333,center,572.908,72.661,1.000000,1.000000,visible,cotracker_sam2_mask_points
79,3.250000,center,576.082,74.612,1.000000,1.000000,visible,cotracker_sam2_mask_points
80,3.291667,center,581.657,72.426,1.000000,1.000000,visible,cotracker_sam2_mask_points
81,3.333333,center,585.078,64.901,1.000000,1.000000,visible,cotracker_sam2_mask_points
82,3.375000,center,586.970,59.794,1.000000,1.000000,visible,cotracker_sam2_mask_points
83,3.416667,center,587.935,53.421,1.000000,1.000000,visible,cotracker_sam2_mask_points
84,3.458333,center,587.943,45.309,1.000000,1.000000,visible,cotracker_sam2_mask_points
85,3.500000,center,583.725,38.123,1.000000,1.000000,visible,cotracker_sam2_mask_points
86,3.541667,center,581.952,2.037,1.000000,1.000000,visible,cotracker_sam2_mask_points
87,3.583333,center,576.412,7.486,1.000000,1.000000,visible,cotracker_sam2_mask_points
88,3.625000,center,575.470,19.488,1.000000,1.000000,visible,cotracker_sam2_mask_points
89,3.666667,center,574.210,41.046,1.000000,1.000000,visible,cotracker_sam2_mask_points
90,3.708333,center,574.466,66.179,1.000000,1.000000,visible,cotracker_sam2_mask_points
91,3.750000,center,575.351,93.653,1.000000,1.000000,visible,cotracker_sam2_mask_points
92,3.791667,center,576.336,123.526,1.000000,1.000000,visible,cotracker_sam2_mask_points
93,3.833333,center,579.155,149.792,1.000000,1.000000,visible,cotracker_sam2_mask_points
94,3.875000,center,579.933,160.714,1.000000,1.000000,visible,cotracker_sam2_mask_points
95,3.916667,center,576.674,152.039,1.000000,1.000000,visible,cotracker_sam2_mask_points
96,3.958333,center,572.153,137.076,1.000000,1.000000,visible,cotracker_sam2_mask_points
97,4.000000,center,570.322,115.494,1.000000,1.000000,visible,cotracker_sam2_mask_points
98,4.041667,center,563.229,94.061,1.000000,1.000000,visible,cotracker_sam2_mask_points
99,4.083333,center,560.912,69.362,1.000000,1.000000,visible,cotracker_sam2_mask_points
100,4.125000,center,559.348,46.906,1.000000,1.000000,visible,cotracker_sam2_mask_points
101,4.166667,center,559.175,26.763,1.000000,1.000000,visible,cotracker_sam2_mask_points
102,4.208333,center,559.062,13.438,1.000000,1.000000,visible,cotracker_sam2_mask_points
103,4.250000,center,559.602,7.726,1.000000,1.000000,visible,cotracker_sam2_mask_points
104,4.291667,center,559.951,1.476,1.000000,1.000000,visible,cotracker_sam2_mask_points
105,4.333333,center,570.988,-10.620,1.000000,1.000000,visible,cotracker_sam2_mask_points
106,4.375000,center,571.575,-11.558,1.000000,1.000000,visible,cotracker_sam2_mask_points
107,4.416667,center,572.564,-10.633,1.000000,1.000000,visible,cotracker_sam2_mask_points
108,4.458333,center,573.827,-6.686,1.000000,1.000000,visible,cotracker_sam2_mask_points
109,4.500000,center,574.467,1.882,1.000000,1.000000,visible,cotracker_sam2_mask_points
110,4.541667,center,573.754,13.564,1.000000,1.000000,visible,cotracker_sam2_mask_points
111,4.583333,center,573.968,34.191,1.000000,1.000000,visible,cotracker_sam2_mask_points
112,4.625000,center,573.977,58.530,1.000000,1.000000,visible,cotracker_sam2_mask_points
113,4.666667,center,574.504,85.201,1.000000,1.000000,visible,cotracker_sam2_mask_points
114,4.708333,center,574.790,116.615,1.000000,1.000000,visible,cotracker_sam2_mask_points
115,4.750000,center,573.221,146.461,1.000000,1.000000,visible,cotracker_sam2_mask_points
116,4.791667,center,571.329,137.875,1.000000,1.000000,visible,cotracker_sam2_mask_points
117,4.833333,center,570.560,115.916,1.000000,1.000000,visible,cotracker_sam2_mask_points
118,4.875000,center,568.733,94.165,1.000000,1.000000,visible,cotracker_sam2_mask_points
119,4.916667,center,567.810,75.817,1.000000,1.000000,visible,cotracker_sam2_mask_points
120,4.958333,center,567.899,60.982,1.000000,1.000000,visible,cotracker_sam2_mask_points
121,5.000000,center,566.075,49.693,1.000000,1.000000,visible,cotracker_sam2_mask_points
122,5.041667,center,565.756,42.597,1.000000,1.000000,visible,cotracker_sam2_mask_points
123,5.083333,center,565.471,39.299,1.000000,1.000000,visible,cotracker_sam2_mask_points
124,5.125000,center,565.237,39.760,1.000000,1.000000,visible,cotracker_sam2_mask_points
125,5.166667,center,565.246,44.934,1.000000,1.000000,visible,cotracker_sam2_mask_points
126,5.208333,center,566.368,52.864,1.000000,1.000000,visible,cotracker_sam2_mask_points
127,5.250000,center,566.789,64.626,1.000000,1.000000,visible,cotracker_sam2_mask_points
128,5.291667,center,567.764,81.285,1.000000,1.000000,visible,cotracker_sam2_mask_points
129,5.333333,center,573.234,99.190,1.000000,1.000000,visible,cotracker_sam2_mask_points
130,5.375000,center,574.710,123.799,1.000000,1.000000,visible,cotracker_sam2_mask_points
131,5.416667,center,574.108,143.581,1.000000,1.000000,visible,cotracker_sam2_mask_points
132,5.458333,center,567.714,134.487,1.000000,1.000000,visible,cotracker_sam2_mask_points
133,5.500000,center,555.169,107.993,1.000000,1.000000,visible,cotracker_sam2_mask_points
134,5.541667,center,536.110,78.273,1.000000,1.000000,visible,cotracker_sam2_mask_points
135,5.583333,center,514.098,51.850,1.000000,1.000000,visible,cotracker_sam2_mask_points
136,5.625000,center,492.259,29.456,1.000000,1.000000,visible,cotracker_sam2_mask_points
137,5.666667,center,472.934,15.263,1.000000,1.000000,visible,cotracker_sam2_mask_points
138,5.708333,center,455.199,8.270,1.000000,1.000000,visible,cotracker_sam2_mask_points
139,5.750000,center,506.803,45.717,1.000000,1.000000,visible,cotracker_sam2_mask_points
140,5.791667,center,514.872,58.893,1.000000,1.000000,visible,cotracker_sam2_mask_points
141,5.833333,center,522.344,72.308,1.000000,1.000000,visible,cotracker_sam2_mask_points
142,5.875000,center,524.751,87.126,1.000000,1.000000,visible,cotracker_sam2_mask_points
143,5.916667,center,528.646,102.990,1.000000,1.000000,visible,cotracker_sam2_mask_points
144,5.958333,center,530.472,118.404,1.000000,1.000000,visible,cotracker_sam2_mask_points
145,6.000000,center,658.276,153.042,1.000000,1.000000,visible,cotracker_sam2_mask_points
146,6.041667,center,657.159,155.732,1.000000,1.000000,visible,cotracker_sam2_mask_points
147,6.083333,center,665.431,153.865,1.000000,1.000000,visible,cotracker_sam2_mask_points
148,6.125000,center,669.209,153.133,1.000000,1.000000,visible,cotracker_sam2_mask_points
149,6.166667,center,671.834,153.191,1.000000,1.000000,visible,cotracker_sam2_mask_points
150,6.208333,center,672.650,153.505,1.000000,1.000000,visible,cotracker_sam2_mask_points
151,6.250000,center,672.661,154.748,1.000000,1.000000,visible,cotracker_sam2_mask_points
152,6.291667,center,672.842,155.774,1.000000,1.000000,visible,cotracker_sam2_mask_points
153,6.333333,center,674.979,155.105,1.000000,1.000000,visible,cotracker_sam2_mask_points
154,6.375000,center,676.811,154.680,1.000000,1.000000,visible,cotracker_sam2_mask_points
155,6.416667,center,678.026,154.599,1.000000,1.000000,visible,cotracker_sam2_mask_points
156,6.458333,center,678.592,154.275,1.000000,1.000000,visible,cotracker_sam2_mask_points
157,6.500000,center,678.988,154.650,1.000000,1.000000,visible,cotracker_sam2_mask_points
158,6.541667,center,678.103,154.309,1.000000,1.000000,visible,cotracker_sam2_mask_points
159,6.583333,center,677.910,153.853,1.000000,1.000000,visible,cotracker_sam2_mask_points
160,6.625000,center,676.866,153.192,1.000000,1.000000,visible,cotracker_sam2_mask_points
161,6.666667,center,674.901,151.665,1.000000,1.000000,visible,cotracker_sam2_mask_points
162,6.708333,center,673.362,151.158,1.000000,1.000000,visible,cotracker_sam2_mask_points
163,6.750000,center,672.426,150.506,1.000000,1.000000,visible,cotracker_sam2_mask_points
164,6.791667,center,670.766,150.659,1.000000,1.000000,visible,cotracker_sam2_mask_points
165,6.833333,center,668.290,150.588,1.000000,1.000000,visible,cotracker_sam2_mask_points
166,6.875000,center,667.144,149.832,1.000000,1.000000,visible,cotracker_sam2_mask_points
167,6.916667,center,665.504,149.732,1.000000,1.000000,visible,cotracker_sam2_mask_points
168,6.958333,center,663.724,149.640,1.000000,1.000000,visible,cotracker_sam2_mask_points
169,7.000000,center,656.773,143.697,1.000000,1.000000,visible,cotracker_sam2_mask_points
170,7.041667,center,653.260,143.485,1.000000,1.000000,visible,cotracker_sam2_mask_points
171,7.083333,center,647.137,142.374,1.000000,1.000000,visible,cotracker_sam2_mask_points
172,7.125000,center,629.418,142.451,1.000000,1.000000,visible,cotracker_sam2_mask_points
173,7.166667,center,562.041,140.315,1.000000,1.000000,visible,cotracker_sam2_mask_points
174,7.208333,center,519.217,137.418,1.000000,1.000000,visible,cotracker_sam2_mask_points
175,7.250000,center,605.984,136.807,1.000000,1.000000,visible,cotracker_sam2_mask_points
176,7.291667,center,491.295,113.654,1.000000,1.000000,visible,cotracker_sam2_mask_points
177,7.333333,center,303.021,76.309,1.000000,1.000000,visible,cotracker_sam2_mask_points
178,7.375000,center,330.874,73.507,1.000000,1.000000,visible,cotracker_sam2_mask_points
179,7.416667,center,360.659,75.244,1.000000,1.000000,visible,cotracker_sam2_mask_points
180,7.458333,center,391.603,80.145,1.000000,1.000000,visible,cotracker_sam2_mask_points
181,7.500000,center,422.905,87.750,1.000000,1.000000,visible,cotracker_sam2_mask_points
182,7.541667,center,454.202,100.474,1.000000,1.000000,visible,cotracker_sam2_mask_points
183,7.583333,center,487.171,112.293,1.000000,1.000000,visible,cotracker_sam2_mask_points
184,7.625000,center,517.560,129.105,1.000000,1.000000,visible,cotracker_sam2_mask_points
185,7.666667,center,538.565,141.764,1.000000,1.000000,visible,cotracker_sam2_mask_points
186,7.708333,center,545.811,148.190,1.000000,1.000000,visible,cotracker_sam2_mask_points
187,7.750000,center,551.899,157.590,1.000000,1.000000,visible,cotracker_sam2_mask_points
188,7.791667,center,555.522,170.240,1.000000,1.000000,visible,cotracker_sam2_mask_points
189,7.833333,center,557.453,186.460,1.000000,1.000000,visible,cotracker_sam2_mask_points
190,7.875000,center,556.977,205.742,1.000000,1.000000,visible,cotracker_sam2_mask_points
191,7.916667,center,556.504,226.429,1.000000,1.000000,visible,cotracker_sam2_mask_points
192,7.958333,center,557.977,247.205,1.000000,1.000000,visible,cotracker_sam2_mask_points
193,8.000000,center,561.868,266.074,1.000000,1.000000,visible,cotracker_sam2_mask_points
194,8.041667,center,569.443,282.857,1.000000,1.000000,visible,cotracker_sam2_mask_points
195,8.083333,center,577.251,295.982,1.000000,1.000000,visible,cotracker_sam2_mask_points
196,8.125000,center,584.414,305.875,1.000000,1.000000,visible,cotracker_sam2_mask_points
197,8.166667,center,591.377,313.263,1.000000,1.000000,visible,cotracker_sam2_mask_points
198,8.208333,center,594.728,317.327,1.000000,1.000000,visible,cotracker_sam2_mask_points
199,8.250000,center,596.900,319.101,1.000000,1.000000,visible,cotracker_sam2_mask_points
200,8.291667,center,596.186,319.062,1.000000,1.000000,visible,cotracker_sam2_mask_points
201,8.333333,center,592.134,316.067,1.000000,1.000000,visible,cotracker_sam2_mask_points
202,8.375000,center,589.389,313.215,1.000000,1.000000,visible,cotracker_sam2_mask_points
203,8.416667,center,584.475,309.525,1.000000,1.000000,visible,cotracker_sam2_mask_points
204,8.458333,center,579.424,304.910,1.000000,1.000000,visible,cotracker_sam2_mask_points
205,8.500000,center,574.979,298.198,1.000000,1.000000,visible,cotracker_sam2_mask_points
206,8.541667,center,571.559,293.161,1.000000,1.000000,visible,cotracker_sam2_mask_points
207,8.583333,center,568.106,287.876,1.000000,1.000000,visible,cotracker_sam2_mask_points
208,8.625000,center,565.590,284.354,1.000000,1.000000,visible,cotracker_sam2_mask_points
209,8.666667,center,560.650,281.893,1.000000,1.000000,visible,cotracker_sam2_mask_points
210,8.708333,center,557.088,283.841,1.000000,1.000000,visible,cotracker_sam2_mask_points
211,8.750000,center,553.295,287.106,1.000000,1.000000,visible,cotracker_sam2_mask_points
212,8.791667,center,549.919,293.174,1.000000,1.000000,visible,cotracker_sam2_mask_points
213,8.833333,center,546.311,301.965,1.000000,1.000000,visible,cotracker_sam2_mask_points
214,8.875000,center,546.240,309.028,1.000000,1.000000,visible,cotracker_sam2_mask_points
215,8.916667,center,546.786,316.114,1.000000,1.000000,visible,cotracker_sam2_mask_points
216,8.958333,center,549.681,322.338,1.000000,1.000000,visible,cotracker_sam2_mask_points
217,9.000000,center,549.264,330.526,1.000000,1.000000,visible,cotracker_sam2_mask_points
218,9.041667,center,552.725,338.780,1.000000,1.000000,visible,cotracker_sam2_mask_points
219,9.083333,center,556.176,346.586,1.000000,1.000000,visible,cotracker_sam2_mask_points
220,9.125000,center,559.177,352.191,1.000000,1.000000,visible,cotracker_sam2_mask_points
221,9.166667,center,559.432,356.395,1.000000,1.000000,visible,cotracker_sam2_mask_points
222,9.208333,center,556.504,358.468,1.000000,1.000000,visible,cotracker_sam2_mask_points
223,9.250000,center,550.206,357.250,1.000000,1.000000,visible,cotracker_sam2_mask_points
224,9.291667,center,540.756,353.207,1.000000,1.000000,visible,cotracker_sam2_mask_points
225,9.333333,center,524.938,346.167,1.000000,1.000000,visible,cotracker_sam2_mask_points
226,9.375000,center,509.291,333.247,1.000000,1.000000,visible,cotracker_sam2_mask_points
227,9.416667,center,491.656,313.502,1.000000,1.000000,visible,cotracker_sam2_mask_points
228,9.458333,center,478.140,286.821,1.000000,1.000000,visible,cotracker_sam2_mask_points
229,9.500000,center,468.405,255.165,1.000000,1.000000,visible,cotracker_sam2_mask_points
230,9.541667,center,465.440,215.032,1.000000,1.000000,visible,cotracker_sam2_mask_points
231,9.583333,center,467.812,179.360,1.000000,1.000000,visible,cotracker_sam2_mask_points
232,9.625000,center,470.202,149.427,1.000000,1.000000,visible,cotracker_sam2_mask_points
233,9.666667,center,474.390,123.475,1.000000,1.000000,visible,cotracker_sam2_mask_points
234,9.708333,center,477.826,104.299,1.000000,1.000000,visible,cotracker_sam2_mask_points
235,9.750000,center,480.704,90.826,1.000000,1.000000,visible,cotracker_sam2_mask_points
236,9.791667,center,482.865,81.351,1.000000,1.000000,visible,cotracker_sam2_mask_points
237,9.833333,center,484.689,75.763,1.000000,1.000000,visible,cotracker_sam2_mask_points
238,9.875000,center,487.105,75.075,1.000000,1.000000,visible,cotracker_sam2_mask_points
239,9.916667,center,488.649,79.381,1.000000,1.000000,visible,cotracker_sam2_mask_points
240,9.958333,center,491.760,87.811,1.000000,1.000000,visible,cotracker_sam2_mask_points
