frame,time,contact_id,human_part,human_side,object_part,contact_observed,contact_persistent,anchor_update_allowed,pose_anchor_allowed,stable_local_x,stable_local_y,stable_local_z,stable_local_s,observed_local_x,observed_local_y,observed_local_z,observed_local_s,contact_confidence,anchor_action,source
95,3.916667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.826701,inactive,hand_floor_from_anchor_floor_candidates
96,3.958333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.772985,inactive,hand_floor_from_anchor_floor_candidates
97,4.000000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.837178,inactive,hand_floor_from_anchor_floor_candidates
98,4.041667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.617131,inactive,hand_floor_from_anchor_floor_candidates
99,4.083333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.523862,inactive,hand_floor_from_anchor_floor_candidates
100,4.125000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.424668,inactive,hand_floor_from_anchor_floor_candidates
101,4.166667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.345244,inactive,hand_floor_from_anchor_floor_candidates
102,4.208333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.264449,inactive,hand_floor_from_anchor_floor_candidates
103,4.250000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.191048,inactive,hand_floor_from_anchor_floor_candidates
104,4.291667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.133287,inactive,hand_floor_from_anchor_floor_candidates
109,4.500000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.057806,inactive,hand_floor_from_anchor_floor_candidates
110,4.541667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.063772,inactive,hand_floor_from_anchor_floor_candidates
111,4.583333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.079969,inactive,hand_floor_from_anchor_floor_candidates
112,4.625000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.099497,inactive,hand_floor_from_anchor_floor_candidates
113,4.666667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.165287,inactive,hand_floor_from_anchor_floor_candidates
114,4.708333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.348892,inactive,hand_floor_from_anchor_floor_candidates
115,4.750000,left_hand_ball_boundary,hand,left,ball_boundary,1,1,1,1,,,,,,,,,0.709640,update,hand_floor_from_anchor_floor_candidates
116,4.791667,left_hand_ball_boundary,hand,left,ball_boundary,1,1,1,1,,,,,,,,,0.668416,update,hand_floor_from_anchor_floor_candidates
117,4.833333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.496946,inactive,hand_floor_from_anchor_floor_candidates
118,4.875000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.346846,inactive,hand_floor_from_anchor_floor_candidates
119,4.916667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.238698,inactive,hand_floor_from_anchor_floor_candidates
120,4.958333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.197008,inactive,hand_floor_from_anchor_floor_candidates
121,5.000000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.156266,inactive,hand_floor_from_anchor_floor_candidates
122,5.041667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.129672,inactive,hand_floor_from_anchor_floor_candidates
123,5.083333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.119482,inactive,hand_floor_from_anchor_floor_candidates
124,5.125000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.113574,inactive,hand_floor_from_anchor_floor_candidates
125,5.166667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.122990,inactive,hand_floor_from_anchor_floor_candidates
126,5.208333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.142809,inactive,hand_floor_from_anchor_floor_candidates
127,5.250000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.173135,inactive,hand_floor_from_anchor_floor_candidates
128,5.291667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.240017,inactive,hand_floor_from_anchor_floor_candidates
129,5.333333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.354042,inactive,hand_floor_from_anchor_floor_candidates
130,5.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.512979,inactive,hand_floor_from_anchor_floor_candidates
131,5.416667,right_hand_ball_boundary,hand,right,ball_boundary,1,1,1,1,,,,,,,,,0.984919,update,hand_floor_from_anchor_floor_candidates
132,5.458333,right_hand_ball_boundary,hand,right,ball_boundary,1,1,1,1,,,,,,,,,0.964809,update,hand_floor_from_anchor_floor_candidates
133,5.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.831371,inactive,hand_floor_from_anchor_floor_candidates
134,5.541667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.445543,inactive,hand_floor_from_anchor_floor_candidates
135,5.583333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.601925,inactive,hand_floor_from_anchor_floor_candidates
136,5.625000,left_hand_ball_boundary,hand,left,ball_boundary,1,1,1,1,,,,,,,,,0.443827,update,hand_floor_from_anchor_floor_candidates
137,5.666667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.244477,inactive,hand_floor_from_anchor_floor_candidates
177,7.333333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.002764,inactive,hand_floor_from_anchor_floor_candidates
178,7.375000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.006405,inactive,hand_floor_from_anchor_floor_candidates
179,7.416667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.014403,inactive,hand_floor_from_anchor_floor_candidates
180,7.458333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.032083,inactive,hand_floor_from_anchor_floor_candidates
181,7.500000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.073139,inactive,hand_floor_from_anchor_floor_candidates
182,7.541667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.162210,inactive,hand_floor_from_anchor_floor_candidates
183,7.583333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.442016,inactive,hand_floor_from_anchor_floor_candidates
184,7.625000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.871318,inactive,hand_floor_from_anchor_floor_candidates
185,7.666667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.799889,inactive,hand_floor_from_anchor_floor_candidates
186,7.708333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.866087,inactive,hand_floor_from_anchor_floor_candidates
187,7.750000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.827610,inactive,hand_floor_from_anchor_floor_candidates
188,7.791667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.825931,inactive,hand_floor_from_anchor_floor_candidates
189,7.833333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.856057,inactive,hand_floor_from_anchor_floor_candidates
190,7.875000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.859345,inactive,hand_floor_from_anchor_floor_candidates
191,7.916667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.818690,inactive,hand_floor_from_anchor_floor_candidates
192,7.958333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.838517,inactive,hand_floor_from_anchor_floor_candidates
193,8.000000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.820191,inactive,hand_floor_from_anchor_floor_candidates
194,8.041667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.790035,inactive,hand_floor_from_anchor_floor_candidates
195,8.083333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.723481,inactive,hand_floor_from_anchor_floor_candidates
196,8.125000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.677014,inactive,hand_floor_from_anchor_floor_candidates
197,8.166667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.657296,inactive,hand_floor_from_anchor_floor_candidates
198,8.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.619817,inactive,hand_floor_from_anchor_floor_candidates
199,8.250000,floor_floor_support,floor,,floor_support,1,0,1,1,,,,,,,,,0.618228,update,hand_floor_from_anchor_floor_candidates
200,8.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.627391,inactive,hand_floor_from_anchor_floor_candidates
201,8.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.625528,inactive,hand_floor_from_anchor_floor_candidates
202,8.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.643842,inactive,hand_floor_from_anchor_floor_candidates
203,8.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.650403,inactive,hand_floor_from_anchor_floor_candidates
204,8.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.641673,inactive,hand_floor_from_anchor_floor_candidates
205,8.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.522217,inactive,hand_floor_from_anchor_floor_candidates
206,8.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.524517,inactive,hand_floor_from_anchor_floor_candidates
207,8.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.508295,inactive,hand_floor_from_anchor_floor_candidates
208,8.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.496796,inactive,hand_floor_from_anchor_floor_candidates
209,8.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.470507,inactive,hand_floor_from_anchor_floor_candidates
210,8.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.598133,inactive,hand_floor_from_anchor_floor_candidates
211,8.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.615997,inactive,hand_floor_from_anchor_floor_candidates
212,8.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.666926,inactive,hand_floor_from_anchor_floor_candidates
213,8.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.743596,inactive,hand_floor_from_anchor_floor_candidates
214,8.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.778340,inactive,hand_floor_from_anchor_floor_candidates
215,8.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.808619,inactive,hand_floor_from_anchor_floor_candidates
216,8.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.791764,inactive,hand_floor_from_anchor_floor_candidates
217,9.000000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.793463,inactive,hand_floor_from_anchor_floor_candidates
218,9.041667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.812272,inactive,hand_floor_from_anchor_floor_candidates
219,9.083333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.807803,inactive,hand_floor_from_anchor_floor_candidates
220,9.125000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.820854,inactive,hand_floor_from_anchor_floor_candidates
221,9.166667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.855934,inactive,hand_floor_from_anchor_floor_candidates
222,9.208333,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.885364,update,hand_floor_from_anchor_floor_candidates
223,9.250000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.895477,inactive,hand_floor_from_anchor_floor_candidates
224,9.291667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.941970,inactive,hand_floor_from_anchor_floor_candidates
225,9.333333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.937044,inactive,hand_floor_from_anchor_floor_candidates
226,9.375000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.941439,inactive,hand_floor_from_anchor_floor_candidates
227,9.416667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.956215,inactive,hand_floor_from_anchor_floor_candidates
228,9.458333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.895987,inactive,hand_floor_from_anchor_floor_candidates
229,9.500000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.825252,inactive,hand_floor_from_anchor_floor_candidates
230,9.541667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.684823,inactive,hand_floor_from_anchor_floor_candidates
231,9.583333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.556272,inactive,hand_floor_from_anchor_floor_candidates
232,9.625000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.450851,inactive,hand_floor_from_anchor_floor_candidates
233,9.666667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.351902,inactive,hand_floor_from_anchor_floor_candidates
234,9.708333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.195414,inactive,hand_floor_from_anchor_floor_candidates
235,9.750000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.140559,inactive,hand_floor_from_anchor_floor_candidates
236,9.791667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.128944,inactive,hand_floor_from_anchor_floor_candidates
237,9.833333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.107380,inactive,hand_floor_from_anchor_floor_candidates
238,9.875000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.105643,inactive,hand_floor_from_anchor_floor_candidates
239,9.916667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.115785,inactive,hand_floor_from_anchor_floor_candidates
240,9.958333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.140124,inactive,hand_floor_from_anchor_floor_candidates
