iteration,E_total,E_visual,E_mask,E_contact,E_audio,E_support,E_smooth,E_reg,active_frames,active_contact_frames,active_audio_frames
0,305.742678207,0.000000000,0.000000000,2.053827941,,0.000000000,0.010497022,303.678353244,192,15,0
