iteration,E_total,E_visual,E_mask,E_contact,E_audio,E_support,E_smooth,E_reg,active_frames,active_contact_frames,active_audio_frames
0,732.482147566,0.000000000,0.000000000,44.478155810,,0.000000000,0.735758825,687.268232931,242,67,0
