event,event_type,audio_time,audio_frame,start_time_s,end_time_s,start_frame,end_frame,peak,prominence,rms_rise,sharpness,audio_score,snr,band_profile,detector,source
seam_click_0078,seam_click,0.6875,17,0.6666666666666666,0.7083333333333334,17,17,0.016582921405645462,3.507314214196658,1.4440695276094322,0.23331698104553747,0.9708951658287179,1.4440695276094322,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0003,unknown,0.688,18,0.688,0.688,18,18,0.2767220563649887,0.9612769796523938,0.9612769796523938,0.31320882133918554,0.999999999999991,0.9612769796523938,legacy_peak,combined,audio
motion_offset_0006,motion_offset,0.8541666666666666,21,0.8333333333333334,0.875,21,21,0.001802506092448663,0.0,0.0,0.19407147805887812,0.6551430577118624,-0.1773722885085214,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0008,motion_onset,1.0208333333333333,25,1.0,1.0416666666666667,25,25,0.012727911650112191,3.7613010751422014,1.2507583696920188,0.16874604473469118,0.6735481822590548,1.2507583696920188,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0079,seam_click,1.0208333333333333,25,1.0,1.0416666666666667,25,25,0.012727911650112191,3.7613010751422014,1.2507583696920188,0.16874604473469118,0.977274969549129,1.2507583696920188,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0007,short_tug,1.0208333333333333,25,1.0,1.2083333333333333,25,29,0.012727911650112191,3.7613010751422014,1.2507583696920188,0.16874604473469118,0.6735481822590548,1.2507583696920188,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0004,unknown,1.036,26,1.036,1.036,26,26,0.19292852299931262,0.9579543930020673,0.9579543930020673,0.20190633489574805,0.6438123942452223,0.9579543930020673,legacy_peak,combined,audio
motion_offset_0009,motion_offset,1.1875,29,1.1666666666666667,1.2083333333333333,29,29,0.0027483575928824245,0.0,0.1308312987281628,0.14175366352403662,0.6735481822590548,0.1308312987281628,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
silence_0068,silence,1.2291666666666667,30,1.2083333333333333,1.4583333333333333,30,35,0.0017550514590701245,0.0,0.0,0.1148132889687652,0.5995224761666416,-0.19686565294783503,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0011,motion_onset,1.4791666666666667,36,1.4583333333333333,1.5,36,36,0.009867962503486077,0.9637725677324407,1.064806332738693,0.19659283279631679,0.6963565352795864,1.064806332738693,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0010,short_tug,1.5208333333333333,37,1.4583333333333333,1.6666666666666667,36,40,0.014573947319877548,3.8930777975872664,1.3497155950848807,0.18599571218792066,0.6963565352795864,1.3497155950848807,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0080,seam_click,1.5208333333333333,37,1.5,1.5416666666666667,37,37,0.014573947319877548,3.8930777975872664,1.3497155950848807,0.18599571218792066,0.9800246321185556,1.3497155950848807,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0005,unknown,1.52,37,1.52,1.52,37,37,0.23482947276778574,0.9826180339241863,0.9826180339241863,0.2546319330389254,0.8295088753947678,0.9826180339241863,legacy_peak,combined,audio
motion_offset_0012,motion_offset,1.6458333333333333,40,1.625,1.6666666666666667,40,40,0.0033678429562970387,0.1939237731705507,0.2793483995121168,0.14109549323773354,0.6963565352795864,0.2793483995121168,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
silence_0069,silence,1.6875,41,1.6666666666666667,1.9166666666666667,41,46,0.0020720614890345304,0.0,0.0,0.13724263017099164,0.5876335816071933,-0.07554563294630999,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0081,seam_click,1.9375,47,1.9166666666666667,1.9583333333333333,47,47,0.009985125316385762,3.6329668326645455,1.0734302211112599,0.32411288440513975,0.974243313876441,1.0734302211112599,broadband,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0006,unknown,1.952,48,1.952,1.952,48,48,0.16276109106841158,0.977798100573523,0.977798100573523,0.37584632883611574,0.8196255683413372,0.977798100573523,legacy_peak,combined,audio
motion_onset_0014,motion_onset,2.1875,53,2.1666666666666665,2.2083333333333335,53,53,0.009497169991719909,3.4828400789392173,1.036822969362133,0.18841325748434692,0.6473992878225874,1.036822969362133,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0082,seam_click,2.1875,53,2.1666666666666665,2.2083333333333335,53,53,0.009497169991719909,3.4828400789392173,1.036822969362133,0.18841325748434692,0.9701955540784414,1.036822969362133,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0013,short_tug,2.1875,53,2.1666666666666665,2.375,53,57,0.009497169991719909,3.4828400789392173,1.036822969362133,0.18841325748434692,0.6473992878225874,1.036822969362133,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0007,unknown,2.204,54,2.204,2.204,54,54,0.1450379046550573,0.9705389810973541,0.9705389810973541,0.21710396608545926,0.4326629149537228,0.9705389810973541,legacy_peak,combined,audio
motion_offset_0015,motion_offset,2.3541666666666665,57,2.3333333333333335,2.375,57,57,0.002096574478968222,0.0,0.0,0.14689460669133886,0.6473992878225874,-0.06695268791927922,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
silence_0070,silence,2.4791666666666665,60,2.375,2.6666666666666665,58,64,0.000999265163758814,0.0,0.0,0.14205944495118283,0.6034313952704933,-0.6083864506246532,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0017,motion_onset,2.6875,65,2.6666666666666665,2.7083333333333335,65,65,0.009637248543184544,2.1399654290361894,1.047520917135966,0.21664679511725868,0.7150445725102388,1.047520917135966,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0016,short_tug,2.7291666666666665,66,2.6666666666666665,2.875,65,69,0.012677427287673095,3.7224921179739363,1.2478545549331408,0.1905348629998109,0.7150445725102388,1.2478545549331408,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0083,seam_click,2.7291666666666665,66,2.7083333333333335,2.75,66,66,0.012677427287673095,3.7224921179739363,1.2478545549331408,0.1905348629998109,0.9763969233623074,1.2478545549331408,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0008,unknown,2.7359999999999998,67,2.7359999999999998,2.7359999999999998,67,67,0.19335457208964846,0.9781148716800366,0.9781148716800366,0.23608539873821752,0.5558328634999058,0.9781148716800366,legacy_peak,combined,audio
motion_offset_0018,motion_offset,2.8541666666666665,69,2.8333333333333335,2.875,69,69,0.002933335687005308,0.1594032680766551,0.1784230071613939,0.13110932046003662,0.7150445725102388,0.1784230071613939,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0084,seam_click,3.0625,74,3.0416666666666665,3.0833333333333335,74,74,0.007757018118851631,3.3427142187892525,0.8889434872768681,0.264343881863279,0.9658654416859607,0.8889434872768681,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0009,unknown,3.088,75,3.088,3.088,75,75,0.11390342723593296,0.9581450558315505,0.9581450558315505,0.25043645597031816,0.374446208191016,0.9581450558315505,legacy_peak,combined,audio
silence_0071,silence,3.1875,77,3.1666666666666665,3.4583333333333335,77,83,0.002448535935706769,0.0,0.046432388982437345,0.17038755566282276,0.5961086160312495,0.046432388982437345,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0020,motion_onset,3.4791666666666665,84,3.4583333333333335,3.5,84,84,0.005914530241432435,0.798015499867273,0.6908029683191587,0.21297384968176614,0.6642832580931055,0.6908029683191587,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0019,short_tug,3.5208333333333335,85,3.4583333333333335,3.875,84,93,0.008895837396640752,3.5851695767208898,0.9890311977969167,0.31998375934183343,0.6642832580931055,0.9890311977969167,broadband,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0085,seam_click,3.5208333333333335,85,3.5,3.5416666666666665,85,85,0.008895837396640752,3.5851695767208898,0.9890311977969167,0.31998375934183343,0.9730163452215485,0.9890311977969167,broadband,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0010,unknown,3.52,85,3.52,3.52,85,85,0.14784306440039366,0.9741867233310205,0.9741867233310205,0.39479864811810855,0.7374574780027093,0.9741867233310205,legacy_peak,combined,audio
seam_click_0086,seam_click,3.7291666666666665,90,3.7083333333333335,3.75,90,90,0.010527706538864343,3.1791645932654102,1.1120915543511094,0.19446478601025444,0.9600426315090378,1.1120915543511094,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0011,unknown,3.728,90,3.728,3.728,90,90,0.14888606837332985,0.951256135374567,0.951256135374567,0.25413402249367445,0.5265215587101723,0.951256135374567,legacy_peak,combined,audio
motion_offset_0021,motion_offset,3.8541666666666665,93,3.8333333333333335,3.875,93,93,0.0026013903323709605,0.07458510493287603,0.09067702814728301,0.13899460682328393,0.6642832580931055,0.09067702814728301,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0023,motion_onset,4.0625,98,4.041666666666667,4.083333333333333,98,98,0.007758701523375925,1.6702327231320466,0.889102032369527,0.18216482595423028,0.6788508826948233,0.889102032369527,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0022,short_tug,4.104166666666667,99,4.041666666666667,4.25,98,102,0.01012571895511055,3.518104961055646,1.083646172253131,0.18667605820851016,0.6788508826948233,1.083646172253131,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0087,seam_click,4.104166666666667,99,4.083333333333333,4.125,99,99,0.01012571895511055,3.518104961055646,1.083646172253131,0.18667605820851016,0.9711985434782502,1.083646172253131,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0012,unknown,4.1080000000000005,100,4.1080000000000005,4.1080000000000005,100,100,0.14509266794009004,0.9598906326144931,0.9598906326144931,0.23075770047476196,0.4441637133563626,0.9598906326144931,legacy_peak,combined,audio
motion_offset_0024,motion_offset,4.229166666666667,102,4.208333333333333,4.25,102,102,0.0023697228829165427,0.0,0.022527773887467042,0.14257947951975278,0.6788508826948233,0.022527773887467042,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
silence_0072,silence,4.270833333333333,103,4.25,4.5,103,108,0.0016330382997899852,0.0,0.0,0.15008854755874135,0.6143959433044888,-0.24951267915262834,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0026,motion_onset,4.520833333333333,109,4.5,4.541666666666667,109,109,0.010568221338079569,3.403853462179438,1.1148979698940051,0.22739556389908158,0.6933624566423031,1.1148979698940051,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0088,seam_click,4.520833333333333,109,4.5,4.541666666666667,109,109,0.010568221338079569,3.403853462179438,1.1148979698940051,0.22739556389908158,0.9678247486965229,1.1148979698940051,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0025,short_tug,4.520833333333333,109,4.5,4.708333333333333,109,113,0.010568221338079569,3.403853462179438,1.1148979698940051,0.22739556389908158,0.6933624566423031,1.1148979698940051,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0013,unknown,4.56,110,4.56,4.56,110,110,0.1715831632553574,0.9552327902803639,0.9552327902803639,0.24567064736278055,0.5747992206202561,0.9552327902803639,legacy_peak,combined,audio
motion_offset_0027,motion_offset,4.6875,113,4.666666666666667,4.708333333333333,113,113,0.0023002103186609293,0.0,0.000774749094405882,0.15780395961890253,0.6933624566423031,0.000774749094405882,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0029,motion_onset,4.854166666666667,117,4.833333333333333,4.875,117,117,0.010295165744848877,2.8236608320427643,1.0957718250950796,0.2941082667939149,0.6728534057783736,1.0957718250950796,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0028,short_tug,4.895833333333333,118,4.833333333333333,5.041666666666667,117,121,0.011259781228120097,3.0767385415771633,1.1612104001173695,0.2600683945646391,0.6728534057783736,1.1612104001173695,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0089,seam_click,4.895833333333333,118,4.875,4.916666666666667,118,118,0.011259781228120097,3.0767385415771633,1.1612104001173695,0.2600683945646391,0.9559229696698852,1.1612104001173695,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0014,unknown,4.896,119,4.896,4.896,119,119,0.1771952020200918,0.974569422982923,0.974569422982923,0.3016296421101642,0.457330480767644,0.974569422982923,legacy_peak,combined,audio
motion_offset_0030,motion_offset,5.020833333333333,121,5.0,5.041666666666667,121,121,0.0019319197842434153,0.0,0.0,0.1943754781492739,0.6728534057783736,-0.12671233441781002,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0032,motion_onset,5.145833333333333,124,5.125,5.166666666666667,124,124,0.008260562059848198,2.0286633541482275,0.9348971202198747,0.15017912211457554,0.6730042781104228,0.9348971202198747,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0031,short_tug,5.1875,125,5.125,5.375,124,129,0.010345200250366211,3.304666535928563,1.099314158574943,0.17508674885048078,0.6730042781104228,1.099314158574943,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0090,seam_click,5.1875,125,5.166666666666667,5.208333333333333,125,125,0.010345200250366211,3.304666535928563,1.099314158574943,0.17508674885048078,0.9645885538508914,1.099314158574943,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0015,unknown,5.184,125,5.184,5.184,125,125,0.1466536948378358,0.9474192234125792,0.9474192234125792,0.2495795469569021,0.5571600607177782,0.9474192234125792,legacy_peak,combined,audio
motion_offset_0033,motion_offset,5.354166666666667,129,5.333333333333333,5.375,129,129,0.002106543282957573,0.0009109788307446534,0.0,0.11958072947322869,0.6730042781104228,-0.06348685962969042,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0035,motion_onset,5.5625,134,5.541666666666667,5.583333333333333,134,134,0.008153969407572672,0.7527639603314127,0.9254076678746015,0.11206154114118357,0.6604672532399849,0.9254076678746015,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0034,short_tug,5.604166666666667,135,5.541666666666667,5.75,134,138,0.010792058742657368,3.6230266483604763,1.1302115948063893,0.1837985315827941,0.6604672532399849,1.1302115948063893,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0091,seam_click,5.604166666666667,135,5.583333333333333,5.625,135,135,0.010792058742657368,3.6230266483604763,1.1302115948063893,0.1837985315827941,0.973992702721972,1.1302115948063893,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0016,unknown,5.612,136,5.612,5.612,136,136,0.1630917297896727,0.9203221548243667,0.9203221548243667,0.24067572692395817,0.3927280109331632,0.9203221548243667,legacy_peak,combined,audio
motion_offset_0036,motion_offset,5.729166666666667,138,5.708333333333333,5.75,138,138,0.0027469954410520962,0.05578244649797565,0.13046908480121913,0.14474675287112287,0.6604672532399849,0.13046908480121913,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0038,motion_onset,5.9375,143,5.916666666666667,5.958333333333333,143,143,0.008696046311849613,2.2669202379889106,0.9724346127957407,0.16061951604711536,0.6664290770362856,0.9724346127957407,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0037,short_tug,5.979166666666667,144,5.916666666666667,6.166666666666667,143,148,0.011799674752812203,3.5507444302726894,1.195429994362494,0.18899188388357233,0.6664290770362856,1.195429994362494,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0092,seam_click,5.979166666666667,144,5.958333333333333,6.0,144,144,0.011799674752812203,3.5507444302726894,1.195429994362494,0.18899188388357233,0.9720976251156918,1.195429994362494,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0017,unknown,5.984,145,5.984,5.984,145,145,0.16358880880786944,0.9620281549171762,0.9620281549171762,0.2482491196050921,0.5146641449012073,0.9620281549171762,legacy_peak,combined,audio
motion_offset_0039,motion_offset,6.145833333333333,148,6.125,6.166666666666667,148,148,0.0019475358427084467,0.0,0.0,0.12854642995295046,0.6664290770362856,-0.1208301648489936,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0041,motion_onset,6.229166666666667,150,6.208333333333333,6.25,150,150,0.012952934727751036,3.2459348880747254,1.2635629485755906,0.29598558842685285,0.7348074779264744,1.2635629485755906,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0093,seam_click,6.229166666666667,150,6.208333333333333,6.25,150,150,0.012952934727751036,3.2459348880747254,1.2635629485755906,0.29598558842685285,0.9625267635327618,1.2635629485755906,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0040,short_tug,6.229166666666667,150,6.208333333333333,6.375,150,153,0.012952934727751036,3.2459348880747254,1.2635629485755906,0.29598558842685285,0.7348074779264744,1.2635629485755906,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0018,unknown,6.256,151,6.256,6.256,151,151,0.223376502927621,0.9666756638686638,0.9666756638686638,0.34572370634762334,0.8141038655137249,0.9666756638686638,legacy_peak,combined,audio
motion_offset_0042,motion_offset,6.354166666666667,153,6.333333333333333,6.375,153,153,0.003945144657568572,0.1588515639896079,0.3949458348336623,0.21142909419055667,0.7348074779264744,0.3949458348336623,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0044,motion_onset,6.520833333333333,157,6.5,6.541666666666667,157,157,0.010105508016654606,3.0785106667978592,1.0821863473494613,0.22049971305682,0.7281435075080905,1.0821863473494613,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0094,seam_click,6.520833333333333,157,6.5,6.541666666666667,157,157,0.010105508016654606,3.0785106667978592,1.0821863473494613,0.22049971305682,0.9559975765310619,1.0821863473494613,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0043,short_tug,6.520833333333333,157,6.5,6.708333333333333,157,161,0.010105508016654606,3.0785106667978592,1.0821863473494613,0.22049971305682,0.7281435075080905,1.0821863473494613,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0019,unknown,6.56,158,6.56,6.56,158,158,0.1690969520331409,0.969710167372397,0.969710167372397,0.24884970798913272,0.5451142140017239,0.969710167372397,legacy_peak,combined,audio
motion_offset_0045,motion_offset,6.6875,161,6.666666666666667,6.708333333333333,161,161,0.0034363090010748935,0.17673997644773454,0.2940529384980521,0.13631564800873158,0.7281435075080905,0.2940529384980521,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
silence_0073,silence,7.270833333333333,175,6.708333333333333,7.333333333333333,162,176,0.0006387046036674113,0.0,0.0,0.19605564531888067,0.5883589500415176,-0.9354033157406587,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0047,motion_onset,7.354166666666667,177,7.333333333333333,7.375,177,177,0.01234848652472421,2.815546235977603,1.2286462424748856,0.17014757291732463,0.7430878905876094,1.2286462424748856,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0046,short_tug,7.395833333333333,178,7.333333333333333,7.541666666666667,177,181,0.016098040638917663,3.866776265160177,1.4223870690329252,0.17146768202350227,0.7430878905876094,1.4223870690329252,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0095,seam_click,7.395833333333333,178,7.375,7.416666666666667,178,178,0.016098040638917663,3.866776265160177,1.4223870690329252,0.17146768202350227,0.9795031907086477,1.4223870690329252,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0020,unknown,7.392,178,7.392,7.392,178,178,0.24268242733329343,0.9817677406722746,0.9817677406722746,0.2764803212086794,0.9999999999999953,0.9817677406722746,legacy_peak,combined,audio
motion_offset_0048,motion_offset,7.520833333333333,181,7.5,7.541666666666667,181,181,0.004203679068808818,0.2848233000517948,0.4413230794670132,0.13703316714626534,0.7430878905876094,0.4413230794670132,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
silence_0074,silence,7.895833333333333,190,7.541666666666667,7.916666666666667,182,190,0.0008921688725460092,0.0,0.0,0.1583704937361505,0.5843959230168476,-0.691215025758232,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
motion_onset_0050,motion_onset,7.9375,191,7.916666666666667,7.958333333333333,191,191,0.012972287234109465,3.585677063264997,1.264653764016523,0.1738249187498936,0.7111691521359963,1.264653764016523,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
seam_click_0096,seam_click,7.9375,191,7.916666666666667,7.958333333333333,191,191,0.012972287234109465,3.585677063264997,1.264653764016523,0.1738249187498936,0.9730296663553455,1.264653764016523,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
short_tug_0049,short_tug,7.9375,191,7.916666666666667,8.125,191,195,0.012972287234109465,3.585677063264997,1.264653764016523,0.1738249187498936,0.7111691521359963,1.264653764016523,low_mid,robust_interval_envelope_v2,/tmp/audiohoi-nine/samples_known_object/14_pingpong_wall/audio.wav
legacy_peak_0021,unknown,7.968,192,7.968,7.968,192,192,0.2120841245643392,0.9752248387951274,0.9752248387951274,0.23795166215922517,0.9008704540687884,0.9752248387951274,legacy_peak,combined,audio
