frame,time,E_total,E_2d,E_depth,E_visual,E_mask,E_contact,E_audio,E_support,E_smooth,E_temporal,E_static,E_penetration,E_prior,E_reg,vlm_contact_gate,vlm_anchor_gate,contact_active,static_active,failure_label,contact_state,visibility_state,source
1,0.000000,3.195705596,0.000000000,0.000000000,0.000000000,0.000000000,0.010015006,,0.000000000,,,,,3.185690590,3.185690590,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
2,0.033333,3.196167621,0.000000000,0.000000000,0.000000000,0.000000000,0.046512686,,0.000000000,0.000000000,0.000000000,,,3.149654935,3.149654935,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
3,0.066667,3.151685503,0.000000000,0.000000000,0.000000000,0.000000000,0.032811700,,0.000000000,0.000000000,0.000000000,,,3.118873803,3.118873803,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
4,0.100000,3.151394403,0.000000000,0.000000000,0.000000000,0.000000000,0.043647984,,0.000000000,0.000000000,0.000000000,,,3.107746419,3.107746419,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
5,0.133333,3.102827697,0.000000000,0.000000000,0.000000000,0.000000000,0.036130406,,0.000000000,0.000000000,0.000000000,,,3.066697291,3.066697291,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
6,0.166667,3.073743672,0.000000000,0.000000000,0.000000000,0.000000000,0.052506056,,0.000000000,0.000000010,0.000000010,,,3.021237606,3.021237606,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
7,0.200000,3.051397606,0.000000000,0.000000000,0.000000000,0.000000000,0.055858486,,0.000000000,0.000000097,0.000000097,,,2.995539023,2.995539023,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
8,0.233333,3.045174624,0.000000000,0.000000000,0.000000000,0.000000000,0.058301966,,0.000000000,0.000000141,0.000000141,,,2.986872517,2.986872517,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
9,0.266667,3.021808623,0.000000000,0.000000000,0.000000000,0.000000000,0.029125518,,0.000000000,0.000000090,0.000000090,,,2.992683015,2.992683015,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
10,0.300000,2.998320164,0.000000000,0.000000000,0.000000000,0.000000000,0.020829706,,0.000000000,0.000000008,0.000000008,,,2.977490450,2.977490450,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
11,0.333333,2.968904163,0.000000000,0.000000000,0.000000000,0.000000000,0.017051659,,0.000000000,0.000000000,0.000000000,,,2.951852504,2.951852504,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
12,0.366667,2.937528384,0.000000000,0.000000000,0.000000000,0.000000000,0.010245084,,0.000000000,0.000000000,0.000000000,,,2.927283300,2.927283300,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
13,0.400000,2.949666938,0.000000000,0.000000000,0.000000000,0.000000000,0.011797435,,0.000000000,0.000000000,0.000000000,,,2.937869503,2.937869503,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
14,0.433333,2.944806468,0.000000000,0.000000000,0.000000000,0.000000000,0.008113686,,0.000000000,0.000000000,0.000000000,,,2.936692782,2.936692782,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
15,0.466667,2.951919700,0.000000000,0.000000000,0.000000000,0.000000000,0.020341320,,0.000000000,0.000000000,0.000000000,,,2.931578380,2.931578380,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
16,0.500000,2.910863464,0.000000000,0.000000000,0.000000000,0.000000000,0.014645840,,0.000000000,0.000000000,0.000000000,,,2.896217624,2.896217624,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
17,0.533333,2.906558529,0.000000000,0.000000000,0.000000000,0.000000000,0.014060031,,0.000000000,0.000000001,0.000000001,,,2.892498497,2.892498497,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
18,0.566667,2.921805246,0.000000000,0.000000000,0.000000000,0.000000000,0.017594961,,0.000000000,0.000000001,0.000000001,,,2.904210284,2.904210284,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
19,0.600000,3.043004240,0.000000000,0.000000000,0.000000000,0.000000000,0.106050528,,0.000000000,0.000000002,0.000000002,,,2.936953710,2.936953710,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
20,0.633333,2.974608494,0.000000000,0.000000000,0.000000000,0.000000000,0.016852453,,0.000000000,0.000000003,0.000000003,,,2.957756038,2.957756038,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
21,0.666667,3.034400876,0.000000000,0.000000000,0.000000000,0.000000000,0.077103961,,0.000000000,0.000000004,0.000000004,,,2.957296911,2.957296911,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
22,0.700000,2.962137251,0.000000000,0.000000000,0.000000000,0.000000000,0.001929581,,0.000000000,0.000000005,0.000000005,,,2.960207665,2.960207665,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
23,0.733333,3.002532251,0.000000000,0.000000000,0.000000000,0.000000000,0.003516253,,0.000000000,0.000000006,0.000000006,,,2.999015992,2.999015992,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
24,0.766667,3.079429414,0.000000000,0.000000000,0.000000000,0.000000000,0.023446653,,0.000000000,0.000000006,0.000000006,,,3.055982755,3.055982755,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
25,0.800000,3.183111288,0.000000000,0.000000000,0.000000000,0.000000000,0.104909267,,0.000000000,0.000000007,0.000000007,,,3.078202014,3.078202014,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
26,0.833333,3.094534872,0.000000000,0.000000000,0.000000000,0.000000000,0.014360427,,0.000000000,0.000000008,0.000000008,,,3.080174437,3.080174437,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
27,0.866667,3.083129005,0.000000000,0.000000000,0.000000000,0.000000000,0.010633322,,0.000000000,0.000000010,0.000000010,,,3.072495673,3.072495673,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
28,0.900000,3.122809072,0.000000000,0.000000000,0.000000000,0.000000000,0.022213220,,0.000000000,0.000000013,0.000000013,,,3.100595839,3.100595839,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
29,0.933333,3.152062231,0.000000000,0.000000000,0.000000000,0.000000000,0.019435985,,0.000000000,0.000000018,0.000000018,,,3.132626228,3.132626228,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
30,0.966667,3.161046937,0.000000000,0.000000000,0.000000000,0.000000000,0.025762497,,0.000000000,0.000000024,0.000000024,,,3.135284416,3.135284416,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
31,1.000000,3.151175635,0.000000000,0.000000000,0.000000000,0.000000000,0.035703614,,0.000000000,0.000000031,0.000000031,,,3.115471990,3.115471990,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
32,1.033333,3.144629755,0.000000000,0.000000000,0.000000000,0.000000000,0.033949537,,0.000000000,0.000000039,0.000000039,,,3.110680179,3.110680179,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
33,1.066667,3.130258552,0.000000000,0.000000000,0.000000000,0.000000000,0.037121729,,0.000000000,0.000000051,0.000000051,,,3.093136772,3.093136772,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
34,1.100000,3.120060255,0.000000000,0.000000000,0.000000000,0.000000000,0.034610137,,0.000000000,0.000000072,0.000000072,,,3.085450046,3.085450046,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
35,1.133333,3.093551984,0.000000000,0.000000000,0.000000000,0.000000000,0.028944557,,0.000000000,0.000000105,0.000000105,,,3.064607322,3.064607322,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
36,1.166667,3.079311773,0.000000000,0.000000000,0.000000000,0.000000000,0.017118059,,0.000000000,0.000000160,0.000000160,,,3.062193554,3.062193554,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
37,1.200000,3.100605352,0.000000000,0.000000000,0.000000000,0.000000000,0.007009708,,0.000000000,0.000000242,0.000000242,,,3.093595402,3.093595402,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
38,1.233333,3.136925467,0.000000000,0.000000000,0.000000000,0.000000000,0.021757135,,0.000000000,0.000000370,0.000000370,,,3.115167962,3.115167962,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
39,1.266667,3.161968989,0.000000000,0.000000000,0.000000000,0.000000000,0.007552653,,0.000000000,0.000000549,0.000000549,,,3.154415787,3.154415787,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
40,1.300000,3.216871253,0.000000000,0.000000000,0.000000000,0.000000000,0.007754916,,0.000000000,0.000000728,0.000000728,,,3.209115609,3.209115609,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
41,1.333333,3.274039590,0.000000000,0.000000000,0.000000000,0.000000000,0.010981573,,0.000000000,0.000000911,0.000000911,,,3.263057106,3.263057106,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
42,1.366667,3.341748908,0.000000000,0.000000000,0.000000000,0.000000000,0.009835284,,0.000000000,0.000001110,0.000001110,,,3.331912514,3.331912514,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
43,1.400000,3.354448527,0.000000000,0.000000000,0.000000000,0.000000000,0.006222212,,0.000000000,0.000001459,0.000001459,,,3.348224856,3.348224856,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
44,1.433333,3.389521481,0.000000000,0.000000000,0.000000000,0.000000000,0.005217317,,0.000000000,0.000002107,0.000002107,,,3.384302057,3.384302057,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
45,1.466667,3.490573008,0.000000000,0.000000000,0.000000000,0.000000000,0.005399898,,0.000000000,0.000003410,0.000003410,,,3.485169700,3.485169700,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
46,1.500000,3.564853492,0.000000000,0.000000000,0.000000000,0.000000000,0.005829933,,0.000000000,0.000005205,0.000005205,,,3.559018354,3.559018354,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
47,1.533333,3.560889221,0.000000000,0.000000000,0.000000000,0.000000000,0.001999342,,0.000000000,0.000007602,0.000007602,,,3.558882277,3.558882277,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
48,1.566667,3.639265123,0.000000000,0.000000000,0.000000000,0.000000000,0.002136104,,0.000000000,0.000010700,0.000010700,,,3.637118319,3.637118319,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
49,1.600000,3.116689227,0.000000000,0.000000000,0.000000000,0.000000000,0.005241760,,0.000000000,0.000014536,0.000014536,,,3.111432931,3.111432931,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
50,1.633333,2.661158652,0.000000000,0.000000000,0.000000000,0.000000000,0.014153623,,0.000000000,0.000060192,0.000060192,,,2.646944837,2.646944837,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
51,1.666667,1.788576529,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000192935,0.000192935,,,1.788383594,1.788383594,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
52,1.700000,1.629378939,0.000000000,0.000000000,0.000000000,0.000000000,0.123167306,,0.000000000,0.007600306,0.007600306,,,1.498611327,1.498611327,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
53,1.733333,2.575929082,0.000000000,0.000000000,0.000000000,0.000000000,1.453290526,,0.000000000,0.007681188,0.007681188,,,1.114957368,1.114957368,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
54,1.766667,1.279402994,0.000000000,0.000000000,0.000000000,0.000000000,0.162263952,,0.000000000,0.047691417,0.047691417,,,1.069447625,1.069447625,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
55,1.800000,0.872168858,0.000000000,0.000000000,0.000000000,0.000000000,0.159295178,,0.000000000,0.047838262,0.047838262,,,0.665035418,0.665035418,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
56,1.833333,0.822425161,0.000000000,0.000000000,0.000000000,0.000000000,0.233323777,,0.000000000,0.034043785,0.034043785,,,0.555057599,0.555057599,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
57,1.866667,0.852456410,0.000000000,0.000000000,0.000000000,0.000000000,0.354595239,,0.000000000,0.027955075,0.027955075,,,0.469906096,0.469906096,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
58,1.900000,0.628795504,0.000000000,0.000000000,0.000000000,0.000000000,0.032853738,,0.000000000,0.016738231,0.016738231,,,0.579203535,0.579203535,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
59,1.933333,0.379810331,0.000000000,0.000000000,0.000000000,0.000000000,0.005465349,,0.000000000,0.003258668,0.003258668,,,0.371086314,0.371086314,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
60,1.966667,0.316673966,0.000000000,0.000000000,0.000000000,0.000000000,0.059822311,,0.000000000,0.011247714,0.011247714,,,0.245603941,0.245603941,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
61,2.000000,0.125091023,0.000000000,0.000000000,0.000000000,0.000000000,0.041575210,,0.000000000,0.011399241,0.011399241,,,0.072116572,0.072116572,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
62,2.033333,0.088505101,0.000000000,0.000000000,0.000000000,0.000000000,0.024056630,,0.000000000,0.011333728,0.011333728,,,0.053114743,0.053114743,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
63,2.066667,0.080520900,0.000000000,0.000000000,0.000000000,0.000000000,0.011537982,,0.000000000,0.002466806,0.002466806,,,0.066516112,0.066516112,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
64,2.100000,0.081712136,0.000000000,0.000000000,0.000000000,0.000000000,0.016696258,,0.000000000,0.001465347,0.001465347,,,0.063550531,0.063550531,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
65,2.133333,0.105120644,0.000000000,0.000000000,0.000000000,0.000000000,0.042140700,,0.000000000,0.001415466,0.001415466,,,0.061564478,0.061564478,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
66,2.166667,0.104756126,0.000000000,0.000000000,0.000000000,0.000000000,0.043162140,,0.000000000,0.001391555,0.001391555,,,0.060202431,0.060202431,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
67,2.200000,0.154999289,0.000000000,0.000000000,0.000000000,0.000000000,0.090761805,,0.000000000,0.000614764,0.000614764,,,0.063622720,0.063622720,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
68,2.233333,0.115240705,0.000000000,0.000000000,0.000000000,0.000000000,0.052661529,,0.000000000,0.000299160,0.000299160,,,0.062280016,0.062280016,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
69,2.266667,0.102154279,0.000000000,0.000000000,0.000000000,0.000000000,0.043593682,,0.000000000,0.000122111,0.000122111,,,0.058438486,0.058438486,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
70,2.300000,0.073578708,0.000000000,0.000000000,0.000000000,0.000000000,0.045421413,,0.000000000,0.000121878,0.000121878,,,0.028035417,0.028035417,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
71,2.333333,0.033103235,0.000000000,0.000000000,0.000000000,0.000000000,0.018204756,,0.000000000,0.000507192,0.000507192,,,0.014391287,0.014391287,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
72,2.366667,0.049561913,0.000000000,0.000000000,0.000000000,0.000000000,0.042260669,,0.000000000,0.000851336,0.000851336,,,0.006449908,0.006449908,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
73,2.400000,0.060984685,0.000000000,0.000000000,0.000000000,0.000000000,0.055422576,,0.000000000,0.001039951,0.001039951,,,0.004522158,0.004522158,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
74,2.433333,0.063101757,0.000000000,0.000000000,0.000000000,0.000000000,0.061066317,,0.000000000,0.001139808,0.001139808,,,0.000895632,0.000895632,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
75,2.466667,0.041335076,0.000000000,0.000000000,0.000000000,0.000000000,0.036494371,,0.000000000,0.002592296,0.002592296,,,0.002248409,0.002248409,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
76,2.500000,0.083500125,0.000000000,0.000000000,0.000000000,0.000000000,0.060575054,,0.000000000,0.004668287,0.004668287,,,0.018256784,0.018256784,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
77,2.533333,0.080680984,0.000000000,0.000000000,0.000000000,0.000000000,0.053653847,,0.000000000,0.004738640,0.004738640,,,0.022288497,0.022288497,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
78,2.566667,0.088417746,0.000000000,0.000000000,0.000000000,0.000000000,0.048547512,,0.000000000,0.004779972,0.004779972,,,0.035090262,0.035090262,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
79,2.600000,0.104831418,0.000000000,0.000000000,0.000000000,0.000000000,0.042059037,,0.000000000,0.004841638,0.004841638,,,0.057930743,0.057930743,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
80,2.633333,0.113139625,0.000000000,0.000000000,0.000000000,0.000000000,0.034651078,,0.000000000,0.008021077,0.008021077,,,0.070467470,0.070467470,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
81,2.666667,0.162540668,0.000000000,0.000000000,0.000000000,0.000000000,0.013681747,,0.000000000,0.009105067,0.009105067,,,0.139753854,0.139753854,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
82,2.700000,0.529169977,0.000000000,0.000000000,0.000000000,0.000000000,0.016250640,,0.000000000,0.009093492,0.009093492,,,0.503825845,0.503825845,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
83,2.733333,0.621519308,0.000000000,0.000000000,0.000000000,0.000000000,0.005339809,,0.000000000,0.004487614,0.004487614,,,0.611691885,0.611691885,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
84,2.766667,0.612627441,0.000000000,0.000000000,0.000000000,0.000000000,0.094463408,,0.000000000,0.016232518,0.016232518,,,0.501931515,0.501931515,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
85,2.800000,1.977118934,0.000000000,0.000000000,0.000000000,0.000000000,0.000643130,,0.000000000,0.024215419,0.024215419,,,1.952260385,1.952260385,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
86,2.833333,4.692536873,0.000000000,0.000000000,0.000000000,0.000000000,0.323296862,,0.000000000,0.024184112,0.024184112,,,4.345055899,4.345055899,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
87,2.866667,9.282145220,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.003576650,0.003576650,,,9.278568570,9.278568570,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
88,2.900000,10.197604852,0.000000000,0.000000000,0.000000000,0.000000000,0.000690954,,0.000000000,0.002433952,0.002433952,,,10.194479946,10.194479946,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
89,2.933333,9.633142062,0.000000000,0.000000000,0.000000000,0.000000000,0.004378601,,0.000000000,0.002518199,0.002518199,,,9.626245262,9.626245262,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
90,2.966667,10.225390746,0.000000000,0.000000000,0.000000000,0.000000000,0.013425162,,0.000000000,0.002970483,0.002970483,,,10.208995101,10.208995101,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
91,3.000000,12.319059068,0.000000000,0.000000000,0.000000000,0.000000000,0.033430831,,0.000000000,0.003010435,0.003010435,,,12.282617802,12.282617802,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
