frame,part,kind,dist_before_m,dist_after_m,radius_m,pose_delta_deg
87,left_foot,touch,0.0910,0.1206,0.1200,2.02
132,left_hand,penetration,0.1091,0.1229,0.1200,0.92
133,left_hand,penetration,0.0844,0.1204,0.1200,1.57
146,left_foot,touch,0.0891,0.1204,0.1200,2.53
177,right_foot,touch,0.1504,0.1247,0.1200,1.21
