frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,u_ref_obs,v_ref_obs,contact_u,contact_v,contact_depth_offset_m,contact_depth_offset_used_m,z_contact_final,global_z_ref,z_ref_global_shift,z_ref_anchor_segment,contact_depth_gap,contact_surface_gap_m,audio_score,audio_anchor_type
27,1.083333,-0.304384,0.104675,4.407307,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,538.573,394.880,,538.573,394.880,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.016482,3.953395,538.573,394.880,532.071,366.239,-0.052631,-0.052631,4.354676,4.408193,3.996614,4.408193,0.401281,0.342606,0.000000,
28,1.125000,-0.344125,0.021264,4.407628,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,525.339,367.085,,525.339,367.085,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.038367,3.954866,525.339,367.085,497.580,341.814,0.008443,0.008443,4.416071,4.408193,4.037362,4.408193,0.461205,0.337515,0.000000,
29,1.166667,-0.378278,-0.048194,4.407897,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,513.967,343.943,,513.967,343.943,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.101220,3.960560,513.967,343.943,479.185,323.921,0.051400,0.051400,4.459297,4.408193,4.112725,4.408193,0.498737,0.334746,0.000000,
30,1.208333,-0.412126,-0.097640,4.408070,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,502.695,327.470,,502.695,327.470,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.162405,3.966894,502.695,327.470,466.142,305.630,0.047749,0.047749,4.455819,4.408193,4.176625,4.408193,0.488926,0.333656,0.000000,
31,1.250000,-0.435554,-0.137588,4.408173,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,494.893,314.162,,494.893,314.162,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.217024,3.997981,494.893,314.162,458.929,290.315,0.029273,0.029273,4.437446,4.408193,4.188686,4.408193,0.439465,0.309286,0.000000,
32,1.291667,-0.448806,-0.164129,4.408200,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,490.479,305.320,,490.479,305.320,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.261768,4.013071,490.479,305.320,456.023,278.988,-0.026562,-0.026562,4.381638,4.408193,4.267949,4.408193,0.368568,0.300791,0.000000,
33,1.333333,-0.452016,-0.205173,4.408066,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,489.405,291.644,,489.405,291.644,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.285540,4.046260,489.405,291.644,447.000,291.644,0.037848,0.037848,4.445914,4.408193,4.267949,4.408193,0.399655,0.264568,0.000000,
34,1.375000,-0.444743,-0.208364,4.407941,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,491.824,290.579,,491.824,290.579,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.294292,4.077885,491.824,290.579,452.441,289.174,0.013284,0.013284,4.421225,4.408193,4.267949,4.408193,0.343340,0.233189,0.000000,
35,1.416667,-0.420996,-0.198569,4.407726,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,499.729,293.839,,499.729,293.839,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.278320,4.110874,499.729,293.839,463.881,292.220,0.026301,0.026301,4.434027,4.408193,4.188686,4.408193,0.323153,0.195523,0.000000,
36,1.458333,-0.386230,-0.173197,4.407369,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,511.302,302.288,,511.302,302.288,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.232818,4.141050,511.302,302.288,483.905,268.086,-0.093346,-0.093346,4.314023,4.408193,4.165421,4.408193,0.172973,0.154876,0.000000,
37,1.500000,-0.347713,-0.138471,4.406782,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,524.121,313.853,,524.121,313.853,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.191821,4.176919,524.121,313.853,530.753,273.875,-0.039635,-0.039635,4.367147,4.408193,4.108921,4.408193,0.190228,0.117650,0.000000,
38,1.541667,-0.291931,-0.071003,4.406099,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,542.696,336.334,,542.696,336.334,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.121478,4.188097,542.696,336.334,501.298,339.736,5.648995,0.000000,4.406099,4.408193,4.082986,4.408193,0.218002,0.118184,0.000000,
39,1.583333,-0.180066,0.050988,4.405593,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.975,376.997,,579.975,376.997,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.035320,4.135716,579.975,376.997,594.313,361.128,-0.131936,-0.131936,4.273657,4.408193,4.075092,4.408193,0.137941,0.176161,0.000000,
40,1.625000,0.006015,0.227205,4.405462,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,642.005,435.741,,642.005,435.741,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.023199,4.088703,642.005,435.741,639.063,392.218,0.027451,0.027451,4.432913,4.408193,4.014826,4.408193,0.344210,0.256996,0.000000,
41,1.666667,0.115227,0.424082,4.405583,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,678.411,501.368,,678.411,501.368,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.069713,4.047868,678.411,501.368,672.034,458.031,2.013942,0.000000,4.405583,4.408193,3.934759,4.408193,0.357714,0.386677,0.000000,
42,1.708333,0.242819,0.595825,4.405733,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,720.941,558.612,,720.941,558.612,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.107603,3.521943,720.941,558.612,676.140,565.825,0.146234,0.146234,4.551967,4.408193,3.920797,4.408193,1.030025,0.900445,0.000000,
43,1.750000,0.329707,0.491542,4.405823,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.902,523.847,,749.902,523.847,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.112468,4.019808,749.902,523.847,732.851,482.755,1.595666,0.000000,4.405823,4.408193,3.826546,4.408193,0.386015,0.446597,0.000000,
44,1.791667,0.415943,0.359564,4.405806,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,778.648,479.855,,778.648,479.855,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.117544,4.010858,778.648,479.855,800.393,450.825,-0.069512,-0.069512,4.336294,4.408193,3.825918,4.408193,0.325436,0.395203,0.000000,
45,1.833333,0.482430,0.206226,4.406142,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,800.798,428.737,,800.798,428.737,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.112697,4.001258,800.798,428.737,828.054,410.594,-0.102140,-0.102140,4.304002,4.408193,3.825918,4.408193,0.302745,0.385407,0.000000,
46,1.875000,0.642940,0.101095,4.405843,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,854.312,393.698,,854.312,393.698,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.097829,3.988473,854.312,393.698,882.806,369.442,-0.090687,-0.090687,4.315156,4.408193,3.825918,4.408193,0.326683,0.502290,0.000000,
47,1.916667,0.726186,0.001188,4.406230,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,882.039,360.396,,882.039,360.396,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.075371,3.996560,882.039,360.396,910.834,334.994,-0.026575,-0.026575,4.379655,4.408193,3.873354,4.408193,0.383095,0.576061,0.000000,
48,1.958333,0.797665,-0.093463,4.406564,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,905.843,328.851,,905.843,328.851,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.047699,4.004603,905.843,328.851,934.063,299.795,0.001252,0.001252,4.407816,4.408193,3.873354,4.408193,0.403213,0.652430,0.000000,
49,2.000000,0.844237,-0.167693,4.406899,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,921.343,304.116,,921.343,304.116,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.025279,3.988444,921.343,304.116,949.286,273.327,-0.038669,-0.038669,4.368230,4.408193,3.905662,4.408193,0.379787,0.719743,0.000000,
50,2.041667,0.873069,-0.216408,4.407087,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,930.939,287.885,,930.939,287.885,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.006216,3.959968,930.939,287.885,959.417,253.631,0.048148,0.048148,4.455235,4.408193,4.052958,4.408193,0.495267,0.775059,0.000000,
51,2.083333,0.876155,-0.236653,4.407166,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,931.962,281.140,,931.962,281.140,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.006284,3.951099,931.962,281.140,960.924,245.423,0.021187,0.021187,4.428353,4.408193,4.052958,4.408193,0.477254,0.795088,0.000000,
52,2.125000,0.860062,-0.230807,4.407004,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,926.610,283.085,,926.610,283.085,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.015371,3.956913,926.610,283.085,956.252,247.614,4.394187,0.000000,4.407004,4.408193,4.052958,4.408193,0.450091,0.785483,0.000000,
53,2.166667,0.809271,-0.186744,4.406809,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,909.696,297.766,,909.696,297.766,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.021435,3.975028,909.696,297.766,942.517,263.715,4.512528,0.000000,4.406809,4.408193,4.052958,4.408193,0.431781,0.731535,0.000000,
54,2.208333,0.731753,-0.103465,4.406497,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,883.880,325.517,,883.880,325.517,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.024992,3.975783,883.880,325.517,919.176,295.460,4.616126,0.000000,4.406497,4.408193,4.013638,4.408193,0.430714,0.670062,0.000000,
55,2.250000,0.631294,0.038658,4.406117,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,850.417,372.885,,850.417,372.885,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.028561,3.987581,850.417,372.885,883.555,339.660,1.623910,0.000000,4.406117,4.408193,3.905994,4.408193,0.418537,0.607381,0.000000,
56,2.291667,0.468023,0.200096,4.406060,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,795.999,426.695,,795.999,426.695,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.008772,3.981991,795.999,426.695,817.293,404.159,-0.051503,-0.051503,4.354557,4.408193,3.864696,4.408193,0.372566,0.557786,0.000000,
57,2.333333,0.309051,0.453334,4.405770,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.018,511.113,,743.018,511.113,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.011232,3.965951,743.018,511.113,765.079,469.749,0.064727,0.064727,4.470497,4.408193,3.861948,4.408193,0.504545,0.613667,0.000000,
58,2.375000,0.120352,0.618553,4.405757,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,680.118,566.187,,680.118,566.187,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.113327,3.766735,680.118,566.187,634.114,571.336,0.362605,0.362605,4.768362,4.408193,3.841347,4.408193,1.001627,0.722946,0.000000,
59,2.416667,-0.004200,0.511811,4.405887,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,638.600,530.601,,638.600,530.601,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.050455,3.877206,638.600,530.601,598.079,551.403,0.036484,0.036484,4.442371,4.408193,3.859091,4.408193,0.565165,0.612721,0.000000,
60,2.458333,-0.125308,0.373642,4.406072,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,598.233,484.540,,598.233,484.540,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.047849,3.820803,598.233,484.540,574.355,523.798,0.044602,0.044602,4.450674,4.408193,3.861948,4.408193,0.629871,0.564901,0.000000,
61,2.500000,-0.214079,0.257526,4.406222,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,568.647,445.834,,568.647,445.834,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.033352,3.771422,568.647,445.834,542.443,408.423,3.707931,0.000000,4.406222,4.408193,3.864696,4.408193,0.634800,0.560634,0.000000,
62,2.541667,-0.316804,0.133467,4.406408,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,534.413,404.483,,534.413,404.483,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.008675,3.734209,534.413,404.483,504.260,368.699,0.000191,0.000191,4.406599,4.408193,3.864696,4.408193,0.672389,0.564834,0.000000,
