frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,z_da3_raw,depth_conf,source
57,2.333333,-0.120050,0.210790,3.942618,1.000000,0.000000,0.000000,0.000000,0.124531,shared_fullimg_cam,595.282,438.518,46.387,3.946795,0.725903,L1
58,2.375000,-0.101971,0.208603,3.943402,1.000000,0.000000,0.000000,0.000000,0.128000,shared_fullimg_cam,602.024,437.688,47.670,3.941528,0.770462,L1
59,2.416667,-0.089309,0.233209,3.942851,1.000000,0.000000,0.000000,0.000000,0.126278,shared_fullimg_cam,606.735,446.864,47.035,3.936441,0.869903,L1
60,2.458333,-0.069212,0.298666,3.941436,1.000000,0.000000,0.000000,0.000000,0.125497,shared_fullimg_cam,614.211,471.285,46.761,3.929110,0.864738,L1
61,2.500000,-0.058791,0.419227,3.939433,1.000000,0.000000,0.000000,0.000000,0.124433,shared_fullimg_cam,618.083,516.286,46.388,3.936223,0.935550,L1
62,2.541667,-0.055076,0.580938,3.936748,1.000000,0.000000,0.000000,0.000000,0.123579,shared_fullimg_cam,619.454,576.719,46.101,3.935674,0.774430,L1
63,2.583333,-0.051059,0.702144,3.933176,1.000000,0.000000,0.000000,0.000000,0.124007,shared_fullimg_cam,620.935,622.173,46.303,3.935571,0.886092,L1
64,2.625000,-0.071708,0.601576,3.928487,1.000000,0.000000,0.000000,0.000000,0.125938,shared_fullimg_cam,613.193,584.890,47.080,3.932775,0.792524,L1
65,2.666667,-0.068926,0.474972,3.922524,1.000000,0.000000,0.000000,0.000000,0.123501,shared_fullimg_cam,614.194,537.831,46.239,3.937748,0.848839,L1
66,2.708333,-0.077686,0.388825,3.915239,1.000000,0.000000,0.000000,0.000000,0.126023,shared_fullimg_cam,610.860,505.848,47.271,3.914229,0.863447,L1
67,2.750000,-0.096106,0.319669,3.907024,1.000000,0.000000,0.000000,0.000000,0.126229,shared_fullimg_cam,603.875,480.160,47.448,3.906454,0.823818,L1
68,2.791667,-0.106977,0.268594,3.898238,1.000000,0.000000,0.000000,0.000000,0.123437,shared_fullimg_cam,599.698,461.189,46.503,3.900361,0.822728,L1
69,2.833333,-0.114868,0.238273,3.889227,1.000000,0.000000,0.000000,0.000000,0.122672,shared_fullimg_cam,596.625,449.974,46.322,3.892933,0.799367,L1
70,2.875000,-0.125865,0.224642,3.880393,1.000000,0.000000,0.000000,0.000000,0.124248,shared_fullimg_cam,592.364,445.020,47.024,3.886942,0.785179,L1
71,2.916667,-0.133545,0.227463,3.872233,1.000000,0.000000,0.000000,0.000000,0.124883,shared_fullimg_cam,589.351,446.269,47.364,3.874445,0.686836,L1
72,2.958333,-0.151771,0.264845,3.865407,1.000000,0.000000,0.000000,0.000000,0.125985,shared_fullimg_cam,582.337,460.624,47.866,3.857849,0.725596,L1
73,3.000000,-0.168136,0.344707,3.860615,1.000000,0.000000,0.000000,0.000000,0.123894,shared_fullimg_cam,576.040,491.129,47.130,3.834092,0.764605,L1
74,3.041667,-0.189380,0.467796,3.858398,1.000000,0.000000,0.000000,0.000000,0.125399,shared_fullimg_cam,567.917,538.055,47.730,3.846473,0.908207,L1
75,3.083333,-0.211622,0.637405,3.858678,1.000000,0.000000,0.000000,0.000000,0.120424,shared_fullimg_cam,559.457,602.595,45.833,3.844678,0.905750,L1
76,3.125000,-0.241167,0.677563,3.860984,1.000000,0.000000,0.000000,0.000000,0.123238,shared_fullimg_cam,548.267,617.725,46.876,3.884080,0.931846,L1
77,3.166667,-0.275187,0.560602,3.864383,1.000000,0.000000,0.000000,0.000000,0.118778,shared_fullimg_cam,535.419,573.049,45.140,3.836161,0.840900,L1
78,3.208333,-0.301040,0.450523,3.868746,1.000000,0.000000,0.000000,0.000000,0.125954,shared_fullimg_cam,525.723,531.022,47.813,3.862041,0.880689,L1
79,3.250000,-0.318108,0.361315,3.873146,1.000000,0.000000,0.000000,0.000000,0.121287,shared_fullimg_cam,519.381,497.002,45.989,3.869319,0.886631,L1
80,3.291667,-0.334359,0.296442,3.876448,1.000000,0.000000,0.000000,0.000000,0.123071,shared_fullimg_cam,513.327,472.308,46.626,3.869151,0.834918,L1
81,3.333333,-0.356212,0.249810,3.877396,1.000000,0.000000,0.000000,0.000000,0.123719,shared_fullimg_cam,505.081,454.618,46.860,3.909531,0.821982,L1
82,3.375000,-0.358940,0.230136,3.874530,1.000000,0.000000,0.000000,0.000000,0.125585,shared_fullimg_cam,503.947,447.231,47.602,3.915172,0.782182,L1
83,3.416667,-0.362240,0.234576,3.867257,1.000000,0.000000,0.000000,0.000000,0.124497,shared_fullimg_cam,502.438,449.081,47.278,3.917946,0.789302,L1
84,3.458333,-0.369294,0.272782,3.855979,1.000000,0.000000,0.000000,0.000000,0.122626,shared_fullimg_cam,499.349,463.893,46.704,3.870885,0.731473,L1
85,3.500000,-0.386024,0.356064,3.842358,1.000000,0.000000,0.000000,0.000000,0.125076,shared_fullimg_cam,492.456,496.093,47.806,3.828924,0.813613,L1
86,3.541667,-0.374070,0.486600,3.828375,1.000000,0.000000,0.000000,0.000000,0.122265,shared_fullimg_cam,496.503,546.665,46.902,3.847561,0.838254,L1
87,3.583333,-0.381268,0.647498,3.815653,1.000000,0.000000,0.000000,0.000000,0.118372,shared_fullimg_cam,493.254,609.215,45.560,3.800363,0.904175,L1
88,3.625000,-0.378867,0.632860,3.806357,1.000000,0.000000,0.000000,0.000000,0.116546,shared_fullimg_cam,493.822,604.176,44.967,3.795775,0.898075,L1
89,3.666667,-0.378169,0.507298,3.802155,1.000000,0.000000,0.000000,0.000000,0.125293,shared_fullimg_cam,493.930,555.947,48.395,3.723702,0.878595,L1
90,3.708333,-0.376032,0.405307,3.804374,1.000000,0.000000,0.000000,0.000000,0.123944,shared_fullimg_cam,494.840,516.461,47.846,3.732535,0.845164,L1
91,3.750000,-0.370934,0.329996,3.811930,1.000000,0.000000,0.000000,0.000000,0.123933,shared_fullimg_cam,497.092,487.136,47.747,3.821711,0.737434,L1
92,3.791667,-0.370297,0.273217,3.821702,1.000000,0.000000,0.000000,0.000000,0.126330,shared_fullimg_cam,497.702,464.992,48.546,3.854811,0.692444,L1
93,3.833333,-0.367604,0.241102,3.830784,1.000000,0.000000,0.000000,0.000000,0.122107,shared_fullimg_cam,499.072,452.431,46.812,3.905152,0.765908,L1
94,3.875000,-0.359831,0.220160,3.836908,1.000000,0.000000,0.000000,0.000000,0.123862,shared_fullimg_cam,502.272,444.268,47.409,3.908117,0.728856,L1
95,3.916667,-0.356684,0.220954,3.839537,1.000000,0.000000,0.000000,0.000000,0.123301,shared_fullimg_cam,503.570,444.514,47.162,3.912143,0.751934,L1
96,3.958333,-0.344662,0.244603,3.839643,1.000000,0.000000,0.000000,0.000000,0.132677,shared_fullimg_cam,508.172,453.557,50.747,3.815606,0.728041,L1
