frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,z_da3_raw,depth_conf,source
86,2.833333,-0.562342,0.441264,5.890292,1.000000,0.000000,0.000000,0.000000,0.108813,shared_fullimg_cam,749.690,705.028,40.695,6.357079,0.300190,L1_L2ground_size
87,2.866667,-0.561738,0.513006,5.868450,1.000000,0.000000,0.000000,0.000000,0.109515,shared_fullimg_cam,749.134,732.573,41.110,6.452608,0.591243,L1_L2ground_size
88,2.900000,-0.558083,0.425218,5.838379,1.000000,0.000000,0.000000,0.000000,0.110995,shared_fullimg_cam,749.427,700.441,41.880,5.946174,0.317056,L1_L2ground_size
89,2.933333,-0.554553,0.417976,5.808123,1.000000,0.000000,0.000000,0.000000,0.111335,shared_fullimg_cam,749.669,698.530,42.227,6.045786,0.317983,L1_L2ground_size
90,2.966667,-0.558862,0.359357,5.784062,1.000000,0.000000,0.000000,0.000000,0.119310,shared_fullimg_cam,747.153,676.864,45.440,6.149651,0.239823,L1_L2ground_size
91,3.000000,-0.566139,0.293677,5.770808,1.000000,0.000000,0.000000,0.000000,0.104345,shared_fullimg_cam,743.886,652.106,39.832,6.498905,0.122487,L1_L2ground_size
92,3.033333,-0.565384,0.245025,5.760287,1.000000,0.000000,0.000000,0.000000,0.111443,shared_fullimg_cam,743.780,633.705,42.619,6.656614,0.136221,L1_L2ground_size
93,3.066667,-0.569278,0.216595,5.755531,1.000000,0.000000,0.000000,0.000000,0.112129,shared_fullimg_cam,742.111,622.901,42.917,6.761001,0.122902,L1_L2ground_size
94,3.100000,-0.570239,0.214601,5.757265,1.000000,0.000000,0.000000,0.000000,0.111476,shared_fullimg_cam,741.809,622.113,42.654,6.858864,0.119287,L1_L2ground_size
95,3.133333,-0.572598,0.207109,5.762516,1.000000,0.000000,0.000000,0.000000,0.107444,shared_fullimg_cam,741.106,619.174,41.074,6.780079,0.107092,L1_L2ground_size
96,3.166667,-0.570161,0.210950,5.765915,1.000000,0.000000,0.000000,0.000000,0.110439,shared_fullimg_cam,742.166,620.595,42.194,6.640829,0.115898,L1_L2ground_size
97,3.200000,-0.572501,0.226578,5.767838,1.000000,0.000000,0.000000,0.000000,0.112010,shared_fullimg_cam,741.345,626.537,42.780,6.650655,0.119243,L1_L2ground_size
98,3.233333,-0.571828,0.229096,5.768205,1.000000,0.000000,0.000000,0.000000,0.109341,shared_fullimg_cam,741.616,627.493,41.758,6.598586,0.121193,L1_L2ground_size
99,3.266667,-0.568729,0.242645,5.763367,1.000000,0.000000,0.000000,0.000000,0.110552,shared_fullimg_cam,742.617,632.745,42.256,6.579518,0.121191,L1_L2ground_size
100,3.300000,-0.568839,0.276827,5.751537,1.000000,0.000000,0.000000,0.000000,0.105676,shared_fullimg_cam,742.128,646.028,40.475,6.648410,0.128368,L1_L2ground_size
101,3.333333,-0.563296,0.345868,5.730234,1.000000,0.000000,0.000000,0.000000,0.110367,shared_fullimg_cam,743.449,672.964,42.429,6.711345,0.100028,L1_L2ground_size
102,3.366667,-0.560937,0.419332,5.706133,1.000000,0.000000,0.000000,0.000000,0.111711,shared_fullimg_cam,743.445,701.887,43.127,6.668499,0.120484,L1_L2ground_size
103,3.400000,-0.561464,0.486238,5.685501,1.000000,0.000000,0.000000,0.000000,0.111139,shared_fullimg_cam,742.455,728.398,43.062,6.551065,0.106748,L1_L2ground_size
104,3.433333,-0.560552,0.487232,5.671711,1.000000,0.000000,0.000000,0.000000,0.110797,shared_fullimg_cam,742.280,729.242,43.034,6.562812,0.111183,L1_L2ground_size
105,3.466667,-0.563487,0.418402,5.666213,1.000000,0.000000,0.000000,0.000000,0.110345,shared_fullimg_cam,740.928,702.666,42.900,6.684601,0.131783,L1_L2ground_size
106,3.500000,-0.571300,0.351184,5.669247,1.000000,0.000000,0.000000,0.000000,0.113670,shared_fullimg_cam,738.009,676.460,44.169,6.860531,0.130624,L1_L2ground_size
107,3.533333,-0.579105,0.287140,5.681030,1.000000,0.000000,0.000000,0.000000,0.108344,shared_fullimg_cam,735.443,651.343,42.012,6.903631,0.146288,L1_L2ground_size
108,3.566667,-0.588137,0.246906,5.695645,1.000000,0.000000,0.000000,0.000000,0.108336,shared_fullimg_cam,732.526,635.496,41.901,6.888510,0.134901,L1_L2ground_size
109,3.600000,-0.591609,0.241679,5.711613,1.000000,0.000000,0.000000,0.000000,0.110065,shared_fullimg_cam,731.823,633.213,42.451,6.934004,0.126574,L1_L2ground_size
110,3.633333,-0.594994,0.215577,5.731734,1.000000,0.000000,0.000000,0.000000,0.114556,shared_fullimg_cam,731.323,622.854,44.028,6.956127,0.134420,L1_L2ground_size
111,3.666667,-0.593597,0.197157,5.759435,1.000000,0.000000,0.000000,0.000000,0.110799,shared_fullimg_cam,732.957,615.410,42.379,6.746931,0.105656,L1_L2ground_size
112,3.700000,-0.604485,0.186560,5.790651,1.000000,0.000000,0.000000,0.000000,0.109220,shared_fullimg_cam,730.039,610.972,41.550,6.683472,0.122157,L1_L2ground_size
113,3.733333,-0.609380,0.186930,5.820109,1.000000,0.000000,0.000000,0.000000,0.108822,shared_fullimg_cam,729.350,610.753,41.189,6.693094,0.128122,L1_L2ground_size
114,3.766667,-0.616476,0.193679,5.844703,1.000000,0.000000,0.000000,0.000000,0.111945,shared_fullimg_cam,727.646,612.999,42.193,6.719308,0.110294,L1_L2ground_size
115,3.800000,-0.620246,0.213355,5.864390,1.000000,0.000000,0.000000,0.000000,0.108851,shared_fullimg_cam,727.010,620.145,40.889,6.769790,0.098455,L1_L2ground_size
116,3.833333,-0.627565,0.226219,5.875543,1.000000,0.000000,0.000000,0.000000,0.108775,shared_fullimg_cam,724.708,624.816,40.783,6.921318,0.089577,L1_L2ground_size
117,3.866667,-0.630346,0.235304,5.877348,1.000000,0.000000,0.000000,0.000000,0.109169,shared_fullimg_cam,723.738,628.195,40.918,6.854524,0.101585,L1_L2ground_size
118,3.900000,-0.631780,0.268974,5.871979,1.000000,0.000000,0.000000,0.000000,0.110967,shared_fullimg_cam,722.984,640.907,41.630,6.737007,0.086580,L1_L2ground_size
119,3.933333,-0.632530,0.283345,5.863781,1.000000,0.000000,0.000000,0.000000,0.112335,shared_fullimg_cam,722.371,646.447,42.202,6.697679,0.101776,L1_L2ground_size
120,3.966667,-0.640982,0.338293,5.855304,1.000000,0.000000,0.000000,0.000000,0.106817,shared_fullimg_cam,718.847,667.274,40.187,6.771719,0.094458,L1_L2ground_size
121,4.000000,-0.647465,0.409210,5.844701,1.000000,0.000000,0.000000,0.000000,0.111086,shared_fullimg_cam,715.966,694.234,41.869,6.671766,0.102888,L1_L2ground_size
122,4.033333,-0.652838,0.488451,5.837039,1.000000,0.000000,0.000000,0.000000,0.111489,shared_fullimg_cam,713.618,724.342,42.076,6.776460,0.099979,L1_L2ground_size
123,4.066667,-0.671253,0.585264,5.835467,1.000000,0.000000,0.000000,0.000000,0.109652,shared_fullimg_cam,706.600,760.939,41.394,6.693996,0.133565,L1_L2ground_size
124,4.100000,-0.671310,0.581346,5.840416,1.000000,0.000000,0.000000,0.000000,0.112311,shared_fullimg_cam,706.793,759.274,42.362,6.699691,0.121608,L1_L2ground_size
125,4.133333,-0.676399,0.577098,5.853668,1.000000,0.000000,0.000000,0.000000,0.109585,shared_fullimg_cam,705.451,757.179,41.240,6.556148,0.108603,L1_L2ground_size
126,4.166667,-0.650220,0.466676,5.872792,1.000000,0.000000,0.000000,0.000000,0.112582,shared_fullimg_cam,716.100,715.052,42.230,6.754357,0.078531,L1_L2ground_size
127,4.200000,-0.651650,0.409277,5.896587,1.000000,0.000000,0.000000,0.000000,0.112174,shared_fullimg_cam,716.550,692.902,41.907,9.954758,0.308889,L1_L2ground_size
128,4.233333,-0.657400,0.409284,5.918862,1.000000,0.000000,0.000000,0.000000,0.112310,shared_fullimg_cam,715.326,692.329,41.800,10.476207,0.318218,L1_L2ground_size
129,4.266667,-0.659564,0.342966,5.934702,1.000000,0.000000,0.000000,0.000000,0.109399,shared_fullimg_cam,715.176,667.306,40.608,6.862682,0.097468,L1_L2ground_size
130,4.300000,-0.658180,0.269330,5.940454,1.000000,0.000000,0.000000,0.000000,0.108087,shared_fullimg_cam,715.926,639.876,40.082,6.977727,0.094680,L1_L2ground_size
131,4.333333,-0.649868,0.210003,5.934111,1.000000,0.000000,0.000000,0.000000,0.108755,shared_fullimg_cam,718.751,617.959,40.373,6.881244,0.079880,L1_L2ground_size
132,4.366667,-0.639529,0.158977,5.918231,1.000000,0.000000,0.000000,0.000000,0.111879,shared_fullimg_cam,721.952,599.175,41.644,6.717122,0.074539,L1_L2ground_size
133,4.400000,-0.632191,0.134850,5.898297,1.000000,0.000000,0.000000,0.000000,0.109007,shared_fullimg_cam,723.888,590.364,40.712,6.767516,0.079992,L1_L2ground_size
