frame,time,x,y,z,yaw,yaw_deg,pitch,pitch_deg,roll,roll_deg,scale
1,0.0,0.01756817733658175,-0.0474448221382132,3.982044708852399,-1.1733789120947653,-67.22965943268208,-0.030487855749835778,-1.74682546086925,0.010645925375047017,0.6099665930014221,1.1668370905035657
2,0.041667,0.01820613074478488,-0.04012494744047585,3.945346,-1.170369301428488,-67.05722144352683,-0.035306822257477735,-2.0229319033720317,0.018163689472007995,1.0407027471322647,1.1565527694818727
3,0.083333,0.02005629928965391,-0.030969164639707517,4.02883,-1.1673596907622104,-66.88478345437157,-0.0401257887651197,-2.299038345874814,0.025681453568968976,1.4714389012631075,1.1462684484601797
4,0.125,0.020944479886334588,-0.021388368876254175,3.999371,-1.164350080095933,-66.71234546521632,-0.04494475527276166,-2.5751447883775964,0.03319921766592995,1.90217505539395,1.1359841274384868
5,0.166667,0.021096353358128903,-0.01055486035456759,3.926271,-1.1613404694296554,-66.53990747606106,-0.04976372178040362,-2.8512512308803784,0.04071698176289093,2.332911209524793,1.1256998064167938
6,0.208333,0.020745637421935196,-0.0025509679734294906,3.788032,-1.158330858763378,-66.3674694869058,-0.05458268828804558,-3.1273576733831603,0.04823474585985191,2.763647363655635,1.1154154853951006
7,0.25,0.020056098263473966,0.003719899198785793,3.713842,-1.1553212480971005,-66.19503149775055,-0.05940165479568754,-3.4034641158859427,0.05575250995681289,3.1943835177864783,1.1051311643734076
8,0.291667,0.022064979570350425,0.008023628934672868,3.654944,-1.152311637430823,-66.02259350859529,-0.0642206213033295,-3.679570558388725,0.06327027405377388,3.625119671917321,1.0948468433517147
9,0.333333,0.022488211264777798,0.011478280394319596,3.639261,-1.1493020267645455,-65.85015551944004,-0.06903958781097147,-3.9556770008915074,0.07078803815073485,4.055855826048163,1.0845625223300217
10,0.375,0.02137173680393023,0.016099623181171897,3.6661704845232728,-1.1462924160982682,-65.6777175302848,-0.07385855431861342,-4.2317834433942885,0.07830580224769583,4.486591980179006,1.0742782013083287
11,0.416667,0.021079401411574397,0.013766892395124825,3.611024,-1.1465184565254491,-65.69066869276159,-0.07355308847947571,-4.214281540026276,0.0776188871328726,4.447234643215891,1.075437968788451
12,0.458333,0.02238896466261534,0.01438225026552054,3.591539,-1.1467444969526301,-65.7036198552384,-0.073247622640338,-4.196779636658263,0.07693197201804937,4.407877306252775,1.0765977362685732
13,0.5,0.022272787626153968,0.0143069449248362,3.566669,-1.1469705373798111,-65.71657101771521,-0.0729421568012003,-4.179277733290251,0.07624505690322614,4.36851996928966,1.0777575037486957
14,0.541667,0.022312820461092907,0.014245784448652108,3.559882,-1.1471965778069921,-65.729522180192,-0.07263669096206259,-4.161775829922237,0.07555814178840291,4.329162632326545,1.078917271228818
15,0.583333,0.02109791017797533,0.01360394415787603,3.572111,-1.147422618234173,-65.7424733426688,-0.07233122512292489,-4.144273926554225,0.07487122667357968,4.289805295363429,1.0800770387089402
16,0.625,0.022148340152658097,0.013225757870401107,3.57245,-1.147648658661354,-65.75542450514561,-0.07202575928378718,-4.126772023186213,0.07418431155875645,4.250447958400314,1.0812368061890625
17,0.666667,0.021465533231779525,0.011569658130398225,3.593751,-1.147874699088535,-65.76837566762241,-0.07172029344464947,-4.109270119818199,0.07349739644393322,4.211090621437198,1.0823965736691847
18,0.708333,0.018966804918281645,0.006587390439845668,3.583064,-1.148100739515716,-65.78132683009922,-0.07141482760551177,-4.091768216450187,0.07281048132910999,4.171733284474083,1.0835563411493072
19,0.75,0.014343101840775755,-0.0014384975914499601,3.617439,-1.148326779942897,-65.79427799257603,-0.07110936176637406,-4.074266313082174,0.07212356621428676,4.132375947510967,1.0847161086294295
20,0.791667,0.011509534994118668,-0.011477447038132778,3.7057440631091647,-1.1485528203700779,-65.80722915505282,-0.07080389592723635,-4.0567644097141615,0.07143665109946352,4.093018610547852,1.0858758761095517
21,0.833333,0.006518252975905809,-0.028129928268030537,3.752543,-0.9320188261760469,-53.40074516662458,-0.06025110817063724,-3.452134209163704,0.06337807202783971,3.631296040871354,1.1090053129939021
22,0.875,0.002314285437685362,-0.04632966724805521,3.797509,-0.7154848319820157,-40.994261178196325,-0.049698320414038134,-2.8475040086132473,0.05531949295621589,3.169573471194856,1.1321347498782524
23,0.916667,-0.006614400458279347,-0.06854454531631642,3.992577,-0.49895083778798455,-28.587777189768065,-0.03914553265743903,-2.2428738080627904,0.04726091388459207,2.7078509015183583,1.1552641867626026
24,0.958333,-0.016968668001375933,-0.09332199316792807,4.171454,-0.2824168435939538,-16.181293201339834,-0.02859274490083992,-1.638243607512333,0.039202334812968254,2.2461283318418603,1.178393623646953
25,1.0,-0.027911045561847845,-0.11973650829879347,4.307513,-0.06588284939992306,-3.7748092129115998,-0.01803995714424081,-1.0336134069618756,0.03114375574134444,1.7844057621653626,1.2015230605313034
26,1.041667,-0.03923651665190164,-0.1416200210132858,4.222079,0.15065114479410813,8.63167477551666,-0.007487169387641712,-0.4289832064114191,0.023085176669720618,1.3226831924888647,1.2246524974156536
27,1.083333,-0.05450083625912877,-0.17360266923518666,4.387206,0.3671851389881393,21.038158763944917,0.0030656183689573985,0.17564699413903817,0.015026597598096797,0.8609606228123665,1.2477819343000038
28,1.125,-0.07297282250358747,-0.20482366664708362,4.486279,0.5837191331821705,33.44464275237318,0.01361840612555651,0.7802771946894954,0.006968018526472983,0.3992380531358688,1.2709113711843543
29,1.166667,-0.08884852823383954,-0.23667399021811505,4.537605,0.8002531273762012,45.85112674080141,0.02417119388215562,1.3849073952399527,-0.0010905605451508316,-0.06248451654062891,1.2940408080687047
30,1.208333,-0.10905592236102164,-0.2630544985914766,4.518981658876199,1.016787121570232,58.25761072922964,0.034723981638754724,1.9895375957904096,-0.009149139616774653,-0.524207086217127,1.317170244953055
31,1.25,-0.11486837779223183,-0.27186464775692676,4.179788,1.0151311515979753,58.162730638818935,0.015505026070462176,0.888372555077794,-0.03987432536276283,-2.2846305542177654,1.2678805648755187
32,1.291667,-0.12779549694307057,-0.289341221757479,4.048166,1.0134751816257186,58.06785054840823,-0.003713929497830372,-0.21279248563482153,-0.07059951110875101,-4.045054022218404,1.2185908847979827
33,1.333333,-0.1398258916632826,-0.29816702762843594,3.837366,1.011819211653462,57.972970457997526,-0.02293288506612292,-1.3139575263474372,-0.10132469685473919,-5.805477490219042,1.1693012047204465
34,1.375,-0.15026152246750424,-0.3150675105876124,3.776330800776762,1.0101632416812052,57.87809036758682,-0.042151840634415474,-2.415122567060053,-0.13204988260072736,-7.565900958219681,1.1200115246429103
35,1.416667,-0.1635670904184865,-0.33231862165189013,3.703256,0.9955511885851971,57.04088139516449,-0.054096292339183095,-3.099489238341079,-0.12715880631631057,-7.285662929846071,1.136898109566097
36,1.458333,-0.1804528207375193,-0.3613615341854603,3.7898338038408284,0.980939135489189,56.20367242274216,-0.06604074404395072,-3.7838559096221047,-0.1222677300318938,-7.005424901472461,1.153784694489284
37,1.5,-0.19868028169004082,-0.3855850058755904,3.789141,0.9744834996689118,55.8337917361668,-0.04547260789493293,-2.605388515832924,-0.11367759510525978,-6.51324642472841,1.1415091664957078
38,1.541667,-0.21514960605942368,-0.4075491209523602,3.797987,0.9680278638486337,55.46391104959139,-0.024904471745915154,-1.426921122043743,-0.10508746017862577,-6.021067947984361,1.1292336385021318
39,1.583333,-0.22998304870272251,-0.4252350142907818,3.78076,0.9615722280283556,55.09403036301598,-0.0043363355968973755,-0.24845372825456224,-0.09649732525199176,-5.528889471240311,1.1169581105085555
40,1.625,-0.24823998916751946,-0.4472339374979646,3.840801191077305,0.9551165922080784,54.724149676440625,0.016231800552120413,0.9300136655346191,-0.08790719032535774,-5.036710994496261,1.1046825825149793
41,1.666667,-0.2556638497971659,-0.4516981572390807,3.723784,0.9735717353129161,55.78155148665778,0.06571087454533026,3.7649557795610558,-0.029145927486542017,-1.669938634973197,1.1168676171064054
42,1.708333,-0.265451861776441,-0.4647044556061671,3.698568,0.9920268784177537,56.83895329687494,0.1151899485385401,6.599897893587493,0.029615335352273703,1.6968337245498664,1.1290526516978314
43,1.75,-0.2728240237912999,-0.4740005340248805,3.651889,1.0104820215225914,57.8963551070921,0.16466902253174998,9.434840007613932,0.08837659819108942,5.06360608407293,1.1412376862892577
44,1.791667,-0.28470189175161564,-0.48581752514285176,3.643668,1.02893716462743,58.95375691730931,0.2141480965249598,12.269782121640368,0.14713786102990514,8.430378443595993,1.1534227208806838
45,1.833333,-0.29654244237347804,-0.49750882269029734,3.645236,1.0473923077322675,60.01115872752647,0.26362717051816964,15.104724235666804,0.20589912386872086,11.797150803119056,1.1656077554721098
46,1.875,-0.30660296439858126,-0.5060414245334118,3.628996,1.0658474508371052,61.06856053774363,0.31310624451137953,17.939666349693244,0.26466038670753655,15.163923162642119,1.1777927900635359
47,1.916667,-0.313780588542948,-0.5126774254184195,3.605026,1.0843025939419437,62.125962347960844,0.36258531850458936,20.77460846371968,0.32342164954635233,18.530695522165185,1.189977824654962
48,1.958333,-0.3262389259603701,-0.5265588987364009,3.640976,1.1027577370467814,63.183364158178,0.4120643924977992,23.609550577746116,0.382182912385168,21.897467881688243,1.2021628592463882
49,2.0,-0.33884682673447125,-0.5447576855010574,3.691742,1.121212880151619,64.24076596839515,0.461543466491009,26.444492691772552,0.44094417522398366,25.264240241211304,1.2143478938378143
50,2.041667,-0.39578108857227895,-0.6291025847380747,4.212453840077105,1.1396680232564567,65.29816777861232,0.5110225404842189,29.279434805798992,0.49970543806279943,28.631012600734373,1.2265329284292403
51,2.083333,-0.34897157886429,-0.5522621030542482,3.638322,1.1682208945806902,66.93412679847101,0.5216121314195358,29.88617367316264,0.5328335371317776,30.529112860678094,1.2234250604484795
52,2.125,-0.3508854223692669,-0.5512278730790695,3.5916,1.1967737659049238,68.57008581832972,0.5322017223548526,30.49291254052629,0.5659616362007557,32.42721312062181,1.2203171924677187
53,2.166667,-0.35698433377438366,-0.5580590339706537,3.597832,1.2253266372291574,70.2060448381884,0.5427913132901695,31.099651407889944,0.5990897352697339,34.32531338056553,1.217209324486958
54,2.208333,-0.36177476423056604,-0.563340622810135,3.596673,1.25387950855339,71.84200385804705,0.5533809042254864,31.706390275253593,0.6322178343387119,36.22341364050924,1.2141014565061972
55,2.25,-0.3655846352452744,-0.5690799806621832,3.60265,1.2824323798776236,73.47796287790575,0.5639704951608033,32.31312914261725,0.6653459334076901,38.12151390045297,1.2109935885254366
56,2.291667,-0.3685997779044703,-0.5741398282891077,3.60534,1.3109852512018572,75.11392189776446,0.5745600860961202,32.9198680099809,0.6984740324766683,40.019614160396685,1.2078857205446758
57,2.333333,-0.3891430255937242,-0.6061981631694066,3.780144,1.3395381225260898,76.7498809176231,0.585149677031437,33.52660687734455,0.7316021315456465,41.91771442034041,1.204777852563915
58,2.375,-0.3843009501624685,-0.5997020545487488,3.709504,1.3680909938503234,78.38583993748179,0.5957392679667539,34.1333457447082,0.7647302306146245,43.81581468028413,1.2016699845831542
59,2.416667,-0.37983753548808236,-0.5927649016307537,3.648889,1.396643865174557,80.0217989573405,0.6063288589020708,34.74008461207185,0.7978583296836026,45.71391494022784,1.1985621166023934
60,2.458333,-0.3947690312337059,-0.6163502012321571,3.790108320393057,1.4251967364987905,81.65775797719918,0.6169184498373876,35.3468234794355,0.8309864287525808,47.61201520017156,1.1954542486216326
61,2.5,-0.39160564171323764,-0.6145079120722978,3.7467422839656037,1.4469607884334668,82.90474629815967,0.6155430070614892,35.26801641341476,0.7931249889093538,45.442714490866194,1.1509373263060958
62,2.541667,-0.3888210169387579,-0.6123450829269759,3.7105577676880763,1.4486537709870753,83.00174705327072,0.6669731899112447,38.21474883029186,0.8340215683663517,47.7859158902736,1.1693986696190841
63,2.583333,-0.39047833832958273,-0.6160196612297189,3.7250468451204597,1.4737877243859652,84.4418165055056,0.6729304416142252,38.556074210369765,0.8845680387909999,50.68201531488878,1.1823354691712553
64,2.625,-0.38894383525635157,-0.6078111329171203,3.6551536186650586,2.2077453138770204,126.49448872493849,-0.1459456149746625,-8.362067776489468,0.8198031352415366,46.97125968093269,1.0315976564563605
65,2.666667,-0.3900151872903972,-0.613952288151871,3.6630645392529124,2.2201312503944717,127.2041506127054,-0.14570684101296072,-8.348387036226338,0.8631396850361603,49.454261082823166,1.0273981292867982
66,2.708333,-0.3978240495316502,-0.6321935004885202,3.736386984877069,2.2406411630978846,128.37928204879273,-0.13302913139945222,-7.622007781479871,0.8155502594083001,46.727587844895055,1.0369603176459903
67,2.75,-0.49388323848442744,-0.7934511858223893,4.651959229337298,-1.1572558704792555,-66.30587719519957,0.21223451522686332,12.160141989504273,-0.3981685221076547,-22.813375851730026,1.265318082747124
68,2.791667,-0.3965189112206855,-0.64360744067848,3.738187755579855,0.8315037985087801,47.64165830364949,-0.20697600300991098,-11.858851432954923,-0.21427366119809618,-12.276976447467021,1.0863382757126765
69,2.833333,-0.38802450131795707,-0.6349721978151588,3.659234346040728,0.8026783452847681,45.990081491361835,-0.13628984699353433,-7.8088330232132686,-0.22616397495425283,-12.958241242781144,1.0456588210234483
70,2.875,-0.3854720024804355,-0.6332701184312532,3.6351632465027013,0.8025485968884061,45.9826474558517,-0.13594004889254752,-7.788791068345033,-0.22568705983753878,-12.930916019407439,1.0386869172862798
71,2.916667,-0.38353148051641006,-0.6346102301567028,3.6159383462414767,0.7896093219731188,45.241281613246244,-0.19877329338497007,-11.38887079087447,-0.18422383588458366,-10.555248281897368,1.0381541001217238
72,2.958333,-0.3854319530083963,-0.6401662137682749,3.633652792597339,0.7610447432521017,43.604651808962764,-0.12329596467307077,-7.06433840676105,-0.19581207848323398,-11.219205674773745,1.0238808203107206
73,3.0,-0.3876428736366871,-0.6426475035208129,3.6324332122464194,0.7735786477523496,44.322791637647,-0.09415666963279955,-5.394779782967017,-0.16754709059274106,-9.599741160660122,1.0080944007965325
74,3.041667,-0.38761050389904006,-0.6450666948702037,3.632129974540243,0.773470807727278,44.31661285934781,-0.0938082345207973,-5.37481592161512,-0.16710595472145215,-9.57446593704344,1.0079221951434745
75,3.083333,-0.39096253222304744,-0.6489843234727278,3.6417384323415014,0.7583709917413368,43.45145713192921,-0.06997275886945974,-4.009143764106641,-0.13751779027900474,-7.879188990952151,0.9971590958663252
76,3.125,-0.3899389422447308,-0.6534186258115974,3.652639992287873,0.7335791546765038,42.030989501738276,-0.07778212724590865,-4.456587612740095,-0.13880469372403853,-7.952923126993434,1.0017263574644457
77,3.166667,-0.3948135296601575,-0.6601355797045816,3.6762015401389863,0.7306494681677522,41.863130829490395,-0.07565121801963302,-4.334495507549014,-0.136464109013665,-7.818817501496181,1.0074323382271486
78,3.208333,-0.38984431899033156,-0.6521656155202394,3.630378063945583,0.7410901316800969,42.461336784063974,-0.13927215535661733,-7.979706705624493,-0.09771394938632624,-5.598596899391434,1.000890572099828
79,3.25,-0.38934073587019274,-0.6515534416516545,3.6269973837316583,0.767999762943707,44.003145083722124,-0.1327891142501605,-7.6082558118146935,-0.09623166496399523,-5.51366825795388,0.9979724686413266
80,3.291667,-0.3861664341778061,-0.6498620631826217,3.6175595030647,0.7432066919410558,42.58260675410203,-0.13769376313291826,-7.889271492790268,-0.09751221659621227,-5.587038461928505,0.9968520350388586
81,3.333333,-0.38585580603640957,-0.6498746145683,3.6161910656007215,0.7572436122088493,43.386863042808244,-0.16235970025933422,-9.302525587868947,-0.12873101341026244,-7.375743760850041,1.011118891981509
82,3.375,-0.3854916144698034,-0.6489992230775521,3.612752263288054,0.7416684364985273,42.49447120943212,-0.1392375812998738,-7.977725758092443,-0.09764876902027271,-5.594862339509449,0.9960037523836044
83,3.416667,-0.38792679742533975,-0.6544932950692938,3.657140329235503,0.7476083745665596,42.83480459129946,-0.10172738211755067,-5.828549656250257,-0.16795707468250337,-9.623231518671014,1.0167610493768626
84,3.458333,-0.38582721868218356,-0.6485151158732683,3.638854560263136,0.758839589890691,43.47830582817485,-0.12232752723549567,-7.008851028865533,-0.19495230358372623,-11.169944201700666,1.0252604068515239
85,3.5,-0.38536785641474003,-0.6471863858532895,3.6576842459234054,0.8537745462126174,48.91767815368004,-0.15642582938580837,-8.96253983064031,-0.27326701372150036,-15.657046566385526,1.0725225919045827
86,3.541667,-0.38035922985055104,-0.6375159721612935,3.630854394751778,0.8847869631002352,50.69455875384078,-0.2196495161055276,-12.584990244937535,-0.2619376830059404,-15.00792373167601,1.0808281245507556
87,3.583333,-0.37885285826910636,-0.631407253252745,3.639831230722132,0.8720116802726121,49.962588965732024,-0.17083493161427513,-9.788120574904005,-0.29866652975156055,-17.112331636582855,1.082766799303465
88,3.625,-0.3764271861026414,-0.6241090833606417,3.6419056499957874,0.9366676412034289,53.66710264743057,-0.23349433653102572,-13.378240023435092,-0.3151935381198193,-18.059259464061476,1.1143699480986866
89,3.666667,-0.3822608341781092,-0.6283972510059241,3.7245002236279268,0.9695098106208846,55.5488203451044,-0.2331468944495741,-13.358333058542675,-0.33872015754971146,-19.407235463604774,1.152268101699819
90,3.708333,-0.39165695648635696,-0.6366781717333122,3.819675207263257,2.1069551241008044,120.7196362344387,-0.07834720333386717,-4.488964087683882,0.5966544447233875,34.185781510371775,1.0654243279620919
91,3.75,-0.37548507238430706,-0.613772075851545,3.7273377381890667,1.2544294062812469,71.87351067701708,0.5562057509376598,31.868242069632537,0.6501912390079793,37.25321387153899,1.13708344841392
92,3.791667,-0.36958430350481813,-0.6055173984912757,3.730893109076906,1.1451368771901294,65.61151002778529,0.5368830820086542,30.761134691071945,0.5060795796713929,28.99622401292551,1.0938195146592524
93,3.833333,-0.35867264138527716,-0.5867272399330454,3.6842478804465664,1.1173330809634292,64.0184698495536,0.5153669670161856,29.528352110485336,0.49143542805362594,28.157175930677784,1.0938668192037402
94,3.875,-0.3489505333280171,-0.5758418934150696,3.687507002498241,1.119223015981957,64.12675514966922,0.476499736746289,27.301423854657145,0.5351972103292908,30.664541359043792,1.1247429179270003
95,3.916667,-0.34156963560814024,-0.564479901412609,3.7034365434889143,1.0240497643439337,58.67372950827394,0.40987332009583255,23.484011376505837,0.36500928116525666,20.913491293873218,1.0752963585501794
96,3.958333,-0.3315004809727465,-0.5539601842308035,3.7318378835565613,0.9033514571158081,51.758225909728985,0.01745198761094466,0.9999252342217296,-0.2190487431033023,-12.55056848746462,1.0589995248085824
97,4.0,-0.3155261994976837,-0.5302268285662969,3.7075701457635004,0.9459721913379395,54.20021410040591,0.01625913075026835,0.9315795705417522,-0.17623513661590276,-10.097529530002706,1.0919498300333377
98,4.041667,-0.298502081672585,-0.507137098065481,3.669304377198814,0.9282922631493618,53.187228833106026,0.03545202396870505,2.0312513486034343,-0.09958813870857197,-5.705980037564599,1.0577896832946254
99,4.083333,-0.28356421808526133,-0.4815982949163242,3.6547619155214948,0.9627176525223771,55.15965835227432,-0.008309334374889323,-0.47608979024413434,-0.12696418894255485,-7.274512175709947,1.0894704289248476
100,4.125,-0.266081660189024,-0.4535007308282746,3.6203192342046866,0.9695415069460909,55.550636410764795,0.0006881132895028195,0.039425987315375326,-0.020697010946417002,-1.1858513757657598,1.084097501038191
