frame,time,x,y,z,yaw,yaw_deg,pitch,pitch_deg,roll,roll_deg,scale
33,1.3333333333333333,-0.101273222,-0.275216176,3.826166086,-0.1288891119677067,-7.384802140938703,-0.04233300689817636,-2.425502629363706,-0.02018979965572938,-1.156790309487976,1.1721328595900389
34,1.375,-0.115906319,-0.297882464,3.807473085,-0.13401075489339132,-7.678250664753467,-0.048199709064504666,-2.761639903154575,-0.019396367023134825,-1.1113299683123539,1.1588806162791225
35,1.4166666666666667,-0.131536177,-0.320218635,3.789763156,-0.1389443790709337,-7.960926507830348,-0.05337708408414434,-3.0582816407363898,-0.015372581311498417,-0.8807840293705432,1.152609820845119
36,1.4583333333333333,-0.148018693,-0.342071511,3.774157935,-0.1428567266648093,-8.185087512947582,-0.05388644982131239,-3.087466147704689,0.0016463293298787545,0.09432772229065368,1.1667689222694637
37,1.5,-0.165156044,-0.363338493,3.761908051,-0.15031384024761474,-8.612348648592013,-0.058108019881475265,-3.3293442950708108,-0.0013984252323624537,-0.08012386377897006,1.137702742294806
38,1.5416666666666667,-0.182688131,-0.383919844,3.753504793,-0.16218943743836967,-9.292770246819687,-0.06865771777999889,-3.9337974597942487,-0.03332748508069872,-1.9095242369092547,1.133882041402479
39,1.5833333333333333,-0.200334438,-0.403713093,3.748183054,-0.1693540969351961,-9.703274997636166,-0.083239955472393,-4.76929813542502,-0.038350809332633816,-2.197339515670847,1.1312406455529076
40,1.625,-0.217817928,-0.422623329,3.745014995,-0.1763157856759241,-10.102150380763625,-0.1054984619114556,-6.044616612648073,-0.04075208246134916,-2.3349223314044107,1.1099330423267368
41,1.6666666666666667,-0.234885151,-0.440569009,3.743379384,-0.18831644060558572,-10.789737259626103,-0.1313074856926926,-7.523364748665727,-0.059209575072848415,-3.392458758437218,1.088581069510152
42,1.7083333333333333,-0.251330598,-0.457504779,3.742852759,-0.20152289961361047,-11.546411623098448,-0.15692966910528897,-8.991407720117603,-0.07909030044120441,-4.531540415702685,1.0912907771257203
43,1.75,-0.266999574,-0.473407743,3.743283953,-0.21454406417547967,-12.292469396838866,-0.18129939183183666,-10.387689980252832,-0.09659225280832123,-5.53432841957748,1.0706394198563038
44,1.7916666666666667,-0.281790497,-0.488261993,3.744595534,-0.22303085067621486,-12.778726444959595,-0.20042687590998667,-11.483614090634507,-0.09916736632962474,-5.681871556115243,1.0739004498684885
45,1.8333333333333333,-0.295643849,-0.502088232,3.746914701,-0.23822495391189058,-13.64928443384988,-0.22083101680492473,-12.652685248504744,-0.11387299939272805,-6.524442265699103,1.07569219823294
46,1.875,-0.308547424,-0.514942544,3.750329416,-0.25367290481802396,-14.53438682289662,-0.24815266701722108,-14.218100495002036,-0.1303836288550727,-7.470431650995804,1.061192038419896
47,1.9166666666666667,-0.320505132,-0.526905723,3.754848004,-0.26334819016078903,-15.088739838621844,-0.2744818127418345,-15.726649423207299,-0.13424117040250502,-7.6914525009600405,1.0439491234051377
48,1.9583333333333333,-0.331512670,-0.538065047,3.760602345,-0.2797540887830414,-16.028728588796398,-0.29925197848728163,-17.145875378260943,-0.1470345110617562,-8.424456926608247,1.0550020414176706
49,2.0,-0.341544089,-0.548515176,3.767873974,-0.29824405094507966,-17.088125384037777,-0.3217911441223177,-18.43727444289481,-0.16257313471303841,-9.31475448126888,1.0646546472664884
50,2.0416666666666665,-0.350616501,-0.558493033,3.776411795,-0.31431137656301233,-18.008715330007746,-0.34550070396377314,-19.795732155923073,-0.17764734070026214,-10.178442863847636,1.0528601973974718
51,2.0833333333333335,-0.358711115,-0.568215906,3.785556969,-0.3178929916090425,-18.213926755985828,-0.36367181115899794,-20.836859907289256,-0.1765332084984774,-10.114607790865751,1.0584038114336347
52,2.125,-0.365745018,-0.577768600,3.794584295,-0.31977522791369495,-18.321770952288713,-0.38480281560795165,-22.04757727908647,-0.17792682064878165,-10.194455885356337,1.0441597533498288
53,2.1666666666666665,-0.371596388,-0.586909225,3.803052789,-0.3283093434904045,-18.810739756711026,-0.4070345185985421,-23.321360031835674,-0.19184443403262866,-10.991876393145558,1.0588227189167583
54,2.2083333333333335,-0.376109901,-0.594858054,3.810860112,-0.33806905217090755,-19.369929873381043,-0.4302884759742112,-24.653713646438625,-0.21162644208833242,-12.125301965031179,1.0521777607189833
55,2.25,-0.379340818,-0.601474833,3.817997661,-0.34374290469984725,-19.69501767686892,-0.4474315262430552,-25.635938074823997,-0.2274753507568845,-13.033377541627518,1.0650924541993931
56,2.2916666666666665,-0.381519909,-0.606954398,3.824854160,-0.3386397368887595,-19.402627699146574,-0.46438586644510077,-26.607350212830188,-0.23582142332448924,-13.511572275261184,1.0539730958878746
57,2.3333333333333335,-0.382890715,-0.611601635,3.831252951,-0.3379530684919305,-19.36328449808326,-0.48288658519617933,-27.667363315225533,-0.25326186219030855,-14.510835815128559,1.0710186614868933
58,2.375,-0.383682849,-0.615661444,3.836341092,-0.33461820124881614,-19.172210679816377,-0.5086795773584669,-29.14519290713862,-0.276343037720072,-15.833289759184638,1.0695789169545173
59,2.4166666666666665,-0.384068568,-0.619312372,3.839409648,-0.3224004424851534,-18.47218466754953,-0.529959883341499,-30.364464626713357,-0.29230513638185046,-16.74785064467596,1.0533951525525045
60,2.4583333333333335,-0.384247664,-0.622608576,3.840316164,-0.3219918503500532,-18.448774062666047,-0.5417544157932537,-31.040241557528987,-0.3150220485665432,-18.04943383642817,1.053943229261398
61,2.5,-0.384315157,-0.625585381,3.839493282,0.23904955819803764,13.696530779214505,-0.27980390294134205,-16.031582729827022,-0.5644255786321566,-32.33920350485195,1.043621609522808
62,2.5416666666666665,-0.384254931,-0.628413980,3.837509933,0.2349165538136213,13.459727071278385,-0.2872874259684425,-16.460357015168842,-0.5919224157235625,-33.91465622014829,1.0368861373484448
63,2.5833333333333335,-0.384050236,-0.631175397,3.834826806,0.2376721402240478,13.617610542679428,-0.29963808570298683,-17.167997692160398,-0.609387530461747,-34.91533358335799,1.0239251329491805
64,2.625,-0.383688629,-0.633892427,3.831756295,0.21556991973695228,12.35124659090127,-0.3164704997878623,-18.132423978240325,-0.6138192364782585,-35.16925163414684,1.0501872701080788
65,2.6666666666666665,-0.383159395,-0.636546263,3.828556159,0.13987453017573603,8.014220240444951,-0.363669845165281,-20.836747264146727,-0.5865018521752154,-33.60408080624555,1.0387563776085924
66,2.7083333333333335,-0.382479344,-0.639081086,3.825490772,0.05233817389150053,2.998756471404776,-0.42560190257554564,-24.385192770316806,-0.5490668833579166,-31.45921508681048,1.0375350573474231
67,2.75,-0.381683515,-0.641431429,3.822674157,-0.062296575072732896,-3.5693308297874844,-0.48740928465527494,-27.926494906237814,-0.5683251367237243,-32.562631725464875,1.0346842326344732
68,2.7916666666666665,-0.380822411,-0.643553145,3.820111433,-0.08736890551196508,-5.005869546512874,-0.5128714085618131,-29.385367143521606,-0.5636657931514608,-32.29567100347277,1.012705506851596
69,2.8333333333333335,-0.379929405,-0.645427459,3.817723928,-0.11386157182002954,-6.5237875140134,-0.49109434790401363,-28.137633477629308,-0.5779020580734138,-33.11134889953081,1.0527698056423662
70,2.875,-0.379013890,-0.647070673,3.815593532,-0.06823362299069435,-3.9094986182536084,-0.46792322734894337,-26.81002606323495,-0.5990450094236691,-34.322750778350866,1.0480478714001475
71,2.9166666666666665,-0.378081699,-0.648527902,3.813758828,-0.004637752639998549,-0.2657236526975723,-0.4549064767157271,-26.064221188977417,-0.6299628379158484,-36.094211862662064,1.0397883217017623
72,2.9583333333333335,-0.377149091,-0.649863216,3.812285368,0.008659273952096314,0.4961398511026874,-0.49769375903547114,-28.51575188273348,-0.7842428307841572,-44.9338043173246,0.9798193694730298
73,3.0,-0.376258657,-0.651149889,3.811239763,0.012727538495770574,0.7292342393979383,-0.524213636809954,-30.03522895241414,-0.7941671510296778,-45.50242598192917,0.9708155781202858
74,3.0416666666666665,-0.375444401,-0.652412469,3.810578079,-0.018646986812284716,-1.0683936449800189,-0.551490700016736,-31.598089551674327,-0.7763933739585571,-44.48406356974756,0.9715947339252721
75,3.0833333333333335,-0.374737319,-0.653637569,3.810295573,-0.063435073136211,-3.6345619638085966,-0.5836613546792825,-33.44133228801111,-0.7712855332956378,-44.191405857336974,0.9781442160606317
76,3.125,-0.374160958,-0.654787102,3.810482616,-0.08282852846614075,-4.745725104389063,-0.6190079640714735,-35.46654382628113,-0.7609099105887814,-43.596926466414004,0.9864188042465749
77,3.1666666666666665,-0.373733960,-0.655805625,3.811115115,-0.08160038407384063,-4.6753576140776065,-0.6830037332303505,-39.13323130577826,-0.7831733589638294,-44.872528095711644,0.9805100744520345
78,3.2083333333333335,-0.373470547,-0.656628838,3.812093593,-0.08237976396185509,-4.720012792298214,-0.7082328575181925,-40.57875364828261,-0.7890925369215378,-45.211672010875205,0.9802034734608478
79,3.25,-0.373380201,-0.657192131,3.813324494,-0.10614524093685596,-6.081674321081098,-0.7261119697420848,-41.60315132015239,-0.7685723967678277,-44.03595458505068,0.9751354693385071
80,3.2916666666666665,-0.373470527,-0.657430992,3.814776879,-0.14384052126021718,-8.241454791172234,-0.7504664176740653,-42.998558399025995,-0.7394413340471687,-42.36686763842603,0.9746604548671346
81,3.3333333333333335,-0.373741589,-0.657290828,3.816447618,-0.15741695762791075,-9.019327295868997,-0.7610782229706015,-43.60657005553209,-0.7387034933327868,-42.324592479539035,0.9862972074772528
82,3.375,-0.374170165,-0.656746593,3.818384779,-0.133439296240903,-7.645508495799653,-0.7348787296371864,-42.10544966214626,-0.7637486716782341,-43.759575495885606,0.9774978857966884
83,3.4166666666666665,-0.374698103,-0.655816886,3.820707650,-0.03422547553580513,-1.9609753000298837,-0.6418170442621702,-36.7734078557835,-0.8379612711956732,-48.01164423492947,0.9830978343709729
84,3.4583333333333335,-0.375219061,-0.654564969,3.823465446,0.1441163730802577,8.25725993623156,-0.4543304741637556,-26.031218673760687,-0.9167074888369245,-52.5234701583918,0.98247902357249
85,3.5,-0.375580783,-0.653064997,3.826503984,0.3163222660536342,18.123930810887593,-0.24287632888252433,-13.915788588599982,-0.9569335539834146,-54.82825391770398,0.9798641631148616
86,3.5416666666666665,-0.375612967,-0.651330661,3.829715196,0.4759970372812359,27.272621296946117,-0.06361284660692036,-3.644747633389636,-0.7934240551884306,-45.459849726451985,1.023715227189686
87,3.5833333333333335,-0.375142348,-0.649261879,3.833013824,0.5707735346164506,32.70291459128681,0.06003258982572739,3.4396140302541856,-0.7640836307175413,-43.77876723514766,1.0176291351517557
88,3.625,-0.374049043,-0.646712449,3.836378861,0.6109065071005788,35.00236453394202,0.12424188365705943,7.1185355723049035,-0.7276179008169354,-41.68943481497894,1.0194941607858001
89,3.6666666666666665,-0.372250634,-0.643520270,3.839855286,0.6853011619191824,39.2648642733806,0.1351062717675371,7.741019158027385,-0.46352821951075407,-26.55821066317979,1.0436180009588558
90,3.7083333333333335,-0.369673746,-0.639481021,3.843410715,0.7332256947635738,42.010737740500325,0.1547618623800635,8.867201543962109,-0.3624468161113715,-20.766672861135834,1.0053483445550284
91,3.75,-0.366254704,-0.634409123,3.846752382,0.7743953360126716,44.36958442814133,0.14497137372683652,8.306247864761481,-0.33560520997085874,-19.22876211393202,0.9736147431252368
92,3.7916666666666665,-0.361898409,-0.628105145,3.849340553,0.8082420981415224,46.30886104830771,0.12443065493958638,7.129351370086969,-0.3174181635400623,-18.186721111638917,0.9912726148998316
93,3.8333333333333335,-0.356446648,-0.620302219,3.850646887,0.8371234809088994,47.96364238738028,0.1004408139862806,5.754834732272449,-0.2965474233679123,-16.99091578446058,1.0111892494665866
94,3.875,-0.349655397,-0.610617072,3.850126696,0.8659889900266453,49.61751423332352,0.06827853193356442,3.912071711142458,-0.2651930846425259,-15.194444506072342,1.0260126991269074
95,3.9166666666666665,-0.341294810,-0.598707400,3.847711186,0.8859815185192526,50.76300173774496,0.047528811177182176,2.7232002857267528,-0.23627054771616673,-13.537305207380685,1.0416236414730482
96,3.9583333333333335,-0.331174620,-0.584317163,3.843798506,0.9072582971552592,51.98207135522225,0.019687164849658288,1.1279914564637257,-0.2037706979569982,-11.675200981371063,1.037567080747169
97,4.0,-0.319098118,-0.567240921,3.839045309,0.9207624602360225,52.75580290560637,0.0035334746009351554,0.20245318165025722,-0.17177713268733266,-9.842104719842899,1.0771608907938204
98,4.041666666666667,-0.304879080,-0.547486826,3.833446258,0.9302351190127194,53.298546274278664,-0.008069442403213846,-0.4623449927280576,-0.14544260062975,-8.333247177491444,1.0753200133471021
99,4.083333333333333,-0.288649093,-0.525499155,3.827369123,0.93969609040139,53.84062000494352,-0.025052888128366174,-1.435424754368786,-0.12184949808790593,-6.981461976224405,1.1004336091596998
100,4.125,-0.270599249,-0.501680495,3.821213415,0.9523058963367834,54.56310866552057,-0.05525037737339234,-3.16561344000048,-0.09473360785620442,-5.427835908207892,1.1247935439644525
101,4.166666666666667,-0.251070918,-0.476421000,3.815553616,0.018479252564755466,1.0587831805167902,-0.093971499357903,-5.384170307724167,-0.005430717759813311,-0.31115720736404384,1.0793459524480358
102,4.208333333333333,-0.230611089,-0.450092150,3.811086562,0.018827882171484678,1.0787581855956798,-0.08717029389102227,-4.994489938870599,-0.00501198239506895,-0.2871654382313208,1.0817146473999146
103,4.25,-0.209740697,-0.423088379,3.808407548,0.019157245446429272,1.097629311176612,-0.07597031059638319,-4.352778165470753,-0.004826702783721853,-0.27654969847130795,1.0968928108373235
104,4.291666666666667,-0.188946727,-0.395815171,3.808008421,0.019420603250273505,1.1127186018387207,-0.06714979020877805,-3.8473995741518814,-0.003992451124381864,-0.22875059933934092,1.1005018179475878
105,4.333333333333333,-0.168687061,-0.368666060,3.810357686,0.019549296811859573,1.1200921997681093,-0.05860083337002506,-3.3575804280518327,-0.002775714784353344,-0.15903674227551204,1.1097278968631337
106,4.375,-0.149359678,-0.341997363,3.816060847,0.019559103008777612,1.120654053464587,-0.055120710019133407,-3.158184047860815,-0.0013843964615746212,-0.07932007442107084,1.1136080742338763
107,4.416666666666667,-0.131285708,-0.316151306,3.826071605,0.019757497084290865,1.1320211966718963,-0.051387546741898625,-2.9442895478420357,-0.0012903684134336945,-0.07393266410674282,1.13043264979078
108,4.458333333333333,-0.114704358,-0.291430440,3.840557874,0.020202453276358945,1.1575153085456096,-0.04592933630780337,-2.6315571262741084,-0.001697643626279643,-0.09726781490310794,1.1536575384016918
109,4.5,-0.099767969,-0.268069312,3.858059899,0.020814514202037948,1.192583816391887,-0.04032929865328593,-2.3106986035559185,-0.0014599426129035431,-0.0836485500506747,1.1831994127192196
110,4.541666666666667,-0.086541634,-0.246214671,3.877175605,0.02151472508177843,1.232702944570159,-0.0344529534555859,-1.9740088247657372,-0.001046434371561858,-0.05995627302791908,1.224294350742984
111,4.583333333333333,-0.075021896,-0.225907490,3.897065875,0.022205054990805717,1.2722559348290725,-0.03009024951992132,-1.7240443019870433,-0.0009420332323483757,-0.05397452837462878,1.2646308227630754
112,4.625,-0.065130700,-0.207068725,3.917066564,0.023016949727071356,1.3187740766259808,-0.02720269004368618,-1.558599330905763,-0.0007281828061344192,-0.04172180150549525,1.2908509427816048
113,4.666666666666667,-0.056707948,-0.189529378,3.936548064,0.023828426362317412,1.3652682629990567,-0.024446609228379428,-1.4006875321917112,-0.0004463424556715849,-0.025573538927486848,1.3125290198032842
114,4.708333333333333,-0.049525290,-0.173040478,3.954833979,0.024588759934245363,1.408832167692635,-0.02119205378074869,-1.2142152408511595,-0.00029591908387751893,-0.01695491458355964,1.327967183036965
115,4.75,-0.043324361,-0.157297694,3.971107188,0.025332765464293416,1.451460544498782,-0.018463576436240105,-1.0578850045137553,-0.00032960097757944333,-0.018884744938688174,1.328967925439024
116,4.791666666666667,-0.037851571,-0.141940795,3.984187006,0.02611408993618536,1.4962271391684783,-0.013575575028561701,-0.7778231535997775,-0.0002716254871077431,-0.015562994019458832,1.3211468018656736
117,4.833333333333333,-0.032771560,-0.126572081,3.993631051,0.026882582316223314,1.5402585091326169,-0.0062243038483647695,-0.3566263409183376,-6.294885942606174e-05,-0.0036067039702756473,1.3084258342270607
118,4.875,-0.027793550,-0.110827031,4.000054959,0.027611219672230014,1.5820063544273721,-0.0005078617121728883,-0.029098332683794286,7.39750761707209e-05,0.004238459653741095,1.285699795551872
119,4.916666666666667,-0.022692160,-0.094532430,4.004150725,0.028301978769713187,1.6215839353734236,0.0029866576570303158,0.17112287859826802,-3.8501542193842445e-05,-0.0022059758724520327,1.258219527073685
120,4.958333333333333,-0.017396639,-0.077835006,4.006363635,0.02895415790637257,1.658951047390492,0.0038024879121329957,0.21786650901473287,1.4772476157368473e-05,0.0008464005367748496,1.234170593158306
121,5.0,-0.012145160,-0.061418565,4.007053633,0.029578671484495,1.694733039665521,0.000677247083350339,0.03880339956351911,0.00010935420532834563,0.006265534437321223,1.2084553276815675
122,5.041666666666667,-0.007674055,-0.046823836,4.006601621,0.030217392264905385,1.7313290446703382,-0.004240343073611447,-0.2429537618054673,0.00014573031101217655,0.00834973176812658,1.1878744409567892
123,5.083333333333333,-0.004226961,-0.034932775,4.005512784,0.030898532406491874,1.7703555000401874,-0.008052673412390384,-0.4613842003271797,0.00023175100647132446,0.01327835456871592,1.1696616956290542
124,5.125,-0.001766338,-0.025893194,4.003818522,0.03158695886956142,1.8097994308791912,-0.010203182402208591,-0.5845992892487051,-0.0004302029965165325,-0.02464881603427857,1.1523582506855332
125,5.166666666666667,-0.000111762,-0.019388777,4.001813852,0.03225421255353522,1.848030250835446,-0.010747803032146787,-0.6158037527799199,-0.00021931737670721245,-0.012565960059204061,1.1383004483333228
126,5.208333333333333,0.000973988,-0.014909974,3.999684327,0.03286511282281879,1.8830322579688,-0.010148251224905841,-0.5814519646255727,-0.00014629254282952998,-0.008381945278368903,1.1245908300642733
127,5.25,0.001660504,-0.011929512,3.997600928,0.03341142743343406,1.914333779443388,-0.009907740483491476,-0.5676717142149672,-0.0001677707756310739,-0.009612557369296816,1.1156255485552622
128,5.291666666666667,0.002066301,-0.009997426,3.995997149,0.03389184094416775,1.9418594460294913,-0.006987641043304449,-0.4003623405337362,-0.0002798810556367618,-0.01603600325365263,1.10641733740874
129,5.333333333333333,0.002260282,-0.008763463,3.994877660,0.034306499003262214,1.9656176027566903,-0.00457437606770706,-0.26209244258526426,-0.00026839565663311176,-0.015377938364719722,1.0970523830220336
130,5.375,0.002281405,-0.007972785,3.994402978,0.03464454371769765,1.984986138180546,-0.0024242797017364546,-0.13890099526873287,-0.00038348122040450457,-0.02197185545170422,1.0855907379119967
131,5.416666666666667,0.002150848,-0.007446663,3.994808108,0.03490096245950891,1.999677849874386,-0.0034829551879614847,-0.19955863250338743,-0.00040791844822173724,-0.023372005468631343,1.0812456216217239
132,5.458333333333333,0.001874393,-0.007072171,3.996023428,0.03507646297954414,2.009733288974756,-0.007656586935193466,-0.43869011686159154,-0.00044791269656758943,-0.02566350710364675,1.0828238559257524
133,5.5,0.001455914,-0.006785655,3.997625233,0.0351769879983026,2.0154929482850887,-0.011469113345829335,-0.6571317894731875,-0.0005224719073169013,-0.029935435203408762,1.0763922629560565
134,5.541666666666667,0.000909869,-0.006547840,3.998862503,0.035203507848823534,2.0170124237932563,-0.01261040460420053,-0.7225229617730318,-0.0005578511976232581,-0.03196251922013111,1.0717609313062293
135,5.583333333333333,0.000260672,-0.006330751,3.999089096,0.03516092639119961,2.01457268598589,-0.0109126156348192,-0.6252468193236157,-0.0006048215675149872,-0.034653723177095544,1.0680786589093394
136,5.625,-0.000461523,-0.006112617,3.997833226,0.035070111177155194,2.0093693575055678,-0.007349850379201566,-0.4211154067808774,-0.0008350254487765489,-0.04784343400091376,1.063363472958278
137,5.666666666666667,-0.001224456,-0.005878159,3.994720838,0.03497621958490038,2.0039897655376038,-0.006499547603396296,-0.3723966464189768,-0.0006789215542740579,-0.038899339680365574,1.0603566887720504
138,5.708333333333333,-0.001999435,-0.005626824,3.989681361,0.034902407482954256,1.9997606436191016,-0.008627485166156749,-0.4943184878325055,0.0002042640771073373,0.011703469524385243,1.0617021177323989
139,5.75,-0.002757220,-0.005371925,3.983008232,0.03482072400147995,1.995080524874689,-0.010784879001716322,-0.6179280493576098,-0.00013175311114169703,-0.007548897206137303,1.0591508205653426
140,5.791666666666667,-0.003462774,-0.005130537,3.975416483,0.03470672102752337,1.9885486356150368,-0.012342891089877598,-0.7071955664396152,-0.00026023717274279367,-0.014910491670579023,1.0570040850210625
141,5.833333333333333,-0.004082667,-0.004922174,3.967800218,0.03453456005472644,1.978684538476906,-0.01330468057759377,-0.7623020448658014,-0.00028210502308461625,-0.016163427202189173,1.0565753223877143
142,5.875,-0.004590869,-0.004766932,3.961091193,0.03429806684212,1.9651344755110673,-0.013797447105764709,-0.7905354872153105,-0.00029071469740608223,-0.01665672520379133,1.0567835377690031
143,5.916666666666667,-0.004977079,-0.004684101,3.955926737,0.033997543407303876,1.9479157510513285,-0.013936009036367006,-0.7984745010400068,-0.00028954003991324195,-0.016589422287078166,1.0573614142315266
144,5.958333333333333,-0.005245792,-0.004686529,3.952524581,0.033632320293485396,1.9269900080489033,-0.013755283719044232,-0.7881197031062493,-0.00029930581789079647,-0.017148960148853844,1.0578044162441944
145,6.0,-0.005406940,-0.004777354,3.950678528,0.033198939907527425,1.902159141009761,-0.013232671670125172,-0.7581762383805026,-0.0004321597436745718,-0.02476092938800844,1.0583223267456867
