frame,time,x,y,z,yaw,yaw_deg,pitch,pitch_deg,roll,roll_deg,scale
1,0.0,0.0173024476989004,-0.046710600719750126,3.9193094693521826,-0.04045340954802956,-2.317809634016321,-0.017141272773698,-0.9821225854154016,-0.022598173141202212,-1.294779945696781,1.1397341839777082
2,0.041666666666666664,0.017348878417072524,-0.038621982778393855,3.91305982348878,-0.040503908978576586,-2.3207030382544795,-0.021920940535144432,-1.2559773756210242,-0.02227746309143684,-1.2764046133977947,1.1384507356755622
3,0.08333333333333333,0.019877055064009202,-0.02800460183697738,3.90303148098601,-0.04076960257521334,-2.3359261599854166,-0.02808303780712947,-1.609039542254845,-0.022104857538972303,-1.2665150437210526,1.136350582980327
4,0.125,0.01985084303588645,-0.019858953713506784,3.885176514087032,-0.04115067651214188,-2.357760088253857,-0.03586076125230282,-2.0546702698832284,-0.021430377111073533,-1.2278701618382752,1.130048481527949
5,0.16666666666666666,0.019774789520139405,-0.00925972525168758,3.8595026776205126,-0.04176216317286752,-2.392795693141984,-0.046981868305705665,-2.6918627675563824,-0.021373615095496096,-1.2246179379090323,1.12483800883099
6,0.20833333333333334,0.02207170434103675,-0.001356374789043475,3.8282610952171625,-0.04260927467892861,-2.4413316072162554,-0.05833775935441657,-3.3425073972579074,-0.020869489501627134,-1.1957336690358145,1.1159206648753632
7,0.25,0.019465681185300853,0.00635833445622886,3.7965520482681354,-0.04368942978414703,-2.50321993596478,-0.06886382828227784,-3.945606721688154,-0.020414904995424036,-1.1696878953983385,1.1086182034260634
8,0.2916666666666667,0.0218477838860599,0.011394728868881767,3.7670226474994175,-0.04521195602015027,-2.5904542634857046,-0.07514225495008872,-4.305334071736102,-0.01984286224452198,-1.136912260070597,1.0993865200622848
9,0.3333333333333333,0.024127273745662238,0.013898882266958885,3.7417861597491178,-0.047121803200997014,-2.699880446463182,-0.07866430180807243,-4.507132491945882,-0.01951818179430095,-1.1183094405825247,1.0921769224351783
10,0.375,0.02154790843925774,0.01632161173611919,3.721221974106661,-0.049273170833507685,-2.823144731987095,-0.0801637314077392,-4.593043479683778,-0.01965587554442698,-1.126198711330075,1.0866277596971192
11,0.4166666666666667,0.02145733465340912,0.016281702146560197,3.705209375041681,-0.05146298707931285,-2.9486119607809136,-0.07986818894218567,-4.57611014374067,-0.019492000820015055,-1.1168093812524025,1.081902889306729
12,0.4583333333333333,0.02383225901885351,0.016272317781098194,3.6936351522217366,-0.05362900652162628,-3.072715733168753,-0.07850678030298122,-4.498107174521606,-0.018951004031658124,-1.085812548549418,1.0771333598899497
13,0.5,0.0238086232118645,0.016245125129716573,3.6872851856104445,-0.05576605656957989,-3.1951596815247254,-0.07859025563307684,-4.502889958629547,-0.0186898624632022,-1.070850238821467,1.0751555564204478
14,0.5416666666666666,0.02379017814439696,0.016241312976804173,3.6869657241976665,-0.057800019836341754,-3.3116971923948215,-0.08070721802313126,-4.624182968967593,-0.018470289551671695,-1.0582696376953695,1.0752233756012215
15,0.5833333333333334,0.021409136440584415,0.016225186111773142,3.693101770874854,-0.05976470544536161,-3.4242653858617493,-0.08459038895134117,-4.846672274281919,-0.01842012950735137,-1.0553956788556258,1.0785300994772336
16,0.625,0.02389257819448883,0.016257240582935324,3.7053551500853956,-0.061636488505604436,-3.531510655377745,-0.08805525132697024,-5.045194264999137,-0.017703673995536285,-1.0143458018197362,1.0819556400405363
17,0.6666666666666666,0.02160163210685527,0.013820930002196558,3.72447061817509,-0.06364512483515439,-3.6465970396376055,-0.09081719938803377,-5.203442232132418,-0.01729376194423723,-0.9908595713087502,1.0878219699403147
18,0.7083333333333334,0.019181129698160198,0.00883667818030384,3.750712563672948,-0.06593455186963171,-3.777771546216308,-0.09244801540261077,-5.296881106930026,-0.01710186331623728,-0.9798645898300021,1.0964453492106387
19,0.75,0.014235032591998105,0.0011576176396725715,3.7853882512999486,-0.06863757055174924,-3.9326431086466567,-0.09100727309679593,-5.214332653440889,-0.01714129231379736,-0.9821237049806262,1.1066795797450968
20,0.7916666666666666,0.011703647694705797,-0.011886546302413661,3.8289088876876085,-0.07178200426459735,-4.112805889351505,-0.0863706514896136,-4.948673804150176,-0.017595793480898323,-1.0081647036392816,1.1189044341854932
21,0.8333333333333334,0.006612505551857581,-0.027836650333197797,3.8815606032833316,-0.07512521871731392,-4.304357967499304,-0.07996414139761003,-4.581607814470403,-0.017985884896214905,-1.0305152953612067,1.135087054671789
22,0.875,0.0013776952057413144,-0.046994308206867744,3.9411923957861537,-0.07872020175940797,-4.510335323232394,-0.07046366295390767,-4.037270496291241,-0.01827181107321261,-1.0468976585554857,1.1507936624922706
23,0.9166666666666666,-0.0068125995914836614,-0.06688359165309643,4.00579562895247,-0.08269126379343428,-4.737860417966738,-0.05970439582705235,-3.420809899268584,-0.019220298472947466,-1.101241983481631,1.169928121434504
24,0.9583333333333334,-0.015308445904503802,-0.09003629604181647,4.067980688126273,-0.0868170078332513,-4.974248138799507,-0.04847257139529623,-2.777273763097034,-0.019545719741803063,-1.1198872487508487,1.1857384856723676
25,1.0,-0.026654426478422904,-0.11367590494491599,4.120898398418983,-0.09101332246699512,-5.214679256822014,-0.040389727822709214,-2.3141609399233536,-0.019769923310422814,-1.1327331669845322,1.2015742496273734
26,1.0416666666666667,-0.03827005562671892,-0.1374722154288386,4.160586096173739,-0.09547150116759084,-5.470114080681267,-0.03411253734465803,-1.9545044183313132,-0.020264065874651817,-1.1610454503926262,1.2125109999073944
27,1.0833333333333333,-0.05271362835581804,-0.1640313218844451,4.188455482766759,-0.10026230558833804,-5.744606954462698,-0.02923611120380016,-1.6751057813528898,-0.020927761807136538,-1.1990724262040002,1.221426662236917
28,1.125,-0.06723802560483313,-0.19025262148323302,4.200845148637616,-0.10499765261094263,-6.015922353387781,-0.025653552920708252,-1.469840311872089,-0.020956848051218536,-1.2007389452317863,1.224768679928366
29,1.1666666666666667,-0.08147132879504473,-0.21573041982518587,4.194147591780127,-0.10971488337125113,-6.2861997669427465,-0.02407255273629188,-1.379255673895626,-0.021340745271228746,-1.2227346357051765,1.222483417908589
30,1.2083333333333333,-0.10063402064695907,-0.2425466231139916,4.165830509023076,-0.11441248135739457,-6.555352305397921,-0.026308360195939993,-1.507358005137329,-0.0215940951242458,-1.2372505130233133,1.2157509811230687
31,1.25,-0.11364298250606701,-0.26526533819306863,4.120672934456039,-0.11910713436864917,-6.824336109221193,-0.03087837562897962,-1.7692006017601511,-0.02124862018495968,-1.2174562570746803,1.203104003508671
32,1.2916666666666667,-0.12872971974689307,-0.2892747459470443,4.065457681666602,-0.12392781734828251,-7.100540898324733,-0.03615935235220455,-2.0717782797077664,-0.020729837015296945,-1.1877321709705864,1.1873473697191754
33,1.3333333333333333,-0.1460347634825514,-0.30993184732650325,4.009550649845457,-0.1288891119677067,-7.384802140938703,-0.04233300689817636,-2.425502629363706,-0.02018979965572938,-1.156790309487976,1.1721328595900389
34,1.375,-0.1578249746141792,-0.3305006810954756,3.9616029707595612,-0.13401075489339132,-7.678250664753467,-0.048199709064504666,-2.761639903154575,-0.019396367023134825,-1.1113299683123539,1.1588806162791225
35,1.4166666666666667,-0.17239698138174206,-0.3488453038547885,3.9244382033605825,-0.1389443790709337,-7.960926507830348,-0.05337708408414434,-3.0582816407363898,-0.015372581311498417,-0.8807840293705432,1.152609820845119
36,1.4583333333333333,-0.18568089518240566,-0.3713661179395436,3.8950389130926957,-0.1428567266648093,-8.185087512947582,-0.05388644982131239,-3.087466147704689,0.0016463293298787545,0.09432772229065368,1.1667689222694637
37,1.5,-0.2031359205388406,-0.39194912777381136,3.875165711110067,-0.15031384024761474,-8.612348648592013,-0.058108019881475265,-3.3293442950708108,-0.0013984252323624537,-0.08012386377897006,1.137702742294806
38,1.5416666666666667,-0.21816796897474056,-0.41143404780553033,3.8600032583435366,-0.16218943743836967,-9.292770246819687,-0.06865771777999889,-3.9337974597942487,-0.03332748508069872,-1.9095242369092547,1.133882041402479
39,1.5833333333333333,-0.23316031468586002,-0.4309736344148587,3.8470230469414757,-0.1693540969351961,-9.703274997636166,-0.083239955472393,-4.76929813542502,-0.038350809332633816,-2.197339515670847,1.1312406455529076
40,1.625,-0.2482732591225939,-0.4470140027522732,3.8382866151842827,-0.1763157856759241,-10.102150380763625,-0.1054984619114556,-6.044616612648073,-0.04075208246134916,-2.3349223314044107,1.1099330423267368
41,1.6666666666666667,-0.26213965556518276,-0.46300361894124104,3.830017645425406,-0.18831644060558572,-10.789737259626103,-0.1313074856926926,-7.523364748665727,-0.059209575072848415,-3.392458758437218,1.088581069510152
42,1.7083333333333333,-0.27321163917070923,-0.4775075895150233,3.820466500343444,-0.20152289961361047,-11.546411623098448,-0.15692966910528897,-8.991407720117603,-0.07909030044120441,-4.531540415702685,1.0912907771257203
43,1.75,-0.28398157511868655,-0.49272756935819556,3.807931647543143,-0.21454406417547967,-12.292469396838866,-0.18129939183183666,-10.387689980252832,-0.09659225280832123,-5.53432841957748,1.0706394198563038
