frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,u_ref_obs,v_ref_obs,contact_u,contact_v,contact_depth_offset_m,contact_depth_offset_used_m,z_contact_final,global_z_ref,z_ref_global_shift,z_ref_anchor_segment,contact_depth_gap,source
55,1.800000,-0.791619,0.320956,6.679935,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,711.371,631.171,,711.371,631.171,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.745731,6.272756,711.371,631.171,717.000,673.000,30.919140,0.000000,6.671873,6.674030,5.142145,6.674030,0.399118,sequence_se3_optimizer
56,1.833333,-0.763584,0.138769,6.667977,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,716.724,576.812,,716.724,576.812,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.729819,6.284856,716.724,576.812,709.000,622.000,0.107748,0.107748,6.767892,6.662861,5.196296,6.662861,0.483036,sequence_se3_optimizer
57,1.866667,-0.735957,-0.043173,6.655052,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,724.903,523.836,,724.903,523.836,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.742139,6.307447,724.903,523.836,723.000,572.000,-0.936571,-0.936571,5.711968,6.651693,5.241144,6.651693,-0.595479,sequence_se3_optimizer
58,1.900000,-0.710960,-0.151454,6.642110,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.455,473.137,,732.455,473.137,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.768792,6.316226,732.455,473.137,716.000,518.000,-0.139657,-0.139657,6.497483,6.640524,5.152971,6.640524,0.181256,sequence_se3_optimizer
59,1.933333,-0.687280,-0.258018,6.629464,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,733.883,471.808,,733.883,471.808,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.799449,6.338621,733.883,471.808,717.000,517.000,-0.213584,-0.213584,6.412549,6.629355,5.291591,6.629355,0.073928,sequence_se3_optimizer
60,1.966667,-0.677232,-0.362318,6.617258,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,736.776,428.165,,736.776,428.165,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.844302,6.370371,736.776,428.165,720.000,475.000,30.348254,0.000000,6.614957,6.618186,5.391374,6.618186,0.244586,sequence_se3_optimizer
61,2.000000,-0.668102,-0.465909,6.605375,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,739.852,391.241,,739.852,391.241,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.880494,6.400135,739.852,391.241,722.000,440.000,30.329569,0.000000,6.604035,6.607017,5.605438,6.607017,0.203900,sequence_se3_optimizer
62,2.033333,-0.663568,-0.534471,6.593973,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,739.156,357.469,,739.156,357.469,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.908206,6.438030,739.156,357.469,728.000,409.000,30.137806,0.000000,6.593132,6.595848,5.631963,6.595848,0.155102,sequence_se3_optimizer
63,2.066667,-0.659675,-0.579413,6.582866,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.762,331.639,,740.762,331.639,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965732,6.783067,740.762,331.639,725.000,380.000,0.093261,0.093261,6.675652,6.584680,5.592830,6.584680,-0.107415,sequence_se3_optimizer
64,2.100000,-0.655952,-0.624056,6.571867,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.644,331.136,,740.644,331.136,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965012,6.784360,740.644,331.136,726.000,380.000,0.083061,0.083061,6.655147,6.573511,5.589832,6.573511,-0.129214,sequence_se3_optimizer
65,2.133333,-0.652360,-0.668428,6.560940,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,739.000,322.000,,739.000,322.000,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965478,6.766666,739.000,322.000,727.000,359.000,30.078560,0.000000,6.561384,6.562342,5.584080,6.562342,-0.205282,sequence_se3_optimizer
66,2.166667,-0.648870,-0.712559,6.550053,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.410,300.780,,741.410,300.780,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965444,6.758062,741.410,300.780,731.000,343.000,30.118991,0.000000,6.550307,6.551173,5.573261,6.551173,-0.207755,sequence_se3_optimizer
67,2.200000,-0.645647,-0.713173,6.539258,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.876,289.768,,742.876,289.768,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.966904,6.746090,742.876,289.768,733.000,334.000,-0.094519,-0.094519,6.444824,6.540004,5.555459,6.540004,-0.301267,sequence_se3_optimizer
68,2.233333,-0.642527,-0.713490,6.528498,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.253,290.267,,743.253,290.267,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.966239,6.736064,743.253,290.267,731.000,334.000,-0.021926,-0.021926,6.506583,6.528835,5.548757,6.528835,-0.229481,sequence_se3_optimizer
69,2.266667,-0.639483,-0.713529,6.517743,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.808,287.364,,743.808,287.364,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.966362,6.726187,743.808,287.364,734.000,328.000,30.176993,0.000000,6.517396,6.517666,5.545225,6.517666,-0.208791,sequence_se3_optimizer
70,2.300000,-0.636493,-0.713298,6.506964,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,744.791,289.624,,744.791,289.624,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965999,6.719376,744.791,289.624,737.000,330.000,30.163286,0.000000,6.506253,6.506498,5.609003,6.506498,-0.213123,sequence_se3_optimizer
71,2.333333,-0.633630,-0.710312,6.496113,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,744.361,293.179,,744.361,293.179,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965139,6.711821,744.361,293.179,735.000,334.000,0.081958,0.081958,6.576896,6.495329,5.644243,6.495329,-0.134925,sequence_se3_optimizer
72,2.366667,-0.630890,-0.699665,6.485176,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,746.498,302.977,,746.498,302.977,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965393,6.704587,746.498,302.977,745.000,344.000,0.015348,0.015348,6.499013,6.484160,5.673304,6.484160,-0.205574,sequence_se3_optimizer
73,2.400000,-0.628283,-0.668663,6.474130,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.150,319.512,,748.150,319.512,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.963527,6.707830,748.150,319.512,731.000,356.000,30.136493,0.000000,6.472410,6.472991,5.679805,6.472991,-0.235420,sequence_se3_optimizer
74,2.433333,-0.625814,-0.636066,6.462965,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.607,320.629,,748.607,320.629,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.956358,6.707711,748.607,320.629,735.000,356.000,30.139490,0.000000,6.460595,6.461822,5.702903,6.461822,-0.247116,sequence_se3_optimizer
75,2.466667,-0.623500,-0.580489,6.451661,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.805,337.679,,749.805,337.679,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.942695,6.695614,749.805,337.679,738.000,375.000,0.055558,0.055558,6.504579,6.450653,5.765690,6.450653,-0.191035,sequence_se3_optimizer
76,2.500000,-0.621340,-0.519393,6.440204,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.508,360.670,,750.508,360.670,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.925117,6.683561,750.508,360.670,731.000,397.000,30.078836,0.000000,6.437442,6.439484,5.842658,6.439484,-0.246120,sequence_se3_optimizer
77,2.533333,-0.619354,-0.447560,6.428575,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.450,390.604,,750.450,390.604,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.908080,6.657537,750.450,390.604,740.000,427.000,30.025350,0.000000,6.425905,6.428316,5.846794,6.428316,-0.231633,sequence_se3_optimizer
78,2.566667,-0.617539,-0.374176,6.416765,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.857,421.011,,752.857,421.011,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.895331,6.634738,752.857,421.011,735.000,457.000,29.798911,0.000000,6.414403,6.417147,5.872173,6.417147,-0.220335,sequence_se3_optimizer
79,2.600000,-0.615878,-0.299866,6.404777,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.021,422.541,,753.021,422.541,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.885755,6.607553,753.021,422.541,735.000,457.000,29.686597,0.000000,6.402470,6.405978,5.911569,6.405978,-0.205083,sequence_se3_optimizer
80,2.633333,-0.614350,-0.224565,6.392587,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.208,458.373,,752.208,458.373,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.872569,6.577150,752.208,458.373,739.000,495.000,29.914649,0.000000,6.391003,6.394809,5.927156,6.394809,-0.186148,sequence_se3_optimizer
81,2.666667,-0.612930,-0.148439,6.380166,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.915,496.014,,749.915,496.014,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.855534,6.538516,749.915,496.014,738.000,533.000,0.041857,0.041857,6.421546,6.383640,6.023659,6.383640,-0.116969,sequence_se3_optimizer
82,2.700000,-0.611659,-0.032261,6.367292,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.826,541.187,,749.826,541.187,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.829537,6.496181,749.826,541.187,744.000,582.000,29.915344,0.000000,6.368703,6.372471,6.344843,6.372471,-0.127478,sequence_se3_optimizer
83,2.733333,-0.610525,0.084460,6.354074,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.961,543.330,,749.961,543.330,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.807162,6.450233,749.961,543.330,744.000,582.000,0.019233,0.019233,6.377158,6.361302,6.404861,6.361302,-0.073074,sequence_se3_optimizer
84,2.766667,-0.609623,0.201668,6.340292,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.221,592.473,,750.221,592.473,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.756940,6.395892,750.221,592.473,739.000,630.000,0.355920,0.355920,6.703242,6.350134,6.318473,6.350134,0.307349,sequence_se3_optimizer
85,2.800000,-0.608946,0.318911,6.326030,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.415,646.871,,750.415,646.871,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.697362,6.362325,750.415,646.871,752.000,677.000,2.080746,0.000000,6.336965,6.338965,6.988802,6.338965,-0.025360,sequence_se3_optimizer
86,2.833333,-0.608832,0.421516,6.311322,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.690,705.028,,749.690,705.028,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,left,left_foot,left_foot,0.648565,6.322186,749.690,705.028,767.000,735.000,0.564015,0.564015,6.890778,6.327796,7.652681,6.327796,0.568592,sequence_se3_optimizer
87,2.866667,-0.608836,0.409663,6.296627,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.134,732.573,,749.134,732.573,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,1,0,1,0,1,0,foot,left,left_foot,left_foot,0.637004,6.316627,749.134,732.573,768.000,756.000,-1.860545,0.000000,6.316627,6.316627,8.586805,6.316627,0.000000,sequence_se3_optimizer
88,2.900000,-0.608891,0.391324,6.281948,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.427,700.441,,749.427,700.441,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,left,left_foot,left_foot,0.667221,6.324953,749.427,700.441,761.000,731.000,7.542696,0.000000,6.298666,6.298698,8.724409,6.298698,-0.026286,sequence_se3_optimizer
89,2.933333,-0.608976,0.372566,6.267271,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.669,698.530,,749.669,698.530,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,left,left_foot,left_foot,0.700078,6.346881,749.669,698.530,755.000,732.000,6.433900,0.000000,6.280710,6.280769,8.616669,6.280769,-0.066171,sequence_se3_optimizer
90,2.966667,-0.609101,0.353032,6.252593,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,747.153,676.864,,747.153,676.864,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.753248,6.378629,747.153,676.864,755.000,710.000,19.809847,0.000000,6.262762,6.262840,8.694907,6.262840,-0.115867,sequence_se3_optimizer
91,3.000000,-0.609280,0.332976,6.237937,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.886,652.106,,743.886,652.106,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.816818,6.417973,743.886,652.106,736.000,678.000,0.355986,0.355986,6.600814,6.244911,8.988524,6.244911,0.182841,sequence_se3_optimizer
92,3.033333,-0.609532,0.312687,6.223411,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.780,633.705,,743.780,633.705,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.874745,6.447020,743.780,633.705,745.000,667.000,0.581684,0.581684,6.808611,6.226981,8.350542,6.226981,0.361591,sequence_se3_optimizer
93,3.066667,-0.609844,0.292501,6.209121,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.111,622.901,,742.111,622.901,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.912647,6.474052,742.111,622.901,745.000,663.000,28.632013,0.000000,6.208966,6.209052,7.582720,6.209052,-0.265086,sequence_se3_optimizer
94,3.100000,-0.610203,0.272794,6.195158,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.809,622.113,,741.809,622.113,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.927800,6.494280,741.809,622.113,745.000,663.000,28.650083,0.000000,6.190970,6.191123,6.614482,6.191123,-0.303310,sequence_se3_optimizer
95,3.133333,-0.610607,0.263779,6.181606,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.106,619.174,,741.106,619.174,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.939330,6.500692,741.106,619.174,747.000,659.000,28.658214,0.000000,6.173015,6.173194,6.358665,6.173194,-0.327676,sequence_se3_optimizer
96,3.166667,-0.611059,0.263453,6.168527,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.166,620.595,,742.166,620.595,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.945571,6.493464,742.166,620.595,738.000,659.000,-2.013974,0.000000,6.155083,6.155265,6.146060,6.155265,-0.338382,sequence_se3_optimizer
97,3.200000,-0.611571,0.266990,6.156036,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.500,626.500,,740.500,626.500,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948775,6.482755,740.500,626.500,732.000,665.000,-1.445097,0.000000,6.137100,6.137336,6.119678,6.137336,-0.345655,sequence_se3_optimizer
98,3.233333,-0.612156,0.288347,6.144260,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.854,626.938,,740.854,626.938,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950547,6.481066,740.854,626.938,738.000,667.000,-0.929429,-0.929429,5.189807,6.119407,6.179110,6.119407,-1.291259,sequence_se3_optimizer
99,3.266667,-0.612829,0.310240,6.133327,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.964,629.445,,741.964,629.445,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951660,6.479768,741.964,629.445,726.000,671.000,-0.167794,-0.167794,5.933609,6.101478,6.345945,6.101478,-0.546159,sequence_se3_optimizer
100,3.300000,-0.613618,0.332328,6.123525,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.128,646.028,,742.128,646.028,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947617,6.477260,742.128,646.028,730.000,691.000,6.101841,0.000000,6.083470,6.083549,6.242263,6.083549,-0.393789,sequence_se3_optimizer
101,3.333333,-0.614547,0.354350,6.115420,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.449,672.964,,743.449,672.964,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.817118,6.155277,743.449,672.964,722.000,719.000,28.923151,0.000000,6.065519,6.065620,6.069256,6.065620,-0.089758,sequence_se3_optimizer
102,3.366667,-0.615636,0.375775,6.112043,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.445,701.887,,743.445,701.887,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.768735,6.071612,743.445,701.887,716.000,743.000,6.249532,0.000000,6.047609,6.047690,6.131514,6.047690,-0.024003,sequence_se3_optimizer
103,3.400000,-0.616817,0.379158,6.109345,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.455,728.398,,742.455,728.398,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,right,right_foot,right_foot,0.717508,6.017938,742.455,728.398,722.000,776.000,-1.876007,0.000000,6.029717,6.029761,6.129268,6.029761,0.011779,sequence_se3_optimizer
104,3.433333,-0.618062,0.380859,6.106986,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.280,729.242,,742.280,729.242,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,1,0,1,0,1,0,foot,right,right_foot,right_foot,0.714968,6.011832,742.280,729.242,726.000,777.000,-1.881291,0.000000,6.011832,6.011832,6.130926,6.011832,0.000000,sequence_se3_optimizer
105,3.466667,-0.619381,0.381437,6.104914,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.928,702.666,,740.928,702.666,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.748187,6.050996,740.928,702.666,728.000,744.000,6.128179,0.000000,6.018667,6.018810,5.997190,6.018810,-0.032329,sequence_se3_optimizer
106,3.500000,-0.620806,0.362456,6.103269,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,738.009,676.460,,738.009,676.460,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.801684,6.112870,738.009,676.460,731.000,718.000,26.799161,0.000000,6.025509,6.025787,5.909076,6.025787,-0.087361,sequence_se3_optimizer
107,3.533333,-0.622363,0.335966,6.102491,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,735.443,651.343,,735.443,651.343,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.862624,6.198735,735.443,651.343,724.000,695.000,29.674421,0.000000,6.032422,6.032765,6.112475,6.032765,-0.166313,sequence_se3_optimizer
108,3.566667,-0.623996,0.309170,6.102526,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.526,635.496,,732.526,635.496,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.949032,6.554491,732.526,635.496,714.000,670.000,29.799957,0.000000,6.039300,6.039742,6.146594,6.039742,-0.515191,sequence_se3_optimizer
109,3.600000,-0.625636,0.282372,6.102787,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,731.823,633.213,,731.823,633.213,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951276,6.569620,731.823,633.213,715.000,671.000,30.494171,0.000000,6.046141,6.046720,5.913654,6.046720,-0.523480,sequence_se3_optimizer
110,3.633333,-0.627281,0.255647,6.103280,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.261,618.901,,741.261,618.901,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.953848,6.546326,741.261,618.901,717.000,660.000,30.168844,0.000000,6.053342,6.053697,5.672062,6.053697,-0.492985,sequence_se3_optimizer
111,3.666667,-0.628932,0.229065,6.103997,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.957,615.410,,732.957,615.410,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954870,6.539706,732.957,615.410,715.000,651.000,-0.960427,-0.960427,5.099809,6.060675,5.313163,6.060675,-1.439896,sequence_se3_optimizer
112,3.700000,-0.630544,0.228075,6.105338,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,730.039,610.972,,730.039,610.972,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954053,6.538313,730.039,610.972,709.000,647.000,-1.001949,0.000000,6.067270,6.067652,5.035435,6.067652,-0.471043,sequence_se3_optimizer
113,3.733333,-0.632120,0.227468,6.106877,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,729.350,610.753,,729.350,610.753,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951183,6.531316,729.350,610.753,712.000,647.000,-0.925954,-0.925954,5.148370,6.074630,4.889572,6.074630,-1.382946,sequence_se3_optimizer
114,3.766667,-0.633674,0.227039,6.108531,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,727.646,612.999,,727.646,612.999,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948562,6.534696,727.646,612.999,710.000,649.000,-0.812673,-0.812673,5.268663,6.081607,4.883173,6.081607,-1.266033,sequence_se3_optimizer
115,3.800000,-0.635214,0.226777,6.110323,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,727.010,620.145,,727.010,620.145,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947260,6.533862,727.010,620.145,715.000,655.000,-0.688110,-0.688110,5.400201,6.088585,4.991440,6.088585,-1.133662,sequence_se3_optimizer
116,3.833333,-0.636733,0.226845,6.112404,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,724.708,624.816,,724.708,624.816,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947095,6.517689,724.708,624.816,721.000,667.000,0.010354,0.010354,6.105603,6.095562,5.133543,6.095562,-0.412086,sequence_se3_optimizer
117,3.866667,-0.638168,0.250427,6.115339,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,723.738,628.195,,723.738,628.195,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950080,6.515227,723.738,628.195,722.000,667.000,0.063189,0.063189,6.165373,6.102540,5.495071,6.102540,-0.349854,sequence_se3_optimizer
118,3.900000,-0.639482,0.298901,6.119091,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,722.984,640.907,,722.984,640.907,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.952163,6.536375,722.984,640.907,701.000,685.000,30.221325,0.000000,6.108996,6.109517,5.575937,6.109517,-0.427378,sequence_se3_optimizer
119,3.933333,-0.640646,0.347930,6.123505,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,722.371,646.447,,722.371,646.447,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954443,6.533274,722.371,646.447,703.000,686.000,30.250908,0.000000,6.115849,6.116495,5.812554,6.116495,-0.417426,sequence_se3_optimizer
