case,result_name,frame,time,object_tx,object_ty,object_tz,object_qw,object_qx,object_qy,object_qz,object_pose_source,human_site_id,human_body_part,human_side,human_x,human_y,human_z,human_coordinate_frame,human_confidence,human_source,contact_state,contact_type,contact_part,audio_score,audio_anchor_type
15_suitcase_drag,final_full_6d,16,0.625,-0.324553163,0.842972368,4.512986079,0.681632669,0.729786223,0.039210231,-0.035376996,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.209126,0.045613,3.829796,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,17,0.666667,-0.324422371,0.843133850,4.510317347,0.680852172,0.729928655,0.044751651,-0.040518739,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.215662,-0.047693,4.433187,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,17,0.666667,-0.324422371,0.843133850,4.510317347,0.680852172,0.729928655,0.044751651,-0.040518739,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.211410,0.044813,3.825136,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,18,0.708333,-0.326277318,0.843134509,4.509888450,0.680195583,0.729918847,0.049968584,-0.045338572,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.212808,-0.045938,4.425606,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,18,0.708333,-0.326277318,0.843134509,4.509888450,0.680195583,0.729918847,0.049968584,-0.045338572,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.210717,0.044332,3.820905,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,19,0.75,-0.329575974,0.842988605,4.511084378,0.679714108,0.729904811,0.053521649,-0.048612048,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.210424,-0.043961,4.420844,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,19,0.75,-0.329575974,0.842988605,4.511084378,0.679714108,0.729904811,0.053521649,-0.048612048,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.207743,0.043630,3.817804,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,20,0.791667,-0.331877791,0.842828434,4.512425790,0.679488962,0.729913011,0.054996713,-0.049971068,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.208822,-0.041832,4.418428,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,20,0.791667,-0.331877791,0.842828434,4.512425790,0.679488962,0.729913011,0.054996713,-0.049971068,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.203111,0.042303,3.815413,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,21,0.833333,-0.332802097,0.842772391,4.512843468,0.679443648,0.729919166,0.055254476,-0.050212381,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.208307,-0.039493,4.417555,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,21,0.833333,-0.332802097,0.842772391,4.512843468,0.679443648,0.729919166,0.055254476,-0.050212381,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.197294,0.040305,3.813088,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,22,0.875,-0.333539526,0.842781342,4.512776215,0.679445089,0.729920455,0.055231712,-0.050199192,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.208686,-0.037048,4.417979,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,22,0.875,-0.333539526,0.842781342,4.512776215,0.679445089,0.729920455,0.055231712,-0.050199192,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.190961,0.037770,3.810914,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,23,0.916667,-0.335282279,0.842873332,4.512014478,0.679385574,0.729792211,0.056530993,-0.051408345,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.209283,-0.034885,4.419923,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,23,0.916667,-0.335282279,0.842873332,4.512014478,0.679385574,0.729792211,0.056530993,-0.051408345,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.184938,0.034809,3.809330,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,24,0.958333,-0.340167674,0.843115789,4.509792810,0.679001646,0.729031406,0.063855280,-0.058244972,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.209630,-0.033239,4.423349,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,24,0.958333,-0.340167674,0.843115789,4.509792810,0.679001646,0.729031406,0.063855280,-0.058244972,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.179914,0.031524,3.808633,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,25,1.0,-0.349249953,0.843341404,4.507989680,0.677688720,0.726722575,0.082690469,-0.075990683,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.209995,-0.031689,4.427682,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,25,1.0,-0.349249953,0.843341404,4.507989680,0.677688720,0.726722575,0.082690469,-0.075990683,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.176412,0.028060,3.809167,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,26,1.041667,-0.360730257,0.843264421,4.509742825,0.674707573,0.721726129,0.113402401,-0.104980861,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.210748,-0.029412,4.432163,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,26,1.041667,-0.360730257,0.843264421,4.509742825,0.674707573,0.721726129,0.113402401,-0.104980861,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.174910,0.024523,3.811305,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,27,1.083333,-0.371921670,0.842831930,4.515011079,0.670130904,0.713368381,0.150499788,-0.139211843,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.211438,-0.025973,4.436346,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,27,1.083333,-0.371921670,0.842831930,4.515011079,0.670130904,0.713368381,0.150499788,-0.139211843,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.175788,0.020923,3.815194,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,28,1.125,-0.379797196,0.842187427,4.521411519,0.665346565,0.703000845,0.185296844,-0.169613799,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.211041,-0.021606,4.440301,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,28,1.125,-0.379797196,0.842187427,4.521411519,0.665346565,0.703000845,0.185296844,-0.169613799,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.178990,0.017260,3.820814,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,29,1.166667,-0.382758241,0.841593580,4.526529168,0.662084910,0.694514589,0.208900276,-0.188821959,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.209081,-0.016672,4.444340,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,29,1.166667,-0.382758241,0.841593580,4.526529168,0.662084910,0.694514589,0.208900276,-0.188821959,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.183775,0.013645,3.828188,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,30,1.208333,-0.383118477,0.841291108,4.528945650,0.660804067,0.690612044,0.218747696,-0.196322274,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.206130,-0.011151,4.448560,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,30,1.208333,-0.383118477,0.841291108,4.528945650,0.660804067,0.690612044,0.218747696,-0.196322274,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.189096,0.010274,3.837336,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,31,1.25,-0.383472410,0.841333534,4.529437629,0.660555914,0.689903308,0.220542534,-0.197636792,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.202645,-0.004878,4.452750,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,31,1.25,-0.383472410,0.841333534,4.529437629,0.660555914,0.689903308,0.220542534,-0.197636792,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.194188,0.007297,3.847946,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
