frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,u_ref_obs,v_ref_obs,contact_u,contact_v,contact_depth_offset_m,contact_depth_offset_used_m,z_contact_final,global_z_ref,z_ref_global_shift,z_ref_anchor_segment,contact_depth_gap,source
11,0.416667,-0.281636,0.284937,3.625002,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.462,557.767,,527.462,557.767,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.165606,3.852963,527.462,557.767,530.000,527.000,0.075393,0.075393,3.699246,3.624519,3.873688,3.624519,-0.153716,sequence_se3_optimizer
12,0.458333,-0.280337,0.288920,3.626362,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,529.070,517.332,,529.070,517.332,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.148050,3.847499,529.070,517.332,526.000,474.000,1.796760,0.000000,3.625409,3.625999,3.845050,3.625999,-0.222090,sequence_se3_optimizer
13,0.500000,-0.279202,0.291970,3.627644,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,525.838,485.698,,525.838,485.698,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.114402,3.813038,525.838,485.698,522.000,441.000,3.841463,0.000000,3.626868,3.627478,3.878469,3.627478,-0.186169,sequence_se3_optimizer
14,0.541667,-0.278225,0.294361,3.628829,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,526.331,459.700,,526.331,459.700,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.071485,3.785596,526.331,459.700,521.000,414.000,3.813060,0.000000,3.628364,3.628958,3.901222,3.628958,-0.157232,sequence_se3_optimizer
15,0.583333,-0.277409,0.296344,3.629901,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.823,438.871,,527.823,438.871,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.038150,3.755041,527.823,438.871,521.000,394.000,2.160910,0.000000,3.629864,3.630437,3.911630,3.630437,-0.125177,sequence_se3_optimizer
16,0.625000,-0.276714,0.298139,3.630881,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.348,423.359,,527.348,423.359,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.020730,3.729562,527.348,423.359,525.000,379.000,0.550248,0.550248,4.181583,3.631917,3.907696,3.631917,0.452021,sequence_se3_optimizer
17,0.666667,-0.276110,0.299842,3.631795,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,529.287,416.293,,529.287,416.293,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.020257,3.714808,529.287,416.293,525.000,372.000,0.008560,0.008560,3.641364,3.633397,3.862725,3.633397,-0.073444,sequence_se3_optimizer
18,0.708333,-0.275559,0.301516,3.632675,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,530.680,417.553,,530.680,417.553,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.043412,3.699178,530.680,417.553,529.000,375.000,-0.016328,-0.016328,3.617927,3.634876,3.821476,3.634876,-0.081251,sequence_se3_optimizer
19,0.750000,-0.275060,0.303186,3.633531,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.560,433.814,,533.560,433.814,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.088233,3.699030,533.560,433.814,529.000,391.000,-0.002018,-0.002018,3.633665,3.636356,3.795792,3.636356,-0.065365,sequence_se3_optimizer
20,0.791667,-0.274628,0.304871,3.634369,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,534.040,482.778,,534.040,482.778,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.150929,3.711479,534.040,482.778,529.000,439.000,-0.072256,-0.072256,3.564685,3.637835,3.761156,3.637835,-0.146795,sequence_se3_optimizer
21,0.833333,-0.274400,0.306553,3.635141,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,535.175,540.956,,535.175,540.956,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.199159,3.735127,535.175,540.956,531.000,495.000,0.041338,0.041338,3.679737,3.639315,3.717928,3.639315,-0.055390,sequence_se3_optimizer
22,0.875000,-0.274880,0.307795,3.635533,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,539.066,604.311,,539.066,604.311,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.231528,3.730947,539.066,604.311,534.000,563.000,0.012039,0.012039,3.652087,3.640794,3.671186,3.640794,-0.078860,sequence_se3_optimizer
23,0.916667,-0.275503,0.308841,3.635784,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,538.213,600.868,,538.213,600.868,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.243225,3.729294,538.213,600.868,528.000,560.000,0.021368,0.021368,3.663197,3.642274,3.618787,3.642274,-0.066098,sequence_se3_optimizer
24,0.958333,-0.276250,0.309706,3.635879,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.800,545.411,,533.800,545.411,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.234850,3.714227,533.800,545.411,532.000,502.000,0.125020,0.125020,3.768712,3.643754,3.592024,3.643754,0.054485,sequence_se3_optimizer
25,1.000000,-0.277056,0.310460,3.635843,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,528.938,505.726,,528.938,505.726,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.207546,3.668438,528.938,505.726,519.000,460.000,-0.038615,-0.038615,3.606675,3.645233,3.568300,3.645233,-0.061762,sequence_se3_optimizer
26,1.041667,-0.277807,0.311001,3.635431,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,524.993,474.955,,524.993,474.955,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,0,1,0,0,0,hand,right,right_hand,right_hand,0.160121,3.641512,524.993,474.955,520.000,435.000,-0.005201,-0.005201,3.641512,3.646713,3.554566,3.646713,0.000000,sequence_se3_optimizer
27,1.083333,-0.278406,0.311539,3.634812,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,520.833,452.553,,520.833,452.553,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.107274,3.619800,520.833,452.553,521.000,410.000,0.034359,0.034359,3.678405,3.643894,3.543737,3.643894,0.058604,sequence_se3_optimizer
28,1.125000,-0.278856,0.312130,3.634092,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,519.796,436.642,,519.796,436.642,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.065614,3.608790,519.796,436.642,519.000,394.000,0.073357,0.073357,3.714604,3.641075,3.549327,3.641075,0.105814,sequence_se3_optimizer
29,1.166667,-0.279178,0.312790,3.633314,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,520.589,428.366,,520.589,428.366,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.040879,3.600039,520.589,428.366,521.000,380.000,0.126605,0.126605,3.764936,3.638256,3.546023,3.638256,0.164897,sequence_se3_optimizer
30,1.208333,-0.279426,0.313503,3.632507,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,520.286,424.626,,520.286,424.626,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.033650,3.591058,520.286,424.626,518.000,378.000,0.115378,0.115378,3.750715,3.635437,3.546541,3.635437,0.159657,sequence_se3_optimizer
31,1.250000,-0.279616,0.314271,3.631678,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.106,427.299,,521.106,427.299,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.052545,3.585791,521.106,427.299,520.000,382.000,0.087785,0.087785,3.720100,3.632618,3.545501,3.632618,0.134309,sequence_se3_optimizer
32,1.291667,-0.279743,0.315120,3.630816,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.738,445.650,,522.738,445.650,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.104748,3.585649,522.738,445.650,519.000,399.000,-0.001729,-0.001729,3.627488,3.629799,3.554113,3.629799,0.041838,sequence_se3_optimizer
33,1.333333,-0.279783,0.316102,3.629913,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,531.500,474.500,,531.500,474.500,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.168942,3.592409,531.500,474.500,528.000,432.000,0.036688,0.036688,3.662907,3.626980,3.553088,3.626980,0.070497,sequence_se3_optimizer
34,1.375000,-0.279595,0.317415,3.628979,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.866,532.374,,527.866,532.374,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.236420,3.618556,527.866,532.374,531.000,488.000,0.026105,0.026105,3.649025,3.624161,3.534568,3.624161,0.030469,sequence_se3_optimizer
35,1.416667,-0.279076,0.318808,3.628300,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,532.221,595.727,,532.221,595.727,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.282803,3.658267,532.221,595.727,542.000,545.000,0.070220,0.070220,3.690264,3.621343,3.515278,3.621343,0.031997,sequence_se3_optimizer
36,1.458333,-0.278433,0.320013,3.627906,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.267,619.694,,533.267,619.694,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.302807,3.678698,533.267,619.694,539.000,574.000,0.069242,0.069242,3.686666,3.618524,3.500203,3.618524,0.007968,sequence_se3_optimizer
37,1.500000,-0.277673,0.321027,3.627762,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,526.743,573.378,,526.743,573.378,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.299944,3.688451,526.743,573.378,535.000,528.000,-0.027936,-0.027936,3.587103,3.615705,3.500844,3.615705,-0.101348,sequence_se3_optimizer
38,1.541667,-0.276748,0.321921,3.627813,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.439,531.462,,522.439,531.462,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,0,1,0,0,0,hand,right,right_hand,right_hand,0.271927,3.671550,522.439,531.462,532.000,484.000,0.058664,0.058664,3.671550,3.612886,3.521765,3.612886,0.000000,sequence_se3_optimizer
39,1.583333,-0.275422,0.322661,3.628180,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.798,495.812,,521.798,495.812,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.214660,3.640499,521.798,495.812,518.000,450.000,0.000894,0.000894,3.616423,3.615825,3.545339,3.615825,-0.024076,sequence_se3_optimizer
40,1.625000,-0.273584,0.323340,3.628820,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,517.592,468.415,,517.592,468.415,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.150207,3.621206,517.592,468.415,513.000,424.000,0.044904,0.044904,3.663182,3.618764,3.579885,3.618764,0.041977,sequence_se3_optimizer
41,1.666667,-0.271105,0.324067,3.629682,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,512.037,447.883,,512.037,447.883,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.088314,3.614303,512.037,447.883,511.000,402.000,0.135583,0.135583,3.756714,3.621703,3.632323,3.621703,0.142411,sequence_se3_optimizer
42,1.708333,-0.268194,0.324869,3.630654,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,510.336,434.589,,510.336,434.589,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.047908,3.603596,510.336,434.589,509.000,388.000,0.113495,0.113495,3.737599,3.624642,3.670739,3.624642,0.134003,sequence_se3_optimizer
43,1.750000,-0.264952,0.325752,3.631687,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.005,427.318,,508.005,427.318,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.023571,3.605705,508.005,427.318,508.000,380.000,0.132893,0.132893,3.760013,3.627581,3.677590,3.627581,0.154308,sequence_se3_optimizer
44,1.791667,-0.261513,0.326693,3.632749,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.638,424.541,,509.638,424.541,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.024516,3.608222,509.638,424.541,510.000,377.000,0.117810,0.117810,3.748042,3.630520,3.657893,3.630520,0.139820,sequence_se3_optimizer
45,1.833333,-0.257842,0.327707,3.633842,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,515.492,431.106,,515.492,431.106,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.052561,3.600945,515.492,431.106,504.000,390.000,0.063792,0.063792,3.697177,3.633459,3.626934,3.633459,0.096231,sequence_se3_optimizer
46,1.875000,-0.253808,0.328825,3.634977,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.052,450.454,,521.052,450.454,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.103709,3.601496,521.052,450.454,507.000,407.000,-0.099169,-0.099169,3.537309,3.636398,3.578908,3.636398,-0.064187,sequence_se3_optimizer
47,1.916667,-0.248671,0.330116,3.636151,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.895,485.366,,527.895,485.366,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.177883,3.610142,527.895,485.366,517.000,444.000,-0.084889,-0.084889,3.554607,3.639337,3.547219,3.639337,-0.055535,sequence_se3_optimizer
48,1.958333,-0.239466,0.331573,3.637301,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,536.808,534.688,,536.808,534.688,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.249242,3.635264,536.808,534.688,532.000,491.000,0.017989,0.017989,3.660451,3.642276,3.497624,3.642276,0.025187,sequence_se3_optimizer
49,2.000000,-0.226429,0.333044,3.638248,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,548.897,592.756,,548.897,592.756,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.291609,3.665288,548.897,592.756,541.000,541.000,0.004284,0.004284,3.649766,3.645215,3.459624,3.645215,-0.015522,sequence_se3_optimizer
50,2.041667,-0.213099,0.334375,3.638957,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,555.445,624.880,,555.445,624.880,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.309879,3.677545,555.445,624.880,539.000,586.000,0.116312,0.116312,3.764833,3.648154,3.451515,3.648154,0.087288,sequence_se3_optimizer
51,2.083333,-0.199714,0.335486,3.639336,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,561.590,581.902,,561.590,581.902,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.308704,3.679149,561.590,581.902,550.000,539.000,0.017078,0.017078,3.668580,3.651093,3.459707,3.651093,-0.010569,sequence_se3_optimizer
52,2.125000,-0.186397,0.336449,3.639448,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,564.316,540.207,,564.316,540.207,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.282445,3.660060,564.316,540.207,559.000,493.000,0.039678,0.039678,3.694013,3.654032,3.465698,3.654032,0.033953,sequence_se3_optimizer
53,2.166667,-0.173416,0.337200,3.639079,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,571.752,505.622,,571.752,505.622,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,0,1,0,0,0,hand,right,right_hand,right_hand,0.229896,3.629781,571.752,505.622,559.000,470.000,-0.027190,-0.027190,3.629781,3.656971,3.483027,3.656971,0.000000,sequence_se3_optimizer
54,2.208333,-0.161024,0.337828,3.638235,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.247,478.847,,579.247,478.847,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.168322,3.595288,579.247,478.847,565.000,439.000,0.056577,0.056577,3.710383,3.653347,3.475058,3.653347,0.115095,sequence_se3_optimizer
55,2.250000,-0.149584,0.338444,3.636935,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,582.655,459.220,,582.655,459.220,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.108950,3.578041,582.655,459.220,574.000,415.000,0.090446,0.090446,3.740814,3.649723,3.478506,3.649723,0.162774,sequence_se3_optimizer
56,2.291667,-0.138819,0.339095,3.635354,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,590.001,444.529,,590.001,444.529,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.068091,3.565777,590.001,444.529,579.000,400.000,0.091486,0.091486,3.738309,3.646099,3.477912,3.646099,0.172532,sequence_se3_optimizer
57,2.333333,-0.128504,0.339792,3.633571,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,595.282,438.518,,595.282,438.518,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.041986,3.554059,595.282,438.518,588.000,396.000,0.072253,0.072253,3.715411,3.642475,3.484740,3.642475,0.161353,sequence_se3_optimizer
58,2.375000,-0.118480,0.340538,3.631624,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,602.024,437.688,,602.024,437.688,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.046884,3.539736,602.024,437.688,592.000,394.000,0.055643,0.055643,3.695127,3.638851,3.514798,3.638851,0.155391,sequence_se3_optimizer
59,2.416667,-0.108727,0.341338,3.629498,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,606.735,446.864,,606.735,446.864,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.082655,3.522427,606.735,446.864,605.000,401.000,0.040156,0.040156,3.675930,3.635227,3.548436,3.635227,0.153503,sequence_se3_optimizer
60,2.458333,-0.099319,0.342206,3.627105,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,614.211,471.285,,614.211,471.285,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.149066,3.515331,614.211,471.285,613.000,427.000,-0.003459,-0.003459,3.628557,3.631603,3.574957,3.631603,0.113226,sequence_se3_optimizer
61,2.500000,-0.090427,0.343136,3.624302,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,618.083,516.286,,618.083,516.286,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.233198,3.529446,618.083,516.286,612.000,475.000,0.055012,0.055012,3.683162,3.627979,3.592776,3.627979,0.153716,sequence_se3_optimizer
62,2.541667,-0.089159,0.344011,3.620436,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,619.454,576.719,,619.454,576.719,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.296408,3.565840,619.454,576.719,616.000,531.000,1.748307,0.000000,3.624295,3.624355,3.636464,3.624355,0.058455,sequence_se3_optimizer
63,2.583333,-0.088878,0.344736,3.616225,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,620.935,622.173,,620.935,622.173,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.319635,3.588305,620.935,622.173,610.000,585.000,0.093592,0.093592,3.714244,3.620731,3.642479,3.620731,0.125939,sequence_se3_optimizer
64,2.625000,-0.089662,0.345255,3.611796,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,613.193,584.890,,613.193,584.890,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.318141,3.595595,613.193,584.890,609.000,540.000,1.732655,0.000000,3.617144,3.617107,3.660237,3.617107,0.021549,sequence_se3_optimizer
