frame,visual_spike,raw_visual_spike,contact_spike,smoothness_spike,freeze_or_propagate,motion_regime,pre_smooth_translation_jump_m,final_translation_jump_m,visual_spike_threshold_m,velocity_spike_threshold,accel_spike_threshold,se3_velocity_spike,se3_accel_spike,raw_se3_velocity_spike,raw_se3_accel_spike,delta_translation_m,delta_rotation_rad
1,0,0,0,0,optimize,static_hold,0.000000,0.000000,0.100000,0.120000,0.120000,0,0,0,0,0.060314,0.000000
2,0,0,0,0,optimize,low_speed,0.015867,0.016018,0.100000,0.120000,0.120000,0,0,0,0,0.090951,0.000000
3,0,0,0,0,optimize,static_hold,0.003992,0.016063,0.100000,0.120000,0.120000,0,0,0,0,0.110111,0.000000
4,0,0,0,0,optimize,static_hold,0.007063,0.016135,0.100000,0.120000,0.120000,0,0,0,0,0.119693,0.000000
5,0,0,0,0,optimize,low_speed,0.022914,0.016231,0.100000,0.120000,0.120000,0,0,0,0,0.113738,0.000000
6,0,0,0,0,optimize,uniform_motion,0.065008,0.016399,0.180000,0.220000,0.220000,0,0,0,0,0.065176,0.000000
7,0,0,0,0,optimize,free_motion,0.103661,0.016668,0.180000,0.220000,0.220000,0,0,0,0,0.021991,0.000000
8,0,0,0,0,optimize,free_motion,0.129120,0.016853,0.180000,0.220000,0.220000,0,0,0,0,0.134199,0.000000
9,0,0,0,0,optimize,high_speed,0.171863,0.016776,0.300000,0.420000,0.340000,0,0,0,1,0.289294,0.000000
10,0,0,0,0,optimize,short_impact,0.043655,0.015925,0.300000,0.420000,0.340000,0,0,0,1,0.316980,0.000000
11,0,0,0,0,optimize,free_motion,0.107817,0.006381,0.180000,0.220000,0.220000,0,0,0,0,0.203105,0.000000
12,0,0,0,0,optimize,free_motion,0.099696,0.004405,0.180000,0.220000,0.220000,0,0,0,0,0.099687,0.000000
13,0,0,0,0,optimize,uniform_motion,0.078399,0.003498,0.180000,0.220000,0.220000,0,0,0,0,0.018671,0.000000
14,0,0,0,0,optimize,uniform_motion,0.064130,0.002842,0.180000,0.220000,0.220000,0,0,0,0,0.048113,0.000000
15,0,0,0,0,optimize,uniform_motion,0.051526,0.002397,0.180000,0.220000,0.220000,0,0,0,0,0.101404,0.000000
16,0,0,0,0,optimize,low_speed,0.038327,0.002160,0.100000,0.120000,0.120000,0,0,0,0,0.141487,0.000000
17,0,0,0,0,optimize,low_speed,0.018094,0.002025,0.100000,0.120000,0.120000,0,0,0,0,0.160612,0.000000
18,0,0,0,0,optimize,static_hold,0.004828,0.001970,0.100000,0.120000,0.120000,0,0,0,0,0.159181,0.000000
19,0,0,0,0,optimize,low_speed,0.040944,0.001942,0.100000,0.120000,0.120000,0,0,0,0,0.121024,0.000000
20,0,0,0,0,optimize,free_motion,0.121332,0.001931,0.180000,0.220000,0.220000,0,0,0,0,0.012516,0.000000
21,0,0,0,0,optimize,high_speed,0.144288,0.001865,0.300000,0.420000,0.340000,0,0,0,0,0.142555,0.000000
22,0,0,0,0,optimize,sustained_grasp_high_speed,0.157530,0.001388,0.300000,0.420000,0.340000,0,0,0,1,0.298805,0.000000
23,0,0,0,0,optimize,static_hold,0.008723,0.001243,0.100000,0.120000,0.120000,0,0,0,1,0.289447,0.000000
24,0,0,0,0,optimize,high_speed,0.137746,0.001147,0.300000,0.420000,0.340000,0,0,0,0,0.151052,0.000000
25,0,0,0,0,optimize,free_motion,0.099067,0.001104,0.180000,0.220000,0.220000,0,0,0,0,0.052134,0.000000
26,0,0,0,0,optimize,uniform_motion,0.076920,0.001013,0.180000,0.220000,0.220000,0,0,0,0,0.028995,0.000000
27,0,0,0,0,optimize,uniform_motion,0.056766,0.001016,0.180000,0.220000,0.220000,0,0,0,0,0.084199,0.000000
28,0,0,0,0,optimize,low_speed,0.039794,0.001034,0.100000,0.120000,0.120000,0,0,0,0,0.123807,0.000000
29,0,0,0,0,optimize,low_speed,0.020977,0.001070,0.100000,0.120000,0.120000,0,0,0,0,0.144470,0.000000
30,0,0,0,0,optimize,static_hold,0.009875,0.001105,0.100000,0.120000,0.120000,0,0,0,0,0.154485,0.000000
31,0,0,0,0,optimize,static_hold,0.007501,0.001146,0.100000,0.120000,0.120000,0,0,0,0,0.148525,0.000000
32,0,0,0,0,optimize,uniform_motion,0.045515,0.001217,0.180000,0.220000,0.220000,0,0,0,0,0.103959,0.000000
33,0,0,0,0,optimize,uniform_motion,0.074412,0.001335,0.180000,0.220000,0.220000,0,0,0,0,0.035625,0.000000
34,0,0,0,0,optimize,high_speed,0.142818,0.001622,0.300000,0.420000,0.340000,0,0,0,0,0.108028,0.000000
35,0,0,0,0,optimize,high_speed,0.156235,0.001634,0.300000,0.420000,0.340000,0,0,0,0,0.262720,0.000000
36,0,0,0,0,optimize,sustained_grasp,0.058739,0.001422,0.180000,0.220000,0.220000,0,0,0,1,0.320207,0.000000
37,0,0,0,0,optimize,free_motion,0.115553,0.001275,0.180000,0.220000,0.220000,0,0,0,0,0.204612,0.000000
