frame,motion_regime,sequence_se3_optimizer_enabled,visual_residual_enabled,contact_anchor_residual_enabled,depth_residual_enabled,geometry_residual_enabled,velocity_residual_enabled,acceleration_residual_enabled,static_freeze_residual_enabled,boundary_freeze_interpolation_enabled,static_tail_freeze_enabled,trust_weight,smooth_weight,accel_weight,feedback_reoptimized,feedback_reweight_reason,visual_prior_reason,overlay_prior_reason,pose_lock_reason,vlm_pose_refine_disabled,vlm_gate_optimizer_mode,decision_source
159,high_speed,1,1,1,1,1,1,1,1,1,1,0.670800,0.600000,0.858333,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
160,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.756800,0.798000,0.891667,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
161,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.602000,1.122000,1.050000,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
162,free_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.924000,0.841667,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
163,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.924000,0.841667,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
164,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.984000,0.875000,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
165,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.984000,1.104167,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
166,low_speed,1,1,1,1,1,1,1,1,1,1,0.602000,1.182000,1.333333,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
167,low_speed,1,1,1,1,1,1,1,1,1,1,0.602000,1.380000,1.562500,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
168,low_speed,1,1,1,1,1,1,1,1,1,1,0.602000,1.380000,1.562500,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
169,low_speed,1,1,1,1,1,1,1,1,1,1,0.602000,1.380000,1.562500,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
170,low_speed,1,1,1,1,1,1,1,1,1,1,0.602000,1.380000,1.333333,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
171,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.602000,1.182000,1.070833,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
172,free_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.924000,0.691667,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
173,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.739600,0.660000,0.920833,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
174,low_speed,1,1,1,1,1,1,1,1,1,1,0.602000,0.918000,0.920833,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
175,free_motion,1,1,1,1,1,1,1,1,1,1,0.602000,1.122000,1.070833,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
176,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.924000,0.841667,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
177,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.984000,0.875000,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
178,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.984000,1.104167,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
179,low_speed,1,1,1,1,1,1,1,1,1,1,0.602000,1.182000,1.333333,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
180,low_speed,1,1,1,1,1,1,1,1,1,1,0.602000,1.380000,1.562500,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
181,low_speed,1,1,1,1,1,1,1,1,1,1,0.602000,1.380000,1.562500,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
182,low_speed,1,1,1,1,1,1,1,1,1,1,0.602000,1.380000,1.333333,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
183,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.602000,1.182000,1.104167,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
184,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.984000,0.841667,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
185,free_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.924000,0.691667,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
186,sustained_grasp_high_speed,1,1,0,1,1,1,1,1,1,1,0.200000,0.660000,1.150000,1,stage_audit_residual_reweight:vlm,,,,1,lower_trust_propagate,generic_sequence_se3_mainline
187,static_hold,1,1,1,1,1,1,1,1,1,1,0.688000,1.098000,1.150000,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
188,free_motion,1,1,1,1,1,1,1,1,1,1,0.602000,1.302000,1.266667,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
189,free_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.864000,0.808333,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
190,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.924000,0.841667,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
191,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.602000,0.984000,1.104167,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
192,low_speed,1,1,1,1,1,1,1,1,1,1,0.602000,1.182000,1.104167,1,stage_audit_residual_reweight:vlm,,,,0,,generic_sequence_se3_mainline
