frame,time,contact_id,human_part,human_side,object_part,contact_observed,contact_persistent,anchor_update_allowed,pose_anchor_allowed,stable_local_x,stable_local_y,stable_local_z,stable_local_s,observed_local_x,observed_local_y,observed_local_z,observed_local_s,contact_confidence,anchor_action,source
33,1.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.928892,inactive,hand_floor_from_anchor_floor_candidates
34,1.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.448788,inactive,hand_floor_from_anchor_floor_candidates
35,1.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.478145,inactive,hand_floor_from_anchor_floor_candidates
36,1.458333,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.810150,update,hand_floor_from_anchor_floor_candidates
37,1.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.341507,inactive,hand_floor_from_anchor_floor_candidates
38,1.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.668167,inactive,hand_floor_from_anchor_floor_candidates
39,1.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.918361,inactive,hand_floor_from_anchor_floor_candidates
40,1.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.921653,inactive,hand_floor_from_anchor_floor_candidates
41,1.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.844804,inactive,hand_floor_from_anchor_floor_candidates
42,1.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.795980,inactive,hand_floor_from_anchor_floor_candidates
43,1.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.752804,inactive,hand_floor_from_anchor_floor_candidates
44,1.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.769379,inactive,hand_floor_from_anchor_floor_candidates
45,1.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.805642,inactive,hand_floor_from_anchor_floor_candidates
46,1.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.881746,inactive,hand_floor_from_anchor_floor_candidates
47,1.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.709285,inactive,hand_floor_from_anchor_floor_candidates
48,1.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.428577,inactive,hand_floor_from_anchor_floor_candidates
49,2.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.406760,inactive,hand_floor_from_anchor_floor_candidates
50,2.041667,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.584193,update,hand_floor_from_anchor_floor_candidates
51,2.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.292475,inactive,hand_floor_from_anchor_floor_candidates
52,2.125000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.569540,inactive,hand_floor_from_anchor_floor_candidates
53,2.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.642980,inactive,hand_floor_from_anchor_floor_candidates
54,2.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.745472,inactive,hand_floor_from_anchor_floor_candidates
55,2.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.734285,inactive,hand_floor_from_anchor_floor_candidates
56,2.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.730832,inactive,hand_floor_from_anchor_floor_candidates
57,2.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.621598,inactive,hand_floor_from_anchor_floor_candidates
58,2.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.691597,inactive,hand_floor_from_anchor_floor_candidates
59,2.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.848326,inactive,hand_floor_from_anchor_floor_candidates
60,2.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.887720,inactive,hand_floor_from_anchor_floor_candidates
61,2.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.627926,inactive,hand_floor_from_anchor_floor_candidates
62,2.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.294004,inactive,hand_floor_from_anchor_floor_candidates
63,2.583333,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.124645,update,hand_floor_from_anchor_floor_candidates
64,2.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.283980,inactive,hand_floor_from_anchor_floor_candidates
65,2.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.608825,inactive,hand_floor_from_anchor_floor_candidates
66,2.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.813949,inactive,hand_floor_from_anchor_floor_candidates
67,2.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.754432,inactive,hand_floor_from_anchor_floor_candidates
68,2.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.668077,inactive,hand_floor_from_anchor_floor_candidates
69,2.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.601366,inactive,hand_floor_from_anchor_floor_candidates
70,2.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.595717,inactive,hand_floor_from_anchor_floor_candidates
71,2.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.713503,inactive,hand_floor_from_anchor_floor_candidates
72,2.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.803475,inactive,hand_floor_from_anchor_floor_candidates
73,3.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.825792,inactive,hand_floor_from_anchor_floor_candidates
74,3.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.582011,inactive,hand_floor_from_anchor_floor_candidates
75,3.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.333955,inactive,hand_floor_from_anchor_floor_candidates
76,3.125000,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.570351,update,hand_floor_from_anchor_floor_candidates
77,3.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.358880,inactive,hand_floor_from_anchor_floor_candidates
78,3.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.701963,inactive,hand_floor_from_anchor_floor_candidates
79,3.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.810662,inactive,hand_floor_from_anchor_floor_candidates
80,3.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.860857,inactive,hand_floor_from_anchor_floor_candidates
81,3.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.815971,inactive,hand_floor_from_anchor_floor_candidates
82,3.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.807095,inactive,hand_floor_from_anchor_floor_candidates
83,3.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.899307,inactive,hand_floor_from_anchor_floor_candidates
84,3.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.923332,inactive,hand_floor_from_anchor_floor_candidates
85,3.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.813985,inactive,hand_floor_from_anchor_floor_candidates
86,3.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.412507,inactive,hand_floor_from_anchor_floor_candidates
87,3.583333,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.704345,update,hand_floor_from_anchor_floor_candidates
88,3.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.668963,inactive,hand_floor_from_anchor_floor_candidates
89,3.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.472969,inactive,hand_floor_from_anchor_floor_candidates
90,3.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.738136,inactive,hand_floor_from_anchor_floor_candidates
91,3.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.965463,inactive,hand_floor_from_anchor_floor_candidates
92,3.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.973106,inactive,hand_floor_from_anchor_floor_candidates
93,3.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.852673,inactive,hand_floor_from_anchor_floor_candidates
94,3.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.840942,inactive,hand_floor_from_anchor_floor_candidates
95,3.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.900401,inactive,hand_floor_from_anchor_floor_candidates
96,3.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.944923,inactive,hand_floor_from_anchor_floor_candidates
97,4.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.879051,inactive,hand_floor_from_anchor_floor_candidates
98,4.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.389742,inactive,hand_floor_from_anchor_floor_candidates
99,4.083333,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.579463,update,hand_floor_from_anchor_floor_candidates
100,4.125000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.502889,inactive,hand_floor_from_anchor_floor_candidates
101,4.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.335393,inactive,hand_floor_from_anchor_floor_candidates
102,4.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.582728,inactive,hand_floor_from_anchor_floor_candidates
103,4.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.821955,inactive,hand_floor_from_anchor_floor_candidates
104,4.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.795166,inactive,hand_floor_from_anchor_floor_candidates
105,4.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.715903,inactive,hand_floor_from_anchor_floor_candidates
106,4.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.641971,inactive,hand_floor_from_anchor_floor_candidates
107,4.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.635002,inactive,hand_floor_from_anchor_floor_candidates
108,4.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.636346,inactive,hand_floor_from_anchor_floor_candidates
109,4.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.691276,inactive,hand_floor_from_anchor_floor_candidates
110,4.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.578165,inactive,hand_floor_from_anchor_floor_candidates
111,4.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.272370,inactive,hand_floor_from_anchor_floor_candidates
112,4.625000,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.204214,update,hand_floor_from_anchor_floor_candidates
113,4.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.226209,inactive,hand_floor_from_anchor_floor_candidates
114,4.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.430705,inactive,hand_floor_from_anchor_floor_candidates
115,4.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.658184,inactive,hand_floor_from_anchor_floor_candidates
116,4.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.710117,inactive,hand_floor_from_anchor_floor_candidates
117,4.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.624597,inactive,hand_floor_from_anchor_floor_candidates
118,4.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.604469,inactive,hand_floor_from_anchor_floor_candidates
119,4.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.596010,inactive,hand_floor_from_anchor_floor_candidates
120,4.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.631725,inactive,hand_floor_from_anchor_floor_candidates
121,5.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.770350,inactive,hand_floor_from_anchor_floor_candidates
122,5.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.789931,inactive,hand_floor_from_anchor_floor_candidates
123,5.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.591243,inactive,hand_floor_from_anchor_floor_candidates
124,5.125000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.272891,inactive,hand_floor_from_anchor_floor_candidates
125,5.166667,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.343017,update,hand_floor_from_anchor_floor_candidates
126,5.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.256343,inactive,hand_floor_from_anchor_floor_candidates
127,5.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.553565,inactive,hand_floor_from_anchor_floor_candidates
128,5.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.804661,inactive,hand_floor_from_anchor_floor_candidates
129,5.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.754556,inactive,hand_floor_from_anchor_floor_candidates
130,5.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.743119,inactive,hand_floor_from_anchor_floor_candidates
131,5.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.779214,inactive,hand_floor_from_anchor_floor_candidates
132,5.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.864936,inactive,hand_floor_from_anchor_floor_candidates
133,5.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.942357,inactive,hand_floor_from_anchor_floor_candidates
134,5.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.939414,inactive,hand_floor_from_anchor_floor_candidates
135,5.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.655785,inactive,hand_floor_from_anchor_floor_candidates
136,5.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.587508,inactive,hand_floor_from_anchor_floor_candidates
137,5.666667,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.681514,update,hand_floor_from_anchor_floor_candidates
138,5.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.290797,inactive,hand_floor_from_anchor_floor_candidates
139,5.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.711883,inactive,hand_floor_from_anchor_floor_candidates
140,5.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.880764,inactive,hand_floor_from_anchor_floor_candidates
141,5.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.871574,inactive,hand_floor_from_anchor_floor_candidates
142,5.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.779711,inactive,hand_floor_from_anchor_floor_candidates
143,5.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.781405,inactive,hand_floor_from_anchor_floor_candidates
144,5.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.925193,inactive,hand_floor_from_anchor_floor_candidates
145,6.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.877011,inactive,hand_floor_from_anchor_floor_candidates
146,6.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.520550,inactive,hand_floor_from_anchor_floor_candidates
147,6.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.205349,inactive,hand_floor_from_anchor_floor_candidates
148,6.125000,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.304060,update,hand_floor_from_anchor_floor_candidates
149,6.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.215524,inactive,hand_floor_from_anchor_floor_candidates
150,6.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.441776,inactive,hand_floor_from_anchor_floor_candidates
151,6.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.631676,inactive,hand_floor_from_anchor_floor_candidates
152,6.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.739842,inactive,hand_floor_from_anchor_floor_candidates
153,6.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.704662,inactive,hand_floor_from_anchor_floor_candidates
154,6.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.612580,inactive,hand_floor_from_anchor_floor_candidates
155,6.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.672170,inactive,hand_floor_from_anchor_floor_candidates
156,6.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.755203,inactive,hand_floor_from_anchor_floor_candidates
157,6.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.872316,inactive,hand_floor_from_anchor_floor_candidates
158,6.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.614769,inactive,hand_floor_from_anchor_floor_candidates
159,6.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.297895,inactive,hand_floor_from_anchor_floor_candidates
160,6.625000,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.413224,update,hand_floor_from_anchor_floor_candidates
161,6.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.351501,inactive,hand_floor_from_anchor_floor_candidates
162,6.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.522521,inactive,hand_floor_from_anchor_floor_candidates
163,6.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.741511,inactive,hand_floor_from_anchor_floor_candidates
164,6.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.772285,inactive,hand_floor_from_anchor_floor_candidates
165,6.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.711495,inactive,hand_floor_from_anchor_floor_candidates
166,6.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.668031,inactive,hand_floor_from_anchor_floor_candidates
167,6.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.675048,inactive,hand_floor_from_anchor_floor_candidates
168,6.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.708778,inactive,hand_floor_from_anchor_floor_candidates
169,7.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.846540,inactive,hand_floor_from_anchor_floor_candidates
170,7.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.930708,inactive,hand_floor_from_anchor_floor_candidates
171,7.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.917061,inactive,hand_floor_from_anchor_floor_candidates
172,7.125000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.428190,inactive,hand_floor_from_anchor_floor_candidates
173,7.166667,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.821046,update,hand_floor_from_anchor_floor_candidates
174,7.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.633557,inactive,hand_floor_from_anchor_floor_candidates
175,7.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.478264,inactive,hand_floor_from_anchor_floor_candidates
176,7.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.724014,inactive,hand_floor_from_anchor_floor_candidates
177,7.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.902370,inactive,hand_floor_from_anchor_floor_candidates
178,7.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.842105,inactive,hand_floor_from_anchor_floor_candidates
179,7.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.679417,inactive,hand_floor_from_anchor_floor_candidates
180,7.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.664900,inactive,hand_floor_from_anchor_floor_candidates
181,7.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.643720,inactive,hand_floor_from_anchor_floor_candidates
182,7.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.751204,inactive,hand_floor_from_anchor_floor_candidates
183,7.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.873100,inactive,hand_floor_from_anchor_floor_candidates
184,7.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.957871,inactive,hand_floor_from_anchor_floor_candidates
185,7.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.655630,inactive,hand_floor_from_anchor_floor_candidates
186,7.708333,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.251229,update,hand_floor_from_anchor_floor_candidates
187,7.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.258338,inactive,hand_floor_from_anchor_floor_candidates
188,7.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.374590,inactive,hand_floor_from_anchor_floor_candidates
189,7.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.680983,inactive,hand_floor_from_anchor_floor_candidates
190,7.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.702049,inactive,hand_floor_from_anchor_floor_candidates
191,7.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.883767,inactive,hand_floor_from_anchor_floor_candidates
192,7.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.953180,inactive,hand_floor_from_anchor_floor_candidates
