frame,time,contact_active,human_part,human_side,object_part,object_local_id,contact_u,contact_v,contact_depth_offset_m,contact_conf,anchor_score,source
158,6.541667,0,none,right,none,boundary_056,592.000,480.000,-0.033069,0.614769,0.000000,hand_floor_from_anchor_floor_candidates
159,6.583333,0,none,right,none,boundary_058,574.000,528.000,0.151311,0.297895,0.938619,hand_floor_from_anchor_floor_candidates
160,6.625000,1,floor,,floor_support,boundary_062,568.000,587.000,0.094263,0.413224,1.000000,hand_floor_from_anchor_floor_candidates
161,6.666667,0,none,right,none,boundary_062,559.000,555.000,0.069803,0.351501,1.000000,hand_floor_from_anchor_floor_candidates
162,6.708333,0,none,right,none,boundary_000,546.000,509.000,0.034854,0.522521,0.571924,hand_floor_from_anchor_floor_candidates
163,6.750000,0,none,right,none,boundary_001,542.000,469.000,0.012669,0.741511,0.000000,hand_floor_from_anchor_floor_candidates
164,6.791667,0,none,right,none,boundary_002,524.000,444.000,0.041313,0.772285,0.000000,hand_floor_from_anchor_floor_candidates
165,6.833333,0,none,right,none,boundary_000,518.000,423.000,0.106372,0.711495,0.000000,hand_floor_from_anchor_floor_candidates
166,6.875000,0,none,right,none,boundary_001,509.000,408.000,0.138957,0.668031,0.000000,hand_floor_from_anchor_floor_candidates
167,6.916667,0,none,right,none,boundary_000,506.000,397.000,0.139421,0.675048,0.000000,hand_floor_from_anchor_floor_candidates
168,6.958333,0,none,right,none,boundary_001,501.000,394.000,0.085215,0.708778,0.000000,hand_floor_from_anchor_floor_candidates
169,7.000000,0,none,right,none,boundary_001,498.000,398.000,0.009976,0.846540,0.000000,hand_floor_from_anchor_floor_candidates
170,7.041667,0,none,right,none,boundary_002,494.000,418.000,-0.038425,0.930708,0.000000,hand_floor_from_anchor_floor_candidates
171,7.083333,0,none,right,none,boundary_003,490.000,451.000,-0.084808,0.917061,0.000000,hand_floor_from_anchor_floor_candidates
172,7.125000,0,none,right,none,boundary_000,494.000,506.000,0.026801,0.428190,0.503368,hand_floor_from_anchor_floor_candidates
173,7.166667,1,floor,,floor_support,boundary_000,501.000,568.000,0.015339,0.821046,1.000000,hand_floor_from_anchor_floor_candidates
174,7.208333,0,none,right,none,boundary_000,514.000,564.000,0.076518,0.633557,1.000000,hand_floor_from_anchor_floor_candidates
175,7.250000,0,none,right,none,boundary_000,507.000,510.000,0.083620,0.478264,0.571924,hand_floor_from_anchor_floor_candidates
176,7.291667,0,none,right,none,boundary_001,508.000,476.000,0.016181,0.724014,0.011519,hand_floor_from_anchor_floor_candidates
177,7.333333,0,none,right,none,boundary_002,515.000,439.000,0.005793,0.902370,0.000000,hand_floor_from_anchor_floor_candidates
178,7.375000,0,none,right,none,boundary_000,524.000,416.000,0.051463,0.842105,0.000000,hand_floor_from_anchor_floor_candidates
179,7.416667,0,none,right,none,boundary_000,536.000,405.000,0.075022,0.679417,0.000000,hand_floor_from_anchor_floor_candidates
180,7.458333,0,none,right,none,boundary_000,545.000,398.000,0.067146,0.664900,0.000000,hand_floor_from_anchor_floor_candidates
181,7.500000,0,none,right,none,boundary_000,562.000,399.000,0.032655,0.643720,0.000000,hand_floor_from_anchor_floor_candidates
182,7.541667,0,none,right,none,boundary_060,570.000,407.000,0.036601,0.751204,0.000000,hand_floor_from_anchor_floor_candidates
