frame,time,ball_center_x,ball_center_y,radius,mask_area,source
135,5.583333,527.646,38.076,32.728,3365.0,sam2_video_propagation
136,5.625000,506.879,21.817,29.511,2736.0,sam2_video_propagation
137,5.666667,486.933,12.675,22.198,1548.0,sam2_video_propagation
138,5.708333,467.592,5.925,13.681,588.0,sam2_video_propagation
139,5.750000,449.282,0.718,3.523,39.0,sam2_video_propagation
140,5.791667,,,,0,sam2_video_propagation
141,5.833333,,,,0,sam2_video_propagation
142,5.875000,,,,0,sam2_video_propagation
143,5.916667,,,,0,sam2_video_propagation
144,5.958333,,,,0,sam2_video_propagation
145,6.000000,316.387,3.911,11.027,382.0,sam2_video_propagation
146,6.041667,295.386,9.695,19.149,1152.0,sam2_video_propagation
147,6.083333,273.306,17.858,27.611,2395.0,sam2_video_propagation
148,6.125000,250.926,28.597,34.374,3712.0,sam2_video_propagation
149,6.166667,226.189,51.228,35.789,4024.0,sam2_video_propagation
150,6.208333,201.533,78.299,36.174,4111.0,sam2_video_propagation
151,6.250000,176.848,108.022,35.557,3972.0,sam2_video_propagation
152,6.291667,151.127,141.127,35.557,3972.0,sam2_video_propagation
153,6.333333,125.597,178.072,35.763,4018.0,sam2_video_propagation
154,6.375000,99.199,217.115,36.051,4083.0,sam2_video_propagation
155,6.416667,72.983,258.395,36.042,4081.0,sam2_video_propagation
156,6.458333,45.172,304.449,36.776,4249.0,sam2_video_propagation
157,6.500000,24.669,352.104,34.174,3669.0,sam2_video_propagation
158,6.541667,10.884,404.127,21.756,1487.0,sam2_video_propagation
159,6.583333,,,,0,sam2_video_propagation
160,6.625000,,,,0,sam2_video_propagation
161,6.666667,,,,0,sam2_video_propagation
162,6.708333,,,,0,sam2_video_propagation
163,6.750000,,,,0,sam2_video_propagation
164,6.791667,1.358,417.411,5.499,95.0,sam2_video_propagation
165,6.833333,9.920,372.221,20.098,1269.0,sam2_video_propagation
166,6.875000,21.525,327.590,31.357,3089.0,sam2_video_propagation
167,6.916667,35.659,286.689,36.073,4088.0,sam2_video_propagation
168,6.958333,57.789,249.611,35.179,3888.0,sam2_video_propagation
169,7.000000,82.966,213.711,34.916,3830.0,sam2_video_propagation
170,7.041667,108.493,181.550,35.016,3852.0,sam2_video_propagation
171,7.083333,135.034,154.153,35.315,3918.0,sam2_video_propagation
172,7.125000,161.154,129.832,34.993,3847.0,sam2_video_propagation
173,7.166667,187.402,110.586,34.934,3834.0,sam2_video_propagation
174,7.208333,214.267,94.454,34.605,3762.0,sam2_video_propagation
175,7.250000,241.679,81.189,34.193,3673.0,sam2_video_propagation
176,7.291667,269.236,72.845,34.044,3641.0,sam2_video_propagation
177,7.333333,296.389,67.114,34.513,3742.0,sam2_video_propagation
178,7.375000,325.259,64.733,34.563,3753.0,sam2_video_propagation
179,7.416667,354.506,66.492,34.618,3765.0,sam2_video_propagation
180,7.458333,383.731,71.956,34.151,3664.0,sam2_video_propagation
181,7.500000,413.536,80.968,34.715,3786.0,sam2_video_propagation
182,7.541667,444.417,93.704,35.098,3870.0,sam2_video_propagation
183,7.583333,476.508,106.554,33.206,3464.0,sam2_video_propagation
184,7.625000,509.340,123.390,30.130,2852.0,sam2_video_propagation
185,7.666667,530.286,136.655,32.341,3286.0,sam2_video_propagation
186,7.708333,536.275,142.366,31.595,3136.0,sam2_video_propagation
187,7.750000,541.429,153.209,32.728,3365.0,sam2_video_propagation
188,7.791667,544.706,166.569,32.065,3230.0,sam2_video_propagation
189,7.833333,545.365,183.950,32.445,3307.0,sam2_video_propagation
190,7.875000,543.689,203.356,32.322,3282.0,sam2_video_propagation
191,7.916667,541.189,225.110,32.538,3326.0,sam2_video_propagation
192,7.958333,542.015,246.712,31.194,3057.0,sam2_video_propagation
193,8.000000,545.875,266.591,31.235,3065.0,sam2_video_propagation
194,8.041667,553.027,284.111,31.071,3033.0,sam2_video_propagation
195,8.083333,560.174,298.574,30.943,3008.0,sam2_video_propagation
196,8.125000,567.169,308.996,30.845,2989.0,sam2_video_propagation
197,8.166667,572.689,315.577,29.425,2720.0,sam2_video_propagation
198,8.208333,575.380,320.933,29.397,2715.0,sam2_video_propagation
199,8.250000,577.032,323.025,29.278,2693.0,sam2_video_propagation
200,8.291667,576.490,323.147,29.038,2649.0,sam2_video_propagation
201,8.333333,574.473,321.770,28.983,2639.0,sam2_video_propagation
202,8.375000,571.629,318.839,29.435,2722.0,sam2_video_propagation
203,8.416667,567.660,313.921,28.574,2565.0,sam2_video_propagation
204,8.458333,563.556,308.639,28.807,2607.0,sam2_video_propagation
205,8.500000,559.725,301.573,28.074,2476.0,sam2_video_propagation
206,8.541667,556.486,297.401,29.843,2798.0,sam2_video_propagation
207,8.583333,554.798,290.295,29.136,2667.0,sam2_video_propagation
208,8.625000,551.964,286.998,30.040,2835.0,sam2_video_propagation
209,8.666667,549.746,284.617,29.338,2704.0,sam2_video_propagation
210,8.708333,547.558,285.326,28.557,2562.0,sam2_video_propagation
211,8.750000,544.170,289.375,27.886,2443.0,sam2_video_propagation
212,8.791667,541.951,298.419,26.963,2284.0,sam2_video_propagation
213,8.833333,538.703,310.095,27.426,2363.0,sam2_video_propagation
214,8.875000,536.355,321.480,29.597,2752.0,sam2_video_propagation
215,8.916667,536.865,329.476,30.114,2849.0,sam2_video_propagation
216,8.958333,538.049,334.607,30.130,2852.0,sam2_video_propagation
217,9.000000,538.122,339.873,29.452,2725.0,sam2_video_propagation
218,9.041667,540.287,347.466,29.987,2825.0,sam2_video_propagation
219,9.083333,543.809,354.294,31.514,3120.0,sam2_video_propagation
220,9.125000,544.590,361.958,32.272,3272.0,sam2_video_propagation
221,9.166667,545.001,366.580,33.373,3499.0,sam2_video_propagation
222,9.208333,542.049,369.200,33.983,3628.0,sam2_video_propagation
223,9.250000,534.253,368.168,34.025,3637.0,sam2_video_propagation
224,9.291667,523.093,364.367,34.526,3745.0,sam2_video_propagation
225,9.333333,508.665,355.477,35.098,3870.0,sam2_video_propagation
226,9.375000,491.704,343.259,35.522,3964.0,sam2_video_propagation
227,9.416667,474.695,324.435,35.513,3962.0,sam2_video_propagation
228,9.458333,462.023,296.189,37.202,4348.0,sam2_video_propagation
229,9.500000,453.035,260.111,37.893,4511.0,sam2_video_propagation
230,9.541667,452.316,216.023,36.889,4275.0,sam2_video_propagation
231,9.583333,456.096,178.463,37.526,4424.0,sam2_video_propagation
232,9.625000,461.168,146.253,37.262,4362.0,sam2_video_propagation
233,9.666667,466.758,119.721,38.103,4561.0,sam2_video_propagation
234,9.708333,471.284,98.027,38.274,4602.0,sam2_video_propagation
235,9.750000,476.585,82.149,37.556,4431.0,sam2_video_propagation
236,9.791667,481.501,71.172,37.462,4409.0,sam2_video_propagation
237,9.833333,486.298,65.315,37.488,4415.0,sam2_video_propagation
238,9.875000,491.118,64.454,37.518,4422.0,sam2_video_propagation
239,9.916667,495.991,68.638,37.411,4397.0,sam2_video_propagation
240,9.958333,500.988,78.336,37.568,4434.0,sam2_video_propagation
