frame,time,ball_center_x,ball_center_y,radius,mask_area,source
1,0.000000,584.261,56.618,34.577,3756.0,sam2_video_propagation
2,0.041667,584.236,56.542,34.494,3738.0,sam2_video_propagation
3,0.083333,584.865,53.167,35.075,3865.0,sam2_video_propagation
4,0.125000,585.002,52.396,35.202,3893.0,sam2_video_propagation
5,0.166667,584.352,56.122,35.682,4000.0,sam2_video_propagation
6,0.208333,584.208,63.751,35.723,4009.0,sam2_video_propagation
7,0.250000,583.615,75.163,35.562,3973.0,sam2_video_propagation
8,0.291667,583.450,90.808,35.139,3879.0,sam2_video_propagation
9,0.333333,583.428,107.674,34.383,3714.0,sam2_video_propagation
10,0.375000,585.747,124.646,33.582,3543.0,sam2_video_propagation
11,0.416667,578.998,122.028,33.686,3565.0,sam2_video_propagation
12,0.458333,565.010,99.812,32.015,3220.0,sam2_video_propagation
13,0.500000,550.438,75.710,32.040,3225.0,sam2_video_propagation
14,0.541667,544.387,47.456,34.300,3696.0,sam2_video_propagation
15,0.583333,547.165,23.585,31.332,3084.0,sam2_video_propagation
16,0.625000,550.328,10.800,20.498,1320.0,sam2_video_propagation
17,0.666667,552.687,2.324,7.548,179.0,sam2_video_propagation
18,0.708333,,,,0,sam2_video_propagation
19,0.750000,,,,0,sam2_video_propagation
20,0.791667,,,,0,sam2_video_propagation
21,0.833333,,,,0,sam2_video_propagation
22,0.875000,,,,0,sam2_video_propagation
23,0.916667,,,,0,sam2_video_propagation
24,0.958333,,,,0,sam2_video_propagation
25,1.000000,,,,0,sam2_video_propagation
26,1.041667,,,,0,sam2_video_propagation
27,1.083333,573.377,7.176,16.136,818.0,sam2_video_propagation
28,1.125000,574.972,17.093,26.786,2254.0,sam2_video_propagation
29,1.166667,576.431,33.403,34.258,3687.0,sam2_video_propagation
30,1.208333,577.701,62.927,35.324,3920.0,sam2_video_propagation
31,1.250000,579.016,96.867,35.504,3960.0,sam2_video_propagation
32,1.291667,580.617,132.094,34.346,3706.0,sam2_video_propagation
33,1.333333,584.784,153.835,33.525,3531.0,sam2_video_propagation
34,1.375000,582.691,136.053,33.644,3556.0,sam2_video_propagation
35,1.416667,577.306,106.721,34.664,3775.0,sam2_video_propagation
36,1.458333,571.276,75.854,35.812,4029.0,sam2_video_propagation
37,1.500000,567.110,44.735,35.234,3900.0,sam2_video_propagation
38,1.541667,563.920,25.292,32.645,3348.0,sam2_video_propagation
39,1.583333,562.797,15.103,25.657,2068.0,sam2_video_propagation
40,1.625000,562.356,8.990,18.151,1035.0,sam2_video_propagation
41,1.666667,560.544,5.371,13.552,577.0,sam2_video_propagation
42,1.708333,560.634,4.147,11.604,423.0,sam2_video_propagation
43,1.750000,560.283,4.855,12.679,505.0,sam2_video_propagation
44,1.791667,559.905,7.527,16.737,880.0,sam2_video_propagation
45,1.833333,559.842,12.996,23.152,1684.0,sam2_video_propagation
46,1.875000,558.588,21.385,30.288,2882.0,sam2_video_propagation
47,1.916667,557.073,35.255,35.030,3855.0,sam2_video_propagation
48,1.958333,556.079,62.788,35.107,3872.0,sam2_video_propagation
49,2.000000,555.708,93.574,35.301,3915.0,sam2_video_propagation
50,2.041667,555.404,115.445,34.866,3819.0,sam2_video_propagation
51,2.083333,556.653,94.432,34.793,3803.0,sam2_video_propagation
52,2.125000,556.973,72.915,35.522,3964.0,sam2_video_propagation
53,2.166667,559.050,53.673,35.427,3943.0,sam2_video_propagation
54,2.208333,561.506,38.168,34.697,3782.0,sam2_video_propagation
55,2.250000,563.082,29.114,33.715,3571.0,sam2_video_propagation
56,2.291667,564.941,25.486,32.425,3303.0,sam2_video_propagation
57,2.333333,566.964,24.233,31.880,3193.0,sam2_video_propagation
58,2.375000,568.894,25.588,32.733,3366.0,sam2_video_propagation
59,2.416667,570.700,29.478,34.095,3652.0,sam2_video_propagation
60,2.458333,573.072,37.410,35.238,3901.0,sam2_video_propagation
61,2.500000,573.912,52.658,35.052,3860.0,sam2_video_propagation
62,2.541667,575.473,71.339,35.391,3935.0,sam2_video_propagation
63,2.583333,576.725,94.620,35.589,3979.0,sam2_video_propagation
64,2.625000,578.314,119.694,34.443,3727.0,sam2_video_propagation
65,2.666667,580.613,138.631,32.538,3326.0,sam2_video_propagation
66,2.708333,578.527,136.275,32.747,3369.0,sam2_video_propagation
67,2.750000,573.838,116.038,33.057,3433.0,sam2_video_propagation
68,2.791667,566.280,91.147,33.800,3589.0,sam2_video_propagation
69,2.833333,561.629,60.720,34.193,3673.0,sam2_video_propagation
70,2.875000,562.018,31.401,34.545,3749.0,sam2_video_propagation
71,2.916667,564.568,16.176,25.811,2093.0,sam2_video_propagation
72,2.958333,567.382,6.315,13.866,604.0,sam2_video_propagation
73,3.000000,,,,0,sam2_video_propagation
74,3.041667,,,,0,sam2_video_propagation
75,3.083333,,,,0,sam2_video_propagation
76,3.125000,,,,0,sam2_video_propagation
77,3.166667,,,,0,sam2_video_propagation
78,3.208333,,,,0,sam2_video_propagation
79,3.250000,,,,0,sam2_video_propagation
80,3.291667,,,,0,sam2_video_propagation
81,3.333333,,,,0,sam2_video_propagation
82,3.375000,,,,0,sam2_video_propagation
83,3.416667,,,,0,sam2_video_propagation
84,3.458333,,,,0,sam2_video_propagation
85,3.500000,,,,0,sam2_video_propagation
86,3.541667,581.049,6.109,14.593,669.0,sam2_video_propagation
87,3.583333,583.484,14.374,24.260,1849.0,sam2_video_propagation
88,3.625000,585.692,25.185,31.920,3201.0,sam2_video_propagation
89,3.666667,586.291,42.819,34.984,3845.0,sam2_video_propagation
90,3.708333,587.206,67.284,35.598,3981.0,sam2_video_propagation
91,3.750000,587.796,93.803,35.705,4005.0,sam2_video_propagation
92,3.791667,589.238,120.973,34.545,3749.0,sam2_video_propagation
93,3.833333,592.120,144.297,33.086,3439.0,sam2_video_propagation
94,3.875000,591.323,155.725,33.057,3433.0,sam2_video_propagation
95,3.916667,588.195,146.555,33.263,3476.0,sam2_video_propagation
96,3.958333,584.441,129.997,33.340,3492.0,sam2_video_propagation
97,4.000000,580.787,108.896,32.970,3415.0,sam2_video_propagation
98,4.041667,573.475,85.133,33.715,3571.0,sam2_video_propagation
99,4.083333,570.282,60.756,34.160,3666.0,sam2_video_propagation
100,4.125000,569.233,37.978,34.591,3759.0,sam2_video_propagation
101,4.166667,569.168,23.251,31.082,3035.0,sam2_video_propagation
102,4.208333,569.003,15.197,25.545,2050.0,sam2_video_propagation
103,4.250000,568.652,9.694,19.364,1178.0,sam2_video_propagation
104,4.291667,569.555,6.182,14.384,650.0,sam2_video_propagation
105,4.333333,569.192,4.852,12.270,473.0,sam2_video_propagation
106,4.375000,569.444,4.996,12.616,500.0,sam2_video_propagation
107,4.416667,570.068,6.630,15.191,725.0,sam2_video_propagation
108,4.458333,569.631,10.454,20.122,1272.0,sam2_video_propagation
109,4.500000,569.731,15.786,25.965,2118.0,sam2_video_propagation
110,4.541667,569.888,23.893,31.755,3168.0,sam2_video_propagation
111,4.583333,569.722,38.402,35.093,3869.0,sam2_video_propagation
112,4.625000,569.550,62.458,35.161,3884.0,sam2_video_propagation
113,4.666667,569.545,90.145,35.270,3908.0,sam2_video_propagation
114,4.708333,569.348,123.018,35.616,3985.0,sam2_video_propagation
115,4.750000,569.001,146.969,31.750,3167.0,sam2_video_propagation
116,4.791667,567.838,138.914,32.989,3419.0,sam2_video_propagation
117,4.833333,568.237,115.569,34.738,3791.0,sam2_video_propagation
118,4.875000,568.577,93.309,35.337,3923.0,sam2_video_propagation
119,4.916667,569.648,71.823,35.288,3912.0,sam2_video_propagation
120,4.958333,570.968,54.754,35.337,3923.0,sam2_video_propagation
121,5.000000,572.681,41.441,35.166,3885.0,sam2_video_propagation
122,5.041667,574.406,33.008,34.898,3826.0,sam2_video_propagation
123,5.083333,575.945,29.638,34.281,3692.0,sam2_video_propagation
124,5.125000,577.507,29.239,34.272,3690.0,sam2_video_propagation
125,5.166667,579.112,31.105,34.632,3768.0,sam2_video_propagation
126,5.208333,580.803,37.590,35.270,3908.0,sam2_video_propagation
127,5.250000,582.171,49.457,35.220,3897.0,sam2_video_propagation
128,5.291667,583.796,66.053,35.351,3926.0,sam2_video_propagation
129,5.333333,585.091,86.194,35.170,3886.0,sam2_video_propagation
130,5.375000,587.570,111.036,34.508,3741.0,sam2_video_propagation
131,5.416667,588.881,131.740,33.402,3505.0,sam2_video_propagation
132,5.458333,580.939,120.891,32.513,3321.0,sam2_video_propagation
133,5.500000,567.121,95.025,31.443,3106.0,sam2_video_propagation
134,5.541667,548.899,65.229,31.630,3143.0,sam2_video_propagation
