frame,u_obs,v_obs,u_reproj,v_reproj,error_u,error_v,error_px
1,513.847,388.459,513.847,388.459,0.000000,0.000000,0.000000
2,517.041,381.280,517.041,381.280,0.000000,0.000000,0.000000
3,519.478,379.743,519.478,379.743,0.000000,0.000000,0.000000
4,520.628,383.106,520.628,383.106,0.000000,0.000000,0.000000
5,524.193,395.050,524.193,395.050,0.000000,0.000000,0.000000
6,526.081,417.918,526.081,417.918,0.000000,0.000000,0.000000
7,525.746,454.762,525.746,454.762,0.000000,0.000000,0.000000
8,528.398,517.203,528.398,517.203,0.000000,0.000000,0.000000
9,529.901,582.494,529.901,582.494,0.000000,0.000000,0.000000
10,530.000,599.500,530.000,599.500,0.000000,0.000000,0.000000
11,529.000,557.000,529.000,557.000,0.000000,0.000000,0.000000
12,530.000,515.500,530.000,515.500,0.000000,0.000000,0.000000
13,530.371,484.292,530.371,484.292,0.000000,0.000000,0.000000
14,529.000,458.856,529.000,458.856,0.000000,0.000000,0.000000
15,529.042,438.000,529.042,438.000,0.000000,0.000000,0.000000
16,529.778,423.168,529.778,423.168,0.000000,0.000000,0.000000
17,530.030,413.418,530.030,413.418,0.000000,0.000000,0.000000
18,530.821,414.977,530.821,414.977,0.000000,0.000000,0.000000
19,531.994,429.713,531.994,429.713,0.000000,0.000000,0.000000
20,534.182,476.567,534.182,476.567,0.000000,0.000000,0.000000
21,538.406,534.935,538.406,534.935,0.000000,0.000000,0.000000
22,541.000,602.500,541.000,602.500,0.000000,0.000000,0.000000
23,539.800,601.000,539.800,601.000,0.000000,0.000000,0.000000
24,534.738,547.007,534.738,547.007,0.000000,0.000000,0.000000
25,529.500,503.500,529.500,503.500,0.000000,0.000000,0.000000
26,527.411,470.277,527.411,470.277,0.000000,0.000000,0.000000
27,524.197,446.770,524.197,446.770,0.000000,0.000000,0.000000
28,523.407,431.722,523.407,431.722,0.000000,0.000000,0.000000
29,523.932,422.845,523.932,422.845,0.000000,0.000000,0.000000
30,524.500,419.750,524.500,419.750,0.000000,0.000000,0.000000
31,526.536,423.280,526.536,423.280,0.000000,0.000000,0.000000
32,529.979,439.374,529.979,439.374,0.000000,0.000000,0.000000
33,534.500,472.500,534.500,472.500,0.000000,0.000000,0.000000
34,535.008,532.830,535.008,532.830,0.000000,0.000000,0.000000
35,538.971,590.980,538.971,590.980,0.000000,0.000000,0.000000
36,537.498,615.445,537.498,615.445,0.000000,0.000000,0.000000
37,533.000,570.441,533.000,570.441,0.000000,0.000000,0.000000
38,532.519,530.242,532.519,530.242,0.000000,0.000000,0.000000
39,524.545,492.597,524.545,492.597,0.000000,0.000000,0.000000
40,519.683,465.867,519.683,465.867,0.000000,0.000000,0.000000
41,517.509,444.427,517.509,444.427,0.000000,0.000000,0.000000
42,515.305,430.628,515.305,430.628,0.000000,0.000000,0.000000
43,515.112,423.581,515.112,423.581,0.000000,0.000000,0.000000
44,515.357,422.416,515.357,422.416,0.000000,0.000000,0.000000
45,517.981,426.538,517.981,426.538,0.000000,0.000000,0.000000
46,523.364,442.742,523.364,442.742,0.000000,0.000000,0.000000
47,527.875,478.523,527.875,478.523,0.000000,0.000000,0.000000
48,539.487,529.516,539.487,529.516,0.000000,0.000000,0.000000
49,550.285,588.010,550.285,588.010,0.000000,0.000000,0.000000
50,557.347,626.624,557.347,626.624,0.000000,0.000000,0.000000
51,561.435,580.701,561.435,580.701,0.000000,0.000000,0.000000
52,566.368,535.406,566.368,535.406,0.000000,0.000000,0.000000
53,570.310,504.851,570.310,504.851,0.000000,0.000000,0.000000
54,575.000,474.877,575.000,474.877,0.000000,0.000000,0.000000
55,580.803,454.887,580.803,454.887,0.000000,0.000000,0.000000
