frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,residual_px,contact_frame,audio_contact_frame,active_hand,active_hand_z,floor_window_weight,contact_depth_gap
110,4.541667,-0.129312,0.388504,3.764822,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,589.557,511.550,48.138,589.557,511.550,46.810,558.360,657.784,0.000000,0,0,left,3.971269,0.333740,-0.206446
111,4.583333,-0.119032,0.544144,3.783774,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,593.800,571.200,46.120,593.800,571.200,46.576,617.776,657.784,0.000000,0,0,right,3.561336,0.760067,0.222439
112,4.625000,-0.105892,0.683459,3.802012,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,599.097,624.000,47.087,599.097,624.000,46.352,670.352,657.784,0.000000,1,1,right,3.583769,1.000000,0.218243
113,4.666667,-0.119707,0.592259,3.826128,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,594.052,587.330,46.575,594.052,587.330,46.060,633.390,657.784,0.000000,0,0,right,3.589733,0.760067,0.236395
114,4.708333,-0.125439,0.490208,3.845780,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.098,547.198,44.775,592.098,547.198,45.825,593.023,657.784,0.000000,0,0,right,3.575964,0.333740,0.269816
115,4.750000,-0.141641,0.389074,3.813421,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,585.452,509.838,47.740,585.452,509.838,46.214,556.052,657.784,0.000000,0,0,right,3.545532,0.084658,0.267890
116,4.791667,-0.146229,0.315632,3.808493,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,583.612,481.712,46.952,583.612,481.712,46.274,527.986,657.784,0.000000,0,0,left,3.980549,0.000000,-0.172056
117,4.833333,-0.149409,0.264082,3.822624,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,582.599,461.457,46.812,582.599,461.457,46.103,507.560,657.784,0.000000,0,0,left,3.985120,0.000000,-0.162496
118,4.875000,-0.155831,0.233048,3.842284,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.438,449.076,46.150,580.438,449.076,45.867,494.943,657.784,0.000000,0,0,left,3.985506,0.000000,-0.143222
119,4.916667,-0.157673,0.214990,3.842613,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.739,442.167,46.405,579.739,442.167,45.863,488.030,657.784,0.000000,0,0,left,3.988138,0.000000,-0.145525
120,4.958333,-0.155550,0.210684,3.822909,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.244,440.936,46.422,580.244,440.936,46.099,487.035,657.784,0.000000,0,0,left,3.985345,0.000000,-0.162435
121,5.000000,-0.151477,0.224599,3.782176,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.182,447.211,46.908,581.182,447.211,46.596,493.807,657.784,0.000000,0,0,left,3.975014,0.000000,-0.192839
122,5.041667,-0.151262,0.277659,3.744525,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.675,468.898,49.009,580.675,468.898,47.064,515.962,657.784,0.000000,0,0,left,3.967250,0.084658,-0.222725
123,5.083333,-0.156601,0.387651,3.770243,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.000,511.000,47.011,579.000,511.000,46.743,557.743,657.784,0.000000,0,0,right,3.536223,0.333740,0.234020
124,5.125000,-0.165394,0.544729,3.803544,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.139,570.328,45.296,576.139,570.328,46.334,616.662,657.784,0.000000,0,0,right,3.566493,0.760067,0.237051
125,5.166667,-0.175308,0.673665,3.801236,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,572.270,620.270,47.889,572.270,620.270,46.362,666.632,657.784,0.000000,1,1,right,3.587387,1.000000,0.213849
126,5.208333,-0.191540,0.598946,3.814300,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,566.252,590.610,44.323,566.252,590.610,46.203,636.813,657.784,0.000000,0,0,right,3.593975,0.760067,0.220325
127,5.250000,-0.221065,0.469265,3.733918,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,553.052,544.569,47.318,553.052,544.569,47.198,591.767,657.784,0.000000,0,0,right,3.581856,0.333740,0.152062
128,5.291667,-0.227555,0.351700,3.645752,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,548.335,501.674,51.457,548.335,501.674,48.339,550.013,657.784,0.000000,0,0,right,3.556758,0.084658,0.088993
129,5.333333,-0.257454,0.293818,3.676427,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,537.156,477.370,48.480,537.156,477.370,47.936,525.306,657.784,0.000000,0,0,right,3.551454,0.000000,0.124972
130,5.375000,-0.271217,0.248199,3.737030,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.415,457.539,47.394,533.415,457.539,47.158,504.697,657.784,0.000000,0,0,right,3.560961,0.000000,0.176069
131,5.416667,-0.289764,0.226795,3.771622,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.171,448.310,47.342,527.171,448.310,46.726,495.036,657.784,0.000000,0,0,right,3.574131,0.000000,0.197490
132,5.458333,-0.304238,0.230573,3.771884,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.543,449.775,47.188,521.543,449.775,46.723,496.498,657.784,0.000000,0,0,right,3.577741,0.000000,0.194143
133,5.500000,-0.313699,0.256547,3.730365,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,516.500,461.000,47.437,516.500,461.000,47.243,508.243,657.784,0.000000,0,0,right,3.580952,0.000000,0.149413
134,5.541667,-0.324179,0.318618,3.653970,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.706,488.059,48.610,509.706,488.059,48.230,536.289,657.784,0.000000,0,0,right,3.591780,0.084658,0.062190
135,5.583333,-0.323987,0.427113,3.599483,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,507.812,534.264,52.033,507.812,534.264,48.961,583.225,657.784,0.000000,0,0,right,3.616047,0.333740,-0.016564
136,5.625000,-0.328011,0.601428,3.670129,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.746,600.662,47.420,508.746,600.662,48.018,648.680,657.784,0.000000,0,0,right,3.622115,0.760067,0.048015
137,5.666667,-0.332601,0.625710,3.728102,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.979,606.485,45.401,508.979,606.485,47.271,653.756,657.784,0.000000,1,1,right,3.624925,1.000000,0.103176
138,5.708333,-0.336349,0.516818,3.761214,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.669,561.797,44.101,508.669,561.797,46.855,608.652,657.784,0.000000,0,0,right,3.623855,0.760067,0.137359
139,5.750000,-0.318372,0.391367,3.696561,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,513.514,515.486,50.364,513.514,515.486,47.675,563.161,657.784,0.000000,0,0,right,3.605033,0.333740,0.091529
140,5.791667,-0.309956,0.325846,3.705355,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,517.150,489.148,48.392,517.150,489.148,47.562,536.710,657.784,0.000000,0,0,right,3.576479,0.084658,0.128876
141,5.833333,-0.301680,0.278023,3.743836,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.659,469.061,47.119,521.659,469.061,47.073,516.134,657.784,0.000000,0,0,right,3.564950,0.000000,0.178886
142,5.875000,-0.287408,0.244892,3.759346,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.723,455.668,47.581,527.723,455.668,46.879,502.547,657.784,0.000000,0,0,right,3.569445,0.000000,0.189901
143,5.916667,-0.265722,0.237040,3.764216,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,536.329,452.481,47.320,536.329,452.481,46.818,499.299,657.784,0.000000,0,0,right,3.563962,0.000000,0.200254
144,5.958333,-0.240917,0.255623,3.769093,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,546.128,459.602,47.917,546.128,459.602,46.757,506.359,657.784,0.000000,0,0,right,3.558431,0.000000,0.210662
145,6.000000,-0.218226,0.306320,3.803152,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,555.731,478.287,47.131,555.731,478.287,46.339,524.626,657.784,0.000000,0,0,right,3.548959,0.084658,0.254193
146,6.041667,-0.193743,0.432494,3.851172,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,566.118,524.927,45.793,566.118,524.927,45.761,570.688,657.784,0.000000,0,0,right,3.559231,0.333740,0.291940
147,6.083333,-0.170264,0.583286,3.880059,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,575.555,580.774,44.782,575.555,580.774,45.420,626.194,657.784,0.000000,0,0,right,3.577375,0.760067,0.302684
148,6.125000,-0.150404,0.698072,3.877325,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,583.032,624.407,45.121,583.032,624.407,45.452,669.859,657.784,0.000000,1,1,right,3.586481,1.000000,0.290844
149,6.166667,-0.148763,0.591770,3.881778,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,583.718,583.886,45.480,583.718,583.886,45.400,629.286,657.784,0.000000,0,0,right,3.578163,0.760067,0.303615
150,6.208333,-0.146858,0.490364,3.886634,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.508,545.289,45.223,584.508,545.289,45.343,590.632,657.784,0.000000,0,0,right,3.553444,0.333740,0.333190
151,6.250000,-0.147762,0.393152,3.875066,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.000,509.000,46.044,584.000,509.000,45.479,554.479,657.784,0.000000,0,0,right,3.518512,0.084658,0.356553
152,6.291667,-0.143313,0.323626,3.861825,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,585.500,483.071,46.183,585.500,483.071,45.635,528.706,657.784,0.000000,0,0,left,3.931690,0.000000,-0.069864
153,6.333333,-0.145479,0.269757,3.850131,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.508,462.897,46.393,584.508,462.897,45.773,508.670,657.784,0.000000,0,0,left,3.930522,0.000000,-0.080391
154,6.375000,-0.143164,0.243732,3.836715,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,585.200,453.295,46.317,585.200,453.295,45.933,499.228,657.784,0.000000,0,0,left,3.933809,0.000000,-0.097095
155,6.416667,-0.137845,0.236348,3.805894,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,586.809,451.201,46.919,586.809,451.201,46.305,497.506,657.784,0.000000,0,0,left,3.937218,0.000000,-0.131324
156,6.458333,-0.132846,0.245792,3.752888,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,588.014,456.185,47.114,588.014,456.185,46.959,503.144,657.784,0.000000,0,0,left,3.943956,0.000000,-0.191067
157,6.500000,-0.130202,0.281105,3.667271,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.859,472.572,49.296,587.859,472.572,48.056,520.628,657.784,0.000000,0,0,left,3.946776,0.000000,-0.279505
158,6.541667,-0.135018,0.377891,3.588335,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.741,514.660,48.419,584.741,514.660,49.113,563.773,657.784,0.000000,0,0,right,3.514009,0.084658,0.074326
159,6.583333,-0.148310,0.495163,3.513038,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.000,567.000,55.570,578.000,567.000,50.165,617.165,657.784,0.000000,0,0,right,3.545786,0.333740,-0.032747
160,6.625000,-0.170955,0.662674,3.617866,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,570.604,629.000,47.167,570.604,629.000,48.712,677.712,657.784,0.000000,0,0,right,3.571079,0.760067,0.046787
161,6.666667,-0.204259,0.597891,3.658239,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,558.000,600.024,45.301,558.000,600.024,48.174,648.198,657.784,0.000000,1,1,right,3.576920,1.000000,0.081320
162,6.708333,-0.242928,0.486331,3.688757,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,543.283,553.623,46.684,543.283,553.623,47.776,601.399,657.784,0.000000,0,0,right,3.571445,0.760067,0.117311
163,6.750000,-0.268929,0.388030,3.691130,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.000,514.387,49.412,533.000,514.387,47.745,562.132,657.784,0.000000,0,0,right,3.551474,0.333740,0.139657
164,6.791667,-0.298645,0.324543,3.744996,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.886,487.270,47.419,522.886,487.270,47.058,534.328,657.784,0.000000,0,0,right,3.542422,0.084658,0.202574
165,6.833333,-0.322370,0.277483,3.802563,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,515.496,467.168,46.489,515.496,467.168,46.346,513.514,657.784,0.000000,0,0,right,3.545603,0.000000,0.256959
166,6.875000,-0.340815,0.239690,3.834745,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.477,451.795,46.214,509.477,451.795,45.957,497.752,657.784,0.000000,0,0,right,3.552253,0.000000,0.282491
167,6.916667,-0.352664,0.215207,3.841249,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,505.168,442.279,46.340,505.168,442.279,45.879,488.158,657.784,0.000000,0,0,right,3.562151,0.000000,0.279099
168,6.958333,-0.360991,0.203697,3.831771,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,501.643,438.071,46.305,501.643,438.071,45.992,484.063,657.784,0.000000,0,0,right,3.570652,0.000000,0.261119
169,7.000000,-0.367924,0.208149,3.805413,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,498.009,440.330,46.658,498.009,440.330,46.311,486.641,657.784,0.000000,0,0,right,3.578433,0.000000,0.226980
170,7.041667,-0.370576,0.256815,3.767307,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,495.539,460.114,47.085,495.539,460.114,46.779,506.893,657.784,0.000000,0,0,right,3.583867,0.000000,0.183440
171,7.083333,-0.365172,0.342872,3.732137,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,496.304,494.921,48.554,496.304,494.921,47.220,542.141,657.784,0.000000,0,0,right,3.594238,0.084658,0.137900
172,7.125000,-0.364642,0.484277,3.737850,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,496.732,550.273,47.785,496.732,550.273,47.148,597.421,657.784,0.000000,0,0,right,3.613519,0.333740,0.124330
173,7.166667,-0.354643,0.647650,3.750324,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,501.124,613.616,46.131,501.124,613.616,46.991,660.607,657.784,0.000000,0,0,right,3.618149,0.760067,0.132176
174,7.208333,-0.346275,0.614196,3.711979,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.000,603.000,45.804,503.000,603.000,47.477,650.477,657.784,0.000000,1,1,right,3.611835,1.000000,0.100144
175,7.250000,-0.338069,0.495657,3.714293,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,506.330,555.979,45.984,506.330,555.979,47.447,603.426,657.784,0.000000,0,0,right,3.601409,0.760067,0.112884
176,7.291667,-0.325011,0.398664,3.681804,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,510.359,519.020,48.559,510.359,519.020,47.866,566.886,657.784,0.000000,0,0,right,3.576999,0.333740,0.104806
177,7.333333,-0.309828,0.304796,3.670656,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,516.040,481.947,49.584,516.040,481.947,48.011,529.958,657.784,0.000000,0,0,right,3.552021,0.084658,0.118635
178,7.375000,-0.298869,0.257392,3.711994,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.756,461.834,47.709,521.756,461.834,47.477,509.311,657.784,0.000000,0,0,right,3.545268,0.000000,0.166727
179,7.416667,-0.286184,0.221129,3.752836,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,528.007,446.535,47.751,528.007,446.535,46.960,493.495,657.784,0.000000,0,0,right,3.541598,0.000000,0.211238
180,7.458333,-0.266639,0.205101,3.785605,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,536.559,439.568,46.803,536.559,439.568,46.553,486.121,657.784,0.000000,0,0,right,3.529539,0.000000,0.256066
181,7.500000,-0.243439,0.204556,3.783235,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,545.500,439.406,46.742,545.500,439.406,46.583,485.989,657.784,0.000000,0,0,right,3.513624,0.000000,0.269611
182,7.541667,-0.212352,0.220447,3.744502,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,556.715,446.460,48.602,556.715,446.460,47.064,493.524,657.784,0.000000,0,0,right,3.491754,0.000000,0.252749
183,7.583333,-0.191324,0.267368,3.703585,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,564.133,466.021,46.773,564.133,466.021,47.584,513.605,657.784,0.000000,0,0,right,3.475731,0.000000,0.227854
184,7.625000,-0.158418,0.339815,3.605412,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,575.471,498.418,49.509,575.471,498.418,48.880,547.298,657.784,0.000000,0,0,right,3.481670,0.084658,0.123742
185,7.666667,-0.138185,0.444343,3.549126,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,582.820,543.866,54.028,582.820,543.866,49.655,593.521,657.784,0.000000,0,0,right,3.505936,0.333740,0.043190
186,7.708333,-0.129426,0.635498,3.664391,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,588.129,614.693,46.689,588.129,614.693,48.093,662.786,657.784,0.000000,0,0,right,3.534578,0.760067,0.129813
187,7.750000,-0.142048,0.640857,3.729073,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.058,612.386,45.398,584.058,612.386,47.259,659.645,657.784,0.000000,1,1,right,3.546353,1.000000,0.182720
188,7.791667,-0.161566,0.523682,3.762044,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.929,564.432,47.308,576.929,564.432,46.845,611.277,657.784,0.000000,0,0,right,3.550982,0.760067,0.211062
189,7.833333,-0.181967,0.433669,3.802634,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,569.723,527.486,46.624,569.723,527.486,46.345,573.831,657.784,0.000000,0,0,right,3.528339,0.333740,0.274295
190,7.875000,-0.207068,0.368616,3.830816,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,560.617,501.315,45.635,560.617,501.315,46.004,547.319,657.784,0.000000,0,0,right,3.515495,0.084658,0.315321
191,7.916667,-0.227764,0.309387,3.820656,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,552.451,478.924,47.144,552.451,478.924,46.126,525.050,657.784,0.000000,0,0,right,3.506035,0.000000,0.314621
192,7.958333,-0.242510,0.273711,3.818539,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,546.731,465.269,46.508,546.731,465.269,46.152,511.421,657.784,0.000000,0,0,right,3.508450,0.000000,0.310089
