frame,time,ball_center_x,ball_center_y,left_palm_u,left_palm_v,right_palm_u,right_palm_v,left_palm_valid,right_palm_valid,left_palm_dist_px,right_palm_dist_px,min_palm_dist_px,active_hand,hand_score,is_candidate,hand_contact_state
155,6.416667,586.809,451.201,759.5058874344535,418.5369824314622,584.1890712036316,394.26175516144514,1,1,175.75879202266398,56.999487977375196,56.999487977375196,right,0.4483380255320831,0,1
156,6.458333,588.014,456.185,758.7011598607883,418.52730151154157,589.204279286668,404.91371816503397,1,1,174.791901405042,51.28509633198313,51.28509633198313,right,0.5223473477454114,0,1
157,6.5,587.859,472.572,757.6893911912209,418.35490607118123,593.6957100710206,429.0454810271992,1,1,178.27466181779585,43.91611365253924,43.91611365253924,right,0.6211369355834856,1,1
158,6.541667,584.741,514.66,756.2436817428659,418.03546325223874,593.1150254014148,460.57165032762896,1,1,196.8488530490188,54.732749535394404,54.732749535394404,right,0.4772701668451533,0,1
159,6.583333,578.0,567.0,756.134346095135,417.4258043205923,586.2274191300294,481.1279938448043,1,1,232.60327872126626,86.26524135860947,86.26524135860947,right,0.15922216595294558,0,0
160,6.625,570.604,629.0,756.3518172029211,417.27316516469284,574.1151135179732,490.98954863181064,1,1,281.65671336758015,138.0551071311288,138.0551071311288,right,0.009041063922287077,0,0
161,6.666667,558.0,600.024,756.8487987958731,417.0781791563155,560.6517701731799,492.3765488759998,1,1,270.20366049839356,107.68010781265676,107.68010781265676,right,0.05709924697370868,0,0
162,6.708333,543.283,553.623,757.3204273883681,416.52407150902644,545.7065514034493,483.0380382031247,1,1,254.18130638661066,70.62655614761003,70.62655614761003,right,0.2918158851919795,0,0
163,6.75,533.0,514.387,759.6979339649821,417.1438232600051,531.4903634184652,463.28585676026137,1,1,246.67425622970316,51.12343731613307,51.12343731613307,right,0.5244869270488367,1,1
164,6.791667,522.886,487.27,760.9185077863053,418.9704458905369,518.674754900892,435.14130730092467,1,1,247.63744437097753,52.298519938898735,52.298519938898735,right,0.5089823078506359,0,1
165,6.833333,515.496,467.168,762.7239036417567,420.3323881052305,510.47723036067345,411.65148702318487,1,1,251.62513960384643,55.74290324155631,55.74290324155631,right,0.464298566200863,0,1
166,6.875,509.477,451.795,764.3503821603294,421.4973368118453,505.0937388888557,392.3431230233866,1,1,256.66785799649364,59.61324227057981,59.61324227057981,right,0.4158351653746633,0,1
167,6.916667,505.168,442.279,763.951828267806,422.37128169358783,501.07913645722033,382.07121898773664,1,1,259.5484290476611,60.34646385242579,60.34646385242579,right,0.4069015057944644,0,1
168,6.958333,501.643,438.071,762.6721477271363,422.8069493107624,498.05538016591015,380.55007346104946,1,1,261.4750603912327,57.63269910366251,57.63269910366251,right,0.44037423836129624,0,1
169,7.0,498.009,440.33,761.0159353310162,422.05688150767367,495.88162730448,391.6817344393679,1,1,263.6409582967865,48.69475799963918,48.69475799963918,right,0.5568405147509362,0,1
170,7.041667,495.539,460.114,758.3845952740057,421.1826050025304,494.3917625805229,415.1544644487501,1,1,265.713116859886,44.974170261170464,44.974170261170464,right,0.6068788047528932,1,1
171,7.083333,496.304,494.921,755.0455654531197,419.5065094767626,490.9438490255477,447.66785822157567,1,1,269.50796476915207,47.55618389232668,47.55618389232668,right,0.5721137529287922,0,1
172,7.125,496.732,550.273,750.8368100964452,417.8491056078032,492.1015816156915,472.1256330911132,1,1,286.5402978991719,78.28442839547291,78.28442839547291,right,0.22020464557866187,0,0
173,7.166667,501.124,613.616,746.4765058497948,416.75126225755315,496.4228395112995,483.4596651382441,1,1,314.5688749593258,130.24120858847272,130.24120858847272,right,0.015171465763178184,0,0
174,7.208333,503.0,603.0,744.1572794626946,416.1134554763944,499.4309861343762,486.45377331143953,1,1,305.09574556493214,116.6008611259554,116.6008611259554,right,0.034840388395275264,0,0
175,7.25,506.33,555.979,743.3001128832717,414.7514141053757,502.01561912116654,480.92039158932675,1,1,275.86240305183674,75.18250181335041,75.18250181335041,right,0.24767040242314298,0,0
176,7.291667,510.359,519.02,744.5646419855934,414.37852653544223,504.8417487134118,463.474244322101,1,1,256.51924042207384,55.81909203478864,55.81909203478864,right,0.4633251601585284,0,1
177,7.333333,516.04,481.947,748.1477964129098,415.08218680027795,511.67646732515044,436.5834392749496,1,1,241.54695692533681,45.5729421812967,45.5729421812967,right,0.5988086978931937,1,1
178,7.375,521.756,461.834,752.3214609774509,415.6252307966256,520.2656031676178,410.22881140959555,1,1,235.15033945762266,51.62670599766351,51.62670599766351,right,0.5178327803439191,0,1
179,7.416667,528.007,446.535,755.5115741618981,416.1285824097484,530.5977031957168,390.51373216567436,1,1,229.52751794776023,56.08113936800455,56.08113936800455,right,0.4599826685098168,0,1
180,7.458333,536.559,439.568,758.1767536521124,416.74107372906406,542.3459989362352,381.8924556553491,1,1,222.79025404354465,57.96514273371347,57.96514273371347,right,0.4362153642016924,0,1
181,7.5,545.5,439.406,759.7463194138412,417.50897267037743,555.9916006003319,382.43647101184615,1,1,215.36240430551456,57.927548854487085,57.927548854487085,right,0.43668488274259165,0,1
182,7.541667,556.715,446.46,761.3178163902477,418.066652283451,569.4490540839957,395.5701350983494,1,1,206.5635366403622,52.45888373881373,52.45888373881373,right,0.5068754350407472,0,1
183,7.583333,564.133,466.021,761.8574564157725,418.09369944849453,580.9568317718213,421.28393511546415,1,1,203.45020718364245,47.7958815168181,47.7958815168181,right,0.5688941943410283,0,1
184,7.625,575.471,498.418,762.4420549329739,417.7768471906031,588.7996346440541,452.76579562937405,1,1,203.62016331684254,47.558135638101696,47.558135638101696,right,0.5720875296758279,1,1
185,7.666667,582.82,543.866,761.714706546847,417.8173924013081,590.1648952829995,474.2792123211649,1,1,218.8414209148978,69.97334139640256,69.97334139640256,right,0.29850900272829506,0,0
186,7.708333,588.129,614.693,760.621773192166,417.4401944402371,587.3098343939245,488.45745583298674,1,1,262.0351619625153,126.23820199698714,126.23820199698714,right,0.019548915494548354,0,0
187,7.75,584.058,612.386,759.7925584166425,417.5267966868387,581.1989297244936,490.95759165596536,1,1,262.3980642796975,121.46206253726263,121.46206253726263,right,0.026180927073618784,0,0
188,7.791667,576.929,564.432,759.2511207266939,417.1660726554598,574.3976964071918,486.4259806648787,1,1,234.36853257834454,78.04707906379511,78.04707906379511,right,0.2222313805208728,0,0
189,7.833333,569.723,527.486,758.7194962946834,417.661019311736,565.6334897888012,473.5117755998851,1,1,218.58911682616736,54.12892935724351,54.12892935724351,right,0.4850796277548296,0,1
190,7.875,560.617,501.315,759.1050247658661,418.68499044570643,557.0369409587804,449.9867648550556,1,1,215.0004987305791,51.4529352499284,51.4529352499284,right,0.5201281087471965,0,1
191,7.916667,552.451,478.924,758.6890029460312,419.57524776918314,547.5036490438528,429.2895058881435,1,1,214.60752142113301,49.880449950087744,49.880449950087744,right,0.5410002021505248,0,1
192,7.958333,546.731,465.269,758.4303856882647,420.0308651494707,543.4872984625756,418.144854278696,1,1,216.47891062536166,47.23565083310044,47.23565083310044,right,0.5764220061685114,1,1
