frame,time,ball_center_x,ball_center_y,left_palm_u,left_palm_v,right_palm_u,right_palm_v,left_palm_valid,right_palm_valid,left_palm_dist_px,right_palm_dist_px,min_palm_dist_px,active_hand,hand_score,is_candidate,hand_contact_state
56,2.291667,586.331,441.264,756.6645144888113,411.96358580377154,575.2074866270812,388.044223599491,1,1,172.83524070680903,54.36981837267514,54.36981837267514,right,0.4819593075997339,0,1
57,2.333333,592.523,433.403,758.8717199852563,412.1710713520647,584.2773221654204,377.3494257881369,1,1,167.69821535974737,56.656812343058306,56.656812343058306,right,0.4526703121822149,0,1
58,2.375,599.671,433.34,760.7172125431842,412.5397221017638,594.4322974119334,379.45184446568595,1,1,162.38390971752193,54.142195298091075,54.142195298091075,right,0.48490762646303703,0,1
59,2.416667,606.0,441.5,762.4044429313726,412.55626887207023,604.267071053586,394.4613573721729,1,1,159.06001804438122,47.070552822351154,47.070552822351154,right,0.5786422603558126,0,1
60,2.458333,612.0,465.868,762.8765210468854,412.66338539484354,613.610727339316,422.27536134670606,1,1,159.9826728695782,43.62238630930541,43.62238630930541,right,0.6250929252911922,1,1
61,2.5,616.493,513.394,762.0711871052694,412.1242059605146,616.8655384079747,457.033888790902,1,1,177.3374741718642,56.361342428718935,56.361342428718935,right,0.45641814441974426,0,1
62,2.541667,621.625,574.562,760.3382607266179,411.58386493507317,613.9479276899864,482.07656615473564,1,1,214.01691804773805,92.80351778246312,92.80351778246312,right,0.11924900894874069,0,0
63,2.583333,622.5,622.839,759.395854828963,411.5882743905216,607.6600544214277,490.8187775348217,1,1,251.72871139360262,132.85165834316922,132.85165834316922,right,0.012805035066015555,0,0
64,2.625,618.183,581.122,758.7082250074249,411.6712058047679,603.537811110083,489.94311624116244,1,1,220.13838946622252,92.34755222055944,92.34755222055944,right,0.12176085104793753,0,0
65,2.666667,612.5,538.214,759.0941591980552,412.67875226123675,598.6547174498048,478.88429630348145,1,1,192.99985993730002,60.9237686753818,60.9237686753818,right,0.3999280928323615,0,0
66,2.708333,606.278,501.887,759.9024008599397,414.0342316994121,592.8572831668381,456.3890423205129,1,1,176.97052138040453,47.436060052667905,47.436060052667905,right,0.5737279504305576,1,1
67,2.75,600.948,476.656,761.2336518626707,415.38991635299817,587.0950535559693,429.89053437038666,1,1,171.5955220816753,48.77410071683257,48.77410071683257,right,0.555778246556836,0,1
68,2.791667,595.564,458.268,762.6454956435718,417.04629047396514,581.7242183658275,406.46026615273485,1,1,172.09141617972037,53.624442580512095,53.624442580512095,right,0.49163438384657937,0,1
69,2.833333,591.197,447.87,763.1356733664201,418.1445831337972,579.5385205585907,390.5012646047696,1,1,174.4892770541331,58.54136950681739,58.54136950681739,right,0.42904411135763165,0,1
70,2.875,587.5,443.0,762.8793221992339,419.1166566060016,581.1328386653717,382.6445147377944,1,1,176.99808119507495,60.69040570549437,60.69040570549437,right,0.40274041822896123,0,1
71,2.916667,585.629,443.655,762.6363714464303,418.94542263978985,584.3995031783265,388.56995108226016,1,1,178.72373306221743,55.09876837738111,55.09876837738111,right,0.47255620495326167,0,1
72,2.958333,581.148,456.715,761.0917845314763,418.6827448160508,586.1884755240227,408.8490891551565,1,1,183.91905291700309,48.1305704777616,48.1305704777616,right,0.5644022331400204,1,1
73,3.0,577.5,490.0,759.7167932126267,417.892550248421,583.7747485569009,441.3468008801521,1,1,195.96541541396957,49.056154089450374,49.056154089450374,right,0.5520045030309476,0,1
74,3.041667,566.433,536.305,757.5777085784858,416.6013641523395,573.8967856534509,472.45178511146446,1,1,225.53327925763767,64.2879549206704,64.2879549206704,right,0.3604221499544732,0,0
75,3.083333,558.411,600.397,755.5297693858832,415.01857555835176,560.1362856805367,489.7963222320967,1,1,270.5937351319741,110.61413351556415,110.61413351556415,right,0.04874718698746142,0,0
76,3.125,548.312,612.849,754.6803398222174,414.207281148511,545.6018239850721,492.8611304486849,1,1,286.4374698765024,120.01847313432758,120.01847313432758,right,0.02853424471481376,0,0
77,3.166667,535.1,568.9,754.4367687456385,413.35584325001616,530.935688908175,486.00932552063773,1,1,268.8914331525666,82.99521313011427,82.99521313011427,right,0.18253899502565052,0,0
78,3.208333,526.124,531.44,754.9969747624846,413.8450243343298,517.2691844797658,472.3455241381263,1,1,257.31579212795793,59.75420349470791,59.75420349470791,right,0.41411111519203647,0,1
79,3.25,516.427,496.675,756.5182391345913,414.7163525509492,506.2016917779889,445.08385373169125,1,1,253.694743739127,52.59470792307109,52.59470792307109,right,0.5050927713841352,0,1
80,3.291667,509.963,471.324,757.4920920235015,415.8215948113855,501.3353049418531,422.2579620742737,1,1,253.67532079352972,49.81880367637493,49.81880367637493,right,0.5418218216078009,1,1
81,3.333333,503.383,451.13,758.6842468734367,417.04107411188863,500.0277037576787,398.92323955074073,1,1,257.56704277398654,52.314470746439525,52.314470746439525,right,0.5087726425837106,0,1
82,3.375,500.692,441.722,759.0957276838732,417.3480954501278,498.50082440421465,389.44200666119525,1,1,259.5507150903799,52.325891812725295,52.325891812725295,right,0.5086225322676401,0,1
83,3.416667,498.161,442.772,759.3624586583593,416.76307499964025,497.6405252120494,393.4708449951928,1,1,262.49317359681737,49.30390226759863,49.30390226759863,right,0.5486931084528075,0,1
84,3.458333,494.585,460.724,759.1288222315546,415.50933071545694,497.0025507551712,412.8093385210575,1,1,268.37995491353485,47.97561189078764,47.97561189078764,right,0.5664814481542492,1,1
85,3.5,494.416,493.835,757.5698629127603,413.794340172358,494.93962149699297,441.4280489256256,1,1,275.057199126931,52.40956687842386,52.40956687842386,right,0.5075231200066644,0,1
86,3.541667,494.913,546.629,755.4993514708926,411.87322204511423,496.23508410990394,466.83403905045964,1,1,293.3672890169217,79.80591268403823,79.80591268403823,right,0.20750733973162175,0,0
87,3.583333,496.789,605.582,753.338902847941,410.74405716017156,499.90042200387836,478.1048175632817,1,1,322.1485319248626,127.51514807618183,127.51514807618183,right,0.01804579269061077,0,0
88,3.625,496.123,603.262,751.4706427307517,409.90920069756004,500.2523287344927,480.7983728645655,1,1,320.29318388976253,122.53322540015103,122.53322540015103,right,0.024544754396673318,0,0
89,3.666667,491.422,553.193,750.5784380050279,409.3994526669351,497.11779301962787,475.3353939011238,1,1,296.37584856745707,78.06567033959425,78.06567033959425,right,0.22207218079230773,0,0
90,3.708333,489.0,516.5,749.8681756079151,409.3631643697629,492.33325699278635,461.87322387809456,1,1,282.01153627797294,54.72837720646152,54.72837720646152,right,0.4773265705546754,0,1
91,3.75,491.074,487.378,749.3116035883073,410.36154819781615,488.7380197638171,439.8033742162623,1,1,269.4776312706304,47.63194119628673,47.63194119628673,right,0.5710959866313192,0,1
92,3.791667,488.198,461.827,749.6987915577713,411.53568161971947,488.1185566546143,416.08402402157094,1,1,266.2928476128634,45.74304496432506,45.74304496432506,right,0.5965164649587704,1,1
93,3.833333,491.711,448.241,750.4380548169498,412.69581182117406,490.14512622216625,395.99656388933613,1,1,261.15732671499205,52.26789708041969,52.26789708041969,right,0.5093848925972582,0,1
94,3.875,494.398,439.968,750.7471205624288,413.42590475665503,492.87001545473834,387.163455817925,1,1,257.71952668169604,52.82664690331263,52.82664690331263,right,0.5020525295589345,0,1
95,3.916667,497.971,440.027,751.3468248057444,413.57052067869216,497.58232261809917,390.82422684891566,1,1,254.75331969195233,49.20430830592242,49.20430830592242,right,0.550023887792267,0,1
96,3.958333,499.943,449.068,751.6023630574743,413.05075217872945,503.6689585915914,409.46716331591927,1,1,254.22367544175052,39.77573422962154,39.77573422962154,right,0.6766208509896108,1,1
97,4.0,509.016,485.181,750.3992384250735,412.4808273859753,509.9675481823129,439.8436259272513,1,1,252.09359946393886,45.34735859733846,45.34735859733846,right,0.6018488938717178,0,1
98,4.041667,522.503,547.582,748.7458002365623,411.83688450976035,516.1239588413277,466.3093716184573,1,1,263.84188643644046,81.52258760704528,81.52258760704528,right,0.19379179152025952,0,0
99,4.083333,533.869,611.295,747.136688073081,411.14654297457304,523.3192621211626,481.7139354184429,1,1,292.47651465664063,130.0098045048982,130.0098045048982,right,0.015398749796336961,0,0
100,4.125,541.417,607.489,745.9141432293065,410.48736337712194,528.5368706582118,485.89244870461414,1,1,283.9519790757585,122.27681308732497,122.27681308732497,right,0.02492814525278492,0,0
101,4.166667,543.809,567.214,745.3248099773796,409.9526021012233,531.9124485670619,481.5990360712617,1,1,255.6164488837069,86.43754962119014,86.43754962119014,right,0.15805653945529688,0,0
102,4.208333,544.5,532.5,745.705452988525,410.17705840324555,534.3289984657192,469.7128219484555,1,1,235.47088217697018,63.605652263668325,63.605652263668325,right,0.3682721462073356,0,0
103,4.25,547.886,498.503,745.7516062117069,411.1142047589981,536.9527281973861,446.99717178786534,1,1,216.30441432203833,52.65345926079079,52.65345926079079,right,0.504322192796917,0,1
104,4.291667,556.954,473.59,747.594712613636,412.4743655805957,540.88422465628,424.2189284899863,1,1,200.19740776623772,51.920519851447104,51.920519851447104,right,0.5139573934681471,1,1
105,4.333333,562.763,458.857,749.0606106470138,413.7401537058462,546.2204296263149,403.5151699846117,1,1,191.6828880007724,57.761360648970715,57.761360648970715,right,0.4387628385542727,0,1
106,4.375,568.197,448.577,749.8022351448852,414.62192934349883,552.8831885617469,389.2387868943758,1,1,184.7522889041352,61.28243104948469,61.28243104948469,right,0.39562324297018425,0,1
107,4.416667,573.777,446.076,750.7749476054985,415.36382464019766,560.664389877909,386.1438223961688,1,1,179.6427320319139,61.34986924640618,61.34986924640618,right,0.3948162044561004,0,1
108,4.458333,579.144,451.892,751.979822495216,415.5646438106864,569.6158344459826,397.5455028540884,1,1,176.61228254372082,55.17542651267266,55.17542651267266,right,0.471570884656704,0,1
109,4.5,586.122,472.644,753.0364394851074,415.5424434880267,579.8696358851956,423.2319224372399,1,1,176.4115015091637,49.806078605852036,49.806078605852036,right,0.5419914495764546,1,1
110,4.541667,589.557,511.55,753.2883598324784,414.74999417829764,586.2260253247312,454.9871402521479,1,1,190.20567636028667,56.6608550512827,56.6608550512827,right,0.45261911188858817,0,1
111,4.583333,593.8,571.2,754.0258593500723,413.17553043156585,588.0956354044204,475.98780899058454,1,1,225.04234931864303,95.38291824143737,95.38291824143737,right,0.10577983941802958,0,0
112,4.625,599.097,624.0,753.4160205926331,412.7116656017391,587.9053651161734,485.22234935707144,1,1,261.64311641902765,139.22819042616194,139.22819042616194,right,0.008343323985906644,0,0
113,4.666667,594.052,587.33,752.8131936240209,412.3806333251425,586.8285101574107,484.69471867590255,1,1,236.24647616601095,102.88916258762448,102.88916258762448,right,0.0732504014818446,0,0
114,4.708333,592.098,547.198,751.8871969488426,412.5140433414385,584.276861195632,475.20383665442847,1,1,208.97931869627988,72.41774484217264,72.41774484217264,right,0.2739262857170951,0,0
115,4.75,585.452,509.838,751.6542488026528,413.678330381992,580.2260373632832,457.2970893915796,1,1,192.0152847252097,52.80017019899068,52.80017019899068,right,0.5023993320517813,0,1
116,4.791667,583.612,481.712,751.7038233361772,414.6792768379795,576.0477307833776,430.85280265660384,1,1,180.96476741895555,51.41863595230872,51.41863595230872,right,0.5205814498500502,1,1
117,4.833333,582.599,461.457,751.9629515026991,415.543661278906,571.5986934419043,407.0191359059729,1,1,175.47701485130892,55.53816517937775,55.53816517937775,right,0.466917860751401,0,1
118,4.875,580.438,449.076,752.4042196106617,416.409358500082,570.4596143543465,390.64103269083114,1,1,175.04139554421548,59.280802832932515,59.280802832932515,right,0.41991328306910647,0,1
119,4.916667,579.739,442.167,752.2645091789237,416.8515135755599,572.3034357250265,382.6327988393396,1,1,174.37294850507317,59.99673927744104,59.99673927744104,right,0.41115201055013634,0,1
120,4.958333,580.244,440.936,751.9193011379582,416.958344947421,576.3298191204119,383.70404222470887,1,1,173.34167693497457,57.36565002465184,57.36565002465184,right,0.44372618571919664,0,1
121,5.0,581.182,447.211,751.1818054132743,416.95168643102755,581.9444946529695,396.7680234786211,1,1,172.67182716997158,50.448739116376245,50.448739116376245,right,0.5334373490360218,0,1
122,5.041667,580.675,468.898,749.8699761817371,416.7515308477159,586.8406777453984,421.9044464038173,1,1,177.04856455274842,47.396304303789336,47.396304303789336,right,0.5742622805547561,1,1
123,5.083333,579.0,511.0,749.7892754988536,416.795018556519,589.5595339499351,455.02852427416127,1,1,195.04757151574566,56.958843493947334,56.958843493947334,right,0.44885106007287723,0,1
124,5.125,576.139,570.328,749.4828097440762,416.04601968749233,585.7897857574934,476.19116991295607,1,1,232.0581949118356,94.63023007778229,94.63023007778229,right,0.10958206139660182,0,0
125,5.166667,572.27,620.27,749.9270261591467,415.94079711143985,579.5146871062126,487.07906251220317,1,1,270.7627044051417,133.38782298300367,133.38782298300367,right,0.012361564108982025,0,0
126,5.208333,566.252,590.61,751.4201982517624,415.6545462476218,571.9294337869989,487.34892043896923,1,1,254.7482530686021,103.41703827955665,103.41703827955665,right,0.07130695336205232,0,0
127,5.25,553.052,544.569,752.0601565698787,415.5671103324678,562.7772776243966,477.4117841784988,1,1,237.16183065395555,67.85773840740106,67.85773840740106,right,0.32079396587539194,0,0
128,5.291667,548.335,501.674,754.0496408710264,416.74429181475,552.000495044569,451.8442316852585,1,1,222.55688890961582,49.96440397145327,49.96440397145327,right,0.539881639699192,1,1
129,5.333333,537.156,477.37,756.5736979566103,417.8203707742767,541.5547998560334,422.00355096345044,1,1,227.35497469265857,55.54091392019293,55.54091392019293,right,0.4668826613599569,0,1
130,5.375,533.415,457.539,758.1631778982971,418.8611436548496,532.5878723081549,400.37158210923803,1,1,228.052011699219,57.173401232702844,57.173401232702844,right,0.44614531127015733,0,1
131,5.416667,527.171,448.31,759.518786966484,419.2561452798309,524.8779609510342,393.0844964646619,1,1,234.1572560958197,55.27308810634449,55.27308810634449,right,0.47031659617121524,0,1
132,5.458333,521.543,449.775,760.3966468376865,419.00639646194315,518.3661082716209,398.20756662986764,1,1,240.82726500823028,51.66519936511309,51.66519936511309,right,0.5173246518549933,0,1
133,5.5,516.5,461.0,760.5970303015807,418.509029628602,512.1519048287058,418.21824484784526,1,1,247.7677193767458,43.00214535947655,43.00214535947655,right,0.6334407783904645,0,1
134,5.541667,509.706,488.059,758.956891964325,416.91768658553764,504.7820113832139,445.62549858695166,1,1,259.20473301879804,42.71823622376533,42.71823622376533,right,0.6372586381192695,1,1
135,5.583333,507.812,534.264,756.1243912685094,415.6298064659345,500.3048731537252,467.5354470777496,1,1,275.1965034897126,67.14951026317044,67.14951026317044,right,0.328457659297832,0,0
136,5.625,508.746,600.662,753.3915264179287,414.7099020806516,499.13333458912564,478.7755990384458,1,1,307.29402258571906,122.26486852592689,122.26486852592689,right,0.024946130427676103,0,0
137,5.666667,508.979,606.485,751.1492146908579,413.8085723776617,498.4952520448677,481.73114165399187,1,1,309.4682837460446,125.19358667041458,125.19358667041458,right,0.02085870860358659,0,0
138,5.708333,508.669,561.797,750.198766313163,413.2229791081897,498.42502904573433,477.1139946386047,1,1,283.56810063766204,85.30035368009881,85.30035368009881,right,0.16586512342836301,0,0
139,5.75,513.514,515.486,750.262233123999,413.1457426051077,499.7010752381268,464.10399731963344,1,1,257.9210231272126,53.20626927273106,53.20626927273106,right,0.4970874041239971,0,1
140,5.791667,517.15,489.148,751.3190804874757,414.1773966940452,505.1741217475197,441.66010763264865,1,1,245.87750937490955,48.97470348467033,48.97470348467033,right,0.5530938667168073,1,1
141,5.833333,521.659,469.061,752.3911106946399,415.4488491912689,514.3527016794612,418.1811083799755,1,1,236.87880787428347,51.40180314360717,51.40180314360717,right,0.520803966497519,0,1
142,5.875,527.723,455.668,753.258202352443,416.09819397710777,526.5174030960991,402.3613170905179,1,1,228.9801236982083,53.32031420300116,53.32031420300116,right,0.4955985213598049,0,1
143,5.916667,536.329,452.481,753.7825898315535,416.7779942475538,540.2762510413917,401.2852532274567,1,1,220.365079698188,51.34769009782375,51.34769009782375,right,0.5215194490948356,0,1
144,5.958333,546.128,459.602,754.4264563319197,417.27550067858283,553.4454396978015,412.9219680695227,1,1,212.55535621354394,47.25008258999492,47.25008258999492,right,0.57622796322092,0,1
145,6.0,555.731,478.287,756.0601308726243,417.0693115812533,565.2963462885123,435.7979373712659,1,1,209.47402237870878,43.55245449670595,43.55245449670595,right,0.6260345598998412,1,1
146,6.041667,566.118,524.927,757.6495525008751,415.5814913237178,573.121350773361,461.90930947621297,1,1,220.5465390140375,63.40564833677308,63.40564833677308,right,0.3705893138594679,0,0
147,6.083333,575.555,580.774,758.0072026024249,414.4102655327748,576.5352647643755,477.6951259920484,1,1,246.91232934051249,103.08353498864614,103.08353498864614,right,0.07252986753262146,0,0
148,6.125,583.032,624.407,758.2468038836591,413.9449974339634,578.4977291035383,483.9530695288654,1,1,273.8512041676931,140.52710129136238,140.52710129136238,right,0.00762733827085947,0,0
149,6.166667,583.718,583.886,758.8288808112246,413.75585832502287,579.7234609474394,483.04555239569714,1,1,244.14767188083263,100.91953336831564,100.91953336831564,right,0.08088283658152837,0,0
150,6.208333,584.508,545.289,758.8273116608827,413.8804284711048,580.3307666683173,473.3645918511413,1,1,218.30124848289057,72.04560892844843,72.04560892844843,right,0.2775866438573987,0,0
151,6.25,584.0,509.0,759.0652261266332,414.7762904042295,579.1838741651586,456.56959106755295,1,1,198.81131971987236,52.65114290194136,52.65114290194136,right,0.5043525680096151,0,1
152,6.291667,585.5,483.071,759.9112061890116,415.83660924090026,578.6631260284344,432.75457156595905,1,1,186.9217273220351,50.77879297562161,50.77879297562161,right,0.5290548509729247,1,1
153,6.333333,584.508,462.897,759.7417955879986,417.19235633303526,578.8665085362813,410.6031676558115,1,1,181.09610036911528,52.597255890182204,52.597255890182204,right,0.5050593458666021,0,1
154,6.375,585.2,453.295,760.0371905254581,417.9970275930161,580.8342537403812,396.65426029844326,1,1,178.3647668315677,56.80874170709015,56.80874170709015,right,0.45074762428630394,0,1
