frame,time,anchor_type,ball_center_x,ball_center_y,left_anchor_u,left_anchor_v,right_anchor_u,right_anchor_v,left_anchor_valid,right_anchor_valid,left_best_probe,right_best_probe,left_anchor_dist_px,right_anchor_dist_px,min_anchor_dist_px,min_anchor_boundary_gap_px,inter_anchor_dist_px,occlusion_penalty,object_contact_score,active_anchor_side,active_anchor_probe,proximity_score,approaching_score,object_response_score,audio_support,anchor_score,is_candidate,anchor_contact_state
21,0.833333,hand,538.406,534.935,762.4718758944255,383.6063036054537,530.1555875620944,438.3068802050401,1,1,center,center,270.381010969352,96.9797032399288,96.9797032399288,43.952703239928795,238.6692500194317,0.0,0.0,right,center,0.6206440430351718,0.0,0.19580496303478165,0.0,0.19432200336574929,0,0
22,0.875,hand,541.0,602.5,755.2815464430239,383.53431427764616,529.2030375643163,451.1358525982985,1,1,center,center,306.3699604561035,151.82316503535597,151.82316503535597,99.31216503535597,235.96919324381835,0.0,0.0,right,center,0.08757274472583912,0.0,1.0,0.0,0.22189318618145978,0,0
23,0.916667,hand,539.8,601.0,748.3435719201143,382.7432783746276,526.728728884952,455.78258936603777,1,1,center,center,301.87152552676315,145.80450774854629,145.80450774854629,94.43550774854629,233.34069427255835,0.0,0.0,right,center,0.11058272577509337,0.34222156398664483,1.0,0.0,0.27897891604177005,0,0
24,0.958333,hand,534.738,547.007,741.2340042733981,383.0182412407424,522.3143165513183,452.85962166496233,1,1,center,center,263.6909417865566,94.96355489235731,94.96355489235731,41.522554892357306,229.7904438654784,0.0,0.0,right,center,0.653306246805372,1.0,0.219853118953732,0.0,0.3572971854920894,0,0
25,1.0,hand,529.5,503.5,736.0251280487716,384.1876852541976,517.6981896640108,443.0879391453938,1,1,center,center,238.51217362131212,61.55403986666759,61.55403986666759,5.424039866667584,226.13246545534,0.0,0.0,right,center,0.9927620718782079,1.0,0.22546796933369784,0.0,0.4432841118362915,0,0
26,1.041667,hand,527.411,470.277,732.5673688786355,385.80538461596257,513.9662143734981,424.5761368027709,1,1,center,center,221.8661522113176,47.63749738928816,47.63749738928816,0.0,222.0126932770058,0.0,0.8423128263389801,right,center,1.0,0.38063437660825156,0.20504116415126888,0.0,0.6007972372231856,1,1
27,1.083333,hand,524.197,446.77,729.9870922760828,388.0963611834624,512.5388387222124,403.5226025784829,1,1,center,center,213.9910231083822,44.791183374784225,44.791183374784225,0.0,217.9947519946426,0.0,1.0,right,center,1.0,0.0,0.18446650717957477,0.0,0.586893301435915,1,1
28,1.125,hand,523.407,431.722,729.0953077566737,390.22005912700195,512.5009916567469,386.70182519948287,1,1,center,center,209.8334840868586,46.3223181312445,46.3223181312445,0.0,216.62288830306863,0.0,1.0,right,center,1.0,0.0,0.13226966206261792,0.0,0.5764539324125235,1,1
29,1.166667,hand,523.932,422.845,729.8044775860766,392.70434434538583,513.5073534278534,376.6761539319236,1,1,center,center,208.06714337136373,47.331127214676656,47.331127214676656,0.0,216.8901768339175,0.0,0.9472340981654179,right,center,1.0,0.0,0.12121370056672583,0.0,0.5584129695629705,1,1
30,1.208333,hand,524.5,419.75,731.7295385420385,394.5587208600188,515.4606030956074,373.7616458343515,1,1,center,center,208.75507703779252,46.868319953463896,46.868319953463896,0.0,217.26658916813653,0.0,1.0,right,center,1.0,0.0,0.14225119146828968,0.0,0.5784502382936579,1,1
31,1.25,hand,526.536,423.28,735.1959760877397,396.7192960371662,518.6278527799311,381.5206457603034,1,1,center,center,210.34366312284624,42.501558312263626,42.501558312263626,0.0,217.10078535856238,0.0,1.0,right,center,1.0,0.0,0.26503049702612413,0.0,0.6030060994052249,1,1
32,1.291667,hand,529.979,439.374,739.8281690200644,398.24421545650983,523.1317291227471,402.9025788086355,1,1,center,center,213.84184088948882,37.10862005227883,37.10862005227883,0.0,216.74650496211484,0.0,1.0,right,center,1.0,0.0,0.35776298584588717,0.0,0.6215525971691774,1,1
33,1.333333,hand,534.5,472.5,744.254591698514,399.23371579587797,527.7013773297277,429.06462476490157,1,1,center,center,222.18221607430576,43.964225138475285,43.964225138475285,0.0,218.5982108421102,0.0,1.0,right,center,1.0,0.0,0.5764597325647582,0.0,0.6652919465129516,1,1
34,1.375,hand,535.008,532.83,748.1248820861794,399.2283234912789,531.0554833099868,455.951904463736,1,1,center,center,251.53173437177946,76.97963341993629,76.97963341993629,22.12063341993629,224.35839303087502,0.0,0.0,right,center,0.8861931487111406,0.0,0.08564111253858202,0.0,0.23867650968550155,0,0
35,1.416667,hand,538.971,590.98,752.1212825763407,399.1836286562587,534.9215878593141,473.5305798809367,1,1,center,center,286.73836684859634,117.51920704714341,117.51920704714341,63.44020704714342,229.57172417694264,0.0,0.0,right,center,0.37018841329871804,0.0,0.7152879020687128,0.0,0.23560468373842208,0,0
36,1.458333,hand,537.498,615.445,757.2594415813712,398.7791502049448,535.4571791887341,480.88620282771393,1,1,center,center,308.60846014543387,134.57427260080632,134.57427260080632,81.08627260080632,236.51175804363388,0.0,0.0,right,center,0.1972165842338875,0.0,1.0,0.0,0.2493041460584719,0,0
37,1.5,hand,533.0,570.441,761.6648408087832,399.1147499374662,532.8855287351274,479.42671240168505,1,1,center,center,285.72765596384966,91.01435958517355,91.01435958517355,38.217359585173554,242.4664614905519,0.0,0.0,right,center,0.6972343333747103,1.0,0.131292310687592,0.0,0.350567045481196,0,0
38,1.541667,hand,532.519,530.242,766.2024827293745,399.99381942054544,526.6927612892488,468.76954240950363,1,1,center,center,267.5304817115016,61.74794004442599,61.74794004442599,5.406940044425987,249.1886970490045,0.0,0.0,right,center,0.9928074722521418,1.0,0.165952733170297,0.0,0.4313924146970949,0,0
39,1.583333,hand,524.545,492.597,770.7881148586604,401.5276605371611,518.1143232441141,446.5953337962719,1,1,center,center,262.5438938644226,46.44897089342139,46.44897089342139,0.0,256.6615283634482,0.0,1.0,right,center,1.0,0.3794343890825254,0.23793385587129634,0.0,0.6545019295366381,1,1
40,1.625,hand,519.683,465.867,774.0388111785559,403.39936469008427,511.92838127224644,420.9174819246011,1,1,center,center,261.9142686863658,45.613520877295166,45.613520877295166,0.0,262.69518818796934,0.0,1.0,right,center,1.0,0.0,0.12439164092281747,0.0,0.5748783281845635,1,1
41,1.666667,hand,517.509,444.427,775.8894144466217,405.1402360351976,508.1518339567489,395.88473285968996,1,1,center,center,261.350126061638,49.43590047204762,49.43590047204762,0.0,267.89751089848323,0.0,0.7288874409940478,right,center,1.0,0.0,0.16018253423448844,0.0,0.500702739145112,1,1
42,1.708333,hand,515.305,430.628,775.7054058891433,406.74641038973897,505.61361967009645,379.5242054958253,1,1,center,center,261.4932154178069,52.01461972776265,52.01461972776265,0.0,271.46016544289057,0.0,0.4019225340296684,right,center,1.0,0.0,0.14768949684080857,0.0,0.4001146595770622,1,1
43,1.75,hand,515.112,423.581,773.768976621039,407.88274371917953,503.4335734217624,369.6003853921416,1,1,center,center,259.13291339579973,55.22945229481659,55.22945229481659,0.0,273.0325423497997,0.0,0.04694346314792597,right,center,1.0,0.0,0.12364808074039274,0.0,0.28881265509245635,0,1
44,1.791667,hand,515.357,422.416,770.9482130900784,408.2804614088099,502.2106798836778,369.97854548126213,1,1,center,center,255.9817994704329,54.06026608337697,54.06026608337697,0.0,271.4533081721094,0.0,0.18696673957787802,right,center,1.0,0.0,0.12153709607199047,0.0,0.33039744108776153,1,1
45,1.833333,hand,517.981,426.538,767.3870890748626,408.8993793826637,502.82042519746966,381.4362445531722,1,1,center,center,250.0290347237709,47.58162852119064,47.58162852119064,0.0,265.9882392322568,0.0,1.0,right,center,1.0,0.0,0.2597996528184747,0.0,0.6019599305636949,1,1
46,1.875,hand,523.364,442.742,762.1115254339317,408.81566195786996,505.2230621893676,402.2899871328218,1,1,center,center,241.14596682046064,44.33349715120141,44.33349715120141,0.0,256.9713349385024,0.0,1.0,right,center,1.0,0.0,0.41080729447555164,0.0,0.6321614588951103,1,1
47,1.916667,hand,527.875,478.523,755.5560376841722,409.2762289374579,509.69511107165533,432.3628377369456,1,1,center,center,237.9785079025616,49.611177587298435,49.611177587298435,0.0,246.9424765823531,0.0,0.8474778015876954,right,center,1.0,0.0,0.3519286024662581,0.0,0.5746290609695602,1,1
48,1.958333,hand,539.487,529.516,749.0766111417557,409.56713772982295,516.8345891255797,460.6909915920214,1,1,center,center,241.4860962011318,72.45697689513324,72.45697689513324,14.57197689513324,237.8024499955487,0.0,0.0,right,center,0.9489205063904718,0.0,0.1581696083796857,0.0,0.2688640482735551,0,0
49,2.0,hand,550.285,588.01,743.9610543706855,409.53780353884713,525.1404655508231,476.8416889434143,1,1,center,center,263.36806743845216,113.97649317223107,113.97649317223107,57.79149317223107,228.93724703949414,0.0,0.0,right,center,0.43838578389106697,0.0,0.4240476079950002,0.0,0.19440596757176679,0,0
50,2.041667,hand,557.347,626.624,741.6873465474673,409.1411313913044,534.2593232127191,483.74843683988456,1,1,center,center,285.09675814275323,144.7289444712221,144.7289444712221,92.0269444712221,220.43737181081295,0.0,0.0,right,center,0.12355104773309311,0.0,1.0,0.0,0.2308877619332733,0,0
51,2.083333,hand,561.435,580.701,740.9171766551755,409.1375134486405,542.0490503924179,483.2254595765711,1,1,center,center,248.28991452440866,99.38458644592347,99.38458644592347,45.14758644592347,212.2205348327895,0.0,0.0,right,center,0.6045414289633447,1.0,0.02207047271093228,0.0,0.3055494517830226,0,0
52,2.125,hand,566.368,535.406,741.5052372329417,409.6174725115964,548.0377656992619,473.3316082375899,1,1,center,center,215.628860575964,64.72424277033392,64.72424277033392,8.856242770333914,203.68886477406056,0.0,0.0,right,center,0.9808201380610365,1.0,0.3096980152701161,0.0,0.45714463756928236,0,0
53,2.166667,hand,570.31,504.851,744.2876843740709,410.54125779188917,554.1413179837703,453.015655602739,1,1,center,center,197.89533126257467,54.29851938059275,54.29851938059275,1.4155193805927482,194.83253096140996,0.0,0.0,right,center,0.999505382828403,0.5221560273502572,0.019855168160309213,0.0,0.3321707834417012,0,0
54,2.208333,hand,575.0,474.877,747.9406289989483,411.1452839084861,559.2456432557631,428.7560583523473,1,1,center,center,184.3100452892387,48.737470337419765,48.737470337419765,0.0,189.51500473876322,0.0,0.7636912078225295,right,center,1.0,0.0993346933749297,0.21059503905124322,0.0,0.5361265741632469,1,1
55,2.25,hand,580.803,454.887,752.6256018551239,411.4276295581831,567.1504309360369,404.71835977306546,1,1,center,center,177.2335278311175,51.99312554815182,51.99312554815182,0.0,185.59647983869215,0.0,0.3689843064810221,right,center,1.0,0.0,0.1335983746026483,0.0,0.3874149668648363,1,0
56,2.291667,hand,586.331,441.264,756.6645144888113,411.96358580377154,575.2074866270812,388.044223599491,1,1,center,center,172.83524070680903,54.36981837267514,54.36981837267514,0.0,183.02674353403185,0.0,0.10627270341560724,right,center,1.0,0.0,0.12159047286367358,0.0,0.3061999055974169,1,0
57,2.333333,hand,592.523,433.403,758.8717199852563,412.1710713520647,584.2773221654204,377.3494257881369,1,1,center,center,167.69821535974737,56.656812343058306,56.656812343058306,2.2698123430583053,178.03300466444676,0.0,0.0,right,center,0.9987286981545067,0.0,0.16469644003912454,0.0,0.2826214625464516,0,0
58,2.375,hand,599.671,433.34,760.7172125431842,412.5397221017638,594.4322974119334,379.45184446568595,1,1,center,center,162.38390971752193,54.142195298091075,54.142195298091075,0.0,169.5449222084441,0.0,0.1909755877386159,right,center,1.0,0.159285076705846,0.17323489141528342,0.0,0.3658324161105183,1,0
59,2.416667,hand,606.0,441.5,762.4044429313726,412.55626887207023,604.267071053586,394.4613573721729,1,1,center,center,159.06001804438122,47.070552822351154,47.070552822351154,0.0,159.1692627569861,0.0,0.9955558972061054,right,center,1.0,0.0,0.33984469501155845,0.0,0.6166357081641434,1,1
60,2.458333,hand,612.0,465.868,762.8765210468854,412.66338539484354,613.610727339316,422.27536134670606,1,1,center,center,159.9826728695782,43.62238630930541,43.62238630930541,0.0,149.5749552995081,0.0,1.0,right,center,1.0,0.0,0.4864971254714023,0.0,0.6472994250942805,1,1
61,2.5,hand,616.493,513.394,762.0711871052694,412.1242059605146,616.8655384079747,457.033888790902,1,1,center,center,177.3374741718642,56.361342428718935,56.361342428718935,1.9733424287189365,151.99197355626433,0.0,0.0,right,center,0.9990389607755187,0.0,0.2862961893791456,0.0,0.3070189780697088,0,0
62,2.541667,hand,621.625,574.562,760.3382607266179,411.58386493507317,613.9479276899864,482.07656615473564,1,1,center,center,214.01691804773805,92.80351778246312,92.80351778246312,38.70251778246312,162.4787694802632,0.0,0.0,right,center,0.6908392478972506,0.0,0.2845929899986088,0.0,0.22962840997403441,0,0
63,2.583333,hand,622.5,622.839,759.395854828963,411.5882743905216,607.6600544214277,490.8187775348217,1,1,center,center,251.72871139360262,132.85165834316922,132.85165834316922,78.54865834316922,171.17600811391281,0.0,0.0,right,center,0.21796297802775794,0.0,1.0,0.0,0.2544907445069395,0,0
64,2.625,hand,618.183,581.122,758.7082250074249,411.6712058047679,603.537811110083,489.94311624116244,1,1,center,center,220.13838946622252,92.34755222055944,92.34755222055944,37.26755222055944,173.79398525966124,0.0,0.0,right,center,0.7096871960700019,1.0,0.037991993415674184,0.0,0.3350201977006353,0,0
65,2.666667,hand,612.5,538.214,759.0941591980552,412.67875226123675,598.6547174498048,478.88429630348145,1,1,center,center,192.99985993730002,60.9237686753818,60.9237686753818,6.684768675381804,173.56263575556758,0.0,0.0,right,center,0.9890270341502506,1.0,0.13842204669133096,0.0,0.42494116787582886,0,0
66,2.708333,hand,606.278,501.887,759.9024008599397,414.0342316994121,592.8572831668381,456.3890423205129,1,1,center,center,176.97052138040453,47.436060052667905,47.436060052667905,0.0,172.33108056253658,0.0,0.979367493416512,right,center,1.0,0.4691065737110038,0.2333602322926582,0.0,0.6608482805401358,1,1
67,2.75,hand,600.948,476.656,761.2336518626707,415.38991635299817,587.0950535559693,429.89053437038666,1,1,center,center,171.5955220816753,48.77410071683257,48.77410071683257,0.0,174.7412926102726,0.0,0.8342374103959287,right,center,1.0,0.0,0.14345697708224744,0.0,0.5289626185352281,1,1
68,2.791667,hand,595.564,458.268,762.6454956435718,417.04629047396514,581.7242183658275,406.46026615273485,1,1,center,center,172.09141617972037,53.624442580512095,53.624442580512095,0.0,181.23071616792816,0.0,0.10981967743598808,right,center,1.0,0.0,0.1688489069850923,0.0,0.3167156846278149,1,0
69,2.833333,hand,591.197,447.87,763.1356733664201,418.1445831337972,579.5385205585907,390.5012646047696,1,1,center,center,174.4892770541331,58.54136950681739,58.54136950681739,4.219369506817387,185.66654943322112,0.0,0.0,right,center,0.9956138255001076,0.0,0.11673370723565658,0.0,0.2722501978221582,0,0
70,2.875,hand,587.5,443.0,762.8793221992339,419.1166566060016,581.1328386653717,382.6445147377944,1,1,center,center,176.99808119507495,60.69040570549437,60.69040570549437,5.66640570549437,185.3699042708365,0.0,0.0,right,center,0.992103404060699,0.0,0.12198444520740417,0.0,0.27242274005665557,0,0
71,2.916667,hand,585.629,443.655,762.6363714464303,418.94542263978985,584.3995031783265,388.56995108226016,1,1,center,center,178.72373306221743,55.09876837738111,55.09876837738111,0.0,180.806666034092,0.0,0.033153952827360555,right,center,1.0,0.3976425056487277,0.2657445187590388,0.0,0.37274146544732506,0,0
72,2.958333,hand,581.148,456.715,761.0917845314763,418.6827448160508,586.1884755240227,408.8490891551565,1,1,center,center,183.91905291700309,48.1305704777616,48.1305704777616,0.0,175.17953158235647,0.0,0.9669286902797998,right,center,1.0,0.0,0.42434411849966375,0.0,0.6249474307838727,1,1
73,3.0,hand,577.5,490.0,759.7167932126267,417.892550248421,583.7747485569009,441.3468008801521,1,1,center,center,195.96541541396957,49.056154089450374,49.056154089450374,0.0,177.49846464218632,0.0,0.7592307388187036,right,center,1.0,0.0,0.3141446800189136,0.0,0.5405981576493938,1,1
74,3.041667,hand,566.433,536.305,757.5777085784858,416.6013641523395,573.8967856534509,472.45178511146446,1,1,center,center,225.53327925763767,64.2879549206704,64.2879549206704,8.557954920670404,191.98424666598058,0.0,0.0,right,center,0.9820789241153084,0.0,0.37830035645933935,0.0,0.321179802320695,0,0
75,3.083333,hand,558.411,600.397,755.5297693858832,415.01857555835176,560.1362856805367,489.7963222320967,1,1,center,center,270.5937351319741,110.61413351556415,110.61413351556415,56.78113351556415,209.21358672924254,0.0,0.0,right,center,0.4510967840234643,0.0,1.0,0.0,0.3127741960058661,0,0
76,3.125,hand,548.312,612.849,754.6803398222174,414.207281148511,545.6018239850721,492.8611304486849,1,1,center,center,286.4374698765024,120.01847313432758,120.01847313432758,65.14247313432759,223.38364710604466,0.0,0.0,right,center,0.3507126329939226,0.0,1.0,0.0,0.28767815824848064,0,0
77,3.166667,hand,535.1,568.9,754.4367687456385,413.35584325001616,530.935688908175,486.00932552063773,1,1,center,center,268.8914331525666,82.99521313011427,82.99521313011427,29.855213130114265,235.01332127043293,0.0,0.0,right,center,0.8024526669868498,1.0,0.16245050792059615,0.0,0.3831032683308317,0,0
78,3.208333,hand,526.124,531.44,754.9969747624846,413.8450243343298,517.2691844797658,472.3455241381263,1,1,center,center,257.31579212795793,59.75420349470791,59.75420349470791,3.9412034947079064,244.8199557838337,0.0,0.0,right,center,0.996172015856543,1.0,0.05848323530973036,0.0,0.4107396510260818,0,0
79,3.25,hand,516.427,496.675,756.5182391345913,414.7163525509492,506.2016917779889,445.08385373169125,1,1,center,center,253.694743739127,52.59470792307109,52.59470792307109,0.0,252.15185703954782,0.0,0.17428650961611325,right,center,1.0,0.2765756838391513,0.2086628597716271,0.0,0.38550487741503203,1,0
80,3.291667,hand,509.963,471.324,757.4920920235015,415.8215948113855,501.3353049418531,422.2579620742737,1,1,center,center,253.67532079352972,49.81880367637493,49.81880367637493,0.0,256.2376365632803,0.0,0.6008995404531339,right,center,1.0,0.0,0.10813557307850342,0.0,0.4518969767516408,1,1
81,3.333333,hand,503.383,451.13,758.6842468734367,417.04107411188863,500.0277037576787,398.92323955074073,1,1,center,center,257.56704277398654,52.314470746439525,52.314470746439525,0.0,259.290306848866,0.0,0.31819115669505926,right,center,1.0,0.0,0.24035984992463302,0.0,0.39352931699344434,1,1
82,3.375,hand,500.692,441.722,759.0957276838732,417.3480954501278,498.50082440421465,389.44200666119525,1,1,center,center,259.5507150903799,52.325891812725295,52.325891812725295,0.0,262.08482101569786,0.0,0.40951352340933767,right,center,1.0,0.0,0.21926083929710702,0.0,0.4167062248822227,1,1
83,3.416667,hand,498.161,442.772,759.3624586583593,416.76307499964025,497.6405252120494,393.4708449951928,1,1,center,center,262.49317359681737,49.30390226759863,49.30390226759863,0.0,262.75634802123193,0.0,0.746762216550171,right,center,1.0,0.0,0.3549998671918583,0.0,0.545028638403423,1,1
84,3.458333,hand,494.585,460.724,759.1288222315546,415.50933071545694,497.0025507551712,412.8093385210575,1,1,center,center,268.37995491353485,47.97561189078764,47.97561189078764,0.0,262.14017653911895,0.0,0.8410485136515451,right,center,1.0,0.0,0.32571134192953943,0.0,0.5674568224813714,1,1
85,3.5,hand,494.416,493.835,757.5698629127603,413.794340172358,494.93962149699297,441.4280489256256,1,1,center,center,275.057199126931,52.40956687842386,52.40956687842386,0.0,264.0800362874192,0.0,0.4245541401970172,right,center,1.0,0.0,0.41285863706101117,0.0,0.4599379694713074,1,1
86,3.541667,hand,494.913,546.629,755.4993514708926,411.87322204511423,496.23508410990394,466.83403905045964,1,1,center,center,293.3672890169217,79.80591268403823,79.80591268403823,24.903912684038232,265.0257567409728,0.0,0.0,right,center,0.8580121624961895,0.0,0.13231028316733717,0.0,0.2409650972575148,0,0
87,3.583333,hand,496.789,605.582,753.338902847941,410.74405716017156,499.90042200387836,478.1048175632817,1,1,center,center,322.1485319248626,127.51514807618183,127.51514807618183,73.95514807618183,262.23755569069715,0.0,0.0,right,center,0.25912097824140995,0.0,1.0,0.0,0.2647802445603525,0,0
88,3.625,hand,496.123,603.262,751.4706427307517,409.90920069756004,500.2523287344927,480.7983728645655,1,1,center,center,320.29318388976253,122.53322540015103,122.53322540015103,69.56622540015103,261.02857318241297,0.0,0.0,right,center,0.3027256512525666,0.3079945737565475,1.0,0.0,0.3218805988766238,0,0
89,3.666667,hand,491.422,553.193,750.5784380050279,409.3994526669351,497.11779301962787,475.3353939011238,1,1,center,center,296.37584856745707,78.06567033959425,78.06567033959425,21.670670339594245,261.8966340044358,0.0,0.0,right,center,0.8905152509556116,1.0,0.28444724889044787,0.0,0.4295182625169925,0,0
90,3.708333,hand,489.0,516.5,749.8681756079151,409.3631643697629,492.33325699278635,461.87322387809456,1,1,center,center,282.01153627797294,54.72837720646152,54.72837720646152,0.0,262.8336748890247,0.0,0.13970284919230913,right,center,1.0,1.0,0.18458987169747917,0.0,0.4788288290971886,1,1
91,3.75,hand,491.074,487.378,749.3116035883073,410.36154819781615,488.7380197638171,439.8033742162623,1,1,center,center,269.4776312706304,47.63194119628673,47.63194119628673,0.0,262.2316031801642,0.0,1.0,right,center,1.0,0.0,0.12795322066594617,0.0,0.5755906441331893,1,1
