frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,u_ref_obs,v_ref_obs,contact_u,contact_v,contact_depth_offset_m,contact_depth_offset_used_m,z_contact_final,global_z_ref,z_ref_global_shift,z_ref_anchor_segment,contact_depth_gap,anchor_dist3d_m,source
126,4.166667,-0.679491,0.318129,6.163290,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,716.100,715.052,,716.100,715.052,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.866076,6.209091,716.100,715.052,693.000,765.000,0.715549,0.715549,6.879185,6.165337,11.397107,6.165337,0.670094,0.402890,sequence_se3_optimizer
127,4.200000,-0.679151,0.318193,6.170606,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,716.550,692.902,,716.550,692.902,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.880901,6.229647,716.550,692.902,689.000,728.000,28.464436,0.000000,6.170647,6.172315,11.556174,6.172315,-0.059000,0.482886,sequence_se3_optimizer
128,4.233333,-0.678353,0.317770,6.177881,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.326,692.329,,715.326,692.329,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950980,6.551075,715.326,692.329,697.000,729.000,27.556088,0.000000,6.177233,6.179292,11.530489,6.179292,-0.373842,0.659161,sequence_se3_optimizer
129,4.266667,-0.677194,0.317047,6.185181,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.000,668.000,,715.000,668.000,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.949338,6.569190,715.000,668.000,716.000,704.000,28.935915,0.000000,6.184222,6.186269,11.601319,6.186269,-0.384968,0.718960,sequence_se3_optimizer
130,4.300000,-0.675679,0.316112,6.192556,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,714.837,658.477,,714.837,658.477,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950888,6.576986,714.837,658.477,717.000,681.000,30.456283,0.000000,6.191052,6.193247,11.561901,6.193247,-0.385934,0.743877,sequence_se3_optimizer
131,4.333333,-0.671416,0.314756,6.200164,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,718.751,617.959,,718.751,617.959,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954242,6.555089,718.751,617.959,715.000,663.000,30.460349,0.000000,6.198442,6.200224,8.375340,6.200224,-0.356647,0.833225,sequence_se3_optimizer
132,4.366667,-0.665805,0.313542,6.207746,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,721.952,599.175,,721.952,599.175,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.956792,6.545426,721.952,599.175,722.000,657.000,-0.582209,-0.582209,5.623529,6.207202,5.195783,6.207202,-0.921897,0.878020,sequence_se3_optimizer
133,4.400000,-0.659493,0.312955,6.214968,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,723.888,590.364,,723.888,590.364,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.956363,6.544686,723.888,590.364,727.000,649.000,-0.158123,-0.158123,6.054814,6.214179,5.066875,6.214179,-0.489872,0.897953,sequence_se3_optimizer
134,4.433333,-0.653071,0.312588,6.222066,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,725.767,590.790,,725.767,590.790,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950912,6.554090,725.767,590.790,728.000,650.000,-0.067678,-0.067678,6.152344,6.221157,4.834649,6.221157,-0.401745,0.893184,sequence_se3_optimizer
135,4.466667,-0.646557,0.312466,6.229081,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,729.747,590.347,,729.747,590.347,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.941370,6.575136,729.747,590.347,729.000,650.000,0.014408,0.014408,6.241479,6.228134,4.808501,6.228134,-0.333657,0.892603,sequence_se3_optimizer
136,4.500000,-0.639982,0.312600,6.236037,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,733.629,594.130,,733.629,594.130,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.929879,6.584943,733.629,594.130,726.000,653.000,-0.026358,-0.026358,6.207660,6.235112,4.902367,6.235112,-0.377283,0.874897,sequence_se3_optimizer
137,4.533333,-0.633466,0.313366,6.242753,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,737.060,604.624,,737.060,604.624,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.920067,6.596498,737.060,604.624,726.000,657.000,0.039384,0.039384,6.280249,6.242089,5.138368,6.242089,-0.316249,0.842757,sequence_se3_optimizer
138,4.566667,-0.627245,0.314721,6.249074,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.387,625.487,,743.387,625.487,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.912824,6.583804,743.387,625.487,729.000,670.000,30.697706,0.000000,6.247690,6.249067,5.785826,6.249067,-0.336113,0.778355,sequence_se3_optimizer
139,4.600000,-0.621250,0.316244,6.255156,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.841,625.163,,742.841,625.163,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.909685,6.564130,742.841,625.163,725.000,669.000,0.056777,0.056777,6.311397,6.256044,6.695621,6.256044,-0.252732,0.761109,sequence_se3_optimizer
140,4.633333,-0.615528,0.317897,6.260972,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,744.982,642.215,,744.982,642.215,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.905993,6.527433,744.982,642.215,723.000,685.000,30.597696,0.000000,6.261473,6.263022,7.602171,6.263022,-0.265959,0.693126,sequence_se3_optimizer
141,4.666667,-0.610096,0.319600,6.266502,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,747.264,667.901,,747.264,667.901,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.901145,6.503334,747.264,667.901,728.000,704.000,12.651392,0.000000,6.268332,6.269999,7.857266,6.269999,-0.235001,0.606307,sequence_se3_optimizer
142,4.700000,-0.606218,0.321026,6.270696,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.004,698.536,,749.004,698.536,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.888394,6.458119,749.004,698.536,733.000,738.000,23.342454,0.000000,6.275283,6.276977,7.728265,6.276977,-0.182836,0.488030,sequence_se3_optimizer
143,4.733333,-0.602795,0.322213,6.274330,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.511,699.356,,749.511,699.356,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.875586,6.421298,749.511,699.356,736.000,739.000,21.154296,0.000000,6.282872,6.283954,7.549232,6.283954,-0.138425,0.452918,sequence_se3_optimizer
144,4.766667,-0.599802,0.323082,6.277357,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,751.924,729.204,,751.924,729.204,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.849124,6.361738,751.924,729.204,744.000,770.000,0.761299,0.761299,7.051428,6.290932,7.249473,6.290932,0.689690,0.321754,sequence_se3_optimizer
145,4.800000,-0.597073,0.323702,6.279970,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.686,761.492,,753.686,761.492,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,left,left_foot,left_foot,0.821117,6.327109,753.686,761.492,746.000,804.000,-2.225793,0.000000,6.297486,6.297909,6.851649,6.297909,-0.029623,0.191710,sequence_se3_optimizer
146,4.833333,-0.594750,0.323898,6.281887,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,755.143,780.037,,755.143,780.037,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,1,0,1,0,1,0,foot,left,left_foot,left_foot,0.798711,6.304887,755.143,780.037,754.000,811.000,-2.745536,0.000000,6.304887,6.304887,6.185794,6.304887,0.000000,0.111779,sequence_se3_optimizer
147,4.866667,-0.592763,0.323678,6.283161,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.875,750.301,,753.875,750.301,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.783458,6.298031,753.875,750.301,756.000,787.000,-2.488870,0.000000,6.300710,6.301158,6.329108,6.301158,0.002679,0.182391,sequence_se3_optimizer
148,4.900000,-0.591226,0.322827,6.283433,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.510,712.851,,753.510,712.851,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.780867,6.294330,753.510,712.851,753.000,754.000,4.167901,0.000000,6.296662,6.297430,6.346714,6.297430,0.002331,0.287340,sequence_se3_optimizer
149,4.933333,-0.589930,0.321684,6.283187,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.461,712.037,,753.461,712.037,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.788013,6.298361,753.461,712.037,748.000,755.000,4.219884,0.000000,6.292117,6.293701,6.840012,6.293701,-0.006244,0.296861,sequence_se3_optimizer
150,4.966667,-0.588809,0.320304,6.282485,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.091,678.255,,752.091,678.255,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.809541,6.312831,752.091,678.255,752.000,721.000,16.870442,0.000000,6.288367,6.289972,7.243397,6.289972,-0.024465,0.415646,sequence_se3_optimizer
151,5.000000,-0.587807,0.318770,6.281392,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.724,651.585,,752.724,651.585,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.841431,6.334833,752.724,651.585,753.000,693.000,29.067992,0.000000,6.284759,6.286244,7.592420,6.286244,-0.050074,0.526871,sequence_se3_optimizer
152,5.033333,-0.587129,0.317215,6.279422,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,755.175,629.991,,755.175,629.991,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.873592,6.369503,755.175,629.991,750.000,673.000,29.218198,0.000000,6.281249,6.282515,7.498868,6.282515,-0.088253,0.628866,sequence_se3_optimizer
153,5.066667,-0.586829,0.316031,6.276830,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,757.770,611.264,,757.770,611.264,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.899721,6.414446,757.770,611.264,741.000,655.000,29.115954,0.000000,6.277799,6.278786,7.383968,6.278786,-0.136647,0.722333,sequence_se3_optimizer
154,5.100000,-0.586684,0.315112,6.274082,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,757.240,610.539,,757.240,610.539,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.915321,6.439906,757.240,610.539,750.000,655.000,29.069241,0.000000,6.274198,6.275058,6.421849,6.275058,-0.165708,0.749827,sequence_se3_optimizer
155,5.133333,-0.586675,0.314519,6.271181,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,756.568,598.808,,756.568,598.808,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.930050,6.476343,756.568,598.808,741.000,646.000,-0.465440,-0.465440,5.805252,6.271329,6.203799,6.271329,-0.671091,0.811795,sequence_se3_optimizer
156,5.166667,-0.586773,0.314277,6.268114,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,755.352,591.199,,755.352,591.199,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.941624,6.500520,755.352,591.199,738.000,640.000,-0.338027,-0.338027,5.929127,6.267601,5.888542,6.267601,-0.571393,0.853546,sequence_se3_optimizer
157,5.200000,-0.586935,0.314427,6.264917,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,754.315,589.790,,754.315,589.790,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947082,6.514389,754.315,589.790,738.000,639.000,-0.569346,-0.569346,5.694220,6.263872,5.661620,6.263872,-0.820169,0.867845,sequence_se3_optimizer
158,5.233333,-0.587110,0.314783,6.261631,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.606,589.922,,753.606,589.922,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948849,6.522952,753.606,589.922,738.000,639.000,-0.296326,-0.296326,5.963623,6.260143,5.540057,6.260143,-0.559329,0.873719,sequence_se3_optimizer
159,5.266667,-0.587272,0.315342,6.258201,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,751.829,595.874,,751.829,595.874,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950766,6.529712,751.829,595.874,738.000,644.000,-0.179418,-0.179418,6.076840,6.256415,5.420595,6.256415,-0.452872,0.861581,sequence_se3_optimizer
160,5.300000,-0.587357,0.316245,6.254449,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.534,607.548,,749.534,607.548,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951466,6.535198,749.534,607.548,735.000,651.000,-0.619611,-0.619611,5.632892,6.252686,6.233476,6.252686,-0.902306,0.832739,sequence_se3_optimizer
161,5.333333,-0.587105,0.317846,6.249794,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.500,632.000,,750.500,632.000,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950089,6.550727,750.500,632.000,747.000,669.000,-0.299551,-0.299551,5.949156,6.248957,7.118379,6.248957,-0.601571,0.776405,sequence_se3_optimizer
162,5.366667,-0.586346,0.319827,6.244108,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,751.018,654.664,,751.018,654.664,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950037,6.563760,751.018,654.664,746.000,692.000,-1.019574,0.000000,6.244934,6.245229,7.175171,6.245229,-0.318826,0.727510,sequence_se3_optimizer
163,5.400000,-0.584870,0.321836,6.237211,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.146,679.530,,748.146,679.530,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947726,6.577742,748.146,679.530,730.000,724.000,26.667603,0.000000,6.241081,6.241500,6.973769,6.241500,-0.336661,0.671612,sequence_se3_optimizer
164,5.433333,-0.583116,0.323735,6.229914,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.181,682.052,,749.181,682.052,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947425,6.599618,749.181,682.052,732.000,724.000,26.893683,0.000000,6.237564,6.237772,6.925546,6.237772,-0.362054,0.680937,sequence_se3_optimizer
165,5.466667,-0.581003,0.325482,6.222091,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.423,715.327,,748.423,715.327,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947316,6.568535,748.423,715.327,740.000,762.000,27.847059,0.000000,6.233429,6.234043,6.905356,6.234043,-0.335106,0.591282,sequence_se3_optimizer
166,5.500000,-0.578303,0.327016,6.213375,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.528,669.230,,749.528,669.230,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,1,0,1,0,0,0,foot,right,right_foot,right_foot,0.870402,6.230314,749.528,669.230,722.000,800.000,-1.801245,0.000000,6.230314,6.230314,7.010700,6.230314,0.000000,0.519007,sequence_se3_optimizer
167,5.533333,-0.571352,0.327467,6.196002,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.590,656.863,,752.590,656.863,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.847104,6.186556,752.590,656.863,735.000,775.000,2.328455,0.000000,6.202833,6.202411,6.391483,6.202411,0.016276,0.526047,sequence_se3_optimizer
168,5.566667,-0.556144,0.323001,6.169992,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,760.438,699.424,,760.438,699.424,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.828089,6.146662,760.438,699.424,747.000,742.000,23.917826,0.000000,6.174242,6.174508,5.510124,6.174508,0.027580,0.392774,sequence_se3_optimizer
169,5.600000,-0.540381,0.316585,6.143233,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,759.869,697.172,,759.869,697.172,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.816648,6.116031,759.869,697.172,751.000,743.000,23.570671,0.000000,6.146111,6.146605,5.384168,6.146605,0.030079,0.387623,sequence_se3_optimizer
170,5.633333,-0.524448,0.305376,6.116297,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,769.046,672.944,,769.046,672.944,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.807513,6.096477,769.046,672.944,767.000,714.000,27.768708,0.000000,6.118416,6.118702,5.497203,6.118702,0.021939,0.450369,sequence_se3_optimizer
171,5.666667,-0.508619,0.292277,6.089491,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,778.949,651.506,,778.949,651.506,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.793150,6.079085,778.949,651.506,764.000,691.000,30.255559,0.000000,6.090700,6.090799,5.533016,6.090799,0.011615,0.501228,sequence_se3_optimizer
172,5.700000,-0.493235,0.276399,6.063156,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,784.414,634.461,,784.414,634.461,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.769063,6.060641,784.414,634.461,775.000,672.000,-0.327976,-0.327976,5.734922,6.062896,5.406999,6.062896,-0.325719,0.524885,sequence_se3_optimizer
173,5.733333,-0.478608,0.259020,6.037638,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,785.408,632.492,,785.408,632.492,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.736876,6.027090,785.408,632.492,778.000,673.000,-0.171909,-0.171909,5.862998,6.034993,5.245649,6.034993,-0.164092,0.496310,sequence_se3_optimizer
174,5.766667,-0.465152,0.239900,6.013471,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,792.965,627.293,,792.965,627.293,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.670826,5.983274,792.965,627.293,783.000,670.000,-0.041975,-0.041975,5.965083,6.007090,4.929659,6.007090,-0.018192,0.443605,sequence_se3_optimizer
175,5.800000,-0.453493,0.218728,5.991357,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,797.064,623.894,,797.064,623.894,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.590868,5.952873,797.064,623.894,788.000,670.000,-0.140345,-0.140345,5.838838,5.979187,4.857188,5.979187,-0.114034,0.369837,sequence_se3_optimizer
176,5.833333,-0.446876,0.180588,5.975237,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.222,628.819,,802.222,628.819,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.507109,5.943647,802.222,628.819,791.000,674.000,-0.114250,-0.114250,5.837032,5.951284,4.852798,5.951284,-0.106615,0.271807,sequence_se3_optimizer
177,5.866667,-0.441183,0.141439,5.960598,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.294,630.595,,802.294,630.595,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,1,0,1,0,1,0,foot,right,right_foot,right_foot,0.451400,5.940228,802.294,630.595,795.000,674.000,0.016847,0.016847,5.940228,5.923381,4.791210,5.923381,0.000000,0.211736,sequence_se3_optimizer
178,5.900000,-0.437205,0.083165,5.950506,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,804.180,582.952,,804.180,582.952,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.423107,5.942747,804.180,582.952,799.000,623.000,0.093502,0.093502,6.016883,5.923381,4.704784,5.923381,0.074136,0.310731,sequence_se3_optimizer
179,5.933333,-0.433617,0.024521,5.941080,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.523,580.622,,802.523,580.622,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.428705,5.945221,802.523,580.622,797.000,623.000,0.071606,0.071606,5.994987,5.923381,4.764488,5.923381,0.049766,0.322747,sequence_se3_optimizer
180,5.966667,-0.430693,-0.034710,5.932926,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.308,534.414,,801.308,534.414,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.457787,5.940494,801.308,534.414,797.000,583.000,-0.182029,-0.182029,5.741352,5.923381,4.842524,5.923381,-0.199141,0.475571,sequence_se3_optimizer
181,6.000000,-0.428148,-0.094211,5.925491,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,797.713,492.265,,797.713,492.265,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.524277,5.947621,797.713,492.265,797.000,537.000,-0.092548,-0.092548,5.830833,5.923381,4.894007,5.923381,-0.116787,0.656765,sequence_se3_optimizer
182,6.033333,-0.427208,-0.152913,5.923687,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,800.545,460.251,,800.545,460.251,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.598362,5.963578,800.545,460.251,788.000,501.000,30.855041,0.000000,5.923381,5.923381,4.952740,5.923381,-0.040196,0.823533,sequence_se3_optimizer
183,6.066667,-0.426904,-0.209101,5.923111,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.964,433.316,,801.964,433.316,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.683658,6.007766,801.964,433.316,792.000,475.000,30.741381,0.000000,5.923381,5.923381,4.991091,5.923381,-0.084384,0.993055,sequence_se3_optimizer
184,6.100000,-0.426727,-0.264816,5.922734,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.104,431.168,,801.104,431.168,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.740150,6.059860,801.104,431.168,791.000,475.000,30.685682,0.000000,5.923381,5.923381,5.128233,5.923381,-0.136479,1.069114,sequence_se3_optimizer
185,6.133333,-0.426659,-0.320006,5.922497,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.718,407.630,,801.718,407.630,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.817394,6.155720,801.718,407.630,788.000,453.000,30.585159,0.000000,5.923381,5.923381,5.264304,5.923381,-0.232338,1.241073,sequence_se3_optimizer
186,6.166667,-0.426689,-0.374699,5.922357,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.909,391.285,,801.909,391.285,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.869994,6.243039,801.909,391.285,785.000,432.000,30.626762,0.000000,5.923381,5.923381,5.326827,5.923381,-0.319658,1.371795,sequence_se3_optimizer
187,6.200000,-0.426945,-0.375622,5.922379,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,803.110,382.486,,803.110,382.486,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951228,6.575515,803.110,382.486,796.000,424.000,30.491531,0.000000,5.923381,5.923381,5.395582,5.923381,-0.652133,1.562436,sequence_se3_optimizer
188,6.233333,-0.427280,-0.375973,5.922441,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.856,382.435,,802.856,382.435,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.949854,6.576990,802.856,382.435,794.000,424.000,30.438942,0.000000,5.923381,5.923381,5.476280,5.923381,-0.653609,1.561741,sequence_se3_optimizer
