frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,global_z_ref,contact_depth_gap
84,2.766667,-0.607487,0.151954,6.379274,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.221,592.473,40.515,750.221,592.473,41.439,633.912,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.756940,6.395892,6.403584,-0.016618
85,2.800000,-0.605180,0.308592,6.360932,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.415,646.871,41.859,750.415,646.871,41.558,688.429,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.697362,6.362325,6.398523,-0.001393
86,2.833333,-0.605256,0.474938,6.339798,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.690,705.028,40.695,749.690,705.028,41.697,746.725,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.648565,6.322186,6.393461,0.017612
87,2.866667,-0.604638,0.552185,6.316627,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.134,732.573,41.110,749.134,732.573,41.850,774.423,879.464,floor,ball_contact_events,0.687020,0.000000,1,1,1,0,1,0,foot,left,left_foot,left_foot,0.637004,6.316627,6.388399,0.000000
88,2.900000,-0.605373,0.461249,6.333106,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.427,700.441,41.880,749.427,700.441,41.741,742.182,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.667221,6.324953,6.383337,0.008153
89,2.933333,-0.606063,0.456800,6.347615,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.669,698.530,42.227,749.669,698.530,41.645,740.175,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.700078,6.346881,6.378276,0.000734
90,2.966667,-0.614458,0.395106,6.359466,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,747.153,676.864,45.440,747.153,676.864,41.568,718.432,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.753248,6.378629,6.373214,-0.019163
91,3.000000,-0.624753,0.324082,6.368274,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.886,652.106,39.832,743.886,652.106,41.510,693.616,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.816818,6.417973,6.368152,-0.049699
92,3.033333,-0.625619,0.271129,6.373971,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.780,633.705,42.619,743.780,633.705,41.473,675.178,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.874745,6.447020,6.363090,-0.073049
93,3.066667,-0.630680,0.239957,6.376315,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.111,622.901,42.917,742.111,622.901,41.458,664.359,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.912647,6.474052,6.358028,-0.097737
94,3.100000,-0.631428,0.237629,6.375045,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.809,622.113,42.654,741.809,622.113,41.466,663.579,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.927800,6.494280,6.352966,-0.119235
95,3.133333,-0.632911,0.228924,6.369495,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.106,619.174,41.074,741.106,619.174,41.502,660.676,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.939330,6.500692,6.347905,-0.131197
96,3.166667,-0.628774,0.232636,6.358650,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.166,620.595,42.194,742.166,620.595,41.573,662.168,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.945571,6.493464,6.342843,-0.134814
97,3.200000,-0.629390,0.249093,6.340983,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.345,626.537,42.780,741.345,626.537,41.689,668.226,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948775,6.482755,6.337781,-0.141772
98,3.233333,-0.626020,0.250808,6.314863,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.616,627.493,41.758,741.616,627.493,41.861,669.354,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950547,6.481066,6.332719,-0.166203
99,3.266667,-0.619559,0.264331,6.278467,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.617,632.745,42.256,742.617,632.745,42.104,674.849,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951660,6.479768,6.327657,-0.201301
100,3.300000,-0.616186,0.299869,6.230267,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.128,646.028,40.475,742.128,646.028,42.430,688.458,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947617,6.477260,6.322596,-0.246993
101,3.333333,-0.606500,0.372396,6.169744,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.449,672.964,42.429,743.449,672.964,42.846,715.810,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.817118,6.155277,6.317534,0.014466
102,3.366667,-0.599454,0.448125,6.097949,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.445,701.887,43.127,743.445,701.887,43.350,745.237,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.768735,6.071612,6.312472,0.026336
103,3.400000,-0.594293,0.514669,6.017938,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.455,728.398,43.062,742.455,728.398,43.927,772.325,879.464,floor,ball_contact_events,0.687020,0.000000,1,0,1,0,1,0,foot,right,right_foot,right_foot,0.717508,6.017938,6.307410,0.000000
104,3.433333,-0.601595,0.522906,6.086983,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.280,729.242,43.034,742.280,729.242,43.429,772.671,879.464,floor,ball_contact_events,0.687020,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.714968,6.011832,6.302349,0.075150
105,3.466667,-0.611377,0.453961,6.147780,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.928,702.666,42.900,740.928,702.666,42.999,745.665,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.748187,6.050996,6.297287,0.096784
106,3.500000,-0.624510,0.383892,6.197266,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,738.009,676.460,44.169,738.009,676.460,42.656,719.116,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.801684,6.112870,6.292225,0.084396
107,3.533333,-0.635516,0.315111,6.234424,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,735.443,651.343,42.012,735.443,651.343,42.401,693.744,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.862624,6.198735,6.287163,0.035689
108,3.566667,-0.646398,0.271365,6.259853,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.526,635.496,41.901,732.526,635.496,42.229,677.725,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.949032,6.554491,6.282101,-0.294638
109,3.600000,-0.649984,0.265526,6.275197,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,731.823,633.213,42.451,731.823,633.213,42.126,675.339,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951276,6.569620,6.277040,-0.294424
110,3.633333,-0.652163,0.236291,6.282460,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,731.323,622.854,44.028,731.323,622.854,42.077,664.931,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.953848,6.546326,6.271978,-0.263866
111,3.666667,-0.647629,0.215103,6.283683,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.957,615.410,42.379,732.957,615.410,42.069,657.479,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954870,6.539706,6.266916,-0.256023
112,3.700000,-0.655623,0.202343,6.280531,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,730.039,610.972,41.550,730.039,610.972,42.090,653.062,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954053,6.538313,6.261854,-0.257781
113,3.733333,-0.656977,0.201531,6.274695,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,729.350,610.753,41.189,729.350,610.753,42.129,652.882,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951183,6.531316,6.256792,-0.256621
114,3.766667,-0.661049,0.207683,6.267286,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,727.646,612.999,42.193,727.646,612.999,42.179,655.178,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948562,6.534696,6.251730,-0.267410
115,3.800000,-0.662005,0.227720,6.259218,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,727.010,620.145,40.889,727.010,620.145,42.234,662.379,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947260,6.533862,6.246669,-0.274644
116,3.833333,-0.667671,0.240676,6.251026,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,724.708,624.816,40.783,724.708,624.816,42.289,667.105,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947095,6.517689,6.241607,-0.266663
117,3.866667,-0.669578,0.249949,6.243143,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,723.738,628.195,40.918,723.738,628.195,42.342,670.537,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950080,6.515227,6.236545,-0.272084
118,3.900000,-0.670914,0.285634,6.235704,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,722.984,640.907,41.630,722.984,640.907,42.393,683.300,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.952163,6.536375,6.231483,-0.300671
119,3.933333,-0.671907,0.300984,6.228824,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,722.371,646.447,42.202,722.371,646.447,42.440,688.887,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954443,6.533274,6.226422,-0.304450
120,3.966667,-0.681163,0.359499,6.222351,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,718.847,667.274,40.187,718.847,667.274,42.484,709.758,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.956091,6.521947,6.221360,-0.299596
121,4.000000,-0.688636,0.435231,6.216355,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.966,694.234,41.869,715.966,694.234,42.525,736.759,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.955074,6.514294,6.216298,-0.297939
122,4.033333,-0.694638,0.519725,6.210772,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,713.618,724.342,42.076,713.618,724.342,42.563,766.905,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.952002,6.536430,6.211236,-0.325658
123,4.066667,-0.713803,0.622364,6.205376,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,706.600,760.939,41.394,706.600,760.939,42.600,803.539,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950676,6.517725,6.206174,-0.312350
124,4.100000,-0.712717,0.617204,6.200658,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,706.793,759.274,42.362,706.793,759.274,42.632,801.906,879.464,floor,ball_contact_events,0.687020,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.880372,6.205692,6.201113,-0.005034
125,4.133333,-0.715962,0.610853,6.196051,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,705.451,757.179,41.240,705.451,757.179,42.664,799.843,879.464,floor,ball_contact_events,0.687020,0.000000,1,0,1,0,1,0,foot,right,right_foot,right_foot,0.867800,6.196051,6.196051,0.000000
126,4.166667,-0.685406,0.491930,6.190598,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,716.100,715.052,42.230,716.100,715.052,42.702,757.754,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.866076,6.209091,6.190989,-0.018493
127,4.200000,-0.683526,0.429297,6.185024,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,716.550,692.902,41.907,716.550,692.902,42.740,735.642,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.880901,6.229647,6.185927,-0.044623
128,4.233333,-0.686304,0.427279,6.179099,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.326,692.329,41.800,715.326,692.329,42.781,735.110,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950980,6.551075,6.180865,-0.371976
129,4.266667,-0.686048,0.356738,6.173003,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.176,667.306,40.608,715.176,667.306,42.823,710.129,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.949338,6.569190,6.175803,-0.396186
130,4.300000,-0.683233,0.279581,6.166565,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.926,639.876,40.082,715.926,639.876,42.868,682.744,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950888,6.576986,6.170742,-0.410421
131,4.333333,-0.674578,0.217988,6.159751,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,718.751,617.959,40.373,718.751,617.959,42.916,660.875,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954242,6.555089,6.165680,-0.395338
132,4.366667,-0.664851,0.165271,6.152559,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,721.952,599.175,41.644,721.952,599.175,42.966,642.141,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.956792,6.545426,6.160618,-0.392867
133,4.400000,-0.658641,0.140492,6.145074,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,723.888,590.364,40.712,723.888,590.364,43.018,633.382,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.956363,6.544686,6.155556,-0.399612
134,4.433333,-0.652606,0.141508,6.137610,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,725.767,590.790,41.320,725.767,590.790,43.070,633.860,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950912,6.554090,6.150495,-0.416479
135,4.466667,-0.640796,0.140116,6.130708,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,729.747,590.347,41.193,729.747,590.347,43.119,633.466,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.941370,6.575136,6.145433,-0.444427
136,4.500000,-0.629407,0.150504,6.125010,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,733.629,594.130,42.103,733.629,594.130,43.159,637.289,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.929879,6.584943,6.140371,-0.459933
137,4.533333,-0.619509,0.179578,6.121471,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,737.060,604.624,42.405,737.060,604.624,43.184,647.808,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.920067,6.596498,6.135309,-0.475028
138,4.566667,-0.601921,0.237550,6.121406,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.387,625.487,41.864,743.387,625.487,43.184,668.671,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.912824,6.583804,6.130247,-0.462397
139,4.600000,-0.603905,0.236833,6.126146,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.841,625.163,41.864,742.841,625.163,43.151,668.314,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.909685,6.564130,6.125186,-0.437984
140,4.633333,-0.599053,0.284777,6.137436,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,744.982,642.215,40.898,744.982,642.215,43.072,685.287,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.905993,6.527433,6.120124,-0.389997
141,4.666667,-0.594571,0.357467,6.156852,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,747.264,667.901,40.042,747.264,667.901,42.936,710.837,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.901145,6.503334,6.115062,-0.346481
142,4.700000,-0.592470,0.445164,6.185688,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.004,698.536,41.201,749.004,698.536,42.736,741.272,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.888394,6.458119,6.110000,-0.272431
143,4.733333,-0.594764,0.450281,6.224601,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.511,699.356,41.023,749.511,699.356,42.468,741.824,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.875586,6.421298,6.104938,-0.196696
144,4.766667,-0.592473,0.538737,6.272529,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,751.924,729.204,41.744,751.924,729.204,42.144,771.348,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.849124,6.361738,6.099877,-0.089209
145,4.800000,-0.592567,0.636161,6.327109,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.686,761.492,41.812,753.686,761.492,41.780,803.272,879.464,floor,ball_contact_events,0.687020,0.000000,1,0,1,0,1,0,foot,left,left_foot,left_foot,0.821117,6.327109,6.094815,0.000000
146,4.833333,-0.582319,0.682321,6.261906,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,755.143,780.037,39.516,755.143,780.037,42.215,822.252,879.464,floor,ball_contact_events,0.687020,0.000000,0,1,0,0,1,0,foot,left,left_foot,left_foot,0.798711,6.304887,6.089753,-0.042981
147,4.866667,-0.580432,0.592191,6.203212,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.875,750.301,40.451,753.875,750.301,42.615,792.916,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.783458,6.298031,6.084691,-0.094819
148,4.900000,-0.576865,0.482888,6.154191,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.510,712.851,40.484,753.510,712.851,42.954,755.805,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.780867,6.294330,6.079629,-0.140139
149,4.933333,-0.573290,0.477523,6.114607,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.461,712.037,40.338,753.461,712.037,43.232,755.269,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.788013,6.298361,6.074568,-0.183754
150,4.966667,-0.574221,0.381844,6.084176,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.091,678.255,41.289,752.091,678.255,43.449,721.704,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.809541,6.312831,6.069506,-0.228655
151,5.000000,-0.570333,0.307033,6.061441,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.724,651.585,39.975,752.724,651.585,43.612,695.197,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.841431,6.334833,6.064444,-0.273392
152,5.033333,-0.562040,0.246935,6.044778,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,755.175,629.991,40.649,755.175,629.991,43.732,673.723,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.873592,6.369503,6.059382,-0.324725
153,5.066667,-0.553800,0.195154,6.032587,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,757.770,611.264,43.044,757.770,611.264,43.820,655.084,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.899721,6.414446,6.054320,-0.381859
154,5.100000,-0.554411,0.192876,6.023453,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,757.240,610.539,41.341,757.240,610.539,43.887,654.426,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.915321,6.439906,6.049259,-0.416453
155,5.133333,-0.555613,0.160616,6.016574,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,756.568,598.808,43.532,756.568,598.808,43.937,642.745,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.930050,6.476343,6.044197,-0.459769
156,5.166667,-0.558458,0.139715,6.011448,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,755.352,591.199,42.326,755.352,591.199,43.974,635.173,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.941624,6.500520,6.039135,-0.489072
157,5.200000,-0.560977,0.135795,6.008117,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,754.315,589.790,41.184,754.315,589.790,43.999,633.789,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947082,6.514389,6.034073,-0.506272
158,5.233333,-0.562817,0.136133,6.007118,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.606,589.922,41.184,753.606,589.922,44.006,633.928,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948849,6.522952,6.029011,-0.515834
159,5.266667,-0.567879,0.152421,6.009409,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,751.829,595.874,41.225,751.829,595.874,43.989,639.863,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950766,6.529712,6.023950,-0.520302
160,5.300000,-0.574807,0.184481,6.016390,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.534,607.548,42.770,749.534,607.548,43.938,651.486,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951466,6.535198,6.018888,-0.518808
161,5.333333,-0.572966,0.256007,6.029781,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.674,633.529,43.267,750.674,633.529,43.841,677.370,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950089,6.550727,6.013826,-0.520947
162,5.366667,-0.574058,0.314974,6.051225,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,751.018,654.664,43.525,751.018,654.664,43.685,698.349,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950037,6.563760,6.008764,-0.512536
163,5.400000,-0.584911,0.385231,6.082043,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.146,679.530,43.347,748.146,679.530,43.464,722.994,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947726,6.577742,6.003702,-0.495698
164,5.433333,-0.585984,0.394842,6.123117,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.181,682.052,43.095,749.181,682.052,43.172,725.224,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947425,6.599618,5.998641,-0.476501
165,5.466667,-0.592912,0.491327,6.173307,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.423,715.327,43.353,748.423,715.327,42.821,758.148,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.895062,6.296621,5.993579,-0.123315
166,5.500000,-0.605455,0.597349,6.230314,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,745.924,751.210,45.808,745.924,751.210,42.429,793.639,879.464,floor,ball_contact_events,0.687020,0.000000,1,1,1,0,1,0,foot,right,right_foot,right_foot,0.870402,6.230314,5.988517,0.000000
167,5.533333,-0.574153,0.529147,6.162990,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,754.774,729.139,44.266,754.774,729.139,42.893,772.032,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.847104,6.186556,5.983455,-0.023566
168,5.566667,-0.552846,0.441652,6.102711,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,760.438,699.424,42.606,760.438,699.424,43.317,742.741,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.828089,6.146662,5.978393,-0.043951
169,5.600000,-0.549805,0.431787,6.051883,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,759.869,697.172,42.681,759.869,697.172,43.680,740.852,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.816648,6.116031,5.973332,-0.064148
170,5.633333,-0.521143,0.362825,6.012076,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,769.046,672.944,40.880,769.046,672.944,43.970,716.914,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.807513,6.096477,5.968270,-0.084400
