frame,time,object_name,center_x,center_y,center_source,tracking_available,track_center_x,track_center_y,track_center_source,mask_available,mask_center_x,mask_center_y,mask_area_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_px,bbox_h_px,lowest_visible_x,lowest_visible_y,lowest_visible_x1,lowest_visible_x2,enclosing_radius_px,major_axis_px,minor_axis_px,aspect_ratio,circularity,body_available,body_center_x,body_center_y,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,body_bbox_w_px,body_bbox_h_px,handle_side,handle_extra_left_px,handle_extra_right_px,track_geometry_conf,mask_conf,observation_conf,center_visible,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
121,4.000000,football,715.966,694.234,cotracker_center_fallback,1,715.966,694.234,cotracker_center_fallback,1,710.332,695.595,4524.5,675.000,658.000,750.000,733.000,75.000,75.000,709.000,732.000,700.000,718.000,41.869,80.196,74.819,1.000000,0.862485,0,,,,,,,,,,,,0.500000,0.862485,0.862485,0.000000,694.122,677.763,0.000000,777.645,629.477,1.000000,742.498,596.779,1.000000,736.668,672.840,0.000000
122,4.033333,football,713.618,724.342,cotracker_center_fallback,1,713.618,724.342,cotracker_center_fallback,1,706.939,729.219,4452.5,672.000,692.000,745.000,766.000,73.000,74.000,686.000,765.000,685.000,687.000,42.076,82.050,73.638,0.986486,0.867774,0,,,,,,,,,,,,0.500000,0.867774,0.867774,0.000000,694.879,701.693,0.000000,779.438,630.693,1.000000,746.927,599.393,1.000000,740.237,672.270,0.000000
123,4.066667,football,706.600,760.939,cotracker_center_fallback,1,706.600,760.939,cotracker_center_fallback,1,703.889,767.426,4701.5,668.000,728.000,743.000,808.000,75.000,80.000,708.500,807.000,708.000,709.000,41.394,79.826,75.968,0.937500,0.875842,0,,,,,,,,,,,,0.500000,0.875842,0.875842,0.000000,687.184,728.331,0.000000,780.335,630.195,1.000000,750.861,598.357,1.000000,741.034,671.180,0.000000
124,4.100000,football,706.793,759.274,cotracker_center_fallback,1,706.793,759.274,cotracker_center_fallback,1,703.098,767.182,4818.5,666.000,728.000,743.000,807.000,77.000,79.000,707.000,806.000,700.000,714.000,42.362,81.994,76.106,0.974684,0.876111,0,,,,,,,,,,,,0.500000,0.876111,0.876111,0.000000,688.289,722.048,0.000000,780.456,629.932,1.000000,750.962,598.348,1.000000,741.145,670.788,0.000000
125,4.133333,football,705.451,757.179,cotracker_center_fallback,1,705.451,757.179,cotracker_center_fallback,1,704.228,765.952,4574.0,669.000,727.000,743.000,805.000,74.000,78.000,700.500,804.000,699.000,702.000,41.240,81.056,73.712,0.948718,0.872604,0,,,,,,,,,,,,0.500000,0.872604,0.872604,0.000000,688.071,720.399,0.000000,780.186,629.670,1.000000,750.679,596.504,1.000000,740.674,671.391,0.000000
126,4.166667,football,716.100,715.052,cotracker_center_fallback,1,716.100,715.052,cotracker_center_fallback,1,708.641,730.104,4619.0,673.000,691.000,748.000,767.000,75.000,76.000,711.000,766.000,696.000,726.000,42.230,81.970,75.337,0.986842,0.873199,0,,,,,,,,,,,,0.500000,0.873199,0.873199,0.000000,698.766,684.952,0.000000,780.039,628.956,1.000000,750.636,591.959,1.000000,740.566,670.341,0.000000
127,4.200000,football,716.550,692.902,cotracker_center_fallback,1,716.550,692.902,cotracker_center_fallback,1,710.666,696.414,4503.0,672.000,657.000,751.000,731.000,79.000,74.000,713.000,730.000,707.000,719.000,41.907,79.848,75.165,1.067568,0.840433,0,,,,,,,,,,,,0.250000,0.840433,0.840433,0.000000,696.768,666.864,0.000000,779.016,628.194,1.000000,747.154,589.542,0.000000,738.215,669.511,0.000000
128,4.233333,football,715.326,692.329,cotracker_center_fallback,1,715.326,692.329,cotracker_center_fallback,1,710.858,696.425,4475.5,673.000,658.000,751.000,731.000,78.000,73.000,712.000,730.000,707.000,717.000,41.800,78.687,74.970,1.068493,0.844481,0,,,,,,,,,,,,0.250000,0.844481,0.844481,0.000000,695.513,668.988,0.000000,778.765,628.479,1.000000,746.008,590.816,0.000000,738.093,670.310,0.000000
129,4.266667,football,715.176,667.306,cotracker_box_center,1,715.000,668.000,cotracker_box_center,1,715.187,667.305,4417.0,677.000,631.000,754.000,706.000,77.000,75.000,723.000,705.000,722.000,724.000,40.608,79.562,70.786,1.026667,0.882477,0,,,,,,,,,,,,1.000000,0.882477,1.000000,1.000000,677.000,667.306,1.000000,753.000,667.306,1.000000,715.176,631.000,1.000000,715.176,705.000,1.000000
130,4.300000,football,715.926,639.876,cotracker_lr_center,1,714.837,658.477,cotracker_lr_center,1,717.611,643.074,4377.0,678.000,607.000,757.000,683.000,79.000,76.000,723.000,682.000,723.000,723.000,40.082,77.471,71.908,1.039474,0.857408,0,,,,,,,,,,,,0.750000,0.857408,0.857408,1.000000,676.713,651.832,1.000000,752.961,665.122,1.000000,717.212,617.255,0.000000,716.180,685.455,1.000000
131,4.333333,football,718.751,617.959,cotracker_center_fallback,1,718.751,617.959,cotracker_center_fallback,1,720.750,627.489,4250.0,682.000,590.000,756.000,664.000,74.000,74.000,719.000,663.000,715.000,723.000,40.373,76.122,73.800,1.000000,0.855722,0,,,,,,,,,,,,0.500000,0.855722,0.855722,1.000000,678.811,640.133,0.000000,753.234,663.748,1.000000,720.445,606.086,0.000000,719.104,669.469,1.000000
132,4.366667,football,721.952,599.175,cotracker_center_fallback,1,721.952,599.175,cotracker_center_fallback,1,723.059,615.955,4674.0,684.000,575.000,762.000,658.000,78.000,83.000,723.000,657.000,722.000,724.000,41.644,80.075,74.363,0.939759,0.864915,0,,,,,,,,,,,,0.500000,0.864915,0.864915,1.000000,682.907,627.934,0.000000,753.286,664.016,1.000000,723.581,597.331,0.000000,722.459,650.743,1.000000
133,4.400000,football,723.888,590.364,cotracker_center_fallback,1,723.888,590.364,cotracker_center_fallback,1,724.861,609.460,4808.0,684.000,570.000,765.000,650.000,81.000,80.000,729.000,649.000,725.000,733.000,40.712,79.241,77.500,1.012500,0.873925,0,,,,,,,,,,,,0.500000,0.873925,0.873925,1.000000,685.847,623.640,0.000000,753.522,663.556,1.000000,725.314,594.411,0.000000,725.531,641.888,1.000000
134,4.433333,football,725.767,590.790,cotracker_center_fallback,1,725.767,590.790,cotracker_center_fallback,1,724.714,609.751,4962.0,684.000,570.000,765.000,651.000,81.000,81.000,729.000,650.000,726.000,732.000,41.320,80.663,78.721,1.000000,0.875089,0,,,,,,,,,,,,0.500000,0.875089,0.875089,1.000000,686.804,623.112,0.000000,753.785,663.639,1.000000,726.380,594.772,0.000000,723.974,638.747,1.000000
135,4.466667,football,729.747,590.347,cotracker_center_fallback,1,729.747,590.347,cotracker_center_fallback,1,726.797,608.168,4792.5,687.000,569.000,768.000,651.000,81.000,82.000,729.500,650.000,728.000,731.000,41.193,79.109,77.744,0.987805,0.848918,0,,,,,,,,,,,,0.500000,0.848918,0.848918,1.000000,690.784,621.609,0.000000,754.163,663.815,1.000000,729.282,593.769,0.000000,726.332,636.320,1.000000
136,4.500000,football,733.629,594.130,cotracker_center_fallback,1,733.629,594.130,cotracker_center_fallback,1,730.212,612.289,5008.5,689.000,571.000,770.000,654.000,81.000,83.000,730.500,653.000,724.000,737.000,42.103,80.398,79.652,0.975904,0.861120,0,,,,,,,,,,,,0.500000,0.861120,0.861120,0.000000,694.316,623.014,0.000000,754.403,664.014,1.000000,731.591,595.343,0.000000,728.337,639.675,1.000000
137,4.533333,football,737.060,604.624,cotracker_center_fallback,1,737.060,604.624,cotracker_center_fallback,1,733.756,618.690,4853.0,694.000,578.000,771.000,658.000,77.000,80.000,735.000,657.000,724.000,746.000,42.405,82.560,77.597,0.962500,0.888652,0,,,,,,,,,,,,0.000000,0.888652,0.888652,1.000000,696.263,626.235,0.000000,754.670,663.695,0.000000,732.759,599.356,0.000000,729.204,646.241,0.000000
138,4.566667,football,743.387,625.487,cotracker_center_fallback,1,743.387,625.487,cotracker_center_fallback,1,735.696,631.535,4781.0,695.000,593.000,776.000,671.000,81.000,78.000,731.500,670.000,729.000,734.000,41.864,81.481,75.126,1.038462,0.872234,0,,,,,,,,,,,,0.000000,0.872234,0.872234,1.000000,698.169,634.082,0.000000,754.892,663.372,0.000000,734.038,609.810,0.000000,732.744,661.618,0.000000
139,4.600000,football,742.841,625.163,cotracker_center_fallback,1,742.841,625.163,cotracker_center_fallback,1,735.708,631.481,4789.0,695.000,593.000,776.000,671.000,81.000,78.000,731.000,670.000,730.000,732.000,41.864,81.494,75.458,1.038462,0.873693,0,,,,,,,,,,,,0.000000,0.873693,0.873693,1.000000,700.550,635.215,0.000000,755.520,663.279,0.000000,733.566,611.853,0.000000,732.450,662.279,0.000000
140,4.633333,football,744.982,642.215,cotracker_center_fallback,1,744.982,642.215,cotracker_center_fallback,1,737.932,649.070,4812.0,698.000,610.000,777.000,687.000,79.000,77.000,730.500,702.000,730.000,731.000,40.898,80.344,77.565,1.025974,0.875598,0,,,,,,,,,,,,0.000000,0.875598,0.875598,1.000000,704.214,652.299,0.000000,755.744,664.373,0.000000,732.138,622.013,0.000000,733.546,677.976,0.000000
141,4.666667,football,747.264,667.901,cotracker_center_fallback,1,747.264,667.901,cotracker_center_fallback,1,743.128,670.791,4356.0,704.000,634.000,782.000,706.000,78.000,72.000,756.500,705.000,752.000,761.000,40.042,76.524,73.610,1.083333,0.862215,0,,,,,,,,,,,,0.000000,0.862215,0.862215,1.000000,708.517,676.995,0.000000,756.720,665.806,0.000000,729.488,633.736,0.000000,739.236,700.286,0.000000
142,4.700000,football,749.004,698.536,cotracker_center_fallback,1,749.004,698.536,cotracker_center_fallback,1,746.681,699.645,4683.0,708.000,660.000,785.000,740.000,77.000,80.000,742.500,739.000,738.000,747.000,41.201,81.216,74.259,0.962500,0.873072,0,,,,,,,,,,,,0.250000,0.873072,0.873072,1.000000,707.850,705.338,0.000000,756.487,667.277,0.000000,729.960,646.382,1.000000,741.548,730.475,0.000000
143,4.733333,football,749.511,699.356,cotracker_center_fallback,1,749.511,699.356,cotracker_center_fallback,1,745.669,699.658,4773.0,706.000,659.000,785.000,740.000,79.000,81.000,742.000,739.000,735.000,749.000,41.023,81.176,75.902,0.975309,0.873056,0,,,,,,,,,,,,0.250000,0.873056,0.873056,1.000000,708.259,707.475,0.000000,756.616,666.807,0.000000,731.369,650.556,1.000000,742.942,733.326,0.000000
144,4.766667,football,751.924,729.204,cotracker_center_fallback,1,751.924,729.204,cotracker_center_fallback,1,747.516,730.435,4866.5,709.000,691.000,787.000,771.000,78.000,80.000,748.000,770.000,743.000,753.000,41.744,81.650,76.732,0.975000,0.868343,0,,,,,,,,,,,,0.500000,0.868343,0.868343,1.000000,709.990,734.466,0.000000,756.095,667.226,1.000000,733.544,673.033,1.000000,745.965,761.465,0.000000
145,4.800000,football,753.686,761.492,cotracker_center_fallback,1,753.686,761.492,cotracker_center_fallback,1,749.628,763.462,4824.5,713.000,724.000,790.000,805.000,77.000,81.000,749.000,804.000,743.000,755.000,41.812,82.037,75.269,0.950617,0.870760,0,,,,,,,,,,,,0.500000,0.870760,0.870760,1.000000,710.727,765.968,0.000000,755.707,667.216,1.000000,735.548,705.094,1.000000,749.434,792.964,0.000000
146,4.833333,football,755.143,780.037,cotracker_center_fallback,1,755.143,780.037,cotracker_center_fallback,1,751.948,779.181,3991.5,716.000,745.000,790.000,813.000,74.000,68.000,753.000,812.000,745.000,761.000,39.516,76.701,67.496,1.088235,0.845396,0,,,,,,,,,,,,0.250000,0.845396,0.845396,1.000000,712.481,785.245,0.000000,755.563,667.376,1.000000,736.751,727.550,0.000000,749.859,809.402,0.000000
147,4.866667,football,753.875,750.301,cotracker_center_fallback,1,753.875,750.301,cotracker_center_fallback,1,750.983,750.598,4447.0,713.000,713.000,791.000,789.000,78.000,76.000,742.000,788.000,738.000,746.000,40.451,78.176,73.086,1.026316,0.852931,0,,,,,,,,,,,,0.500000,0.852931,0.852931,1.000000,711.399,757.603,0.000000,755.403,666.873,1.000000,734.698,694.870,1.000000,749.336,781.670,0.000000
148,4.900000,football,753.510,712.851,cotracker_center_fallback,1,753.510,712.851,cotracker_center_fallback,1,750.245,716.044,4686.5,711.000,677.000,790.000,756.000,79.000,79.000,744.000,755.000,740.000,748.000,40.484,78.560,75.860,1.000000,0.872093,0,,,,,,,,,,,,0.250000,0.872093,0.872093,1.000000,712.585,722.439,0.000000,757.110,666.976,0.000000,734.179,666.057,1.000000,749.320,744.477,0.000000
149,4.933333,football,753.461,712.037,cotracker_center_fallback,1,753.461,712.037,cotracker_center_fallback,1,749.593,716.103,4737.5,710.000,677.000,790.000,756.000,80.000,79.000,744.000,755.000,740.000,748.000,40.338,78.856,76.653,1.012658,0.875990,0,,,,,,,,,,,,0.250000,0.875990,0.875990,1.000000,712.282,720.364,0.000000,758.050,667.814,0.000000,735.164,663.563,1.000000,749.118,742.868,0.000000
150,4.966667,football,752.091,678.255,cotracker_center_fallback,1,752.091,678.255,cotracker_center_fallback,1,749.833,684.517,4648.5,712.000,646.000,789.000,722.000,77.000,76.000,741.500,721.000,730.000,753.000,41.289,81.376,74.995,1.013158,0.877124,0,,,,,,,,,,,,0.250000,0.877124,0.877124,1.000000,711.017,690.460,0.000000,757.485,666.769,0.000000,731.620,643.472,1.000000,747.828,711.917,0.000000
151,5.000000,football,752.724,651.585,cotracker_center_fallback,1,752.724,651.585,cotracker_center_fallback,1,752.092,656.725,4420.0,714.000,621.000,791.000,694.000,77.000,73.000,757.500,693.000,752.000,763.000,39.975,76.848,74.588,1.054795,0.870136,0,,,,,,,,,,,,0.000000,0.870136,0.870136,1.000000,711.166,665.287,0.000000,756.686,664.972,0.000000,734.308,625.250,0.000000,748.465,689.225,0.000000
152,5.033333,football,755.175,629.991,cotracker_center_fallback,1,755.175,629.991,cotracker_center_fallback,1,753.244,635.496,4620.0,715.000,598.000,793.000,674.000,78.000,76.000,754.000,673.000,747.000,761.000,40.649,78.365,76.315,1.026316,0.870110,0,,,,,,,,,,,,0.000000,0.870110,0.870110,1.000000,711.171,643.775,0.000000,757.721,665.124,0.000000,740.070,607.263,0.000000,748.376,668.974,0.000000
153,5.066667,football,757.770,611.264,cotracker_center_fallback,1,757.770,611.264,cotracker_center_fallback,1,751.011,619.531,5004.5,709.000,580.000,792.000,657.000,83.000,77.000,753.500,656.000,747.000,760.000,43.044,83.355,77.998,1.077922,0.861338,0,,,,,,,,,,,,0.250000,0.861338,0.861338,1.000000,713.418,629.107,0.000000,756.725,664.910,0.000000,743.627,593.262,0.000000,751.578,654.815,1.000000
154,5.100000,football,757.240,610.539,cotracker_center_fallback,1,757.240,610.539,cotracker_center_fallback,1,749.919,618.610,4768.5,709.000,580.000,790.000,656.000,81.000,76.000,755.000,655.000,749.000,761.000,41.341,80.080,76.547,1.065789,0.869287,0,,,,,,,,,,,,0.250000,0.869287,0.869287,1.000000,712.967,628.480,0.000000,756.273,664.841,0.000000,743.459,591.909,0.000000,750.737,654.199,1.000000
155,5.133333,football,756.568,598.808,cotracker_center_fallback,1,756.568,598.808,cotracker_center_fallback,1,750.566,609.430,5128.0,709.000,569.000,791.000,648.000,82.000,79.000,761.000,647.000,753.000,769.000,43.532,83.681,79.334,1.037975,0.878780,0,,,,,,,,,,,,0.500000,0.878780,0.878780,1.000000,713.023,620.762,0.000000,756.270,664.503,1.000000,744.583,583.012,0.000000,751.390,646.787,1.000000
156,5.166667,football,755.352,591.199,cotracker_center_fallback,1,755.352,591.199,cotracker_center_fallback,1,749.749,601.938,5133.5,709.000,561.000,792.000,642.000,83.000,81.000,749.000,641.000,743.000,755.000,42.326,82.346,79.873,1.024691,0.872804,0,,,,,,,,,,,,0.500000,0.872804,0.872804,1.000000,712.118,615.265,0.000000,755.922,664.924,1.000000,744.967,578.109,0.000000,749.747,642.918,1.000000
157,5.200000,football,754.315,589.790,cotracker_center_fallback,1,754.315,589.790,cotracker_center_fallback,1,750.155,601.015,4948.0,710.000,561.000,791.000,641.000,81.000,80.000,750.500,640.000,743.000,758.000,41.184,80.263,78.819,1.012500,0.875801,0,,,,,,,,,,,,0.500000,0.875801,0.875801,1.000000,711.924,614.527,0.000000,756.146,665.144,1.000000,745.223,577.669,0.000000,748.877,643.350,1.000000
158,5.233333,football,753.606,589.922,cotracker_center_fallback,1,753.606,589.922,cotracker_center_fallback,1,750.123,600.888,4930.0,710.000,561.000,791.000,641.000,81.000,80.000,750.500,640.000,744.000,757.000,41.184,80.144,78.709,1.012500,0.872615,0,,,,,,,,,,,,0.500000,0.872615,0.872615,1.000000,711.940,615.007,0.000000,755.928,664.809,1.000000,745.457,577.879,0.000000,748.726,643.965,1.000000
159,5.266667,football,751.829,595.874,cotracker_center_fallback,1,751.829,595.874,cotracker_center_fallback,1,750.757,606.948,4784.5,710.000,567.000,791.000,646.000,81.000,79.000,753.000,645.000,749.000,757.000,41.225,80.628,76.616,1.025316,0.871260,0,,,,,,,,,,,,0.500000,0.871260,0.871260,1.000000,711.690,621.549,0.000000,756.197,664.522,1.000000,744.160,583.892,0.000000,748.533,648.499,1.000000
160,5.300000,football,749.534,607.548,cotracker_center_fallback,1,749.534,607.548,cotracker_center_fallback,1,751.209,616.720,4778.0,708.000,577.000,791.000,654.000,83.000,77.000,755.000,653.000,749.000,761.000,42.770,81.286,77.611,1.077922,0.838323,0,,,,,,,,,,,,0.500000,0.838323,0.838323,1.000000,709.537,633.006,0.000000,756.795,664.318,1.000000,742.098,594.305,0.000000,748.172,656.592,1.000000
161,5.333333,football,750.674,633.529,cotracker_box_center,1,750.500,632.000,cotracker_box_center,1,750.671,633.527,4503.5,711.000,594.000,791.000,671.000,80.000,77.000,753.500,670.000,750.000,757.000,43.267,80.662,72.430,1.038961,0.813700,0,,,,,,,,,,,,1.000000,0.813700,1.000000,1.000000,711.000,633.529,1.000000,790.000,633.529,1.000000,750.674,594.000,1.000000,750.674,670.000,1.000000
162,5.366667,football,751.018,654.664,cotracker_center_fallback,1,751.018,654.664,cotracker_center_fallback,1,754.366,655.507,4484.0,716.000,617.000,792.000,695.000,76.000,78.000,758.000,694.000,751.000,765.000,43.525,84.937,67.802,0.974359,0.852209,0,,,,,,,,,,,,0.500000,0.852209,0.852209,1.000000,714.001,645.114,0.000000,788.626,635.653,1.000000,752.062,605.351,1.000000,749.293,670.989,0.000000
163,5.400000,football,748.146,679.530,cotracker_center_fallback,1,748.146,679.530,cotracker_center_fallback,1,751.480,686.915,5125.0,711.000,645.000,793.000,727.000,82.000,82.000,746.000,726.000,740.000,752.000,43.347,82.906,79.417,1.000000,0.857159,0,,,,,,,,,,,,0.500000,0.857159,0.857159,1.000000,714.844,658.223,0.000000,788.287,636.153,1.000000,751.526,617.432,1.000000,749.144,670.879,0.000000
164,5.433333,football,749.181,682.052,cotracker_center_fallback,1,749.181,682.052,cotracker_center_fallback,1,751.639,687.072,5050.5,711.000,646.000,793.000,727.000,82.000,81.000,745.500,726.000,744.000,747.000,43.095,82.526,78.808,1.012346,0.866141,0,,,,,,,,,,,,0.500000,0.866141,0.866141,1.000000,716.666,653.209,0.000000,788.227,634.685,1.000000,752.327,618.327,1.000000,749.537,669.219,0.000000
165,5.466667,football,748.423,715.327,cotracker_center_fallback,1,748.423,715.327,cotracker_center_fallback,1,750.790,721.029,5308.5,710.000,678.000,793.000,765.000,83.000,87.000,753.000,764.000,753.000,753.000,43.353,84.883,80.266,0.954023,0.877853,0,,,,,,,,,,,,0.500000,0.877853,0.877853,1.000000,716.938,664.890,0.000000,788.147,634.445,1.000000,751.096,640.841,1.000000,750.466,669.816,0.000000
166,5.500000,football,745.924,751.210,cotracker_tb_center,1,749.528,669.230,cotracker_tb_center,1,748.979,762.321,5677.0,709.000,719.000,794.000,809.000,85.000,90.000,746.500,808.000,746.000,747.000,45.808,88.222,83.541,0.944444,0.844809,0,,,,,,,,,,,,0.750000,0.844809,0.844809,1.000000,718.839,665.587,0.000000,788.708,634.260,1.000000,747.963,668.369,1.000000,751.093,670.091,1.000000
167,5.533333,football,754.774,729.139,cotracker_tb_center,1,752.590,656.863,cotracker_tb_center,1,756.236,737.205,5406.0,716.000,695.000,800.000,778.000,84.000,83.000,754.500,777.000,744.000,765.000,44.266,85.878,82.070,1.012048,0.865837,0,,,,,,,,,,,,0.750000,0.865837,0.865837,1.000000,721.527,661.601,0.000000,788.843,633.886,1.000000,753.973,643.854,1.000000,751.206,669.872,1.000000
168,5.566667,football,760.438,699.424,cotracker_center_fallback,1,760.438,699.424,cotracker_center_fallback,1,762.789,704.196,5153.0,723.000,662.000,805.000,745.000,82.000,83.000,763.000,744.000,755.000,771.000,42.606,82.827,80.273,0.987952,0.876768,0,,,,,,,,,,,,0.250000,0.876768,0.876768,1.000000,724.069,652.905,0.000000,789.453,633.392,1.000000,757.634,625.496,0.000000,751.708,669.041,0.000000
169,5.600000,football,759.869,697.172,cotracker_center_fallback,1,759.869,697.172,cotracker_center_fallback,1,762.880,704.095,5167.0,724.000,662.000,806.000,745.000,82.000,83.000,763.000,744.000,757.000,769.000,42.681,82.936,80.654,0.987952,0.879150,0,,,,,,,,,,,,0.250000,0.879150,0.879150,1.000000,724.687,655.856,0.000000,790.363,633.882,1.000000,758.071,627.573,0.000000,752.689,669.591,0.000000
170,5.633333,football,769.046,672.944,cotracker_center_fallback,1,769.046,672.944,cotracker_center_fallback,1,771.700,674.042,4439.0,736.000,635.000,810.000,715.000,74.000,80.000,768.500,714.000,767.000,770.000,40.880,78.511,72.276,0.925000,0.769289,0,,,,,,,,,,,,0.000000,0.769289,0.769289,1.000000,728.696,647.081,0.000000,792.163,633.865,0.000000,763.344,612.362,0.000000,752.755,669.522,0.000000
171,5.666667,football,778.949,651.506,cotracker_center_fallback,1,778.949,651.506,cotracker_center_fallback,1,774.062,652.184,4968.0,732.000,611.000,818.000,693.000,86.000,82.000,775.000,692.000,775.000,775.000,42.589,82.286,76.755,1.048780,0.856967,0,,,,,,,,,,,,0.000000,0.856967,0.856967,1.000000,732.727,641.143,0.000000,792.629,634.289,0.000000,769.636,604.387,0.000000,754.665,670.840,0.000000
172,5.700000,football,784.414,634.461,cotracker_center_fallback,1,784.414,634.461,cotracker_center_fallback,1,780.780,635.238,5127.0,739.000,596.000,823.000,675.000,84.000,79.000,784.500,674.000,782.000,787.000,43.460,83.548,78.233,1.063291,0.848095,0,,,,,,,,,,,,0.000000,0.848095,0.848095,1.000000,736.414,636.622,0.000000,794.290,634.126,0.000000,775.309,594.962,0.000000,755.500,672.176,0.000000
173,5.733333,football,785.408,632.492,cotracker_center_fallback,1,785.408,632.492,cotracker_center_fallback,1,780.962,635.127,5192.5,739.000,596.000,824.000,675.000,85.000,79.000,784.500,674.000,781.000,788.000,43.602,84.572,78.737,1.075949,0.853169,0,,,,,,,,,,,,0.000000,0.853169,0.853169,1.000000,738.204,637.136,0.000000,795.334,634.283,0.000000,776.833,592.951,0.000000,755.599,672.111,0.000000
174,5.766667,football,792.965,627.293,cotracker_center_fallback,1,792.965,627.293,cotracker_center_fallback,1,786.462,629.236,5288.5,745.000,590.000,829.000,671.000,84.000,81.000,784.500,670.000,783.000,786.000,43.334,84.473,80.026,1.037037,0.878540,0,,,,,,,,,,,,0.000000,0.878540,0.878540,0.000000,745.207,635.083,0.000000,797.797,634.517,0.000000,785.292,588.032,0.000000,756.158,671.780,0.000000
175,5.800000,football,797.064,623.894,cotracker_center_fallback,1,797.064,623.894,cotracker_center_fallback,1,791.836,628.511,5295.0,751.000,586.000,833.000,672.000,82.000,86.000,791.000,671.000,791.000,791.000,42.855,83.292,81.535,0.953488,0.874982,0,,,,,,,,,,,,0.250000,0.874982,0.874982,1.000000,749.848,630.962,0.000000,799.029,633.784,0.000000,790.148,583.205,0.000000,756.391,671.293,1.000000
176,5.833333,football,802.222,628.819,cotracker_center_fallback,1,802.222,628.819,cotracker_center_fallback,1,797.202,632.787,5608.0,755.000,587.000,840.000,676.000,85.000,89.000,800.000,675.000,796.000,804.000,45.554,87.274,82.212,0.955056,0.872203,0,,,,,,,,,,,,0.000000,0.872203,0.872203,1.000000,757.382,631.920,0.000000,798.686,634.887,0.000000,797.433,584.789,0.000000,755.461,670.488,0.000000
177,5.866667,football,802.294,630.595,cotracker_center_fallback,1,802.294,630.595,cotracker_center_fallback,1,802.969,632.731,5227.5,761.000,591.000,845.000,675.000,84.000,84.000,796.500,674.000,794.000,799.000,44.373,84.550,80.054,1.000000,0.826007,0,,,,,,,,,,,,0.000000,0.826007,0.826007,1.000000,759.645,632.284,0.000000,797.302,634.259,0.000000,800.553,585.358,0.000000,755.776,669.167,0.000000
178,5.900000,football,804.180,582.952,cotracker_center_fallback,1,804.180,582.952,cotracker_center_fallback,1,803.674,585.367,5446.0,760.000,542.000,845.000,626.000,85.000,84.000,816.000,625.000,811.000,821.000,44.213,86.026,81.915,1.011905,0.864992,0,,,,,,,,,,,,0.000000,0.864992,0.864992,1.000000,759.701,590.898,0.000000,795.387,630.806,0.000000,797.396,547.017,0.000000,755.542,668.130,0.000000
179,5.933333,football,802.523,580.622,cotracker_center_fallback,1,802.523,580.622,cotracker_center_fallback,1,803.633,585.315,5460.5,760.000,542.000,845.000,626.000,85.000,84.000,816.000,625.000,812.000,820.000,44.169,86.236,82.376,1.011905,0.863694,0,,,,,,,,,,,,0.000000,0.863694,0.863694,1.000000,759.136,587.500,0.000000,793.582,631.370,0.000000,796.917,544.034,0.000000,753.535,668.501,0.000000
180,5.966667,football,801.308,534.414,cotracker_center_fallback,1,801.308,534.414,cotracker_center_fallback,1,804.429,539.006,5224.0,763.000,496.000,845.000,584.000,82.000,88.000,801.000,583.000,797.000,805.000,43.868,85.839,78.180,0.931818,0.828894,0,,,,,,,,,,,,0.250000,0.828894,0.828894,1.000000,757.824,547.884,0.000000,792.206,631.605,1.000000,792.627,508.933,0.000000,753.278,668.443,0.000000
181,6.000000,football,797.713,492.265,cotracker_center_fallback,1,797.713,492.265,cotracker_center_fallback,1,801.901,495.072,5343.5,759.000,453.000,843.000,538.000,84.000,85.000,802.500,537.000,797.000,808.000,43.642,86.340,79.924,0.988235,0.866667,0,,,,,,,,,,,,0.500000,0.866667,0.866667,1.000000,755.407,503.331,0.000000,791.776,632.216,1.000000,789.461,471.264,0.000000,752.469,669.540,1.000000
182,6.033333,football,800.545,460.251,cotracker_center_fallback,1,800.545,460.251,cotracker_center_fallback,1,800.274,462.418,5310.0,759.000,421.000,842.000,503.000,83.000,82.000,803.000,502.000,797.000,809.000,42.874,82.734,82.030,1.012195,0.880557,0,,,,,,,,,,,,0.500000,0.880557,0.880557,0.000000,758.892,469.117,0.000000,791.760,632.526,1.000000,791.077,453.437,0.000000,752.737,670.280,1.000000
183,6.066667,football,801.964,433.316,cotracker_center_fallback,1,801.964,433.316,cotracker_center_fallback,1,799.275,434.509,5460.5,758.000,393.000,841.000,477.000,83.000,84.000,801.500,476.000,797.000,806.000,43.536,84.849,82.430,0.988095,0.888740,0,,,,,,,,,,,,0.500000,0.888740,0.888740,0.000000,761.587,447.168,0.000000,791.656,632.598,1.000000,794.827,427.013,0.000000,752.640,670.599,1.000000
184,6.100000,football,801.104,431.168,cotracker_center_fallback,1,801.104,431.168,cotracker_center_fallback,1,799.192,434.349,5434.5,758.000,393.000,841.000,476.000,83.000,83.000,800.500,475.000,791.000,810.000,43.278,84.739,82.288,1.000000,0.897380,0,,,,,,,,,,,,0.500000,0.897380,0.897380,0.000000,760.696,445.806,0.000000,791.534,632.606,1.000000,792.824,428.529,0.000000,752.806,670.659,1.000000
