frame,time,object_name,center_x,center_y,center_source,tracking_available,track_center_x,track_center_y,track_center_source,mask_available,mask_center_x,mask_center_y,mask_area_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_px,bbox_h_px,lowest_visible_x,lowest_visible_y,lowest_visible_x1,lowest_visible_x2,enclosing_radius_px,major_axis_px,minor_axis_px,aspect_ratio,circularity,body_available,body_center_x,body_center_y,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,body_bbox_w_px,body_bbox_h_px,handle_side,handle_extra_left_px,handle_extra_right_px,track_geometry_conf,mask_conf,observation_conf,center_visible,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
57,1.866667,football,724.903,523.836,cotracker_center_fallback,1,724.903,523.836,cotracker_center_fallback,1,722.308,531.780,4794.0,681.000,493.000,762.000,573.000,81.000,80.000,727.500,572.000,723.000,732.000,41.269,79.783,76.619,1.012500,0.871380,0,,,,,,,,,,,,0.250000,0.871380,0.871380,1.000000,689.143,530.768,0.000000,754.760,529.123,0.000000,723.415,493.901,0.000000,723.892,567.924,1.000000
58,1.900000,football,732.455,473.137,cotracker_center_fallback,1,732.455,473.137,cotracker_center_fallback,1,726.642,480.533,4691.5,688.000,442.000,766.000,519.000,78.000,77.000,724.000,518.000,715.000,733.000,40.327,78.478,77.017,1.012987,0.889965,0,,,,,,,,,,,,0.250000,0.889965,0.889965,1.000000,696.574,479.555,0.000000,762.321,478.640,0.000000,730.928,441.902,0.000000,730.641,518.021,1.000000
59,1.933333,football,733.883,471.808,cotracker_center_fallback,1,733.883,471.808,cotracker_center_fallback,1,726.755,480.392,4648.5,688.000,443.000,766.000,518.000,78.000,75.000,726.500,517.000,715.000,738.000,40.116,78.464,76.502,1.040000,0.909869,0,,,,,,,,,,,,0.250000,0.909869,0.909869,1.000000,696.831,478.806,0.000000,762.778,479.846,0.000000,732.151,441.060,0.000000,731.136,517.926,1.000000
60,1.966667,football,736.776,428.165,cotracker_center_fallback,1,736.776,428.165,cotracker_center_fallback,1,729.932,437.402,4676.5,692.000,400.000,769.000,477.000,77.000,77.000,728.000,476.000,725.000,731.000,40.442,79.021,76.214,1.000000,0.892858,0,,,,,,,,,,,,0.250000,0.892858,0.892858,1.000000,698.708,436.244,0.000000,766.542,435.887,0.000000,733.654,397.753,0.000000,733.262,477.392,1.000000
61,2.000000,football,739.852,391.241,cotracker_center_fallback,1,739.852,391.241,cotracker_center_fallback,1,731.897,401.622,4815.5,693.000,364.000,770.000,441.000,77.000,77.000,730.500,440.000,722.000,739.000,41.441,80.736,77.756,1.000000,0.894714,0,,,,,,,,,,,,0.250000,0.894714,0.894714,1.000000,701.750,400.849,0.000000,768.907,401.034,0.000000,736.578,363.781,0.000000,736.465,442.517,1.000000
62,2.033333,football,739.156,357.469,cotracker_center_fallback,1,739.156,357.469,cotracker_center_fallback,1,734.352,370.298,4612.5,696.000,333.000,775.000,410.000,79.000,77.000,731.000,409.000,727.000,735.000,40.316,78.694,75.359,1.025974,0.877317,0,,,,,,,,,,,,0.250000,0.877317,0.877317,1.000000,700.123,368.513,0.000000,769.261,366.487,0.000000,734.742,330.126,0.000000,737.880,408.154,1.000000
63,2.066667,football,740.762,331.639,cotracker_center_fallback,1,740.762,331.639,cotracker_center_fallback,1,736.350,343.354,4734.0,697.000,305.000,776.000,382.000,79.000,77.000,737.000,381.000,727.000,747.000,40.055,78.500,77.472,1.025974,0.888239,0,,,,,,,,,,,,0.500000,0.888239,0.888239,1.000000,702.016,343.775,0.000000,770.180,339.112,1.000000,736.868,307.232,0.000000,740.482,381.913,1.000000
64,2.100000,football,740.644,331.136,cotracker_center_fallback,1,740.644,331.136,cotracker_center_fallback,1,736.255,343.421,4717.5,697.000,305.000,776.000,382.000,79.000,77.000,737.000,381.000,727.000,747.000,40.055,78.605,77.207,1.025974,0.889164,0,,,,,,,,,,,,0.500000,0.889164,0.889164,1.000000,701.547,344.009,0.000000,770.101,339.068,1.000000,737.241,307.580,0.000000,741.037,381.493,1.000000
65,2.133333,football,738.766,322.555,cotracker_box_center,1,739.000,322.000,cotracker_box_center,1,738.762,322.561,4711.5,700.000,284.000,779.000,361.000,79.000,77.000,738.500,360.000,729.000,748.000,40.541,78.842,76.344,1.025974,0.888033,0,,,,,,,,,,,,1.000000,0.888033,1.000000,1.000000,700.000,322.555,1.000000,778.000,322.555,1.000000,738.766,284.000,1.000000,738.766,360.000,1.000000
66,2.166667,football,741.410,300.780,cotracker_center_fallback,1,741.410,300.780,cotracker_center_fallback,1,740.282,305.653,4755.0,702.000,266.000,782.000,345.000,80.000,79.000,740.000,344.000,732.000,748.000,40.449,79.695,76.310,1.012658,0.891200,0,,,,,,,,,,,,0.500000,0.891200,0.891200,1.000000,702.592,304.368,1.000000,777.685,306.336,0.000000,738.820,267.292,0.000000,740.890,345.177,1.000000
67,2.200000,football,742.876,289.768,cotracker_center_fallback,1,742.876,289.768,cotracker_center_fallback,1,741.971,295.505,4864.0,703.000,255.000,783.000,336.000,80.000,81.000,741.500,335.000,737.000,746.000,40.717,79.048,78.473,0.987654,0.884103,0,,,,,,,,,,,,0.500000,0.884103,0.884103,1.000000,704.253,293.206,1.000000,778.324,295.719,0.000000,739.383,257.615,0.000000,742.020,335.170,1.000000
68,2.233333,football,743.253,290.267,cotracker_center_fallback,1,743.253,290.267,cotracker_center_fallback,1,741.467,295.313,4992.5,701.000,254.000,783.000,336.000,82.000,82.000,741.000,335.000,735.000,747.000,41.214,80.022,79.622,1.000000,0.878869,0,,,,,,,,,,,,0.500000,0.878869,0.878869,1.000000,705.162,292.670,1.000000,778.488,295.432,0.000000,739.664,257.395,0.000000,742.416,334.558,1.000000
69,2.266667,football,743.808,287.364,cotracker_center_fallback,1,743.808,287.364,cotracker_center_fallback,1,742.743,290.631,4871.0,703.000,252.000,783.000,330.000,80.000,78.000,743.000,329.000,737.000,749.000,40.804,79.979,78.284,1.025641,0.894290,0,,,,,,,,,,,,0.500000,0.894290,0.894290,1.000000,706.468,290.799,1.000000,779.040,292.905,0.000000,740.524,254.927,0.000000,743.284,330.774,1.000000
70,2.300000,football,744.791,289.624,cotracker_center_fallback,1,744.791,289.624,cotracker_center_fallback,1,743.174,290.879,4798.5,704.000,252.000,784.000,331.000,80.000,79.000,741.500,330.000,736.000,747.000,40.854,78.917,77.362,1.012658,0.871531,0,,,,,,,,,,,,0.500000,0.871531,0.871531,1.000000,708.119,293.126,1.000000,779.900,293.403,0.000000,740.901,255.718,0.000000,744.356,331.125,1.000000
71,2.333333,football,744.361,293.179,cotracker_center_fallback,1,744.361,293.179,cotracker_center_fallback,1,743.511,294.473,4772.5,706.000,254.000,784.000,335.000,78.000,81.000,740.500,334.000,734.000,747.000,40.664,79.068,77.523,0.962963,0.890447,0,,,,,,,,,,,,0.250000,0.890447,0.890447,1.000000,707.464,296.475,1.000000,779.691,296.014,0.000000,740.300,258.781,0.000000,742.632,334.620,0.000000
72,2.366667,football,746.498,302.977,cotracker_center_fallback,1,746.498,302.977,cotracker_center_fallback,1,745.358,303.904,4785.0,707.000,266.000,785.000,345.000,78.000,79.000,746.000,344.000,744.000,748.000,40.376,78.544,78.040,0.987342,0.892088,0,,,,,,,,,,,,0.250000,0.892088,0.892088,1.000000,709.677,306.066,1.000000,781.886,303.515,0.000000,741.917,267.091,0.000000,744.755,342.550,0.000000
73,2.400000,football,748.150,319.512,cotracker_center_fallback,1,748.150,319.512,cotracker_center_fallback,1,746.669,318.169,5165.5,707.000,279.000,790.000,360.000,83.000,81.000,746.500,359.000,745.000,748.000,42.116,82.284,80.672,1.024691,0.885863,0,,,,,,,,,,,,0.250000,0.885863,0.885863,1.000000,711.164,321.196,1.000000,783.126,317.857,0.000000,743.201,281.805,0.000000,746.372,358.111,0.000000
74,2.433333,football,748.607,320.629,cotracker_center_fallback,1,748.607,320.629,cotracker_center_fallback,1,746.681,318.107,4968.0,708.000,279.000,788.000,359.000,80.000,80.000,747.500,358.000,744.000,751.000,40.922,80.383,79.176,1.000000,0.892692,0,,,,,,,,,,,,0.250000,0.892692,0.892692,1.000000,711.736,322.834,1.000000,783.638,319.414,0.000000,743.126,282.736,0.000000,746.845,359.538,0.000000
75,2.466667,football,749.805,337.679,cotracker_center_fallback,1,749.805,337.679,cotracker_center_fallback,1,748.212,337.059,4862.5,710.000,296.000,788.000,378.000,78.000,82.000,746.500,377.000,746.000,747.000,41.030,79.693,78.264,0.951220,0.862237,0,,,,,,,,,,,,0.000000,0.862237,0.862237,1.000000,713.111,340.150,0.000000,784.926,335.372,0.000000,744.352,299.758,0.000000,747.862,375.198,0.000000
76,2.500000,football,750.508,360.670,cotracker_center_fallback,1,750.508,360.670,cotracker_center_fallback,1,748.070,359.697,4962.5,709.000,319.000,789.000,400.000,80.000,81.000,746.500,399.000,739.000,754.000,41.037,80.154,79.275,0.987654,0.892382,0,,,,,,,,,,,,0.250000,0.892382,0.892382,0.000000,713.537,363.114,1.000000,785.044,357.810,0.000000,745.138,322.376,0.000000,747.820,397.087,0.000000
77,2.533333,football,750.450,390.604,cotracker_center_fallback,1,750.450,390.604,cotracker_center_fallback,1,747.977,387.854,4858.5,709.000,348.000,786.000,429.000,77.000,81.000,750.000,428.000,744.000,756.000,41.219,80.320,77.859,0.950617,0.888014,0,,,,,,,,,,,,0.250000,0.888014,0.888014,1.000000,713.284,391.877,1.000000,784.887,384.961,0.000000,744.662,349.909,0.000000,747.987,425.772,0.000000
78,2.566667,football,752.857,421.011,cotracker_center_fallback,1,752.857,421.011,cotracker_center_fallback,1,748.479,420.058,4847.0,709.000,381.000,788.000,461.000,79.000,80.000,746.000,460.000,746.000,746.000,40.566,79.281,78.226,0.987500,0.884275,0,,,,,,,,,,,,0.500000,0.884275,0.884275,1.000000,714.828,422.325,1.000000,787.014,412.852,0.000000,747.080,381.516,1.000000,749.268,456.012,0.000000
79,2.600000,football,753.021,422.541,cotracker_center_fallback,1,753.021,422.541,cotracker_center_fallback,1,748.408,419.950,4846.0,709.000,381.000,788.000,460.000,79.000,79.000,749.000,459.000,742.000,756.000,40.531,79.012,78.368,1.000000,0.889700,0,,,,,,,,,,,,0.000000,0.889700,0.889700,0.000000,716.290,423.599,0.000000,786.923,415.279,0.000000,746.588,383.271,0.000000,749.554,457.485,0.000000
80,2.633333,football,752.208,458.373,cotracker_center_fallback,1,752.208,458.373,cotracker_center_fallback,1,749.149,456.286,4795.0,710.000,418.000,790.000,497.000,80.000,79.000,747.500,496.000,744.000,751.000,40.487,78.758,77.808,1.012658,0.874788,0,,,,,,,,,,,,0.500000,0.874788,0.874788,1.000000,714.524,460.030,1.000000,786.288,450.293,0.000000,745.332,419.637,1.000000,748.894,493.337,0.000000
81,2.666667,football,749.915,496.014,cotracker_center_fallback,1,749.915,496.014,cotracker_center_fallback,1,748.939,495.432,4892.0,710.000,456.000,788.000,535.000,78.000,79.000,750.500,534.000,742.000,759.000,41.704,80.700,78.029,0.987342,0.887835,0,,,,,,,,,,,,0.250000,0.887835,0.887835,1.000000,712.453,497.471,0.000000,784.941,487.643,0.000000,743.682,456.984,1.000000,746.153,530.909,0.000000
82,2.700000,football,749.826,541.187,cotracker_center_fallback,1,749.826,541.187,cotracker_center_fallback,1,748.890,543.053,4847.0,711.000,504.000,790.000,583.000,79.000,79.000,748.000,582.000,743.000,753.000,41.141,79.432,78.410,1.000000,0.874155,0,,,,,,,,,,,,0.250000,0.874155,0.874155,0.000000,712.425,541.600,0.000000,785.448,532.988,0.000000,744.781,503.291,1.000000,745.884,576.652,0.000000
83,2.733333,football,749.961,543.330,cotracker_center_fallback,1,749.961,543.330,cotracker_center_fallback,1,748.350,542.735,4936.5,710.000,503.000,789.000,583.000,79.000,80.000,747.500,582.000,742.000,753.000,41.546,79.969,79.246,0.987500,0.873107,0,,,,,,,,,,,,0.250000,0.873107,0.873107,0.000000,713.798,543.302,0.000000,784.935,535.094,0.000000,743.900,506.749,1.000000,744.977,576.855,0.000000
84,2.766667,football,750.221,592.473,cotracker_center_fallback,1,750.221,592.473,cotracker_center_fallback,1,747.327,592.450,4706.5,708.000,555.000,787.000,631.000,79.000,76.000,748.000,630.000,739.000,757.000,40.515,79.133,76.386,1.039474,0.884738,0,,,,,,,,,,,,0.250000,0.884738,0.884738,1.000000,715.299,594.751,0.000000,784.591,583.853,0.000000,745.039,556.621,1.000000,745.176,624.744,0.000000
85,2.800000,football,750.415,646.871,cotracker_center_fallback,1,750.415,646.871,cotracker_center_fallback,1,750.318,643.522,4399.0,707.000,608.000,791.000,678.000,84.000,70.000,754.000,677.000,743.000,765.000,41.859,79.499,72.889,1.200000,0.815805,0,,,,,,,,,,,,0.250000,0.815805,0.815805,1.000000,717.516,646.034,0.000000,784.321,639.711,0.000000,747.625,612.492,1.000000,742.540,670.248,0.000000
86,2.833333,football,749.690,705.028,cotracker_center_fallback,1,749.690,705.028,cotracker_center_fallback,1,752.710,697.762,4587.5,714.000,658.000,791.000,737.000,77.000,79.000,749.000,736.000,745.000,753.000,40.695,77.719,75.224,0.974684,0.869276,0,,,,,,,,,,,,0.250000,0.869276,0.869276,1.000000,716.938,703.295,0.000000,783.530,693.818,0.000000,747.814,667.533,1.000000,742.511,724.768,0.000000
87,2.866667,football,749.134,732.573,cotracker_center_fallback,1,749.134,732.573,cotracker_center_fallback,1,754.446,721.141,4171.5,717.000,684.000,790.000,759.000,73.000,75.000,754.500,758.000,753.000,756.000,41.110,76.702,70.609,0.973333,0.843869,0,,,,,,,,,,,,0.250000,0.843869,0.843869,0.000000,717.121,730.242,0.000000,783.209,723.476,0.000000,748.485,696.674,1.000000,741.558,754.253,0.000000
88,2.900000,football,749.427,700.441,cotracker_center_fallback,1,749.427,700.441,cotracker_center_fallback,1,750.330,693.260,4801.5,712.000,654.000,789.000,732.000,77.000,78.000,753.500,731.000,745.000,762.000,41.880,79.432,78.366,0.987179,0.878548,0,,,,,,,,,,,,0.000000,0.878548,0.878548,0.000000,717.689,702.752,0.000000,782.913,693.342,0.000000,747.331,667.943,0.000000,743.914,725.835,0.000000
89,2.933333,football,749.669,698.530,cotracker_center_fallback,1,749.669,698.530,cotracker_center_fallback,1,749.415,693.387,4967.5,708.000,653.000,789.000,733.000,81.000,80.000,752.500,732.000,749.000,756.000,42.227,81.103,79.119,1.012500,0.867768,0,,,,,,,,,,,,0.000000,0.867768,0.867768,0.000000,719.360,700.254,0.000000,782.166,692.073,0.000000,747.816,666.646,0.000000,744.386,722.383,0.000000
90,2.966667,football,747.153,676.864,cotracker_center_fallback,1,747.153,676.864,cotracker_center_fallback,1,750.283,670.118,4829.5,711.000,630.000,786.000,713.000,75.000,83.000,769.500,712.000,768.000,771.000,45.440,84.964,74.608,0.903614,0.803119,0,,,,,,,,,,,,0.000000,0.803119,0.803119,0.000000,717.217,679.502,0.000000,777.308,672.465,0.000000,744.659,646.200,0.000000,740.705,701.953,0.000000
91,3.000000,football,743.886,652.106,cotracker_center_fallback,1,743.886,652.106,cotracker_center_fallback,1,748.361,646.481,3972.5,707.000,610.000,787.000,680.000,80.000,70.000,751.500,679.000,749.000,754.000,39.832,76.811,69.000,1.142857,0.831404,0,,,,,,,,,,,,0.000000,0.831404,0.831404,0.000000,715.655,652.725,0.000000,775.560,647.154,0.000000,740.732,624.154,0.000000,739.286,670.463,0.000000
92,3.033333,football,743.780,633.705,cotracker_center_fallback,1,743.780,633.705,cotracker_center_fallback,1,747.893,632.672,4571.0,707.000,596.000,789.000,668.000,82.000,72.000,754.000,667.000,745.000,763.000,42.619,82.818,71.163,1.138889,0.876714,0,,,,,,,,,,,,0.000000,0.876714,0.876714,0.000000,715.452,634.445,0.000000,775.226,628.252,0.000000,740.261,605.906,0.000000,739.038,655.052,0.000000
93,3.066667,football,742.111,622.901,cotracker_center_fallback,1,742.111,622.901,cotracker_center_fallback,1,745.538,624.246,4917.0,705.000,585.000,786.000,665.000,81.000,80.000,746.000,664.000,746.000,746.000,42.917,84.136,74.956,1.012500,0.857395,0,,,,,,,,,,,,0.000000,0.857395,0.857395,0.000000,714.430,622.649,0.000000,774.116,617.160,0.000000,739.152,596.029,0.000000,737.818,643.047,0.000000
94,3.100000,football,741.809,622.113,cotracker_center_fallback,1,741.809,622.113,cotracker_center_fallback,1,745.446,624.111,4900.5,704.000,585.000,786.000,664.000,82.000,79.000,749.000,663.000,745.000,753.000,42.654,84.026,74.564,1.037975,0.865816,0,,,,,,,,,,,,0.000000,0.865816,0.865816,0.000000,714.704,624.355,0.000000,773.708,615.638,0.000000,739.513,596.308,0.000000,737.332,643.787,0.000000
95,3.133333,football,741.106,619.174,cotracker_center_fallback,1,741.106,619.174,cotracker_center_fallback,1,743.146,619.902,4750.0,703.000,581.000,784.000,660.000,81.000,79.000,750.500,659.000,747.000,754.000,41.074,81.166,75.107,1.025316,0.861133,0,,,,,,,,,,,,0.000000,0.861133,0.861133,0.000000,714.458,622.511,0.000000,772.984,614.827,0.000000,739.812,596.354,0.000000,735.398,640.775,0.000000
96,3.166667,football,742.166,620.595,cotracker_center_fallback,1,742.166,620.595,cotracker_center_fallback,1,743.387,622.517,4756.0,703.000,583.000,782.000,663.000,79.000,80.000,752.500,662.000,751.000,754.000,42.194,82.189,74.408,0.987500,0.859978,0,,,,,,,,,,,,0.000000,0.859978,0.859978,0.000000,714.483,621.806,0.000000,772.427,615.485,0.000000,738.825,595.844,0.000000,738.358,642.234,0.000000
97,3.200000,football,741.345,626.537,cotracker_box_center,1,740.500,626.500,cotracker_box_center,1,741.344,626.536,4964.5,701.000,586.000,781.000,668.000,80.000,82.000,741.500,667.000,737.000,746.000,42.780,80.809,78.679,0.975610,0.856628,0,,,,,,,,,,,,1.000000,0.856628,1.000000,1.000000,701.000,626.537,1.000000,780.000,626.537,1.000000,741.345,586.000,1.000000,741.345,667.000,1.000000
98,3.233333,football,741.616,627.493,cotracker_box_center,1,740.854,626.938,cotracker_box_center,1,741.723,626.611,4800.0,702.000,587.000,781.000,668.000,79.000,81.000,741.500,667.000,738.000,745.000,41.758,79.104,77.926,0.975309,0.862504,0,,,,,,,,,,,,1.000000,0.862504,1.000000,1.000000,701.190,627.301,1.000000,780.517,627.152,1.000000,741.862,586.305,1.000000,741.268,667.570,1.000000
99,3.266667,football,742.617,632.745,cotracker_lr_center,1,741.964,629.445,cotracker_lr_center,1,739.948,636.998,4847.5,698.000,600.000,780.000,675.000,82.000,75.000,749.500,674.000,745.000,754.000,42.256,82.934,75.585,1.093333,0.868124,0,,,,,,,,,,,,0.750000,0.868124,0.868124,1.000000,703.042,631.646,1.000000,780.886,627.243,1.000000,754.448,585.175,1.000000,741.520,669.424,0.000000
100,3.300000,football,742.128,646.028,cotracker_center_fallback,1,742.128,646.028,cotracker_center_fallback,1,740.055,653.547,4615.0,703.000,615.000,780.000,693.000,77.000,78.000,737.500,692.000,735.000,740.000,40.475,78.424,75.574,0.987179,0.855863,0,,,,,,,,,,,,0.500000,0.855863,0.855863,1.000000,704.348,638.981,0.000000,779.764,628.543,1.000000,765.342,584.748,1.000000,741.192,674.672,0.000000
101,3.333333,football,743.449,672.964,cotracker_center_fallback,1,743.449,672.964,cotracker_center_fallback,1,741.808,680.719,4705.5,706.000,642.000,780.000,723.000,74.000,81.000,733.500,722.000,729.000,738.000,42.429,82.375,73.451,0.913580,0.868732,0,,,,,,,,,,,,0.500000,0.868732,0.868732,0.000000,707.497,653.560,0.000000,779.604,629.975,1.000000,777.288,584.443,1.000000,742.608,682.748,0.000000
102,3.366667,football,743.445,701.887,cotracker_center_fallback,1,743.445,701.887,cotracker_center_fallback,1,740.719,707.355,5087.5,701.000,667.000,780.000,749.000,79.000,82.000,746.500,748.000,740.000,753.000,43.127,85.126,77.208,0.963415,0.873404,0,,,,,,,,,,,,0.500000,0.873404,0.873404,0.000000,708.557,671.344,0.000000,779.734,630.475,1.000000,782.978,580.920,1.000000,742.665,684.382,0.000000
103,3.400000,football,742.455,728.398,cotracker_center_fallback,1,742.455,728.398,cotracker_center_fallback,1,738.654,736.412,5365.5,697.000,696.000,782.000,778.000,85.000,82.000,731.000,786.000,731.000,731.000,43.062,83.579,82.353,1.036585,0.873278,0,,,,,,,,,,,,0.500000,0.873278,0.873278,1.000000,708.580,689.953,0.000000,779.549,629.322,1.000000,783.195,576.936,1.000000,742.202,678.658,0.000000
104,3.433333,football,742.280,729.242,cotracker_center_fallback,1,742.280,729.242,cotracker_center_fallback,1,738.619,736.418,5300.5,698.000,697.000,782.000,778.000,84.000,81.000,729.000,777.000,723.000,735.000,43.034,83.603,81.466,1.037037,0.880533,0,,,,,,,,,,,,0.500000,0.880533,0.880533,0.000000,708.680,691.321,0.000000,779.294,628.920,1.000000,782.232,576.699,1.000000,741.523,678.246,0.000000
105,3.466667,football,740.928,702.666,cotracker_center_fallback,1,740.928,702.666,cotracker_center_fallback,1,738.879,706.467,5062.0,700.000,666.000,782.000,746.000,82.000,80.000,732.000,745.000,730.000,734.000,42.900,82.676,79.467,1.025000,0.867469,0,,,,,,,,,,,,0.250000,0.867469,0.867469,0.000000,707.703,673.542,0.000000,778.679,628.867,0.000000,778.692,575.914,1.000000,740.505,680.290,0.000000
106,3.500000,football,738.009,676.460,cotracker_center_fallback,1,738.009,676.460,cotracker_center_fallback,1,738.139,679.238,4770.0,701.000,639.000,775.000,722.000,74.000,83.000,752.000,721.000,749.000,755.000,44.169,87.368,71.612,0.891566,0.836919,0,,,,,,,,,,,,0.250000,0.836919,0.836919,0.000000,704.616,655.196,0.000000,777.483,629.125,0.000000,773.719,575.690,1.000000,737.812,680.673,0.000000
107,3.533333,football,735.443,651.343,cotracker_center_fallback,1,735.443,651.343,cotracker_center_fallback,1,735.445,654.774,4609.5,695.000,619.000,774.000,696.000,79.000,77.000,724.500,695.000,723.000,726.000,42.012,81.099,74.560,1.025974,0.853252,0,,,,,,,,,,,,0.500000,0.853252,0.853252,0.000000,699.468,637.091,0.000000,777.337,627.494,1.000000,766.874,576.926,1.000000,735.740,673.236,0.000000
108,3.566667,football,732.526,635.496,cotracker_center_fallback,1,732.526,635.496,cotracker_center_fallback,1,730.843,634.032,4729.0,690.000,596.000,772.000,672.000,82.000,76.000,716.000,671.000,716.000,716.000,41.901,80.224,75.961,1.078947,0.868219,0,,,,,,,,,,,,0.500000,0.868219,0.868219,0.000000,695.941,628.265,0.000000,776.699,626.315,1.000000,759.356,577.791,1.000000,734.420,667.695,0.000000
109,3.600000,football,731.823,633.213,cotracker_center_fallback,1,731.823,633.213,cotracker_center_fallback,1,730.416,634.427,4909.5,688.000,596.000,772.000,672.000,84.000,76.000,716.500,671.000,713.000,720.000,42.451,82.604,76.412,1.105263,0.878285,0,,,,,,,,,,,,0.500000,0.878285,0.878285,0.000000,695.395,627.379,0.000000,776.644,626.097,1.000000,755.755,578.352,1.000000,734.168,666.564,0.000000
110,3.633333,football,731.323,622.854,cotracker_tb_center,1,741.261,618.901,cotracker_tb_center,1,729.735,621.207,5094.0,686.000,581.000,770.000,661.000,84.000,80.000,716.000,660.000,715.000,717.000,44.028,84.179,79.113,1.050000,0.844738,0,,,,,,,,,,,,0.750000,0.844738,0.844738,1.000000,694.314,621.565,0.000000,775.846,624.890,1.000000,748.868,574.676,1.000000,733.654,663.125,1.000000
111,3.666667,football,732.957,615.410,cotracker_center_fallback,1,732.957,615.410,cotracker_center_fallback,1,725.859,610.908,5038.0,685.000,571.000,767.000,652.000,82.000,81.000,723.000,651.000,715.000,731.000,42.379,84.136,76.880,1.012346,0.888492,0,,,,,,,,,,,,0.500000,0.888492,0.888492,1.000000,696.135,616.641,0.000000,776.357,622.844,1.000000,742.990,569.008,0.000000,734.097,659.611,1.000000
112,3.700000,football,730.039,610.972,cotracker_center_fallback,1,730.039,610.972,cotracker_center_fallback,1,723.630,608.397,4942.0,684.000,570.000,765.000,650.000,81.000,80.000,724.000,649.000,722.000,726.000,41.550,80.832,78.412,1.012500,0.882483,0,,,,,,,,,,,,0.500000,0.882483,0.882483,1.000000,694.654,613.193,0.000000,775.440,622.950,1.000000,735.082,566.966,0.000000,734.211,658.982,1.000000
113,3.733333,football,729.350,610.753,cotracker_center_fallback,1,729.350,610.753,cotracker_center_fallback,1,723.492,608.200,4925.0,683.000,570.000,764.000,649.000,81.000,79.000,724.500,648.000,718.000,731.000,41.189,80.675,78.358,1.025316,0.892859,0,,,,,,,,,,,,0.500000,0.892859,0.892859,1.000000,694.761,613.142,0.000000,775.273,623.044,1.000000,733.828,567.475,0.000000,734.345,658.828,1.000000
114,3.766667,football,727.646,612.999,cotracker_center_fallback,1,727.646,612.999,cotracker_center_fallback,1,722.366,610.206,4939.0,683.000,570.000,762.000,651.000,79.000,81.000,724.500,650.000,716.000,733.000,42.193,82.121,77.071,0.975309,0.864353,0,,,,,,,,,,,,0.250000,0.864353,0.864353,0.000000,694.348,615.328,0.000000,774.461,623.907,1.000000,729.381,570.848,0.000000,734.046,660.081,0.000000
115,3.800000,football,727.010,620.145,cotracker_center_fallback,1,727.010,620.145,cotracker_center_fallback,1,721.078,616.363,4638.0,683.000,577.000,760.000,657.000,77.000,80.000,722.500,656.000,722.000,723.000,40.889,78.081,75.764,0.962500,0.866972,0,,,,,,,,,,,,0.250000,0.866972,0.866972,0.000000,695.079,621.626,0.000000,774.484,624.966,1.000000,728.040,578.507,0.000000,734.345,662.877,0.000000
116,3.833333,football,724.708,624.816,cotracker_center_fallback,1,724.708,624.816,cotracker_center_fallback,1,718.810,627.273,4487.0,680.000,588.000,757.000,669.000,77.000,81.000,723.500,668.000,723.000,724.000,40.783,79.741,72.503,0.950617,0.798311,0,,,,,,,,,,,,0.250000,0.798311,0.798311,0.000000,693.711,626.365,0.000000,774.235,625.469,1.000000,728.173,583.372,0.000000,732.895,664.117,0.000000
117,3.866667,football,723.738,628.195,cotracker_center_fallback,1,723.738,628.195,cotracker_center_fallback,1,718.366,627.410,4530.5,679.000,589.000,756.000,668.000,77.000,79.000,724.000,667.000,721.000,727.000,40.918,79.945,73.697,0.974684,0.830235,0,,,,,,,,,,,,0.250000,0.830235,0.830235,0.000000,693.682,629.214,0.000000,774.487,625.719,1.000000,728.657,584.467,0.000000,732.717,664.576,0.000000
118,3.900000,football,722.984,640.907,cotracker_center_fallback,1,722.984,640.907,cotracker_center_fallback,1,715.110,646.517,4833.5,677.000,606.000,755.000,687.000,78.000,81.000,717.000,686.000,710.000,724.000,41.630,80.950,76.318,0.962963,0.864689,0,,,,,,,,,,,,0.500000,0.864689,0.864689,0.000000,693.981,637.952,0.000000,775.184,627.165,1.000000,734.035,588.723,1.000000,733.941,667.720,0.000000
119,3.933333,football,722.371,646.447,cotracker_center_fallback,1,722.371,646.447,cotracker_center_fallback,1,714.997,646.720,4878.5,677.000,606.000,755.000,687.000,78.000,81.000,713.000,686.000,701.000,725.000,42.202,81.928,76.510,0.962963,0.870484,0,,,,,,,,,,,,0.500000,0.870484,0.870484,0.000000,694.553,642.655,0.000000,775.563,627.656,1.000000,735.321,589.641,1.000000,734.280,668.560,0.000000
120,3.966667,football,718.847,667.274,cotracker_center_fallback,1,718.847,667.274,cotracker_center_fallback,1,713.774,667.510,4353.5,677.000,630.000,752.000,704.000,75.000,74.000,724.500,703.000,720.000,729.000,40.187,76.182,74.260,1.013514,0.842030,0,,,,,,,,,,,,0.250000,0.842030,0.842030,0.000000,694.901,656.846,0.000000,776.447,628.528,0.000000,739.111,592.477,1.000000,733.892,671.812,0.000000
