frame,time,tx,ty,tz,qx,qy,qz,qw,rx_delta,ry_delta,rz_delta,rear_joint_angle,seat_joint_angle,fx,fy,cx,cy,da3_mask_depth_m,da3_depth_conf,residual_norm,source
89,3.666667,0.063581333,0.438555933,5.930854578,0.648752783,0.378760723,-0.352624718,0.557956942,0.135078257,1.088092473,0.038882906,-0.154025832,0.016095748,1468.604736328,1468.604736328,640.000000000,360.000000000,3.705882788,0.953009836,5.038549362,chair_metric_articulated_6d_sam2_cotracker_da3
90,3.708333,0.040390571,0.434263790,5.903580144,0.650390049,0.370706066,-0.345518134,0.565850701,0.125467899,1.062974188,0.037382320,-0.156330451,-0.006312802,1468.604736328,1468.604736328,640.000000000,360.000000000,3.656412125,0.960909795,3.422744966,chair_metric_articulated_6d_sam2_cotracker_da3
91,3.750000,0.013986830,0.435055811,5.804124916,0.651834237,0.364724940,-0.338278602,0.572411943,0.117636071,1.041251391,0.039170907,-0.148007847,-0.011703182,1468.604736328,1468.604736328,640.000000000,360.000000000,3.617028952,0.956974280,3.323605387,chair_metric_articulated_6d_sam2_cotracker_da3
92,3.791667,-0.012145119,0.435641531,5.687208724,0.652792111,0.371934794,-0.333961512,0.569207060,0.123871735,1.046127266,0.056275809,-0.148718953,-0.012043074,1468.604736328,1468.604736328,640.000000000,360.000000000,3.583631277,0.952011965,4.200107583,chair_metric_articulated_6d_sam2_cotracker_da3
93,3.833333,-0.038465155,0.442246710,5.690501453,0.658887987,0.377310563,-0.328687532,0.561665262,0.144135016,1.046659069,0.072084806,-0.152024586,0.017004214,1468.604736328,1468.604736328,640.000000000,360.000000000,3.553650856,0.953905680,4.569622614,chair_metric_articulated_6d_sam2_cotracker_da3
94,3.875000,-0.072770301,0.451999732,5.883599381,0.663939256,0.378993578,-0.334249679,0.551203850,0.167361021,1.058843216,0.066424425,-0.133822203,0.052467881,1468.604736328,1468.604736328,640.000000000,360.000000000,3.617772341,0.959309165,3.251119777,chair_metric_articulated_6d_sam2_cotracker_da3
95,3.916667,-0.102016063,0.462323254,5.771064289,0.664236705,0.359579708,-0.314294952,0.575074532,0.131564158,0.994342655,0.066820385,-0.148019101,0.058962099,1468.604736328,1468.604736328,640.000000000,360.000000000,3.717695475,0.942593888,3.149230805,chair_metric_articulated_6d_sam2_cotracker_da3
96,3.958333,-0.117589934,0.463076911,5.631185541,0.665899589,0.314512310,-0.267786823,0.621248712,0.065107762,0.849080602,0.068132859,-0.072890354,0.019747698,1468.604736328,1468.604736328,640.000000000,360.000000000,3.717530012,0.949894629,4.068150153,chair_metric_articulated_6d_sam2_cotracker_da3
97,4.000000,-0.126583848,0.459177220,5.413106076,0.660547683,0.256947095,-0.206157844,0.674650941,-0.020324980,0.667405978,0.073195181,0.056052446,-0.041979651,1468.604736328,1468.604736328,640.000000000,360.000000000,3.736232042,0.944980899,4.826046986,chair_metric_articulated_6d_sam2_cotracker_da3
98,4.041667,-0.128652858,0.457328312,5.047050633,0.636932460,0.186602475,-0.144170487,0.733969637,-0.138649622,0.472618307,0.060628095,0.204932642,-0.114551064,1468.604736328,1468.604736328,640.000000000,360.000000000,3.698678732,0.956450133,2.940188429,chair_metric_articulated_6d_sam2_cotracker_da3
99,4.083333,-0.127400518,0.448948310,4.578949121,0.602409794,0.128014204,-0.089683353,0.782733480,-0.256778052,0.309997847,0.054582520,0.339361920,-0.202660856,1468.604736328,1468.604736328,640.000000000,360.000000000,3.697481155,0.958856205,2.946369337,chair_metric_articulated_6d_sam2_cotracker_da3
100,4.125000,-0.131423025,0.446107692,4.244178838,0.570019869,0.085041817,-0.050270916,0.815670322,-0.349756802,0.192658097,0.049506763,0.451702090,-0.270330294,1468.604736328,1468.604736328,640.000000000,360.000000000,3.719937086,0.957156509,2.822483029,chair_metric_articulated_6d_sam2_cotracker_da3
101,4.166667,-0.140220026,0.454985320,4.244631933,0.572876375,0.070112883,-0.036058256,0.815841066,-0.345683853,0.151057540,0.048452038,0.523531051,-0.255604041,1468.604736328,1468.604736328,640.000000000,360.000000000,3.755224705,0.950314021,2.833699096,chair_metric_articulated_6d_sam2_cotracker_da3
102,4.208333,-0.162684516,0.465967747,4.452864529,0.593481372,0.087656169,-0.052806103,0.798315584,-0.291219654,0.199699912,0.049547505,0.557250299,-0.211793777,1468.604736328,1468.604736328,640.000000000,360.000000000,3.675729752,0.946601020,2.823630371,chair_metric_articulated_6d_sam2_cotracker_da3
103,4.250000,-0.178602334,0.476866311,4.519100159,0.600855131,0.085926804,-0.050507185,0.793119613,-0.273207576,0.193872519,0.050331233,0.519366066,-0.188013851,1468.604736328,1468.604736328,640.000000000,360.000000000,3.698147058,0.949166634,2.900597488,chair_metric_articulated_6d_sam2_cotracker_da3
104,4.291667,-0.197418781,0.488278473,4.559702200,0.605117676,0.083257126,-0.043103277,0.790596583,-0.263456548,0.179483889,0.057035027,0.533172457,-0.167675215,1468.604736328,1468.604736328,640.000000000,360.000000000,3.642466068,0.948360225,2.862761260,chair_metric_articulated_6d_sam2_cotracker_da3
105,4.333333,-0.214986168,0.498936213,4.573904416,0.606305908,0.079265028,-0.036384946,0.790434271,-0.261474605,0.164230707,0.060892587,0.546184426,-0.152364082,1468.604736328,1468.604736328,640.000000000,360.000000000,3.671686172,0.949349373,2.832161436,chair_metric_articulated_6d_sam2_cotracker_da3
106,4.375000,-0.232941640,0.509762606,4.610349035,0.608431969,0.076717617,-0.031867554,0.789246099,-0.256711097,0.154163939,0.063675936,0.552252596,-0.140739196,1468.604736328,1468.604736328,640.000000000,360.000000000,3.693343401,0.943667267,2.889541158,chair_metric_articulated_6d_sam2_cotracker_da3
107,4.416667,-0.253232462,0.518945074,4.599493646,0.604713073,0.074081321,-0.025597387,0.792577335,-0.266745038,0.141531980,0.068841454,0.544899119,-0.146226577,1468.604736328,1468.604736328,640.000000000,360.000000000,3.686512470,0.944531458,2.884435889,chair_metric_articulated_6d_sam2_cotracker_da3
108,4.458333,-0.271314885,0.533373877,4.618791481,0.606357398,0.067904145,-0.019895813,0.792037808,-0.263575208,0.124632923,0.068148310,0.543372804,-0.143680469,1468.604736328,1468.604736328,640.000000000,360.000000000,3.643921852,0.947938750,2.887946937,chair_metric_articulated_6d_sam2_cotracker_da3
109,4.500000,-0.291055383,0.549352136,4.714251186,0.615358633,0.065933211,-0.017386208,0.785292484,-0.241093956,0.118209575,0.068876147,0.545772869,-0.138860083,1468.604736328,1468.604736328,640.000000000,360.000000000,3.690857887,0.953876500,2.940725601,chair_metric_articulated_6d_sam2_cotracker_da3
110,4.541667,-0.313247977,0.556253094,4.704734866,0.610831348,0.067857873,-0.012917974,0.788741719,-0.252475102,0.114630138,0.077965981,0.549341499,-0.169965823,1468.604736328,1468.604736328,640.000000000,360.000000000,3.689168692,0.954903439,2.878488672,chair_metric_articulated_6d_sam2_cotracker_da3
111,4.583333,-0.325090284,0.560822826,4.611800062,0.597840541,0.070202443,-0.016975490,0.798354644,-0.284780248,0.123814500,0.075595605,0.539618889,-0.210490335,1468.604736328,1468.604736328,640.000000000,360.000000000,3.737858057,0.954012680,2.920742108,chair_metric_articulated_6d_sam2_cotracker_da3
112,4.625000,-0.337779803,0.565088482,4.510012270,0.581913380,0.073906268,-0.022499347,0.809573012,-0.323695189,0.137073199,0.073092330,0.531208390,-0.254226014,1468.604736328,1468.604736328,640.000000000,360.000000000,3.668900013,0.953682053,2.876353962,chair_metric_articulated_6d_sam2_cotracker_da3
113,4.666667,-0.355868036,0.575896491,4.528321645,0.576844543,0.079873856,-0.028963989,0.812423306,-0.335131502,0.154831403,0.072423762,0.532246985,-0.273005699,1468.604736328,1468.604736328,640.000000000,360.000000000,3.729392290,0.945257828,2.782281236,chair_metric_articulated_6d_sam2_cotracker_da3
114,4.708333,-0.373856482,0.587312730,4.620921471,0.575814056,0.084010869,-0.036866391,0.812416898,-0.336671314,0.172000918,0.067083698,0.534354098,-0.285682890,1468.604736328,1468.604736328,640.000000000,360.000000000,3.696798563,0.945814641,2.609496568,chair_metric_articulated_6d_sam2_cotracker_da3
115,4.750000,-0.387899517,0.600232347,4.691925247,0.575534272,0.084360733,-0.045331284,0.812150628,-0.336734259,0.184567736,0.055543720,0.531838625,-0.290137115,1468.604736328,1468.604736328,640.000000000,360.000000000,3.671612024,0.956729518,2.651755186,chair_metric_articulated_6d_sam2_cotracker_da3
116,4.791667,-0.399150150,0.615179822,4.733573137,0.577682631,0.081208309,-0.051235270,0.810594186,-0.331415225,0.188457024,0.042649328,0.521293327,-0.285657148,1468.604736328,1468.604736328,640.000000000,360.000000000,3.610171795,0.949905879,2.598350600,chair_metric_articulated_6d_sam2_cotracker_da3
117,4.833333,-0.409209478,0.625719034,4.747867089,0.575651279,0.078615404,-0.057365925,0.811883227,-0.336199222,0.193525125,0.030241711,0.507188816,-0.289939042,1468.604736328,1468.604736328,640.000000000,360.000000000,3.597015381,0.946437820,2.421077413,chair_metric_articulated_6d_sam2_cotracker_da3
118,4.875000,-0.413095866,0.631546817,4.660326078,0.564239588,0.071791021,-0.060465473,0.820258290,-0.364622552,0.188360069,0.016129876,0.484237118,-0.303273499,1468.604736328,1468.604736328,640.000000000,360.000000000,3.590925932,0.947375595,2.562239969,chair_metric_articulated_6d_sam2_cotracker_da3
119,4.916667,-0.409547992,0.634065689,4.528955335,0.548018313,0.066378981,-0.069283574,0.830944972,-0.403476636,0.193465938,-0.004142187,0.447627856,-0.322271176,1468.604736328,1468.604736328,640.000000000,360.000000000,3.609478712,0.950078975,2.553198645,chair_metric_articulated_6d_sam2_cotracker_da3
120,4.958333,-0.406018975,0.636218121,4.424889355,0.534611163,0.062749518,-0.081606657,0.838804957,-0.434380098,0.206136517,-0.026927459,0.418699657,-0.338289820,1468.604736328,1468.604736328,640.000000000,360.000000000,3.582860947,0.950315203,2.530138387,chair_metric_articulated_6d_sam2_cotracker_da3
121,5.000000,-0.410236213,0.643591060,4.379214475,0.531031276,0.061349452,-0.088688081,0.840462047,-0.442061452,0.214347816,-0.039056730,0.397975935,-0.339026063,1468.604736328,1468.604736328,640.000000000,360.000000000,3.510902643,0.949619666,2.521180802,chair_metric_articulated_6d_sam2_cotracker_da3
122,5.041667,-0.418118366,0.650942934,4.340664617,0.527168127,0.058908327,-0.089408655,0.842988533,-0.451334102,0.211957526,-0.043587552,0.380092070,-0.343639833,1468.604736328,1468.604736328,640.000000000,360.000000000,3.471771002,0.950115932,2.513613962,chair_metric_articulated_6d_sam2_cotracker_da3
123,5.083333,-0.424364900,0.657398983,4.275335890,0.525792786,0.056281328,-0.084681619,0.844513695,-0.455462845,0.201440768,-0.040584966,0.342220927,-0.344530395,1468.604736328,1468.604736328,640.000000000,360.000000000,3.454457760,0.940438663,2.515266284,chair_metric_articulated_6d_sam2_cotracker_da3
124,5.125000,-0.440574675,0.671062053,4.296562443,0.534028171,0.054184006,-0.079137099,0.840009122,-0.436867275,0.190350502,-0.035627022,0.343596781,-0.334854773,1468.604736328,1468.604736328,640.000000000,360.000000000,3.428488255,0.941730556,2.484323805,chair_metric_articulated_6d_sam2_cotracker_da3
125,5.166667,-0.437687755,0.673109704,4.207970895,0.530453026,0.045076919,-0.071105568,0.843523359,-0.446995711,0.165883087,-0.037163198,0.368557681,-0.345642214,1468.604736328,1468.604736328,640.000000000,360.000000000,3.397241831,0.940122661,2.435094029,chair_metric_articulated_6d_sam2_cotracker_da3
126,5.208333,-0.455912112,0.692858446,4.280103921,0.540855560,0.042770535,-0.068072069,0.837264676,-0.422788732,0.158102438,-0.036089319,0.407964019,-0.326133712,1468.604736328,1468.604736328,640.000000000,360.000000000,3.418241739,0.950196161,2.383964831,chair_metric_articulated_6d_sam2_cotracker_da3
127,5.250000,-0.499171437,0.725801683,4.508735933,0.562959985,0.049692479,-0.071205081,0.821910305,-0.368765080,0.172167381,-0.030635592,0.452926617,-0.289709052,1468.604736328,1468.604736328,640.000000000,360.000000000,3.369451523,0.954887886,2.575967935,chair_metric_articulated_6d_sam2_cotracker_da3
128,5.291667,-0.553869529,0.766155585,4.814312621,0.592434804,0.067714435,-0.086390901,0.798105488,-0.292496182,0.219162117,-0.026560883,0.493834827,-0.232707680,1468.604736328,1468.604736328,640.000000000,360.000000000,3.337446690,0.954126526,2.149725804,chair_metric_articulated_6d_sam2_cotracker_da3
129,5.333333,-0.614789583,0.811287731,5.137464308,0.622364320,0.090742413,-0.103106619,0.770582567,-0.210669321,0.275526425,-0.017573807,0.520989949,-0.163321693,1468.604736328,1468.604736328,640.000000000,360.000000000,3.362807274,0.937120608,2.458419387,chair_metric_articulated_6d_sam2_cotracker_da3
130,5.375000,-0.673744635,0.854420529,5.432185066,0.646064006,0.112569637,-0.116381199,0.745912055,-0.141951275,0.325493222,-0.005418794,0.645480457,-0.105226354,1468.604736328,1468.604736328,640.000000000,360.000000000,3.346375465,0.947215490,2.403474912,chair_metric_articulated_6d_sam2_cotracker_da3
131,5.416667,-0.716383955,0.884346375,5.619169601,0.666048656,0.133742979,-0.126989902,0.722748620,-0.080669705,0.370956934,0.009607921,0.535044906,-0.063001741,1468.604736328,1468.604736328,640.000000000,360.000000000,3.296802998,0.941630437,2.501002590,chair_metric_articulated_6d_sam2_cotracker_da3
132,5.458333,-0.743465856,0.901898821,5.758442162,0.689045361,0.149112236,-0.132543650,0.696716738,-0.010922311,0.401014431,0.023589927,0.315680689,-0.025044504,1468.604736328,1468.604736328,640.000000000,360.000000000,3.292083502,0.939884742,2.474410537,chair_metric_articulated_6d_sam2_cotracker_da3
133,5.500000,-0.733363000,0.895262751,5.677154989,0.701588767,0.153423252,-0.128597598,0.683883883,0.025209496,0.401561714,0.035348564,-0.004169355,-0.004764123,1468.604736328,1468.604736328,640.000000000,360.000000000,3.255225182,0.936295940,2.407871507,chair_metric_articulated_6d_sam2_cotracker_da3
134,5.541667,-0.729364162,0.895838216,5.674980938,0.720793294,0.159105609,-0.127218506,0.662538968,0.082989002,0.407896788,0.045426307,-0.361519152,0.038168625,1468.604736328,1468.604736328,640.000000000,360.000000000,3.195855379,0.948012460,2.355140482,chair_metric_articulated_6d_sam2_cotracker_da3
135,5.583333,-0.731330586,0.896884417,5.701101861,0.739063430,0.164620484,-0.123256334,0.641477372,0.139113396,0.410381596,0.058966491,-0.694844220,0.078965818,1468.604736328,1468.604736328,640.000000000,360.000000000,3.257023096,0.944269212,2.383956962,chair_metric_articulated_6d_sam2_cotracker_da3
136,5.625000,-0.732410148,0.899020325,5.717184503,0.753625366,0.170926473,-0.122695523,0.622718843,0.186800133,0.418990795,0.068824286,-0.943416911,0.121740747,1468.604736328,1468.604736328,640.000000000,360.000000000,3.276840210,0.941254398,2.421626606,chair_metric_articulated_6d_sam2_cotracker_da3
137,5.666667,-0.732659466,0.902625071,5.713199956,0.758998460,0.173253284,-0.124024136,0.615241946,0.205239801,0.424420132,0.070283984,-1.046389043,0.148528873,1468.604736328,1468.604736328,640.000000000,360.000000000,3.276671886,0.942864503,2.472545704,chair_metric_articulated_6d_sam2_cotracker_da3
138,5.708333,-0.734105559,0.907937997,5.705287553,0.757492247,0.171833446,-0.125060716,0.617283225,0.200149501,0.423818793,0.066768447,-0.942699588,0.151268245,1468.604736328,1468.604736328,640.000000000,360.000000000,3.253205776,0.942077261,2.419177270,chair_metric_articulated_6d_sam2_cotracker_da3
139,5.750000,-0.734951236,0.913181301,5.690815718,0.755612809,0.170902795,-0.126387885,0.619570513,0.194182554,0.424343496,0.063539203,-0.953684352,0.147340179,1468.604736328,1468.604736328,640.000000000,360.000000000,3.264358759,0.938189156,2.408898830,chair_metric_articulated_6d_sam2_cotracker_da3
140,5.791667,-0.737204526,0.916081828,5.692665343,0.755765645,0.170196778,-0.126281860,0.619600064,0.194350063,0.423165984,0.062680062,-0.946822560,0.139616674,1468.604736328,1468.604736328,640.000000000,360.000000000,3.258782864,0.940091052,2.349800829,chair_metric_articulated_6d_sam2_cotracker_da3
141,5.833333,-0.744301652,0.921822373,5.680084828,0.750632372,0.171118162,-0.126014225,0.625611726,0.178405406,0.424010161,0.064363659,-0.938401565,0.132583551,1468.604736328,1468.604736328,640.000000000,360.000000000,3.232751369,0.942034073,2.471159354,chair_metric_articulated_6d_sam2_cotracker_da3
142,5.875000,-0.747803166,0.926901593,5.672854077,0.749471937,0.169851925,-0.124769154,0.627594453,0.173885962,0.420344006,0.064320831,-0.919309879,0.135060901,1468.604736328,1468.604736328,640.000000000,360.000000000,3.198966026,0.944583136,2.423247219,chair_metric_articulated_6d_sam2_cotracker_da3
143,5.916667,-0.750073020,0.931688502,5.657556853,0.748092868,0.168226736,-0.123549202,0.629914614,0.168570314,0.416191304,0.063728357,-0.903299595,0.138716344,1468.604736328,1468.604736328,640.000000000,360.000000000,3.183644295,0.943920079,2.491234389,chair_metric_articulated_6d_sam2_cotracker_da3
144,5.958333,-0.750853190,0.935556084,5.641584486,0.747268592,0.167545430,-0.123397407,0.631103209,0.165684742,0.414966900,0.062967587,-0.892155035,0.142339359,1468.604736328,1468.604736328,640.000000000,360.000000000,3.188297987,0.941037796,3.936063882,chair_metric_articulated_6d_sam2_cotracker_da3
145,6.000000,-0.750105048,0.938486357,5.626365304,0.746971295,0.167326227,-0.123748675,0.631444443,0.164772288,0.415150911,0.062153282,-0.888243676,0.145323024,1468.604736328,1468.604736328,640.000000000,360.000000000,3.173796892,0.939511108,2.337744437,chair_metric_articulated_6d_sam2_cotracker_da3
146,6.041667,-0.747490991,0.940021353,5.613424087,0.747540114,0.168194345,-0.125726481,0.630148627,0.167460797,0.419282669,0.060581074,-0.891371335,0.148254720,1468.604736328,1468.604736328,640.000000000,360.000000000,3.187538385,0.941390398,2.336118623,chair_metric_articulated_6d_sam2_cotracker_da3
147,6.083333,-0.746424179,0.941219401,5.615008876,0.748908492,0.167349241,-0.125640420,0.628764492,0.171387945,0.417955919,0.059498511,-0.904740563,0.149118654,1468.604736328,1468.604736328,640.000000000,360.000000000,3.210335732,0.942226281,2.392797543,chair_metric_articulated_6d_sam2_cotracker_da3
148,6.125000,-0.744604592,0.940177129,5.613162928,0.748284432,0.167536674,-0.127618488,0.629059133,0.170090768,0.421078147,0.056948609,-0.919135568,0.140224994,1468.604736328,1468.604736328,640.000000000,360.000000000,3.198116779,0.942607032,2.345439453,chair_metric_articulated_6d_sam2_cotracker_da3
149,6.166667,-0.750975465,0.943654304,5.612565230,0.743449798,0.167392208,-0.126274874,0.635072361,0.154571381,0.418837424,0.058642863,-0.920102977,0.132669775,1468.604736328,1468.604736328,640.000000000,360.000000000,3.198770046,0.939373353,2.387865291,chair_metric_articulated_6d_sam2_cotracker_da3
150,6.208333,-0.756015990,0.945633944,5.626872341,0.745306910,0.165935764,-0.122463000,0.634023459,0.158685443,0.411244307,0.061990302,-0.910333433,0.139099649,1468.604736328,1468.604736328,640.000000000,360.000000000,3.202157021,0.938119794,2.382250997,chair_metric_articulated_6d_sam2_cotracker_da3
151,6.250000,-0.763434347,0.946795111,5.628357155,0.746894090,0.165618577,-0.116402882,0.633379882,0.161829997,0.402060083,0.070163692,-0.899215529,0.147178744,1468.604736328,1468.604736328,640.000000000,360.000000000,3.197524786,0.938486656,2.379499308,chair_metric_articulated_6d_sam2_cotracker_da3
152,6.291667,-0.764726339,0.945139272,5.624436122,0.749271800,0.167206917,-0.115361796,0.630337427,0.169584054,0.402904113,0.073924010,-0.894910465,0.151734716,1468.604736328,1468.604736328,640.000000000,360.000000000,3.197932720,0.938015829,2.506138814,chair_metric_articulated_6d_sam2_cotracker_da3
153,6.333333,-0.767595633,0.947382999,5.622727253,0.748700994,0.165542549,-0.111526292,0.632142683,0.166147219,0.394945816,0.076997091,-0.890483737,0.155874204,1468.604736328,1468.604736328,640.000000000,360.000000000,3.187913656,0.937490487,2.329544694,chair_metric_articulated_6d_sam2_cotracker_da3
154,6.375000,-0.769385560,0.949160415,5.617180193,0.745551328,0.164499453,-0.111265269,0.636170722,0.155883179,0.393004602,0.075866409,-0.885253061,0.152272624,1468.604736328,1468.604736328,640.000000000,360.000000000,3.194262743,0.937261312,2.122788648,chair_metric_articulated_6d_sam2_cotracker_da3
155,6.416667,-0.769466489,0.951333670,5.620625728,0.739571126,0.160429501,-0.111916903,0.644027587,0.136102508,0.387959551,0.069106569,-0.881071072,0.134999577,1468.604736328,1468.604736328,640.000000000,360.000000000,3.195261955,0.937553976,2.379109177,chair_metric_articulated_6d_sam2_cotracker_da3
156,6.458333,-0.764654389,0.948406102,5.615295460,0.740697503,0.160005798,-0.113446963,0.642569171,0.139795618,0.389566365,0.066328663,-0.881694318,0.133675138,1468.604736328,1468.604736328,640.000000000,360.000000000,3.192234516,0.938276573,2.740037255,chair_metric_articulated_6d_sam2_cotracker_da3
157,6.500000,-0.768651096,0.950982894,5.626237214,0.743505093,0.160040891,-0.108716109,0.640131157,0.147255652,0.382842995,0.073111894,-0.873665087,0.149038006,1468.604736328,1468.604736328,640.000000000,360.000000000,3.201806068,0.938462980,3.510099743,chair_metric_articulated_6d_sam2_cotracker_da3
158,6.541667,-0.766174553,0.951632858,5.615676229,0.745271411,0.158012615,-0.106659387,0.638925905,0.151468405,0.376973578,0.073142644,-0.872050685,0.155638595,1468.604736328,1468.604736328,640.000000000,360.000000000,3.201966286,0.938551851,2.363949273,chair_metric_articulated_6d_sam2_cotracker_da3
159,6.583333,-0.755863278,0.949664302,5.571335228,0.742407154,0.152371020,-0.108527223,0.643301276,0.141106210,0.371464974,0.062424471,-0.870628254,0.139801260,1468.604736328,1468.604736328,640.000000000,360.000000000,3.219624758,0.939456892,2.022446139,chair_metric_articulated_6d_sam2_cotracker_da3
160,6.625000,-0.736138972,0.945171586,5.503393229,0.734958401,0.144489348,-0.117128002,0.652104292,0.117929065,0.372368851,0.038944331,-0.875247836,0.104242365,1468.604736328,1468.604736328,640.000000000,360.000000000,3.206418276,0.939717517,2.286395287,chair_metric_articulated_6d_sam2_cotracker_da3
161,6.666667,-0.718975810,0.944104180,5.431181161,0.721246340,0.132635635,-0.123513644,0.668547594,0.074959228,0.364349317,0.012975211,-0.877896128,0.058981637,1468.604736328,1468.604736328,640.000000000,360.000000000,3.205602884,0.937830347,2.267064285,chair_metric_articulated_6d_sam2_cotracker_da3
162,6.708333,-0.697288844,0.940516564,5.331903962,0.697429841,0.119870472,-0.136209597,0.693303421,0.005868152,0.364169592,-0.023235751,-0.874115937,-0.009608652,1468.604736328,1468.604736328,640.000000000,360.000000000,3.208799124,0.934656903,2.416957335,chair_metric_articulated_6d_sam2_cotracker_da3
163,6.750000,-0.687805093,0.937220385,5.307762825,0.688926976,0.113674189,-0.140717398,0.701894874,-0.018441165,0.361760801,-0.038457141,-0.878500526,-0.051902250,1468.604736328,1468.604736328,640.000000000,360.000000000,3.216470003,0.932057125,2.387731919,chair_metric_articulated_6d_sam2_cotracker_da3
164,6.791667,-0.689019862,0.932819664,5.303973293,0.700362685,0.120419603,-0.137065048,0.690075649,0.014630143,0.366192693,-0.023673023,-0.884780340,-0.035250159,1468.604736328,1468.604736328,640.000000000,360.000000000,3.171209097,0.934903934,2.285935525,chair_metric_articulated_6d_sam2_cotracker_da3
165,6.833333,-0.693065071,0.930280614,5.306075323,0.708863311,0.126055750,-0.130771246,0.681558241,0.038833216,0.365258838,-0.006706368,-0.886116644,-0.016324873,1468.604736328,1468.604736328,640.000000000,360.000000000,3.175695658,0.933319642,2.381602871,chair_metric_articulated_6d_sam2_cotracker_da3
166,6.875000,-0.694693563,0.932299490,5.282242310,0.708478955,0.128776125,-0.127116060,0.682140592,0.037456606,0.363912233,0.002360831,-0.883357552,-0.003514330,1468.604736328,1468.604736328,640.000000000,360.000000000,3.201254845,0.932199811,2.628692768,chair_metric_articulated_6d_sam2_cotracker_da3
167,6.916667,-0.706495695,0.935818424,5.312946753,0.718747486,0.134491283,-0.117390471,0.671962516,0.066532931,0.358201178,0.024319075,-0.884886099,0.026011931,1468.604736328,1468.604736328,640.000000000,360.000000000,3.183310747,0.932201375,2.292352061,chair_metric_articulated_6d_sam2_cotracker_da3
168,6.958333,-0.713249322,0.940324347,5.340820405,0.719523708,0.132156342,-0.110178851,0.672815693,0.066397795,0.344491681,0.031242110,-0.879695668,0.033002580,1468.604736328,1468.604736328,640.000000000,360.000000000,3.217852354,0.934700768,2.406259417,chair_metric_articulated_6d_sam2_cotracker_da3
169,7.000000,-0.707359625,0.936713490,5.306307659,0.715605883,0.131434924,-0.112913609,0.676670967,0.055348765,0.347358903,0.026329373,-0.874520424,0.021182884,1468.604736328,1468.604736328,640.000000000,360.000000000,3.254548073,0.933474404,2.414034350,chair_metric_articulated_6d_sam2_cotracker_da3
170,7.041667,-0.701445104,0.935241671,5.275887188,0.709419257,0.131254807,-0.119269357,0.682107993,0.038831824,0.356201401,0.017041207,-0.868013073,0.009190918,1468.604736328,1468.604736328,640.000000000,360.000000000,3.259294987,0.930027991,2.578019063,chair_metric_articulated_6d_sam2_cotracker_da3
171,7.083333,-0.708353616,0.940109454,5.285963326,0.707924993,0.130748658,-0.114909337,0.684501889,0.033296431,0.349207959,0.022515925,-0.859605593,0.013524211,1468.604736328,1468.604736328,640.000000000,360.000000000,3.265288591,0.934945518,2.494982068,chair_metric_articulated_6d_sam2_cotracker_da3
172,7.125000,-0.715019520,0.940695045,5.332210002,0.723505809,0.138171017,-0.112081053,0.666997715,0.080364132,0.355901059,0.037104372,-0.871907043,0.047900106,1468.604736328,1468.604736328,640.000000000,360.000000000,3.282101870,0.929049099,2.604121950,chair_metric_articulated_6d_sam2_cotracker_da3
173,7.166667,-0.715671319,0.944305547,5.345528573,0.722987779,0.136562396,-0.112294742,0.667854232,0.078402988,0.353888772,0.034509962,-0.874550249,0.053961023,1468.604736328,1468.604736328,640.000000000,360.000000000,3.284269094,0.928600632,2.373784977,chair_metric_articulated_6d_sam2_cotracker_da3
174,7.208333,-0.725065727,0.952668906,5.382327622,0.723776411,0.135058977,-0.106293688,0.668287687,0.078885172,0.343117396,0.040893980,-0.874169679,0.069821127,1468.604736328,1468.604736328,640.000000000,360.000000000,3.287386179,0.925921496,2.611265243,chair_metric_articulated_6d_sam2_cotracker_da3
175,7.250000,-0.739937160,0.952120195,5.462508891,0.744430868,0.140949419,-0.092592299,0.646051554,0.139912840,0.332137759,0.068772404,-0.884841870,0.109765856,1468.604736328,1468.604736328,640.000000000,360.000000000,3.272420645,0.928191317,3.811811698,chair_metric_articulated_6d_sam2_cotracker_da3
176,7.291667,-0.743375844,0.953279471,5.482713945,0.746062923,0.136194354,-0.084545618,0.646291924,0.141828979,0.313791836,0.073421009,-0.891941444,0.114476980,1468.604736328,1468.604736328,640.000000000,360.000000000,3.274800777,0.928805053,2.753065201,chair_metric_articulated_6d_sam2_cotracker_da3
177,7.333333,-0.741664279,0.951463006,5.449704939,0.739737886,0.131346832,-0.079887916,0.655098306,0.120248153,0.300102959,0.073108108,-0.898979684,0.099034997,1468.604736328,1468.604736328,640.000000000,360.000000000,3.344133615,0.928607832,2.534174778,chair_metric_articulated_6d_sam2_cotracker_da3
178,7.375000,-0.741769935,0.952215393,5.457508091,0.737806049,0.129784281,-0.080409287,0.657520053,0.114049727,0.298589046,0.070139313,-0.910476815,0.089497917,1468.604736328,1468.604736328,640.000000000,360.000000000,3.362713099,0.931662926,2.556592491,chair_metric_articulated_6d_sam2_cotracker_da3
179,7.416667,-0.759854817,0.973587472,5.507367095,0.726534693,0.122758426,-0.070339728,0.672406150,0.076826079,0.274069338,0.074399251,-0.898853468,0.097488921,1468.604736328,1468.604736328,640.000000000,360.000000000,3.347860336,0.932712081,2.760925534,chair_metric_articulated_6d_sam2_cotracker_da3
