frame,time,tx,ty,tz,qx,qy,qz,qw,rx_delta,ry_delta,rz_delta,rear_joint_angle,seat_joint_angle,fx,fy,cx,cy,line_rmse_px,endpoint_rmse_px,side_ratio_rmse_px,rail_rmse_px,source
86,3.541667,0.095777817,0.478078284,4.971479390,0.611687063,0.425349653,-0.385378384,0.544426405,0.101365996,1.221817588,0.060239189,-0.077457229,0.023402954,1468.604736328,1468.604736328,640.000000000,360.000000000,1.481415087,3.585099961,0.628010913,5.703339831,chair_twohand_endpoint_se3_contact_refined
87,3.583333,0.075179750,0.479593811,4.977855800,0.612508893,0.423365733,-0.383954207,0.546052634,0.100090577,1.215914336,0.059358176,-0.073165147,0.026826704,1468.604736328,1468.604736328,640.000000000,360.000000000,1.450671035,3.461089835,0.616579298,5.380215545,chair_twohand_endpoint_se3_contact_refined
88,3.625000,0.054419377,0.479485521,4.980520106,0.613385788,0.422179614,-0.381771678,0.547514964,0.099149132,1.210111977,0.060822251,-0.070563927,0.028177562,1468.604736328,1468.604736328,640.000000000,360.000000000,1.455419439,3.426885491,0.624562091,5.449915724,chair_twohand_endpoint_se3_contact_refined
89,3.666667,0.034157254,0.478149461,4.987169916,0.615674283,0.420965540,-0.379307416,0.547593897,0.102412609,1.203842188,0.062665877,-0.070458818,0.026077489,1468.604736328,1468.604736328,640.000000000,360.000000000,1.472770564,3.543843302,0.635666917,5.425176558,chair_twohand_endpoint_se3_contact_refined
90,3.708333,0.013980158,0.477171353,4.996740063,0.618377869,0.419735889,-0.375671594,0.547997671,0.105787707,1.195568300,0.066232560,-0.070302175,0.022063905,1468.604736328,1468.604736328,640.000000000,360.000000000,1.479957354,3.429283600,0.654083753,6.121131705,chair_twohand_endpoint_se3_contact_refined
91,3.750000,-0.005974046,0.478277609,4.996607174,0.620253903,0.417294719,-0.373079666,0.549510487,0.106241228,1.186970468,0.066401396,-0.072017370,0.015343211,1468.604736328,1468.604736328,640.000000000,360.000000000,1.325609842,2.482960252,0.664724827,4.933616767,chair_twohand_endpoint_se3_contact_refined
92,3.791667,-0.025991569,0.479557727,4.998832736,0.622070641,0.414204927,-0.369942855,0.551910030,0.105252202,1.176347804,0.066400228,-0.072543904,0.008993705,1468.604736328,1468.604736328,640.000000000,360.000000000,1.017021151,1.372503999,0.700741220,4.867949516,chair_twohand_endpoint_se3_contact_refined
93,3.833333,-0.046686745,0.482974301,4.998604560,0.625200530,0.410896180,-0.365758812,0.553632655,0.107230122,1.163661896,0.067629302,-0.069773961,0.006420197,1468.604736328,1468.604736328,640.000000000,360.000000000,0.728738455,0.765679764,0.797589099,6.290553848,chair_twohand_endpoint_se3_contact_refined
94,3.875000,-0.066656697,0.486159508,4.995528167,0.627180725,0.407749674,-0.362882093,0.555608790,0.107127891,1.153471052,0.067157180,-0.065200853,0.007664124,1468.604736328,1468.604736328,640.000000000,360.000000000,0.902832991,1.099936095,0.734782496,4.595268981,chair_twohand_endpoint_se3_contact_refined
95,3.916667,-0.085887830,0.489896218,4.992325081,0.629214862,0.404767279,-0.360155347,0.557261369,0.107597768,1.143849501,0.066711761,-0.059466311,0.012352862,1468.604736328,1468.604736328,640.000000000,360.000000000,1.089663487,2.489137812,0.650502038,3.783496108,chair_twohand_endpoint_se3_contact_refined
96,3.958333,-0.104341198,0.494151234,4.993387035,0.631625550,0.402468538,-0.357145266,0.558135735,0.109803219,1.134960549,0.067718788,-0.054485167,0.018426865,1468.604736328,1468.604736328,640.000000000,360.000000000,1.386139725,3.431034291,0.655081001,4.631260659,chair_twohand_endpoint_se3_contact_refined
97,4.000000,-0.121780097,0.498756524,4.995790813,0.634295643,0.399638253,-0.354061955,0.559105032,0.112240441,1.125082541,0.068033810,-0.052047233,0.022928127,1468.604736328,1468.604736328,640.000000000,360.000000000,1.374404241,2.545407600,0.709380164,5.429808303,chair_twohand_endpoint_se3_contact_refined
98,4.041667,-0.138701919,0.502900515,5.000273916,0.637334569,0.397432270,-0.349656456,0.559993394,0.115335533,1.114100937,0.071245995,-0.052804266,0.023591138,1468.604736328,1468.604736328,640.000000000,360.000000000,1.427303830,2.318806910,0.741257418,6.597131029,chair_twohand_endpoint_se3_contact_refined
99,4.083333,-0.155457228,0.507234880,5.002897645,0.639727478,0.395478246,-0.346547182,0.560580736,0.117938858,1.105713640,0.072913600,-0.054845075,0.021571315,1468.604736328,1468.604736328,640.000000000,360.000000000,1.410423512,2.122679370,0.750395360,6.712027112,chair_twohand_endpoint_se3_contact_refined
100,4.125000,-0.172838421,0.511770558,5.003926470,0.641381752,0.393238735,-0.343928686,0.561877036,0.118383700,1.097653203,0.073423393,-0.053877725,0.020560821,1468.604736328,1468.604736328,640.000000000,360.000000000,1.394029730,1.881531416,0.763000736,7.164158159,chair_twohand_endpoint_se3_contact_refined
101,4.166667,-0.190885113,0.515236682,5.007124442,0.642058076,0.392349567,-0.341240233,0.563363425,0.117113330,1.091727873,0.076060879,-0.050267146,0.021520710,1468.604736328,1468.604736328,640.000000000,360.000000000,1.402402353,1.885922536,0.770909289,7.423501393,chair_twohand_endpoint_se3_contact_refined
102,4.208333,-0.209746820,0.521358723,5.005170232,0.642303086,0.391894546,-0.338397219,0.565113026,0.114816219,1.086271213,0.079574506,-0.047288918,0.022201926,1468.604736328,1468.604736328,640.000000000,360.000000000,1.435323140,2.522874844,0.757593186,6.471889333,chair_twohand_endpoint_se3_contact_refined
103,4.250000,-0.229198418,0.527370690,4.999777700,0.642709859,0.392507702,-0.333775621,0.566970525,0.112593845,1.079690398,0.087310918,-0.043434244,0.023276215,1468.604736328,1468.604736328,640.000000000,360.000000000,1.505237251,3.131223007,0.762071378,6.519149442,chair_twohand_endpoint_se3_contact_refined
104,4.291667,-0.249351265,0.534841901,4.998545870,0.642665068,0.392493913,-0.329826863,0.569336789,0.108945648,1.073169938,0.093105994,-0.037425934,0.025721044,1468.604736328,1468.604736328,640.000000000,360.000000000,1.463236891,2.550264710,0.773931967,6.673339768,chair_twohand_endpoint_se3_contact_refined
105,4.333333,-0.269563273,0.542045611,5.003137031,0.642929256,0.393078953,-0.325945589,0.570868095,0.107014528,1.067788403,0.099696497,-0.030693987,0.028587032,1468.604736328,1468.604736328,640.000000000,360.000000000,1.459595622,2.407537034,0.780981222,6.814986456,chair_twohand_endpoint_se3_contact_refined
106,4.375000,-0.289499477,0.549277852,5.011538084,0.643737985,0.393912177,-0.321513797,0.571894643,0.106641655,1.061952399,0.107465532,-0.023763086,0.031256319,1468.604736328,1468.604736328,640.000000000,360.000000000,1.555873265,3.516651476,0.780753030,6.614096968,chair_twohand_endpoint_se3_contact_refined
107,4.416667,-0.308365202,0.557934685,5.007700190,0.644822551,0.393604333,-0.317653642,0.573040723,0.106490426,1.055171863,0.112675056,-0.015764483,0.034287737,1468.604736328,1468.604736328,640.000000000,360.000000000,1.725035645,4.548236043,0.813330181,6.787500704,chair_twohand_endpoint_se3_contact_refined
108,4.458333,-0.326523036,0.567224073,5.002925009,0.645924126,0.393023702,-0.314291679,0.574051508,0.106568378,1.048764536,0.116739089,-0.006379863,0.038032084,1468.604736328,1468.604736328,640.000000000,360.000000000,1.707870157,4.399384135,0.825764194,6.907768405,chair_twohand_endpoint_se3_contact_refined
109,4.500000,-0.343783565,0.577652937,4.993533335,0.646642702,0.391662100,-0.311924528,0.575462513,0.105485110,1.042676528,0.118166679,0.002016937,0.040810842,1468.604736328,1468.604736328,640.000000000,360.000000000,1.720949761,4.424194664,0.836943337,7.036779002,chair_twohand_endpoint_se3_contact_refined
110,4.541667,-0.360901023,0.588579852,4.986513203,0.647516601,0.390636834,-0.309647403,0.576405762,0.105334165,1.037308181,0.119967001,0.009086329,0.041931091,1468.604736328,1468.604736328,640.000000000,360.000000000,1.750489988,4.541238457,0.852719952,7.213720768,chair_twohand_endpoint_se3_contact_refined
111,4.583333,-0.377467181,0.599633935,4.982365041,0.648430969,0.389890973,-0.308753525,0.576362359,0.106729498,1.034652633,0.120159930,0.016727056,0.042939711,1468.604736328,1468.604736328,640.000000000,360.000000000,1.789059900,4.696739281,0.872060497,7.460175813,chair_twohand_endpoint_se3_contact_refined
112,4.625000,-0.393233196,0.611717092,4.978211534,0.649510861,0.389535820,-0.308847229,0.575335446,0.109848092,1.034251664,0.119493606,0.025626655,0.044979758,1468.604736328,1468.604736328,640.000000000,360.000000000,1.821548959,4.807710454,0.881462751,7.569842931,chair_twohand_endpoint_se3_contact_refined
113,4.666667,-0.407156488,0.622512714,4.973700435,0.649924294,0.390980137,-0.312074815,0.572138317,0.115275758,1.041899787,0.116934583,0.034446988,0.047438254,1468.604736328,1468.604736328,640.000000000,360.000000000,1.927964413,5.210687544,0.907410282,8.706509520,chair_twohand_endpoint_se3_contact_refined
114,4.708333,-0.419925051,0.632936418,4.972374800,0.650759407,0.391711674,-0.316598499,0.568189712,0.122461023,1.050511190,0.111402086,0.042966236,0.049901802,1468.604736328,1468.604736328,640.000000000,360.000000000,2.063494973,5.648235989,0.918690454,9.773807602,chair_twohand_endpoint_se3_contact_refined
115,4.750000,-0.432131936,0.644382231,4.967043515,0.651986419,0.393327381,-0.321334506,0.562984384,0.132133458,1.060995366,0.106881462,0.051086570,0.051926664,1468.604736328,1468.604736328,640.000000000,360.000000000,2.139117996,5.853076358,0.918666069,9.836932935,chair_twohand_endpoint_se3_contact_refined
116,4.791667,-0.444654769,0.655585026,4.964283839,0.653439700,0.392716254,-0.326178697,0.558925720,0.140408877,1.067982028,0.098847425,0.058963352,0.053114618,1468.604736328,1468.604736328,640.000000000,360.000000000,2.156732577,5.861324171,0.910776713,9.973020637,chair_twohand_endpoint_se3_contact_refined
117,4.833333,-0.457795400,0.668314487,4.952897745,0.654069039,0.391674701,-0.329994325,0.556676177,0.144744946,1.072542090,0.091669169,0.065907271,0.052789953,1468.604736328,1468.604736328,640.000000000,360.000000000,2.112213317,5.686927344,0.886334941,10.102554500,chair_twohand_endpoint_se3_contact_refined
118,4.875000,-0.472862506,0.681010719,4.941252668,0.655039345,0.389097519,-0.331110946,0.556679548,0.146146042,1.070108112,0.086158251,0.074066102,0.052457024,1468.604736328,1468.604736328,640.000000000,360.000000000,2.030378139,5.417721217,0.852135143,10.315669361,chair_twohand_endpoint_se3_contact_refined
119,4.916667,-0.489194267,0.693018611,4.934730106,0.655040510,0.387408354,-0.331202596,0.557800626,0.144441094,1.067431872,0.083488593,0.081583914,0.051491149,1468.604736328,1468.604736328,640.000000000,360.000000000,1.931114352,5.143916816,0.814289332,10.260643798,chair_twohand_endpoint_se3_contact_refined
120,4.958333,-0.505374400,0.705493508,4.928144502,0.655512284,0.385200137,-0.331364745,0.558678714,0.143788541,1.064029951,0.079940380,0.087587759,0.049406604,1468.604736328,1468.604736328,640.000000000,360.000000000,1.848154556,4.960404049,0.788461315,11.619685444,chair_twohand_endpoint_se3_contact_refined
121,5.000000,-0.521188362,0.716599094,4.923922431,0.654355171,0.382224855,-0.330418989,0.562624885,0.136114849,1.057463278,0.076872621,0.093935181,0.047553709,1468.604736328,1468.604736328,640.000000000,360.000000000,2.009814934,5.455729240,0.822836891,11.150337474,chair_twohand_endpoint_se3_contact_refined
122,5.041667,-0.537039674,0.728842025,4.921733621,0.653483556,0.377941348,-0.328021063,0.567909995,0.126838011,1.046384744,0.073992360,0.102607229,0.047656661,1468.604736328,1468.604736328,640.000000000,360.000000000,1.666745400,4.168080729,0.783526533,11.267248709,chair_twohand_endpoint_se3_contact_refined
123,5.083333,-0.551414586,0.740758167,4.918226162,0.653483554,0.372111929,-0.324105663,0.573975152,0.117668552,1.030368042,0.071046929,0.110546403,0.048290116,1468.604736328,1468.604736328,640.000000000,360.000000000,1.589525881,3.786621837,0.786628688,11.699100080,chair_twohand_endpoint_se3_contact_refined
124,5.125000,-0.563588511,0.753046189,4.909377587,0.653866749,0.364846163,-0.318704276,0.581182533,0.107364437,1.009696638,0.068157820,0.115752123,0.047659079,1468.604736328,1468.604736328,640.000000000,360.000000000,1.852067549,4.653408874,0.832123051,9.771627041,chair_twohand_endpoint_se3_contact_refined
125,5.166667,-0.574251508,0.766103941,4.900056789,0.656000323,0.356452726,-0.312554257,0.587294531,0.101278622,0.986177493,0.064710359,0.119177018,0.045981498,1468.604736328,1468.604736328,640.000000000,360.000000000,1.983363962,5.058463352,0.875383875,9.466654854,chair_twohand_endpoint_se3_contact_refined
126,5.208333,-0.583367382,0.778918302,4.884930150,0.658332539,0.348286548,-0.306248971,0.592879681,0.096293116,0.962941373,0.061844959,0.125357698,0.045767305,1468.604736328,1468.604736328,640.000000000,360.000000000,1.618019155,3.314784915,0.848702527,8.813075269,chair_twohand_endpoint_se3_contact_refined
127,5.250000,-0.592481454,0.791000068,4.871237748,0.661474541,0.339852147,-0.298121692,0.598394023,0.092603355,0.936557274,0.061261072,0.135770578,0.046782731,1468.604736328,1468.604736328,640.000000000,360.000000000,1.537098126,2.430970118,0.894801338,10.522810726,chair_twohand_endpoint_se3_contact_refined
128,5.291667,-0.601725811,0.802974942,4.861737185,0.664580207,0.331170333,-0.290120128,0.603729799,0.089142692,0.910158298,0.060136421,0.149559892,0.048373473,1468.604736328,1468.604736328,640.000000000,360.000000000,1.608798823,3.054027881,0.897948183,9.564700076,chair_twohand_endpoint_se3_contact_refined
129,5.333333,-0.611051170,0.813760992,4.854457195,0.668486702,0.322215518,-0.281894768,0.608143099,0.088218561,0.883171339,0.058946408,0.166973187,0.051599162,1468.604736328,1468.604736328,640.000000000,360.000000000,1.826973909,4.411251304,0.935791096,9.729045616,chair_twohand_endpoint_se3_contact_refined
130,5.375000,-0.620108438,0.824170562,4.847759348,0.672019038,0.313988476,-0.273391892,0.612420218,0.086962103,0.857061136,0.059235474,0.185585503,0.056777515,1468.604736328,1468.604736328,640.000000000,360.000000000,2.046465298,5.363335105,1.005202707,8.828048066,chair_twohand_endpoint_se3_contact_refined
131,5.416667,-0.627727264,0.833480540,4.841344587,0.675109633,0.307240912,-0.266049146,0.615668627,0.086596692,0.835198227,0.060010268,0.197781217,0.061085810,1468.604736328,1468.604736328,640.000000000,360.000000000,1.960593722,5.049070580,1.012556375,8.430598708,chair_twohand_endpoint_se3_contact_refined
132,5.458333,-0.633455758,0.841142123,4.838411897,0.678115756,0.302138755,-0.260636207,0.617203339,0.088641434,0.818965703,0.060395658,0.197882493,0.062040066,1468.604736328,1468.604736328,640.000000000,360.000000000,1.939569850,5.022946756,1.025357396,8.951054111,chair_twohand_endpoint_se3_contact_refined
133,5.500000,-0.637915469,0.847751634,4.838354408,0.680899477,0.299111420,-0.257271590,0.617024788,0.092892850,0.809146854,0.060847592,0.188858352,0.060595160,1468.604736328,1468.604736328,640.000000000,360.000000000,1.857450580,4.862526137,1.013397501,7.099336252,chair_twohand_endpoint_se3_contact_refined
134,5.541667,-0.641591717,0.853525034,4.839353945,0.682844420,0.297358889,-0.255496736,0.616459737,0.096510489,0.803745142,0.060859474,0.175896774,0.058390172,1468.604736328,1468.604736328,640.000000000,360.000000000,1.650608459,4.267379298,0.960174270,4.952872462,chair_twohand_endpoint_se3_contact_refined
135,5.583333,-0.645555056,0.858313367,4.840984052,0.684452082,0.295787930,-0.253646210,0.616196761,0.099197356,0.798507910,0.061245733,0.165038063,0.056551206,1468.604736328,1468.604736328,640.000000000,360.000000000,1.367084487,3.262296272,0.918410100,3.831762852,chair_twohand_endpoint_se3_contact_refined
136,5.625000,-0.649938682,0.863081549,4.842156329,0.685133869,0.294497175,-0.251953913,0.616751345,0.099352144,0.793932189,0.061810591,0.157791407,0.054930341,1468.604736328,1468.604736328,640.000000000,360.000000000,1.406546834,3.542255600,0.928270769,4.116622578,chair_twohand_endpoint_se3_contact_refined
137,5.666667,-0.654252975,0.867405435,4.838411471,0.685047465,0.293359951,-0.250429022,0.618009074,0.097371352,0.789837980,0.062355951,0.155464847,0.053944430,1468.604736328,1468.604736328,640.000000000,360.000000000,1.381649535,3.510068952,0.936099460,3.984932414,chair_twohand_endpoint_se3_contact_refined
138,5.708333,-0.658725815,0.871568466,4.833799951,0.684194319,0.291710432,-0.248261629,0.620603997,0.092323785,0.783959934,0.063081266,0.157495543,0.053911423,1468.604736328,1468.604736328,640.000000000,360.000000000,1.373374693,3.450878739,0.943818491,3.811191258,chair_twohand_endpoint_se3_contact_refined
139,5.750000,-0.662887601,0.875127127,4.831009398,0.682858818,0.290076263,-0.246854718,0.623395817,0.086300791,0.779267232,0.062728982,0.161460302,0.054702867,1468.604736328,1468.604736328,640.000000000,360.000000000,1.373272406,3.435228482,0.950746678,3.692389190,chair_twohand_endpoint_se3_contact_refined
140,5.791667,-0.665711446,0.878212939,4.827766223,0.681529350,0.288326012,-0.245875404,0.626044041,0.080501878,0.775055907,0.061590243,0.163897943,0.055663142,1468.604736328,1468.604736328,640.000000000,360.000000000,1.387118204,3.450036125,0.956935357,3.650710043,chair_twohand_endpoint_se3_contact_refined
141,5.833333,-0.666949441,0.880902163,4.821087479,0.680437414,0.286421198,-0.244879116,0.628491879,0.075341176,0.770591539,0.060252133,0.165549602,0.057166988,1468.604736328,1468.604736328,640.000000000,360.000000000,1.430268918,3.493562722,0.962442666,3.754617344,chair_twohand_endpoint_se3_contact_refined
142,5.875000,-0.667359726,0.883517946,4.816405112,0.679928586,0.284205825,-0.244923176,0.630029210,0.072355279,0.767249604,0.056960772,0.166529983,0.059042537,1468.604736328,1468.604736328,640.000000000,360.000000000,1.462046969,3.540957445,0.967776613,3.844586744,chair_twohand_endpoint_se3_contact_refined
143,5.916667,-0.667411836,0.885946490,4.813788712,0.679549223,0.282367627,-0.245090508,0.631198875,0.070095629,0.764679292,0.054042282,0.167872385,0.061124057,1468.604736328,1468.604736328,640.000000000,360.000000000,1.496071461,3.575994516,0.972601784,3.987945236,chair_twohand_endpoint_se3_contact_refined
144,5.958333,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.527678658,3.621884168,0.978386404,4.122448532,chair_twohand_endpoint_se3_contact_refined
145,6.000000,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.612704176,3.967596163,0.987239273,4.542749662,chair_twohand_endpoint_se3_boundary_freeze_suffix
146,6.041667,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.694099188,4.322668251,1.001697156,4.906761250,chair_twohand_endpoint_se3_boundary_freeze_suffix
147,6.083333,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.751171116,4.588330336,1.014614900,5.134628329,chair_twohand_endpoint_se3_boundary_freeze_suffix
148,6.125000,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.791907295,4.761091543,1.024455896,5.316484040,chair_twohand_endpoint_se3_boundary_freeze_suffix
149,6.166667,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.828537261,4.866851509,1.033239557,5.543048739,chair_twohand_endpoint_se3_boundary_freeze_suffix
150,6.208333,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.861602586,4.955457613,1.041748564,5.781835023,chair_twohand_endpoint_se3_boundary_freeze_suffix
151,6.250000,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.879341433,5.006349892,1.046664504,5.911511880,chair_twohand_endpoint_se3_boundary_freeze_suffix
152,6.291667,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.885006124,5.030149626,1.048453930,5.948526424,chair_twohand_endpoint_se3_boundary_freeze_suffix
153,6.333333,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.888960122,5.046603058,1.049699137,5.976252305,chair_twohand_endpoint_se3_boundary_freeze_suffix
154,6.375000,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.893269258,5.065753142,1.051020623,6.002731586,chair_twohand_endpoint_se3_boundary_freeze_suffix
155,6.416667,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.893244230,5.063548504,1.051084718,6.005492585,chair_twohand_endpoint_se3_boundary_freeze_suffix
156,6.458333,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.889916487,5.051113904,1.050083236,5.991466605,chair_twohand_endpoint_se3_boundary_freeze_suffix
157,6.500000,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.881436163,5.023424398,1.047610153,5.938715773,chair_twohand_endpoint_se3_boundary_freeze_suffix
158,6.541667,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.867277595,4.982732317,1.043715166,5.853078100,chair_twohand_endpoint_se3_boundary_freeze_suffix
159,6.583333,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.795861704,4.765912321,1.024378213,5.546986775,chair_twohand_endpoint_se3_boundary_freeze_suffix
160,6.625000,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.894522618,4.978017705,1.058428734,6.119774990,chair_twohand_endpoint_se3_boundary_freeze_suffix
161,6.666667,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.837270419,4.415064309,1.059193015,7.510614006,chair_twohand_endpoint_se3_boundary_freeze_suffix
162,6.708333,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.755429148,3.770128193,1.048337770,8.939727196,chair_twohand_endpoint_se3_boundary_freeze_suffix
163,6.750000,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.702915137,3.705231676,1.040748633,8.417674351,chair_twohand_endpoint_se3_boundary_freeze_suffix
164,6.791667,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.636285381,3.616316586,1.035843265,8.299933331,chair_twohand_endpoint_se3_boundary_freeze_suffix
165,6.833333,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.549680981,3.517431242,1.033687797,8.194628837,chair_twohand_endpoint_se3_boundary_freeze_suffix
166,6.875000,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.448754169,3.391544846,1.038771647,8.158077214,chair_twohand_endpoint_se3_boundary_freeze_suffix
167,6.916667,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.368103323,3.233099453,1.049944533,8.161849146,chair_twohand_endpoint_se3_boundary_freeze_suffix
168,6.958333,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.312019462,3.106584586,1.062116004,8.242489207,chair_twohand_endpoint_se3_boundary_freeze_suffix
169,7.000000,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.302813919,3.093961151,1.064827338,8.348246995,chair_twohand_endpoint_se3_boundary_freeze_suffix
170,7.041667,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.343589258,3.159138794,1.055110533,8.388827408,chair_twohand_endpoint_se3_boundary_freeze_suffix
171,7.083333,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.366553082,3.165330121,1.050693616,8.402817377,chair_twohand_endpoint_se3_boundary_freeze_suffix
172,7.125000,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.355345420,3.180192487,1.052713465,8.436927246,chair_twohand_endpoint_se3_boundary_freeze_suffix
173,7.166667,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.331829195,3.234628073,1.058800207,8.466767684,chair_twohand_endpoint_se3_boundary_freeze_suffix
174,7.208333,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.341296128,3.310404408,1.057675928,8.435948405,chair_twohand_endpoint_se3_boundary_freeze_suffix
175,7.250000,-0.667300210,0.888139377,4.810930101,0.679357221,0.280958430,-0.245200711,0.631991090,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.335890948,3.301470775,1.059171503,8.416681376,chair_twohand_endpoint_se3_boundary_freeze_suffix
