frame,time,E_total,E_2d,E_depth,E_visual,E_mask,E_contact,E_audio,E_support,E_smooth,E_temporal,E_static,E_penetration,E_prior,E_reg,vlm_contact_gate,vlm_anchor_gate,contact_active,static_active,failure_label,contact_state,visibility_state,source
1,0.000000,15.271363055,13.197183189,1.961772884,13.197183189,0.000000000,,,1.961772884,,,,,0.112406982,0.112406982,not_evaluated,not_evaluated,0,,,0,,non_invasive_loss_audit_from_generic_outputs
2,0.041667,14.663189572,12.718942333,1.769900046,12.718942333,0.000000000,,,1.769900046,0.000000000,0.000000000,,,0.174347193,0.174347193,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
3,0.083333,14.244672225,12.136248285,1.868708918,12.136248285,0.000000000,,,1.868708918,0.000000000,0.000000000,,,0.239715022,0.239715022,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
4,0.125000,13.871539720,11.531664342,2.039173301,11.531664342,0.000000000,,,2.039173301,0.000000000,0.000000000,,,0.300702077,0.300702077,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
5,0.166667,15.206444536,11.567390439,3.287858025,11.567390439,0.000000000,,0.000000000,3.287858025,0.000000000,0.000000000,,,0.351196072,0.351196072,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
6,0.208333,23.515458084,15.617706416,7.500147457,15.617706416,0.000000000,,,7.500147457,0.000000000,0.000000000,,,0.397604211,0.397604211,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
7,0.250000,24.231588157,15.902996781,7.986578478,15.902996781,0.000000000,,,7.986578478,0.000000000,0.000000000,,,0.342012898,0.342012898,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
8,0.291667,26.556973188,17.119185233,9.025572846,17.119185233,0.000000000,,,9.025572846,0.000000000,0.000000000,,,0.412215109,0.412215109,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
9,0.333333,28.798316042,18.333953072,9.957641825,18.333953072,0.000000000,,,9.957641825,0.000000000,0.000000000,,,0.506721145,0.506721145,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
10,0.375000,30.626141586,19.372197354,10.660536890,19.372197354,0.000000000,,,10.660536890,0.000000000,0.000000000,,,0.593407342,0.593407342,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
11,0.416667,31.940907236,20.125806879,11.156778768,20.125806879,0.000000000,,,11.156778768,0.000000000,0.000000000,,,0.658321589,0.658321589,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
12,0.458333,32.843809159,20.622949699,11.547088202,20.622949699,0.000000000,,,11.547088202,0.000000000,0.000000000,,,0.673771258,0.673771258,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
13,0.500000,33.160288401,20.766187275,11.700231785,20.766187275,0.000000000,,,11.700231785,0.000000000,0.000000000,,,0.693869341,0.693869341,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
14,0.541667,33.058611704,20.745195209,11.693566884,20.745195209,0.000000000,,,11.693566884,0.000000000,0.000000000,,,0.619849611,0.619849611,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
15,0.583333,32.841037549,20.666134272,11.667914023,20.666134272,0.000000000,,,11.667914023,0.000000000,0.000000000,,,0.506989254,0.506989254,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
16,0.625000,32.972230439,20.750818488,11.705888455,20.750818488,0.000000000,,,11.705888455,0.000000000,0.000000000,,,0.515523496,0.515523496,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
17,0.666667,33.138966565,20.913218032,11.737309363,20.913218032,0.000000000,,,11.737309363,0.000000000,0.000000000,,,0.488439170,0.488439170,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
18,0.708333,33.125889960,20.955956209,11.674743703,20.955956209,0.000000000,,,11.674743703,0.000000000,0.000000000,,,0.495190048,0.495190048,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
19,0.750000,33.004004138,21.240046035,11.225839675,21.240046035,0.000000000,,,11.225839675,0.000000000,0.000000000,,,0.538118428,0.538118428,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
20,0.791667,32.424108245,20.843339328,11.023461488,20.843339328,0.000000000,0.000000000,,11.023461488,0.000000000,0.000000000,,,0.557307429,0.557307429,not_evaluated,not_evaluated,1,,,1,,non_invasive_loss_audit_from_generic_outputs
21,0.833333,39.951711124,32.483435002,6.722999478,32.483435002,0.000000000,0.000000000,,6.722999478,0.000015274,0.000015274,,,0.745261370,0.745261370,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
22,0.875000,40.753521047,34.162046094,6.083708970,34.162046094,0.000000000,0.000000000,,6.083708970,0.000021019,0.000021019,,,0.507744964,0.507744964,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
23,0.916667,32.197735582,22.467809499,9.361694445,22.467809499,0.000000000,0.000000000,,9.361694445,0.000026708,0.000026708,,,0.368204930,0.368204930,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
24,0.958333,30.046737906,21.436643029,8.371541337,21.436643029,0.000000000,0.000000000,,8.371541337,0.000022251,0.000022251,,,0.238531289,0.238531289,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
25,1.000000,29.366767038,22.758689256,6.441508651,22.758689256,0.000000000,0.000000000,,6.441508651,0.000030170,0.000030170,,,0.166538961,0.166538961,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
26,1.041667,27.320804836,20.783368869,6.385241550,20.783368869,0.000000000,0.000000000,,6.385241550,0.000049017,0.000049017,,,0.152145400,0.152145400,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
27,1.083333,32.196484072,23.966183298,8.050529411,23.966183298,0.000000000,0.000000000,,8.050529411,0.000136401,0.000136401,,,0.179634962,0.179634962,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
28,1.125000,25.836922391,17.612281582,7.971417118,17.612281582,0.000000000,0.000000000,0.000000000,7.971417118,0.000199819,0.000199819,,,0.253023872,0.253023872,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
29,1.166667,20.786325620,12.440751226,7.919950592,12.440751226,0.000000000,0.000000000,,7.919950592,0.000172015,0.000172015,,,0.425451787,0.425451787,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
30,1.208333,18.446943186,10.466258526,7.576570592,10.466258526,0.000000000,0.000000000,,7.576570592,0.000207185,0.000207185,,,0.403906883,0.403906883,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
31,1.250000,20.444749455,11.798972232,8.117610910,11.798972232,0.000000000,0.000000000,,8.117610910,0.000248866,0.000248866,,,0.527917447,0.527917447,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
32,1.291667,30.129914444,17.719212136,11.795188996,17.719212136,0.000000000,0.000000000,,11.795188996,0.000300039,0.000300039,,,0.615213273,0.615213273,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
33,1.333333,25.763304186,17.706146183,7.380742651,17.706146183,0.000000000,0.000000000,,7.380742651,0.000359784,0.000359784,,,0.676055568,0.676055568,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
34,1.375000,31.682281569,24.236793372,6.730568212,24.236793372,0.000000000,0.000000000,,6.730568212,0.000413930,0.000413930,,,0.714506055,0.714506055,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
35,1.416667,34.648362404,24.447687279,9.454073259,24.447687279,0.000000000,0.000000000,,9.454073259,0.000499297,0.000499297,,,0.746102569,0.746102569,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
36,1.458333,58.406103256,37.773679749,19.999841245,37.773679749,0.000000000,0.000000000,,19.999841245,0.000669809,0.000669809,,,0.631912453,0.631912453,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
37,1.500000,45.623114719,30.936409440,14.152781793,30.936409440,0.000000000,0.000000000,,14.152781793,0.000698010,0.000698010,,,0.533225476,0.533225476,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
38,1.541667,32.855682505,26.384506283,5.968625580,26.384506283,0.000000000,0.000000000,,5.968625580,0.000767781,0.000767781,,,0.501782861,0.501782861,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
39,1.583333,32.120595373,28.153613779,3.423057752,28.153613779,0.000000000,0.000000000,,3.423057752,0.000851704,0.000851704,,,0.543072138,0.543072138,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
40,1.625000,33.866029767,28.712817329,4.440441196,28.712817329,0.000000000,0.000000000,,4.440441196,0.000919192,0.000919192,,,0.711852050,0.711852050,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
41,1.666667,39.177038430,33.398203952,5.034011176,33.398203952,0.000000000,0.000000000,,5.034011176,0.001036001,0.001036001,,,0.743787301,0.743787301,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
42,1.708333,23.705959664,17.968284781,5.040895567,17.968284781,0.000000000,0.000000000,,5.040895567,0.000996705,0.000996705,,,0.695782611,0.695782611,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
43,1.750000,24.976676369,19.010464435,5.335675801,19.010464435,0.000000000,0.000000000,,5.335675801,0.000951646,0.000951646,,,0.629584487,0.629584487,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
44,1.791667,38.817781947,32.592489463,5.871270436,32.592489463,0.000000000,0.000000000,,5.871270436,0.000895763,0.000895763,,,0.353126285,0.353126285,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
45,1.833333,69.835678160,63.116213854,6.438078044,63.116213854,0.000000000,0.000000000,,6.438078044,0.000844424,0.000844424,,,0.280541838,0.280541838,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
46,1.875000,68.447016171,60.673648511,7.526711485,60.673648511,0.000000000,0.000000000,,7.526711485,0.000712449,0.000712449,,,0.245943726,0.245943726,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
47,1.916667,53.803127851,46.525023330,7.007263418,46.525023330,0.000000000,0.000000000,,7.007263418,0.000595484,0.000595484,,,0.270245619,0.270245619,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
48,1.958333,36.533788538,30.129613929,6.001076771,30.129613929,0.000000000,0.000000000,,6.001076771,0.000466438,0.000466438,,,0.402631400,0.402631400,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
49,2.000000,35.735709043,29.303063464,5.997263161,29.303063464,0.000000000,0.000000000,,5.997263161,0.000271931,0.000271931,,,0.435110487,0.435110487,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
50,2.041667,53.489334692,45.470044993,7.552907237,45.470044993,0.000000000,0.000000000,,7.552907237,0.000181606,0.000181606,,,0.466200856,0.466200856,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
51,2.083333,64.708078326,56.040202978,8.229645785,56.040202978,0.000000000,0.000000000,,8.229645785,0.000130032,0.000130032,,,0.438099531,0.438099531,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
52,2.125000,60.206387444,52.285805359,7.493581071,52.285805359,0.000000000,0.000000000,,7.493581071,0.000163943,0.000163943,,,0.426837071,0.426837071,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
53,2.166667,59.915635438,52.272891702,7.152391621,52.272891702,0.000000000,0.000000000,,7.152391621,0.000089799,0.000089799,,,0.490262316,0.490262316,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
54,2.208333,67.135069441,59.517311301,7.137891469,59.517311301,0.000000000,0.000000000,,7.137891469,0.000034269,0.000034269,,,0.479832402,0.479832402,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
55,2.250000,37.323475068,30.019799283,6.873022436,30.019799283,0.000000000,0.000000000,,6.873022436,0.000022286,0.000022286,,,0.430631063,0.430631063,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
56,2.291667,35.536151655,28.016590405,7.064171812,28.016590405,0.000000000,0.000000000,,7.064171812,0.000066268,0.000066268,,,0.455323170,0.455323170,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
57,2.333333,25.672347439,18.449632893,6.808944279,18.449632893,0.000000000,0.000000000,,6.808944279,0.000247338,0.000247338,,,0.413522929,0.413522929,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
58,2.375000,43.987360722,35.640668405,7.979993626,35.640668405,0.000000000,0.000000000,,7.979993626,0.000355458,0.000355458,,,0.366343233,0.366343233,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
59,2.416667,40.790811116,32.960579446,7.556697665,32.960579446,0.000000000,0.000000000,,7.556697665,0.000309514,0.000309514,,,0.273224491,0.273224491,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
60,2.458333,64.704925189,56.929373808,7.403603485,56.929373808,0.000000000,0.000000000,,7.403603485,0.000180834,0.000180834,,,0.371767062,0.371767062,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
61,2.500000,34.911574243,28.147985783,6.335323453,28.147985783,0.000000000,0.000000000,,6.335323453,0.000234432,0.000234432,,,0.428030575,0.428030575,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
62,2.541667,34.038579992,27.569509309,5.992368199,27.569509309,0.000000000,0.000000000,,5.992368199,0.000199771,0.000199771,,,0.476502713,0.476502713,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
63,2.583333,25.504305887,19.974206271,4.950824189,19.974206271,0.000000000,0.000000000,,4.950824189,0.000170471,0.000170471,,,0.579104956,0.579104956,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
64,2.625000,27.985728375,20.783007285,6.462807835,20.783007285,0.000000000,0.000000000,0.000000000,6.462807835,0.000120469,0.000120469,,,0.739792786,0.739792786,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
65,2.666667,23.885108220,15.843104552,7.117752041,15.843104552,0.000000000,0.000000000,,7.117752041,0.000150131,0.000150131,,,0.924101496,0.924101496,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
66,2.708333,31.870434254,20.215270178,10.637082309,20.215270178,0.000000000,0.000000000,,10.637082309,0.000162864,0.000162864,,,1.017918903,1.017918903,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
67,2.750000,30.337465856,18.918686940,10.401475110,18.918686940,0.000000000,0.000000000,,10.401475110,0.000335318,0.000335318,,,1.016968488,1.016968488,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
