frame,time,left_detected,left_wrist_x,left_wrist_y,left_wrist_z,left_palm_x,left_palm_y,left_palm_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z,left_index_tip_x,left_index_tip_y,left_index_tip_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,left_ring_tip_x,left_ring_tip_y,left_ring_tip_z,left_pinky_tip_x,left_pinky_tip_y,left_pinky_tip_z,right_detected,right_wrist_x,right_wrist_y,right_wrist_z,right_palm_x,right_palm_y,right_palm_z,right_thumb_tip_x,right_thumb_tip_y,right_thumb_tip_z,right_index_tip_x,right_index_tip_y,right_index_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,right_ring_tip_x,right_ring_tip_y,right_ring_tip_z,right_pinky_tip_x,right_pinky_tip_y,right_pinky_tip_z
38,1.583333,1,0.321766,0.034240,4.015953,0.295253,0.099232,4.013482,0.320222,0.146017,3.959039,0.318692,0.184167,3.978915,0.327733,0.183637,3.994167,0.331758,0.175626,4.010460,0.329390,0.159481,4.029522,1,-0.258341,0.207865,3.713106,-0.288702,0.237276,3.672542,-0.203086,0.272892,3.629168,-0.302413,0.305816,3.606442,-0.320643,0.319038,3.624672,-0.327823,0.318855,3.648603,-0.328228,0.304539,3.683107
39,1.625000,1,0.332811,0.038515,4.017663,0.305504,0.103062,4.016241,0.330831,0.149259,3.960746,0.329350,0.187493,3.981618,0.339039,0.186714,3.997559,0.343045,0.178908,4.013962,0.340141,0.162979,4.033180,1,-0.272870,0.162748,3.694357,-0.303071,0.196485,3.658903,-0.214334,0.231257,3.613944,-0.319256,0.252518,3.581566,-0.339863,0.268215,3.601702,-0.346255,0.272147,3.626499,-0.345861,0.262514,3.662021
40,1.666667,1,0.341054,0.043623,4.023431,0.313122,0.107506,4.020537,0.338501,0.153721,3.965345,0.337519,0.191426,3.986501,0.347656,0.190450,4.002875,0.351455,0.182961,4.019285,0.348019,0.167183,4.038366,1,-0.285030,0.111700,3.684635,-0.315361,0.150133,3.645488,-0.224648,0.183703,3.600155,-0.329779,0.194839,3.558703,-0.354679,0.212092,3.579024,-0.361813,0.219813,3.604208,-0.360550,0.215027,3.640778
41,1.708333,1,0.345565,0.048644,4.033031,0.316941,0.111931,4.025858,0.341703,0.158938,3.972378,0.341778,0.195526,3.993124,0.352191,0.194339,4.009460,0.355764,0.187096,4.025667,0.352090,0.171350,4.044360,1,-0.294653,0.062749,3.684366,-0.323212,0.106427,3.634589,-0.233030,0.138722,3.589806,-0.329294,0.141914,3.540673,-0.360762,0.158685,3.558376,-0.371053,0.169618,3.583682,-0.369705,0.170064,3.621306
42,1.750000,1,0.344200,0.052992,4.032641,0.316653,0.115877,4.031476,0.340383,0.163816,3.979717,0.341456,0.199454,4.000042,0.352269,0.198056,4.015976,0.355811,0.190899,4.031906,0.352296,0.175118,4.050299,1,-0.302668,0.030750,3.677247,-0.326802,0.071840,3.626512,-0.239629,0.104444,3.583953,-0.319478,0.100189,3.528511,-0.357608,0.114425,3.540734,-0.373640,0.127533,3.565427,-0.373917,0.133057,3.603395
43,1.791667,1,0.338934,0.056358,4.039794,0.312568,0.119057,4.036675,0.335465,0.167515,3.985549,0.336992,0.202840,4.005992,0.348429,0.201187,4.021380,0.352183,0.193934,4.037127,0.349031,0.178126,4.055468,1,-0.310837,0.011382,3.681239,-0.327945,0.052563,3.621931,-0.245340,0.087099,3.582262,-0.308014,0.077075,3.523991,-0.349665,0.088266,3.529845,-0.371278,0.101960,3.553032,-0.374404,0.110482,3.590121
44,1.833333,1,0.331252,0.057818,4.047460,0.305173,0.121385,4.040595,0.327784,0.170014,3.989249,0.329297,0.205534,4.010342,0.341431,0.203484,4.025124,0.345525,0.195919,4.040745,0.342687,0.180022,4.059060,1,-0.315938,0.012338,3.684337,-0.328661,0.054791,3.621973,-0.251515,0.090953,3.583017,-0.304483,0.081308,3.528289,-0.344091,0.091115,3.530314,-0.366469,0.103563,3.551994,-0.371652,0.111155,3.587478
45,1.875000,1,0.320881,0.059578,4.044690,0.295005,0.122985,4.042421,0.317701,0.171712,3.990920,0.318935,0.207770,4.012731,0.331664,0.205303,4.026851,0.336102,0.197207,4.042235,0.333498,0.180951,4.060238,1,-0.315097,0.035370,3.676475,-0.329044,0.080909,3.626891,-0.257453,0.116918,3.585603,-0.311146,0.116357,3.540569,-0.343419,0.127082,3.542964,-0.360784,0.136902,3.564366,-0.365831,0.139843,3.598515
46,1.916667,1,0.306750,0.059507,4.045107,0.282836,0.124071,4.042106,0.305549,0.172969,3.991423,0.306345,0.209838,4.013189,0.319449,0.207252,4.026618,0.324194,0.198491,4.041603,0.321908,0.181479,4.058890,1,-0.310716,0.076665,3.674495,-0.325825,0.125288,3.635169,-0.257798,0.160722,3.593282,-0.316093,0.173764,3.557866,-0.340811,0.186006,3.562644,-0.352590,0.192842,3.585131,-0.356781,0.189733,3.618515
47,1.958333,1,0.289687,0.060410,4.037686,0.269866,0.124750,4.040633,0.292198,0.173999,3.992106,0.292531,0.211722,4.012487,0.305673,0.209506,4.025258,0.310629,0.200130,4.039840,0.308871,0.182091,4.056173,1,-0.301621,0.136077,3.676134,-0.315673,0.176850,3.646200,-0.247648,0.213928,3.610724,-0.306476,0.238487,3.579125,-0.328208,0.250814,3.585470,-0.338535,0.254649,3.609096,-0.343299,0.246001,3.641396
