frame,time,object_x,object_y,object_z,surface_x,surface_y,surface_z,dist_cm,contact,contact_part,contact_region,vertex_index
225,9.333333,-0.651957,0.832684,6.108920,-0.946223,0.931533,6.272009,35.1,0,right_foot,right_foot_toe,8463
226,9.375000,-0.659918,0.817310,6.106166,-0.785970,0.923603,6.422115,35.6,0,left_foot,left_foot_toe,5769
227,9.416667,-0.674915,0.795458,6.106180,-0.787087,0.924177,6.420957,35.8,0,left_foot,left_foot_toe,5769
228,9.458333,-0.686549,0.788435,6.107712,-0.787790,0.924716,6.413516,35.0,0,left_foot,left_foot_toe,5769
229,9.500000,-0.691512,0.787699,6.109868,-0.786488,0.924927,6.412754,34.6,0,left_foot,left_foot_toe,5769
230,9.541667,-0.699747,0.796243,6.112056,-0.788648,0.926218,6.416328,34.3,0,left_foot,left_foot_toe,5769
231,9.583333,-0.707916,0.797802,6.113923,-0.791285,0.926445,6.418018,34.1,0,left_foot,left_foot_toe,5769
232,9.625000,-0.720603,0.795544,6.115299,-0.793919,0.927674,6.421017,34.1,0,left_foot,left_foot_toe,5769
233,9.666667,-0.727592,0.796042,6.116134,-0.791943,0.927465,6.426624,34.3,0,left_foot,left_foot_toe,5769
234,9.708333,-0.739220,0.796678,6.116460,-0.793866,0.928009,6.432447,34.7,0,left_foot,left_foot_toe,5769
235,9.750000,-0.749508,0.795717,6.116349,-0.794436,0.929339,6.432441,34.6,0,left_foot,left_foot_toe,5769
236,9.791667,-0.758594,0.796279,6.115891,-0.794112,0.930162,6.430749,34.4,0,left_foot,left_foot_toe,5769
237,9.833333,-0.766139,0.795908,6.115175,-0.794934,0.930573,6.423118,33.7,0,left_foot,left_foot_toe,5769
238,9.875000,-0.772517,0.798654,6.114283,-0.796103,0.932120,6.416327,33.1,0,left_foot,left_foot_toe,5769
239,9.916667,-0.775384,0.800435,6.113279,-0.795845,0.931360,6.414953,32.9,0,left_foot,left_foot_toe,5769
240,9.958333,-0.782934,0.804868,6.112212,-0.799225,0.933348,6.409635,32.4,0,left_foot,left_foot_toe,5769
241,10.000000,-0.789571,0.808244,6.111117,-0.802806,0.936591,6.405684,32.2,0,left_foot,left_foot_toe,5769
242,10.041667,-0.797614,0.809354,6.110014,-0.807335,0.938721,6.406229,32.3,0,left_foot,left_foot_toe,5769
