case,method,result_name,result_dir,method_status,audio,vlm,llm,ablation_flags,actual_vlm_mode,actual_llm_mode,actual_ablation_flags,method_manifest_valid,method_manifest_mismatch_reason,pose_sha256,same_pose_as_baseline,metrics_identical_to_baseline,overlay_hard_score,overlay_hard_metric_source,contact_gap_mm,contact_proxy,contact_proxy_source,part_correct_ratio,penetration_frame_ratio,penetration_depth_max_mm,floating_rate,tradeoff_score,object_jerk,translation_spike_count,rotation_spike_count,event_aligned_spike_count,non_event_spike_count,high_speed_recall,oversmooth_rate,contact_ratio_audio_windows,jump_count,static_tail_drift_m,gate_impact_status,gate_timeline_source,gate_event_count,gate_active_count,gate_reject_unclear_count,stage_residual_reweight_count,optimizer_reoptimized_frames,optimizer_reweighted_frames,anchor_update_allowed_count,anchor_update_blocked_count,freeze_interpolation_frames,pose_delta_translation_mean_m,pose_delta_translation_max_m,pose_delta_rotation_mean_rad,pose_delta_rotation_max_rad,final_pass
volleyball,full,volleyball_full,samples_known_object/13_volleyball/results/volleyball_full,ok,True,qwen,none,,qwen,none,,True,,c354df4019c3a7eb7e3cdf7a8a3a10c31b734840b7413da2084acfe5aba76078,True,True,0.7050749320001569,generated_eval_proxy_render_mask_iou,22.513902551134322,0.637450883108109,object_or_hoi_contact_pairs_mean_surface_gap:contact_gap_mm_exp_decay_sigma_50,,,,,0.7984052123502884,,12,0,0,12,,,,,,partial:missing_optimizer_decisions|missing_physical_smooth_residuals|missing_object_pose_pre_smooth,frame_timeline,25,25,11,1,0,0,69,171,0,,,,,True
volleyball,no_audio,volleyball_no_audio,samples_known_object/13_volleyball/results/volleyball_no_audio,ok,False,qwen,none,disable_audio_events,qwen,none,disable_audio_events,True,,92b5d81050797beaec083e951170b8280cf14d9b882465c85001ed7d691682a1,False,False,0.6990558956647319,generated_eval_proxy_render_mask_iou,22.37994427547273,0.6391610093632244,object_or_hoi_contact_pairs_mean_surface_gap:contact_gap_mm_exp_decay_sigma_50,,,,,0.7994754588874035,,12,0,0,12,,,,,,partial:missing_optimizer_decisions|missing_physical_smooth_residuals|missing_object_pose_pre_smooth,stage_audit_fallback,13,0,0,0,0,0,19,190,0,,,,,True
volleyball,no_vlm,volleyball_no_vlm,samples_known_object/13_volleyball/results/volleyball_no_vlm,ok,True,none,none,disable_vlm_semantic_evidence,none,none,disable_vlm_semantic_evidence,True,,c79aefaa184579eda342e440dc37168e6523a657c9679d15761b300d108ba83b,False,False,0.4305431623742036,generated_eval_proxy_render_mask_iou,141.11437713216333,0.059469747408869726,object_or_hoi_contact_pairs_mean_surface_gap:contact_gap_mm_exp_decay_sigma_50,,,,,0.24386419870261752,,12,0,0,12,,,,,,disabled_by_ablation,disabled_by_ablation,0,0,0,0,0,0,63,157,0,,,,,False
