frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,global_z_ref,contact_depth_gap,audio_support,audio_anchor,audio_event_type
1,0.000000,-0.363934,0.097806,3.816987,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,514.076,390.355,46.265,514.076,390.355,46.283,436.638,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,-0.053659,3.667256,3.785491,0.140424,0.000000,0,
2,0.041667,-0.358907,0.056636,3.745388,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,513.419,378.239,46.539,513.419,378.239,47.193,425.432,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,-0.054241,3.663545,3.778696,0.070756,0.000000,0,
3,0.083333,-0.349072,0.033956,3.674748,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,514.522,375.839,46.553,514.522,375.839,48.145,423.984,668.476,floor,ball_contact_events,0.617236,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,-0.050013,3.660486,3.771901,0.000000,0.000000,0,
4,0.125000,-0.345812,0.017116,3.701584,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,516.141,378.446,45.554,516.141,378.446,47.856,426.302,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,-0.037309,3.669440,3.765106,0.013132,0.000000,0,
5,0.166667,-0.338151,0.025739,3.727141,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,519.269,393.824,47.204,519.269,393.824,47.604,441.428,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,-0.009671,3.685719,3.758312,0.016303,0.000000,0,
6,0.208333,-0.331686,0.058139,3.749849,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.670,420.095,48.281,521.670,420.095,47.402,467.497,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.032352,3.706092,3.751517,0.011725,0.000000,0,
7,0.250000,-0.327536,0.130485,3.769017,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.923,462.126,51.399,522.923,462.126,47.247,509.373,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.089653,3.749129,3.744722,-0.019092,0.000000,0,
8,0.291667,-0.320696,0.233434,3.784422,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,524.976,514.434,45.820,524.976,514.434,47.128,561.562,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.131219,3.786225,3.737927,-0.046798,0.474190,0,
9,0.333333,-0.307239,0.389156,3.791240,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,529.148,583.961,45.684,529.148,583.961,47.092,631.053,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.158073,3.815989,3.731133,-0.073685,0.711285,0,
10,0.375000,-0.304546,0.424827,3.785370,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,528.421,601.546,46.220,528.421,601.546,47.177,648.723,668.476,floor,ball_contact_events,0.617236,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.168980,3.840481,3.724338,-0.104889,0.948379,0,bounce
11,0.416667,-0.300832,0.319251,3.769467,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.462,557.767,44.654,527.462,557.767,47.344,605.111,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.165606,3.852963,3.717543,-0.130593,0.711285,0,
12,0.458333,-0.290170,0.237254,3.757012,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,529.070,517.332,45.213,529.070,517.332,47.429,564.761,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.148050,3.847499,3.710748,-0.131825,0.474190,0,
13,0.500000,-0.291510,0.187030,3.746221,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,525.838,485.698,45.350,525.838,485.698,47.468,533.166,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.114402,3.813038,3.703954,-0.100402,0.000000,0,
14,0.541667,-0.283651,0.154422,3.736132,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,526.331,459.700,45.746,526.331,459.700,47.490,507.190,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.071484,3.785596,3.697159,-0.074617,0.000000,0,
15,0.583333,-0.274386,0.132517,3.728264,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.823,438.871,45.256,527.823,438.871,47.490,486.361,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.038150,3.755041,3.690364,-0.044138,0.000000,0,
16,0.625000,-0.272298,0.116183,3.723845,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.348,423.359,46.477,527.348,423.359,47.472,470.831,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.020730,3.729562,3.683569,-0.017226,0.000000,0,
17,0.666667,-0.267275,0.108873,3.723462,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,529.287,416.293,46.884,529.287,416.293,47.441,463.734,668.476,floor,ball_contact_events,0.617236,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.020257,3.714808,3.676775,0.000000,0.000000,0,
18,0.708333,-0.265634,0.107791,3.706698,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,530.680,417.553,45.717,530.680,417.553,47.663,465.216,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.043412,3.699178,3.669980,-0.001695,0.000000,0,
19,0.750000,-0.263287,0.132298,3.693632,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.560,433.814,46.570,533.560,433.814,47.877,481.691,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.088233,3.699030,3.663185,-0.018113,0.000000,0,
20,0.791667,-0.268645,0.231123,3.683320,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,534.040,482.778,45.025,534.040,482.778,48.081,530.859,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.150929,3.711479,3.656390,-0.046148,0.000000,0,
21,0.833333,-0.272255,0.351198,3.674209,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,535.175,540.956,45.027,535.175,540.956,48.275,589.231,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.199159,3.735127,3.649596,-0.084527,0.500000,0,
22,0.875000,-0.267195,0.488654,3.666335,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,539.066,604.311,44.511,539.066,604.311,48.441,652.752,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.231528,3.730947,3.642801,-0.092876,0.750000,0,
23,0.916667,-0.270689,0.470701,3.660185,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,538.213,600.868,43.369,538.213,600.868,48.559,649.427,668.476,floor,ball_contact_events,0.617236,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.243225,3.729294,3.636006,-0.100084,1.000000,0,bounce
24,0.958333,-0.279249,0.337050,3.656863,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.800,545.411,45.441,533.800,545.411,48.609,594.020,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.234850,3.714227,3.629212,-0.088722,0.750000,0,
