frame,u_obs,v_obs,u_reproj,v_reproj,error_u,error_v,error_px
1,823.192,495.173,823.191,495.172,-0.001032,-0.000637,0.001213
2,822.802,495.468,822.803,495.469,0.001009,0.000613,0.001180
3,822.741,495.758,822.741,495.758,0.000020,0.000005,0.000021
4,822.959,496.168,822.959,496.168,-0.000011,0.000068,0.000068
5,822.968,496.734,822.968,496.732,-0.000064,-0.002291,0.002292
6,822.468,495.950,822.467,495.957,-0.001336,0.007345,0.007465
7,822.656,496.749,822.660,547.159,0.003938,50.410491,50.410491
8,822.002,495.446,821.998,495.452,-0.004440,0.006040,0.007497
9,821.777,495.450,821.778,495.449,0.001390,-0.001226,0.001853
10,821.462,495.870,821.462,495.870,-0.000004,-0.000124,0.000124
11,821.402,496.074,821.402,496.074,0.000094,0.000236,0.000254
12,822.043,497.818,822.043,497.818,-0.000078,-0.000157,0.000175
13,821.976,498.228,821.976,498.228,-0.000084,-0.000142,0.000165
14,821.317,497.497,821.317,497.497,0.000179,0.000307,0.000355
15,821.898,498.714,821.898,498.714,-0.000111,-0.000219,0.000246
16,821.916,498.726,821.916,498.726,0.000012,0.000073,0.000074
17,821.839,498.869,821.839,498.869,0.000022,-0.000003,0.000022
18,821.884,498.969,821.884,498.969,-0.000010,-0.000009,0.000014
19,821.812,498.904,821.812,498.902,-0.000007,-0.002433,0.002433
20,821.604,498.723,821.603,498.732,-0.000815,0.009012,0.009049
21,821.387,498.902,821.389,552.218,0.002395,53.315733,53.315733
22,821.061,498.744,821.058,498.752,-0.002537,0.008425,0.008798
23,820.829,498.334,820.830,498.332,0.000785,-0.001885,0.002042
24,820.098,498.158,820.098,498.158,0.000024,-0.000041,0.000048
25,819.302,497.303,819.302,497.303,0.000014,0.000097,0.000098
26,818.432,495.612,818.432,495.612,-0.000116,-0.000357,0.000375
27,817.212,491.105,817.212,491.105,0.000201,0.000381,0.000431
28,817.551,488.495,817.551,488.495,-0.000121,-0.000109,0.000163
29,817.577,485.342,817.577,485.342,-0.000027,-0.000083,0.000087
30,817.699,481.255,817.699,481.255,0.000136,0.000078,0.000157
31,818.830,477.407,818.830,477.407,-0.000122,0.000033,0.000126
32,819.324,473.509,819.324,473.509,0.000057,-0.000072,0.000092
33,819.829,468.656,819.829,468.656,-0.000053,0.000018,0.000056
34,819.913,463.297,819.913,463.297,0.000111,0.000077,0.000135
35,820.139,457.534,820.139,457.534,-0.000151,-0.000253,0.000295
36,818.979,450.005,818.979,450.005,0.000104,0.000309,0.000327
37,817.763,444.134,817.763,444.134,-0.000093,-0.000185,0.000206
38,815.845,437.489,815.845,437.489,0.000118,0.000109,0.000161
39,814.333,431.135,814.333,431.135,-0.000107,-0.000068,0.000127
40,812.100,424.066,812.100,424.066,0.000057,-0.000025,0.000062
41,810.047,416.575,810.047,416.575,-0.000019,0.000058,0.000061
42,807.999,409.435,807.999,409.435,0.000018,-0.000037,0.000041
43,806.143,402.326,806.143,402.326,-0.000007,0.000026,0.000027
44,804.318,395.623,804.318,395.623,-0.000039,0.000051,0.000064
45,802.504,389.206,802.504,389.206,0.000104,-0.000175,0.000203
46,801.423,381.981,801.423,381.981,-0.000054,0.000447,0.000450
47,799.821,376.196,799.821,376.195,-0.000142,-0.000831,0.000843
48,797.478,365.561,797.478,365.561,0.000196,0.000459,0.000499
49,796.891,359.666,796.891,359.666,0.000029,0.000427,0.000428
50,796.806,359.336,796.806,359.336,-0.000195,-0.000386,0.000432
51,795.405,357.214,795.405,357.214,0.000165,-0.000296,0.000339
52,794.613,353.325,794.613,353.326,-0.000142,0.000604,0.000620
53,793.192,353.385,793.192,353.384,0.000150,-0.000560,0.000580
54,792.641,351.517,792.641,351.518,-0.000130,0.000525,0.000540
55,791.581,352.618,791.581,352.617,0.000124,-0.000522,0.000537
56,791.131,351.490,791.131,351.490,-0.000126,0.000478,0.000494
57,790.013,352.991,790.013,352.991,0.000113,-0.000441,0.000455
58,789.384,352.774,789.384,352.774,-0.000085,0.000455,0.000462
59,788.213,354.994,788.213,354.994,0.000075,-0.000492,0.000498
60,787.115,355.027,787.115,355.028,-0.000090,0.000516,0.000524
61,785.253,357.764,785.253,357.764,0.000076,-0.000426,0.000433
62,783.535,358.105,783.535,358.105,0.000017,0.000194,0.000195
63,781.400,359.205,781.400,359.205,-0.000093,-0.000022,0.000095
64,777.948,360.452,777.948,360.452,0.000030,-0.000001,0.000030
65,774.074,361.663,774.074,361.663,-0.000010,0.000032,0.000034
66,770.083,362.672,770.083,362.672,0.000060,-0.000135,0.000148
67,766.482,362.690,766.482,362.690,-0.000009,0.000159,0.000159
68,762.616,363.563,762.616,363.563,-0.000041,-0.000082,0.000092
69,758.001,364.038,758.001,364.038,-0.000031,0.000052,0.000060
70,752.951,364.467,752.951,364.467,0.000084,-0.000079,0.000116
71,748.377,364.194,748.377,364.194,0.000237,-0.000020,0.000238
72,743.546,364.113,743.545,364.113,-0.000841,0.000151,0.000855
73,733.087,365.510,733.088,365.510,0.000793,-0.000045,0.000794
74,728.084,366.718,728.084,366.718,-0.000148,-0.000100,0.000179
75,724.112,366.953,724.112,366.953,-0.000119,0.000042,0.000126
76,719.652,367.395,719.652,367.395,0.000042,0.000034,0.000055
77,715.510,368.411,715.510,368.411,0.000039,0.000010,0.000040
78,711.661,369.692,711.661,369.692,-0.000053,-0.000033,0.000063
79,707.323,370.732,707.323,370.732,-0.000003,-0.000021,0.000021
80,702.764,371.675,702.764,371.675,0.000034,0.000090,0.000096
81,698.315,373.082,698.315,373.082,-0.000044,-0.000092,0.000102
82,693.639,373.743,693.639,373.743,0.000073,0.000018,0.000075
83,689.271,374.264,689.271,374.264,-0.000040,-0.000005,0.000040
84,684.306,374.892,684.306,374.892,-0.000071,0.000092,0.000116
85,678.627,375.983,678.627,375.983,0.000143,-0.000156,0.000212
86,673.524,376.078,673.524,376.078,-0.000132,0.000108,0.000170
87,667.458,376.811,667.458,376.811,0.000044,0.000051,0.000067
88,661.509,377.687,661.509,377.687,0.000026,-0.000132,0.000135
89,655.880,377.208,655.880,377.208,0.000007,0.000007,0.000010
90,650.262,376.501,650.262,376.501,-0.000053,0.000079,0.000095
91,644.214,376.548,644.214,376.548,0.000044,-0.000007,0.000044
92,638.347,376.768,638.347,376.768,-0.000008,-0.000075,0.000075
93,632.397,376.711,632.397,376.711,-0.000027,0.000106,0.000109
94,626.264,377.421,626.264,377.421,0.000026,-0.000061,0.000066
95,620.383,377.833,620.383,377.833,-0.000012,-0.000029,0.000031
96,614.675,378.098,614.675,378.098,0.000019,0.000037,0.000042
97,609.295,378.938,609.295,378.938,-0.000003,0.000025,0.000025
98,604.016,380.334,604.016,380.334,-0.000017,0.000026,0.000031
99,598.667,381.773,598.667,381.773,-0.000004,-0.000123,0.000123
100,593.411,382.218,593.411,382.218,0.000044,0.000071,0.000084
101,588.487,383.102,588.487,383.102,0.000030,-0.000238,0.000240
102,583.244,384.432,583.244,384.433,-0.000202,0.000683,0.000712
103,576.427,391.005,576.427,391.004,0.000160,-0.000515,0.000539
104,570.841,393.893,570.841,393.893,0.000037,-0.000234,0.000237
105,566.066,394.517,566.066,394.518,-0.000062,0.000550,0.000554
106,560.946,399.014,560.946,399.014,-0.000015,-0.000300,0.000300
107,555.569,402.431,555.569,402.431,-0.000007,0.000084,0.000085
108,550.335,405.864,550.335,405.864,0.000069,-0.000162,0.000176
109,545.783,408.702,545.783,408.702,-0.000026,0.000305,0.000306
110,541.060,413.615,541.060,413.615,-0.000061,-0.000276,0.000282
111,535.844,417.097,535.844,417.097,0.000053,0.000128,0.000139
112,531.050,421.223,531.050,421.223,0.000010,0.000006,0.000012
113,526.525,425.471,526.525,425.471,-0.000021,-0.000062,0.000065
114,521.918,429.187,521.918,429.187,0.000025,-0.000014,0.000028
115,517.307,432.966,517.307,432.966,-0.000050,0.000160,0.000168
116,512.268,437.681,512.268,437.681,-0.000009,-0.000142,0.000143
117,507.401,440.950,507.401,440.950,0.000133,-0.000067,0.000149
118,503.492,443.289,503.492,443.289,-0.000147,0.000116,0.000187
119,498.612,446.586,498.612,446.586,0.000044,-0.000012,0.000045
120,493.823,450.363,493.823,450.363,0.000010,0.000029,0.000031
121,489.299,454.378,489.299,454.378,0.000000,-0.000074,0.000074
122,485.006,457.785,485.006,457.785,-0.000018,0.000057,0.000059
123,480.908,461.244,480.908,461.244,0.000035,-0.000065,0.000074
124,477.336,464.256,477.336,464.256,-0.000025,0.000069,0.000073
125,473.899,467.645,473.899,467.645,0.000017,-0.000043,0.000046
126,470.724,470.830,470.724,470.830,-0.000072,0.000054,0.000090
127,467.597,474.107,467.597,474.107,0.000144,-0.000072,0.000161
128,465.786,476.659,465.786,476.659,-0.000120,-0.000032,0.000124
129,463.602,479.145,463.602,479.145,0.000046,0.000167,0.000174
130,461.828,482.890,461.828,482.890,-0.000031,-0.000121,0.000125
131,460.306,485.768,460.306,485.768,0.000084,0.000001,0.000084
132,459.516,488.155,459.516,488.155,-0.000090,0.000076,0.000118
133,458.209,490.416,458.209,490.416,0.000014,-0.000193,0.000194
134,457.000,491.348,457.000,491.348,0.000029,0.000254,0.000255
135,456.205,493.743,456.205,493.743,-0.000001,-0.000161,0.000161
136,455.539,495.140,455.539,495.140,-0.000032,0.000043,0.000054
137,454.728,496.413,454.728,496.413,0.000052,-0.000019,0.000055
138,454.169,497.542,454.169,497.542,-0.000061,0.000034,0.000070
139,453.183,498.903,453.183,498.903,0.000037,-0.000010,0.000038
140,452.353,500.159,452.353,500.159,-0.000012,-0.000032,0.000035
141,451.501,501.183,451.501,501.183,0.000002,0.000069,0.000069
142,450.693,502.524,450.693,502.524,-0.000015,-0.000096,0.000097
143,449.957,503.290,449.957,503.290,0.000042,0.000064,0.000077
144,449.634,504.593,449.634,504.593,-0.000041,0.000042,0.000059
145,449.184,506.214,449.184,506.214,0.000019,-0.000106,0.000107
146,448.920,507.049,448.920,507.049,0.000005,0.000088,0.000088
147,448.764,508.204,448.764,508.202,-0.000008,-0.002200,0.002200
148,448.523,508.920,448.523,508.929,-0.000039,0.008686,0.008686
149,448.178,509.175,448.178,554.596,0.000101,45.420844,45.420844
150,447.805,508.941,447.805,508.950,-0.000091,0.008751,0.008752
151,447.732,508.930,447.732,508.928,0.000027,-0.002187,0.002187
152,447.637,509.045,447.637,509.045,0.000002,-0.000016,0.000016
153,447.565,509.146,447.565,509.146,-0.000000,0.000029,0.000029
154,447.515,509.416,447.515,509.416,0.000002,-0.000026,0.000026
155,447.496,509.437,447.496,509.437,-0.000006,-0.000000,0.000006
156,447.473,509.338,447.473,509.338,0.000011,-0.000004,0.000011
157,447.534,509.250,447.534,509.250,-0.000006,0.000026,0.000026
158,447.543,509.394,447.543,509.394,-0.000009,-0.000018,0.000020
159,447.496,509.454,447.496,509.454,0.000019,-0.000002,0.000019
160,447.575,509.496,447.575,509.496,-0.000014,0.000042,0.000044
161,447.572,509.637,447.572,509.637,-0.000028,-0.000039,0.000048
162,447.569,509.113,447.569,509.113,0.000088,-0.000078,0.000118
163,448.226,507.978,448.226,507.978,-0.000088,0.000145,0.000170
164,448.363,507.911,448.363,507.911,0.000041,-0.000036,0.000055
165,448.637,507.571,448.637,507.571,-0.000002,-0.000137,0.000137
166,448.844,506.374,448.844,506.374,-0.000026,0.000190,0.000192
167,448.821,506.572,448.821,506.572,0.000038,-0.000114,0.000120
168,448.954,506.474,448.954,506.474,-0.000030,0.000022,0.000038
169,448.841,506.749,448.841,506.749,0.000003,0.000083,0.000083
170,448.703,507.599,448.703,507.599,0.000015,-0.000096,0.000097
171,448.699,507.516,448.699,507.516,-0.000013,-0.000057,0.000059
172,448.684,506.966,448.684,506.966,0.000004,0.000214,0.000214
173,448.773,507.594,448.773,507.594,0.000022,-0.000254,0.000255
174,448.994,506.632,448.994,506.632,-0.000034,0.000113,0.000118
175,448.918,506.531,448.918,506.531,-0.000000,0.000137,0.000137
176,448.820,507.415,448.820,507.415,0.000044,-0.000296,0.000299
177,448.976,506.606,448.976,506.606,-0.000068,0.000334,0.000341
178,448.757,507.496,448.757,507.496,0.000069,-0.000337,0.000344
179,448.921,506.628,448.921,506.628,-0.000058,0.000334,0.000339
180,448.806,507.446,448.806,507.446,0.000041,-0.000292,0.000295
181,448.928,506.575,448.928,506.575,-0.000020,0.000174,0.000175
182,448.965,506.600,448.965,506.600,0.000002,-0.000055,0.000055
183,448.999,506.556,448.999,506.556,0.000017,-0.000029,0.000033
184,449.076,506.591,449.076,506.591,-0.000042,0.000154,0.000159
185,448.905,507.439,448.905,507.439,0.000056,-0.000267,0.000273
186,449.044,506.715,449.044,506.715,-0.000049,0.000256,0.000261
187,448.916,507.445,448.916,507.445,0.000020,-0.000105,0.000107
188,448.931,507.458,448.931,507.458,0.000012,-0.000075,0.000076
189,449.091,506.714,449.091,506.714,-0.000003,0.000069,0.000069
190,449.149,506.692,449.149,506.692,-0.000034,0.000088,0.000095
191,448.928,507.478,448.928,507.478,0.000016,-0.000130,0.000131
192,448.930,507.378,448.930,507.378,0.000009,0.000046,0.000047
