frame,u_obs,v_obs,u_reproj,v_reproj,error_u,error_v,error_px
1,653.510,838.933,653.537,838.909,0.027460,-0.024236,0.036626
2,653.954,839.422,653.969,839.387,0.014822,-0.035182,0.038177
3,653.955,839.539,653.967,839.496,0.012251,-0.042512,0.044242
4,653.746,839.389,653.719,839.321,-0.026557,-0.068211,0.073199
5,653.732,839.443,653.706,839.371,-0.025701,-0.071691,0.076159
6,653.787,839.393,653.769,839.323,-0.017822,-0.069624,0.071869
7,653.824,839.419,653.804,839.350,-0.020155,-0.068655,0.071553
8,653.853,839.390,653.788,839.330,-0.064522,-0.059787,0.087963
9,653.844,839.363,653.820,839.299,-0.023560,-0.063610,0.067833
10,653.825,839.322,653.769,839.277,-0.056184,-0.044939,0.071945
11,653.760,839.377,653.699,839.323,-0.061295,-0.053703,0.081493
12,653.663,839.412,653.668,839.350,0.004638,-0.062474,0.062646
13,653.722,839.454,653.660,839.481,-0.061711,0.027378,0.067511
14,653.728,839.442,653.685,839.462,-0.043143,0.019745,0.047446
15,653.770,839.452,653.745,839.389,-0.024573,-0.062822,0.067457
16,653.824,839.455,653.796,839.392,-0.027971,-0.063020,0.068948
17,653.904,839.497,653.883,839.433,-0.021162,-0.064360,0.067750
18,654.002,839.544,653.985,839.481,-0.016738,-0.062919,0.065108
19,653.970,839.612,653.965,839.551,-0.005434,-0.060638,0.060881
20,654.114,839.630,654.090,839.562,-0.023789,-0.068372,0.072393
21,654.090,839.506,654.077,839.452,-0.013034,-0.053918,0.055471
22,653.996,839.419,653.945,839.458,-0.050852,0.038972,0.064069
23,654.012,839.519,653.953,839.546,-0.058609,0.026881,0.064480
24,653.968,839.407,653.943,839.348,-0.025148,-0.058628,0.063794
25,653.952,839.429,653.948,839.383,-0.004247,-0.046438,0.046632
26,653.933,839.409,653.910,839.350,-0.022925,-0.058794,0.063105
27,653.857,839.384,653.827,839.325,-0.029964,-0.058517,0.065743
28,653.816,839.443,653.789,839.381,-0.027338,-0.062284,0.068019
29,653.949,839.360,653.925,839.304,-0.023935,-0.055677,0.060603
30,653.898,839.418,653.877,839.359,-0.020665,-0.059367,0.062861
31,653.920,839.466,653.898,839.404,-0.021987,-0.062396,0.066157
32,654.097,839.425,654.083,839.384,-0.013500,-0.040925,0.043094
33,653.089,839.240,653.128,839.204,0.038769,-0.035701,0.052703
34,653.490,839.634,653.501,839.573,0.010507,-0.060725,0.061628
35,653.550,839.735,653.559,839.668,0.009459,-0.067085,0.067749
36,653.527,839.571,653.538,839.517,0.010921,-0.054046,0.055139
37,653.535,839.466,653.486,839.481,-0.048890,0.014789,0.051078
38,653.422,839.547,653.388,839.564,-0.033810,0.017234,0.037949
39,653.553,839.445,653.556,839.388,0.002735,-0.056788,0.056854
40,653.601,839.444,653.613,845.656,0.012283,6.212060,6.212072
41,653.599,839.405,653.549,839.435,-0.050406,0.029617,0.058463
42,653.674,839.353,653.658,839.295,-0.015626,-0.058316,0.060373
43,653.826,839.249,653.739,839.248,-0.086724,-0.000591,0.086726
44,653.807,839.118,653.721,839.126,-0.085542,0.007749,0.085892
45,653.760,839.197,653.694,839.233,-0.065844,0.036153,0.075116
46,653.783,839.209,653.718,839.244,-0.064694,0.035464,0.073777
47,653.819,839.281,653.749,839.312,-0.069613,0.030917,0.076170
48,653.919,839.236,653.826,839.239,-0.092745,0.002869,0.092789
49,653.792,839.312,653.710,839.308,-0.082098,-0.004027,0.082197
50,653.587,839.092,653.525,842.063,-0.062364,2.970696,2.971351
51,653.481,838.618,653.533,838.653,0.051674,0.035438,0.062658
52,682.704,787.710,682.698,787.774,-0.006082,0.063648,0.063938
53,682.303,787.945,682.353,787.965,0.050312,0.020493,0.054325
54,700.809,711.024,700.734,710.990,-0.075263,-0.034387,0.082747
55,711.371,631.171,711.367,631.398,-0.004450,0.227092,0.227135
56,716.724,576.812,716.716,577.027,-0.007635,0.215305,0.215440
57,724.903,523.836,724.816,524.114,-0.087433,0.278391,0.291798
58,732.455,473.137,732.257,473.395,-0.198247,0.258419,0.325702
59,733.883,471.808,733.699,472.032,-0.184332,0.223686,0.289851
60,736.776,428.165,736.516,428.521,-0.259875,0.356313,0.441014
61,739.852,391.241,739.619,391.579,-0.232572,0.337693,0.410032
62,739.156,357.469,739.028,357.893,-0.127538,0.423612,0.442395
63,740.762,331.639,740.639,332.030,-0.123288,0.391008,0.409984
64,740.644,331.136,740.507,331.546,-0.136840,0.410405,0.432617
65,738.766,322.555,738.856,322.491,0.089557,-0.064278,0.110237
66,741.410,300.780,741.398,301.008,-0.011974,0.228134,0.228448
67,742.876,289.768,742.826,289.903,-0.050161,0.134603,0.143645
68,743.253,290.267,743.234,290.456,-0.018856,0.189255,0.190192
69,743.808,287.364,743.811,287.490,0.002609,0.126037,0.126064
70,744.791,289.624,744.773,289.725,-0.017940,0.101145,0.102724
71,744.361,293.179,744.392,293.206,0.031167,0.027207,0.041371
72,746.498,302.977,746.476,303.097,-0.021516,0.120111,0.122023
73,748.150,319.512,748.128,319.484,-0.021904,-0.028418,0.035880
74,748.607,320.629,748.522,320.588,-0.084609,-0.040635,0.093861
75,749.805,337.679,749.677,337.706,-0.128026,0.026767,0.130795
76,750.508,360.670,750.401,360.647,-0.106975,-0.023135,0.109448
77,750.450,390.604,750.358,390.478,-0.091988,-0.126295,0.156244
