factor_id,residual_index,value,squared_error
point_reprojection:measurement_ir,0,0.0012802701310192788,1.6390916083801212e-06
point_reprojection:measurement_ir,1,-0.053595390730879447,0.0028724659075956387
point_reprojection:measurement_ir,2,0.00057259271188740972,3.278624137065782e-07
point_reprojection:measurement_ir,3,0.032802919580194614,0.0010760315329847153
point_reprojection:measurement_ir,4,-0.0069030652234459925,4.7652309479149471e-05
point_reprojection:measurement_ir,5,0.016760951633114019,0.00028092949964758748
point_reprojection:measurement_ir,6,0.0072523902900229588,5.2597164918819294e-05
point_reprojection:measurement_ir,7,-0.007948601652867638,6.3180268235970153e-05
point_reprojection:measurement_ir,8,0.0017370279075521466,3.0172659516149888e-06
point_reprojection:measurement_ir,9,0.011026516117988194,0.00012158405770025344
point_reprojection:measurement_ir,10,-0.0087605290289502584,7.6746868867080158e-05
point_reprojection:measurement_ir,11,-0.0010685649626452688,1.1418310793930847e-06
point_reprojection:measurement_ir,12,0.015571146425736515,0.00024246060101172705
point_reprojection:measurement_ir,13,-0.010458418892142163,0.00010937852572351611
point_reprojection:measurement_ir,14,-0.024611500830087608,0.00060572597310940305
point_reprojection:measurement_ir,15,-0.0044171223734906558,1.9510970062391723e-05
point_reprojection:measurement_ir,16,-0.0055284186446669988,3.0563412710701699e-05
point_reprojection:measurement_ir,17,0.083275934016364767,0.0069348811862979384
point_reprojection:measurement_ir,18,0.051410126533505719,0.0026430011101910688
point_reprojection:measurement_ir,19,0.18356224130346846,0.033695096432352779
point_reprojection:measurement_ir,20,-0.056651352367703113,0.003209375725089661
point_reprojection:measurement_ir,21,-0.56491659310986508,0.31913075717085687
point_reprojection:measurement_ir,22,0.037597143362472704,0.0014135451890183253
point_reprojection:measurement_ir,23,0.21430094846730299,0.045924896513985652
point_reprojection:measurement_ir,24,-0.0082461589968488621,6.7999138201311435e-05
point_reprojection:measurement_ir,25,0.027358144025902219,0.00074846804454200926
point_reprojection:measurement_ir,26,-0.017668284763090014,0.00031216828646963874
point_reprojection:measurement_ir,27,0.024530464673546248,0.00060174369710010048
point_reprojection:measurement_ir,28,-0.067549704694965837,0.0045629626043770894
point_reprojection:measurement_ir,29,0.066161887665089125,0.0043773953794078724
point_reprojection:measurement_ir,30,0.11361528914360405,0.012908433927184753
point_reprojection:measurement_ir,31,-0.033244374581829564,0.0011051884413369956
point_reprojection:measurement_ir,32,0.047001581432527931,0.0022091486571585543
point_reprojection:measurement_ir,33,-0.1668572886339689,0.027841354770279606
point_reprojection:measurement_ir,34,-0.074447131817737502,0.0055423754358875834
point_reprojection:measurement_ir,35,0.093226521749329549,0.0086911843574782148
point_reprojection:measurement_ir,36,-0.0077813968606733393,6.0550137103296904e-05
point_reprojection:measurement_ir,37,0.03014627912781407,0.00090879814525207821
point_reprojection:measurement_ir,38,-0.012794433287058381,0.00016369752313698753
point_reprojection:measurement_ir,39,0.0043102321046262658,1.8578100795750968e-05
point_reprojection:measurement_ir,40,0.018321337149632199,0.00033567139495049289
point_reprojection:measurement_ir,41,-0.0065692918260310765,4.3155595095558717e-05
point_reprojection:measurement_ir,42,0.00054892186929009765,3.0131521858493503e-07
point_reprojection:measurement_ir,43,-0.0033835971883092951,1.1448729932734567e-05
point_reprojection:measurement_ir,44,0.030431329964244469,0.00092606584339272329
point_reprojection:measurement_ir,45,0.038463300380698229,0.0014794254761758205
point_reprojection:measurement_ir,46,-0.049749232870158269,0.0024749861711692361
point_reprojection:measurement_ir,47,-0.017424207317378659,0.00030360300063899201
point_reprojection:measurement_ir,48,-0.0069491717301616521,4.8290987735277887e-05
point_reprojection:measurement_ir,49,-0.067425290421056161,0.0045461697883637676
point_reprojection:measurement_ir,50,0.011443423793298279,0.00013095194811302518
point_reprojection:measurement_ir,51,0.027907058424710841,0.00077880390992022435
point_reprojection:measurement_ir,52,0.015100939164130977,0.00022803836363878476
point_reprojection:measurement_ir,53,0.022197272502199893,0.00049271890653691949
point_reprojection:measurement_ir,54,-0.02053721687423149,0.00042177727693921865
point_reprojection:measurement_ir,55,-0.0061130487741138497,3.7369365314694843e-05
point_reprojection:measurement_ir,56,0.028629103993080208,0.00081962559544660114
point_reprojection:measurement_ir,57,0.018111960491307855,0.0003280431128386967
point_reprojection:measurement_ir,58,-0.0076978326447715521,5.9256627426910587e-05
point_reprojection:measurement_ir,59,-0.031497238633227197,0.00099207604151845983
point_reprojection:measurement_ir,60,0.0024687550441740312,6.0947514681347225e-06
point_reprojection:measurement_ir,61,-0.018514952830599896,0.00034280347831933908
point_reprojection:measurement_ir,62,-0.022278950606619219,0.00049635164013217884
point_reprojection:measurement_ir,63,0.059433142545867665,0.003532298432877425
point_reprojection:measurement_ir,64,0.02558346971334231,0.00065451392257350328
point_reprojection:measurement_ir,65,0.0079579483101042577,6.3328941306291215e-05
point_reprojection:measurement_ir,66,-0.006826381928772207,4.659949023746776e-05
point_reprojection:measurement_ir,67,-0.16443627298813226,0.027039287874227557
point_reprojection:measurement_ir,68,-0.024563417357330763,0.00060336147227041815
point_reprojection:measurement_ir,69,0.36265613924001627,0.13151947532847408
point_reprojection:measurement_ir,70,0.025330542753658848,0.00064163639619493873
point_reprojection:measurement_ir,71,-0.45852697232480749,0.21024698434935477
point_reprojection:measurement_ir,72,0.00020780342117632244,4.3182261852584053e-08
point_reprojection:measurement_ir,73,0.42942905419669158,0.18440931258826507
point_reprojection:measurement_ir,74,0.0058423897200555073,3.413351764101027e-05
point_reprojection:measurement_ir,75,-0.33559083189670674,0.11262120645312368
point_reprojection:measurement_ir,76,-0.0095682614598445077,9.1551627363945751e-05
point_reprojection:measurement_ir,77,0.14440811114975532,0.020853702565840088
point_reprojection:measurement_ir,78,-0.0029967085284397397,8.9802620044234708e-06
point_reprojection:measurement_ir,79,-0.016419803729490923,0.00026960995451500401
point_reprojection:measurement_ir,80,0.0035932280505903691,1.2911287823549464e-05
point_reprojection:measurement_ir,81,-0.0004151647665025848,1.7236178334514575e-07
point_reprojection:measurement_ir,82,7.6902732280359482e-05,5.9140302321846445e-09
point_reprojection:measurement_ir,83,-0.0041937136040814949,1.7587233793058202e-05
point_reprojection:measurement_ir,84,-0.0010573336058996574,1.117954354164772e-06
point_reprojection:measurement_ir,85,0.0069890641141341801,4.8847017191478189e-05
point_reprojection:measurement_ir,86,-0.0015067508435549827,2.2702981045536516e-06
point_reprojection:measurement_ir,87,-0.00066733400395833085,4.4533467283905753e-07
point_reprojection:measurement_ir,88,-0.042186155859144495,0.0017796717461720313
point_reprojection:measurement_ir,89,0.037442636051139289,0.0014019509944580755
point_reprojection:measurement_ir,90,0.0090624500368448931,8.2128000670310009e-05
point_reprojection:measurement_ir,91,0.0099000638394841182,9.8011264025861023e-05
point_reprojection:measurement_ir,92,0.1295219064868661,0.016775924259992487
point_reprojection:measurement_ir,93,-0.11133351931426887,0.012395152522900679
point_reprojection:measurement_ir,94,-0.11503685540239986,0.013233478100872654
point_reprojection:measurement_ir,95,0.039720559585623504,0.0015777228537950671
point_reprojection:measurement_ir,96,0.044289911411465252,0.00196159625283544
point_reprojection:measurement_ir,97,0.0083006691300965933,6.8901108007338529e-05
point_reprojection:measurement_ir,98,-0.023182307374668198,0.00053741937521359557
point_reprojection:measurement_ir,99,0.012894189223391094,0.00016626011572861503
point_reprojection:measurement_ir,100,0.0056881482349581351,3.2355030342857348e-05
point_reprojection:measurement_ir,101,0.0066438767281169929,4.4141097978414556e-05
point_reprojection:measurement_ir,102,0.068153145501514703,0.0046448512417506336
point_reprojection:measurement_ir,103,0.07221268810643551,0.0052146723235573329
point_reprojection:measurement_ir,104,-0.1252267226787353,0.015681732072856877
point_reprojection:measurement_ir,105,-0.098677785235361165,0.0097373052989560612
point_reprojection:measurement_ir,106,-0.0013191212867923242,1.7400809692686371e-06
point_reprojection:measurement_ir,107,-0.062191180786032876,0.0038677429675610248
point_reprojection:measurement_ir,108,0.048640999732651832,0.0023659468549918354
point_reprojection:measurement_ir,109,0.082603061688371324,0.0068232658002928782
point_reprojection:measurement_ir,110,0.00029759328294858277,8.8561762056115251e-08
point_reprojection:measurement_ir,111,0.0083103551630813403,6.9062002936552691e-05
point_reprojection:measurement_ir,112,0.0049320877157924773,2.4325489236271058e-05
point_reprojection:measurement_ir,113,-0.0091110186274420361,8.3010660429595756e-05
point_reprojection:measurement_ir,114,-0.0040950732479132059,1.6769624905774413e-05
point_reprojection:measurement_ir,115,-0.0046859141826985249,2.1957791727615183e-05
point_reprojection:measurement_ir,116,-0.012177225129516956,0.00014828481185493925
point_reprojection:measurement_ir,117,0.0057061263042214707,3.255987739972818e-05
point_reprojection:measurement_ir,118,0.019216466208536075,0.00036927257354380883
point_reprojection:measurement_ir,119,5.5602788086162037e-05,3.0916700429546429e-09
point_reprojection:measurement_ir,120,-0.0082150815957447772,6.7487565624744551e-05
point_reprojection:measurement_ir,121,0.0056081247998918116,3.145106377116157e-05
point_reprojection:measurement_ir,122,0.007340725231574652,5.3886246925476728e-05
point_reprojection:measurement_ir,123,-0.0011031925101633532,1.2170337144805202e-06
point_reprojection:measurement_ir,124,-0.031171744551988921,0.000971677658414451
point_reprojection:measurement_ir,125,0.04027200985348145,0.001621834777638907
point_reprojection:measurement_ir,126,0.023530138645287479,0.00055366742466645129
point_reprojection:measurement_ir,127,0.15677636627035554,0.024578829020936676
point_reprojection:measurement_ir,128,0.0018856968236605099,3.5558525107633359e-06
point_reprojection:measurement_ir,129,-0.21366512985962344,0.045652787717929744
point_reprojection:measurement_ir,130,0.027411765447459401,0.00075140488494652904
point_reprojection:measurement_ir,131,-0.20079012766063897,0.040316675365975697
point_reprojection:measurement_ir,132,-0.029586882880039411,0.00087538363855716925
point_reprojection:measurement_ir,133,0.16015582499511538,0.025649888279866025
point_reprojection:measurement_ir,134,0.016730939482408759,0.00027992433596402426
point_reprojection:measurement_ir,135,0.057288529115146501,0.0032819755681769884
point_reprojection:measurement_ir,136,-0.011719330337132305,0.00013734270355082959
point_reprojection:measurement_ir,137,-0.0052525847238712228,2.7589646281445328e-05
point_reprojection:measurement_ir,138,-0.0032319723189175422,1.0445645070249235e-05
point_reprojection:measurement_ir,139,-0.0044849470007989108,2.0114749599975144e-05
point_reprojection:measurement_ir,140,-0.0066311386811776177,4.3972000209010033e-05
point_reprojection:measurement_ir,141,0.002334989725682135,5.4521770190411326e-06
point_reprojection:measurement_ir,142,-0.042196944054308003,0.0017805820875223994
point_reprojection:measurement_ir,143,0.066894338579322726,0.0044748525339650645
point_reprojection:measurement_ir,144,0.030957966081246013,0.00095839566388757861
point_reprojection:measurement_ir,145,0.0030053065803940628,9.0318676421598555e-06
point_reprojection:measurement_ir,146,-0.032066327266761618,0.0010282493443790597
point_reprojection:measurement_ir,147,-0.043834526164368982,0.0019214656840547488
point_reprojection:measurement_ir,148,0.097235099381009604,0.009454664551634814
point_reprojection:measurement_ir,149,-0.11357361262585072,0.012898965484886799
point_reprojection:measurement_ir,150,0.027597311647537027,0.00076161161017128289
point_reprojection:measurement_ir,151,-0.018235051666692925,0.00033251710928696045
point_reprojection:measurement_ir,152,-0.070252768460886725,0.0049354514764189603
point_reprojection:measurement_ir,153,0.11370924864353356,0.012929793227076939
point_reprojection:measurement_ir,154,-0.014208654073399885,0.00020188585057754314
point_reprojection:measurement_ir,155,-0.01775606014942923,0.00031527767203014874
point_reprojection:measurement_ir,156,0.013759389334950356,0.0001893207948707456
point_reprojection:measurement_ir,157,0.013778107595737766,0.00018983624891972671
point_reprojection:measurement_ir,158,-0.0039811807448813848,1.5849800123414298e-05
point_reprojection:measurement_ir,159,-0.012734990901674337,0.00016217999326572816
