frame,time,tx,ty,tz,qx,qy,qz,qw,rx_delta,ry_delta,rz_delta,rear_joint_angle,seat_joint_angle,fx,fy,cx,cy,line_rmse_px,endpoint_rmse_px,side_ratio_rmse_px,rail_rmse_px,source
88,3.625000,0.053362,0.475399,4.983974,0.618767,0.416561,-0.377725,0.548569,0.099149132,1.210111977,0.060822251,-0.070563927,0.028177562,1468.604736328,1468.604736328,640.000000000,360.000000000,1.455419439,3.426885491,0.624562091,5.449915724,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
89,3.666667,0.034300,0.477551,4.985509,0.620029,0.415425,-0.375574,0.549481,0.102412609,1.203842188,0.062665877,-0.070458818,0.026077489,1468.604736328,1468.604736328,640.000000000,360.000000000,1.472770564,3.543843302,0.635666917,5.425176558,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
90,3.708333,0.015139,0.479767,4.987017,0.621381,0.414181,-0.373219,0.550498,0.105787707,1.195568300,0.066232560,-0.070302175,0.022063905,1468.604736328,1468.604736328,640.000000000,360.000000000,1.479957354,3.429283600,0.654083753,6.121131705,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
91,3.750000,-0.004088,0.482082,4.988466,0.622806,0.412848,-0.370700,0.551589,0.106241228,1.186970468,0.066401396,-0.072017370,0.015343211,1468.604736328,1468.604736328,640.000000000,360.000000000,1.325609842,2.482960252,0.664724827,4.933616767,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
92,3.791667,-0.023350,0.484530,4.989832,0.624290,0.411446,-0.368051,0.552732,0.105252202,1.176347804,0.066400228,-0.072543904,0.008993705,1468.604736328,1468.604736328,640.000000000,360.000000000,1.017021151,1.372503999,0.700741220,4.867949516,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
93,3.833333,-0.042619,0.487145,4.991096,0.625817,0.409996,-0.365301,0.553906,0.107230122,1.163661896,0.067629302,-0.069773961,0.006420197,1468.604736328,1468.604736328,640.000000000,360.000000000,0.728738455,0.765679764,0.797589099,6.290553848,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
94,3.875000,-0.061869,0.489961,4.992246,0.627370,0.408518,-0.362474,0.555096,0.107127891,1.153471052,0.067157180,-0.065200853,0.007664124,1468.604736328,1468.604736328,640.000000000,360.000000000,0.902832991,1.099936095,0.734782496,4.595268981,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
95,3.916667,-0.081081,0.493011,4.993275,0.628934,0.407034,-0.359592,0.556291,0.107597768,1.143849501,0.066711761,-0.059466311,0.012352862,1468.604736328,1468.604736328,640.000000000,360.000000000,1.089663487,2.489137812,0.650502038,3.783496108,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
96,3.958333,-0.100237,0.496326,4.994177,0.630493,0.405561,-0.356671,0.557480,0.109803219,1.134960549,0.067718788,-0.054485167,0.018426865,1468.604736328,1468.604736328,640.000000000,360.000000000,1.386139725,3.431034291,0.655081001,4.631260659,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
97,4.000000,-0.119326,0.499939,4.994940,0.632034,0.404120,-0.353730,0.558655,0.112240441,1.125082541,0.068033810,-0.052047233,0.022928127,1468.604736328,1468.604736328,640.000000000,360.000000000,1.374404241,2.545407600,0.709380164,5.429808303,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
98,4.041667,-0.138341,0.503881,4.995547,0.633541,0.402725,-0.350786,0.559810,0.115335533,1.114100937,0.071245995,-0.052804266,0.023591138,1468.604736328,1468.604736328,640.000000000,360.000000000,1.427303830,2.318806910,0.741257418,6.597131029,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
99,4.083333,-0.157277,0.508189,4.995977,0.635003,0.401394,-0.347856,0.560937,0.117938858,1.105713640,0.072913600,-0.054845075,0.021571315,1468.604736328,1468.604736328,640.000000000,360.000000000,1.410423512,2.122679370,0.750395360,6.712027112,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
100,4.125000,-0.176130,0.512904,4.996208,0.636410,0.400137,-0.344958,0.562028,0.118383700,1.097653203,0.073423393,-0.053877725,0.020560821,1468.604736328,1468.604736328,640.000000000,360.000000000,1.394029730,1.881531416,0.763000736,7.164158159,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
101,4.166667,-0.194893,0.518076,4.996216,0.637757,0.398963,-0.342111,0.563077,0.117113330,1.091727873,0.076060879,-0.050267146,0.021520710,1468.604736328,1468.604736328,640.000000000,360.000000000,1.402402353,1.885922536,0.770909289,7.423501393,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
102,4.208333,-0.213556,0.523764,4.995980,0.639040,0.397873,-0.339333,0.564074,0.114816219,1.086271213,0.079574506,-0.047288918,0.022201926,1468.604736328,1468.604736328,640.000000000,360.000000000,1.435323140,2.522874844,0.757593186,6.471889333,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
103,4.250000,-0.232104,0.530022,4.995479,0.640260,0.396862,-0.336647,0.565010,0.112593845,1.079690398,0.087310918,-0.043434244,0.023276215,1468.604736328,1468.604736328,640.000000000,360.000000000,1.505237251,3.131223007,0.762071378,6.519149442,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
104,4.291667,-0.250513,0.536894,4.994692,0.641422,0.395920,-0.334080,0.565876,0.108945648,1.073169938,0.093105994,-0.037425934,0.025721044,1468.604736328,1468.604736328,640.000000000,360.000000000,1.463236891,2.550264710,0.773931967,6.673339768,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
105,4.333333,-0.268757,0.544403,4.993591,0.642530,0.395035,-0.331658,0.566661,0.107014528,1.067788403,0.099696497,-0.030693987,0.028587032,1468.604736328,1468.604736328,640.000000000,360.000000000,1.459595622,2.407537034,0.780981222,6.814986456,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
106,4.375000,-0.286800,0.552549,4.992138,0.643590,0.394190,-0.329408,0.567360,0.106641655,1.061952399,0.107465532,-0.023763086,0.031256319,1468.604736328,1468.604736328,640.000000000,360.000000000,1.555873265,3.516651476,0.780753030,6.614096968,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
107,4.416667,-0.304606,0.561307,4.990293,0.644607,0.393369,-0.327342,0.567969,0.106490426,1.055171863,0.112675056,-0.015764483,0.034287737,1468.604736328,1468.604736328,640.000000000,360.000000000,1.725035645,4.548236043,0.813330181,6.787500704,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
108,4.458333,-0.322136,0.570623,4.988023,0.645589,0.392560,-0.325455,0.568498,0.106568378,1.048764536,0.116739089,-0.006379863,0.038032084,1468.604736328,1468.604736328,640.000000000,360.000000000,1.707870157,4.399384135,0.825764194,6.907768405,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
109,4.500000,-0.339352,0.580429,4.985307,0.646542,0.391750,-0.323729,0.568960,0.105485110,1.042676528,0.118166679,0.002016937,0.040810842,1468.604736328,1468.604736328,640.000000000,360.000000000,1.720949761,4.424194664,0.836943337,7.036779002,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
110,4.541667,-0.356225,0.590657,4.982140,0.647473,0.390926,-0.322135,0.569372,0.105334165,1.037308181,0.119967001,0.009086329,0.041931091,1468.604736328,1468.604736328,640.000000000,360.000000000,1.750489988,4.541238457,0.852719952,7.213720768,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
111,4.583333,-0.372738,0.601244,4.978528,0.648388,0.390076,-0.320644,0.569756,0.106729498,1.034652633,0.120159930,0.016727056,0.042939711,1468.604736328,1468.604736328,640.000000000,360.000000000,1.789059900,4.696739281,0.872060497,7.460175813,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
112,4.625000,-0.388890,0.612135,4.974481,0.649290,0.389184,-0.319230,0.570132,0.109848092,1.034251664,0.119493606,0.025626655,0.044979758,1468.604736328,1468.604736328,640.000000000,360.000000000,1.821548959,4.807710454,0.881462751,7.569842931,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
113,4.666667,-0.404695,0.623283,4.970013,0.650182,0.388231,-0.317866,0.570527,0.115275758,1.041899787,0.116934583,0.034446988,0.047438254,1468.604736328,1468.604736328,640.000000000,360.000000000,1.927964413,5.210687544,0.907410282,8.706509520,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
114,4.708333,-0.420180,0.634648,4.965143,0.651068,0.387190,-0.316527,0.570969,0.122461023,1.050511190,0.111402086,0.042966236,0.049901802,1468.604736328,1468.604736328,640.000000000,360.000000000,2.063494973,5.648235989,0.918690454,9.773807602,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
115,4.750000,-0.435376,0.646197,4.959894,0.651949,0.386027,-0.315187,0.571491,0.132133458,1.060995366,0.106881462,0.051086570,0.051926664,1468.604736328,1468.604736328,640.000000000,360.000000000,2.139117996,5.853076358,0.918666069,9.836932935,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
116,4.791667,-0.450309,0.657895,4.954301,0.652831,0.384694,-0.313820,0.572136,0.140408877,1.067982028,0.098847425,0.058963352,0.053114618,1468.604736328,1468.604736328,640.000000000,360.000000000,2.156732577,5.861324171,0.910776713,9.973020637,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
117,4.833333,-0.464996,0.669712,4.948403,0.653723,0.383117,-0.312398,0.572953,0.144744946,1.072542090,0.091669169,0.065907271,0.052789953,1468.604736328,1468.604736328,640.000000000,360.000000000,2.112213317,5.686927344,0.886334941,10.102554500,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
118,4.875000,-0.479441,0.681616,4.942252,0.654644,0.381160,-0.310895,0.574023,0.146146042,1.070108112,0.086158251,0.074066102,0.052457024,1468.604736328,1468.604736328,640.000000000,360.000000000,2.030378139,5.417721217,0.852135143,10.315669361,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
119,4.916667,-0.493635,0.693576,4.935897,0.655641,0.378509,-0.309286,0.575506,0.144441094,1.067431872,0.083488593,0.081583914,0.051491149,1468.604736328,1468.604736328,640.000000000,360.000000000,1.931114352,5.143916816,0.814289332,10.260643798,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
120,4.958333,-0.507554,0.705562,4.929379,0.656777,0.374741,-0.307539,0.577610,0.143788541,1.064029951,0.079940380,0.087587759,0.049406604,1468.604736328,1468.604736328,640.000000000,360.000000000,1.848154556,4.960404049,0.788461315,11.619685444,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
121,5.000000,-0.521162,0.717543,4.922737,0.657990,0.370386,-0.305553,0.580086,0.136114849,1.057463278,0.076872621,0.093935181,0.047553709,1468.604736328,1468.604736328,640.000000000,360.000000000,2.009814934,5.455729240,0.822836891,11.150337474,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
122,5.041667,-0.534402,0.729490,4.916002,0.659260,0.365705,-0.303254,0.582814,0.126838011,1.046384744,0.073992360,0.102607229,0.047656661,1468.604736328,1468.604736328,640.000000000,360.000000000,1.666745400,4.168080729,0.783526533,11.267248709,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
123,5.083333,-0.547200,0.741371,4.909209,0.660579,0.360811,-0.300633,0.585723,0.117668552,1.030368042,0.071046929,0.110546403,0.048290116,1468.604736328,1468.604736328,640.000000000,360.000000000,1.589525881,3.786621837,0.786628688,11.699100080,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
124,5.125000,-0.559463,0.753149,4.902395,0.661937,0.355764,-0.297740,0.588746,0.107364437,1.009696638,0.068157820,0.115752123,0.047659079,1468.604736328,1468.604736328,640.000000000,360.000000000,1.852067549,4.653408874,0.832123051,9.771627041,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
125,5.166667,-0.571097,0.764785,4.895606,0.663327,0.350606,-0.294636,0.591829,0.101278622,0.986177493,0.064710359,0.119177018,0.045981498,1468.604736328,1468.604736328,640.000000000,360.000000000,1.983363962,5.058463352,0.875383875,9.466654854,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
126,5.208333,-0.582022,0.776232,4.888898,0.664741,0.345370,-0.291371,0.594930,0.096293116,0.962941373,0.061844959,0.125357698,0.045767305,1468.604736328,1468.604736328,640.000000000,360.000000000,1.618019155,3.314784915,0.848702527,8.813075269,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
127,5.250000,-0.592195,0.787432,4.882333,0.666169,0.340087,-0.287988,0.598016,0.092603355,0.936557274,0.061261072,0.135770578,0.046782731,1468.604736328,1468.604736328,640.000000000,360.000000000,1.537098126,2.430970118,0.894801338,10.522810726,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
128,5.291667,-0.601591,0.798319,4.875977,0.667600,0.334785,-0.284520,0.601064,0.089142692,0.910158298,0.060136421,0.149559892,0.048373473,1468.604736328,1468.604736328,640.000000000,360.000000000,1.608798823,3.054027881,0.897948183,9.564700076,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
129,5.333333,-0.610186,0.808806,4.869895,0.669021,0.329496,-0.280998,0.604055,0.088218561,0.883171339,0.058946408,0.166973187,0.051599162,1468.604736328,1468.604736328,640.000000000,360.000000000,1.826973909,4.411251304,0.935791096,9.729045616,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
130,5.375000,-0.617956,0.818785,4.864147,0.670418,0.324253,-0.277455,0.606975,0.086962103,0.857061136,0.059235474,0.185585503,0.056777515,1468.604736328,1468.604736328,640.000000000,360.000000000,2.046465298,5.363335105,1.005202707,8.828048066,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
131,5.416667,-0.624891,0.828121,4.858778,0.671774,0.319094,-0.273922,0.609808,0.086596692,0.835198227,0.060010268,0.197781217,0.061085810,1468.604736328,1468.604736328,640.000000000,360.000000000,1.960593722,5.049070580,1.012556375,8.430598708,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
132,5.458333,-0.631024,0.836655,4.853819,0.673070,0.314070,-0.270430,0.612540,0.088641434,0.818965703,0.060395658,0.197882493,0.062040066,1468.604736328,1468.604736328,640.000000000,360.000000000,1.939569850,5.022946756,1.025357396,8.951054111,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
133,5.500000,-0.636431,0.844262,4.849271,0.674287,0.309247,-0.267013,0.615148,0.092892850,0.809146854,0.060847592,0.188858352,0.060595160,1468.604736328,1468.604736328,640.000000000,360.000000000,1.857450580,4.862526137,1.013397501,7.099336252,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
134,5.541667,-0.641199,0.850920,4.845115,0.675404,0.304735,-0.263712,0.617594,0.096510489,0.803745142,0.060859474,0.175896774,0.058390172,1468.604736328,1468.604736328,640.000000000,360.000000000,1.650608459,4.267379298,0.960174270,4.952872462,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
135,5.583333,-0.645399,0.856702,4.841315,0.676394,0.300711,-0.260572,0.619811,0.099197356,0.798507910,0.061245733,0.165038063,0.056551206,1468.604736328,1468.604736328,640.000000000,360.000000000,1.367084487,3.262296272,0.918410100,3.831762852,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
136,5.625000,-0.649087,0.861715,4.837832,0.677233,0.297355,-0.257659,0.621730,0.099352144,0.793932189,0.061810591,0.157791407,0.054930341,1468.604736328,1468.604736328,640.000000000,360.000000000,1.406546834,3.542255600,0.928270769,4.116622578,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
137,5.666667,-0.652298,0.866051,4.834631,0.677924,0.294576,-0.255064,0.623367,0.097371352,0.789837980,0.062355951,0.155464847,0.053944430,1468.604736328,1468.604736328,640.000000000,360.000000000,1.381649535,3.510068952,0.936099460,3.984932414,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
138,5.708333,-0.655063,0.869786,4.831694,0.678479,0.292225,-0.252880,0.624759,0.092323785,0.783959934,0.063081266,0.157495543,0.053911423,1468.604736328,1468.604736328,640.000000000,360.000000000,1.373374693,3.450878739,0.943818491,3.811191258,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
139,5.750000,-0.657410,0.872980,4.829011,0.678909,0.290219,-0.251137,0.625927,0.086300791,0.779267232,0.062728982,0.161460302,0.054702867,1468.604736328,1468.604736328,640.000000000,360.000000000,1.373272406,3.435228482,0.950746678,3.692389190,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
140,5.791667,-0.659369,0.875682,4.826580,0.679233,0.288516,-0.249781,0.626906,0.080501878,0.775055907,0.061590243,0.163897943,0.055663142,1468.604736328,1468.604736328,640.000000000,360.000000000,1.387118204,3.450036125,0.956935357,3.650710043,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
141,5.833333,-0.660975,0.877936,4.824405,0.679466,0.287093,-0.248737,0.627720,0.075341176,0.770591539,0.060252133,0.165549602,0.057166988,1468.604736328,1468.604736328,640.000000000,360.000000000,1.430268918,3.493562722,0.962442666,3.754617344,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
142,5.875000,-0.662262,0.879778,4.822501,0.679626,0.285937,-0.247944,0.628389,0.072355279,0.767249604,0.056960772,0.166529983,0.059042537,1468.604736328,1468.604736328,640.000000000,360.000000000,1.462046969,3.540957445,0.967776613,3.844586744,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
143,5.916667,-0.663264,0.881235,4.820880,0.679723,0.285043,-0.247355,0.628922,0.070095629,0.764679292,0.054042282,0.167872385,0.061124057,1468.604736328,1468.604736328,640.000000000,360.000000000,1.496071461,3.575994516,0.972601784,3.987945236,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
144,5.958333,-0.664008,0.882332,4.819554,0.679770,0.284403,-0.246938,0.629325,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.527678658,3.621884168,0.978386404,4.122448532,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
145,6.000000,-0.664593,0.883209,4.818441,0.679790,0.283896,-0.246617,0.629657,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.612704176,3.967596163,0.987239273,4.542749662,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
146,6.041667,-0.665071,0.883942,4.817479,0.679797,0.283472,-0.246357,0.629943,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.694099188,4.322668251,1.001697156,4.906761250,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
147,6.083333,-0.665478,0.884578,4.816625,0.679794,0.283103,-0.246138,0.630197,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.751171116,4.588330336,1.014614900,5.134628329,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
148,6.125000,-0.665824,0.885130,4.815869,0.679785,0.282782,-0.245952,0.630423,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.791907295,4.761091543,1.024455896,5.316484040,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
149,6.166667,-0.666116,0.885607,4.815200,0.679772,0.282503,-0.245796,0.630624,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.828537261,4.866851509,1.033239557,5.543048739,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
150,6.208333,-0.666363,0.886019,4.814612,0.679754,0.282262,-0.245665,0.630802,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.861602586,4.955457613,1.041748564,5.781835023,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
151,6.250000,-0.666570,0.886373,4.814094,0.679734,0.282054,-0.245555,0.630960,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.879341433,5.006349892,1.046664504,5.911511880,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
152,6.291667,-0.666743,0.886677,4.813640,0.679712,0.281874,-0.245464,0.631099,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.885006124,5.030149626,1.048453930,5.948526424,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
153,6.333333,-0.666887,0.886937,4.813243,0.679690,0.281719,-0.245389,0.631221,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.888960122,5.046603058,1.049699137,5.976252305,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
154,6.375000,-0.667005,0.887159,4.812897,0.679667,0.281587,-0.245328,0.631329,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.893269258,5.065753142,1.051020623,6.002731586,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
155,6.416667,-0.667103,0.887347,4.812595,0.679644,0.281474,-0.245278,0.631423,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.893244230,5.063548504,1.051084718,6.005492585,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
156,6.458333,-0.667182,0.887507,4.812334,0.679622,0.281377,-0.245238,0.631506,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.889916487,5.051113904,1.050083236,5.991466605,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
157,6.500000,-0.667245,0.887641,4.812108,0.679600,0.281296,-0.245206,0.631578,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.881436163,5.023424398,1.047610153,5.938715773,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
158,6.541667,-0.667296,0.887754,4.811913,0.679579,0.281226,-0.245181,0.631641,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.867277595,4.982732317,1.043715166,5.853078100,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
159,6.583333,-0.667335,0.887848,4.811745,0.679560,0.281168,-0.245161,0.631695,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.795861704,4.765912321,1.024378213,5.546986775,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
160,6.625000,-0.667365,0.887926,4.811601,0.679541,0.281119,-0.245147,0.631742,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.894522618,4.978017705,1.058428734,6.119774990,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
161,6.666667,-0.667388,0.887991,4.811478,0.679524,0.281079,-0.245137,0.631783,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.837270419,4.415064309,1.059193015,7.510614006,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
162,6.708333,-0.667404,0.888043,4.811373,0.679508,0.281045,-0.245130,0.631818,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.755429148,3.770128193,1.048337770,8.939727196,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
163,6.750000,-0.667415,0.888086,4.811285,0.679493,0.281018,-0.245125,0.631849,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.702915137,3.705231676,1.040748633,8.417674351,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
164,6.791667,-0.667422,0.888120,4.811210,0.679479,0.280995,-0.245123,0.631874,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.636285381,3.616316586,1.035843265,8.299933331,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
165,6.833333,-0.667426,0.888147,4.811147,0.679466,0.280977,-0.245122,0.631896,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.549680981,3.517431242,1.033687797,8.194628837,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
166,6.875000,-0.667426,0.888168,4.811094,0.679454,0.280962,-0.245123,0.631915,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.448754169,3.391544846,1.038771647,8.158077214,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
167,6.916667,-0.667425,0.888184,4.811051,0.679444,0.280951,-0.245125,0.631931,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.368103323,3.233099453,1.049944533,8.161849146,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
168,6.958333,-0.667422,0.888196,4.811015,0.679434,0.280942,-0.245127,0.631944,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.312019462,3.106584586,1.062116004,8.242489207,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
169,7.000000,-0.667418,0.888204,4.810985,0.679425,0.280936,-0.245131,0.631955,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.302813919,3.093961151,1.064827338,8.348246995,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
170,7.041667,-0.667413,0.888210,4.810961,0.679417,0.280931,-0.245134,0.631965,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.343589258,3.159138794,1.055110533,8.388827408,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
171,7.083333,-0.667407,0.888213,4.810942,0.679410,0.280927,-0.245138,0.631972,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.366553082,3.165330121,1.050693616,8.402817377,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
172,7.125000,-0.667401,0.888215,4.810926,0.679404,0.280925,-0.245142,0.631979,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.355345420,3.180192487,1.052713465,8.436927246,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
173,7.166667,-0.667395,0.888215,4.810914,0.679398,0.280924,-0.245146,0.631984,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.331829195,3.234628073,1.058800207,8.466767684,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
174,7.208333,-0.667388,0.888214,4.810905,0.679393,0.280923,-0.245150,0.631988,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.341296128,3.310404408,1.057675928,8.435948405,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
