case,method,result_name,result_dir,method_status,audio,vlm,llm,ablation_flags,actual_vlm_mode,actual_llm_mode,actual_ablation_flags,method_manifest_valid,method_manifest_mismatch_reason,pose_sha256,same_pose_as_baseline,metrics_identical_to_baseline,overlay_hard_score,overlay_hard_metric_source,contact_gap_mm,contact_proxy,contact_proxy_source,part_correct_ratio,penetration_frame_ratio,penetration_depth_max_mm,floating_rate,tradeoff_score,object_jerk,translation_spike_count,rotation_spike_count,event_aligned_spike_count,non_event_spike_count,high_speed_recall,oversmooth_rate,contact_ratio_audio_windows,jump_count,static_tail_drift_m,gate_impact_status,gate_timeline_source,gate_event_count,gate_active_count,gate_reject_unclear_count,stage_residual_reweight_count,optimizer_reoptimized_frames,optimizer_reweighted_frames,anchor_update_allowed_count,anchor_update_blocked_count,freeze_interpolation_frames,pose_delta_translation_mean_m,pose_delta_translation_max_m,pose_delta_rotation_mean_rad,pose_delta_rotation_max_rad,final_pass
back_view_basketball,full,full_audio_vlm,samples_known_object/12_back_view_basketball/results/full_audio_vlm,ok,True,qwen,none,,qwen,none,,True,,4b0dae96d5fe7a57cef038254dc10ae478a3f2f9680ed201b4ff82ce767e9069,True,True,0.6435551986732587,generated_eval_proxy_render_mask_iou,167.69445454545456,0.034948172840556194,object_or_hoi_contact_pairs_mean_surface_gap:contact_gap_mm_exp_decay_sigma_50,,,,,0.18694430411370172,,12,0,0,12,,,,,,partial:missing_optimizer_decisions|missing_physical_smooth_residuals|missing_object_pose_pre_smooth,stage_audit_fallback,14,5,5,1,0,0,11,229,0,,,,,False
back_view_basketball,no_vlm,no_vlm,samples_known_object/12_back_view_basketball/results/no_vlm,ok,True,none,none,disable_vlm_semantic_evidence,none,none,disable_vlm_semantic_evidence,True,,baa9b8de490d1307067cf80eb9cd2f0a16cd18cc69088834c00b6db246e0cc1e,False,False,0.648096783168858,generated_eval_proxy_render_mask_iou,70.14144680851064,0.24590034268396507,object_or_hoi_contact_pairs_mean_surface_gap:contact_gap_mm_exp_decay_sigma_50,,,,,0.4958833962575931,,12,0,0,12,,,,,,disabled_by_ablation,disabled_by_ablation,0,0,0,0,0,0,47,193,0,,,,,True
back_view_basketball,no_audio,no_audio,samples_known_object/12_back_view_basketball/results/no_audio,ok,False,qwen,none,disable_audio_events,qwen,none,disable_audio_events,True,,52748476cf0bcbfaddb994e3b79aef3468f58efe86574d24ac58dd6f87a4714d,False,False,0.6435205666878552,generated_eval_proxy_render_mask_iou,218.49550000000005,0.012652379230895478,object_or_hoi_contact_pairs_mean_surface_gap:contact_gap_mm_exp_decay_sigma_50,,,,,0.11248279526618939,,12,0,0,12,,,,,,partial:missing_optimizer_decisions|missing_physical_smooth_residuals|missing_object_pose_pre_smooth,stage_audit_fallback,17,5,5,1,0,0,8,232,0,,,,,False
