frame,time,proposal_score,anchor_score,floor_score,anchor_contact_state,human_contact_state,floor_contact_state,transition_contact_state,multi_contact_state,confidence_level,contact_part,contact_label,contact_side,anchor_type,min_object_boundary_gap_px,active_part_distance_px,contact_depth_offset_m,object_acceleration,support_surface_type,support_source,signed_support_gap_px,support_conf,active_object_point_id,active_object_u,active_object_v,state_active_part_u,state_active_part_v
1,0.000000,0.261445,0.261445,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,21.952554,21.952554,-0.271684,0.197965,floor,gvhmr_floor,-324.778500,0.750000,boundary_016,623.000,344.000,605.141,331.234
2,0.041667,0.218671,0.218671,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,24.447540,24.447540,-0.168992,0.094422,floor,gvhmr_floor,-324.090000,0.750000,boundary_005,630.000,332.000,605.556,332.416
3,0.083333,0.210316,0.210316,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,24.958510,24.958510,-0.231188,0.000000,floor,gvhmr_floor,-322.698750,0.750000,boundary_007,631.000,334.000,606.048,334.570
4,0.125000,0.218301,0.218301,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,24.469994,24.469994,-0.226865,0.000000,floor,gvhmr_floor,-320.493075,0.750000,boundary_004,631.000,338.000,606.550,337.011
5,0.166667,0.593275,0.216940,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,24.552644,24.552644,-0.157698,0.593275,floor,gvhmr_floor,-317.759603,0.750000,boundary_004,632.000,339.000,607.451,339.423
6,0.208333,0.934379,0.228496,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,23.857978,23.857978,-0.117932,0.934379,floor,gvhmr_floor,-314.775472,0.750000,boundary_003,632.000,344.000,608.230,341.953
7,0.250000,0.846270,0.256348,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,22.241240,22.241240,-0.103728,0.846270,floor,gvhmr_floor,-311.887380,0.750000,boundary_003,631.000,346.000,608.846,344.032
8,0.291667,0.821915,0.251998,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,22.489170,22.489170,-0.012548,0.821915,fallback,image_bottom,-279.277935,0.150000,boundary_004,632.000,348.000,609.603,345.966
9,0.333333,0.958503,0.261507,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,21.949030,21.949030,0.004630,0.958503,fallback,image_bottom,-250.049668,0.150000,boundary_006,632.000,350.000,610.159,347.825
10,0.375000,0.490563,0.287718,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,20.490545,20.490545,-0.000822,0.490563,fallback,image_bottom,-224.014030,0.150000,boundary_004,631.000,350.000,610.525,349.202
11,0.416667,0.298026,0.298026,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,19.926187,19.926187,0.019000,0.247891,fallback,image_bottom,-200.867447,0.150000,boundary_008,631.000,351.000,611.090,350.197
12,0.458333,0.284532,0.284532,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,20.665916,20.665916,0.027020,0.036081,fallback,image_bottom,-180.289428,0.150000,boundary_004,632.000,350.000,611.351,350.836
13,0.500000,0.286799,0.286799,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,20.541118,20.541118,0.028447,0.225012,fallback,image_bottom,-161.923634,0.150000,boundary_005,632.000,352.000,611.472,351.266
14,0.541667,0.289101,0.289101,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,20.414600,20.414600,0.044225,0.000000,fallback,image_bottom,-145.550095,0.150000,boundary_005,632.000,352.000,611.595,351.374
15,0.583333,0.306618,0.306618,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,19.458568,19.458568,0.048688,0.018544,fallback,image_bottom,-130.917573,0.150000,boundary_007,631.000,351.000,611.543,351.247
16,0.625000,0.891594,0.284450,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,20.670405,20.670405,0.032460,0.891594,fallback,image_bottom,-117.808778,0.150000,boundary_006,632.000,352.000,611.361,350.861
17,0.666667,1.000000,0.274797,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,21.204666,21.204666,0.024281,1.000000,fallback,image_bottom,-106.187325,0.150000,boundary_008,632.000,350.000,610.796,350.168
18,0.708333,1.000000,0.281801,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,20.816529,20.816529,0.012422,1.000000,fallback,image_bottom,-96.219250,0.150000,boundary_005,631.000,348.000,610.194,348.662
19,0.750000,1.000000,0.291443,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,20.286154,20.286154,0.042848,1.000000,fallback,image_bottom,-88.178556,0.150000,boundary_004,629.000,345.000,608.714,344.921
20,0.791667,1.000000,0.301056,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,19.761031,19.761031,0.010687,1.000000,fallback,image_bottom,-82.114403,0.150000,boundary_006,627.000,341.000,607.239,340.965
21,0.833333,1.000000,0.303295,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,19.639206,19.639206,-0.112290,1.000000,fallback,image_bottom,-78.040285,0.150000,boundary_008,625.000,336.000,605.361,336.090
22,0.875000,1.000000,0.286555,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,20.554494,20.554494,-0.178266,1.000000,floor,gvhmr_floor,-105.737204,0.750000,boundary_011,624.000,331.000,603.453,330.445
23,0.916667,0.852606,0.294158,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,20.137515,20.137515,-0.460660,0.852606,floor,gvhmr_floor,-132.058712,0.750000,boundary_009,620.000,330.000,600.873,323.701
24,0.958333,0.435618,0.317890,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,18.847849,18.847849,-0.649831,0.435618,floor,gvhmr_floor,-156.964665,0.750000,boundary_005,617.000,316.000,598.154,316.264
25,1.000000,0.766910,0.342346,0.000000,0,0,0,0,0,proposal,hand,left_hand,left,hand,17.527537,17.527537,-0.733247,0.766910,floor,gvhmr_floor,-180.528131,0.750000,boundary_004,613.000,306.000,595.655,308.523
26,1.041667,1.000000,0.361682,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,16.480624,16.480624,-0.687381,1.000000,floor,gvhmr_floor,-202.899796,0.750000,boundary_004,609.000,298.000,592.837,301.220
