frame,time,object_support_v_raw,object_support_v,support_v_raw,support_v,signed_gap,gap,floor_score,proposal_score,confidence_level,is_candidate,floor_contact_state
1,0.000000,363.000,363.000,689.020,689.020,-326.019500,326.019500,0.000000,0.617583,none,0,0
2,0.041667,366.000,363.900,689.020,689.020,-325.119500,325.119500,0.000000,0.580356,none,0,0
3,0.083333,370.000,365.730,689.020,689.020,-323.289500,323.289500,0.000000,0.594268,none,0,0
4,0.125000,373.000,367.911,689.020,689.020,-321.108500,321.108500,0.000000,0.550953,none,0,0
5,0.166667,378.000,370.938,689.020,689.020,-318.081800,318.081800,0.000000,0.599823,none,0,0
6,0.208333,381.000,373.956,689.020,689.020,-315.063110,315.063110,0.000000,0.934379,none,0,0
7,0.250000,384.000,376.969,689.020,689.020,-312.050027,312.050027,0.000000,0.846270,none,0,0
8,0.291667,386.000,379.679,389.000,659.018,-279.338919,279.338919,0.000000,0.821915,none,0,0
9,0.333333,387.000,381.875,389.000,632.016,-250.140753,250.140753,0.000000,0.958503,none,0,0
10,0.375000,388.000,383.713,389.000,607.714,-224.001686,224.001686,0.000000,0.627012,none,0,0
11,0.416667,388.000,384.999,389.000,585.843,-200.844024,200.844024,0.000000,0.635427,none,0,0
12,0.458333,388.000,385.899,389.000,566.159,-180.259375,180.259375,0.000000,0.577780,none,0,0
13,0.500000,388.000,386.529,389.000,548.443,-161.913266,161.913266,0.000000,0.592317,none,0,0
14,0.541667,388.000,386.971,389.000,532.498,-145.527819,145.527819,0.000000,0.595497,none,0,0
15,0.583333,388.000,387.279,389.000,518.149,-130.869152,130.869152,0.000000,0.672546,none,0,0
16,0.625000,388.000,387.496,389.000,505.234,-117.738118,117.738118,0.000000,0.891594,none,0,0
17,0.666667,387.000,387.347,389.000,493.610,-106.263423,106.263423,0.000000,1.000000,none,0,0
18,0.708333,386.000,386.943,389.000,483.149,-96.206462,96.206462,0.000000,1.000000,none,0,0
19,0.750000,383.000,385.760,389.000,473.734,-87.974383,87.974383,0.000000,1.000000,none,0,0
20,0.791667,376.850,383.087,389.000,465.261,-82.173942,82.173942,0.000000,1.000000,none,0,0
21,0.833333,372.000,379.761,389.000,457.635,-77.873946,77.873946,0.000000,1.000000,none,0,0
22,0.875000,364.000,375.033,689.020,480.773,-105.740680,105.740680,0.000000,1.000000,none,0,0
23,0.916667,357.000,369.623,689.020,501.598,-131.975087,131.975087,0.000000,0.852606,none,0,0
24,0.958333,349.000,363.436,689.020,520.340,-156.904096,156.904096,0.000000,0.663003,none,0,0
25,1.000000,341.000,356.705,689.020,537.208,-180.502833,180.502833,0.000000,0.766910,none,0,0
26,1.041667,333.000,349.594,689.020,552.389,-202.795538,202.795538,0.000000,1.000000,none,0,0
27,1.083333,324.000,341.916,689.020,566.052,-224.136661,224.136661,0.000000,0.789114,none,0,0
28,1.125000,315.000,333.841,689.020,578.349,-244.508053,244.508053,0.000000,0.857842,none,0,0
29,1.166667,305.000,325.189,689.020,589.416,-264.227374,264.227374,0.000000,0.850693,none,0,0
30,1.208333,296.000,316.432,689.020,599.376,-282.944310,282.944310,0.000000,0.929233,none,0,0
31,1.250000,287.000,307.602,689.020,608.341,-300.738235,300.738235,0.000000,0.978768,none,0,0
32,1.291667,277.000,298.422,689.020,616.409,-317.986846,317.986846,0.000000,0.955426,none,0,0
33,1.333333,269.000,289.595,689.020,623.670,-334.074451,334.074451,0.000000,0.991842,none,0,0
34,1.375000,260.000,280.717,689.020,630.205,-349.487993,349.487993,0.000000,0.967090,none,0,0
35,1.416667,252.000,272.102,689.020,636.086,-363.984470,363.984470,0.000000,0.975195,none,0,0
36,1.458333,242.000,263.071,689.020,641.379,-378.308301,378.308301,0.000000,0.953750,none,0,0
37,1.500000,232.850,254.005,689.020,646.143,-392.138651,392.138651,0.000000,0.895187,none,0,0
38,1.541667,225.000,245.303,689.020,650.431,-405.127697,405.127697,0.000000,1.000000,none,0,0
39,1.583333,218.000,237.112,689.020,654.290,-417.177550,417.177550,0.000000,1.000000,none,0,0
40,1.625000,212.000,229.579,689.020,657.763,-428.184216,428.184216,0.000000,0.750024,none,0,0
41,1.666667,205.000,222.205,689.020,660.889,-438.683474,438.683474,0.000000,0.915171,none,0,0
42,1.708333,199.000,215.244,689.020,663.702,-448.458087,448.458087,0.000000,0.689968,none,0,0
43,1.750000,193.000,208.570,689.020,666.233,-457.662936,457.662936,0.000000,0.984442,none,0,0
44,1.791667,187.850,202.354,689.020,668.512,-466.157687,466.157687,0.000000,0.748720,none,0,0
45,1.833333,183.000,196.548,689.020,670.563,-474.014735,474.014735,0.000000,0.627208,none,0,0
46,1.875000,179.000,191.284,689.020,672.408,-481.124819,481.124819,0.000000,0.730290,none,0,0
47,1.916667,176.000,186.699,689.020,674.070,-487.371011,487.371011,0.000000,0.567235,none,0,0
48,1.958333,173.000,182.589,689.020,675.565,-492.975568,492.975568,0.000000,0.533597,none,0,0
49,2.000000,168.850,178.467,689.020,676.910,-498.442756,498.442756,0.000000,0.534619,none,0,0
50,2.041667,165.000,174.427,689.020,678.121,-503.693887,503.693887,0.000000,0.832155,none,0,0
51,2.083333,163.000,170.999,689.020,679.211,-508.211868,508.211868,0.000000,0.498383,none,0,0
52,2.125000,160.000,167.699,689.020,682.153,-514.454158,514.454158,0.000000,0.422571,none,0,0
53,2.166667,158.000,164.789,689.020,684.213,-519.423760,519.423760,0.000000,0.443753,none,0,0
54,2.208333,155.850,162.108,689.020,685.655,-523.547482,523.547482,0.000000,0.585227,none,0,0
55,2.250000,154.000,159.675,689.020,686.664,-526.989088,526.989088,0.000000,0.327508,none,0,0
56,2.291667,152.000,157.373,689.020,687.371,-529.998211,529.998211,0.000000,0.310683,none,0,0
57,2.333333,150.000,155.161,689.020,687.866,-532.704598,532.704598,0.000000,0.337375,none,0,0
58,2.375000,148.000,153.013,689.020,688.212,-535.199069,535.199069,0.000000,0.342996,none,0,0
59,2.416667,147.000,151.209,689.020,688.454,-537.245198,537.245198,0.000000,0.325854,none,0,0
60,2.458333,146.000,149.646,689.020,688.624,-538.977489,538.977489,0.000000,0.289724,none,0,0
61,2.500000,143.850,147.907,689.020,688.742,-540.835092,540.835092,0.000000,0.306089,none,0,0
62,2.541667,142.000,146.135,689.020,688.826,-542.690415,542.690415,0.000000,0.307355,none,0,0
63,2.583333,140.850,144.550,689.020,688.884,-544.334140,544.334140,0.000000,0.278069,none,0,0
64,2.625000,139.000,142.885,689.020,688.924,-546.039748,546.039748,0.000000,0.454676,none,0,0
65,2.666667,138.000,141.419,689.020,688.953,-547.533674,547.533674,0.000000,0.959361,none,0,0
66,2.708333,134.850,139.449,689.020,688.973,-549.524422,549.524422,0.000000,0.268674,none,0,0
67,2.750000,132.000,137.214,689.020,688.987,-551.772945,551.772945,0.000000,0.231153,none,0,0
68,2.791667,130.000,135.050,689.020,688.997,-553.946912,553.946912,0.000000,0.370632,none,0,0
69,2.833333,128.000,132.935,689.020,689.004,-556.068688,556.068688,0.000000,0.266917,none,0,0
70,2.875000,126.850,131.109,689.020,689.008,-557.898932,557.898932,0.000000,0.269383,none,0,0
71,2.916667,124.850,129.232,689.020,689.012,-559.780102,559.780102,0.000000,0.245863,none,0,0
72,2.958333,123.000,127.362,689.020,689.014,-561.651922,561.651922,0.000000,0.229161,none,0,0
73,3.000000,121.000,125.453,689.020,689.016,-563.562195,563.562195,0.000000,0.208595,none,0,0
74,3.041667,120.000,123.817,689.020,689.017,-565.199387,565.199387,0.000000,0.222840,none,0,0
75,3.083333,119.000,122.372,689.020,689.018,-566.645421,566.645421,0.000000,0.219893,none,0,0
76,3.125000,118.000,121.061,689.020,689.018,-567.957645,567.957645,0.000000,0.178054,none,0,0
77,3.166667,117.000,119.842,689.020,689.019,-569.176201,569.176201,0.000000,0.202574,none,0,0
78,3.208333,116.850,118.945,689.020,689.019,-570.074191,570.074191,0.000000,0.272361,none,0,0
79,3.250000,116.000,118.061,689.020,689.019,-570.957784,570.957784,0.000000,0.200318,none,0,0
80,3.291667,116.000,117.443,689.020,689.019,-571.576299,571.576299,0.000000,0.217462,none,0,0
81,3.333333,116.000,117.010,689.020,689.019,-572.009259,572.009259,0.000000,0.305083,none,0,0
82,3.375000,116.850,116.962,689.020,689.019,-572.057331,572.057331,0.000000,0.580023,none,0,0
83,3.416667,118.000,117.273,689.020,689.019,-571.745982,571.745982,0.000000,0.755145,none,0,0
84,3.458333,120.850,118.346,689.020,689.019,-570.673038,570.673038,0.000000,0.498791,none,0,0
85,3.500000,123.000,119.742,689.020,689.019,-569.276976,569.276976,0.000000,0.366893,none,0,0
86,3.541667,126.000,121.620,689.020,689.019,-567.399734,567.399734,0.000000,0.606964,none,0,0
87,3.583333,130.000,124.134,689.020,689.019,-564.885664,564.885664,0.000000,0.494928,none,0,0
88,3.625000,133.850,127.049,689.020,689.019,-561.970815,561.970815,0.000000,0.387412,none,0,0
89,3.666667,137.000,130.034,689.020,689.019,-558.985420,558.985420,0.000000,0.352756,none,0,0
90,3.708333,140.000,133.024,689.020,689.019,-555.995644,555.995644,0.000000,0.373305,none,0,0
91,3.750000,142.000,135.717,689.020,689.019,-553.302801,553.302801,0.000000,0.996490,none,0,0
92,3.791667,146.000,138.802,689.020,689.019,-550.217811,550.217811,0.000000,1.000000,none,0,0
93,3.833333,151.000,142.461,689.020,689.019,-546.558318,546.558318,0.000000,1.000000,none,0,0
94,3.875000,155.000,146.223,689.020,689.019,-542.796672,542.796672,0.000000,1.000000,none,0,0
95,3.916667,161.000,150.656,689.020,689.019,-538.363521,538.363521,0.000000,1.000000,none,0,0
96,3.958333,166.000,155.259,689.020,689.019,-533.760315,533.760315,0.000000,1.000000,none,0,0
97,4.000000,174.000,160.881,689.020,689.019,-528.138070,528.138070,0.000000,0.714296,none,0,0
98,4.041667,181.000,166.917,689.020,689.019,-522.102499,522.102499,0.000000,1.000000,none,0,0
99,4.083333,190.000,173.842,689.020,689.019,-515.177600,515.177600,0.000000,1.000000,none,0,0
100,4.125000,199.850,181.644,689.020,689.019,-507.375170,507.375170,0.000000,0.870511,none,0,0
101,4.166667,210.000,190.151,689.020,689.020,-498.868469,498.868469,0.000000,0.985213,none,0,0
102,4.208333,219.000,198.806,689.020,689.020,-490.213778,490.213778,0.000000,0.776067,none,0,0
103,4.250000,229.000,207.864,689.020,689.020,-481.155495,481.155495,0.000000,0.674649,none,0,0
104,4.291667,241.000,217.805,689.020,689.020,-471.214696,471.214696,0.000000,0.695301,none,0,0
105,4.333333,251.000,227.763,689.020,689.020,-461.256138,461.256138,0.000000,0.829416,none,0,0
106,4.375000,263.000,238.334,689.020,689.020,-450.685146,450.685146,0.000000,0.884832,none,0,0
107,4.416667,274.000,249.034,689.020,689.020,-439.985453,439.985453,0.000000,0.946022,none,0,0
108,4.458333,284.000,259.524,689.020,689.020,-429.495667,429.495667,0.000000,0.972503,none,0,0
109,4.500000,294.000,269.867,689.020,689.020,-419.152817,419.152817,0.000000,0.949599,none,0,0
110,4.541667,304.000,280.107,689.020,689.020,-408.912822,408.912822,0.000000,0.986995,none,0,0
111,4.583333,313.000,289.975,689.020,689.020,-399.044825,399.044825,0.000000,1.000000,none,0,0
112,4.625000,322.000,299.582,689.020,689.020,-389.437228,389.437228,0.000000,1.000000,none,0,0
113,4.666667,330.000,308.708,689.020,689.020,-380.311910,380.311910,0.000000,1.000000,none,0,0
114,4.708333,337.000,317.195,689.020,689.020,-371.824187,371.824187,0.000000,1.000000,none,0,0
115,4.750000,344.000,325.237,689.020,689.020,-363.782781,363.782781,0.000000,1.000000,none,0,0
116,4.791667,349.850,332.621,689.020,689.020,-356.398797,356.398797,0.000000,1.000000,none,0,0
117,4.833333,354.000,339.034,689.020,689.020,-349.985008,349.985008,0.000000,1.000000,none,0,0
118,4.875000,359.000,345.024,689.020,689.020,-343.995355,343.995355,0.000000,0.993233,none,0,0
119,4.916667,363.000,350.417,689.020,689.020,-338.602599,338.602599,0.000000,0.723557,none,0,0
120,4.958333,367.000,355.392,689.020,689.020,-333.627669,333.627669,0.000000,0.696037,none,0,0
121,5.000000,370.000,359.774,689.020,689.020,-329.245219,329.245219,0.000000,1.000000,none,0,0
122,5.041667,372.000,363.442,689.020,689.020,-325.577503,325.577503,0.000000,0.699013,none,0,0
123,5.083333,374.000,366.609,689.020,689.020,-322.410102,322.410102,0.000000,0.692644,none,0,0
124,5.125000,376.000,369.427,689.020,689.020,-319.592922,319.592922,0.000000,0.696023,none,0,0
