frame,time,x,y,z,yaw,yaw_deg,pitch,pitch_deg,roll,roll_deg,scale,handle_phase_rad,handle_phase_deg,vlm_visibility,source,tx,ty,tz,qw,qx,qy,qz,se3_schema,m45_pose_source,m45_rotation_smooth_start,m45_rotation_smooth_end,m45_static_frame,m45_yaw_input,m45_pitch_input,m45_roll_input
72,2.958333,-0.405660076,-0.671658392,3.810734695,0.008659274,0.496140,-0.497693759,-28.515752,-0.784242831,-44.933804,1.029876422,2.363438995,135.415080,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.406104,-0.668601,3.816682,0.908592,-0.321382,-0.253619,0.082778,1,unchanged,60,70,160,,,
73,3.000000,-0.406042536,-0.674529708,3.809607761,0.012727538,0.729234,-0.524213637,-30.035229,-0.794167151,-45.502426,1.021011909,2.341975588,134.185317,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.406168,-0.670545,3.816670,0.903241,-0.326386,-0.262423,0.093601,1,unchanged,60,70,160,,,
74,3.041667,-0.406469908,-0.677087803,3.808874631,-0.018646987,-1.068394,-0.551490700,-31.598090,-0.776393374,-44.484064,1.022268942,2.322071139,133.044876,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.406096,-0.671923,3.816793,0.898999,-0.331288,-0.271319,0.091844,1,unchanged,60,70,160,,,
75,3.083333,-0.406895111,-0.679326448,3.808532010,-0.063435073,-3.634562,-0.583661355,-33.441332,-0.771285533,-44.191406,1.029706648,2.303834613,132.000000,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.405936,-0.673037,3.817015,0.894701,-0.336073,-0.280152,0.089885,1,unchanged,60,70,160,,,
76,3.125000,-0.407251573,-0.681234076,3.808672789,-0.082828528,-4.745725,-0.619007964,-35.466544,-0.760909911,-43.596926,1.038734751,2.288669551,131.131106,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.405678,-0.673879,3.817352,0.890354,-0.340755,-0.288870,0.087809,1,unchanged,60,70,160,,,
77,3.166667,-0.407489016,-0.682767811,3.809275821,-0.081600384,-4.675358,-0.683003733,-39.133231,-0.783173359,-44.872528,1.033393911,2.277016900,130.463458,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.405306,-0.674438,3.817814,0.885973,-0.345350,-0.297394,0.085684,1,unchanged,60,70,160,,,
78,3.208333,-0.407543906,-0.683861323,3.810244835,-0.082379764,-4.720013,-0.708232858,-40.578754,-0.789092537,-45.211672,1.033983911,2.267541728,129.920571,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.404805,-0.674703,3.818408,0.881609,-0.349870,-0.305570,0.083567,1,unchanged,60,70,160,,,
79,3.250000,-0.407372098,-0.684433856,3.811489663,-0.106145241,-6.081674,-0.726111970,-41.603151,-0.768572397,-44.035955,1.029238037,2.258909102,129.425958,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.404155,-0.674659,3.819132,0.877663,-0.354371,-0.312221,0.081533,1,unchanged,60,70,160,,,
80,3.291667,-0.406950649,-0.684387805,3.812982965,-0.143840521,-8.241455,-0.750466418,-42.998558,-0.739441334,-42.366868,1.029389030,2.249784091,128.903133,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.403334,-0.674284,3.819984,0.875828,-0.359066,-0.312475,0.079730,1,unchanged,60,70,160,,,
81,3.333333,-0.406239598,-0.683612812,3.814724975,-0.157416958,-9.019327,-0.761078223,-43.606570,-0.738703493,-42.324592,1.042080841,2.238831764,128.275611,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.402318,-0.673546,3.820954,0.874235,-0.363709,-0.311872,0.078524,1,unchanged,60,70,160,,,
82,3.375000,-0.405191861,-0.681997008,3.816766243,-0.133439296,-7.645508,-0.734878730,-42.105450,-0.763748672,-43.759575,1.033688939,2.224717188,127.466905,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.401076,-0.672398,3.822030,0.886616,-0.370059,-0.263138,0.087899,1,unchanged,60,70,160,,,
83,3.416667,-0.403755012,-0.679444998,3.819226560,-0.034225476,-1.960975,-0.641817044,-36.773408,-0.837961271,-48.011644,1.039543302,2.206105432,126.400530,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.399576,-0.670775,3.823195,0.896016,-0.375886,-0.202773,0.121441,1,unchanged,60,70,160,,,
84,3.458333,-0.401886923,-0.675909328,3.822152447,0.144116373,8.257260,-0.454330474,-26.031219,-0.916707489,-52.523470,1.038685914,2.181661565,125.000000,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.397779,-0.668588,3.824429,0.900521,-0.380759,-0.141567,0.155057,1,unchanged,60,70,160,,,
85,3.500000,-0.399553439,-0.671411772,3.825386203,0.316322266,18.123931,-0.242876329,-13.915789,-0.956933554,-54.828254,1.035619638,2.109260493,120.851724,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.395638,-0.665722,3.825710,0.900906,-0.382670,-0.079984,0.188503,1,unchanged,60,70,160,,,
86,3.541667,-0.396766996,-0.666054539,3.828812116,0.475997037,27.272621,-0.063612847,-3.644748,-0.793424055,-45.459850,1.081706415,2.007128640,115.000000,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.393099,-0.662035,3.827014,0.905226,-0.361776,-0.018423,0.222137,1,unchanged,60,70,160,,,
87,3.583333,-0.393503478,-0.659885303,3.832335580,0.570773535,32.702915,0.060032590,3.439614,-0.764083631,-43.778767,1.074677309,1.918279112,109.909297,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.390097,-0.657372,3.828319,0.912061,-0.320945,0.043286,0.251528,1,unchanged,60,70,160,,,
88,3.625000,-0.389714322,-0.652911565,3.835928047,0.610906507,35.002365,0.124241884,7.118536,-0.727617901,-41.689435,1.075273854,1.829429584,104.818594,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.386552,-0.651595,3.829603,0.912769,-0.279149,0.104888,0.279153,1,unchanged,60,70,160,,,
89,3.666667,-0.385332529,-0.645106278,3.839629462,0.685301162,39.264864,0.135106272,7.741019,-0.463528220,-26.558211,1.099843520,1.745329252,100.000000,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.382366,-0.644606,3.830849,0.915467,-0.237451,0.107677,0.306500,1,unchanged,60,70,160,,,
90,3.708333,-0.380268891,-0.636404094,3.843403735,0.733225695,42.010738,0.154761862,8.867202,-0.362446816,-20.766673,1.057638842,1.661192204,95.179302,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.377422,-0.636336,3.832045,0.916033,-0.195575,0.108077,0.333096,1,unchanged,60,70,160,,,
91,3.750000,-0.374418549,-0.626698140,3.846953862,0.774395336,44.369584,0.144971374,8.306248,-0.335605210,-19.228762,1.024579781,1.573251318,90.140661,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.371563,-0.626699,3.833185,0.914434,-0.153739,0.107529,0.358626,1,unchanged,60,70,160,,,
92,3.791667,-0.367666861,-0.615846321,3.849734736,0.808242098,46.308861,0.124430655,7.129351,-0.317418164,-18.186721,1.043676824,1.487783972,85.243742,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.364588,-0.615563,3.834271,0.911053,-0.131178,0.098772,0.378179,1,unchanged,60,70,160,,,
93,3.833333,-0.359903762,-0.603687909,3.851211970,0.837123481,47.963642,0.100440814,5.754835,-0.296547423,-16.990916,1.064906853,1.411067542,80.848215,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.356262,-0.602709,3.835309,0.906372,-0.117955,0.088029,0.396015,1,unchanged,60,70,160,,,
94,3.875000,-0.351041954,-0.590067289,3.850833191,0.865988990,49.617514,0.068278532,3.912072,-0.265193085,-15.194445,1.079909735,1.349379405,77.313745,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.346440,-0.587816,3.836318,0.901563,-0.105253,0.076926,0.412539,1,unchanged,60,70,160,,,
95,3.916667,-0.341028657,-0.574844396,3.848525747,0.885981519,50.763002,0.047528811,2.723200,-0.236270548,-13.537305,1.094826866,1.308996939,75.000000,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.335247,-0.570633,3.837322,0.898491,-0.092925,0.065693,0.423985,1,unchanged,60,70,160,,,
96,3.958333,-0.329841805,-0.557920937,3.844689045,0.907258297,51.982071,0.019687165,1.127991,-0.203770698,-11.675201,1.087831612,1.282233437,73.466564,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.322983,-0.551505,3.838357,0.895933,-0.080829,0.054370,0.433375,1,unchanged,60,70,160,,,
97,4.000000,-0.317498020,-0.539258305,3.839988088,0.920762460,52.755803,0.003533475,0.202453,-0.171777133,-9.842105,1.125731984,1.258380381,72.099885,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.309920,-0.531055,3.839468,0.893662,-0.068909,0.043007,0.441327,1,unchanged,60,70,160,,,
98,4.041667,-0.304041382,-0.518890460,3.834420833,0.930235119,53.298546,-0.008069442,-0.462345,-0.145442601,-8.333247,1.119788484,1.239182429,70.999923,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.296258,-0.509714,3.840707,0.892347,-0.057148,0.031649,0.446598,1,unchanged,60,70,160,,,
99,4.083333,-0.289547269,-0.496905745,3.828364905,0.939696090,53.840620,-0.025052888,-1.435425,-0.121849498,-6.981462,1.140207599,1.226384241,70.266641,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.282142,-0.487744,3.842140,0.893523,-0.045544,0.020333,0.446238,1,unchanged,60,70,160,,,
100,4.125000,-0.274119081,-0.473465257,3.822228482,0.952305896,54.563109,-0.055250377,-3.165613,-0.094733608,-5.427836,1.158663831,1.221730476,70.000000,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.267683,-0.465321,3.843838,0.901540,-0.034112,0.009077,0.431253,1,unchanged,60,70,160,,,
101,4.166667,-0.257887217,-0.448785459,3.816593048,0.018479253,1.058783,-0.093971499,-5.384170,-0.005430718,-0.311157,1.133551505,1.258033325,72.080000,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.252602,-0.441563,3.846314,0.998778,-0.023544,-0.002146,0.043391,1,unchanged,60,70,160,,,
102,4.208333,-0.241011101,-0.423116118,3.812157321,0.018827882,1.078758,-0.087170294,-4.994490,-0.005011982,-0.287165,1.126526675,1.344601656,77.040000,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.237216,-0.417368,3.849742,0.999770,-0.012228,-0.013342,0.011532,1,unchanged,60,70,160,,,
103,4.250000,-0.223694486,-0.396719316,3.809517507,0.019157245,1.097629,-0.075970311,-4.352778,-0.004826703,-0.276550,1.134533321,1.447925147,82.960000,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.221682,-0.392952,3.854277,0.999786,-0.010155,-0.014304,0.010951,1,unchanged,60,70,160,,,
104,4.291667,-0.206149216,-0.369874571,3.809165863,0.019420603,1.112719,-0.067149790,-3.847400,-0.003992451,-0.228751,1.132156715,1.534493478,87.920000,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.206115,-0.368471,3.859307,0.999797,-0.008304,-0.015028,0.010552,1,unchanged,60,70,160,,,
105,4.333333,-0.188604607,-0.342869273,3.811573234,0.019549297,1.120092,-0.058600833,-3.357580,-0.002775715,-0.159037,1.136495430,1.570796327,90.000000,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.190565,-0.343978,3.864893,0.999804,-0.006693,-0.015497,0.010313,1,unchanged,60,70,160,,,
106,4.375000,-0.171283648,-0.315977881,3.817347610,0.019559103,1.120654,-0.055120710,-3.158184,-0.001384396,-0.079320,1.132130366,1.542563059,88.382353,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.175084,-0.319529,3.871048,0.999810,-0.005321,-0.015724,0.010209,1,unchanged,60,70,160,,,
107,4.416667,-0.154392110,-0.289471376,3.827388241,0.019757497,1.132021,-0.051387547,-2.944290,-0.001290368,-0.073933,1.135701272,1.483529864,85.000000,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.159726,-0.295180,3.877736,0.999815,-0.004173,-0.015732,0.010219,1,unchanged,60,70,160,,,
108,4.458333,-0.138113157,-0.263596567,3.841745185,0.020202453,1.157515,-0.045929336,-2.631557,-0.001697644,-0.097268,1.139460684,1.387607424,79.504049,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.144554,-0.270994,3.884880,0.999821,-0.003223,-0.015549,0.010323,1,unchanged,60,70,160,,,
109,4.500000,-0.122592745,-0.238577104,3.858985682,0.020814514,1.192584,-0.040329299,-2.310699,-0.001459943,-0.083649,1.143754268,1.265434376,72.504049,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.129637,-0.247044,3.892388,0.999826,-0.002444,-0.015202,0.010506,1,unchanged,60,70,160,,,
110,4.541667,-0.107948273,-0.214612985,3.877752348,0.021514725,1.232703,-0.034452953,-1.974009,-0.001046434,-0.059956,1.153416816,1.143261328,65.504049,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.115063,-0.223421,3.900166,0.999832,-0.001809,-0.014722,0.010752,1,unchanged,60,70,160,,,
111,4.583333,-0.094274084,-0.191879392,3.897219535,0.022205055,1.272256,-0.030090250,-1.724044,-0.000942033,-0.053975,1.159544912,1.040188644,59.598419,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.100941,-0.200243,3.908123,0.999838,-0.001297,-0.014135,0.011047,1,unchanged,60,70,160,,,
112,4.625000,-0.081637846,-0.170514276,3.916736530,0.023016950,1.318774,-0.027202690,-1.558599,-0.000728183,-0.041722,1.164074383,0.959931089,55.000000,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.087423,-0.177681,3.916169,0.999844,-0.000887,-0.013467,0.011381,1,unchanged,60,70,160,,,
113,4.666667,-0.070069277,-0.150621361,3.935695163,0.023828426,1.365268,-0.024446609,-1.400688,-0.000446342,-0.025574,1.169953181,0.895536318,51.310451,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.074715,-0.156006,3.924213,0.999850,-0.000565,-0.012743,0.011742,1,unchanged,60,70,160,,,
114,4.708333,-0.059569342,-0.132265212,3.953455909,0.024588760,1.408832,-0.021192054,-1.214215,-0.000295919,-0.016955,1.176705950,0.839527514,48.101383,hidden,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.063092,-0.135665,3.932167,0.999855,-0.000315,-0.011982,0.012122,1,unchanged,60,70,160,,,
115,4.750000,-0.050117244,-0.115471040,3.969271571,0.025332765,1.451461,-0.018463576,-1.057885,-0.000329601,-0.018885,1.180283278,0.785398163,45.000000,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.052815,-0.117302,3.939941,0.999859,-0.000127,-0.011205,0.012513,1,unchanged,60,70,160,,,
116,4.791667,-0.041660477,-0.100223624,3.982127430,0.026114090,1.496227,-0.013575575,-0.777823,-0.000271625,-0.015563,1.184464967,0.730378633,41.847613,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.043937,-0.101183,3.947444,0.999862,0.000011,-0.010430,0.012909,1,unchanged,60,70,160,,,
117,4.833333,-0.034130021,-0.086470208,3.991668423,0.026882582,1.540259,-0.006224304,-0.356626,-0.000062949,-0.003607,1.188928120,0.676297750,38.749007,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.036339,-0.087095,3.954580,0.999865,0.000106,-0.009673,0.013305,1,unchanged,60,70,160,,,
118,4.875000,-0.027457092,-0.074130571,3.998376691,0.027611220,1.582006,-0.000507862,-0.029098,0.000073975,0.004238,1.190178014,0.623546693,35.726594,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.029841,-0.074731,3.961244,0.999866,0.000167,-0.008950,0.013695,1,unchanged,60,70,160,,,
119,4.916667,-0.021565112,-0.063104094,4.002828680,0.028301979,1.621584,0.002986658,0.171123,-0.000038502,-0.002206,1.190091027,0.572516641,32.802787,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.024275,-0.063841,3.967331,0.999867,0.000199,-0.008274,0.014077,1,unchanged,60,70,160,,,
120,4.958333,-0.016390129,-0.053282096,4.005410655,0.028954158,1.658951,0.003802488,0.217867,0.000014772,0.000846,1.192613156,0.523598776,30.000000,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.019499,-0.054228,3.972750,0.999866,0.000209,-0.007654,0.014447,1,unchanged,60,70,160,,,
121,5.000000,-0.011875463,-0.044552887,4.006456398,0.029578671,1.694733,0.000677247,0.038803,0.000109354,0.006266,1.191537193,0.474886913,27.209016,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.015395,-0.045733,3.977457,0.999865,0.000201,-0.007097,0.014803,1,unchanged,60,70,160,,,
122,5.041667,-0.007967227,-0.036806540,4.006338564,0.030217392,1.731329,-0.004240343,-0.242954,0.000145730,0.008350,1.192846550,0.425544891,24.381926,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.011869,-0.038221,3.981465,0.999864,0.000180,-0.006604,0.015143,1,unchanged,60,70,160,,,
123,5.083333,-0.004612682,-0.029930576,4.005560220,0.030898532,1.770356,-0.008052673,-0.461384,0.000231751,0.013278,1.193973464,0.377568919,21.633106,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.008839,-0.031574,3.984838,0.999861,0.000150,-0.006173,0.015466,1,unchanged,60,70,160,,,
124,5.125000,-0.001765073,-0.023818196,4.004148397,0.031586959,1.809799,-0.010203182,-0.584599,-0.000430203,-0.024649,1.193244375,0.332955206,19.076928,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.006241,-0.025691,3.987659,0.999859,0.000113,-0.005801,0.015769,1,unchanged,60,70,160,,,
125,5.166667,0.000614741,-0.018379385,4.002397450,0.032254213,1.848030,-0.010747803,-0.615804,-0.000219317,-0.012566,1.192843578,0.293699959,16.827768,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.004017,-0.020485,3.990013,0.999856,0.000072,-0.005483,0.016052,1,unchanged,60,70,160,,,
126,5.208333,0.002568204,-0.013537623,4.000498196,0.032865113,1.883032,-0.010148251,-0.581452,-0.000146293,-0.008382,1.190320899,0.261799388,15.000000,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.002118,-0.015877,3.991977,0.999853,0.000030,-0.005213,0.016313,1,unchanged,60,70,160,,,
127,5.250000,0.004128195,-0.009227123,3.998629072,0.033411427,1.914334,-0.009907740,-0.567672,-0.000167771,-0.009613,1.190703573,0.236674143,13.560430,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.000505,-0.011800,3.993617,0.999851,-0.000011,-0.004990,0.016550,1,unchanged,60,70,160,,,
128,5.291667,0.005329449,-0.005393237,3.997229605,0.033891841,1.941859,-0.006987641,-0.400362,-0.000279881,-0.016036,1.188947014,0.215651404,12.355915,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000859,-0.008195,3.994991,0.999848,-0.000051,-0.004810,0.016763,1,unchanged,60,70,160,,,
129,5.333333,0.006211748,-0.001998256,3.996311159,0.034306499,1.965618,-0.004574376,-0.262092,-0.000268396,-0.015378,1.185194331,0.197587171,11.320911,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002005,-0.005011,3.996147,0.999845,-0.000089,-0.004672,0.016951,1,unchanged,60,70,160,,,
130,5.375000,0.006820964,0.000985685,3.996037651,0.034644544,1.984986,-0.002424280,-0.138901,-0.000383481,-0.021972,1.178107418,0.181337446,10.389870,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002960,-0.002201,3.997123,0.999843,-0.000123,-0.004573,0.017112,1,unchanged,60,70,160,,,
131,5.416667,0.007207170,0.003582850,3.996643792,0.034900962,1.999678,-0.003482955,-0.199559,-0.000407918,-0.023372,1.178204070,0.165758229,9.497247,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.003747,0.000276,3.997951,0.999841,-0.000153,-0.004510,0.017246,1,unchanged,60,70,160,,,
132,5.458333,0.007423694,0.005815108,3.998058669,0.035076463,2.009733,-0.007656587,-0.438690,-0.000447913,-0.025664,1.184571633,0.149705521,8.577495,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.004389,0.002456,3.998653,0.999839,-0.000180,-0.004477,0.017353,1,unchanged,60,70,160,,,
133,5.500000,0.007511971,0.007706610,3.999856345,0.035176988,2.015493,-0.011469113,-0.657132,-0.000522472,-0.029935,1.182330496,0.132035323,7.565067,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.004902,0.004371,3.999249,0.999838,-0.000202,-0.004469,0.017433,1,unchanged,60,70,160,,,
134,5.541667,0.007502388,0.009287181,4.001282464,0.035203508,2.017012,-0.012610405,-0.722523,-0.000557851,-0.031963,1.182211077,0.111603637,6.394417,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.005305,0.006050,3.999752,0.999837,-0.000219,-0.004477,0.017486,1,unchanged,60,70,160,,,
135,5.583333,0.007417224,0.010597112,4.001687240,0.035160926,2.014573,-0.010912616,-0.625247,-0.000604822,-0.034654,1.182893349,0.087266463,5.000000,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.005612,0.007521,4.000174,0.999837,-0.000232,-0.004498,0.017512,1,unchanged,60,70,160,,,
136,5.625000,0.007272653,0.011679465,4.001687240,0.035070111,2.009369,-0.007349850,-0.421115,-0.000835025,-0.047843,1.182107624,0.054868649,3.143742,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.005836,0.008805,4.000526,0.999836,-0.000241,-0.004526,0.017512,1,unchanged,60,70,160,,,
137,5.666667,0.007082174,0.012574675,4.001687240,0.034976220,2.003990,-0.006499548,-0.372397,-0.000678922,-0.038899,1.182836624,0.012808984,0.733901,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.005989,0.009925,4.000815,0.999837,-0.000245,-0.004559,0.017485,1,unchanged,60,70,160,,,
138,5.708333,0.006856214,0.013316552,4.001687240,0.034902407,1.999761,-0.008627485,-0.494318,0.000204264,0.011703,1.187828263,-0.036225623,-2.075575,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.006082,0.010899,4.001052,0.999837,-0.000247,-0.004594,0.017433,1,unchanged,60,70,160,,,
139,5.750000,0.006605323,0.013930104,4.001687240,0.034820724,1.995081,-0.010784879,-0.617928,-0.000131753,-0.007549,1.187524928,-0.089548263,-5.130738,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.006125,0.011743,4.001244,0.999839,-0.000245,-0.004625,0.017356,1,unchanged,60,70,160,,,
140,5.791667,0.006342447,0.014433998,4.001687240,0.034706721,1.988549,-0.012342891,-0.707196,-0.000260237,-0.014910,1.186517503,-0.144472026,-8.277637,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.006126,0.012473,4.001398,0.999840,-0.000240,-0.004647,0.017254,1,unchanged,60,70,160,,,
141,5.833333,0.006076917,0.014840620,4.001687240,0.034534560,1.978685,-0.013304681,-0.762302,-0.000282105,-0.016163,1.186329262,-0.198310002,-11.362326,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.006093,0.013102,4.001519,0.999842,-0.000233,-0.004655,0.017127,1,unchanged,60,70,160,,,
142,5.875000,0.005821761,0.015164219,4.001687240,0.034298067,1.965134,-0.013797447,-0.790535,-0.000290715,-0.016657,1.186123797,-0.248375282,-14.230855,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.006032,0.013642,4.001613,0.999845,-0.000224,-0.004644,0.016976,1,unchanged,60,70,160,,,
143,5.916667,0.005594163,0.015419564,4.001687240,0.033997543,1.947916,-0.013936009,-0.798475,-0.000289540,-0.016589,1.186184875,-0.291980956,-16.729276,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.005951,0.014104,4.001684,0.999848,-0.000212,-0.004612,0.016802,1,unchanged,60,70,160,,,
144,5.958333,0.005402453,0.015619825,4.001687240,0.033632320,1.926990,-0.013755284,-0.788120,-0.000299306,-0.017149,1.186138752,-0.326440116,-18.703641,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.005853,0.014497,4.001738,0.999852,-0.000198,-0.004555,0.016607,1,unchanged,60,70,160,,,
145,6.000000,0.005248186,0.015775791,4.001687240,0.033198940,1.902159,-0.013232672,-0.758176,-0.000432160,-0.024761,1.186232338,-0.349065850,-20.000000,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.005744,0.014829,4.001776,0.999856,-0.000182,-0.004474,0.016391,1,unchanged,60,70,160,,,
146,6.041667,0.005128362,0.015896631,4.001687240,0.032706105,1.873922,-0.012319254,-0.705841,-0.000413915,-0.023716,1.186327918,-0.363425851,-20.822767,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.005625,0.015110,4.001802,0.999860,-0.000164,-0.004368,0.016158,1,unchanged,60,70,160,,,
147,6.083333,0.005036232,0.015989017,4.001687240,0.032159289,1.842592,-0.010983188,-0.629290,-0.000181441,-0.010396,1.186697011,-0.375264184,-21.501054,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.005502,0.015345,4.001818,0.999864,-0.000144,-0.004237,0.015911,1,unchanged,60,70,160,,,
