frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,u_ref_obs,v_ref_obs,contact_u,contact_v,contact_depth_offset_m,contact_depth_offset_used_m,z_contact_final,global_z_ref,z_ref_global_shift,z_ref_anchor_segment,contact_depth_gap
69,2.266667,-0.639613,-0.747435,6.517396,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.808,287.364,,743.808,287.364,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.966362,6.726187,743.808,287.364,734.000,328.000,30.176993,0.000000,6.517396,6.517666,5.545225,6.517666,-0.208791
70,2.300000,-0.635616,-0.739482,6.506253,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,744.791,289.624,,744.791,289.624,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965999,6.719376,744.791,289.624,737.000,330.000,30.163286,0.000000,6.506253,6.506498,5.609003,6.506498,-0.213123
71,2.333333,-0.635779,-0.727714,6.494938,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,744.361,293.179,,744.361,293.179,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965139,6.711821,744.361,293.179,735.000,334.000,0.081958,0.081958,6.576896,6.495329,5.644243,6.495329,-0.134925
72,2.366667,-0.628386,-0.697613,6.483665,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,746.498,302.977,,746.498,302.977,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965393,6.704587,746.498,302.977,745.000,344.000,0.015348,0.015348,6.499013,6.484160,5.673304,6.484160,-0.205574
73,2.400000,-0.622441,-0.647821,6.472410,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.150,319.512,,748.150,319.512,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.963527,6.707830,748.150,319.512,731.000,356.000,30.136493,0.000000,6.472410,6.472991,5.679805,6.472991,-0.235420
74,2.433333,-0.619965,-0.643362,6.460595,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.607,320.629,,748.607,320.629,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.956358,6.707711,748.607,320.629,735.000,356.000,30.139490,0.000000,6.460595,6.461822,5.702903,6.461822,-0.247116
75,2.466667,-0.615347,-0.592296,6.449021,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.805,337.679,,749.805,337.679,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.942695,6.695614,749.805,337.679,738.000,375.000,0.055558,0.055558,6.504579,6.450653,5.765690,6.450653,-0.191035
76,2.500000,-0.612188,-0.524047,6.437442,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.508,360.670,,750.508,360.670,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.925117,6.683561,750.508,360.670,731.000,397.000,30.078836,0.000000,6.437442,6.439484,5.842658,6.439484,-0.246120
77,2.533333,-0.611260,-0.435790,6.425905,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.450,390.604,,750.450,390.604,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.908080,6.657537,750.450,390.604,740.000,427.000,30.025350,0.000000,6.425905,6.428316,5.846794,6.428316,-0.231633
78,2.566667,-0.603157,-0.346471,6.414403,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.857,421.011,,752.857,421.011,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.895331,6.634738,752.857,421.011,735.000,457.000,29.798911,0.000000,6.414403,6.417147,5.872173,6.417147,-0.220335
79,2.600000,-0.601558,-0.341380,6.402470,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.021,422.541,,753.021,422.541,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.885755,6.607553,753.021,422.541,735.000,457.000,29.686597,0.000000,6.402470,6.405978,5.911569,6.405978,-0.205083
80,2.633333,-0.602839,-0.236814,6.391003,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.208,458.373,,752.208,458.373,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.872569,6.577150,752.208,458.373,739.000,495.000,29.914649,0.000000,6.391003,6.394809,5.927156,6.394809,-0.186148
81,2.666667,-0.608413,-0.127385,6.379689,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.915,496.014,,749.915,496.014,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.855534,6.538516,749.915,496.014,738.000,533.000,0.041857,0.041857,6.421546,6.383640,6.023659,6.383640,-0.116969
82,2.700000,-0.607622,0.003432,6.368703,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.826,541.187,,749.826,541.187,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.829537,6.496181,749.826,541.187,744.000,582.000,29.915344,0.000000,6.368703,6.372471,6.344843,6.372471,-0.127478
83,2.733333,-0.606204,0.009611,6.357925,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.961,543.330,,749.961,543.330,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.807162,6.450233,749.961,543.330,744.000,582.000,0.019233,0.019233,6.377158,6.361302,6.404861,6.361302,-0.073074
84,2.766667,-0.604444,0.151192,6.347322,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.221,592.473,,750.221,592.473,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.756940,6.395892,750.221,592.473,739.000,630.000,0.355920,0.355920,6.703242,6.350134,6.318473,6.350134,0.307349
85,2.800000,-0.602900,0.307429,6.336965,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.415,646.871,,750.415,646.871,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.697362,6.362325,750.415,646.871,752.000,677.000,2.080746,0.000000,6.336965,6.338965,6.988802,6.338965,-0.025360
86,2.833333,-0.604012,0.473961,6.326763,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.690,705.028,,749.690,705.028,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,left,left_foot,left_foot,0.648565,6.322186,749.690,705.028,767.000,735.000,0.564015,0.564015,6.890778,6.327796,7.652681,6.327796,0.568592
87,2.866667,-0.604638,0.552185,6.316627,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.134,732.573,,749.134,732.573,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,1,0,1,0,1,0,foot,left,left_foot,left_foot,0.637004,6.316627,749.134,732.573,768.000,756.000,-1.860545,0.000000,6.316627,6.316627,8.586805,6.316627,0.000000
88,2.900000,-0.602081,0.458741,6.298666,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.427,700.441,,749.427,700.441,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,left,left_foot,left_foot,0.667221,6.324953,749.427,700.441,761.000,731.000,7.542696,0.000000,6.298666,6.298698,8.724409,6.298698,-0.026286
89,2.933333,-0.599675,0.451985,6.280710,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.669,698.530,,749.669,698.530,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,left,left_foot,left_foot,0.700078,6.346881,749.669,698.530,755.000,732.000,6.433900,0.000000,6.280710,6.280769,8.616669,6.280769,-0.066171
90,2.966667,-0.605114,0.389098,6.262762,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,747.153,676.864,,747.153,676.864,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.753248,6.378629,747.153,676.864,755.000,710.000,19.809847,0.000000,6.262762,6.262840,8.694907,6.262840,-0.115867
91,3.000000,-0.612643,0.317799,6.244828,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.886,652.106,,743.886,652.106,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.816818,6.417973,743.886,652.106,736.000,678.000,0.355986,0.355986,6.600814,6.244911,8.988524,6.244911,0.182841
92,3.033333,-0.611186,0.264875,6.226927,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.780,633.705,,743.780,633.705,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.874745,6.447020,743.780,633.705,745.000,667.000,0.581684,0.581684,6.808611,6.226981,8.350542,6.226981,0.361591
93,3.066667,-0.614127,0.233659,6.208966,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.111,622.901,,742.111,622.901,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.912647,6.474052,742.111,622.901,745.000,663.000,28.632013,0.000000,6.208966,6.209052,7.582720,6.209052,-0.265086
94,3.100000,-0.613196,0.230767,6.190970,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.809,622.113,,741.809,622.113,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.927800,6.494280,741.809,622.113,745.000,663.000,28.650083,0.000000,6.190970,6.191123,6.614482,6.191123,-0.303310
95,3.133333,-0.613388,0.221862,6.173015,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.106,619.174,,741.106,619.174,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.939330,6.500692,741.106,619.174,747.000,659.000,28.658214,0.000000,6.173015,6.173194,6.358665,6.173194,-0.327676
96,3.166667,-0.608644,0.225188,6.155083,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.166,620.595,,742.166,620.595,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.945571,6.493464,742.166,620.595,738.000,659.000,-2.013974,0.000000,6.155083,6.155265,6.146060,6.155265,-0.338382
97,3.200000,-0.611507,0.240981,6.137100,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.500,626.500,,740.500,626.500,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948775,6.482755,740.500,626.500,732.000,665.000,-1.445097,0.000000,6.137100,6.137336,6.119678,6.137336,-0.345655
98,3.233333,-0.608744,0.241496,6.119236,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.854,626.938,,740.854,626.938,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950547,6.481066,740.854,626.938,738.000,667.000,-0.929429,-0.929429,5.189807,6.119407,6.179110,6.119407,-1.291259
99,3.266667,-0.603895,0.247736,6.101403,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.964,629.445,,741.964,629.445,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951660,6.479768,741.964,629.445,726.000,671.000,-0.167794,-0.167794,5.933609,6.101478,6.345945,6.101478,-0.546159
100,3.300000,-0.601668,0.292803,6.083470,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.128,646.028,,742.128,646.028,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947617,6.477260,742.128,646.028,730.000,691.000,6.101841,0.000000,6.083470,6.083549,6.242263,6.083549,-0.393789
101,3.333333,-0.596255,0.366105,6.065519,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.449,672.964,,743.449,672.964,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.817118,6.155277,743.449,672.964,722.000,719.000,28.923151,0.000000,6.065519,6.065620,6.069256,6.065620,-0.089758
102,3.366667,-0.594505,0.444426,6.047609,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.445,701.887,,743.445,701.887,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.768735,6.071612,743.445,701.887,716.000,743.000,6.249532,0.000000,6.047609,6.047690,6.131514,6.047690,-0.024003
103,3.400000,-0.595456,0.515676,6.029717,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.455,728.398,,742.455,728.398,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,right,right_foot,right_foot,0.717508,6.017938,742.455,728.398,722.000,776.000,-1.876007,0.000000,6.029717,6.029761,6.129268,6.029761,0.011779
104,3.433333,-0.594168,0.516450,6.011832,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.280,729.242,,742.280,729.242,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,1,0,1,0,1,0,foot,right,right_foot,right_foot,0.714968,6.011832,742.280,729.242,726.000,777.000,-1.881291,0.000000,6.011832,6.011832,6.130926,6.011832,0.000000
105,3.466667,-0.598537,0.444427,6.018667,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.928,702.666,,740.928,702.666,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.748187,6.050996,740.928,702.666,728.000,744.000,6.128179,0.000000,6.018667,6.018810,5.997190,6.018810,-0.032329
106,3.500000,-0.607202,0.373253,6.025509,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,738.009,676.460,,738.009,676.460,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.801684,6.112870,738.009,676.460,731.000,718.000,26.799161,0.000000,6.025509,6.025787,5.909076,6.025787,-0.087361
107,3.533333,-0.614925,0.304901,6.032422,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,735.443,651.343,,735.443,651.343,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.862624,6.198735,735.443,651.343,724.000,695.000,29.674421,0.000000,6.032422,6.032765,6.112475,6.032765,-0.166313
108,3.566667,-0.623623,0.261804,6.039300,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.526,635.496,,732.526,635.496,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.949032,6.554491,732.526,635.496,714.000,670.000,29.799957,0.000000,6.039300,6.039742,6.146594,6.039742,-0.515191
109,3.600000,-0.626259,0.255834,6.046141,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,731.823,633.213,,731.823,633.213,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951276,6.569620,731.823,633.213,715.000,671.000,30.494171,0.000000,6.046141,6.046720,5.913654,6.046720,-0.523480
110,3.633333,-0.601070,0.216811,6.053342,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.261,618.901,,741.261,618.901,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.953848,6.546326,741.261,618.901,717.000,660.000,30.168844,0.000000,6.053342,6.053697,5.672062,6.053697,-0.492985
111,3.666667,-0.624599,0.207454,6.060236,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.957,615.410,,732.957,615.410,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954870,6.539706,732.957,615.410,715.000,651.000,-0.960427,-0.960427,5.099809,6.060675,5.313163,6.060675,-1.439896
112,3.700000,-0.633361,0.195472,6.067270,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,730.039,610.972,,730.039,610.972,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954053,6.538313,730.039,610.972,709.000,647.000,-1.001949,0.000000,6.067270,6.067652,5.035435,6.067652,-0.471043
113,3.733333,-0.635997,0.195095,6.074324,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,729.350,610.753,,729.350,610.753,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951183,6.531316,729.350,610.753,712.000,647.000,-0.925954,-0.925954,5.148370,6.074630,4.889572,6.074630,-1.382946
114,3.766667,-0.641435,0.201521,6.081336,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,727.646,612.999,,727.646,612.999,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948562,6.534696,727.646,612.999,710.000,649.000,-0.812673,-0.812673,5.268663,6.081607,4.883173,6.081607,-1.266033
115,3.800000,-0.643929,0.221502,6.088311,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,727.010,620.145,,727.010,620.145,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947260,6.533862,727.010,620.145,715.000,655.000,-0.688110,-0.688110,5.400201,6.088585,4.991440,6.088585,-1.133662
116,3.833333,-0.651032,0.234678,6.095249,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,724.708,624.816,,724.708,624.816,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947095,6.517689,724.708,624.816,721.000,667.000,0.010354,0.010354,6.105603,6.095562,5.133543,6.095562,-0.412086
117,3.866667,-0.654460,0.244305,6.102184,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,723.738,628.195,,723.738,628.195,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950080,6.515227,723.738,628.195,722.000,667.000,0.063189,0.063189,6.165373,6.102540,5.495071,6.102540,-0.349854
118,3.900000,-0.657281,0.279830,6.108996,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,722.984,640.907,,722.984,640.907,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.952163,6.536375,722.984,640.907,701.000,685.000,30.221325,0.000000,6.108996,6.109517,5.575937,6.109517,-0.427378
119,3.933333,-0.659720,0.295525,6.115849,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,722.371,646.447,,722.371,646.447,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954443,6.533274,722.371,646.447,703.000,686.000,30.250908,0.000000,6.115849,6.116495,5.812554,6.116495,-0.417426
120,3.966667,-0.670226,0.353727,6.122439,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,718.847,667.274,,718.847,667.274,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.956091,6.521947,718.847,667.274,700.000,702.000,28.565803,0.000000,6.122439,6.123472,5.801578,6.123472,-0.399508
121,4.000000,-0.678954,0.429112,6.128955,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.966,694.234,,715.966,694.234,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.955074,6.514294,715.966,694.234,696.000,731.000,28.866682,0.000000,6.128955,6.130450,5.759545,6.130450,-0.385339
122,4.033333,-0.686214,0.513422,6.135452,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,713.618,724.342,,713.618,724.342,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.952002,6.536430,713.618,724.342,686.000,765.000,3.918080,0.000000,6.135452,6.137427,5.555263,6.137427,-0.400978
123,4.066667,-0.706492,0.615989,6.141817,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,706.600,760.939,,706.600,760.939,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950676,6.517725,706.600,760.939,696.000,805.000,0.204630,0.204630,6.346447,6.144405,5.491998,6.144405,-0.171279
124,4.100000,-0.706805,0.612084,6.149224,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,706.793,759.274,,706.793,759.274,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.880372,6.205692,706.793,759.274,677.000,799.000,-0.012718,-0.012718,6.136506,6.151382,8.355434,6.151382,-0.069186
125,4.133333,-0.711392,0.606954,6.156502,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,705.451,757.179,,705.451,757.179,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,right,right_foot,right_foot,0.867800,6.196051,705.451,757.179,685.000,803.000,-1.659613,0.000000,6.156502,6.158360,11.494836,6.158360,-0.039549
126,4.166667,-0.682421,0.489788,6.163636,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,716.100,715.052,,716.100,715.052,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.866076,6.209091,716.100,715.052,693.000,765.000,0.715549,0.715549,6.879185,6.165337,11.397107,6.165337,0.670094
127,4.200000,-0.681937,0.428300,6.170647,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,716.550,692.902,,716.550,692.902,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.880901,6.229647,716.550,692.902,689.000,728.000,28.464436,0.000000,6.170647,6.172315,11.556174,6.172315,-0.059000
128,4.233333,-0.686097,0.427150,6.177233,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.326,692.329,,715.326,692.329,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950980,6.551075,715.326,692.329,697.000,729.000,27.556088,0.000000,6.177233,6.179292,11.530489,6.179292,-0.373842
129,4.266667,-0.687789,0.359334,6.184222,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.000,668.000,,715.000,668.000,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.949338,6.569190,715.000,668.000,716.000,704.000,28.935915,0.000000,6.184222,6.186269,11.601319,6.186269,-0.384968
130,4.300000,-0.689006,0.332968,6.191052,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,714.837,658.477,,714.837,658.477,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950888,6.576986,714.837,658.477,717.000,681.000,30.456283,0.000000,6.191052,6.193247,11.561901,6.193247,-0.385934
131,4.333333,-0.678816,0.219358,6.198442,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,718.751,617.959,,718.751,617.959,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954242,6.555089,718.751,617.959,715.000,663.000,30.460349,0.000000,6.198442,6.200224,8.375340,6.200224,-0.356647
132,4.366667,-0.670597,0.166700,6.205738,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,721.952,599.175,,721.952,599.175,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.956792,6.545426,721.952,599.175,722.000,657.000,-0.582209,-0.582209,5.623529,6.207202,5.195783,6.207202,-0.921897
133,4.400000,-0.665915,0.142043,6.212937,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,723.888,590.364,,723.888,590.364,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.956363,6.544686,723.888,590.364,727.000,649.000,-0.158123,-0.158123,6.054814,6.214179,5.066875,6.214179,-0.489872
134,4.433333,-0.661369,0.143408,6.220022,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,725.767,590.790,,725.767,590.790,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950912,6.554090,725.767,590.790,728.000,650.000,-0.067678,-0.067678,6.152344,6.221157,4.834649,6.221157,-0.401745
135,4.466667,-0.650868,0.142318,6.227071,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,729.747,590.347,,729.747,590.347,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.941370,6.575136,729.747,590.347,729.000,650.000,0.014408,0.014408,6.241479,6.228134,4.808501,6.228134,-0.333657
136,4.500000,-0.640608,0.153183,6.234018,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,733.629,594.130,,733.629,594.130,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.929879,6.584943,733.629,594.130,726.000,653.000,-0.026358,-0.026358,6.207660,6.235112,4.902367,6.235112,-0.377283
137,4.533333,-0.631592,0.183081,6.240865,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,737.060,604.624,,737.060,604.624,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.920067,6.596498,737.060,604.624,726.000,657.000,0.039384,0.039384,6.280249,6.242089,5.138368,6.242089,-0.316249
