frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,u_proj,v_proj,bottom_proj_v,floor_v,u_ref_obs,v_ref_obs,support_v_obs,depth_prior_m,contact_depth_offset_m,contact_frame,audio_contact_frame,source,se3_schema,object_pixel_len,z_from_geometry_len_m,generic_geometry_pose_prior,geometry_pose_prior_source,u_contact_lock,v_contact_lock,contact_lock_pixel_len,contact_lock_angle_rad,blend_visible_weight,visible_len_px,contact_len_px,angle_gap_deg,center_gap_px,mean_palm_to_visible_line_px,left_local_s_source,right_local_s_source,left_local_s_used,right_local_s_used,blend_reason,depth_anchor_source,depth_anchor_z,depth_anchor_sides,depth_anchor_mean_dist_px,line_contact_se3_refined,line_contact_se3_cost,line_contact_se3_overlay_err_px,line_contact_se3_max_gap_m,line_contact_se3_anchor_count,line_contact_se3_local_s_adjustments,z_from_pixel_len_m,line_contact_pose_prior,line_contact_se3_reason
63,2.583333,-0.844315,0.444421,4.537486,0.907704,0.079945,0.280166,-0.301976,0.120000,gvhmr_incam,656.087,389.201,397.180,496.810,528.215,528.215,656.087,389.201,528.215,1.085197,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,451.468,6.050496,1,line_correspondence_schema,397.180,496.810,451.468,-0.732856426,1.000000,451.467945,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.320408,right,11.369000,1,0.693931,0.418448,0.069814,1.000000,right:0.7100->0.7100,6.050496,1,
64,2.625000,-0.826434,0.475576,4.540998,0.896072,0.091338,0.284116,-0.328618,0.120000,gvhmr_incam,658.213,390.126,407.166,502.757,535.755,535.755,658.213,390.126,535.755,1.085249,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,449.218,6.080801,1,line_correspondence_schema,407.166,502.757,449.218,-0.764851773,1.000000,449.217931,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.332733,right,10.482000,1,0.702596,0.416829,0.070220,1.000000,right:0.6992->0.6992,6.080801,1,
65,2.666667,-0.809882,0.505149,4.548532,0.891174,0.102959,0.289091,-0.334119,0.120000,gvhmr_incam,383.393,523.466,404.817,504.295,651.081,651.081,383.393,523.466,651.081,1.085431,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,439.916,6.209382,1,line_correspondence_schema,404.817,504.295,439.916,-0.730541705,1.000000,439.915763,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.340010,right,7.935000,1,0.661583,0.429721,0.066303,1.000000,right:0.7081->0.7081,6.209382,1,
66,2.708333,-0.829006,0.534265,4.579789,0.885796,0.114841,0.295427,-0.338970,0.120000,gvhmr_incam,384.302,523.744,405.622,503.817,652.328,652.328,384.302,523.744,652.328,1.085390,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,441.792,6.183007,1,line_correspondence_schema,405.622,503.817,441.792,-0.741508438,1.000000,441.792306,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.342519,right,6.283000,1,0.649346,0.432548,0.065083,1.000000,right:0.7050->0.7050,6.183007,1,
67,2.750000,-0.854416,0.562998,4.612883,0.879951,0.127603,0.302066,-0.343743,0.120000,gvhmr_incam,384.002,524.170,406.221,502.632,655.336,655.336,384.002,524.170,655.336,1.085450,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,449.036,6.083259,1,line_correspondence_schema,406.221,502.632,449.036,-0.766420068,1.000000,449.036392,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.336733,right,5.621000,1,0.651430,0.431563,0.065195,1.000000,right:0.6984->0.6984,6.083259,1,
68,2.791667,-0.880548,0.591253,4.644562,0.873787,0.140565,0.308706,-0.348480,0.120000,gvhmr_incam,381.108,524.059,368.368,536.365,656.483,656.483,381.108,524.059,656.483,1.085186,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,349.311,7.819976,1,line_correspondence_schema,368.368,536.365,349.311,-0.783863752,1.000000,349.311161,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.330463,right,6.324000,1,0.186236,0.308261,0.031056,1.000000,right:0.9003->0.9003,7.819976,1,
69,2.833333,-0.905783,0.617931,4.654624,0.867371,0.153445,0.314800,-0.353587,0.120000,gvhmr_incam,374.950,524.632,391.494,488.457,657.094,657.094,374.950,524.632,657.094,1.084614,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,,,,,391.494,488.457,468.902,-0.808695318,1.000000,292.464484,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.327418,right,23.557000,1,7.884097,0.556610,0.383038,1.000000,right:0.6984->0.6984,9.339954,1,
70,2.875000,-0.920146,0.630377,4.582272,0.861658,0.165509,0.314464,-0.362303,0.120000,gvhmr_incam,366.204,525.138,390.138,476.308,657.061,657.061,366.204,525.138,657.061,1.084061,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,,,,,390.138,476.308,479.788,-0.840499826,1.000000,289.101682,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.325835,right,28.281000,1,8.118815,0.555678,0.393946,1.000000,right:0.6984->0.6984,9.448595,1,
71,2.916667,-0.891870,0.522275,4.506145,0.857270,0.159890,0.294735,-0.390711,0.120000,gvhmr_incam,355.427,525.271,389.080,461.976,657.123,657.123,355.427,525.271,657.123,1.084355,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,,,,,389.080,461.976,491.278,-0.894358594,1.000000,292.505444,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.307093,right,25.792000,1,8.106557,0.523224,0.393453,1.000000,right:0.6984->0.6984,9.338646,1,
72,2.958333,-0.857146,0.412838,4.429507,0.848149,0.153341,0.273761,-0.426830,0.120000,gvhmr_incam,344.258,525.441,397.398,447.857,657.819,657.819,344.258,525.441,657.819,1.085076,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,511.816,5.337080,1,line_correspondence_schema,397.398,447.857,511.816,-0.962075641,1.000000,511.816335,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.254027,right,3.999000,1,0.725088,0.406102,0.070789,1.000000,right:0.6231->0.6231,5.337080,1,
73,3.000000,-0.821434,0.304326,4.352941,0.836821,0.147333,0.252528,-0.462874,0.120000,gvhmr_incam,335.381,525.982,388.462,431.817,657.864,657.864,335.381,525.982,657.864,1.085729,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,515.799,5.295867,1,line_correspondence_schema,388.462,431.817,515.799,-1.056255487,1.000000,515.799324,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.217677,right,0.433000,1,0.756087,0.411542,0.072067,1.000000,right:0.6229->0.6229,5.295867,1,
74,3.041667,-0.785511,0.228188,4.278505,0.821747,0.153090,0.231009,-0.497927,0.120000,gvhmr_incam,333.422,526.778,383.521,411.389,653.221,653.221,333.422,526.778,653.221,1.086014,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,522.865,5.224300,1,line_correspondence_schema,383.521,411.389,522.865,-1.158014750,1.000000,522.865227,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.182430,right,3.826000,1,0.836963,0.418123,0.076108,1.000000,right:0.6156->0.6156,5.224300,1,
75,3.083333,-0.749458,0.175014,4.249188,0.804625,0.159882,0.209407,-0.532132,0.120000,gvhmr_incam,337.991,527.057,383.100,389.762,646.673,646.673,337.991,527.057,646.673,1.085730,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,532.652,5.128312,1,line_correspondence_schema,383.100,389.762,532.652,-1.254710751,1.000000,532.651844,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.138526,right,7.424000,1,0.945564,0.420358,0.081916,1.000000,right:0.6073->0.6073,5.128312,1,
76,3.125000,-0.713328,0.122855,4.222011,0.785749,0.166624,0.187585,-0.565373,0.120000,gvhmr_incam,353.032,528.162,388.509,370.271,637.541,637.541,353.032,528.162,637.541,1.085155,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,545.286,5.009489,1,line_correspondence_schema,388.509,370.271,545.286,-1.343590470,1.000000,545.286073,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.105566,right,11.843000,1,1.064183,0.429199,0.087837,1.000000,right:0.6064->0.6064,5.009489,1,
77,3.166667,-0.677201,0.070594,4.194907,0.765993,0.172806,0.164292,-0.596993,0.120000,gvhmr_incam,373.497,530.606,398.537,353.986,631.679,631.679,373.497,530.606,631.679,1.084644,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,550.513,4.961923,1,line_correspondence_schema,398.537,353.986,550.513,-1.435077258,1.000000,550.513358,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.080581,right,15.427000,1,1.193684,0.433328,0.094595,1.000000,right:0.6101->0.6101,4.961923,1,
78,3.208333,-0.641155,0.017281,4.167407,0.800111,0.178679,0.037824,-0.571371,0.120000,gvhmr_incam,401.878,529.900,411.763,338.903,622.915,622.915,401.878,529.900,622.915,1.084702,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,558.178,4.893788,1,line_correspondence_schema,411.763,338.903,558.178,-1.540684895,1.000000,558.178030,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.084052,right,19.293000,1,1.321821,0.437606,0.101309,1.000000,right:0.6108->0.6108,4.893788,1,
79,3.250000,-0.605288,-0.042152,4.137050,0.780573,0.173193,-0.090482,0.593737,0.120000,gvhmr_incam,440.057,528.189,426.433,327.353,610.018,610.018,440.057,528.189,610.018,1.085490,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,559.611,4.881258,1,line_correspondence_schema,426.433,327.353,559.611,1.475204129,1.000000,559.610879,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.069981,right,20.152000,1,1.358997,0.421791,0.105573,1.000000,right:0.3855->0.3855,4.881258,1,
80,3.291667,-0.570029,-0.102660,4.089788,0.789947,0.065793,-0.091406,0.602744,0.120000,gvhmr_incam,487.554,519.372,442.133,316.206,585.427,585.427,487.554,519.372,585.427,1.086930,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,559.452,4.882641,1,line_correspondence_schema,442.133,316.206,559.452,1.329751465,1.000000,559.452281,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.054548,right,19.378000,1,1.318343,0.385111,0.108192,1.000000,right:0.3849->0.3849,4.882641,1,
81,3.333333,-0.537324,-0.163286,4.040778,0.845533,-0.074763,0.070217,0.523979,0.120000,gvhmr_incam,545.862,502.653,458.314,304.514,559.680,559.680,545.862,502.653,559.680,1.088192,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,550.570,4.961412,1,line_correspondence_schema,458.314,304.514,550.570,1.159457824,1.000000,550.569991,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.045915,right,18.358000,1,1.345066,0.380197,0.101563,1.000000,right:0.3856->0.3856,4.961412,1,
82,3.375000,-0.510544,-0.222916,3.993388,0.864177,-0.112735,0.235592,0.430100,0.120000,gvhmr_incam,601.027,483.512,470.503,293.064,527.119,527.119,601.027,483.512,527.119,1.088642,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,547.455,4.989640,1,line_correspondence_schema,470.503,293.064,558.092,0.956677187,1.000000,547.455292,552.902480,8.050101,24.848432,24.156000,observed_due_to_anchor_drift,observed_due_to_anchor_drift,0.601312,0.380802,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.009037,left+right,24.156000,1,4.217819,0.771982,0.144576,2.000000,left:0.6013->0.6013|right:0.3808->0.3808,4.989640,1,
83,3.416667,-0.484781,-0.261880,3.981047,0.905866,-0.088350,0.241978,0.336226,0.120000,gvhmr_incam,651.037,456.180,483.144,283.663,493.337,493.337,651.037,456.180,493.337,1.087620,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,547.158,4.992347,1,line_correspondence_schema,483.144,283.663,561.503,0.744920521,1.000000,547.158396,548.640029,4.209817,15.731624,15.244500,observed_due_to_anchor_drift,observed_due_to_anchor_drift,0.598248,0.377560,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.992695,left+right,15.244500,1,3.202308,0.748733,0.114499,2.000000,left:0.5982->0.5982|right:0.3776->0.3776,4.992347,1,
84,3.458333,-0.459128,-0.265836,3.980816,0.938582,-0.058462,0.244184,0.236686,0.120000,gvhmr_incam,679.169,435.309,494.359,275.676,468.792,468.792,679.169,435.309,468.792,1.086362,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,553.688,4.933473,1,line_correspondence_schema,494.359,275.676,566.552,0.502844002,1.000000,553.687974,554.394902,2.885317,10.126880,9.734000,observed_due_to_anchor_drift,stable_pose_anchor,0.593084,0.378799,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.993805,left+right,9.734000,1,2.520957,0.701920,0.098939,2.000000,left:0.5931->0.5931|right:0.3788->0.3788,4.933473,1,
85,3.500000,-0.433467,-0.265423,3.983599,0.961785,-0.026373,0.241972,0.125393,0.120000,gvhmr_incam,706.096,425.327,504.435,269.503,452.091,452.091,706.096,425.327,452.091,1.085521,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,565.956,4.826535,1,line_correspondence_schema,504.435,269.503,572.868,0.251704248,1.000000,565.955614,566.376460,2.214170,7.545977,7.373000,observed_due_to_anchor_drift,stable_pose_anchor,0.599333,0.384856,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.994728,left+right,7.373000,1,2.166349,0.676597,0.093358,2.000000,left:0.5993->0.5993|right:0.3849->0.3849,4.826535,1,
86,3.541667,-0.407733,-0.255882,3.987321,0.971485,0.007722,0.236954,-0.003156,0.120000,gvhmr_incam,722.138,416.233,514.148,265.561,430.033,430.033,722.138,416.233,430.033,1.085148,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,583.195,4.683864,1,line_correspondence_schema,514.148,265.561,579.521,-0.017243809,1.000000,583.194704,583.274345,0.946467,4.171071,4.157500,stable_pose_anchor,stable_pose_anchor,0.605568,0.391593,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.004593,left+right,4.157500,1,1.915286,0.721283,0.087797,2.000000,left:0.6056->0.6056|right:0.3916->0.3916,4.683864,1,
87,3.583333,-0.381540,-0.237054,3.991441,0.963155,0.042159,0.229815,-0.133189,0.120000,gvhmr_incam,706.467,431.026,524.525,263.936,431.026,431.026,706.467,431.026,431.026,1.084868,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,607.461,4.496759,1,line_correspondence_schema,524.525,263.936,589.461,-0.293511958,1.000000,607.460843,607.515916,0.794869,3.194472,3.240500,stable_pose_anchor,stable_pose_anchor,0.610656,0.400308,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.985865,left+right,3.240500,1,1.772100,0.818782,0.081751,2.000000,left:0.6107->0.6107|right:0.4003->0.4003,4.496759,1,
88,3.625000,-0.352649,-0.217300,3.995759,0.936653,0.076013,0.220778,-0.261074,0.120000,gvhmr_incam,695.768,448.286,535.052,264.234,448.286,448.286,695.768,448.286,448.286,1.084842,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,627.341,4.354257,1,line_correspondence_schema,535.052,264.234,609.341,-0.574542339,1.000000,627.341211,627.437824,1.011103,3.565873,3.397500,stable_pose_anchor,stable_pose_anchor,0.617099,0.413266,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.948950,left+right,3.397500,1,1.763771,0.915747,0.080183,2.000000,left:0.6171->0.6171|right:0.4133->0.4133,4.354257,1,
89,3.666667,-0.298036,-0.197557,4.000119,0.892577,0.108602,0.209409,-0.384264,0.120000,gvhmr_incam,709.097,452.055,547.900,265.746,452.055,452.055,709.097,452.055,452.055,1.085371,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,627.465,4.353399,1,line_correspondence_schema,547.900,265.746,609.465,-0.863096771,1.000000,627.464785,627.485063,0.434928,2.448362,2.341500,stable_pose_anchor,stable_pose_anchor,0.623240,0.421414,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.937358,left+right,2.341500,1,2.148259,0.971556,0.091618,2.000000,left:0.6232->0.6232|right:0.4214->0.4214,4.353399,1,
90,3.708333,-0.242143,-0.178493,4.004359,0.836749,0.139154,0.172240,-0.500821,0.120000,gvhmr_incam,651.419,470.067,568.277,267.560,470.067,470.067,651.419,470.067,470.067,1.085423,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,553.247,4.937403,1,line_correspondence_schema,568.277,267.560,571.247,-1.165154791,1.000000,553.247336,553.904059,2.785692,0.910018,2.944500,stable_pose_anchor,stable_pose_anchor,0.597980,0.379241,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.932370,left+right,2.944500,1,1.007527,7.935652,0.069786,2.000000,left:0.5980->0.6479|right:0.3792->0.4742,4.937403,1,
91,3.750000,-0.186227,-0.164629,4.008239,0.801014,0.165926,0.109215,-0.564728,0.120000,gvhmr_incam,645.819,475.418,586.581,281.522,475.418,475.418,645.819,475.418,475.418,1.085725,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,577.673,4.728633,1,line_correspondence_schema,586.581,281.522,587.175,-1.500610836,1.000000,577.673226,586.443371,9.921469,3.675783,9.763000,stable_pose_anchor,stable_pose_anchor,0.648333,0.455099,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.936605,left+right,9.763000,1,0.745261,6.230423,0.055032,2.000000,left:0.6483->0.6920|right:0.4551->0.5321,4.728633,1,
92,3.791667,-0.130399,-0.190460,4.011186,0.871691,0.092339,0.049940,0.478680,0.120000,gvhmr_incam,663.312,461.293,605.134,271.490,461.293,461.293,663.312,461.293,461.293,1.085845,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,574.268,4.756671,1,line_correspondence_schema,605.134,271.490,585.976,1.257130683,1.000000,574.268153,621.975820,22.586494,3.732125,19.629500,observed_due_to_anchor_drift,stable_pose_anchor,0.387444,0.551787,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.950317,left+right,19.629500,1,1.094774,4.764140,0.067936,2.000000,left:0.3874->0.3379|right:0.5518->0.4715,4.756671,1,
93,3.833333,-0.075075,-0.217580,4.011742,0.911960,0.014718,0.121595,0.391571,0.120000,gvhmr_incam,727.829,466.108,639.432,279.103,466.108,466.108,727.829,466.108,466.108,1.085651,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,589.693,4.632247,1,line_correspondence_schema,639.432,279.103,589.693,0.846044325,1.000000,589.693220,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,3.978764,right,24.318000,1,1.249479,0.316659,0.108711,1.000000,right:0.5242->0.5242,4.632247,1,
94,3.875000,-0.022507,-0.244725,4.007805,0.955953,-0.006028,0.195682,0.218692,0.120000,gvhmr_incam,701.258,459.360,650.663,270.607,459.360,459.360,701.258,459.360,459.360,1.085711,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,587.015,4.653383,1,line_correspondence_schema,650.663,270.607,587.015,0.440853553,1.000000,587.014792,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,3.986335,right,19.917000,1,1.406208,0.399540,0.105501,1.000000,right:0.5150->0.5150,4.653383,1,
95,3.916667,0.023945,-0.270996,3.995291,0.994360,-0.026532,0.094666,0.039773,0.120000,gvhmr_incam,677.223,461.899,654.158,265.259,461.899,461.899,677.223,461.899,461.899,1.085978,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,594.739,4.592948,1,line_correspondence_schema,654.158,265.259,594.739,0.059201714,1.000000,594.738929,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,3.991767,right,12.160000,1,1.186354,0.361625,0.097770,1.000000,right:0.5128->0.5128,4.592948,1,
96,3.958333,0.067622,-0.290362,3.981313,0.985391,-0.047419,-0.081935,-0.141572,0.120000,gvhmr_incam,710.525,461.310,657.028,266.849,461.310,461.310,710.525,461.310,461.310,1.085953,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,587.964,4.645869,1,line_correspondence_schema,657.028,266.849,587.964,-0.306677157,1.000000,587.964252,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.003339,right,2.081000,1,0.989686,0.326517,0.089848,1.000000,right:0.5153->0.5153,4.645869,1,
97,4.000000,0.102282,-0.303964,3.967214,0.911925,-0.079038,-0.251802,-0.314232,0.120000,gvhmr_incam,646.114,281.191,661.821,270.346,446.362,446.362,646.114,281.191,446.362,1.086227,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,570.311,4.789675,1,line_correspondence_schema,661.821,270.346,570.268,-0.670082366,1.000000,570.311069,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.021614,left+right,6.237000,1,2.342814,0.679945,0.097241,2.000000,left:0.5729->0.5729|right:0.5209->0.5209,4.789675,1,
98,4.041667,0.103645,-0.315527,3.953155,0.844228,-0.110262,-0.251553,-0.460263,0.120000,gvhmr_incam,648.424,280.682,665.105,270.814,445.981,445.981,648.424,280.682,445.981,1.085884,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,559.663,4.880806,1,line_correspondence_schema,665.105,270.814,564.389,-1.002565144,1.000000,559.662653,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.018561,left+right,19.153000,1,2.675845,0.546240,0.111553,2.000000,left:0.5656->0.5656|right:0.5397->0.5397,4.880806,1,
