frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,u_proj,v_proj,bottom_proj_v,floor_v,u_ref_obs,v_ref_obs,support_v_obs,depth_prior_m,contact_depth_offset_m,contact_frame,audio_contact_frame,source,se3_schema,object_pixel_len,z_from_geometry_len_m,generic_geometry_pose_prior,geometry_pose_prior_source,u_contact_lock,v_contact_lock,contact_lock_pixel_len,contact_lock_angle_rad,blend_visible_weight,visible_len_px,contact_len_px,angle_gap_deg,center_gap_px,mean_palm_to_visible_line_px,left_local_s_source,right_local_s_source,left_local_s_used,right_local_s_used,blend_reason,depth_anchor_source,depth_anchor_z,depth_anchor_sides,depth_anchor_mean_dist_px,line_contact_se3_refined,line_contact_se3_cost,line_contact_se3_overlay_err_px,line_contact_se3_max_gap_m,line_contact_se3_anchor_count,line_contact_se3_local_s_adjustments,z_from_pixel_len_m,line_contact_pose_prior,line_contact_se3_reason
124,5.125000,-0.283716,-0.310819,3.731679,0.808208,-0.147161,0.235520,0.519302,0.120000,gvhmr_incam,563.581,303.781,542.763,261.395,444.858,444.858,563.581,303.781,444.858,1.087312,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,564.979,4.834878,1,line_correspondence_schema,542.763,261.395,581.579,1.182750368,1.000000,564.979083,579.912404,13.032457,19.501763,16.938500,stable_pose_anchor,stable_pose_anchor,0.565965,0.306913,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.811269,left+right,16.938500,1,4.270184,0.701060,0.144216,2.000000,left:0.5660->0.5660|right:0.3069->0.3069,4.834878,1,
125,5.166667,-0.284944,-0.312284,3.796024,0.807247,-0.200186,0.078326,0.549675,0.120000,gvhmr_incam,558.205,310.226,539.410,265.785,444.805,444.805,558.205,310.226,444.805,1.087085,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,548.096,4.983805,1,line_correspondence_schema,539.410,265.785,566.096,1.474291269,1.000000,548.096292,573.239366,17.032260,23.174523,21.999000,stable_pose_anchor,stable_pose_anchor,0.531674,0.269637,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.846490,left+right,21.999000,1,5.312243,0.579144,0.162700,2.000000,left:0.5317->0.5317|right:0.2696->0.2696,4.983805,1,
126,5.208333,-0.286060,-0.297596,3.862089,0.770920,-0.202636,-0.085436,-0.597763,0.120000,gvhmr_incam,551.925,313.965,533.327,275.935,444.152,444.152,551.925,313.965,444.152,1.086796,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,542.870,5.031781,1,line_correspondence_schema,533.327,275.935,542.870,-1.514851401,1.000000,542.870326,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,3.862477,left,19.275000,1,1.463625,0.332767,0.112236,1.000000,left:0.4684->0.4684,5.031781,1,
127,5.250000,-0.287153,-0.280334,3.927700,0.743378,-0.096869,-0.090712,-0.655574,0.120000,gvhmr_incam,548.358,315.511,538.227,276.906,444.127,444.127,548.358,315.511,444.127,1.086007,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,547.638,4.987971,1,line_correspondence_schema,538.227,276.906,547.638,-1.467245730,1.000000,547.638466,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,3.902087,left,14.055000,1,1.249370,0.318907,0.104723,1.000000,left:0.4605->0.4605,4.987971,1,
128,5.291667,-0.288294,-0.262153,3.989663,0.808313,0.009335,0.047977,-0.586721,0.120000,gvhmr_incam,549.545,321.945,536.375,284.218,444.075,444.075,549.545,321.945,444.075,1.085825,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,560.485,4.873645,1,line_correspondence_schema,536.375,284.218,555.069,-1.505238259,1.000000,560.485012,572.355480,11.688416,6.600988,15.367500,stable_pose_anchor,observed_due_to_anchor_drift,0.457762,0.722822,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.947434,left+right,15.367500,1,3.512408,14.920926,0.180339,2.000000,left:0.4578->0.5436|right:0.7228->0.7511,4.873645,1,
129,5.333333,-0.289581,-0.243396,3.992248,0.784003,-0.083732,0.187576,0.585784,0.120000,gvhmr_incam,545.176,322.643,534.216,293.826,580.132,580.132,545.176,322.643,580.132,1.086270,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,574.167,4.757513,1,line_correspondence_schema,534.216,293.826,556.167,1.548050093,1.000000,574.166528,581.055766,8.831486,6.938496,11.385500,stable_pose_anchor,stable_pose_anchor,0.543795,0.288535,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.955957,left+right,11.385500,1,1.499593,11.415332,0.092602,2.000000,left:0.5438->0.5870|right:0.2885->0.3720,4.757513,1,
130,5.375000,-0.291747,-0.223014,3.994430,0.748328,-0.161391,0.191128,0.614352,0.120000,gvhmr_incam,545.602,333.555,529.858,306.598,581.065,581.065,545.602,333.555,581.065,1.086491,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,592.573,4.609736,1,line_correspondence_schema,529.858,306.598,574.573,1.435328960,1.000000,592.572964,595.550173,5.729538,8.639980,7.066500,stable_pose_anchor,stable_pose_anchor,0.550228,0.312521,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.966232,left+right,7.066500,1,3.398691,0.759945,0.122600,2.000000,left:0.5502->0.5502|right:0.3125->0.3125,4.609736,1,
131,5.416667,-0.299532,-0.136147,4.028542,0.782759,-0.074673,0.038545,0.616626,0.120000,gvhmr_incam,541.048,343.079,522.905,317.389,582.299,582.299,541.048,343.079,582.299,1.086190,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,581.944,4.693933,1,line_correspondence_schema,522.905,317.389,563.944,1.347354990,1.000000,581.943731,582.818777,3.136445,12.959843,11.267000,stable_pose_anchor,stable_pose_anchor,0.561687,0.332117,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.981210,left+right,11.267000,1,3.365510,0.805764,0.112350,2.000000,left:0.5617->0.5617|right:0.3321->0.3321,4.693933,1,
132,5.458333,-0.340046,-0.012930,4.112393,0.783272,0.091018,-0.122949,0.602565,0.120000,gvhmr_incam,527.439,352.734,513.768,344.912,582.416,582.416,527.439,352.734,582.416,1.085882,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,518.061,5.272744,1,line_correspondence_schema,513.768,344.912,515.323,1.320109826,1.000000,518.061381,518.572303,2.546983,19.056057,17.349500,stable_pose_anchor,stable_pose_anchor,0.540475,0.311383,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.984228,left+right,17.349500,1,4.121857,12.152977,0.188377,2.000000,left:0.5405->0.4343|right:0.3114->0.2821,5.272744,1,
133,5.500000,-0.381805,0.111317,4.197814,0.793266,0.242798,-0.143317,0.539666,0.120000,gvhmr_incam,512.213,368.047,503.346,368.374,584.788,584.788,512.213,368.047,584.788,1.085421,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,453.908,6.017968,1,line_correspondence_schema,503.346,368.374,471.908,1.404629183,1.000000,453.908141,456.267370,5.827527,28.271861,22.960000,stable_pose_anchor,stable_pose_anchor,0.497098,0.273593,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.998829,left+right,22.960000,1,4.440667,10.740036,0.164013,2.000000,left:0.4971->0.3499|right:0.2736->0.2906,6.017968,1,
134,5.541667,-0.423628,0.234520,4.281306,0.806496,0.241126,0.088753,-0.532491,0.120000,gvhmr_incam,495.889,388.090,492.735,397.633,584.391,584.391,495.889,388.090,584.391,1.085004,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,431.096,6.336416,1,line_correspondence_schema,492.735,397.633,449.096,-1.527010203,1.000000,431.096188,435.610556,8.257233,34.457511,24.042000,stable_pose_anchor,observed_due_to_anchor_drift,0.571817,0.761153,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.013333,left+right,24.042000,1,3.772448,16.090717,0.145504,2.000000,left:0.5718->0.7336|right:0.7612->0.7523,6.336416,1,
135,5.583333,-0.465433,0.324983,4.292088,0.777955,0.221344,0.243349,-0.535326,0.120000,gvhmr_incam,486.436,406.333,477.396,431.582,585.069,585.069,486.436,406.333,585.069,1.084941,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,457.988,5.964353,1,line_correspondence_schema,477.396,431.582,475.988,-1.308694334,1.000000,457.988469,459.962226,5.310874,27.119728,18.831500,stable_pose_anchor,observed_due_to_anchor_drift,0.621657,0.767692,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.017789,left+right,18.831500,1,3.045554,12.460504,0.125916,2.000000,left:0.6217->0.7420|right:0.7677->0.7772,5.964353,1,
136,5.625000,-0.506215,0.368296,4.297325,0.784210,0.204039,0.248799,-0.530549,0.120000,gvhmr_incam,483.273,411.949,474.587,444.054,584.823,584.823,483.273,411.949,584.823,1.084894,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,481.953,5.667788,1,line_correspondence_schema,474.587,444.054,474.160,-1.205562215,1.000000,481.952506,484.397724,5.752162,3.654378,12.602500,stable_pose_anchor,observed_due_to_anchor_drift,0.620444,0.748162,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.023505,left+right,12.602500,1,2.712211,8.422501,0.124171,2.000000,left:0.6204->0.7137|right:0.7482->0.7643,5.667788,1,
137,5.666667,-0.531958,0.378383,4.300922,0.790611,0.187203,0.252997,-0.525244,0.120000,gvhmr_incam,483.974,417.184,469.757,450.813,584.779,584.779,483.974,417.184,584.779,1.084862,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,473.035,5.774634,1,line_correspondence_schema,469.757,450.813,468.915,-1.200331053,1.000000,473.035182,489.766903,15.015846,13.610533,10.256000,stable_pose_anchor,observed_due_to_anchor_drift,0.622528,0.753646,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.022819,left+right,10.256000,1,2.847894,6.756890,0.128827,2.000000,left:0.6225->0.7146|right:0.7536->0.7681,5.774633,1,
138,5.708333,-0.535815,0.379731,4.303471,0.794655,0.181720,0.256013,-0.519575,0.120000,gvhmr_incam,484.572,418.670,465.967,453.372,584.774,584.774,484.572,418.670,584.774,1.085067,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,465.339,5.870133,1,line_correspondence_schema,465.967,453.372,464.388,-1.202853681,1.000000,465.339477,491.021649,18.614165,17.945897,10.823500,stable_pose_anchor,observed_due_to_anchor_drift,0.614738,0.752382,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.023481,left+right,10.823500,1,3.046101,6.823129,0.134963,2.000000,left:0.6147->0.7102|right:0.7524->0.7655,5.870133,1,
139,5.750000,-0.537516,0.379234,4.305024,0.797302,0.181691,0.257951,-0.514547,0.120000,gvhmr_incam,483.510,418.695,463.568,456.181,585.124,585.124,483.510,418.695,585.124,1.084981,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,461.215,5.922623,1,line_correspondence_schema,463.568,456.181,460.344,-1.200869838,1.000000,461.215412,487.095507,18.761126,17.765958,11.172500,stable_pose_anchor,observed_due_to_anchor_drift,0.610026,0.752660,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.022254,left+right,11.172500,1,3.185988,6.662648,0.138806,2.000000,left:0.6100->0.7083|right:0.7527->0.7651,5.922623,1,
140,5.791667,-0.538261,0.377081,4.305626,0.796376,0.183241,0.258861,-0.514975,0.120000,gvhmr_incam,481.584,417.427,462.363,455.621,585.806,585.806,481.584,417.427,585.806,1.084846,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,460.125,5.936653,1,line_correspondence_schema,462.363,455.621,456.645,-1.195825016,1.000000,460.125371,483.253711,17.795794,15.144695,11.738000,stable_pose_anchor,observed_due_to_anchor_drift,0.609220,0.754814,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.020710,left+right,11.738000,1,3.288576,7.317956,0.142863,2.000000,left:0.6092->0.7088|right:0.7548->0.7666,5.936653,1,
141,5.833333,-0.538148,0.371026,4.305282,0.790660,0.188005,0.258837,-0.522029,0.120000,gvhmr_incam,478.370,415.649,462.453,452.219,586.157,586.157,478.370,415.649,586.157,1.084805,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,460.174,5.936030,1,line_correspondence_schema,462.453,452.219,453.229,-1.197430529,1.000000,460.173693,478.738136,16.009422,11.709789,12.366500,stable_pose_anchor,observed_due_to_anchor_drift,0.609570,0.755131,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.021606,left+right,12.366500,1,3.354114,7.779407,0.146016,2.000000,left:0.6096->0.7104|right:0.7551->0.7670,5.936030,1,
142,5.875000,-0.536158,0.358348,4.303829,0.781459,0.207310,0.258110,-0.528889,0.120000,gvhmr_incam,476.562,413.001,464.181,446.138,586.778,586.778,476.562,413.001,586.778,1.084514,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,454.357,6.012017,1,line_correspondence_schema,464.181,446.138,450.262,-1.213248985,1.000000,454.357468,466.867942,13.290603,7.968978,11.799000,stable_pose_anchor,observed_due_to_anchor_drift,0.611181,0.757187,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.021464,left+right,11.799000,1,3.392889,7.480541,0.147087,2.000000,left:0.6112->0.7164|right:0.7572->0.7684,6.012017,1,
143,5.916667,-0.517462,0.340499,4.300395,0.771241,0.229040,0.256898,-0.535473,0.120000,gvhmr_incam,475.874,407.605,468.014,437.392,587.120,587.120,475.874,407.605,587.120,1.084772,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,447.949,6.098029,1,line_correspondence_schema,468.014,437.392,448.349,-1.263134100,1.000000,447.948829,455.612367,10.524735,2.875165,12.170000,stable_pose_anchor,observed_due_to_anchor_drift,0.608373,0.753186,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.014951,left+right,12.170000,1,3.504049,7.610244,0.151084,2.000000,left:0.6084->0.7225|right:0.7532->0.7634,6.098029,1,
144,5.958333,-0.481595,0.305847,4.292000,0.760970,0.250905,0.254709,-0.541383,0.120000,gvhmr_incam,476.686,400.991,474.378,426.143,586.025,586.025,476.686,400.991,586.025,1.085567,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,440.696,6.198391,1,line_correspondence_schema,474.378,426.143,448.516,-1.363721989,1.000000,440.695755,443.827574,6.806680,3.423250,12.578500,stable_pose_anchor,observed_due_to_anchor_drift,0.602326,0.745768,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.006381,left+right,12.578500,1,3.652366,7.870707,0.153428,2.000000,left:0.6023->0.7326|right:0.7458->0.7518,6.198391,1,
145,6.000000,-0.444575,0.265262,4.276022,0.793199,0.276377,0.119655,-0.529277,0.120000,gvhmr_incam,478.778,393.969,483.453,412.855,586.177,586.177,478.778,393.969,586.177,1.086698,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,390.105,7.002225,1,line_correspondence_schema,483.453,412.855,408.105,-1.504876634,1.000000,390.105276,390.125609,0.569025,14.400199,14.872500,stable_pose_anchor,observed_due_to_anchor_drift,0.538446,0.705614,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.006178,left+right,14.872500,1,3.852280,9.730442,0.151425,2.000000,left:0.5384->0.7424|right:0.7056->0.6649,7.002225,1,
146,6.041667,-0.407485,0.220677,4.253380,0.775165,0.260480,-0.176307,0.547893,0.120000,gvhmr_incam,486.954,386.413,495.060,398.325,585.378,585.378,486.954,386.413,585.378,1.087924,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,436.243,6.261656,1,line_correspondence_schema,495.060,398.325,454.243,1.434322831,1.000000,436.243217,436.764188,2.792856,19.961192,16.875000,stable_pose_anchor,stable_pose_anchor,0.439403,0.270521,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.995512,left+right,16.875000,1,4.599581,8.491295,0.192358,2.000000,left:0.4394->0.2867|right:0.2705->0.3218,6.261656,1,
147,6.083333,-0.370421,0.136041,4.200074,0.768053,0.195869,-0.320773,0.518493,0.120000,gvhmr_incam,502.892,376.232,508.779,382.371,587.200,587.200,502.892,376.232,587.200,1.088345,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,451.060,6.055973,1,line_correspondence_schema,508.779,382.371,469.060,1.223000602,1.000000,451.059621,452.406638,4.425922,21.085636,16.986500,stable_pose_anchor,stable_pose_anchor,0.477805,0.287351,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.983808,left+right,16.986500,1,5.220848,5.705794,0.188561,2.000000,left:0.4778->0.3320|right:0.2874->0.2964,6.055973,1,
148,6.125000,-0.333451,0.050171,4.091818,0.856465,0.070846,-0.178628,0.479104,0.120000,gvhmr_incam,523.326,368.071,524.058,365.267,587.231,587.231,523.326,368.071,587.231,1.087273,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,481.415,5.674118,1,line_correspondence_schema,524.058,365.267,496.098,1.024355644,1.000000,481.414859,483.007595,4.654818,20.100399,16.490500,stable_pose_anchor,stable_pose_anchor,0.516083,0.299726,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.958251,left+right,16.490500,1,5.678004,8.372803,0.243309,2.000000,left:0.5161->0.3871|right:0.2997->0.2753,5.674118,1,
149,6.166667,-0.296719,-0.035729,3.983291,0.892354,-0.061383,0.129145,0.428087,0.120000,gvhmr_incam,552.102,359.103,540.320,347.517,587.899,587.899,552.102,359.103,587.899,1.086142,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,523.075,5.222210,1,line_correspondence_schema,540.320,347.517,517.407,0.883352730,1.000000,523.074532,524.110805,3.599195,17.480808,14.924500,stable_pose_anchor,stable_pose_anchor,0.541462,0.303158,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.946068,left+right,14.924500,1,3.300068,0.654037,0.120969,2.000000,left:0.5415->0.5415|right:0.3032->0.3032,5.222210,1,
150,6.208333,-0.260539,-0.120645,3.890407,0.882971,-0.099748,0.251770,0.383436,0.120000,gvhmr_incam,577.108,345.482,556.918,329.615,588.202,588.202,577.108,345.482,588.202,1.085380,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,556.579,4.907847,1,line_correspondence_schema,556.918,329.615,538.579,0.794357509,1.000000,556.579015,558.565136,4.831159,13.789369,11.116000,stable_pose_anchor,stable_pose_anchor,0.566428,0.319913,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.939732,left+right,11.116000,1,3.073199,0.728694,0.113588,2.000000,left:0.5664->0.5664|right:0.3199->0.3199,4.907847,1,
151,6.250000,-0.225769,-0.191855,3.892676,0.896046,-0.092952,0.254067,0.352010,0.120000,gvhmr_incam,604.232,333.927,573.174,312.143,588.451,588.451,604.232,333.927,588.451,1.085282,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,582.906,4.686185,1,line_correspondence_schema,573.174,312.143,564.906,0.746320020,1.000000,582.905848,586.394726,6.249237,8.874743,8.209500,stable_pose_anchor,stable_pose_anchor,0.581635,0.324422,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.931614,left+right,8.209500,1,3.011498,0.802524,0.106402,2.000000,left:0.5816->0.5816|right:0.3244->0.3244,4.686185,1,
152,6.291667,-0.193277,-0.234652,3.897876,0.908814,-0.076933,0.255452,0.320754,0.120000,gvhmr_incam,632.452,321.906,588.302,295.677,588.099,588.099,632.452,321.906,588.099,1.085985,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,590.842,4.623237,1,line_correspondence_schema,588.302,295.677,572.842,0.707538577,1.000000,590.842449,597.357387,8.469898,5.282589,11.587000,stable_pose_anchor,stable_pose_anchor,0.596374,0.332991,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.925968,left+right,11.587000,1,3.156888,0.836030,0.114486,2.000000,left:0.5964->0.5964|right:0.3330->0.3330,4.623237,1,
153,6.333333,-0.163929,-0.269601,3.903525,0.920632,-0.056488,0.256465,0.288915,0.120000,gvhmr_incam,655.746,305.826,601.449,280.818,588.043,588.043,655.746,305.826,588.043,1.086376,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,596.022,4.583059,1,line_correspondence_schema,601.449,280.818,581.805,0.639732784,1.000000,596.022232,604.879491,9.818973,1.167310,13.402500,stable_pose_anchor,stable_pose_anchor,0.600095,0.340244,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.921522,left+right,13.402500,1,3.223321,0.844965,0.121602,2.000000,left:0.6001->0.6001|right:0.3402->0.3402,4.583059,1,
154,6.375000,-0.149922,-0.297351,3.909250,0.931388,-0.035223,0.257113,0.255281,0.120000,gvhmr_incam,675.409,286.607,613.648,268.195,587.160,587.160,675.409,286.607,587.160,1.086019,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,593.558,4.602083,1,line_correspondence_schema,613.648,268.195,588.250,0.519838217,1.000000,593.558318,602.558829,9.916898,2.206285,13.218000,stable_pose_anchor,stable_pose_anchor,0.602077,0.347319,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.918429,left+right,13.218000,1,3.391190,0.839927,0.128091,2.000000,left:0.6021->0.6021|right:0.3473->0.3473,4.602083,1,
155,6.416667,-0.137724,-0.295862,3.914929,0.953022,-0.013748,0.258386,0.157469,0.120000,gvhmr_incam,690.359,264.675,620.240,258.537,585.764,585.764,690.359,264.675,585.764,1.085683,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,592.430,4.610849,1,line_correspondence_schema,620.240,258.537,592.309,0.341993976,1.000000,592.429903,599.107096,8.563870,4.804285,11.224500,stable_pose_anchor,stable_pose_anchor,0.606465,0.354835,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.908957,left+right,11.224500,1,3.491415,0.824932,0.130670,2.000000,left:0.6065->0.6065|right:0.3548->0.3548,4.610849,1,
156,6.458333,-0.125845,-0.287089,3.920415,0.964846,0.008057,0.258330,0.047682,0.120000,gvhmr_incam,692.508,241.740,625.170,252.354,584.430,584.430,692.508,241.740,584.430,1.085324,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,591.163,4.620730,1,line_correspondence_schema,625.170,252.354,595.152,0.099740188,1.000000,591.163039,596.946533,7.982170,6.743165,10.159000,stable_pose_anchor,stable_pose_anchor,0.603827,0.358717,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.894983,left+right,10.159000,1,3.491925,0.763277,0.131029,2.000000,left:0.6038->0.6038|right:0.3587->0.3587,4.620730,1,
157,6.500000,-0.114041,-0.277505,3.925573,0.963999,0.029910,0.256538,-0.063247,0.120000,gvhmr_incam,687.834,219.672,630.092,249.414,582.569,582.569,687.834,219.672,582.569,1.085023,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,589.699,4.632200,1,line_correspondence_schema,630.092,249.414,597.719,-0.180291993,1.000000,589.699213,592.739675,5.806045,6.211551,7.516000,stable_pose_anchor,stable_pose_anchor,0.606156,0.355466,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.889504,left+right,7.516000,1,0.644827,9.770289,0.053724,2.000000,left:0.6062->0.6523|right:0.3555->0.4313,4.632200,1,
