frame,time,stage_label,r_center_u,r_center_v,r_depth,r_support,r_contact,r_smooth_xy,r_smooth_z,r_reg,E_visual,E_depth,E_support,E_contact,E_smooth,E_reg,E_total,contact_active,audio_contact_frame
1,0.000000,stage4_anchor_depth_final,0.000000000,0.000000000,1.550226667,,,,,0.208799552,0.000000000,2.403202718,0.000000000,0.000000000,0.000000000,0.043597253,2.446799971,0,0
2,0.041667,stage4_anchor_depth_final,0.000000000,0.000000000,1.532785000,,0.000000000,0.004487860,0.000000000,0.206425709,0.000000000,2.349429856,0.000000000,0.000000000,0.000020141,0.042611573,2.392061570,1,0
3,0.083333,stage4_anchor_depth_final,0.000000000,0.000000000,1.572110000,,,0.001054622,0.000655168,0.211712001,0.000000000,2.471529852,0.000000000,0.000000000,0.000001541,0.044821971,2.516353365,0,0
4,0.125000,stage4_anchor_depth_final,0.000000000,0.000000000,1.582853333,,,0.001955056,0.000651143,0.213147414,0.000000000,2.505424675,0.000000000,0.000000000,0.000004246,0.045431820,2.550860741,0,0
5,0.166667,stage4_anchor_depth_final,0.000000000,0.000000000,1.539286667,,,0.006467814,0.000655615,0.207268220,0.000000000,2.369403442,0.000000000,0.000000000,0.000042262,0.042960115,2.412405820,0,0
6,0.208333,stage4_anchor_depth_final,0.000000000,0.000000000,1.604870000,,,0.018382835,0.000625205,0.216193303,0.000000000,2.575607717,0.000000000,0.000000000,0.000338319,0.046739544,2.622685581,0,0
7,0.250000,stage4_anchor_depth_final,0.000000000,0.000000000,1.666436667,,,0.029317727,0.000599266,0.224823482,0.000000000,2.777011164,0.000000000,0.000000000,0.000859888,0.050545598,2.828416650,0,0
8,0.291667,stage4_anchor_depth_final,0.000000000,0.000000000,1.714150000,,,0.036518671,0.000606869,0.231945866,0.000000000,2.938310223,0.000000000,0.000000000,0.001333982,0.053798885,2.993443089,0,0
9,0.333333,stage4_anchor_depth_final,0.000000000,0.000000000,1.743746667,,,0.048609135,0.000564831,0.237310798,0.000000000,3.040652438,0.000000000,0.000000000,0.002363167,0.056316415,3.099332019,0,0
10,0.375000,stage4_anchor_depth_final,0.000000000,0.000000000,1.702366667,,-2.098680000,0.012340820,0.000633702,0.232114594,0.000000000,2.898052268,0.000000000,4.404457742,0.000152697,0.053877185,7.356539893,1,0
11,0.416667,stage4_anchor_depth_final,0.000000000,0.000000000,1.691925000,,,0.030492587,0.000675293,0.229704059,0.000000000,2.862610206,0.000000000,0.000000000,0.000930254,0.052763955,2.916304414,0,0
12,0.458333,stage4_anchor_depth_final,0.000000000,0.000000000,1.742251667,,,0.028194727,0.000696759,0.235747192,0.000000000,3.035440870,0.000000000,0.000000000,0.000795428,0.055576739,3.091813037,0,0
13,0.500000,stage4_anchor_depth_final,0.000000000,0.000000000,1.688993333,,,0.022171163,0.000654721,0.228111842,0.000000000,2.852698480,0.000000000,0.000000000,0.000491989,0.052035012,2.905225481,0,0
14,0.541667,stage4_anchor_depth_final,0.000000000,0.000000000,1.653571667,,,0.018133745,0.000670820,0.223022549,0.000000000,2.734299257,0.000000000,0.000000000,0.000329283,0.049739058,2.784367597,0,0
15,0.583333,stage4_anchor_depth_final,0.000000000,0.000000000,1.638731667,,,0.014567516,0.000672609,0.220815280,0.000000000,2.685441475,0.000000000,0.000000000,0.000212665,0.048759388,2.734413528,0,0
16,0.625000,stage4_anchor_depth_final,0.000000000,0.000000000,1.647741667,,,0.010832489,0.000658298,0.221922206,0.000000000,2.715052600,0.000000000,0.000000000,0.000117776,0.049249466,2.764419842,0,0
17,0.666667,stage4_anchor_depth_final,0.000000000,0.000000000,1.725133333,,,0.005101034,0.000654721,0.232277165,0.000000000,2.976085018,0.000000000,0.000000000,0.000026449,0.053952681,3.030064148,0,0
18,0.708333,stage4_anchor_depth_final,0.000000000,0.000000000,1.796276667,,,0.001302823,0.000642646,0.241847039,0.000000000,3.226609863,0.000000000,0.000000000,0.000002110,0.058489990,3.285101964,0,0
19,0.750000,stage4_anchor_depth_final,0.000000000,0.000000000,1.841418333,,,0.011573512,0.000626546,0.248011265,0.000000000,3.390821478,0.000000000,0.000000000,0.000134339,0.061509588,3.452465405,0,0
20,0.791667,stage4_anchor_depth_final,0.000000000,0.000000000,1.901166667,,,0.034314760,0.000542470,0.256618823,0.000000000,3.614434694,0.000000000,0.000000000,0.001177797,0.065853220,3.681465712,0,0
21,0.833333,stage4_anchor_depth_final,0.000000000,0.000000000,1.975531667,,,0.040805857,0.000622074,0.267719029,0.000000000,3.902725366,0.000000000,0.000000000,0.001665505,0.071673479,3.976064350,0,0
22,0.875000,stage4_anchor_depth_final,0.000000000,0.000000000,2.056028333,,-0.790730000,0.044548209,0.000695864,0.280277940,0.000000000,4.227252507,0.000000000,0.625253933,0.001985027,0.078555724,4.933047191,1,0
23,0.916667,stage4_anchor_depth_final,0.000000000,0.000000000,2.146123333,,,0.002420125,0.000741480,0.292461302,0.000000000,4.605845362,0.000000000,0.000000000,0.000006407,0.085533613,4.691385382,0,0
24,0.958333,stage4_anchor_depth_final,0.000000000,0.000000000,2.193588333,,0.039848619,0.038958259,0.000767419,0.297399351,0.000000000,4.811829776,0.000000000,0.001587912,0.001518335,0.088446374,4.903382397,1,0
25,1.000000,stage4_anchor_depth_final,0.000000000,0.000000000,2.236038333,,-0.070506491,0.028009245,0.000780835,0.302321744,0.000000000,4.999867428,0.000000000,0.004971165,0.000785128,0.091398437,5.097022158,1,0
26,1.041667,stage4_anchor_depth_final,0.000000000,0.000000000,2.261858333,,0.016884830,0.021744310,0.000786202,0.305314600,0.000000000,5.116003120,0.000000000,0.000285097,0.000473433,0.093217005,5.209978656,1,0
27,1.083333,stage4_anchor_depth_final,0.000000000,0.000000000,2.275143333,,,0.016040646,-0.001278136,0.306849334,0.000000000,5.176277187,0.000000000,0.000000000,0.000258936,0.094156514,5.270692637,0,0
28,1.125000,stage4_anchor_depth_final,0.000000000,0.000000000,2.261058333,,,0.011227998,-0.001279478,0.304778652,0.000000000,5.112384787,0.000000000,0.000000000,0.000127705,0.092890027,5.205402519,0,0
29,1.166667,stage4_anchor_depth_final,0.000000000,0.000000000,2.261811667,,,0.005873695,-0.001275453,0.304782856,0.000000000,5.115792015,0.000000000,0.000000000,0.000036127,0.092892589,5.208720732,0,0
30,1.208333,stage4_anchor_depth_final,0.000000000,0.000000000,2.256201667,,,0.002660229,-0.001273664,0.303997225,0.000000000,5.090445961,0.000000000,0.000000000,0.000008699,0.092414313,5.182868972,0,0
31,1.250000,stage4_anchor_depth_final,0.000000000,0.000000000,2.253215000,,,0.001942869,-0.001266509,0.303605760,0.000000000,5.076977836,0.000000000,0.000000000,0.000005379,0.092176458,5.169159673,0,0
32,1.291667,stage4_anchor_depth_final,0.000000000,0.000000000,2.234030000,,,0.012847271,-0.001296472,0.301188191,0.000000000,4.990890041,0.000000000,0.000000000,0.000166733,0.090714326,5.081771100,0,0
33,1.333333,stage4_anchor_depth_final,0.000000000,0.000000000,2.231021667,,,0.021034069,-0.001265614,0.301044634,0.000000000,4.977457677,0.000000000,0.000000000,0.000444034,0.090627872,5.068529583,0,0
34,1.375000,stage4_anchor_depth_final,0.000000000,0.000000000,2.257228333,,0.014645935,0.040407144,-0.001250409,0.305793316,0.000000000,5.095079749,0.000000000,0.000214503,0.001634301,0.093509552,5.190438105,1,0
35,1.416667,stage4_anchor_depth_final,0.000000000,0.000000000,2.284753333,,0.007917327,0.044199580,-0.001241018,0.311269405,0.000000000,5.220097794,0.000000000,0.000062684,0.001955143,0.096888643,5.319004264,1,0
36,1.458333,stage4_anchor_depth_final,0.000000000,0.000000000,2.305273333,,0.003791736,0.016595201,-0.001235651,0.314886436,0.000000000,5.314285141,0.000000000,0.000014377,0.000276928,0.099153467,5.413729914,1,0
37,1.500000,stage4_anchor_depth_final,0.000000000,0.000000000,2.299608333,,-0.020735505,0.032699257,-0.001233415,0.312670906,0.000000000,5.288198487,0.000000000,0.000429961,0.001070763,0.097763096,5.387462306,1,0
38,1.541667,stage4_anchor_depth_final,0.000000000,0.000000000,2.260148333,,0.000000000,0.029425745,-0.001232073,0.306253846,0.000000000,5.108270489,0.000000000,0.000000000,0.000867392,0.093791418,5.202929300,1,0
39,1.583333,stage4_anchor_depth_final,0.000000000,0.000000000,2.225728333,,,0.024734531,0.001306758,0.300848492,0.000000000,4.953866614,0.000000000,0.000000000,0.000613505,0.090509815,5.044989933,0,0
40,1.625000,stage4_anchor_depth_final,0.000000000,0.000000000,2.173013333,,,0.019252566,0.001304522,0.293341863,0.000000000,4.721986947,0.000000000,0.000000000,0.000372363,0.086049448,4.808408758,0,0
