iteration,E_total,E_visual,E_mask,E_contact,E_audio,E_support,E_smooth,E_reg,active_frames,active_contact_frames,active_audio_frames
0,305.961123181,0.000000000,0.000000000,2.050862735,,0.000000000,0.028951832,303.881308614,192,63,0
