frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,depth_conf,source
156,5.166667,-0.621455,0.155476,6.689577,1.000000,0.000000,0.000000,0.000000,0.128532,shared_fullimg_cam,755.352,591.199,42.326,0.084261,L0_backproject
157,5.200000,-0.629096,0.152285,6.737681,1.000000,0.000000,0.000000,0.000000,0.125963,shared_fullimg_cam,754.315,589.790,41.184,0.082830,L0_backproject
158,5.233333,-0.637833,0.154277,6.807794,1.000000,0.000000,0.000000,0.000000,0.127274,shared_fullimg_cam,753.606,589.922,41.184,0.083360,L0_backproject
159,5.266667,-0.648223,0.173986,6.859624,1.000000,0.000000,0.000000,0.000000,0.128370,shared_fullimg_cam,751.829,595.874,41.225,0.087145,L0_backproject
160,5.300000,-0.653084,0.209604,6.835704,1.000000,0.000000,0.000000,0.000000,0.132717,shared_fullimg_cam,749.534,607.548,42.770,0.086557,L0_backproject
161,5.333333,-0.661974,0.295777,6.966493,1.000000,0.000000,0.000000,0.000000,0.136828,shared_fullimg_cam,750.674,633.529,43.267,0.112862,L0_backproject
162,5.366667,-0.652650,0.358095,6.879671,1.000000,0.000000,0.000000,0.000000,0.135928,shared_fullimg_cam,751.018,654.664,43.525,0.101409,L0_backproject
163,5.400000,-0.978106,0.644194,10.170575,1.000000,0.000000,0.000000,0.000000,0.200128,shared_fullimg_cam,748.146,679.530,43.347,0.209802,L0_backproject
164,5.433333,-0.986208,0.664517,10.305162,1.000000,0.000000,0.000000,0.000000,0.201598,shared_fullimg_cam,749.181,682.052,43.095,0.244177,L0_backproject
165,5.466667,-0.684519,0.567239,7.127110,1.000000,0.000000,0.000000,0.000000,0.140261,shared_fullimg_cam,748.423,715.327,43.353,0.109077,L0_backproject
166,5.500000,-0.650178,0.641474,6.690531,1.000000,0.000000,0.000000,0.000000,0.139125,shared_fullimg_cam,745.924,751.210,45.808,0.109001,L0_backproject
167,5.533333,-0.631576,0.582068,6.779367,1.000000,0.000000,0.000000,0.000000,0.136227,shared_fullimg_cam,754.774,729.139,44.266,0.108581,L0_backproject
168,5.566667,-0.634812,0.507132,7.007503,1.000000,0.000000,0.000000,0.000000,0.135531,shared_fullimg_cam,760.438,699.424,42.606,0.165757,L0_backproject
169,5.600000,-0.641203,0.503566,7.057928,1.000000,0.000000,0.000000,0.000000,0.136746,shared_fullimg_cam,759.869,697.172,42.681,0.131802,L0_backproject
170,5.633333,-0.657888,0.458028,7.589610,1.000000,0.000000,0.000000,0.000000,0.140843,shared_fullimg_cam,769.046,672.944,40.880,0.145988,L0_backproject
171,5.666667,-0.572868,0.352819,6.970268,1.000000,0.000000,0.000000,0.000000,0.134757,shared_fullimg_cam,778.949,651.506,42.589,0.119333,L0_backproject
172,5.700000,-0.543197,0.292227,6.814968,1.000000,0.000000,0.000000,0.000000,0.134449,shared_fullimg_cam,784.414,634.461,43.460,0.144890,L0_backproject
173,5.733333,-0.538657,0.285359,6.796481,1.000000,0.000000,0.000000,0.000000,0.134522,shared_fullimg_cam,785.408,632.492,43.602,0.122967,L0_backproject
174,5.766667,-0.515449,0.269375,6.797891,1.000000,0.000000,0.000000,0.000000,0.133723,shared_fullimg_cam,792.965,627.293,43.334,0.115462,L0_backproject
175,5.800000,-0.496403,0.255593,6.711410,1.000000,0.000000,0.000000,0.000000,0.130563,shared_fullimg_cam,797.064,623.894,42.855,0.108257,L0_backproject
176,5.833333,-0.477837,0.268992,6.671588,1.000000,0.000000,0.000000,0.000000,0.137962,shared_fullimg_cam,802.222,628.819,45.554,0.136620,L0_backproject
177,5.866667,-0.478144,0.274672,6.678926,1.000000,0.000000,0.000000,0.000000,0.134533,shared_fullimg_cam,802.294,630.595,44.373,0.200673,L0_backproject
178,5.900000,-0.472061,0.130124,6.673774,1.000000,0.000000,0.000000,0.000000,0.133945,shared_fullimg_cam,804.180,582.952,44.213,0.170578,L0_backproject
179,5.933333,-0.476850,0.123006,6.670531,1.000000,0.000000,0.000000,0.000000,0.133746,shared_fullimg_cam,802.523,580.622,44.169,0.139130,L0_backproject
180,5.966667,-0.479881,-0.016892,6.661544,1.000000,0.000000,0.000000,0.000000,0.132656,shared_fullimg_cam,801.308,534.414,43.868,0.132525,L0_backproject
181,6.000000,-0.490978,-0.144416,6.664611,1.000000,0.000000,0.000000,0.000000,0.132033,shared_fullimg_cam,797.713,492.265,43.642,0.116047,L0_backproject
182,6.033333,-0.486568,-0.243350,6.722050,1.000000,0.000000,0.000000,0.000000,0.130828,shared_fullimg_cam,800.545,460.251,42.874,0.126368,L0_backproject
183,6.066667,-0.484281,-0.326919,6.750525,1.000000,0.000000,0.000000,0.000000,0.133410,shared_fullimg_cam,801.964,433.316,43.536,0.160269,L0_backproject
184,6.100000,-0.490214,-0.335760,6.796246,1.000000,0.000000,0.000000,0.000000,0.133518,shared_fullimg_cam,801.104,431.168,43.278,0.155277,L0_backproject
185,6.133333,-0.492979,-0.412275,6.861091,1.000000,0.000000,0.000000,0.000000,0.133272,shared_fullimg_cam,801.718,407.630,42.790,0.116153,L0_backproject
186,6.166667,-0.493522,-0.464253,6.876948,1.000000,0.000000,0.000000,0.000000,0.133527,shared_fullimg_cam,801.909,391.285,42.773,0.124271,L0_backproject
187,6.200000,-0.491891,-0.493847,6.906687,1.000000,0.000000,0.000000,0.000000,0.132553,shared_fullimg_cam,803.110,382.486,42.278,0.103280,L0_backproject
188,6.233333,-0.490769,-0.492084,6.879798,1.000000,0.000000,0.000000,0.000000,0.133248,shared_fullimg_cam,802.856,382.435,42.666,0.104757,L0_backproject
189,6.266667,-0.492427,-0.509835,6.899658,1.000000,0.000000,0.000000,0.000000,0.134679,shared_fullimg_cam,802.779,377.221,43.000,0.093623,L0_backproject
190,6.300000,-0.494479,-0.515248,6.890362,1.000000,0.000000,0.000000,0.000000,0.136640,shared_fullimg_cam,801.911,375.271,43.685,0.093441,L0_backproject
191,6.333333,-0.509932,-0.491291,6.910775,1.000000,0.000000,0.000000,0.000000,0.133820,shared_fullimg_cam,797.452,383.394,42.657,0.100063,L0_backproject
192,6.366667,-0.502397,-0.437489,6.833342,1.000000,0.000000,0.000000,0.000000,0.132234,shared_fullimg_cam,798.039,398.964,42.629,0.126757,L0_backproject
193,6.400000,-0.503315,-0.380251,6.876184,1.000000,0.000000,0.000000,0.000000,0.131240,shared_fullimg_cam,798.754,418.180,42.045,0.183399,L0_backproject
194,6.433333,-0.501257,-0.379174,6.874149,1.000000,0.000000,0.000000,0.000000,0.129934,shared_fullimg_cam,799.366,418.489,41.639,0.180910,L0_backproject
195,6.466667,-0.502745,-0.379424,6.892757,1.000000,0.000000,0.000000,0.000000,0.130915,shared_fullimg_cam,799.324,418.737,41.840,0.169213,L0_backproject
196,6.500000,-0.506319,-0.303410,7.036444,1.000000,0.000000,0.000000,0.000000,0.134727,shared_fullimg_cam,801.486,445.011,42.179,0.116648,L0_backproject
197,6.533333,-0.520158,-0.208986,7.184078,1.000000,0.000000,0.000000,0.000000,0.138046,shared_fullimg_cam,800.500,475.917,42.330,0.144681,L0_backproject
198,6.566667,-0.531182,-0.094341,7.271143,1.000000,0.000000,0.000000,0.000000,0.138055,shared_fullimg_cam,799.070,511.418,41.826,0.168787,L0_backproject
199,6.600000,-0.537022,-0.095515,7.368849,1.000000,0.000000,0.000000,0.000000,0.139830,shared_fullimg_cam,799.458,511.446,41.802,0.168743,L0_backproject
200,6.633333,-0.580781,0.038632,8.021061,1.000000,0.000000,0.000000,0.000000,0.157173,shared_fullimg_cam,800.494,550.610,43.166,0.167197,L0_backproject
201,6.666667,-0.653256,0.241800,9.163604,1.000000,0.000000,0.000000,0.000000,0.180035,shared_fullimg_cam,802.959,598.128,43.280,0.168029,L0_backproject
202,6.700000,-0.819107,0.588154,11.374721,1.000000,0.000000,0.000000,0.000000,0.213800,shared_fullimg_cam,801.366,653.906,41.406,0.163191,L0_backproject
203,6.733333,-0.843614,0.617111,11.696010,1.000000,0.000000,0.000000,0.000000,0.220067,shared_fullimg_cam,801.108,656.231,41.449,0.166147,L0_backproject
204,6.766667,-0.623241,0.696379,8.708518,1.000000,0.000000,0.000000,0.000000,0.171624,shared_fullimg_cam,802.345,716.156,43.414,0.334480,L0_backproject
205,6.800000,-0.561209,0.861094,7.677594,1.000000,0.000000,0.000000,0.000000,0.149878,shared_fullimg_cam,798.974,787.071,43.004,0.762574,L0_backproject
206,6.833333,-0.469246,0.911396,6.438368,1.000000,0.000000,0.000000,0.000000,0.122887,shared_fullimg_cam,799.446,851.837,42.046,0.897579,L0_backproject
207,6.866667,-0.495498,0.888354,6.625572,1.000000,0.000000,0.000000,0.000000,0.128757,shared_fullimg_cam,795.254,835.365,42.810,0.881724,L0_backproject
208,6.900000,-0.539879,0.866271,7.017285,1.000000,0.000000,0.000000,0.000000,0.134997,shared_fullimg_cam,790.518,811.945,42.379,0.858349,L0_backproject
209,6.933333,-0.544434,0.861966,7.025008,1.000000,0.000000,0.000000,0.000000,0.134893,shared_fullimg_cam,789.276,810.296,42.300,0.802036,L0_backproject
210,6.966667,-0.565284,0.813657,7.056345,1.000000,0.000000,0.000000,0.000000,0.135620,shared_fullimg_cam,783.525,794.014,42.339,0.545109,L0_backproject
211,7.000000,-0.590487,0.786285,7.146681,1.000000,0.000000,0.000000,0.000000,0.138463,shared_fullimg_cam,777.987,782.366,42.680,0.419364,L0_backproject
212,7.033333,-0.606972,0.783101,7.130719,1.000000,0.000000,0.000000,0.000000,0.137173,shared_fullimg_cam,772.487,781.925,42.377,0.397831,L0_backproject
213,7.066667,-0.616878,0.796440,7.109393,1.000000,0.000000,0.000000,0.000000,0.138444,shared_fullimg_cam,768.855,786.784,42.898,0.497010,L0_backproject
214,7.100000,-0.609134,0.786753,7.014274,1.000000,0.000000,0.000000,0.000000,0.137174,shared_fullimg_cam,768.695,787.088,43.081,0.529224,L0_backproject
215,7.133333,-0.610635,0.798040,6.853858,1.000000,0.000000,0.000000,0.000000,0.131834,shared_fullimg_cam,763.735,796.499,42.373,0.438179,L0_backproject
216,7.166667,-0.617961,0.830605,6.636077,1.000000,0.000000,0.000000,0.000000,0.132824,shared_fullimg_cam,754.862,815.727,44.092,0.581372,L0_backproject
217,7.200000,-0.626341,0.884238,6.560777,1.000000,0.000000,0.000000,0.000000,0.123552,shared_fullimg_cam,749.694,836.900,41.485,0.583881,L0_backproject
218,7.233333,-0.628848,0.885871,6.560123,1.000000,0.000000,0.000000,0.000000,0.125666,shared_fullimg_cam,748.831,837.478,42.199,0.593294,L0_backproject
219,7.266667,-0.636395,0.895947,6.552703,1.000000,0.000000,0.000000,0.000000,0.122987,shared_fullimg_cam,746.055,841.202,41.346,0.631698,L0_backproject
220,7.300000,-0.652286,0.878432,6.576684,1.000000,0.000000,0.000000,0.000000,0.128688,shared_fullimg_cam,741.512,834.237,43.105,0.692416,L0_backproject
221,7.333333,-0.669415,0.863818,6.591947,1.000000,0.000000,0.000000,0.000000,0.123792,shared_fullimg_cam,736.294,828.672,41.369,0.724223,L0_backproject
222,7.366667,-0.683261,0.865350,6.595710,1.000000,0.000000,0.000000,0.000000,0.122653,shared_fullimg_cam,731.797,829.019,40.965,0.738815,L0_backproject
223,7.400000,-0.693065,0.881911,6.567778,1.000000,0.000000,0.000000,0.000000,0.122864,shared_fullimg_cam,727.538,835.803,41.210,0.718708,L0_backproject
224,7.433333,-0.694696,0.882517,6.562483,1.000000,0.000000,0.000000,0.000000,0.122863,shared_fullimg_cam,726.803,836.245,41.243,0.725776,L0_backproject
225,7.466667,-0.698812,0.892528,6.547959,1.000000,0.000000,0.000000,0.000000,0.117220,shared_fullimg_cam,724.901,840.270,39.436,0.521498,L0_backproject
226,7.500000,-0.707894,0.876729,6.550089,1.000000,0.000000,0.000000,0.000000,0.120125,shared_fullimg_cam,721.923,834.859,40.400,0.445519,L0_backproject
227,7.533333,-0.723820,0.853098,6.548636,1.000000,0.000000,0.000000,0.000000,0.121510,shared_fullimg_cam,716.513,826.975,40.875,0.385816,L0_backproject
228,7.566667,-0.735962,0.845182,6.547306,1.000000,0.000000,0.000000,0.000000,0.119750,shared_fullimg_cam,712.378,824.370,40.291,0.356203,L0_backproject
229,7.600000,-0.741340,0.844457,6.550121,1.000000,0.000000,0.000000,0.000000,0.119587,shared_fullimg_cam,710.676,824.004,40.219,0.353750,L0_backproject
230,7.633333,-0.750625,0.854136,6.556450,1.000000,0.000000,0.000000,0.000000,0.122232,shared_fullimg_cam,707.797,826.982,41.069,0.359185,L0_backproject
231,7.666667,-0.761071,0.857707,6.573004,1.000000,0.000000,0.000000,0.000000,0.127864,shared_fullimg_cam,704.931,827.456,42.853,0.358180,L0_backproject
232,7.700000,-0.774975,0.855571,6.576718,1.000000,0.000000,0.000000,0.000000,0.127907,shared_fullimg_cam,700.418,826.578,42.843,0.362244,L0_backproject
233,7.733333,-0.783803,0.857541,6.588643,1.000000,0.000000,0.000000,0.000000,0.127699,shared_fullimg_cam,697.936,826.718,42.696,0.363533,L0_backproject
234,7.766667,-0.795661,0.857506,6.583461,1.000000,0.000000,0.000000,0.000000,0.126732,shared_fullimg_cam,693.762,826.932,42.406,0.369126,L0_backproject
235,7.800000,-0.807422,0.857202,6.588961,1.000000,0.000000,0.000000,0.000000,0.122964,shared_fullimg_cam,690.052,826.591,41.111,0.365474,L0_backproject
236,7.833333,-0.815956,0.856491,6.578349,1.000000,0.000000,0.000000,0.000000,0.117594,shared_fullimg_cam,686.759,826.815,39.379,0.381034,L0_backproject
237,7.866667,-0.823805,0.855815,6.575455,1.000000,0.000000,0.000000,0.000000,0.117912,shared_fullimg_cam,684.009,826.715,39.503,0.384366,L0_backproject
238,7.900000,-0.830218,0.858307,6.570974,1.000000,0.000000,0.000000,0.000000,0.116517,shared_fullimg_cam,681.671,827.746,39.062,0.390855,L0_backproject
239,7.933333,-0.832651,0.859552,6.564781,1.000000,0.000000,0.000000,0.000000,0.116309,shared_fullimg_cam,680.592,828.435,39.029,0.399506,L0_backproject
240,7.966667,-0.838694,0.862189,6.547517,1.000000,0.000000,0.000000,0.000000,0.115955,shared_fullimg_cam,677.822,830.083,39.013,0.421753,L0_backproject
241,8.000000,-0.845395,0.865387,6.543179,1.000000,0.000000,0.000000,0.000000,0.115528,shared_fullimg_cam,675.379,831.352,38.895,0.443656,L0_backproject
242,8.033333,-0.849987,0.862499,6.511212,1.000000,0.000000,0.000000,0.000000,0.116264,shared_fullimg_cam,672.428,831.805,39.335,0.462077,L0_backproject
