frame,time,pelvis_x,pelvis_y,pelvis_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,ball_x,ball_y,ball_z,left_wrist_ball_dist,right_wrist_ball_dist
156,6.458333,-0.000386,-0.029011,4.040650,0.292998,0.084163,3.970065,-0.131509,0.085199,3.564879,-0.135513,0.541082,3.999269,0.627096,0.629714
157,6.500000,0.001360,-0.027306,4.042885,0.291345,0.083708,3.973402,-0.122138,0.130695,3.569013,-0.129201,0.484251,3.990760,0.581030,0.550384
158,6.541667,0.003744,-0.025212,4.039794,0.289732,0.081928,3.969662,-0.122732,0.189610,3.575138,-0.143603,0.364493,3.982252,0.517476,0.443578
159,6.583333,0.008079,-0.023451,4.045579,0.291848,0.079651,3.973468,-0.134465,0.229633,3.595634,-0.169678,0.209064,3.973744,0.479327,0.380303
160,6.625000,0.011463,-0.020778,4.046877,0.293884,0.078897,3.972520,-0.157620,0.250075,3.613049,-0.189952,0.120000,3.965236,0.485633,0.376830
161,6.666667,0.012619,-0.019980,4.038959,0.295253,0.077964,3.962361,-0.185865,0.252881,3.616449,-0.221013,0.120229,3.956727,0.518023,0.366907
162,6.708333,0.012941,-0.021969,4.034671,0.296301,0.076535,3.956045,-0.217419,0.233565,3.616183,-0.259027,0.275204,3.957312,0.589797,0.346170
163,6.750000,0.015560,-0.022839,4.026727,0.301261,0.078184,3.945790,-0.244617,0.194229,3.606708,-0.292314,0.367191,3.957801,0.660303,0.394281
164,6.791667,0.014818,-0.023009,4.026479,0.303598,0.083056,3.941354,-0.269045,0.140144,3.607273,-0.315472,0.439015,3.958291,0.714312,0.463350
165,6.833333,0.012623,-0.022988,4.027550,0.307306,0.086445,3.940998,-0.287263,0.094936,3.615740,-0.339440,0.491921,3.958780,0.763549,0.527253
166,6.875000,0.008985,-0.023311,4.032716,0.310479,0.089537,3.945023,-0.300660,0.057652,3.625540,-0.353202,0.532055,3.959269,0.797808,0.582404
167,6.916667,0.002498,-0.022353,4.038345,0.308681,0.092115,3.949783,-0.311549,0.037914,3.636734,-0.364600,0.556456,3.959758,0.817936,0.613225
168,6.958333,-0.004657,-0.021175,4.043363,0.304480,0.093660,3.954778,-0.319914,0.035413,3.645522,-0.372545,0.567202,3.960247,0.826218,0.620179
169,7.000000,-0.011008,-0.020752,4.047933,0.299560,0.092188,3.960787,-0.325560,0.057410,3.651955,-0.385331,0.560108,3.960736,0.829473,0.592979
170,7.041667,-0.016704,-0.019644,4.045321,0.292530,0.089935,3.959306,-0.329347,0.103338,3.653151,-0.392315,0.524922,3.961225,0.811314,0.525936
171,7.083333,-0.020594,-0.018769,4.034866,0.284275,0.084837,3.948374,-0.338074,0.166237,3.652576,-0.397393,0.432987,3.961714,0.765544,0.412602
172,7.125000,-0.024974,-0.018772,4.025789,0.274639,0.079379,3.937347,-0.338515,0.214089,3.658114,-0.389252,0.289058,3.962203,0.696660,0.317277
173,7.166667,-0.026955,-0.019426,4.014748,0.263983,0.075736,3.920660,-0.329530,0.237022,3.655014,-0.368306,0.134484,3.962692,0.636402,0.326625
174,7.208333,-0.026262,-0.019549,4.009515,0.258756,0.073843,3.912252,-0.322914,0.242966,3.647954,-0.368548,0.120216,3.963181,0.631074,0.341348
175,7.250000,-0.022758,-0.021302,4.014047,0.257342,0.070662,3.917577,-0.317230,0.231055,3.642862,-0.366179,0.281603,3.964100,0.659878,0.328854
176,7.291667,-0.017883,-0.022385,4.018905,0.260368,0.070576,3.924047,-0.308333,0.195881,3.630521,-0.351327,0.374050,3.963956,0.684003,0.380489
177,7.333333,-0.011792,-0.023693,4.022180,0.268687,0.073094,3.931402,-0.290926,0.143533,3.617868,-0.333960,0.465052,3.963812,0.719628,0.474240
178,7.375000,-0.006564,-0.026244,4.032114,0.279067,0.075071,3.944589,-0.273047,0.093123,3.618787,-0.318118,0.526379,3.963668,0.748780,0.555594
179,7.416667,-0.001287,-0.027808,4.039598,0.287199,0.076750,3.957351,-0.252733,0.055722,3.619123,-0.298650,0.563759,3.963524,0.761863,0.615485
180,7.458333,0.003278,-0.028737,4.037629,0.293545,0.078463,3.958512,-0.228651,0.039837,3.608612,-0.278909,0.580245,3.963380,0.761258,0.648404
181,7.500000,0.007248,-0.028472,4.034141,0.296948,0.080642,3.956815,-0.199984,0.042007,3.593091,-0.259125,0.577333,3.963236,0.745628,0.653512
182,7.541667,0.008883,-0.028038,4.028798,0.300000,0.082242,3.956029,-0.170949,0.067897,3.570265,-0.232751,0.550836,3.963092,0.709544,0.625589
183,7.583333,0.009482,-0.026891,4.024778,0.301166,0.082309,3.956273,-0.146284,0.116394,3.550489,-0.204122,0.505675,3.962948,0.659241,0.570094
184,7.625000,0.013815,-0.024657,4.026460,0.303984,0.081246,3.961776,-0.129403,0.174781,3.547626,-0.178571,0.419427,3.962804,0.589260,0.484399
185,7.666667,0.015438,-0.022925,4.034214,0.303882,0.081039,3.969305,-0.123939,0.215654,3.562154,-0.158241,0.291425,3.962660,0.507803,0.409052
186,7.708333,0.015504,-0.021512,4.039356,0.302635,0.079751,3.975110,-0.127592,0.244044,3.581597,-0.129968,0.134600,3.962516,0.436248,0.396337
187,7.750000,0.013662,-0.020375,4.041704,0.301344,0.079977,3.978558,-0.140387,0.249654,3.591262,-0.134989,0.120116,3.962372,0.438474,0.393105
188,7.791667,0.010803,-0.021710,4.045735,0.300621,0.079081,3.984134,-0.157504,0.240407,3.597772,-0.169531,0.242258,3.970829,0.497842,0.373255
189,7.833333,0.005563,-0.022055,4.035064,0.298072,0.080280,3.975380,-0.177100,0.213933,3.583063,-0.192152,0.346308,3.969014,0.557791,0.408299
190,7.875000,0.002902,-0.022518,4.036137,0.298818,0.083204,3.976913,-0.196098,0.168411,3.580590,-0.222364,0.419422,3.967198,0.620296,0.461695
191,7.916667,-0.002275,-0.023093,4.029955,0.296108,0.085570,3.971095,-0.215898,0.128785,3.577353,-0.249996,0.478039,3.965383,0.672528,0.523172
192,7.958333,-0.005998,-0.023568,4.032024,0.294812,0.086895,3.972503,-0.225413,0.107509,3.582207,-0.264595,0.513133,3.963567,0.703345,0.558123
