frame,time,left_detected,left_wrist_x,left_wrist_y,left_wrist_z,left_palm_x,left_palm_y,left_palm_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z,left_index_tip_x,left_index_tip_y,left_index_tip_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,left_ring_tip_x,left_ring_tip_y,left_ring_tip_z,left_pinky_tip_x,left_pinky_tip_y,left_pinky_tip_z,right_detected,right_wrist_x,right_wrist_y,right_wrist_z,right_palm_x,right_palm_y,right_palm_z,right_thumb_tip_x,right_thumb_tip_y,right_thumb_tip_z,right_index_tip_x,right_index_tip_y,right_index_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,right_ring_tip_x,right_ring_tip_y,right_ring_tip_z,right_pinky_tip_x,right_pinky_tip_y,right_pinky_tip_z
24,1.000000,1,0.431458,0.386556,1.881201,0.449212,0.449953,1.867586,0.502284,0.473245,1.837853,0.505781,0.519418,1.852740,0.498481,0.539139,1.849199,0.491519,0.533019,1.875824,0.473712,0.517323,1.889225,1,-0.051336,0.059111,1.964998,-0.090974,0.040900,1.914465,-0.027219,-0.027718,1.876867,-0.060917,-0.007763,1.864839,-0.056144,0.021477,1.868722,-0.048069,0.047155,1.878453,-0.053144,0.070404,1.882626
25,1.041667,1,0.429030,0.386646,1.878713,0.447718,0.449662,1.864179,0.501302,0.472626,1.834446,0.505153,0.517903,1.849782,0.498064,0.537950,1.846331,0.491121,0.531996,1.872687,0.473470,0.516631,1.886064,1,-0.048069,0.042991,1.958905,-0.082241,0.022417,1.903992,-0.022131,-0.039110,1.867945,-0.043996,-0.023243,1.863637,-0.043283,0.004609,1.870231,-0.037563,0.029796,1.879234,-0.043364,0.052594,1.880864
26,1.083333,1,0.427394,0.386679,1.874551,0.446220,0.449372,1.861241,0.500157,0.472215,1.831510,0.504652,0.516265,1.847424,0.497832,0.536627,1.844330,0.490916,0.530748,1.870348,0.473362,0.515809,1.883587,1,-0.043861,0.022868,1.949332,-0.072193,0.003755,1.894111,-0.017271,-0.052307,1.859854,-0.028569,-0.040013,1.861424,-0.031351,-0.010711,1.873699,-0.028088,0.013440,1.882438,-0.034380,0.034792,1.882137
27,1.125000,1,0.427167,0.385856,1.873678,0.444770,0.449020,1.858756,0.498802,0.472066,1.829128,0.503783,0.514991,1.845609,0.497151,0.535516,1.842900,0.490115,0.529722,1.868546,0.472542,0.515174,1.881506,1,-0.038875,0.003812,1.944613,-0.060897,-0.014950,1.885137,-0.011553,-0.070745,1.855259,-0.015190,-0.059959,1.857963,-0.020466,-0.027286,1.877516,-0.018022,-0.004794,1.886020,-0.023616,0.015067,1.884338
28,1.166667,1,0.426719,0.384905,1.870670,0.443051,0.448745,1.856604,0.496727,0.472557,1.827058,0.501357,0.515059,1.844076,0.494580,0.535507,1.841738,0.487453,0.529756,1.866880,0.470095,0.515189,1.879517,1,-0.034064,-0.015113,1.937813,-0.049158,-0.034164,1.877646,-0.004192,-0.093950,1.854410,-0.004091,-0.082484,1.853705,-0.010654,-0.046388,1.879732,-0.007255,-0.025364,1.887642,-0.010953,-0.006256,1.885178
29,1.208333,1,0.425984,0.384773,1.871784,0.440961,0.448737,1.854656,0.493584,0.473965,1.824804,0.496964,0.517116,1.842303,0.489616,0.537184,1.840582,0.482810,0.531210,1.865073,0.466334,0.515918,1.877582,1,-0.028211,-0.034534,1.936631,-0.038375,-0.053814,1.871648,0.004238,-0.118285,1.855012,0.003936,-0.103932,1.849807,-0.002649,-0.066330,1.879370,0.002451,-0.046023,1.886680,0.001274,-0.027214,1.883691
30,1.250000,1,0.424335,0.384831,1.867249,0.439186,0.448902,1.852699,0.490482,0.475557,1.822103,0.492806,0.519916,1.839961,0.484851,0.539385,1.839046,0.478663,0.532902,1.863025,0.463301,0.516642,1.875643,1,-0.022116,-0.049649,1.928525,-0.029560,-0.073105,1.866679,0.012272,-0.140286,1.854705,0.008791,-0.120845,1.849616,0.002610,-0.085004,1.877341,0.009221,-0.064909,1.884223,0.010788,-0.046511,1.880365
31,1.291667,1,0.423362,0.384527,1.863820,0.438535,0.448969,1.850585,0.489230,0.476137,1.819339,0.491908,0.521161,1.837493,0.483841,0.540082,1.837073,0.477882,0.533121,1.860954,0.462804,0.516561,1.873616,1,-0.016382,-0.065938,1.922718,-0.022392,-0.091049,1.862445,0.019540,-0.158392,1.852960,0.012340,-0.132977,1.854732,0.006105,-0.101586,1.874966,0.013943,-0.081661,1.881524,0.017992,-0.063993,1.876551
32,1.333333,1,0.422343,0.384936,1.861081,0.438847,0.448858,1.848439,0.490025,0.475566,1.817209,0.494388,0.520103,1.835829,0.486773,0.538760,1.835355,0.480220,0.531655,1.859385,0.464296,0.515713,1.871741,1,-0.011226,-0.079434,1.917834,-0.015797,-0.106971,1.859045,0.026940,-0.172704,1.850788,0.016801,-0.142723,1.861444,0.010616,-0.116046,1.872714,0.019639,-0.096470,1.878971,0.025052,-0.079741,1.873351
33,1.375000,1,0.422136,0.385166,1.859519,0.439149,0.448704,1.846533,0.491277,0.474767,1.815959,0.497413,0.518068,1.835352,0.490422,0.536742,1.834617,0.482791,0.529808,1.858628,0.465664,0.514766,1.870409,1,-0.005581,-0.091996,1.916042,-0.009206,-0.120881,1.856726,0.035002,-0.184253,1.849534,0.022862,-0.152261,1.865778,0.017686,-0.128589,1.870828,0.027467,-0.109641,1.876627,0.033195,-0.093916,1.870926
