frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,global_z_ref,contact_depth_gap,audio_support,audio_anchor,audio_event_type
1,0.000000,-0.906526,0.884174,6.515686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.510,838.933,36.661,653.510,838.933,40.571,879.504,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.181176,7.000071,6.515686,-0.484384,0.000000,0,
2,0.033333,-0.905213,0.885621,6.515686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.954,839.422,36.729,653.954,839.422,40.571,879.993,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.186268,7.002367,6.515686,-0.486681,0.000000,0,
3,0.066667,-0.905210,0.885967,6.515686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.955,839.539,36.730,653.955,839.539,40.571,880.110,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.188973,7.003228,6.515686,-0.487542,0.000000,0,
4,0.100000,-0.905828,0.885523,6.515686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.746,839.389,36.747,653.746,839.389,40.571,879.960,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.191107,7.002945,6.515686,-0.487259,0.000000,0,
5,0.133333,-0.905869,0.885683,6.515686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.732,839.443,36.747,653.732,839.443,40.571,880.014,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.191514,7.003512,6.515686,-0.487826,0.000000,0,
6,0.166667,-0.905707,0.885535,6.515686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.787,839.393,36.810,653.787,839.393,40.571,879.964,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.189410,7.002506,6.515686,-0.486820,0.000000,0,
7,0.200000,-0.905597,0.885612,6.515686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.824,839.419,36.809,653.824,839.419,40.571,879.990,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.186684,7.002404,6.515686,-0.486718,0.000000,0,
8,0.233333,-0.905512,0.885526,6.515686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.853,839.390,36.809,653.853,839.390,40.571,879.961,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.184514,7.003780,6.515686,-0.488094,0.000000,0,
9,0.266667,-0.905538,0.885446,6.515686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.844,839.363,36.746,653.844,839.363,40.571,879.934,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.182759,7.004658,6.515686,-0.488972,0.000000,0,
10,0.300000,-0.905594,0.885325,6.515686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.825,839.322,36.868,653.825,839.322,40.571,879.893,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.182298,7.003089,6.515686,-0.487402,0.000000,0,
11,0.333333,-0.905787,0.885487,6.515686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.760,839.377,36.922,653.760,839.377,40.571,879.948,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.183383,7.002861,6.515686,-0.487174,0.000000,0,
12,0.366667,-0.906073,0.885591,6.515686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.663,839.412,36.960,653.663,839.412,40.571,879.983,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.186099,6.996462,6.515686,-0.480775,0.000000,0,
