frame,time,anchor_type,contact_part,contact_side,contact_label,ball_center_x,ball_center_y,left_anchor_u,left_anchor_v,right_anchor_u,right_anchor_v,left_anchor_valid,right_anchor_valid,left_best_probe,right_best_probe,left_anchor_dist_px,right_anchor_dist_px,min_anchor_dist_px,min_anchor_boundary_gap_px,inter_anchor_dist_px,occlusion_penalty,object_contact_score,active_anchor_side,active_anchor_probe,proximity_score,approaching_score,object_response_score,audio_support,anchor_score,is_candidate,anchor_contact_state
11,0.416667,hand,hand,right,right_hand,546.5,532.993,968.7638070156577,723.093062016774,576.3459973452826,552.1717982571167,1,1,center,center,463.0818030263529,35.47689191744113,35.47689191744113,0.0,428.02548493248975,0.0,1.0,right,center,1.0,0.0,0.5674981648601078,0.0,0.6634996329720215,1,1
12,0.458333,hand,hand,right,right_hand,550.5,529.694,968.8805988773302,722.7887410513626,576.946400692869,548.1245811089458,1,1,center,center,460.7905213203134,32.23504970713112,32.23504970713112,0.0,429.0920466227341,0.0,1.0,right,center,1.0,0.0,0.8949695744694809,0.0,0.7289939148938962,1,1
13,0.5,hand,hand,right,right_hand,552.894,524.615,969.2004561099618,723.2870514709937,577.3526703145073,541.3846098072484,1,1,center,center,461.2826134101834,29.65546099188348,29.65546099188348,0.0,432.0106312534827,0.0,1.0,right,center,1.0,0.0,0.7109536895368246,0.0,0.6921907379073649,1,1
14,0.541667,hand,hand,right,right_hand,557.155,519.912,969.7971405895292,723.1428999334626,578.6777267428728,531.7601000738323,1,1,center,center,459.97427632213726,24.56837890069095,24.56837890069095,0.0,435.43285586857525,0.0,1.0,right,center,1.0,0.0,1.0,0.0,0.75,1,1
15,0.583333,hand,hand,right,right_hand,560.5,512.286,970.5481137115162,722.9384252058646,580.0688999696963,521.4025062358143,1,1,center,center,460.9922990717794,21.5882498589307,21.5882498589307,0.0,439.420917799247,0.0,1.0,right,center,1.0,0.0,0.8186692166489103,0.0,0.7137338433297821,1,1
16,0.625,hand,hand,right,right_hand,565.07,502.841,970.1198483762521,722.8815816498229,581.3331046932553,510.6221068343551,1,1,center,center,460.9590407426859,18.02870482956083,18.02870482956083,0.0,442.9550955938609,0.0,1.0,right,center,1.0,0.0,0.7457300673013779,0.0,0.6991460134602756,1,1
17,0.666667,hand,hand,right,right_hand,571.598,493.0,970.8045642119321,722.5423458970922,583.3444191777224,499.23392856133205,1,1,center,center,460.4949179630931,13.298128770866903,13.298128770866903,0.0,447.2046659449483,0.0,1.0,right,center,1.0,0.0,0.9639015560101973,0.0,0.7427803112020395,1,1
18,0.708333,hand,hand,right,right_hand,578.0,480.58,970.6428578806356,723.4742602218962,584.5830825220743,487.9195923631256,1,1,center,center,461.69907460749283,9.85934032018836,9.85934032018836,0.0,452.2478874466508,0.0,1.0,right,center,1.0,0.0,0.416926547717374,0.0,0.6333853095434747,1,1
19,0.75,hand,hand,right,right_hand,583.29,468.264,969.9115724502917,723.7805152792829,586.3045941233992,472.76095270677024,1,1,center,center,463.42737280441713,5.4139044483405065,5.4139044483405065,0.0,458.4377107254426,0.0,1.0,right,center,1.0,0.0,0.49194102450616334,0.0,0.6483882049012326,1,1
20,0.791667,hand,hand,right,right_hand,589.894,455.848,969.5918472994208,725.0766977012846,587.448572720794,458.10161474481447,1,1,center,center,465.4616492362652,3.325491542002474,3.325491542002474,0.0,466.1643242734153,0.0,1.0,right,center,1.0,0.0,0.8536671659666,0.0,0.72073343319332,1,1
21,0.833333,hand,hand,right,right_hand,596.674,441.152,969.9639662928689,725.0385722563013,589.9732659817494,442.62288850041847,1,1,center,center,468.97439678767483,6.860273271816827,6.860273271816827,0.0,473.4464602827208,0.0,1.0,right,center,1.0,0.0,0.5743151795207597,0.0,0.6648630359041519,1,1
22,0.875,hand,hand,right,right_hand,604.862,427.076,969.8425298073361,725.9648617298204,592.5380190762636,427.17117407354476,1,1,center,center,471.7471131915822,12.3243484173766,12.3243484173766,0.0,481.2861535523851,0.0,1.0,right,center,1.0,0.0,0.6866220133617569,0.0,0.6873244026723513,1,1
23,0.916667,hand,hand,right,right_hand,611.312,413.602,969.6466299304573,726.2071116116392,595.4926871634228,411.41610412355374,1,1,center,center,475.52672145014435,15.969621141534958,15.969621141534958,0.0,488.9627299533996,0.0,1.0,right,center,1.0,0.0,1.0,0.0,0.75,1,1
24,0.958333,hand,hand,right,right_hand,618.827,395.731,969.5279322524386,726.5656531100244,599.1423956622643,396.5735516728307,1,1,center,center,482.12312906679733,19.702627775365183,19.702627775365183,0.0,496.0647465060649,0.0,1.0,right,center,1.0,0.0,0.9883054911042508,0.0,0.7476610982208503,1,1
25,1.0,hand,hand,right,right_hand,626.881,380.452,968.0671396077653,727.1116819672174,603.5077664867644,380.48072853391415,1,1,center,center,486.395843898837,23.373251168652203,23.373251168652203,0.0,503.0472685627644,0.0,1.0,right,center,1.0,0.0,0.20315262786336405,0.0,0.5906305255726728,1,1
26,1.041667,hand,hand,right,right_hand,634.5,365.5,967.3342436753219,727.9239903062221,609.4758984505045,360.98977579257604,1,1,center,center,492.06684760549365,25.427303843716846,25.427303843716846,0.0,512.5459130924673,0.0,1.0,right,center,1.0,0.0,1.0,0.0,0.75,1,1
27,1.083333,hand,hand,right,right_hand,644.793,349.439,967.3008616268933,727.4515719558185,616.133485528465,342.5688717244026,1,1,center,center,496.8951854946918,29.471451139488977,29.471451139488977,0.0,521.0117263299176,0.0,1.0,right,center,1.0,0.0,0.9226943816611367,0.0,0.7345388763322274,1,1
28,1.125,hand,hand,right,right_hand,653.243,335.025,967.7915573374767,727.3282332794934,622.4448833384752,324.3659085709673,1,1,center,center,502.8345868818417,32.59049278531049,32.59049278531049,0.0,530.7004431660786,0.0,1.0,right,center,1.0,0.0,0.7046202147865142,0.0,0.6909240429573029,1,1
29,1.166667,hand,hand,right,right_hand,660.726,322.232,966.9147498501693,726.9637712138835,629.5589690861748,305.7722897313693,1,1,center,center,507.5030612368135,35.246359785240294,35.246359785240294,0.0,539.6398677713864,0.0,1.0,right,center,1.0,0.0,0.24618316279345198,0.0,0.5992366325586904,1,1
30,1.208333,hand,hand,right,right_hand,668.709,309.869,966.5358776284754,727.8878309506474,637.5497209019518,291.57447651802886,1,1,center,center,513.2646413569445,36.1329525965213,36.1329525965213,0.0,546.4441733369774,0.0,1.0,right,center,1.0,0.0,0.7392916086247149,0.0,0.697858321724943,1,1
31,1.25,hand,hand,right,right_hand,675.011,298.553,966.553869798092,728.3142208176785,644.6228668925924,276.14530080334663,1,1,center,center,519.3187382030507,37.75637187338347,37.75637187338347,0.0,555.0642330925926,0.0,1.0,right,center,1.0,0.0,0.34784101281522595,0.0,0.6195682025630451,1,1
32,1.291667,hand,hand,right,right_hand,682.098,286.735,966.2557293776733,729.1562699595249,651.0279766714455,263.3935214766881,1,1,center,center,525.8157427062011,38.86091827647866,38.86091827647866,0.0,562.4086360916812,0.0,1.0,right,center,1.0,0.0,0.7394732061359363,0.0,0.6978946412271873,1,1
33,1.333333,hand,hand,right,right_hand,689.324,276.893,966.3812777823732,729.6152746139302,657.3149660278076,251.73718161839497,1,1,center,center,530.7713190290052,40.7110974340076,40.7110974340076,0.0,569.1128682665853,0.0,1.0,right,center,1.0,0.0,0.10940953421074685,0.0,0.5718819068421493,1,1
34,1.375,hand,hand,right,right_hand,696.333,267.248,965.9872618031422,730.1830396337554,661.9505717465768,241.78685614795552,1,1,center,center,535.7445957070441,42.78342224339114,42.78342224339114,0.0,575.2991751637118,0.0,1.0,right,center,1.0,0.0,1.0,0.0,0.75,1,1
35,1.416667,hand,hand,right,right_hand,701.443,259.676,965.650886116852,730.0772276403654,665.585736014438,232.81113736771613,1,1,center,center,539.5211970366859,44.80473440141971,44.80473440141971,0.0,580.7862419522615,0.0,0.9909081998225364,right,center,1.0,0.0,0.7309793394306909,0.0,0.6934683278328991,1,1
36,1.458333,hand,hand,right,right_hand,704.637,252.508,966.1899043613258,729.7359221401314,669.6763785159648,227.085645483242,1,1,center,center,544.2025463465162,43.226625634274406,43.226625634274406,0.0,583.5902429209171,0.0,1.0,right,center,1.0,0.0,1.0,0.0,0.75,1,1
37,1.5,hand,hand,right,right_hand,710.041,246.86,965.5691251366175,729.1014120668268,672.9289230305096,221.802345275695,1,1,center,center,545.757640576879,44.77937379276164,44.77937379276164,0.0,585.6540199263187,0.0,0.8698282759047951,right,center,1.0,0.0,1.0,0.0,0.7109484827714385,1,1
38,1.541667,hand,hand,right,right_hand,712.266,242.229,964.47248792097,729.1796474478604,674.6138090807482,217.94924475275388,1,1,center,center,548.387678197934,44.80171867111754,44.80171867111754,0.0,587.6857819777501,0.0,0.8187851661103069,right,center,1.0,0.0,0.20186130187843773,0.0,0.5360078102087796,1,1
39,1.583333,hand,hand,right,right_hand,714.767,238.063,965.1015517375722,729.5034581028231,676.3437142819599,214.0871742139235,1,1,center,center,551.5261658833276,45.29005528252793,45.29005528252793,0.0,590.7918706193277,0.0,0.7758680896840087,right,center,1.0,0.0,0.913162289282698,0.0,0.6653928847617422,1,1
40,1.625,hand,hand,right,right_hand,715.588,235.675,966.4859972839962,729.3690502674478,678.5796358627109,211.93010643354756,1,1,center,center,553.7902313246393,43.97088794418799,43.97088794418799,0.0,592.1428320454331,0.0,0.9313890069765005,right,center,1.0,0.0,0.6544861448406363,0.0,0.6603139310610775,1,1
41,1.666667,hand,hand,right,right_hand,717.564,231.968,967.0924440740969,729.8663556259347,679.5193636358791,210.4835690473101,1,1,center,center,556.9265812807372,43.69181993736452,43.69181993736452,0.0,593.6806848693183,0.0,0.9965225078294351,right,center,1.0,0.0,0.39098689952578647,0.0,0.6271541322539878,1,1
42,1.708333,hand,hand,right,right_hand,720.34,228.937,967.0975193733407,730.2161742975843,679.467903707288,209.6234132559472,1,1,center,center,558.7218305666537,45.20556258117776,45.20556258117776,0.0,594.7668607590341,0.0,0.8426796773527805,right,center,1.0,0.0,0.1315543484794599,0.0,0.529114772901726,1,1
43,1.75,hand,hand,right,right_hand,722.801,225.748,966.4533209794155,730.5598029012798,678.3170474617258,209.15293292659322,1,1,center,center,560.5367158956643,47.478608705377056,47.478608705377056,0.0,595.7244632994859,0.0,0.5624239118278682,right,center,1.0,0.0,0.25762795835935387,0.0,0.4702527652202312,1,1
44,1.791667,hand,hand,right,right_hand,725.636,223.139,966.1577817502479,730.5810715751068,677.8659381156713,208.09549905966466,1,1,center,center,561.5587088637747,50.0827887899073,50.0827887899073,0.0,596.7439656946791,0.0,0.21315140126158738,right,center,1.0,0.0,0.27478128570502003,0.0,0.3689016775194802,1,0
45,1.833333,hand,hand,right,right_hand,727.824,220.881,966.3911541729038,730.2277800456675,678.1782036072283,207.0602291784932,1,1,center,center,562.4486015566647,51.533666719661575,51.533666719661575,0.0,597.3030982291402,0.0,0.07166666004230304,right,center,1.0,0.0,0.5148539904661146,0.0,0.37447079610591383,1,0
46,1.875,hand,hand,right,right_hand,728.634,218.566,966.0327233819378,730.0472659228318,677.93069520503,206.63771810205566,1,1,center,center,563.8893856541337,52.08751315016349,52.08751315016349,0.0,597.4615748226803,0.0,0.01818585622956359,right,center,1.0,0.0,0.3528220724828507,0.0,0.3260201713654392,0,0
47,1.916667,hand,hand,right,right_hand,729.601,217.183,965.9739726801869,729.9657514335995,678.1344587755824,205.81499581452246,1,1,center,center,564.640002463057,52.70708097367668,52.70708097367668,0.42708097367668074,597.9846155051888,0.0,0.0,right,center,0.9999549644318905,0.0,0.3604611694506513,0.0,0.3220809749981029,0,0
48,1.958333,hand,hand,right,right_hand,729.905,215.098,966.0442208159916,729.9078845185819,678.5955625321353,204.98306954335357,1,1,center,center,566.3841000642755,52.29694246714149,52.29694246714149,0.22894246714149347,598.4753900754541,0.0,0.0,right,center,0.9999870581940519,0.01390445659896051,0.11141383431656622,0.0,0.2743651999016703,0,0
49,2.0,hand,hand,right,right_hand,730.002,213.228,966.1472520586684,729.9016349114579,679.2234854941219,204.40414035150798,1,1,center,center,568.0811782504949,51.53948034778734,51.53948034778734,0.0,598.7260346839538,0.0,0.08556495652658214,right,center,1.0,0.016066138045017084,0.2784669092439947,0.0,0.3337727895135262,1,0
50,2.041667,hand,hand,right,right_hand,729.698,211.987,966.1399168280298,729.7490430483706,679.6882694707609,203.83862589453125,1,1,center,center,569.1944423963887,50.66921302102271,50.66921302102271,0.0,598.8625160624252,0.0,0.24697337237216122,right,center,1.0,0.0,0.5134286893035411,0.0,0.4267777495723566,1,1
51,2.083333,hand,hand,right,right_hand,730.398,209.806,966.2709428952776,730.0941189839807,679.9213970761086,203.09825349873424,1,1,center,center,571.2580607273457,50.92034275082449,50.92034275082449,0.0,599.7672086979983,0.0,0.16195715614693906,right,center,1.0,0.0,0.60767163076297,0.0,0.42012147299667574,1,1
52,2.125,hand,hand,right,right_hand,729.546,208.116,966.6098010134028,730.0342377456773,680.70210960401,202.1774234601286,1,1,center,center,573.2345877932311,49.203580360939135,49.203580360939135,0.0,600.3132718795553,0.0,0.42892745488260786,right,center,1.0,0.0,0.24600903516832606,0.0,0.42788004349844755,1,1
53,2.166667,hand,hand,right,right_hand,729.353,206.424,966.684848998426,730.2583363429328,680.940108628821,201.35966551851578,1,1,center,center,575.0902698540922,48.67705347140399,48.67705347140399,0.0,601.1521110740009,0.0,0.5248683160745014,right,center,1.0,0.0,0.44404091253375527,0.0,0.4962686773291014,1,1
54,2.208333,hand,hand,right,right_hand,730.349,204.766,966.7139503861322,730.5232923275473,681.2333091935715,200.48599282551237,1,1,center,center,576.4452447601878,49.30182090761312,49.30182090761312,0.0,602.0288492747881,0.0,0.43752238654835995,right,center,1.0,0.0,0.7083921770249341,0.0,0.5229351513694948,1,1
55,2.25,hand,hand,right,right_hand,729.485,203.484,966.8112827920911,731.0565066540868,681.1564216655723,199.5141002300133,1,1,center,center,578.4950425726983,48.491355807098785,48.491355807098785,0.0,603.4368479901651,0.0,0.5773305241126518,right,center,1.0,0.0,0.20442523123991294,0.0,0.46408420348177815,1,1
56,2.291667,hand,hand,right,right_hand,729.021,201.828,966.7587011138778,731.50196248969,681.0180746417612,198.6863848114714,1,1,center,center,580.5805035225012,48.10561909945064,48.10561909945064,0.0,604.5991609597646,0.0,0.6586726125686697,right,center,1.0,0.0,0.05746712766136521,0.0,0.45909520930287395,1,1
57,2.333333,hand,hand,right,right_hand,728.684,200.259,966.975275003718,732.0228635987137,681.0716204101741,197.9571221494997,1,1,center,center,582.7139421468556,47.66799064198418,47.66799064198418,0.0,605.778107808167,0.0,0.717626169751977,right,center,1.0,0.0,0.08148399411080626,0.0,0.48158464974775433,1,1
58,2.375,hand,hand,right,right_hand,728.133,198.733,966.5138832174002,731.5653443207834,681.2148598085126,197.30866672741868,1,1,center,center,583.7257512204594,46.93975505154929,46.93975505154929,0.0,605.6613990598753,0.0,0.8554056185563388,right,center,1.0,0.0,0.5338333886281063,0.0,0.6133883632925229,1,1
59,2.416667,hand,hand,right,right_hand,727.636,198.636,967.1935138983466,731.4474167051013,682.6772824625194,196.75304947750652,1,1,center,center,584.188161670924,44.99813090879574,44.99813090879574,0.0,605.6794137952545,0.0,1.0,right,center,1.0,0.0,1.0,0.0,0.75,1,1
60,2.458333,hand,hand,right,right_hand,728.954,194.442,967.6891003417047,731.5012688317634,683.7624892484091,196.3092173525106,1,1,center,center,587.7304708565587,45.23006903214572,45.23006903214572,0.0,605.8422669750722,0.0,0.9144913709817848,right,center,1.0,0.0,1.0,0.0,0.7243474112945354,1,1
61,2.5,hand,hand,right,right_hand,728.462,193.462,967.909375517781,731.41958811144,684.3954814001961,195.51465177680427,1,1,center,center,588.8407358947163,44.11429973176135,44.11429973176135,0.0,606.2790025603288,0.0,1.0,right,center,1.0,0.0,0.011578470116470174,0.0,0.5523156940232941,1,1
62,2.541667,hand,hand,right,right_hand,727.941,192.471,968.5436681291126,732.0872325925843,685.3157249777701,194.90409941289712,1,1,center,center,590.8259662440894,42.69466059677466,42.69466059677466,0.0,607.2757086813909,0.0,1.0,right,center,1.0,0.0,0.4989008206861796,0.0,0.6497801641372358,1,1
63,2.583333,hand,hand,right,right_hand,728.52,190.721,969.1979128852241,732.953414002336,685.7493005122216,194.2806842602011,1,1,center,center,593.2468698152467,42.91857507776991,42.91857507776991,0.0,608.6964971346753,0.0,1.0,right,center,1.0,0.0,0.4313312706483913,0.0,0.6362662541296782,1,1
64,2.625,hand,hand,right,right_hand,727.978,189.251,969.4469526677728,733.6118893925477,685.8241324597504,193.84667298645525,1,1,center,center,595.5132517440034,42.40364086725732,42.40364086725732,0.0,609.7445309182101,0.0,1.0,right,center,1.0,0.0,0.2501270702936599,0.0,0.600025414058732,1,1
65,2.666667,hand,hand,right,right_hand,727.711,188.392,970.3292991073965,733.6990442904371,686.9487925402279,193.13537657243106,1,1,center,center,596.8445456017326,41.037265726427066,41.037265726427066,0.0,610.338914341047,0.0,1.0,right,center,1.0,0.0,0.30138096826418004,0.0,0.610276193652836,1,1
66,2.708333,hand,hand,right,right_hand,727.817,186.817,970.73352359927,734.3700221716654,687.0919203429452,192.83235827763164,1,1,center,center,599.0181545887227,41.1669363480176,41.1669363480176,0.0,611.3228283923526,0.0,1.0,right,center,1.0,0.0,0.3327744293440439,0.0,0.6165548858688088,1,1
67,2.75,hand,hand,right,right_hand,727.253,185.83,971.2001438808245,734.7092350201058,687.4416190542619,192.05280837140788,1,1,center,center,600.6485025735668,40.29478126052985,40.29478126052985,0.0,612.3682697485889,0.0,1.0,right,center,1.0,0.0,0.3826979331047121,0.0,0.6265395866209424,1,1
68,2.791667,hand,hand,right,right_hand,727.598,184.369,971.800888944045,735.0698702071587,687.9591852676937,191.4379499230939,1,1,center,center,602.4172137443778,40.26419856891866,40.26419856891866,0.0,613.2713734535744,0.0,1.0,right,center,1.0,0.0,0.25501339952847596,0.0,0.6010026799056951,1,1
69,2.833333,hand,hand,right,right_hand,727.93,183.591,972.1773850965019,735.1076535812235,688.1663631076756,190.8239034409506,1,1,center,center,603.1810709098141,40.416107074911785,40.416107074911785,0.0,613.9275700584692,0.0,1.0,right,center,1.0,0.0,0.389100796047207,0.0,0.6278201592094415,1,1
70,2.875,hand,hand,right,right_hand,727.419,182.2,972.4858937875413,735.0465697868084,688.4246338490013,190.23242786267886,1,1,center,center,604.7289575964711,39.81306932261426,39.81306932261426,0.0,614.4210678666515,0.0,1.0,right,center,1.0,0.0,0.3340669706639608,0.0,0.6168133941327922,1,1
71,2.916667,hand,hand,right,right_hand,727.313,181.607,972.7307353171238,734.6665291439222,688.8728633864629,189.58700749113234,1,1,center,center,605.0658704513771,39.25970736551565,39.25970736551565,0.0,614.5624267576384,0.0,1.0,right,center,1.0,0.0,0.18421223697789066,0.0,0.5868424473955781,1,1
72,2.958333,hand,hand,right,right_hand,727.016,180.559,972.817607095747,734.5400507925681,688.79752436011,189.17826161316407,1,1,center,center,606.0638866390984,39.17835564432267,39.17835564432267,0.0,614.8877039705045,0.0,1.0,right,center,1.0,0.0,0.26279097768072873,0.0,0.6025581955361458,1,1
73,3.0,hand,hand,right,right_hand,726.205,179.03,973.2764992819393,733.9831112919798,689.2121219741475,188.29048488976414,1,1,center,center,607.4679263056395,38.13436252291563,38.13436252291563,0.0,615.2016035130367,0.0,1.0,right,center,1.0,0.0,0.7506150815909289,0.0,0.7001230163181857,1,1
74,3.041667,hand,hand,right,right_hand,726.701,179.029,973.586117325073,733.5434631515766,689.5547189166745,187.7886027252226,1,1,center,center,606.9913928556947,38.16512594273937,38.16512594273937,0.0,615.2415809751642,0.0,1.0,right,center,1.0,0.0,0.6076289741359181,0.0,0.6715257948271836,1,1
75,3.083333,hand,hand,right,right_hand,726.079,177.845,973.8705877400446,733.2204384465452,689.9283719935166,187.2406371424733,1,1,center,center,608.1468149915977,37.35165193905298,37.35165193905298,0.0,615.3999718192078,0.0,1.0,right,center,1.0,0.0,0.06220876548054476,0.0,0.562441753096109,1,1
76,3.125,hand,hand,right,right_hand,725.5,176.5,973.9820171340311,733.1970035498944,689.912813177557,186.60912476629449,1,1,center,center,609.6350273732867,36.99516548788458,36.99516548788458,0.0,615.9980696963426,0.0,1.0,right,center,1.0,0.0,0.8822426764948259,0.0,0.7264485352989651,1,1
77,3.166667,hand,hand,right,right_hand,726.222,177.128,974.19582327632,732.7498094449422,690.12983823864,185.94128102033528,1,1,center,center,608.4460634774025,37.15263197879228,37.15263197879228,0.0,616.1923811711011,0.0,1.0,right,center,1.0,0.0,0.5509365100574574,0.0,0.6601873020114915,1,1
78,3.208333,hand,hand,right,right_hand,726.161,176.505,974.6847678275376,732.6468878884393,690.6359387504125,185.29144406318,1,1,center,center,609.1451901142398,36.59551305914881,36.59551305914881,0.0,616.6698623941602,0.0,1.0,right,center,1.0,0.0,0.038194031334393155,0.0,0.5576388062668787,1,1
79,3.25,hand,hand,right,right_hand,725.998,175.89,974.8164269706925,732.463037448054,690.8357213924068,184.65255584852332,1,1,center,center,609.6590486610716,36.23766303000931,36.23766303000931,0.0,617.0424336227215,0.0,1.0,right,center,1.0,0.0,0.2582201278283404,0.0,0.6016440255656681,1,1
80,3.291667,hand,hand,right,right_hand,726.077,175.923,975.0818169024942,732.2230861671044,691.2808091885112,184.0500804264868,1,1,center,center,609.4860004218083,35.73267875835961,35.73267875835961,0.0,617.2816668281793,0.0,1.0,right,center,1.0,0.0,0.2279850741900639,0.0,0.5955970148380128,1,1
81,3.333333,hand,hand,right,right_hand,725.752,175.498,975.1581727084736,732.0746899160624,691.4257345963242,183.4150328109599,1,1,center,center,609.9024928158677,35.22743114525102,35.22743114525102,0.0,617.682374503072,0.0,1.0,right,center,1.0,0.0,0.4239497572919405,0.0,0.6347899514583881,1,1
82,3.375,hand,hand,right,right_hand,725.89,176.11,975.6158918270922,731.9841264463503,691.9244435581836,182.78426639722377,1,1,center,center,609.3923740098243,34.615095787002005,34.615095787002005,0.0,618.1434494507654,0.0,1.0,right,center,1.0,0.0,0.09666361531864319,0.0,0.5693327230637286,1,1
83,3.416667,hand,hand,right,right_hand,725.983,176.977,975.6549879941267,732.0659456921366,691.9740593554399,182.307194135569,1,1,center,center,608.6541211710861,34.424105119640586,34.424105119640586,0.0,618.6352351639401,0.0,1.0,right,center,1.0,0.0,0.344218659859507,0.0,0.6188437319719013,1,1
84,3.458333,hand,hand,right,right_hand,725.428,177.188,975.848049978531,732.1780641977819,692.2189471736266,181.85084106236252,1,1,center,center,608.8712284132894,33.53480693842912,33.53480693842912,0.0,619.1167260556418,0.0,1.0,right,center,1.0,0.0,0.5981575251160565,0.0,0.6696315050232113,1,1
85,3.5,hand,hand,right,right_hand,725.383,178.918,975.9874167801738,732.4031497109961,692.2708150177494,181.38654318627744,1,1,center,center,607.575826263961,33.204073541680074,33.204073541680074,0.0,619.769643320512,0.0,1.0,right,center,1.0,0.0,0.2767334880912795,0.0,0.6053466976182559,1,1
86,3.541667,hand,hand,right,right_hand,725.094,179.948,976.2532451248925,732.5842389386,692.6669267346507,180.93962913584198,1,1,center,center,607.0319423225661,32.442231872967454,32.442231872967454,0.0,620.2684705049651,0.0,1.0,right,center,1.0,0.0,0.2751287203470153,0.0,0.6050257440694031,1,1
87,3.583333,hand,hand,right,right_hand,724.546,181.668,976.390229101833,732.8629897591145,692.6203391422114,180.53322622558588,1,1,center,center,606.004482217291,31.945821835188994,31.945821835188994,0.0,620.961768656251,0.0,1.0,right,center,1.0,0.0,0.2042083358291288,0.0,0.5908416671658258,1,1
88,3.625,hand,hand,right,right_hand,723.732,182.91,976.5054553231912,733.1374857157172,692.3164259996421,180.07237898191525,1,1,center,center,605.5119369203758,31.54346814816402,31.54346814816402,0.0,621.8073790767787,0.0,1.0,right,center,1.0,0.0,0.8955119847325205,0.0,0.729102396946504,1,1
89,3.666667,hand,hand,right,right_hand,724.0,186.293,976.5380502793787,733.1169550421369,691.8549116520046,179.661198808491,1,1,center,center,602.3220937727878,32.82205800896905,32.82205800896905,0.0,622.3807223290978,0.0,1.0,right,center,1.0,0.0,0.6396603544418811,0.0,0.6779320708883763,1,1
90,3.708333,hand,hand,right,right_hand,723.577,188.108,976.3252867883697,733.1262623170069,691.4737703094148,179.03432903919347,1,1,center,center,600.7716727122757,33.36088819668106,33.36088819668106,0.0,623.0234802669198,0.0,1.0,right,center,1.0,0.0,0.5453139456558337,0.0,0.6590627891311667,1,1
