frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_u_fit,ref_v_fit,ref_source,ref_type,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,contact_u,contact_v,contact_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,da3_depth_raw,da3_depth_smooth,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score
11,0.416667,527.462,557.767,528.271,556.817,528.271,556.817,center,center,528.000,598.128,599.000,40.361,41.311,bottom_percentile_95,541.711,596.411,human_nearest_mesh_topk,2.516390,2.591784,0.075393,0.868384,0.104295,0.318454,0.000000,0.100000,0.019659,40.435000,0.069000,5.000000,8.000000,right_foot,0.318454,558.130,640.535,4.124680,boundary_034,2.523279,2.608720,2.522412,2.516390,0.000000,0.872105,0.073953,0.699737
12,0.458333,529.070,517.332,527.418,519.578,527.418,519.578,center,center,529.000,560.717,558.000,43.385,41.139,bottom_percentile_95,528.789,474.359,human_nearest_mesh_topk,2.570190,4.366950,1.796760,0.883380,0.000000,0.237584,1.000000,0.883380,0.969767,1.247000,0.634000,5.000000,8.000000,right_hand,0.237584,525.729,416.511,3.847499,boundary_062,2.617925,2.580082,2.614207,2.570190,1.000000,2.716933,0.000000,0.466492
13,0.500000,525.838,485.698,526.452,485.467,526.452,485.467,center,center,532.000,527.331,527.000,41.633,41.864,bottom_percentile_95,524.665,441.239,human_nearest_mesh_topk,2.663978,6.505442,3.841463,0.882335,0.000000,0.397149,0.000000,0.100000,0.960626,1.624000,1.339000,5.000000,8.000000,right_hand,0.397149,521.952,404.062,3.813038,boundary_062,2.742472,2.613501,2.740715,2.663978,0.000000,0.330648,0.000000,0.000000
14,0.541667,526.331,459.700,526.455,459.647,526.455,459.647,center,center,531.000,502.057,503.000,42.357,42.410,bottom_percentile_95,521.964,414.938,human_nearest_mesh_topk,2.674232,6.487292,3.813060,0.886100,0.124070,0.517754,0.069251,0.100000,0.972579,1.131000,0.659000,5.000000,8.000000,right_hand,0.517754,519.190,387.732,3.785596,boundary_000,2.688889,2.636254,2.682621,2.674232,0.069251,0.942667,0.000000,0.000000
15,0.583333,527.823,438.871,527.083,438.507,527.083,438.507,center,center,528.000,481.433,481.850,42.562,42.926,bottom_percentile_95,521.931,395.060,human_nearest_mesh_topk,2.632877,4.793787,2.160910,0.886614,0.618489,0.619094,1.000000,0.886614,1.000000,0.000000,0.338000,5.000000,8.000000,right_hand,0.619094,519.038,374.921,3.755041,boundary_000,2.600745,2.646662,2.599041,2.632877,1.000000,0.416895,0.000000,0.000000
16,0.625000,527.348,423.359,528.045,424.069,528.045,424.069,center,center,529.000,467.068,466.000,43.709,42.999,bottom_percentile_95,524.084,379.730,human_nearest_mesh_topk,2.636054,3.186303,0.550248,0.893149,0.366902,0.753833,0.618649,0.618649,0.746258,10.465785,0.000000,5.000000,8.000000,right_hand,0.753833,521.786,368.163,3.729562,boundary_000,2.645533,2.642728,2.638654,2.636054,0.618649,1.068105,0.000000,0.000000
17,0.666667,529.287,416.293,529.063,416.323,529.063,416.323,center,center,532.000,459.044,459.000,42.751,42.722,bottom_percentile_95,526.704,371.573,human_nearest_mesh_topk,2.633945,2.642504,0.008560,0.870240,1.000000,0.904716,0.703197,0.703197,0.575206,17.521000,0.066000,5.000000,8.000000,right_hand,0.904716,525.329,368.008,3.714808,boundary_003,2.634933,2.597757,2.632219,2.633945,0.703197,0.044476,0.020973,0.000000
18,0.708333,530.680,417.553,531.147,417.040,531.147,417.040,center,center,535.000,458.190,459.000,40.637,41.150,bottom_percentile_95,528.713,374.519,human_nearest_mesh_topk,2.613565,2.597237,-0.016328,0.876332,0.294662,0.945113,1.000000,0.876332,0.605754,16.261000,0.000000,5.000000,8.000000,right_hand,0.945113,528.677,377.235,3.699178,boundary_002,2.596135,2.556508,2.596891,2.613565,1.000000,0.810267,0.308689,0.000000
19,0.750000,533.560,433.814,532.965,437.237,532.965,437.237,center,center,531.000,476.068,474.000,42.254,38.831,bottom_percentile_95,530.408,390.480,human_nearest_mesh_topk,2.603126,2.601108,-0.002018,0.849330,0.000000,0.901788,1.000000,0.849330,1.000000,0.000000,0.000000,5.000000,8.000000,right_hand,0.901788,529.924,395.031,3.699030,boundary_003,2.590389,2.530824,2.594584,2.603126,1.000000,2.068133,0.482524,0.000000
20,0.791667,534.040,482.778,534.195,481.406,534.195,481.406,center,center,526.500,517.999,517.000,35.221,36.593,bottom_percentile_95,533.870,438.610,human_nearest_mesh_topk,2.504573,2.432317,-0.072256,0.853506,0.000000,0.617283,1.000000,0.853506,1.000000,0.000000,1.760000,5.000000,8.000000,right_hand,0.617283,529.850,419.722,3.711479,boundary_003,2.427672,2.496188,2.423939,2.504573,1.000000,0.998657,0.171536,0.000000
21,0.833333,535.175,540.956,535.705,545.599,535.705,545.599,center,center,539.000,580.371,575.850,39.415,34.772,bottom_percentile_95,535.836,495.121,human_nearest_mesh_topk,2.445397,2.486735,0.041338,0.857509,0.000000,0.242323,0.880318,0.857509,0.972482,1.135000,1.088000,5.000000,8.000000,right_hand,0.242323,530.156,438.307,3.735127,boundary_003,2.400147,2.452960,2.396981,2.445397,0.880318,4.521086,0.086797,0.000000
22,0.875000,539.066,604.311,537.907,595.202,537.907,595.202,center,center,539.500,630.415,639.850,26.104,35.213,bottom_percentile_95,513.612,627.650,human_nearest_mesh_topk,2.430783,2.442822,0.012039,0.888502,0.000000,0.573102,0.933602,0.888502,0.000000,63.554046,0.443000,5.000000,8.000000,right_foot,0.573102,498.178,643.458,3.994147,boundary_021,2.420961,2.406218,2.418826,2.430783,0.933602,9.435276,1.000000,0.433646
23,0.916667,538.213,600.868,537.755,595.145,537.755,595.145,center,center,541.000,632.860,636.850,31.992,37.716,bottom_percentile_95,511.777,626.209,human_nearest_mesh_topk,2.414422,2.435790,0.021368,0.866402,0.000000,0.579133,1.000000,0.866402,0.000000,60.057153,0.000000,5.000000,8.000000,right_foot,0.579133,497.751,643.232,3.985387,boundary_019,2.403079,2.353819,2.401036,2.414422,1.000000,3.989867,1.000000,0.650468
24,0.958333,533.800,545.411,534.023,552.104,534.023,552.104,center,center,537.000,591.456,587.850,46.045,39.351,bottom_percentile_95,532.832,503.338,human_nearest_mesh_topk,2.369664,2.494684,0.125020,0.885672,0.000000,0.285891,1.000000,0.885672,0.891989,4.455000,3.992000,5.000000,8.000000,right_hand,0.285891,522.314,452.860,3.714227,boundary_000,2.332340,2.327056,2.333044,2.369664,1.000000,3.605505,0.000000,0.867291
25,1.000000,528.938,505.726,529.152,505.185,529.152,505.185,center,center,532.000,545.371,546.850,39.645,40.187,bottom_percentile_95,520.370,459.722,human_nearest_mesh_topk,2.313867,2.275252,-0.038615,0.825497,0.000000,0.654390,0.315606,0.315606,1.000000,0.000000,2.079000,5.000000,8.000000,right_hand,0.654390,517.698,443.088,3.668438,boundary_003,2.268938,2.303332,2.268215,2.313867,0.315606,1.478590,0.037657,0.650468
26,1.041667,524.993,474.955,524.542,475.069,524.542,475.069,center,center,525.000,515.235,514.000,40.280,40.165,bottom_percentile_95,521.568,434.036,human_nearest_mesh_topk,2.263822,2.258621,-0.005201,0.840344,0.000000,0.740000,0.000000,0.100000,1.000000,0.000000,0.439000,5.000000,8.000000,right_hand,0.740000,513.966,424.576,3.641512,boundary_004,2.223597,2.289598,2.222876,2.263822,0.000000,1.234638,0.000000,0.433646
27,1.083333,520.833,452.553,521.528,452.294,521.528,452.294,center,center,526.000,491.624,491.000,39.071,39.330,bottom_percentile_95,515.591,413.063,human_nearest_mesh_topk,2.249813,2.284172,0.034359,0.830378,0.167246,0.766135,0.116252,0.116252,1.000000,0.000000,1.911000,5.000000,8.000000,right_hand,0.766135,512.539,403.523,3.619800,boundary_003,2.240334,2.278769,2.238351,2.249813,0.116252,0.624400,0.000000,0.000000
28,1.125000,519.796,436.642,520.191,436.777,520.191,436.777,center,center,523.000,476.115,477.000,39.473,39.339,bottom_percentile_95,516.954,395.239,human_nearest_mesh_topk,2.239419,2.312777,0.073357,0.868116,0.497963,0.783244,0.677290,0.677290,0.974858,1.037000,0.000000,5.000000,8.000000,right_hand,0.783244,512.501,386.702,3.608790,boundary_001,2.234073,2.284359,2.230916,2.239419,0.677290,0.884619,0.000000,0.000000
29,1.166667,520.589,428.366,520.377,428.856,520.377,428.856,center,center,522.000,468.839,467.850,40.473,39.983,bottom_percentile_95,515.200,383.410,human_nearest_mesh_topk,2.282833,2.409439,0.126605,0.868481,0.354064,0.814712,0.508598,0.508598,0.799262,8.279596,0.874000,5.000000,8.000000,right_hand,0.814712,513.507,376.676,3.600039,boundary_000,2.324825,2.281055,2.318354,2.282833,0.508598,0.989133,0.000000,0.000000
30,1.208333,520.286,424.626,520.478,425.291,520.478,425.291,center,center,525.500,465.857,465.000,41.231,40.566,bottom_percentile_95,517.790,376.809,human_nearest_mesh_topk,2.304464,2.419843,0.115378,0.857089,0.517820,0.883802,0.458562,0.458562,0.708372,12.028444,0.000000,5.000000,8.000000,right_hand,0.883802,515.461,373.762,3.591058,boundary_001,2.327275,2.281573,2.322162,2.304464,0.458562,0.856819,0.000000,0.000000
31,1.250000,521.106,427.299,520.979,429.454,520.979,429.454,center,center,528.000,471.054,469.850,43.755,41.600,bottom_percentile_95,519.586,382.045,human_nearest_mesh_topk,2.340408,2.428193,0.087785,0.870419,0.130146,0.964316,0.000000,0.100000,0.773480,9.343000,1.201000,5.000000,8.000000,right_hand,0.964316,518.628,381.521,3.585791,boundary_003,2.371472,2.280533,2.369816,2.340408,0.000000,1.203800,0.105616,0.000000
32,1.291667,522.738,445.650,523.370,443.389,523.370,443.389,center,center,527.000,486.734,487.000,41.084,43.345,bottom_percentile_95,521.912,400.052,human_nearest_mesh_topk,2.287791,2.286062,-0.001729,0.845707,0.000000,0.925422,1.000000,0.845707,1.000000,0.000000,0.000000,5.000000,8.000000,right_hand,0.867547,523.132,402.903,3.585649,interior_005,2.245807,2.289145,2.244740,2.287791,1.000000,0.265600,0.259453,0.000000
33,1.333333,531.500,474.500,527.560,478.106,527.560,478.106,center,center,530.000,521.777,519.000,47.277,43.671,bottom_percentile_95,529.412,432.506,human_nearest_mesh_topk,2.252651,2.289339,0.036688,1.000000,0.000000,0.928892,0.977474,0.977474,0.911894,3.634000,3.150000,5.000000,8.000000,right_hand,0.928892,527.701,429.065,3.592409,boundary_005,2.227224,2.288120,2.223901,2.252651,0.977474,2.776571,0.342508,0.000000
34,1.375000,527.866,532.374,531.190,536.256,531.190,536.256,center,center,534.000,578.594,577.850,46.220,42.338,bottom_percentile_95,533.174,488.483,human_nearest_mesh_topk,2.242725,2.268830,0.026105,0.877474,0.000000,0.448788,1.000000,0.877474,1.000000,0.000000,4.126000,5.000000,8.000000,right_hand,0.448788,531.055,455.952,3.618556,boundary_062,2.233056,2.269600,2.234603,2.242725,1.000000,0.743505,0.000000,0.343181
35,1.416667,532.221,595.727,532.817,586.312,532.817,586.312,center,center,540.000,626.356,631.000,30.629,40.044,bottom_percentile_95,513.953,621.974,human_nearest_mesh_topk,2.270152,2.340372,0.070220,0.820548,0.000000,0.478145,0.538640,0.538640,0.000000,63.502509,6.077000,5.000000,8.000000,right_foot,0.478145,498.371,647.178,3.946107,boundary_025,2.294358,2.250310,2.292593,2.270152,0.538640,4.643990,0.986871,0.514772
36,1.458333,533.267,619.694,531.243,599.003,531.243,599.003,center,center,538.000,637.330,658.000,17.636,38.327,bottom_percentile_95,506.351,641.281,human_nearest_mesh_topk,2.295433,2.364676,0.069242,0.872584,0.000000,0.810150,0.229573,0.229573,0.000000,87.486874,2.882000,5.000000,8.000000,right_foot,0.810150,498.389,647.047,3.941295,boundary_023,2.317648,2.235235,2.316118,2.295433,0.229573,20.669686,1.000000,0.686363
37,1.500000,526.743,573.378,527.100,571.402,527.100,571.402,center,center,538.000,609.952,610.850,36.574,38.550,bottom_percentile_95,515.068,606.212,human_nearest_mesh_topk,2.241442,2.213506,-0.027936,0.878145,0.000000,0.341507,0.543633,0.543633,0.005864,41.004000,3.716000,5.000000,8.000000,right_foot,0.341507,498.931,646.779,3.945693,boundary_026,2.197635,2.235876,2.197268,2.241442,0.543633,0.898229,0.161149,0.514772
38,1.541667,522.439,531.462,523.272,533.506,523.272,533.506,center,center,535.000,574.058,576.850,42.596,40.552,bottom_percentile_95,529.197,486.073,human_nearest_mesh_topk,2.237014,2.295678,0.058664,0.872475,0.000000,0.668167,1.000000,0.872475,1.000000,0.000000,4.200000,5.000000,8.000000,right_hand,0.668167,526.693,468.770,3.671550,boundary_000,2.236440,2.256797,2.233391,2.237014,1.000000,2.792486,0.000000,0.343181
39,1.583333,521.798,495.812,520.989,496.101,520.989,496.101,center,center,526.500,538.048,537.000,42.236,41.947,bottom_percentile_95,519.552,448.919,human_nearest_mesh_topk,2.182564,2.183458,0.000894,0.871387,0.000000,0.918361,0.000000,0.100000,1.000000,0.000000,0.223000,5.000000,8.000000,right_hand,0.918361,518.114,446.595,3.640499,boundary_001,2.140287,2.280371,2.138015,2.182564,0.000000,1.048238,0.000000,0.000000
40,1.625000,517.592,468.415,517.336,468.264,517.336,468.264,center,center,520.000,510.724,511.000,42.309,42.460,bottom_percentile_95,514.305,423.729,human_nearest_mesh_topk,2.209113,2.254017,0.044904,0.864929,0.198305,0.921653,0.355938,0.355938,1.000000,0.000000,0.903000,5.000000,8.000000,right_hand,0.921653,511.928,420.917,3.621206,boundary_002,2.231711,2.314917,2.230834,2.209113,0.355938,0.275705,0.000000,0.000000
41,1.666667,512.037,447.883,512.727,448.019,512.727,448.019,center,center,518.000,490.126,490.000,42.243,42.107,bottom_percentile_95,513.834,401.888,human_nearest_mesh_topk,2.300989,2.436572,0.135583,0.863237,0.701803,0.844804,0.069417,0.100000,1.000000,0.000000,0.000000,5.000000,8.000000,right_hand,0.844804,508.152,395.885,3.614303,boundary_001,2.379498,2.367355,2.376160,2.300989,0.069417,0.126257,0.000000,0.000000
42,1.708333,510.336,434.589,510.118,434.378,510.118,434.378,center,center,517.000,476.170,476.000,41.581,41.793,bottom_percentile_95,510.467,389.177,human_nearest_mesh_topk,2.387519,2.501014,0.113495,0.861372,0.955948,0.795980,0.000000,0.100000,0.958759,1.701000,0.483000,5.000000,8.000000,right_hand,0.795980,505.614,379.524,3.603596,boundary_002,2.459381,2.405771,2.458316,2.387519,0.000000,0.170410,0.000000,0.000000
43,1.750000,508.005,427.318,509.170,427.724,509.170,427.724,center,center,514.000,469.640,469.000,42.322,41.916,bottom_percentile_95,509.285,380.573,human_nearest_mesh_topk,2.480786,2.613679,0.132893,0.866753,0.673004,0.752804,0.000000,0.100000,0.798425,8.314112,0.212000,5.000000,8.000000,right_hand,0.752804,503.434,369.600,3.605705,boundary_002,2.559464,2.412622,2.557096,2.480786,0.000000,0.639562,0.000000,0.000000
44,1.791667,509.638,424.541,510.607,426.010,510.607,426.010,center,center,514.000,467.729,468.000,43.188,41.719,bottom_percentile_95,507.326,379.102,human_nearest_mesh_topk,2.525476,2.643286,0.117810,0.880426,0.524652,0.769379,0.000000,0.100000,0.749540,10.330416,1.777000,5.000000,8.000000,right_hand,0.769379,502.211,369.979,3.608222,boundary_001,2.564701,2.392925,2.562041,2.525476,0.000000,0.271000,0.000000,0.000000
45,1.833333,515.492,431.106,514.830,432.115,514.830,432.115,center,center,517.000,473.669,473.000,42.563,41.555,bottom_percentile_95,505.532,389.240,human_nearest_mesh_topk,2.513274,2.577066,0.063792,0.873810,0.390039,0.805642,0.000000,0.100000,0.915555,3.483000,0.483000,5.000000,8.000000,right_hand,0.805642,502.820,381.436,3.600945,boundary_003,2.505359,2.361966,2.503290,2.513274,0.000000,0.669352,0.119077,0.000000
46,1.875000,521.052,450.454,521.120,450.553,521.120,450.553,center,center,523.000,491.180,490.850,40.726,40.626,bottom_percentile_95,508.796,406.709,human_nearest_mesh_topk,2.333458,2.234290,-0.099169,0.871052,0.000000,0.881746,0.501168,0.501168,1.000000,0.000000,0.000000,5.000000,8.000000,right_hand,0.881746,505.223,402.290,3.601496,boundary_007,2.188240,2.313940,2.186337,2.333458,0.501168,0.329638,0.191596,0.000000
47,1.916667,527.895,485.366,527.868,485.753,527.868,485.753,center,center,526.000,525.581,523.850,40.215,39.828,bottom_percentile_95,514.853,443.916,human_nearest_mesh_topk,2.202563,2.117675,-0.084889,0.837371,0.000000,0.709285,0.000000,0.100000,1.000000,0.000000,1.912000,5.000000,8.000000,right_hand,0.709285,509.695,432.363,3.610142,boundary_005,2.093829,2.282251,2.095468,2.202563,0.000000,1.731048,0.148102,0.000000
48,1.958333,536.808,534.688,537.650,539.929,537.650,539.929,center,center,531.000,579.524,575.000,44.836,39.594,bottom_percentile_95,529.764,492.361,human_nearest_mesh_topk,2.178587,2.196575,0.017989,0.841806,0.000000,0.428577,0.399483,0.399483,1.000000,0.000000,0.084000,5.000000,8.000000,right_hand,0.428577,516.835,460.691,3.635264,boundary_005,2.162790,2.232656,2.158970,2.178587,0.399483,4.523714,0.000000,0.000000
49,2.000000,548.897,592.756,547.709,582.982,547.709,582.982,center,center,556.000,623.030,630.000,30.274,40.048,bottom_percentile_95,520.274,620.366,human_nearest_mesh_topk,2.146826,2.151110,0.004284,0.867692,0.000000,0.406760,0.080102,0.100000,0.000000,52.549000,3.068000,5.000000,8.000000,right_foot,0.406760,494.942,647.717,3.970453,boundary_025,2.123196,2.194656,2.120840,2.146826,0.080102,6.969829,0.751965,0.469089
50,2.041667,555.445,624.880,556.144,598.516,556.144,598.516,center,center,559.000,638.964,667.000,14.084,40.448,bottom_percentile_95,516.479,638.325,human_nearest_mesh_topk,2.253222,2.369534,0.116312,0.887010,0.000000,0.584193,0.000000,0.100000,0.000000,84.673000,1.808000,5.000000,8.000000,right_foot,0.584193,495.811,647.396,3.969517,boundary_015,2.337643,2.186547,2.340273,2.253222,0.000000,28.036200,1.000000,0.703634
51,2.083333,561.590,581.902,560.635,576.936,560.635,576.936,center,center,567.000,617.799,622.850,35.897,40.864,bottom_percentile_95,531.841,610.575,human_nearest_mesh_topk,2.233528,2.250606,0.017078,0.877770,0.000000,0.292475,0.985762,0.877770,0.000000,41.695000,0.570000,5.000000,8.000000,right_foot,0.292475,497.104,647.552,3.975274,boundary_024,2.217534,2.194739,2.217414,2.233528,0.985762,5.050590,0.256844,0.938178
52,2.125000,564.316,540.207,565.411,543.400,565.411,543.400,center,center,572.000,584.012,579.850,43.805,40.612,bottom_percentile_95,560.453,492.683,human_nearest_mesh_topk,2.235460,2.275139,0.039678,0.851824,0.000000,0.569540,0.727902,0.727902,1.000000,0.000000,1.137000,5.000000,8.000000,right_hand,0.569540,548.038,473.332,3.660060,boundary_003,2.239356,2.200730,2.237041,2.235460,0.727902,4.162133,0.000000,0.703634
53,2.166667,571.752,505.622,571.709,505.739,571.709,505.739,center,center,569.000,546.331,546.000,40.709,40.592,bottom_percentile_95,561.099,469.396,human_nearest_mesh_topk,2.178247,2.151056,-0.027190,0.863956,0.000000,0.642980,0.037740,0.100000,1.000000,0.000000,0.570000,5.000000,8.000000,right_hand,0.642980,554.141,453.016,3.629781,boundary_005,2.131481,2.218059,2.131435,2.178247,0.037740,0.331171,0.000000,0.469089
54,2.208333,579.247,478.847,578.204,478.980,578.204,478.980,center,center,573.000,519.627,520.000,40.780,40.648,bottom_percentile_95,566.501,437.711,human_nearest_mesh_topk,2.163541,2.220118,0.056577,0.862458,0.207707,0.745472,0.301466,0.301466,1.000000,0.000000,0.373000,5.000000,8.000000,right_hand,0.745472,559.246,428.756,3.595288,boundary_003,2.151169,2.210090,2.151509,2.163541,0.301466,0.372524,0.000000,0.000000
55,2.250000,582.655,459.220,583.857,458.709,583.857,458.709,center,center,581.000,499.713,500.000,40.493,41.004,bottom_percentile_95,573.796,415.148,human_nearest_mesh_topk,2.185570,2.276017,0.090446,0.874707,0.638555,0.734285,0.742536,0.742536,1.000000,0.000000,0.000000,5.000000,8.000000,right_hand,0.734285,567.150,404.718,3.578041,boundary_001,2.204732,2.213538,2.203594,2.185570,0.742536,0.286657,0.000000,0.000000
56,2.291667,590.001,444.529,589.184,445.079,589.184,445.079,center,center,590.000,486.262,487.000,41.733,41.184,bottom_percentile_95,580.318,400.478,human_nearest_mesh_topk,2.216040,2.307526,0.091486,0.873862,0.353742,0.730832,1.000000,0.873862,0.943388,2.335000,1.691000,5.000000,8.000000,right_hand,0.730832,575.207,388.044,3.565777,boundary_002,2.244497,2.212944,2.240970,2.216040,1.000000,0.737600,0.000000,0.000000
57,2.333333,595.282,438.518,595.884,438.089,595.884,438.089,center,center,593.000,478.886,478.850,40.368,40.797,bottom_percentile_95,589.916,395.996,human_nearest_mesh_topk,2.252144,2.324396,0.072253,0.875744,0.966648,0.621598,0.580823,0.580823,0.797652,8.346000,0.448000,5.000000,8.000000,right_hand,0.621598,584.277,377.349,3.554059,boundary_004,2.281858,2.219772,2.281683,2.252144,0.580823,0.036276,0.000000,0.000000
58,2.375000,602.024,437.688,601.314,438.056,601.314,438.056,center,center,597.000,478.177,479.000,40.489,40.121,bottom_percentile_95,598.318,393.407,human_nearest_mesh_topk,2.245016,2.300659,0.055643,0.870582,0.414295,0.691597,1.000000,0.870582,0.777529,9.176000,0.980000,5.000000,8.000000,right_hand,0.691597,594.432,379.452,3.539736,boundary_006,2.241675,2.249830,2.239184,2.245016,1.000000,0.823295,0.023222,0.000000
59,2.416667,606.735,446.864,607.692,447.140,607.692,447.140,center,center,606.000,486.659,485.850,39.795,39.519,bottom_percentile_95,606.397,401.381,human_nearest_mesh_topk,2.240017,2.280173,0.040156,0.858707,0.136012,0.848326,1.000000,0.858707,1.000000,0.000000,0.578000,5.000000,8.000000,right_hand,0.848326,604.267,394.461,3.522427,boundary_003,2.235197,2.283468,2.235927,2.240017,1.000000,0.809438,0.215798,0.000000
60,2.458333,614.211,471.285,613.571,472.112,613.571,472.112,center,center,612.000,511.208,510.000,39.923,39.096,bottom_percentile_95,612.518,427.674,human_nearest_mesh_topk,2.206671,2.203212,-0.003459,0.861171,0.000000,0.887720,0.000000,0.100000,1.000000,0.000000,0.849000,5.000000,8.000000,right_hand,0.887720,613.611,422.275,3.515331,boundary_058,2.179274,2.309989,2.179388,2.206671,0.000000,1.207924,0.319335,0.000000
