frame,time,center_x,center_y,center_visible,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
1,0.000000,717.111,260.685,1.000000,707.435,260.823,1.000000,726.220,260.650,1.000000,716.845,251.404,1.000000,717.027,269.386,1.000000
2,0.041667,716.257,258.149,1.000000,706.222,258.274,1.000000,725.377,258.108,1.000000,715.654,248.653,1.000000,715.965,266.954,1.000000
3,0.083333,715.296,259.167,1.000000,705.238,259.275,1.000000,724.409,259.055,1.000000,714.634,249.539,1.000000,715.004,268.132,1.000000
4,0.125000,714.060,265.693,1.000000,703.997,265.871,1.000000,723.125,265.458,1.000000,713.102,255.644,1.000000,713.644,275.024,1.000000
5,0.166667,713.266,279.627,1.000000,703.122,279.861,1.000000,722.270,278.879,1.000000,712.305,268.724,1.000000,713.183,288.895,1.000000
6,0.208333,710.423,300.277,1.000000,700.319,300.649,1.000000,719.268,299.327,1.000000,709.364,289.176,1.000000,710.556,309.608,1.000000
7,0.250000,708.305,328.178,1.000000,698.166,328.425,1.000000,717.124,327.690,1.000000,706.884,316.659,1.000000,708.377,337.403,1.000000
8,0.291667,707.129,363.914,1.000000,696.930,364.497,1.000000,716.371,363.443,1.000000,705.941,351.841,1.000000,707.829,373.212,1.000000
9,0.333333,704.953,412.668,1.000000,694.496,413.234,1.000000,714.225,413.735,1.000000,703.834,397.875,1.000000,706.062,424.070,1.000000
10,0.375000,701.727,470.747,1.000000,690.833,469.110,1.000000,710.794,469.298,1.000000,702.231,450.424,1.000000,701.525,483.548,1.000000
11,0.416667,701.970,537.891,1.000000,690.987,537.880,1.000000,711.081,538.959,1.000000,701.348,520.429,1.000000,702.591,552.199,1.000000
12,0.458333,699.049,493.957,1.000000,688.715,493.783,1.000000,708.509,493.488,1.000000,698.531,479.630,1.000000,700.234,504.907,1.000000
13,0.500000,698.917,456.289,1.000000,688.821,455.980,1.000000,708.716,456.479,1.000000,698.769,443.559,1.000000,700.215,466.209,1.000000
14,0.541667,699.431,423.929,1.000000,689.027,423.604,1.000000,709.604,423.897,1.000000,699.323,410.653,1.000000,700.548,433.987,1.000000
15,0.583333,699.388,400.357,1.000000,688.955,400.416,1.000000,709.120,400.261,1.000000,698.575,387.955,1.000000,701.028,410.068,1.000000
16,0.625000,699.821,382.772,1.000000,690.122,383.130,1.000000,709.101,382.470,1.000000,698.227,371.278,1.000000,701.806,391.422,1.000000
17,0.666667,716.387,360.312,1.000000,707.099,359.751,1.000000,725.325,360.822,1.000000,716.196,347.128,1.000000,717.065,370.096,1.000000
18,0.708333,737.859,324.985,1.000000,728.155,324.369,1.000000,747.770,325.389,1.000000,739.204,312.750,1.000000,738.991,333.701,1.000000
19,0.750000,756.194,296.232,1.000000,746.376,296.346,1.000000,765.452,296.552,1.000000,756.717,285.525,1.000000,756.650,305.582,1.000000
20,0.791667,771.090,275.010,1.000000,761.521,274.641,1.000000,779.924,275.058,1.000000,771.627,265.157,1.000000,771.365,283.483,1.000000
21,0.833333,783.692,259.190,1.000000,774.149,258.970,1.000000,792.363,259.539,1.000000,784.040,250.228,1.000000,783.654,267.406,1.000000
22,0.875000,795.290,250.084,1.000000,785.982,249.846,1.000000,804.066,250.180,1.000000,795.467,241.042,1.000000,795.245,258.206,1.000000
23,0.916667,804.708,245.902,1.000000,795.108,245.843,1.000000,813.373,246.021,1.000000,804.668,236.801,1.000000,804.624,254.005,1.000000
24,0.958333,813.175,246.400,1.000000,803.390,246.234,1.000000,821.500,246.592,1.000000,813.057,237.090,1.000000,813.078,254.853,1.000000
25,1.000000,807.705,243.434,1.000000,798.303,242.430,1.000000,816.077,243.745,1.000000,808.841,232.925,1.000000,807.953,251.445,1.000000
26,1.041667,798.023,233.720,1.000000,789.009,232.826,1.000000,806.486,233.892,1.000000,797.809,223.719,1.000000,798.262,242.172,1.000000
27,1.083333,786.259,226.574,1.000000,777.280,225.935,1.000000,794.683,226.482,1.000000,785.941,217.203,1.000000,786.583,234.580,1.000000
28,1.125000,775.996,224.300,1.000000,767.107,223.828,1.000000,784.358,224.209,1.000000,775.682,215.301,1.000000,776.110,232.055,1.000000
29,1.166667,764.680,224.399,1.000000,755.012,224.302,1.000000,772.969,223.859,1.000000,763.326,215.118,1.000000,764.722,233.067,1.000000
30,1.208333,756.688,237.015,1.000000,747.272,237.158,1.000000,765.367,236.788,1.000000,755.772,227.579,1.000000,756.990,245.917,1.000000
31,1.250000,750.194,244.668,1.000000,740.871,244.251,1.000000,758.806,244.159,1.000000,749.549,235.141,1.000000,750.724,252.385,1.000000
32,1.291667,743.286,259.744,1.000000,733.807,259.285,1.000000,752.148,259.829,1.000000,742.379,249.744,1.000000,743.181,268.352,1.000000
33,1.333333,732.576,298.286,1.000000,722.446,298.565,1.000000,742.042,297.274,1.000000,732.305,287.039,1.000000,732.402,311.075,1.000000
34,1.375000,723.924,347.552,1.000000,713.730,346.763,1.000000,733.641,347.204,1.000000,724.176,333.272,1.000000,724.751,356.203,1.000000
35,1.416667,715.772,366.231,1.000000,706.487,365.817,1.000000,725.116,366.243,1.000000,716.013,353.550,1.000000,717.065,375.700,1.000000
36,1.458333,706.224,418.047,1.000000,696.709,417.887,1.000000,715.813,417.839,1.000000,706.216,407.474,1.000000,707.589,427.172,1.000000
37,1.500000,696.517,477.042,1.000000,687.613,477.205,1.000000,705.458,477.296,1.000000,697.289,463.836,1.000000,697.052,489.800,1.000000
38,1.541667,695.024,509.868,1.000000,685.518,510.813,1.000000,704.490,509.315,1.000000,695.253,497.218,1.000000,695.900,518.877,1.000000
39,1.583333,697.682,453.277,1.000000,688.323,452.813,1.000000,707.238,453.264,1.000000,697.554,441.192,1.000000,698.958,462.786,1.000000
40,1.625000,698.518,417.014,1.000000,688.499,416.790,1.000000,707.904,417.554,1.000000,698.143,405.610,1.000000,699.567,426.863,1.000000
41,1.666667,698.691,385.662,1.000000,688.610,385.516,1.000000,708.280,385.367,1.000000,698.395,374.700,1.000000,699.735,394.387,1.000000
42,1.708333,699.075,360.610,1.000000,689.134,360.555,1.000000,708.745,360.403,1.000000,699.172,349.848,1.000000,699.910,369.995,1.000000
43,1.750000,698.297,341.294,1.000000,688.274,341.092,1.000000,707.790,341.090,1.000000,698.561,330.792,1.000000,698.840,350.260,1.000000
44,1.791667,697.032,329.980,1.000000,687.141,329.729,1.000000,706.539,329.275,1.000000,697.372,319.284,1.000000,697.689,339.034,1.000000
45,1.833333,695.812,324.394,1.000000,685.998,324.322,1.000000,705.598,323.913,1.000000,696.445,313.397,1.000000,696.064,333.387,1.000000
46,1.875000,694.381,324.493,1.000000,685.069,324.148,1.000000,704.554,324.289,1.000000,695.734,313.285,1.000000,694.714,333.199,1.000000
47,1.916667,699.499,321.704,0.000000,690.147,321.959,0.000000,709.557,321.651,0.000000,702.502,310.781,0.000000,699.475,331.352,0.000000
48,1.958333,724.150,305.829,1.000000,715.329,305.928,0.000000,734.121,306.103,1.000000,725.664,295.079,1.000000,724.373,315.319,1.000000
49,2.000000,745.705,286.059,1.000000,735.527,285.283,1.000000,755.891,286.231,1.000000,747.761,274.847,1.000000,746.042,294.829,1.000000
50,2.041667,766.612,271.424,1.000000,756.819,270.669,1.000000,775.907,271.256,1.000000,767.709,261.212,1.000000,766.623,279.734,1.000000
51,2.083333,784.542,260.783,1.000000,775.056,260.193,1.000000,793.184,261.001,1.000000,785.434,251.468,1.000000,784.651,268.467,1.000000
52,2.125000,798.185,255.710,1.000000,788.959,254.976,1.000000,807.227,255.815,1.000000,798.515,246.283,1.000000,798.578,263.904,1.000000
53,2.166667,808.168,252.798,1.000000,798.861,252.394,1.000000,816.871,253.269,1.000000,809.023,243.271,1.000000,808.500,261.306,1.000000
54,2.208333,801.837,243.194,1.000000,792.463,242.674,1.000000,810.342,243.431,1.000000,802.284,233.380,1.000000,802.161,251.492,1.000000
55,2.250000,789.199,231.193,1.000000,779.964,231.092,1.000000,797.486,231.779,1.000000,789.904,222.055,1.000000,788.853,240.195,1.000000
56,2.291667,776.439,225.611,1.000000,767.272,225.101,1.000000,784.945,226.056,1.000000,776.946,216.562,1.000000,776.185,234.287,1.000000
57,2.333333,763.571,224.338,1.000000,755.037,223.854,1.000000,772.097,224.632,1.000000,764.089,215.791,1.000000,763.914,232.158,1.000000
58,2.375000,750.395,228.679,1.000000,741.728,228.560,1.000000,758.721,228.784,1.000000,750.581,220.000,1.000000,751.135,236.914,1.000000
59,2.416667,736.984,237.429,1.000000,728.243,237.354,1.000000,745.937,237.423,1.000000,737.323,228.748,1.000000,737.576,245.464,1.000000
60,2.458333,722.829,252.010,1.000000,713.913,252.011,1.000000,731.498,251.981,1.000000,722.869,243.355,1.000000,723.397,260.162,1.000000
61,2.500000,709.111,271.320,1.000000,700.392,271.301,1.000000,717.672,271.021,1.000000,709.496,261.975,1.000000,709.923,279.640,1.000000
62,2.541667,697.401,294.311,1.000000,688.423,294.542,1.000000,706.183,294.328,1.000000,697.669,284.786,1.000000,698.347,302.839,1.000000
63,2.583333,685.188,323.666,1.000000,676.291,324.167,1.000000,693.807,323.499,1.000000,685.337,314.189,1.000000,686.097,332.024,1.000000
64,2.625000,674.279,355.804,1.000000,665.069,356.441,1.000000,682.787,355.439,1.000000,674.208,346.844,1.000000,675.004,364.141,1.000000
65,2.666667,662.767,390.565,1.000000,653.519,390.983,1.000000,670.513,390.645,1.000000,661.919,380.527,1.000000,663.000,399.314,1.000000
66,2.708333,654.450,394.448,1.000000,645.107,394.789,1.000000,662.653,394.377,1.000000,653.762,385.025,1.000000,654.826,403.207,1.000000
67,2.750000,647.845,368.873,1.000000,638.391,369.252,1.000000,656.422,368.508,1.000000,646.893,359.290,1.000000,648.406,376.950,1.000000
68,2.791667,642.105,347.732,1.000000,632.413,348.138,1.000000,650.611,347.228,1.000000,641.234,338.231,1.000000,642.719,356.231,1.000000
69,2.833333,636.299,331.731,1.000000,626.783,332.019,1.000000,645.085,331.048,1.000000,635.271,322.268,1.000000,636.959,339.934,1.000000
70,2.875000,628.281,321.159,1.000000,619.050,321.347,1.000000,637.156,320.360,1.000000,627.632,312.169,1.000000,629.630,329.213,1.000000
71,2.916667,619.628,315.929,1.000000,610.398,316.146,1.000000,628.399,315.241,1.000000,618.756,306.628,1.000000,620.943,324.150,1.000000
72,2.958333,610.560,315.879,1.000000,601.134,316.348,1.000000,618.964,315.303,1.000000,609.846,306.448,1.000000,611.489,324.398,1.000000
73,3.000000,600.582,320.212,1.000000,591.157,320.121,1.000000,609.669,319.753,1.000000,600.524,310.164,1.000000,601.177,328.525,1.000000
74,3.041667,592.543,327.647,0.000000,582.929,328.043,0.000000,601.813,326.938,1.000000,592.279,317.383,1.000000,593.271,335.994,0.000000
75,3.083333,591.603,325.482,0.000000,581.510,325.962,0.000000,601.097,324.973,1.000000,591.363,315.333,1.000000,592.298,334.572,0.000000
76,3.125000,599.935,307.930,1.000000,589.594,307.741,1.000000,609.861,306.833,1.000000,599.344,297.159,1.000000,600.315,316.590,1.000000
