frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,u_proj,v_proj,bottom_proj_v,floor_v,u_ref_obs,v_ref_obs,support_v_obs,depth_prior_m,contact_depth_offset_m,contact_frame,audio_contact_frame,source
107,4.416667,-0.097751,0.151063,2.256124,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.370,458.333,576.370,458.333,489.263,489.263,576.370,458.333,489.263,2.256124,,0,0,translation3_from_stage1_observation_backproject_uvz
108,4.458333,-0.090554,0.160891,2.274972,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.543,463.863,581.543,463.863,494.107,494.107,581.543,463.863,494.107,2.274972,,0,0,translation3_from_stage1_observation_backproject_uvz
109,4.500000,-0.082714,0.195739,2.296506,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.105,485.174,587.105,485.174,513.275,513.275,587.105,485.174,513.275,2.296506,,0,0,translation3_from_stage1_observation_backproject_uvz
110,4.541667,-0.073851,0.261633,2.308903,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,593.026,526.415,593.026,526.415,553.617,553.617,593.026,526.415,553.617,2.308903,,0,0,translation3_from_stage1_observation_backproject_uvz
111,4.583333,-0.063915,0.346832,2.323942,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,599.609,579.179,599.609,579.179,608.100,608.100,599.609,579.179,608.100,2.323942,,0,0,translation3_from_stage1_observation_backproject_uvz
112,4.625000,-0.059198,0.420217,2.317000,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,602.478,626.350,602.478,626.350,657.116,657.116,602.478,626.350,657.116,2.317000,,0,0,translation3_from_stage1_observation_backproject_uvz
113,4.666667,-0.070497,0.375326,2.317548,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,595.327,597.840,595.327,597.840,623.693,623.693,595.327,597.840,623.693,2.317548,,0,0,translation3_from_stage1_observation_backproject_uvz
114,4.708333,-0.075604,0.306708,2.327576,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.297,553.520,592.297,553.520,581.095,581.095,592.297,553.520,581.095,2.327576,,0,0,translation3_from_stage1_observation_backproject_uvz
115,4.750000,-0.082245,0.245742,2.319142,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.918,515.617,587.918,515.617,547.843,547.843,587.918,515.617,547.843,2.319142,,0,0,translation3_from_stage1_observation_backproject_uvz
116,4.791667,-0.087238,0.201903,2.312262,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.592,488.236,584.592,488.236,520.063,520.063,584.592,488.236,520.063,2.312262,,0,0,translation3_from_stage1_observation_backproject_uvz
117,4.833333,-0.093204,0.169672,2.308062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.695,467.961,580.695,467.961,501.535,501.535,580.695,467.961,501.535,2.308062,,0,0,translation3_from_stage1_observation_backproject_uvz
118,4.875000,-0.096181,0.149719,2.291588,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.361,455.950,578.361,455.950,489.699,489.699,578.361,455.950,489.699,2.291588,,0,0,translation3_from_stage1_observation_backproject_uvz
119,4.916667,-0.098008,0.140160,2.294775,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.277,449.699,577.277,449.699,483.219,483.219,577.277,449.699,483.219,2.294775,,0,0,translation3_from_stage1_observation_backproject_uvz
120,4.958333,-0.095835,0.136349,2.285068,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.407,447.631,578.407,447.631,481.855,481.855,578.407,447.631,481.855,2.285068,,0,0,translation3_from_stage1_observation_backproject_uvz
121,5.000000,-0.093864,0.145207,2.288944,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.776,453.166,579.776,453.166,488.028,488.028,579.776,453.166,488.028,2.288944,,0,0,translation3_from_stage1_observation_backproject_uvz
122,5.041667,-0.092126,0.183097,2.294797,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.042,477.177,581.042,477.177,511.103,511.103,581.042,477.177,511.103,2.294797,,0,0,translation3_from_stage1_observation_backproject_uvz
123,5.083333,-0.093160,0.252093,2.314615,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.891,519.951,580.891,519.951,550.262,550.262,580.891,519.951,550.262,2.314615,,0,0,translation3_from_stage1_observation_backproject_uvz
124,5.125000,-0.096039,0.340765,2.313018,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.022,576.362,579.022,576.362,606.014,606.014,579.022,576.362,606.014,2.313018,,0,0,translation3_from_stage1_observation_backproject_uvz
125,5.166667,-0.098846,0.416482,2.304136,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.998,625.456,576.998,625.456,654.117,654.117,576.998,625.456,654.117,2.304136,,0,0,translation3_from_stage1_observation_backproject_uvz
126,5.208333,-0.114299,0.372864,2.297411,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,566.935,598.351,566.935,598.351,623.952,623.952,566.935,598.351,623.952,2.297411,,0,0,translation3_from_stage1_observation_backproject_uvz
127,5.250000,-0.129017,0.304951,2.318355,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,558.272,553.177,558.272,553.177,581.331,581.331,558.272,553.177,581.331,2.318355,,0,0,translation3_from_stage1_observation_backproject_uvz
128,5.291667,-0.149315,0.246537,2.322782,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,545.594,515.876,545.594,515.876,546.266,546.266,545.594,515.876,546.266,2.322782,,0,0,translation3_from_stage1_observation_backproject_uvz
129,5.333333,-0.159349,0.187097,2.328568,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,539.500,478.000,539.500,478.000,523.000,523.000,539.500,478.000,523.000,2.328568,,0,0,translation3_from_stage1_observation_backproject_uvz
130,5.375000,-0.167727,0.156695,2.309933,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.363,459.623,533.363,459.623,505.583,505.583,533.363,459.623,505.583,2.309933,,0,0,translation3_from_stage1_observation_backproject_uvz
131,5.416667,-0.176225,0.142492,2.306726,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.804,450.719,527.804,450.719,497.289,497.289,527.804,450.719,497.289,2.306726,,0,0,translation3_from_stage1_observation_backproject_uvz
132,5.458333,-0.185398,0.143278,2.323457,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.814,450.563,522.814,450.563,496.415,496.415,522.814,450.563,496.415,2.323457,,0,0,translation3_from_stage1_observation_backproject_uvz
133,5.500000,-0.193185,0.159608,2.338447,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,518.675,460.238,518.675,460.238,506.598,506.598,518.675,460.238,506.598,2.338447,,0,0,translation3_from_stage1_observation_backproject_uvz
134,5.541667,-0.195419,0.208051,2.329485,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,516.800,491.164,516.800,491.164,535.417,535.417,516.800,491.164,535.417,2.329485,,0,0,translation3_from_stage1_observation_backproject_uvz
135,5.583333,-0.201555,0.286078,2.317607,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,512.280,541.280,512.280,541.280,579.291,579.291,512.280,541.280,579.291,2.317607,,0,0,translation3_from_stage1_observation_backproject_uvz
136,5.625000,-0.204040,0.383075,2.296870,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.538,604.936,509.538,604.936,634.704,634.704,509.538,604.936,634.704,2.296870,,0,0,translation3_from_stage1_observation_backproject_uvz
137,5.666667,-0.205001,0.394779,2.291454,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.614,613.016,508.614,613.016,637.984,637.984,508.614,613.016,637.984,2.291454,,0,0,translation3_from_stage1_observation_backproject_uvz
138,5.708333,-0.200406,0.319407,2.299423,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,512.004,564.000,512.004,564.000,595.920,595.920,512.004,564.000,595.920,2.299423,,0,0,translation3_from_stage1_observation_backproject_uvz
139,5.750000,-0.194637,0.255365,2.303070,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,515.885,522.839,515.885,522.839,562.407,562.407,515.885,522.839,562.407,2.303070,,0,0,translation3_from_stage1_observation_backproject_uvz
140,5.791667,-0.191939,0.205623,2.318069,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,518.398,490.272,518.398,490.272,534.416,534.416,518.398,490.272,534.416,2.318069,,0,0,translation3_from_stage1_observation_backproject_uvz
141,5.833333,-0.185496,0.173491,2.331191,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,523.141,469.296,523.141,469.296,514.807,514.807,523.141,469.296,514.807,2.331191,,0,0,translation3_from_stage1_observation_backproject_uvz
142,5.875000,-0.177624,0.155510,2.317530,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.441,458.546,527.441,458.546,503.933,503.933,527.441,458.546,503.933,2.317530,,0,0,translation3_from_stage1_observation_backproject_uvz
143,5.916667,-0.164090,0.153083,2.305007,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,535.452,457.535,535.452,457.535,502.289,502.289,535.452,457.535,502.289,2.305007,,0,0,translation3_from_stage1_observation_backproject_uvz
144,5.958333,-0.150911,0.165326,2.307286,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,543.944,465.231,543.944,465.231,507.113,507.113,543.944,465.231,507.113,2.307286,,0,0,translation3_from_stage1_observation_backproject_uvz
145,6.000000,-0.135739,0.202066,2.307688,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,553.616,488.594,553.616,488.594,524.018,524.018,553.616,488.594,524.018,2.307688,,0,0,translation3_from_stage1_observation_backproject_uvz
146,6.041667,-0.115671,0.271650,2.316067,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,566.654,532.252,566.654,532.252,565.941,565.941,566.654,532.252,565.941,2.316067,,0,0,translation3_from_stage1_observation_backproject_uvz
147,6.083333,-0.107330,0.358632,2.300001,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,571.467,588.995,571.467,588.995,616.538,616.538,571.467,588.995,616.538,2.300001,,0,0,translation3_from_stage1_observation_backproject_uvz
148,6.125000,-0.091782,0.416902,2.276738,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.796,628.922,580.796,628.922,653.054,653.054,580.796,628.922,653.054,2.276738,,0,0,translation3_from_stage1_observation_backproject_uvz
149,6.166667,-0.096610,0.364016,2.287755,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.982,593.677,577.982,593.677,620.912,620.912,577.982,593.677,620.912,2.287755,,0,0,translation3_from_stage1_observation_backproject_uvz
150,6.208333,-0.093644,0.309163,2.312441,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.528,556.346,580.528,556.346,581.971,581.971,580.528,556.346,581.971,2.312441,,0,0,translation3_from_stage1_observation_backproject_uvz
151,6.250000,-0.092889,0.259281,2.322670,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.267,523.941,581.267,523.941,548.972,548.972,581.267,523.941,548.972,2.322670,,0,0,translation3_from_stage1_observation_backproject_uvz
152,6.291667,-0.092180,0.205339,2.330052,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.900,489.423,581.900,489.423,523.934,523.934,581.900,489.423,523.934,2.330052,,0,0,translation3_from_stage1_observation_backproject_uvz
153,6.333333,-0.087833,0.167740,2.325011,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.520,465.954,584.520,465.954,505.456,505.456,584.520,465.954,505.456,2.325011,,0,0,translation3_from_stage1_observation_backproject_uvz
154,6.375000,-0.083183,0.154744,2.324534,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.446,457.765,587.446,457.765,496.111,496.111,587.446,457.765,496.111,2.324534,,0,0,translation3_from_stage1_observation_backproject_uvz
155,6.416667,-0.081917,0.153016,2.332358,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,588.420,456.349,588.420,456.349,495.684,495.684,588.420,456.349,495.684,2.332358,,0,0,translation3_from_stage1_observation_backproject_uvz
156,6.458333,-0.079313,0.159619,2.347900,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,590.390,459.841,590.390,459.841,501.452,501.452,590.390,459.841,501.452,2.347900,,0,0,translation3_from_stage1_observation_backproject_uvz
157,6.500000,-0.075800,0.192095,2.343821,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.505,480.364,592.505,480.364,518.991,518.991,592.505,480.364,518.991,2.343821,,0,0,translation3_from_stage1_observation_backproject_uvz
158,6.541667,-0.084255,0.261500,2.338329,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.083,524.237,587.083,524.237,556.919,556.919,587.083,524.237,556.919,2.338329,,0,0,translation3_from_stage1_observation_backproject_uvz
159,6.583333,-0.098991,0.349398,2.317815,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.278,581.384,577.278,581.384,614.560,614.560,577.278,581.384,614.560,2.317815,,0,0,translation3_from_stage1_observation_backproject_uvz
160,6.625000,-0.109920,0.419665,2.290677,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,569.528,629.057,569.528,629.057,664.214,664.214,569.528,629.057,664.214,2.290677,,0,0,translation3_from_stage1_observation_backproject_uvz
161,6.666667,-0.127470,0.368420,2.282965,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,558.000,597.000,558.000,597.000,639.000,639.000,558.000,597.000,639.000,2.282965,,0,0,translation3_from_stage1_observation_backproject_uvz
162,6.708333,-0.150161,0.306362,2.292304,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,543.797,556.276,543.797,556.276,595.778,595.778,543.797,556.276,595.778,2.292304,,0,0,translation3_from_stage1_observation_backproject_uvz
163,6.750000,-0.170067,0.254298,2.300401,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,531.427,522.347,531.427,522.347,557.428,557.428,531.427,522.347,557.428,2.300401,,0,0,translation3_from_stage1_observation_backproject_uvz
164,6.791667,-0.186743,0.216748,2.343414,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.969,495.835,522.969,495.835,528.127,528.127,522.969,495.835,528.127,2.343414,,0,0,translation3_from_stage1_observation_backproject_uvz
165,6.833333,-0.204541,0.188545,2.383494,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,513.971,476.173,513.971,476.173,505.191,505.191,513.971,476.173,505.191,2.383494,,0,0,translation3_from_stage1_observation_backproject_uvz
166,6.875000,-0.216192,0.167289,2.422968,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.962,461.397,508.962,461.397,489.069,489.069,508.962,461.397,489.069,2.422968,,0,0,translation3_from_stage1_observation_backproject_uvz
167,6.916667,-0.225763,0.154257,2.452111,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,504.787,452.387,504.787,452.387,479.708,479.708,504.787,452.387,479.708,2.452111,,0,0,translation3_from_stage1_observation_backproject_uvz
168,6.958333,-0.230229,0.147314,2.447490,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,501.852,448.395,501.852,448.395,475.120,475.120,501.852,448.395,475.120,2.447490,,0,0,translation3_from_stage1_observation_backproject_uvz
169,7.000000,-0.238050,0.151637,2.446463,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,497.099,451.027,497.099,451.027,479.287,479.287,497.099,451.027,479.287,2.446463,,0,0,translation3_from_stage1_observation_backproject_uvz
170,7.041667,-0.240120,0.171595,2.425616,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,494.618,463.893,494.618,463.893,495.704,495.704,494.618,463.893,495.704,2.425616,,0,0,translation3_from_stage1_observation_backproject_uvz
171,7.083333,-0.238682,0.223653,2.379728,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,492.702,498.023,492.702,498.023,532.476,532.476,492.702,498.023,532.476,2.379728,,0,0,translation3_from_stage1_observation_backproject_uvz
172,7.125000,-0.228812,0.303354,2.328170,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,495.666,551.355,495.666,551.355,583.437,583.437,495.666,551.355,583.437,2.328170,,0,0,translation3_from_stage1_observation_backproject_uvz
173,7.166667,-0.213395,0.388492,2.296319,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.524,608.459,503.524,608.459,643.302,643.302,503.524,608.459,643.302,2.296319,,0,0,translation3_from_stage1_observation_backproject_uvz
174,7.208333,-0.211162,0.371147,2.270665,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.426,600.048,503.426,600.048,632.984,632.984,503.426,600.048,632.984,2.270665,,0,0,translation3_from_stage1_observation_backproject_uvz
175,7.250000,-0.211411,0.302243,2.288503,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,504.331,553.959,504.331,553.959,587.877,587.877,504.331,553.959,587.877,2.288503,,0,0,translation3_from_stage1_observation_backproject_uvz
176,7.291667,-0.203534,0.249907,2.295850,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.804,519.860,509.804,519.860,553.328,553.328,509.804,519.860,553.328,2.295850,,0,0,translation3_from_stage1_observation_backproject_uvz
177,7.333333,-0.194749,0.198615,2.310514,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,516.214,486.243,516.214,486.243,519.398,519.398,516.214,486.243,519.398,2.310514,,0,0,translation3_from_stage1_observation_backproject_uvz
178,7.375000,-0.185934,0.162908,2.315962,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.095,463.304,522.095,463.304,495.318,495.318,522.095,463.304,495.318,2.315962,,0,0,translation3_from_stage1_observation_backproject_uvz
179,7.416667,-0.175429,0.142222,2.329837,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,529.419,449.649,529.419,449.649,481.270,481.270,529.419,449.649,481.270,2.329837,,0,0,translation3_from_stage1_observation_backproject_uvz
180,7.458333,-0.162888,0.131646,2.316904,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,536.751,443.446,536.751,443.446,474.153,474.153,536.751,443.446,474.153,2.316904,,0,0,translation3_from_stage1_observation_backproject_uvz
181,7.500000,-0.151667,0.133534,2.320585,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,544.016,444.508,544.016,444.508,475.020,475.020,544.016,444.508,475.020,2.320585,,0,0,translation3_from_stage1_observation_backproject_uvz
182,7.541667,-0.135976,0.148787,2.312764,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,553.655,454.480,553.655,454.480,483.735,483.735,553.655,454.480,483.735,2.312764,,0,0,translation3_from_stage1_observation_backproject_uvz
183,7.583333,-0.119701,0.175869,2.323094,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,564.328,471.180,564.328,471.180,502.418,502.418,564.328,471.180,502.418,2.323094,,0,0,translation3_from_stage1_observation_backproject_uvz
184,7.625000,-0.105312,0.227533,2.335775,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,573.786,503.060,573.786,503.060,539.299,539.299,573.786,503.060,539.299,2.335775,,0,0,translation3_from_stage1_observation_backproject_uvz
185,7.666667,-0.093312,0.303004,2.335835,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.332,550.507,581.332,550.507,590.554,590.554,581.332,550.507,590.554,2.335835,,0,0,translation3_from_stage1_observation_backproject_uvz
186,7.708333,-0.075709,0.391382,2.315217,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,591.976,608.264,591.976,608.264,649.929,649.929,591.976,608.264,649.929,2.315217,,0,0,translation3_from_stage1_observation_backproject_uvz
187,7.750000,-0.078285,0.387941,2.306358,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,590.151,607.027,590.151,607.027,646.947,646.947,590.151,607.027,646.947,2.306358,,0,0,translation3_from_stage1_observation_backproject_uvz
188,7.791667,-0.098601,0.328321,2.308732,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.279,568.848,577.279,568.848,605.051,605.051,577.279,568.848,605.051,2.308732,,0,0,translation3_from_stage1_observation_backproject_uvz
189,7.833333,-0.112158,0.268205,2.312316,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,568.766,530.343,568.766,530.343,565.599,565.599,568.766,530.343,565.599,2.312316,,0,0,translation3_from_stage1_observation_backproject_uvz
190,7.875000,-0.128746,0.223438,2.292585,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,557.527,503.132,557.527,503.132,535.694,535.694,557.527,503.132,535.694,2.292585,,0,0,translation3_from_stage1_observation_backproject_uvz
191,7.916667,-0.142607,0.186707,2.257336,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,547.221,481.470,547.221,481.470,511.401,511.401,547.221,481.470,511.401,2.257336,,0,0,translation3_from_stage1_observation_backproject_uvz
192,7.958333,-0.149627,0.165021,2.235814,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,541.717,468.395,541.717,468.395,494.331,494.331,541.717,468.395,494.331,2.235814,,0,0,translation3_from_stage1_observation_backproject_uvz
